SA1_CODE_2021,P_Oth_scs_15_19,P_Oth_scs_20_24,P_Oth_scs_25_34,P_Oth_scs_35_44,P_Oth_scs_45_54,P_Oth_scs_55_64,P_Oth_scs_65_74,P_Oth_scs_75_84,P_Oth_scs_85ov,P_Oth_scs_Tot,P_ID_NS_15_19,P_ID_NS_20_24,P_ID_NS_25_34,P_ID_NS_35_44,P_ID_NS_45_54,P_ID_NS_55_64,P_ID_NS_65_74,P_ID_NS_75_84,P_ID_NS_85ov,P_ID_NS_Tot,P_Tot_15_19,P_Tot_20_24,P_Tot_25_34,P_Tot_35_44,P_Tot_45_54,P_Tot_55_64,P_Tot_65_74,P_Tot_75_84,P_Tot_85ov,P_Tot_Tot
50101100101,0,0,0,0,0,4,5,0,0,10,0,0,0,5,0,0,5,0,0,8,14,3,26,30,41,50,28,14,0,209
50101100102,0,0,15,3,3,0,0,0,0,29,3,0,0,11,9,3,0,0,0,20,38,24,97,275,170,90,27,4,0,718
50101100103,0,0,4,0,0,0,0,0,0,8,0,0,0,0,5,0,0,0,0,6,0,3,16,17,26,34,13,4,3,112
50101100104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,3,5,7,29,30,41,43,13,0,0,169
50101100105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,6,5,9,18,29,33,16,0,0,117
50101100106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
50101100107,0,0,0,0,4,3,0,0,0,3,0,0,0,0,0,6,0,0,0,11,10,3,21,37,34,55,19,8,0,194
50101100108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
50101100109,0,3,0,3,4,3,3,0,0,16,0,0,0,3,3,5,0,0,0,15,17,13,28,41,65,81,38,4,0,295
50101100110,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,6,0,6,25,21,26,36,21,3,0,131
50101100111,0,0,0,3,0,0,0,0,0,10,0,0,0,3,0,3,0,0,0,15,13,0,48,90,52,56,22,6,0,293
50101100112,0,0,0,0,0,0,0,0,0,6,0,0,4,3,0,9,4,0,0,17,14,3,30,39,40,51,31,6,3,210
50101100113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,3,9,17,26,28,11,0,0,100
50101100114,0,0,0,4,5,0,0,0,0,4,0,0,0,9,4,3,0,0,0,17,12,14,42,92,85,58,7,3,0,316
50101100115,0,0,4,3,0,3,0,0,0,11,0,0,0,0,4,4,0,0,0,11,11,9,20,42,40,50,24,3,0,203
50101100116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
50101100301,0,0,0,0,0,0,0,0,0,3,0,0,4,0,0,6,0,0,0,5,6,3,23,22,13,24,9,0,0,95
50101100302,0,0,5,0,0,0,0,0,0,8,0,0,0,6,0,0,0,0,0,3,11,8,12,54,44,24,11,0,0,166
50101100303,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,5,0,0,0,7,13,4,14,25,37,35,12,7,0,157
50101100304,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,14,7,19,22,29,24,7,10,0,136
50101100305,0,6,4,0,0,0,0,0,0,7,0,0,0,5,3,0,0,0,0,7,4,8,26,26,33,50,15,4,3,163
50101100306,6,4,3,3,0,0,0,0,0,14,0,0,3,6,5,5,0,0,0,14,19,17,38,54,59,71,29,5,4,288
