SA1_CODE_2021,M_15_19y_DUDW_LT_5_h,M_15_19y_DUDW_5_14_h,M_15_19y_DUDW_15_29_h,M_15_19y_DUDW_30_h_mo,M_15_19y_DNUDW,M_15_19y_UDW_NS,M_15_19y_Total,M_20_24y_DUDW_LT_5_h,M_20_24y_DUDW_5_14_h,M_20_24y_DUDW_15_29_h,M_20_24y_DUDW_30_h_mo,M_20_24y_DNUDW,M_20_24y_UDW_NS,M_20_24y_Total,M_25_34y_DUDW_LT_5_h,M_25_34y_DUDW_5_14_h,M_25_34y_DUDW_15_29_h,M_25_34y_DUDW_30_h_mo,M_25_34y_DNUDW,M_25_34y_UDW_NS,M_25_34y_Total,M_35_44y_DUDW_LT_5_h,M_35_44y_DUDW_5_14_h,M_35_44y_DUDW_15_29_h,M_35_44y_DUDW_30_h_mo,M_35_44y_DNUDW,M_35_44y_UDW_NS,M_35_44y_Total,M_45_54y_DUDW_LT_5_h,M_45_54y_DUDW_5_14_h,M_45_54y_DUDW_15_29_h,M_45_54y_DUDW_30_h_mo,M_45_54y_DNUDW,M_45_54y_UDW_NS,M_45_54y_Total,M_55_64y_DUDW_LT_5_h,M_55_64y_DUDW_5_14_h,M_55_64y_DUDW_15_29_h,M_55_64y_DUDW_30_h_mo,M_55_64y_DNUDW,M_55_64y_UDW_NS,M_55_64y_Total,M_65_74y_DUDW_LT_5_h,M_65_74y_DUDW_5_14_h,M_65_74y_DUDW_15_29_h,M_65_74y_DUDW_30_h_mo,M_65_74y_DNUDW,M_65_74y_UDW_NS,M_65_74y_Total,M_75_84y_DUDW_LT_5_h,M_75_84y_DUDW_5_14_h,M_75_84y_DUDW_15_29_h,M_75_84y_DUDW_30_h_mo,M_75_84y_DNUDW,M_75_84y_UDW_NS,M_75_84y_Total,M_85y_ov_DUDW_LT_5_h,M_85y_ov_DUDW_5_14_h,M_85y_ov_DUDW_15_29_h,M_85y_ov_DUDW_30_h_mo,M_85y_ov_DNUDW,M_85y_ov_UDW_NS,M_85y_ov_Total,M_Tot_DUDW_LT_5_h,M_Tot_DUDW_5_14_h,M_Tot_DUDW_15_29_h,M_Tot_DUDW_30_h_mo,M_Tot_DNUDW,M_Tot_UDW_NS,M_Tot_Total,F_15_19y_DUDW_LT_5_h,F_15_19y_DUDW_5_14_h,F_15_19y_DUDW_15_29_h,F_15_19y_DUDW_30_h_mo,F_15_19y_DNUDW,F_15_19y_UDW_NS,F_15_19y_Total,F_20_24y_DUDW_LT_5_h,F_20_24y_DUDW_5_14_h,F_20_24y_DUDW_15_29_h,F_20_24y_DUDW_30_h_mo,F_20_24y_DNUDW,F_20_24y_UDW_NS,F_20_24y_Total,F_25_34y_DUDW_LT_5_h,F_25_34y_DUDW_5_14_h,F_25_34y_DUDW_15_29_h,F_25_34y_DUDW_30_h_mo,F_25_34y_DNUDW,F_25_34y_UDW_NS,F_25_34y_Total,F_35_44y_DUDW_LT_5_h,F_35_44y_DUDW_5_14_h,F_35_44y_DUDW_15_29_h,F_35_44y_DUDW_30_h_mo,F_35_44y_DNUDW,F_35_44y_UDW_NS,F_35_44y_Total,F_45_54y_DUDW_LT_5_h,F_45_54y_DUDW_5_14_h,F_45_54y_DUDW_15_29_h,F_45_54y_DUDW_30_h_mo,F_45_54y_DNUDW,F_45_54y_UDW_NS,F_45_54y_Total,F_55_64y_DUDW_LT_5_h,F_55_64y_DUDW_5_14_h,F_55_64y_DUDW_15_29_h,F_55_64y_DUDW_30_h_mo,F_55_64y_DNUDW,F_55_64y_UDW_NS,F_55_64y_Total,F_65_74y_DUDW_LT_5_h,F_65_74y_DUDW_5_14_h,F_65_74y_DUDW_15_29_h,F_65_74y_DUDW_30_h_mo,F_65_74y_DNUDW,F_65_74y_UDW_NS,F_65_74y_Total,F_75_84y_DUDW_LT_5_h,F_75_84y_DUDW_5_14_h,F_75_84y_DUDW_15_29_h,F_75_84y_DUDW_30_h_mo,F_75_84y_DNUDW,F_75_84y_UDW_NS,F_75_84y_Total,F_85y_ov_DUDW_LT_5_h,F_85y_ov_DUDW_5_14_h,F_85y_ov_DUDW_15_29_h,F_85y_ov_DUDW_30_h_mo,F_85y_ov_DNUDW,F_85y_ov_UDW_NS,F_85y_ov_Total,F_Tot_DUDW_LT_5_h,F_Tot_DUDW_5_14_h,F_Tot_DUDW_15_29_h,F_Tot_DUDW_30_h_mo,F_Tot_DNUDW,F_Tot_UDW_NS,F_Tot_Total,P_15_19y_DUDW_LT_5_h,P_15_19y_DUDW_5_14_h,P_15_19y_DUDW_15_29_h,P_15_19y_DUDW_30_h_mo,P_15_19y_DNUDW,P_15_19y_UDW_NS,P_15_19y_Total,P_20_24y_DUDW_LT_5_h,P_20_24y_DUDW_5_14_h,P_20_24y_DUDW_15_29_h,P_20_24y_DUDW_30_h_mo,P_20_24y_DNUDW,P_20_24y_UDW_NS,P_20_24y_Total,P_25_34y_DUDW_LT_5_h,P_25_34y_DUDW_5_14_h,P_25_34y_DUDW_15_29_h,P_25_34y_DUDW_30_h_mo,P_25_34y_DNUDW,P_25_34y_UDW_NS,P_25_34y_Total,P_35_44y_DUDW_LT_5_h,P_35_44y_DUDW_5_14_h,P_35_44y_DUDW_15_29_h,P_35_44y_DUDW_30_h_mo,P_35_44y_DNUDW,P_35_44y_UDW_NS,P_35_44y_Total,P_45_54y_DUDW_LT_5_h,P_45_54y_DUDW_5_14_h,P_45_54y_DUDW_15_29_h,P_45_54y_DUDW_30_h_mo,P_45_54y_DNUDW,P_45_54y_UDW_NS,P_45_54y_Total,P_55_64y_DUDW_LT_5_h,P_55_64y_DUDW_5_14_h,P_55_64y_DUDW_15_29_h,P_55_64y_DUDW_30_h_mo,P_55_64y_DNUDW,P_55_64y_UDW_NS,P_55_64y_Total,P_65_74y_DUDW_LT_5_h,P_65_74y_DUDW_5_14_h,P_65_74y_DUDW_15_29_h,P_65_74y_DUDW_30_h_mo,P_65_74y_DNUDW,P_65_74y_UDW_NS,P_65_74y_Total,P_75_84y_DUDW_LT_5_h,P_75_84y_DUDW_5_14_h,P_75_84y_DUDW_15_29_h,P_75_84y_DUDW_30_h_mo,P_75_84y_DNUDW,P_75_84y_UDW_NS,P_75_84y_Total,P_85y_ov_DUDW_LT_5_h,P_85y_ov_DUDW_5_14_h,P_85y_ov_DUDW_15_29_h,P_85y_ov_DUDW_30_h_mo
50101100101,4,0,0,0,0,5,8,0,0,0,0,0,0,0,4,0,0,0,3,0,16,7,11,3,0,3,3,24,0,14,8,3,6,6,29,5,17,4,0,0,3,32,4,7,5,0,6,4,29,0,4,0,0,9,3,15,0,0,0,0,0,0,3,28,47,19,9,31,22,159,9,3,0,0,3,0,17,0,0,0,0,0,0,5,3,8,3,0,0,4,18,4,8,0,4,0,3,24,5,14,3,5,0,4,27,7,12,12,4,4,3,41,0,3,8,5,5,0,24,0,0,0,0,6,0,10,0,0,0,0,0,0,0,21,43,31,22,18,21,158,10,3,0,0,4,3,25,0,5,0,0,6,0,10,9,14,3,0,7,3,30,3,23,4,4,3,11,41,6,21,7,9,6,11,54,10,24,15,4,0,11,75,5,12,9,5,11,4,48,0,8,5,5,8,6,22,0,0,0,4
50101100102,13,0,0,0,8,0,29,4,7,0,0,6,8,16,16,18,6,0,6,11,53,40,63,15,9,14,15,155,18,33,11,4,18,12,103,14,22,12,4,11,4,61,6,15,5,5,11,0,42,5,4,6,5,3,0,14,0,0,0,0,4,0,9,119,158,54,24,80,45,481,28,0,0,0,4,4,35,0,0,0,0,4,0,7,14,14,15,19,3,10,75,15,69,36,43,5,17,182,5,41,16,23,8,11,105,10,23,14,10,4,7,71,4,13,9,12,5,5,49,0,3,5,4,0,0,10,0,0,0,0,0,0,3,77,173,99,104,38,48,541,43,0,0,0,13,5,64,8,4,0,0,5,8,25,27,35,20,24,10,11,131,51,131,56,48,21,32,342,27,74,33,29,32,22,207,24,46,25,16,13,15,132,11,27,12,18,18,3,92,5,7,7,5,4,0,30,0,3,0,0
50101100103,0,0,0,0,0,0,3,4,0,0,0,0,0,10,5,0,0,0,0,0,9,0,6,0,0,6,0,9,5,5,3,0,5,4,20,8,10,3,6,6,4,39,6,20,11,9,13,0,53,4,9,12,5,17,4,48,0,5,3,0,14,3,23,34,48,34,18,59,21,209,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,4,0,0,10,4,6,7,0,6,0,14,0,3,3,8,0,3,23,5,11,4,5,3,3,32,0,7,17,23,16,0,61,5,4,16,9,17,3,42,3,5,3,0,15,5,31,19,41,48,39,52,16,223,0,0,0,0,0,0,6,3,0,0,0,0,0,10,3,3,0,4,4,5,15,3,3,3,0,6,0,29,9,10,6,10,7,5,45,12,25,10,7,9,7,71,6,22,27,29,25,5,116,8,12,23,11,29,7,90,5,9,3,0
50101100104,0,0,0,0,0,0,0,0,0,0,0,4,0,3,8,11,0,0,0,0,18,3,7,0,0,8,3,23,6,7,0,4,4,4,24,6,13,3,5,6,0,29,4,20,0,3,13,7,46,6,8,4,4,8,0,30,0,5,5,0,4,3,12,39,59,19,13,45,18,195,8,0,0,0,0,0,10,0,0,0,0,4,0,9,0,0,7,4,3,0,17,5,4,5,0,4,4,21,5,14,3,0,0,3,25,7,11,9,4,3,4,38,0,14,15,3,13,6,48,0,3,9,7,7,0,27,3,4,0,0,4,3,17,25,55,44,25,40,17,206,9,3,0,0,0,0,10,4,0,0,0,5,0,14,9,11,7,4,0,0,38,3,11,5,0,11,4,39,9,18,6,4,7,7,51,12,26,8,9,9,3,66,6,29,21,6,20,11,98,4,15,16,12,13,0,63,3,4,0,0
50101100105,6,0,0,0,3,0,6,0,0,0,0,4,0,5,0,0,0,0,4,0,8,4,0,0,0,0,0,14,0,7,0,6,9,0,21,4,7,5,0,3,0,21,14,10,4,9,5,0,39,0,3,5,0,0,3,11,0,0,0,0,4,0,9,29,34,19,13,26,8,124,4,0,0,0,4,0,3,0,0,0,0,0,0,0,0,5,0,5,0,0,4,4,8,3,0,0,0,10,0,9,3,0,3,0,19,0,15,10,0,4,0,34,4,16,5,10,8,0,44,0,0,3,5,3,0,11,0,0,0,0,0,3,3,19,46,30,22,19,5,136,3,0,0,0,6,0,11,0,0,0,0,4,0,5,3,5,0,5,0,3,13,4,6,5,0,0,0,23,4,17,6,0,10,0,39,10,22,13,7,3,0,53,13,22,18,16,14,6,85,0,3,3,5,3,3,21,0,3,0,0
50101100106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
50101100107,7,0,0,0,4,0,14,0,4,0,0,0,0,7,3,0,0,0,7,0,16,4,9,5,0,4,3,24,9,4,6,4,9,5,30,5,20,3,7,0,10,50,9,20,8,3,10,3,53,5,3,5,0,5,0,16,0,0,0,0,0,0,3,41,68,22,15,44,15,212,0,0,0,0,0,4,7,0,0,0,0,0,0,0,6,3,3,4,0,3,17,0,4,0,6,0,0,21,0,7,7,8,4,0,22,9,20,13,8,4,3,55,0,18,10,6,6,0,37,0,0,5,0,8,0,22,0,0,0,0,0,0,6,16,48,36,36,19,14,179,7,4,0,0,4,4,21,0,4,0,0,0,0,5,9,5,3,4,3,7,30,4,20,8,6,5,4,48,3,13,7,11,11,4,57,14,39,19,15,10,13,96,8,31,19,14,14,3,85,4,9,4,3,15,0,37,0,0,0,0
50101100108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
50101100109,13,0,0,0,0,0,14,0,3,0,0,0,0,7,4,6,0,0,4,0,9,9,10,0,0,7,3,28,18,6,6,6,4,10,49,12,16,9,3,11,8,57,9,15,7,9,8,0,48,3,0,3,0,0,3,14,0,0,0,0,0,0,0,70,56,28,20,37,18,229,6,4,0,0,0,0,11,6,0,0,0,0,0,6,7,9,5,0,0,0,21,6,13,8,8,0,0,39,7,15,13,11,0,3,45,3,19,16,8,3,3,49,4,6,6,16,6,3,42,0,0,0,0,6,0,6,0,0,0,0,0,0,0,34,70,49,46,22,12,223,17,4,0,0,5,0,26,10,5,0,0,3,0,18,13,12,5,0,5,0,34,14,26,8,5,4,9,65,23,22,15,12,5,10,86,15,34,18,16,15,6,106,9,15,13,28,16,3,90,7,4,3,3,7,3,27,0,0,0,0
50101100110,0,0,0,0,0,0,4,0,0,0,0,0,0,0,6,3,0,0,3,0,16,3,4,0,0,0,0,8,0,7,3,0,4,3,20,13,5,0,0,4,0,29,0,7,3,0,3,0,18,0,0,0,0,0,0,3,0,0,0,0,0,0,3,26,33,13,0,20,9,108,0,0,0,0,4,0,0,0,0,0,0,3,0,10,4,5,0,6,4,0,15,0,8,0,5,3,0,13,4,10,0,3,0,0,15,3,6,0,3,0,4,18,0,5,6,4,4,0,20,0,0,3,3,0,0,14,0,0,0,0,0,0,0,20,37,16,22,10,12,109,0,0,0,0,5,0,4,3,0,0,0,3,0,11,7,10,0,6,8,3,29,5,14,3,5,4,0,24,5,14,4,3,3,5,37,18,17,8,3,4,4,48,0,11,11,7,6,0,39,0,0,6,4,3,0,14,0,4,0,0
