SA1_CODE_2021,P_Tot_0_14,P_Tot_15_24,P_Tot_25_34,P_Tot_35_44,P_Tot_45_54,P_Tot_55_64,P_Tot_65_74,P_Tot_75_84,P_Tot_85_over,P_Tot_Tot
50101100101,47,31,30,41,54,75,48,22,4,363
50101100102,449,87,131,342,207,132,92,30,9,1478
50101100103,30,12,15,29,45,71,116,90,53,460
50101100104,57,23,38,39,51,66,98,63,28,459
50101100105,24,19,13,23,39,53,85,21,18,290
50101100106,0,0,0,0,0,0,0,0,0,4
50101100107,44,30,30,48,57,96,85,37,7,434
50101100108,0,0,0,0,0,4,0,0,0,4
50101100109,84,36,34,65,86,106,90,27,0,541
50101100110,37,12,29,24,37,48,39,14,3,253
50101100111,126,32,60,121,65,93,59,17,0,586
50101100112,87,23,33,61,54,75,61,26,3,433
50101100113,34,11,14,18,37,49,53,22,6,247
50101100114,155,45,59,113,109,84,47,22,12,648
50101100115,74,27,32,59,59,66,65,20,6,400
50101100116,0,0,0,0,0,0,0,0,0,0
50101100301,24,17,23,28,20,39,25,31,16,218
50101100302,86,30,19,62,50,34,31,22,0,334
50101100303,41,29,16,33,57,64,67,30,6,346
50101100304,52,33,26,33,40,39,37,17,0,265
50101100305,52,24,32,36,43,54,37,16,6,305
50101100306,89,46,51,66,70,95,50,20,0,497
50101100307,60,21,24,44,45,57,51,17,0,324
50101100308,69,34,23,53,74,93,65,23,0,429
50101100310,61,34,31,45,56,77,76,33,4,420
50101100311,86,14,31,60,45,45,34,20,0,345
50101100312,52,22,24,56,38,47,57,37,13,338
50101100313,53,18,63,50,23,23,36,13,12,283
50101100314,49,19,31,29,30,53,31,7,6,252
50101100315,92,47,35,65,73,64,58,20,3,456
50101100316,56,18,31,44,54,63,56,9,3,334
50101100317,92,44,31,43,107,90,59,11,9,484
50101100319,31,22,23,25,43,55,73,44,13,328
50101100320,148,50,51,114,81,85,97,42,5,672
50101100321,158,47,25,86,97,60,59,21,5,558
50101100322,41,14,18,26,24,33,44,17,3,224
50101100323,79,19,20,52,41,50,33,13,0,307
50101100324,78,32,20,47,59,72,65,34,3,420
50101100325,176,56,88,141,104,55,56,24,6,689
50101100326,107,40,68,78,66,43,55,20,0,486
50101100328,211,75,81,139,152,109,106,54,11,935
50101100329,119,51,47,91,83,53,94,66,9,601
50101100330,22,14,9,19,30,20,50,12,4,180
50101100331,157,46,132,133,81,36,50,12,3,648
50101100332,46,9,15,27,31,35,29,6,4,197
50101100401,121,36,29,71,101,53,49,23,4,498
50101100405,101,53,55,71,121,73,46,9,3,525
50101100406,78,52,66,67,79,61,55,10,10,487
50101100407,45,18,51,49,39,25,36,47,45,350
50101100408,26,32,49,44,31,52,46,8,6,295
50101100410,267,105,194,202,120,78,65,14,0,1051
50101100411,33,35,56,49,51,22,25,12,4,288
50101100412,65,39,22,44,61,75,56,26,3,401
50101100413,146,47,43,101,111,100,70,15,17,645
50101100414,126,38,53,85,98,91,85,23,0,604
50101100416,108,56,46,79,110,61,64,25,8,549
50101100417,94,35,41,81,100,126,78,13,3,577
50101100418,30,14,17,17,31,41,47,0,0,205
50101100419,75,22,51,64,41,31,19,8,0,324
50101100420,91,46,55,86,81,30,16,9,0,411
50101100421,92,32,39,79,65,39,22,13,5,380
50101100422,231,60,101,157,84,53,52,14,0,753
50101100423,0,0,0,0,4,0,0,0,0,4
50101100424,97,33,37,67,67,25,24,6,5,362
50101100425,78,30,43,49,59,31,34,12,5,325
50101100426,77,25,59,71,51,32,9,0,0,337
50101100427,128,46,83,104,50,38,32,8,0,484
50101100428,0,0,4,0,0,6,14,15,9,43
50101100429,55,23,28,40,47,55,33,17,0,299
50101129301,85,36,36,66,57,31,14,12,0,335
50101129302,28,14,26,14,17,55,42,21,9,231
50101129303,39,30,33,23,46,61,57,43,12,341
50101129304,59,28,23,45,51,45,39,26,7,305
50101129305,14,17,18,7,32,31,30,37,5,190
50101129306,76,32,24,44,70,61,79,22,5,410
50101129307,12,6,0,4,5,7,3,0,0,33
50101129308,9,10,6,8,14,26,65,72,31,244
50101129309,16,3,9,8,10,16,0,0,0,51
50101129310,125,56,108,67,57,38,38,16,0,508
50101129311,0,3,6,0,7,6,6,0,0,32
50101129312,26,25,25,24,46,47,56,20,0,264
