SA2_CODE_2021,Emp_Worked_FT_A_15_24_y_M,Emp_Worked_FT_A_25_34_y_M,Emp_Worked_FT_A_35_44_y_M,Emp_Worked_FT_A_45_54_y_M,Emp_Worked_FT_A_55_64_y_M,Emp_Worked_FT_A_65_and_over_M,Emp_Worked_FT_Tot_M,Emp_Worked_PT_A_15_24_y_M,Emp_Worked_PT_A_25_34_y_M,Emp_Worked_PT_A_35_44_y_M,Emp_Worked_PT_A_45_54_y_M,Emp_Worked_PT_A_55_64_y_M,Emp_Worked_PT_A_65_and_over_M,Emp_Worked_PT_Tot_M,EAfW_A_15_24_y_M,EAfW_A_25_34_y_M,EAfW_A_35_44_y_M,EAfW_A_45_54_y_M,EAfW_A_55_64_y_M,EAfW_A_65_over_M,EAfW_Tot_M,Emp_Tot_Age_15_24_y_M,Emp_Tot_Age_25_34_y_M,Emp_Tot_Age_35_44_y_M,Emp_Tot_Age_45_54_y_M,Emp_Tot_Age_55_64_y_M,Emp_Tot_A_65_over_M,Emp_Tot_Tot_M,Unemp_A_15_24_y_M,Unemp_A_25_34_y_M,Unemp_A_35_44_y_M,Unemp_A_45_54_y_M,Unemp_A_55_64_y_M,Unemp_A_65_over_M,Unemp_Tot_M,Tot_LF_Ag_15_24_y_M,Tot_LF_Ag_25_34_y_M,Tot_LF_Ag_35_44_y_M,Tot_LF_Ag_45_54_y_M,Tot_LF_Ag_55_64_y_M,Tot_LF_Ag_65_and_over_M,Tot_LF_Tot_M,Not_in_LF_Age_15_24_y_M,Not_in_LF_Age_25_34_y_M,Not_in_LF_Age_35_44_y_M,Not_in_LF_Age_45_54_y_M,Not_in_LF_Age_55_64_y_M,Not_in_LF_A_65and_over_M,Not_In_LF_Tot_M,LF_stat_NS_A_15_24_y_M,LF_stat_NS_A_25_34_y_M,LF_stat_NS_A_35_44_y_M,LF_stat_NS_A_45_54_y_M,LF_stat_NS_A_55_64_y_M,LF_stat_NS_A_65and_over_M,LF_status_NS_Tot_M,Tot_Age_15_24_y_M,Tot_Age_25_34_y_M,Tot_Age_35_44_y_M,Tot_Age_45_54_y_M,Tot_Age_55_64_y_M,Tot_A_65_and_over_M,Tot_Tot_M,Emp_Worked_FT_A_15_24_y_F,Emp_Worked_FT_A_25_34_y_F,Emp_Worked_FT_A_35_44_y_F,Emp_Worked_FT_A_45_54_y_F,Emp_Worked_FT_A_55_64_y_F,Emp_Worked_FT_A_65_and_over_F,Emp_Worked_FT_Tot_F,Emp_Worked_PT_A_15_24_y_F,Emp_Worked_PT_A_25_34_y_F,Emp_Worked_PT_A_35_44_y_F,Emp_Worked_PT_A_45_54_y_F,Emp_Worked_PT_A_55_64_y_F,Emp_Worked_PT_A_65_and_over_F,Emp_Worked_PT_Tot_F,EAfW_A_15_24_y_F,EAfW_A_25_34_y_F,EAfW_A_35_44_y_F,EAfW_A_45_54_y_F,EAfW_A_55_64_y_F,EAfW_A_65_over_F,EAfW_Tot_F,Emp_Tot_Age_15_24_y_F,Emp_Tot_Age_25_34_y_F,Emp_Tot_Age_35_44_y_F,Emp_Tot_Age_45_54_y_F,Emp_Tot_Age_55_64_y_F,Emp_Tot_A_65_over_F,Emp_Tot_Tot_F,Unemp_A_15_24_y_F,Unemp_A_25_34_y_F,Unemp_A_35_44_y_F,Unemp_A_45_54_y_F,Unemp_A_55_64_y_F,Unemp_A_65_over_F,Unemp_Tot_F,Tot_LF_Ag_15_24_y_F,Tot_LF_Ag_25_34_y_F,Tot_LF_Ag_35_44_y_F,Tot_LF_Ag_45_54_y_F,Tot_LF_Ag_55_64_y_F,Tot_LF_Ag_65_and_over_F,Tot_LF_Tot_F,Not_in_LF_Age_15_24_y_F,Not_in_LF_Age_25_34_y_F,Not_in_LF_Age_35_44_y_F,Not_in_LF_Age_45_54_y_F,Not_in_LF_Age_55_64_y_F,Not_in_LF_A_65and_over_F,Not_In_LF_Tot_F,LF_stat_NS_A_15_24_y_F,LF_stat_NS_A_25_34_y_F,LF_stat_NS_A_35_44_y_F,LF_stat_NS_A_45_54_y_F,LF_stat_NS_A_55_64_y_F,LF_stat_NS_A_65and_over_F,LF_status_NS_Tot_F,Tot_Age_15_24_y_F,Tot_Age_25_34_y_F,Tot_Age_35_44_y_F,Tot_Age_45_54_y_F,Tot_Age_55_64_y_F,Tot_A_65_and_over_F,Tot_Tot_F,Emp_Worked_FT_A_15_24_y_P,Emp_Worked_FT_A_25_34_y_P,Emp_Worked_FT_A_35_44_y_P,Emp_Worked_FT_A_45_54_y_P,Emp_Worked_FT_A_55_64_y_P,Emp_Worked_FT_A_65_and_over_P,Emp_Worked_FT_Tot_P,Emp_Worked_PT_A_15_24_y_P,Emp_Worked_PT_A_25_34_y_P,Emp_Worked_PT_A_35_44_y_P,Emp_Worked_PT_A_45_54_y_P,Emp_Worked_PT_A_55_64_y_P,Emp_Worked_PT_A_65_and_over_P,Emp_Worked_PT_Tot_P,EAfW_A_15_24_y_P,EAfW_A_25_34_y_P,EAfW_A_35_44_y_P,EAfW_A_45_54_y_P,EAfW_A_55_64_y_P,EAfW_A_65_over_P,EAfW_Tot_P,Emp_Tot_Age_15_24_y_P,Emp_Tot_Age_25_34_y_P,Emp_Tot_Age_35_44_y_P,Emp_Tot_Age_45_54_y_P,Emp_Tot_Age_55_64_y_P,Emp_Tot_A_65_over_P,Emp_Tot_Tot_P,Unemp_A_15_24_y_P,Unemp_A_25_34_y_P,Unemp_A_35_44_y_P,Unemp_A_45_54_y_P,Unemp_A_55_64_y_P,Unemp_A_65_over_P,Unemp_Tot_P,Tot_LF_Ag_15_24_y_P,Tot_LF_Ag_25_34_y_P,Tot_LF_Ag_35_44_y_P,Tot_LF_Ag_45_54_y_P,Tot_LF_Ag_55_64_y_P,Tot_LF_Ag_65_and_over_P,Tot_LF_Tot_P,Not_in_LF_Age_15_24_y_P,Not_in_LF_Age_25_34_y_P,Not_in_LF_Age_35_44_y_P,Not_in_LF_Age_45_54_y_P,Not_in_LF_Age_55_64_y_P,Not_in_LF_A_65and_over_P,Not_In_LF_Tot_P,LF_stat_NS_A_15_24_y_P,LF_stat_NS_A_25_34_y_P,LF_stat_NS_A_35_44_y_P,LF_stat_NS_A_45_54_y_P,LF_stat_NS_A_55_64_y_P,LF_stat_NS_A_65and_over_P,LF_status_NS_Tot_P,Tot_Age_15_24_y_P,Tot_Age_25_34_y_P,Tot_Age_35_44_y_P,Tot_Age_45_54_y_P,Tot_Age_55_64_y_P,Tot_A_65_and_over_P,Tot_Tot_P
501011001,0,5,4,0,0,0,10,0,0,0,3,0,0,8,0,0,0,0,0,0,0,0,3,4,3,7,4,18,0,0,0,0,0,0,0,0,3,0,3,7,4,21,0,0,0,0,0,3,7,0,0,0,0,0,0,0,0,3,7,8,7,5,34,0,0,0,0,0,0,3,0,0,0,0,0,0,5,0,0,0,0,0,0,5,0,0,0,0,3,0,11,0,0,0,0,0,0,0,0,0,0,0,3,0,11,0,3,4,0,0,0,8,0,0,0,0,0,0,0,0,7,8,0,4,5,19,0,5,4,0,5,0,15,0,0,3,4,0,0,11,0,0,0,0,0,0,5,0,7,8,4,6,3,35,0,0,0,0,0,0,0,0,7,8,4,6,3,34,3,3,3,0,0,3,18,0,0,0,0,0,0,0,5,12,8,12,8,4,50
501011003,3,0,3,0,0,0,9,0,0,0,3,0,0,7,0,0,0,0,0,0,5,3,3,0,5,4,0,22,0,0,0,0,0,0,0,3,3,0,8,4,0,26,0,0,0,0,0,4,8,0,0,0,0,0,0,0,8,8,0,8,4,0,34,0,3,0,0,0,0,8,0,0,0,5,0,0,8,0,0,0,0,0,0,3,0,5,7,4,0,0,19,0,0,0,0,0,0,0,8,5,7,4,0,0,19,0,0,0,0,0,4,10,0,0,0,0,0,0,0,6,0,7,4,3,6,27,3,9,8,6,3,0,24,6,0,0,6,0,0,17,0,0,3,3,0,0,7,9,6,8,11,6,0,44,0,0,0,0,0,0,3,12,6,8,13,6,0,48,4,5,0,0,0,9,13,0,0,0,0,0,0,0,10,10,7,13,3,8,58
501011004,5,0,5,0,3,0,19,9,0,0,0,0,0,9,0,0,0,0,0,0,0,15,5,5,3,3,0,27,7,0,0,0,0,0,3,15,0,5,3,3,0,35,7,0,0,0,0,3,13,0,0,0,0,0,0,0,20,0,6,6,7,9,51,4,4,4,0,0,0,11,5,4,8,0,0,0,21,0,0,0,0,0,0,5,9,8,15,4,0,0,39,0,0,0,0,0,0,4,10,7,15,4,0,0,36,5,5,8,5,0,4,22,0,0,0,0,0,0,0,15,12,19,9,0,4,58,8,4,13,4,3,0,32,12,4,8,0,0,0,29,5,0,0,0,0,0,3,19,9,23,3,3,0,58,7,0,0,0,0,0,6,25,11,19,3,3,0,71,10,5,5,9,5,9,38,0,0,0,0,0,0,3,37,17,25,17,11,13,106
501011293,6,10,9,9,4,0,32,5,4,0,0,0,0,7,0,0,0,0,0,0,4,17,13,8,9,0,0,46,0,5,0,0,0,0,5,17,16,8,9,0,0,49,16,4,0,3,6,4,36,0,0,0,0,0,0,0,28,22,10,12,10,4,83,0,0,0,4,0,0,4,12,0,0,6,0,0,15,0,0,0,0,0,0,0,12,3,3,4,0,0,28,0,0,0,0,3,0,5,18,3,3,8,7,0,33,9,5,6,4,5,3,30,0,0,0,0,0,0,0,19,12,7,11,5,10,64,11,10,9,9,4,0,43,13,6,0,6,3,0,24,0,0,0,0,0,0,3,30,17,16,12,4,0,73,0,6,0,0,3,0,10,28,23,16,11,7,0,83,22,12,3,8,4,6,59,0,0,0,0,0,0,3,53,31,18,24,16,10,148
501011294,11,12,14,12,3,0,44,11,0,0,0,3,0,12,0,0,0,0,3,0,9,21,14,15,10,7,0,71,7,3,0,0,0,0,15,31,20,18,12,7,0,83,15,4,5,5,9,9,37,4,0,0,0,6,0,4,44,21,23,13,14,10,124,3,0,9,5,5,0,29,16,9,7,9,0,0,37,0,3,0,6,5,0,9,23,14,14,19,3,0,76,3,3,0,0,0,0,9,26,18,18,19,3,0,82,11,10,6,8,4,13,57,0,0,0,0,0,0,0,41,31,26,30,10,16,145,18,15,24,14,6,0,69,24,8,8,11,0,0,53,5,5,6,6,3,0,22,45,25,34,32,11,0,147,15,11,0,0,0,0,20,54,39,38,31,11,0,170,28,14,12,12,13,24,97,6,0,0,0,6,0,4,84,52,43,40,29,28,273
501021005,12,21,19,15,5,0,76,18,3,3,0,0,0,22,3,10,0,0,0,0,13,31,34,22,15,8,0,109,3,9,0,0,0,0,13,38,38,23,17,10,0,122,20,4,3,0,0,4,31,0,0,0,0,0,0,4,56,42,25,19,10,4,158,7,4,8,14,8,0,38,13,3,15,3,0,0,37,3,3,0,0,0,0,6,26,8,22,21,3,0,83,9,0,0,0,5,0,12,34,11,22,21,5,0,96,18,9,9,3,6,8,67,0,0,0,0,0,0,0,52,24,38,24,11,8,167,24,22,25,30,13,0,114,30,8,15,4,0,0,60,9,7,5,0,0,0,22,57,40,42,33,13,0,196,13,9,3,6,3,0,26,68,48,44,35,18,0,223,37,14,16,10,10,18,100,5,0,0,0,0,0,5,111,63,63,40,25,18,324
501021007,0,7,5,9,7,0,17,0,5,0,0,0,0,4,0,0,0,0,0,0,0,0,10,3,9,5,0,25,0,0,0,0,0,0,0,0,6,6,9,5,0,30,4,0,0,0,0,0,10,0,0,0,0,0,0,0,5,6,10,9,8,0,38,0,0,5,0,4,0,3,0,0,4,0,0,0,11,0,4,0,0,0,0,3,0,3,5,0,5,0,13,0,0,0,0,0,0,4,5,6,5,0,5,0,23,3,4,0,0,0,5,19,0,0,0,0,0,0,0,9,14,6,4,0,5,42,0,6,5,9,7,0,25,3,3,3,0,4,0,12,0,3,0,0,0,0,3,5,16,7,9,10,0,38,0,0,0,0,0,0,6,3,19,9,9,10,0,46,5,4,5,0,0,5,32,0,0,0,0,0,0,0,13,19,13,12,9,5,80
501021008,8,7,0,7,4,3,30,6,0,4,0,0,0,11,0,3,0,4,0,0,8,18,16,4,8,4,3,49,5,0,0,0,0,0,6,22,16,4,8,4,3,59,28,54,35,21,10,14,158,0,0,0,0,0,0,0,47,71,44,26,20,11,213,11,0,4,4,0,0,20,10,5,0,10,3,0,22,4,0,0,0,0,0,6,18,3,7,12,6,0,47,0,0,0,3,0,0,7,23,3,12,18,6,0,55,20,14,12,6,8,12,76,0,0,3,0,0,0,7,44,21,20,22,12,15,136,13,7,6,9,10,0,47,20,10,3,10,3,0,39,4,5,4,4,0,0,14,37,18,13,17,14,0,98,7,5,0,3,0,0,15,40,23,15,18,14,0,115,45,64,47,27,22,22,233,0,0,3,0,0,0,3,92,91,61,50,35,29,351
501021009,7,11,9,3,5,5,41,6,3,0,0,0,4,14,0,5,0,0,0,0,6,14,13,10,9,5,5,60,12,3,3,0,3,0,23,26,18,16,9,6,6,78,22,0,0,3,6,6,48,0,0,0,0,0,0,0,51,21,18,12,17,16,134,7,4,3,0,0,0,15,6,9,7,3,0,0,26,0,6,0,0,0,0,8,12,12,11,6,5,0,46,3,0,0,0,0,0,11,20,14,15,6,8,0,58,11,10,8,6,8,3,44,0,0,0,0,0,3,4,30,25,22,11,13,8,107,16,8,16,7,8,5,54,10,8,6,8,0,4,37,0,4,0,0,0,0,10,29,23,22,14,11,5,104,19,6,4,0,4,0,30,44,27,26,14,14,6,137,35,14,11,10,17,14,94,3,0,0,0,0,0,11,81,44,42,21,33,21,245
501021010,0,3,0,0,0,0,7,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,10,0,0,0,0,0,0,0,0,3,0,0,0,0,10,5,0,0,0,0,0,6,0,0,0,0,0,0,0,4,3,0,0,0,0,11,0,0,0,0,0,0,4,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,7,0,3,0,3,0,0,7,0,0,0,0,0,0,8,0,0,0,0,0,0,0,7,6,0,0,0,0,16,0,0,0,0,0,0,0,7,6,0,0,0,0,16,6,0,0,0,0,0,6,0,0,0,0,0,0,0,5,6,0,0,0,0,22
