SA2_CODE_2021,VfDif_SA2_ACT_IndSt_nsP,VfDif_SA2_ACT_TotM,VfDif_SA2_ACT_TotF,VfDif_SA2_ACT_TotP,VfDif_SA2_OT_Indig_M,VfDif_SA2_OT_Indig_F,VfDif_SA2_OT_Indig_P,VfDif_SA2_OT_NonInd_M,VfDif_SA2_OT_NonInd_F,VfDif_SA2_OT_NonInd_P,VfDif_SA2_OT_IndSt_nsM,VfDif_SA2_OT_IndSt_nsF,VfDif_SA2_OT_IndSt_nsP,VfDif_SA2_OT_TotM,VfDif_SA2_OT_TotF,VfDif_SA2_OT_TotP,VfDif_SA2_T_DSA2_Indig_M,VfDif_SA2_T_DSA2_Indig_F,VfDif_SA2_T_DSA2_Indig_P,VfDif_SA2_T_DSA2_NonInd_M,VfDif_SA2_T_DSA2_NonInd_F,VfDif_SA2_T_DSA2_NonInd_P,VfDif_SA2_T_DSA2_IndSt_nsM,VfDif_SA2_T_DSA2_IndSt_nsF,VfDif_SA2_T_DSA2_IndSt_nsP,VfDif_SA2_T_DSA2_TotM,VfDif_SA2_T_DSA2_TotF,VfDif_SA2_T_DSA2_TotP,Vis_Tot_vis_Indig_M,Vis_Tot_vis_Indig_F,Vis_Tot_vis_Indig_P,Vis_Tot_vis_NonInd_M,Vis_Tot_vis_NonInd_F,Vis_Tot_vis_NonInd_P,Vis_Tot_vis_IndigStat_nsM,Vis_Tot_vis_IndigStat_nsF,Vis_Tot_vis_IndigStat_nsP,Vis_Tot_visitors_TotM,Vis_Tot_visitors_TotF,Vis_Tot_visitors_TotP,LuaH_Eng_onl_Indig_M,LuaH_Eng_onl_Indig_F,LuaH_Eng_onl_Indig_P,LuaH_Eng_onl_NonInd_M,LuaH_Eng_onl_NonInd_F,LuaH_Eng_onl_NonInd_P,LuaH_Eng_on_Ind_sta_nsM,LuaH_Eng_on_Ind_sta_nsF,LuaH_Eng_on_Ind_sta_nsP,LuaH_Eng_only_TotM,LuaH_Eng_only_TotF,LuaH_Eng_only_TotP,LuaH_Aus_Ind_Lang_Ind_M,LuaH_Aus_Ind_Lang_Ind_F,LuaH_Aus_Ind_Lang_Ind_P,LuaH_Aus_Ind_Lang_No_Ind_M,LuaH_Aus_Ind_Lang_No_Ind_F,LuaH_Aus_Ind_Lang_No_Ind_P,Luah_Aus_Ind_Lang_IndSt_nsM,Luah_Aus_Ind_Lang_IndSt_nsF,Luah_Aus_Ind_Lang_IndSt_nsP,Luah_Austn_Indig_Lang_TotM,Luah_Austn_Indig_Lang_TotF,Luah_Austn_Indig_Lang_TotP,LuaH_Oth_Lang_Ind_M,LuaH_Oth_Lang_Ind_F,LuaH_Oth_Lang_Ind_P,LuaH_Oth_Lang_No_Ind_M,LuaH_Oth_Lang_No_Ind_F,LuaH_Oth_Lang_No_Ind_P,Luah_Oth_Lang_IndSt_nsM,Luah_Oth_Lang_IndSt_nsF,Luah_Oth_Lang_IndSt_nsP,Luah_Oth_Lang_TotM,Luah_Oth_Lang_TotF,Luah_Oth_Lang_TotP,UAIndL_SE_Nw_Na_In_M,UAIndL_SE_Nw_Na_In_F,UAIndL_SE_Nw_Na_In_P,UAIndL_SE_Nw_Na_No_In_M,UAIndL_SE_Nw_Na_No_In_F,UAIndL_SE_Nw_Na_No_In_P,UAIndL_SE_Nw_Na_In_st_nsM,UAIndL_SE_Nw_Na_In_st_nsF,UAIndL_SE_Nw_Na_In_st_nsP,UAIndL_SE_Nw_Na_TotM,UAIndL_SE_Nw_Na_TotF,UAIndL_SE_Nw_Na_TotP,UAIndL_SE_Vw_wel_In_M,UAIndL_SE_Vw_wel_In_F,UAIndL_SE_Vw_wel_In_P,UAIndL_SE_Vw_we_No_In_M,UAIndL_SE_Vw_we_No_In_F,UAIndL_SE_Vw_we_No_In_P,UAIndL_SE_Vw_we_I_st_nsM,UAIndL_SE_Vw_we_I_st_nsF,UAIndL_SE_Vw_we_I_st_nsP,UAIndL_SE_Vw_we_TotM,UAIndL_SE_Vw_we_TotF,UAIndL_SE_Vw_we_TotP,Rel_a_Bud_Ind_M,Rel_a_Bud_Ind_F,Rel_a_Bud_Ind_P,Rel_a_Bud_No_In_M,Rel_a_Bud_No_In_F,Rel_a_Bud_No_In_P,Rel_a_Bud_In_st_nsM,Rel_a_Bud_In_st_nsF,Rel_a_Bud_In_st_nsP,Rel_a_Bud_TotM,Rel_a_Bud_TotF,Rel_a_Bud_TotP,Rel_a_Chri_Ind_M,Rel_a_Chri_Ind_F,Rel_a_Chri_Ind_P,Rel_a_Chri_No_In_M,Rel_a_Chri_No_In_F,Rel_a_Chri_No_In_P,Rel_a_Chri_In_st_nsM,Rel_a_Chri_In_st_nsF,Rel_a_Chri_In_st_nsP,Rel_a_Chri_TotM,Rel_a_Chri_TotF,Rel_a_Chri_TotP,Rel_a_Hind_Ind_M,Rel_a_Hind_Ind_F,Rel_a_Hind_Ind_P,Rel_a_Hind_No_In_M,Rel_a_Hind_No_In_F,Rel_a_Hind_No_In_P,Rel_a_Hind_In_st_nsM,Rel_a_Hind_In_st_nsF,Rel_a_Hind_In_st_nsP,Rel_a_Hind_TotM,Rel_a_Hind_TotF,Rel_a_Hind_TotP,Rel_a_Isl_Ind_M,Rel_a_Isl_Ind_F,Rel_a_Isl_Ind_P,Rel_a_Isl_No_In_M,Rel_a_Isl_No_In_F,Rel_a_Isl_No_In_P,Rel_a_Isl_In_st_nsM,Rel_a_Isl_In_st_nsF,Rel_a_Isl_In_st_nsP,Rel_a_Isl_TotM,Rel_a_Isl_TotF,Rel_a_Isl_TotP,Rel_a_Jud_Ind_M,Rel_a_Jud_Ind_F,Rel_a_Jud_Ind_P,Rel_a_Jud_No_In_M,Rel_a_Jud_No_In_F,Rel_a_Jud_No_In_P,Rel_a_Jud_In_st_nsM,Rel_a_Jud_In_st_nsF,Rel_a_Jud_In_st_nsP,Rel_a_Jud_TotM,Rel_a_Jud_TotF,Rel_a_Jud_TotP,Rel_a_Oth_Rel_Ind_M,Rel_a_Oth_Rel_Ind_F,Rel_a_Oth_Rel_Ind_P,Rel_a_Oth_Rel_No_In_M,Rel_a_Oth_Rel_No_In_F,Rel_a_Oth_Rel_No_In_P,Rel_a_Oth_Rel_In_st_nsM,Rel_a_Oth_Rel_In_st_nsF,Rel_a_Oth_Rel_In_st_nsP,Rel_a_Oth_Rel_TotM,Rel_a_Oth_Rel_TotF,Rel_a_Oth_Rel_TotP,Rel_a_Oth_Rel_ORG_Ind_M,Rel_a_Oth_Rel_ORG_Ind_F,Rel_a_Oth_Rel_ORG_Ind_P,Rel_a_Oth_Rel_ORG_No_In_M,Rel_a_Oth_Rel_ORG_No_In_F,Rel_a_Oth_Rel_ORG_No_In_P,Rel_a_Oth_Rel_ORG_In_st_nsM,Rel_a_Oth_Rel_ORG_In_st_nsF,Rel_a_Oth_Rel_ORG_In_st_nsP,Rel_a_Oth_Rel_ORG_TotM,Rel_a_Oth_Rel_ORG_TotF,Rel_a_Oth_Rel_ORG_TotP,Rel_a_Oth_Rel_Tor_Ind_M,Rel_a_Oth_Rel_Tor_Ind_F,Rel_a_Oth_Rel_Tor_Ind_P,Rel_a_Oth_Rel_Tor_No_In_M,Rel_a_Oth_Rel_Tor_No_In_F,Rel_a_Oth_Rel_Torud_No_In_P,Rel_a_Oth_Rel_Tor_In_st_nsM,Rel_a_Oth_Rel_Tor_In_st_nsF,Rel_a_Oth_Rel_Tor_In_st_nsP,Rel_a_Oth_Rel_Tor_TotM,Rel_a_Oth_Rel_Tor_TotF,Rel_a_Oth_Rel_Tor_TotP,Rel_a_SecB_OSB_NRA_Ind_M,Rel_a_SecB_OSB_NRA_Ind_F,Rel_a_SecB_OSB_NRA_Ind_P,Rel_a_SecB_OSB_NRA_No_In_M
501021011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,4,0,4,0,0,0,4,0,4,0,0,0,4,0,4,0,0,0,5,0,7,0,0,0,5,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
501021012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,4,17,134,115,248,33,31,62,176,149,328,14,4,17,149,131,277,32,34,63,192,164,354,171,213,384,5059,5272,10332,19,25,36,5247,5502,10751,9,9,23,0,0,0,0,0,0,9,7,17,4,0,5,421,470,893,0,6,3,429,475,904,0,0,0,0,0,0,0,0,0,0,0,0,9,9,23,0,0,0,0,0,0,9,7,17,3,0,3,43,56,99,0,0,0,40,61,96,79,85,162,2257,2711,4968,10,11,20,2345,2809,5150,0,0,0,29,18,46,0,0,0,29,18,46,0,0,0,61,61,120,0,0,0,61,61,122,0,0,0,0,0,0,0,0,0,0,0,0,5,0,4,0,0,0,0,0,0,5,0,4,0,0,0,29,37,63,0,0,0,29,37,63,5,0,4,29,37,63,0,0,0,28,36,65,106,138,255,2966
501021014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,8,216,147,364,32,17,47,259,167,423,6,3,8,232,161,392,33,17,49,271,175,448,134,123,257,3778,3645,7419,32,39,70,3941,3800,7743,5,13,13,0,3,0,0,0,0,7,12,18,3,0,3,490,484,975,5,6,8,497,485,983,0,0,0,0,0,0,0,0,0,0,0,0,5,8,13,0,3,0,0,0,0,7,11,19,0,0,0,11,34,48,0,0,0,11,34,48,45,34,83,2155,2305,4455,20,21,45,2221,2361,4582,0,0,0,9,3,11,0,0,0,9,3,11,0,0,0,20,16,31,0,0,0,22,16,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,13,28,0,0,0,8,13,27,0,0,0,8,13,28,0,0,0,8,13,27,94,83,179,1952
501021015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,8,84,79,170,3,3,7,94,92,183,5,3,8,93,90,181,3,3,7,97,101,197,116,170,289,2838,2950,5784,13,14,27,2969,3136,6098,0,0,0,0,0,0,0,0,0,0,0,0,0,4,9,347,395,744,0,0,4,349,399,749,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,52,76,0,0,0,28,53,76,44,48,94,1313,1663,2980,8,14,19,1367,1726,3092,0,0,0,30,26,55,0,0,0,30,26,55,0,0,0,25,17,46,0,0,0,25,19,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,8,26,37,64,0,0,0,31,43,68,6,7,11,26,37,64,0,0,0,25,43,71,70,112,183,1681
501021016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,95,66,163,33,12,40,127,79,205,0,5,5,94,68,167,36,12,45,127,81,213,79,64,141,1705,1765,3477,15,13,26,1800,1843,3645,3,9,11,0,0,6,0,0,0,6,7,14,0,0,0,121,108,233,0,0,0,118,116,233,0,0,0,0,0,0,0,0,0,0,0,0,9,9,12,0,0,6,0,0,0,4,7,12,0,0,0,4,13,16,0,0,0,4,13,16,40,33,72,861,986,1844,7,7,15,917,1026,1937,0,0,0,0,0,4,0,0,0,0,0,4,0,0,0,3,3,14,0,0,0,3,3,14,0,0,0,3,0,3,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,7,16,0,0,0,5,7,16,0,0,0,5,7,16,0,0,0,5,8,18,43,33,75,910
501021251,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,13,15,100,91,186,4,8,11,106,110,219,3,13,15,103,96,199,4,8,11,117,113,226,130,159,288,3754,3973,7730,12,10,26,3898,4146,8044,7,11,11,0,0,0,0,0,0,7,11,11,0,3,3,607,684,1291,0,4,3,609,692,1297,0,0,0,0,0,0,0,0,0,0,0,0,7,11,11,0,0,0,0,0,0,7,11,11,0,0,0,25,41,60,0,0,0,25,37,62,29,48,74,1945,2230,4171,8,9,18,1975,2278,4256,0,0,0,33,35,70,0,0,0,33,35,70,0,0,0,71,68,139,0,0,0,75,68,141,0,0,0,3,0,4,0,0,0,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,24,21,45,0,0,0,24,29,50,0,8,8,24,21,45,0,0,0,24,25,51,109,120,231,2190
501021252,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,33,32,61,0,4,3,36,36,74,0,0,4,33,32,67,0,4,3,36,39,74,26,25,46,1378,1372,2753,4,3,6,1406,1403,2802,4,4,5,0,0,4,0,0,0,0,8,8,0,0,0,67,77,144,0,0,0,67,77,144,0,0,0,0,0,0,0,0,0,0,0,0,4,4,5,0,0,4,0,0,0,0,8,8,0,0,0,6,10,15,0,0,0,6,10,16,13,11,25,658,771,1437,0,0,0,673,786,1458,0,0,0,0,4,0,0,0,0,0,4,0,0,0,0,4,0,3,0,0,0,4,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,9,11,0,0,0,3,9,11,0,0,0,3,9,11,0,0,0,3,9,11,11,12,28,737
501021253,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,20,28,445,258,700,84,40,122,537,311,852,6,20,28,464,278,738,84,40,122,552,333,890,117,118,236,5137,5551,10685,22,37,58,5279,5700,10980,3,4,3,0,0,0,0,0,0,3,4,3,0,4,8,483,577,1059,3,6,10,488,586,1073,0,0,0,0,0,0,0,0,0,0,0,0,3,4,3,0,0,0,0,0,0,3,4,3,0,0,0,42,82,119,0,4,4,42,78,122,39,42,81,2482,3132,5611,10,20,32,2526,3196,5722,0,0,0,66,48,118,0,0,0,66,48,118,0,0,0,45,50,90,0,0,0,45,50,90,0,0,0,0,9,8,0,0,0,0,9,8,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,46,33,76,0,0,0,48,33,77,3,0,3,44,33,79,0,0,0,49,33,79,75,79,157,2819
501021254,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,10,70,55,127,10,8,14,85,71,159,3,13,11,76,61,139,10,8,14,91,77,170,157,169,330,1968,1992,3958,15,21,37,2138,2183,4323,5,15,16,0,4,4,0,0,0,5,17,22,0,5,4,170,197,361,3,0,4,171,201,368,0,0,0,0,0,0,0,0,0,0,0,0,5,15,16,0,4,4,0,0,0,5,17,22,0,0,0,18,30,50,0,0,0,19,31,53,45,69,112,755,932,1686,5,18,21,806,1016,1823,0,0,0,7,11,15,0,0,0,7,11,15,0,0,0,27,18,46,0,0,0,27,18,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,11,16,27,0,0,0,11,17,25,0,4,4,11,16,27,0,0,0,11,17,25,119,119,235,1258
501031017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,9,236,136,369,35,8,46,276,143,423,3,4,9,247,148,394,35,8,46,293,156,445,57,50,108,3005,3083,6092,39,32,74,3102,3171,6269,0,0,0,0,0,0,0,0,0,0,3,3,0,4,4,95,121,213,0,0,0,97,126,217,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,0,3,3,5,3,0,3,21,38,60,0,0,0,27,38,59,14,16,32,1257,1447,2703,7,10,16,1281,1474,2752,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,0,0,0,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,20,35,3,6,5,15,25,37,0,0,0,10,20,35,3,6,5,15,25,37,36,31,65,1711
501031018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,7,14,130,88,214,23,12,30,159,100,261,8,6,10,138,95,232,23,12,30,166,113,281,67,77,146,2604,2672,5278,30,29,55,2700,2781,5482,0,0,7,0,0,0,0,0,0,0,0,7,0,0,0,129,161,287,4,0,4,129,162,291,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,7,0,0,0,13,18,33,0,0,0,13,21,32,22,23,44,1092,1330,2423,15,17,30,1125,1374,2498,0,0,0,4,3,6,0,0,0,4,3,6,0,0,0,14,10,29,0,0,0,14,10,29,0,0,0,6,0,5,0,0,0,6,0,5,0,0,0,0,0,0,0,0,0,0,6,6,0,4,4,14,18,35,0,0,0,14,22,38,0,4,4,14,21,33,0,0,0,14,26,39,48,54,101,1529
501031019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,6,9,99,84,187,18,9,21,121,95,219,5,6,9,105,87,197,18,9,21,123,104,227,104,102,205,2232,2292,4525,16,14,29,2354,2409,4762,8,6,17,0,0,0,0,0,0,8,10,20,0,0,0,175,158,331,0,0,0,175,161,332,0,0,0,0,0,0,0,0,0,0,0,0,8,6,17,0,0,0,0,0,0,8,10,20,0,0,0,5,14,22,0,0,0,5,16,23,28,26,55,954,1119,2073,9,7,16,989,1158,2142,0,0,0,5,4,8,0,0,0,5,4,8,0,0,0,48,27,74,0,0,0,48,27,74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,21,24,0,0,0,4,19,27,0,0,0,4,21,24,0,0,0,4,19,27,78,76,154,1319
501031020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,6,293,263,559,41,45,87,343,307,650,6,0,6,308,273,575,41,43,88,353,316,671,60,57,116,2167,2067,4238,19,17,35,2245,2142,4385,0,4,4,0,0,0,0,0,0,0,4,0,0,0,0,138,133,277,0,0,0,138,137,276,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,4,4,0,0,0,16,36,51,0,0,0,16,36,54,18,19,36,888,929,1815,6,5,15,916,952,1871,0,0,0,3,0,3,0,0,0,3,0,3,0,0,0,8,7,16,0,0,0,8,7,16,0,0,0,4,5,7,0,0,0,4,5,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,16,20,0,0,0,10,16,20,0,0,0,10,16,20,0,0,0,10,16,20,32,41,69,1303
502011021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76,87,165,8,0,8,88,91,177,0,0,0,90,93,182,8,0,8,98,94,191,80,70,148,3745,3767,7517,20,20,39,3846,3857,7697,5,8,13,0,0,0,0,0,0,5,8,13,3,0,3,163,226,386,0,0,4,167,221,389,0,0,0,0,0,0,0,0,0,0,0,0,5,8,13,0,0,0,0,0,0,5,8,13,0,0,0,25,32,58,0,0,0,26,32,53,22,24,47,1670,1897,3566,5,7,15,1700,1924,3627,0,0,0,12,13,27,0,0,0,12,13,27,0,0,0,8,10,20,0,0,0,9,10,21,0,0,0,0,5,7,0,0,0,0,5,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,16,18,0,0,0,11,15,24,0,0,0,6,16,18,0,0,0,11,15,24,66,57,113,2117
502011022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,124,128,253,3,4,3,126,137,263,4,0,3,138,144,280,3,4,3,145,149,290,100,93,191,4187,4384,8574,21,19,46,4310,4497,8812,0,0,0,0,0,0,0,0,0,0,0,0,3,0,6,170,242,411,0,3,3,171,244,416,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,65,91,0,4,4,27,62,90,41,46,82,1923,2265,4188,10,8,23,1976,2321,4292,0,0,0,0,4,7,0,0,0,0,4,7,0,0,0,7,12,22,0,0,0,7,12,22,0,0,0,5,4,10,0,0,0,5,4,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,22,35,0,0,0,8,22,35,0,0,0,8,22,35,0,0,0,8,22,35,69,48,117,2313
502011023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,15,21,112,117,237,23,36,60,144,173,320,10,18,25,128,127,256,23,44,67,156,184,343,213,234,448,3818,4297,8111,32,33,64,4067,4561,8627,18,15,30,0,0,0,0,0,0,18,13,26,0,0,4,218,326,543,0,0,0,221,331,548,0,0,0,0,0,0,0,0,0,0,0,0,11,15,27,0,0,0,0,0,0,11,13,30,0,0,0,35,81,120,0,0,0,41,81,116,63,70,133,1697,2243,3940,12,21,38,1778,2334,4113,0,0,0,17,21,34,0,0,0,17,21,34,0,0,0,16,12,23,0,0,0,16,12,23,0,0,0,0,3,6,0,0,0,0,3,6,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,33,55,91,0,0,0,33,59,96,0,5,5,33,55,91,0,0,0,33,59,96,159,175,334,2140
502011024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,8,188,223,407,5,3,12,197,230,428,8,0,5,217,257,476,5,8,10,229,263,492,184,208,390,8244,8998,17247,42,61,98,8474,9258,17735,17,23,38,0,0,0,0,0,0,17,23,42,0,0,0,468,661,1137,0,4,3,473,665,1141,0,0,0,0,0,0,0,0,0,0,0,0,17,23,38,0,0,0,0,0,0,17,23,42,0,0,4,60,122,183,0,0,0,63,122,183,70,79,145,4020,4969,8993,24,29,54,4117,5074,9194,0,0,0,25,45,68,0,0,0,27,45,69,0,0,0,23,36,63,3,0,6,31,36,67,0,0,0,5,7,10,0,0,0,5,7,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,45,72,0,0,0,22,49,74,0,0,0,24,45,72,0,0,0,26,49,79,129,146,273,4415
502011025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,12,27,207,214,423,47,45,92,274,272,543,19,14,26,227,225,456,52,54,102,294,291,584,164,191,355,3751,4156,7901,36,31,70,3946,4374,8330,0,8,4,0,0,0,0,0,0,0,8,4,0,0,0,369,465,831,10,0,8,371,468,843,0,0,0,0,0,0,0,0,0,0,0,0,0,8,4,0,0,0,0,0,0,0,8,4,0,0,0,43,73,120,0,0,0,50,73,120,48,66,119,1721,2221,3940,19,25,49,1791,2314,4101,0,0,0,48,57,108,0,0,0,48,57,108,0,0,0,33,45,79,6,0,6,39,45,88,0,0,0,4,0,6,0,0,0,4,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,49,71,113,0,0,0,43,69,114,0,0,7,49,71,113,0,0,0,43,69,114,113,126,239,2094
502011026,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,6,75,90,162,10,15,23,91,102,191,4,5,6,84,101,186,10,15,23,96,121,214,66,58,118,2893,2897,5784,26,20,50,2980,2969,5953,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75,102,178,0,0,0,75,105,179,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,37,55,0,0,0,21,37,58,17,17,28,1217,1428,2648,12,17,32,1247,1457,2704,0,0,0,5,4,4,0,0,0,0,4,6,0,0,0,6,9,19,0,0,0,6,9,19,0,0,0,3,0,3,0,0,0,3,0,3,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,5,17,22,0,0,0,5,18,23,0,3,4,5,17,22,0,0,0,11,18,31,45,45,90,1657
502011027,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,8,18,169,204,372,7,16,20,182,236,413,8,8,16,179,216,391,7,16,25,194,239,431,218,228,446,8515,9220,17732,24,28,50,8757,9473,18235,5,13,20,0,0,0,0,0,0,5,13,20,0,0,4,902,1089,1986,0,4,3,905,1092,1997,0,0,0,0,0,0,0,0,0,0,0,0,5,13,20,0,0,0,0,0,0,5,13,20,0,0,0,43,129,173,0,0,0,47,130,179,70,65,134,3999,5000,8998,15,23,37,4083,5086,9169,0,0,0,120,108,230,0,0,0,120,111,229,0,0,0,46,56,99,0,0,0,46,56,99,0,0,0,3,0,7,0,0,0,3,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,56,75,129,0,0,0,58,76,139,0,3,4,56,75,129,0,0,0,58,76,139,167,176,340,4939
502011028,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,7,20,127,124,246,3,3,11,144,136,278,17,13,26,142,144,287,5,9,15,161,165,327,187,235,418,4396,4896,9291,38,47,82,4621,5179,9796,3,5,14,0,0,0,0,0,0,6,5,17,0,0,0,330,406,735,5,0,6,333,406,740,0,0,0,0,0,0,0,0,0,0,0,0,3,5,14,0,0,0,0,0,0,6,5,17,0,3,4,34,73,103,0,0,0,30,75,111,61,82,143,2192,2855,5050,25,22,45,2284,2960,5244,0,0,0,14,23,37,0,0,0,14,23,37,0,0,0,17,20,39,0,0,0,17,20,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,38,82,3,0,4,45,36,82,0,0,0,41,38,82,3,0,4,45,36,82,125,161,291,2322
502011029,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,13,168,147,312,12,10,20,178,165,346,3,7,13,180,164,345,12,11,25,195,180,376,157,145,301,4301,4478,8781,30,29,55,4485,4654,9138,5,0,3,0,0,0,0,0,0,5,0,3,0,0,3,143,178,318,0,0,0,142,176,324,0,0,0,0,0,0,0,0,0,0,0,0,5,6,3,0,0,0,0,0,0,5,6,3,0,0,0,21,37,56,0,0,5,26,36,63,47,47,99,1868,2195,4068,16,12,25,1929,2260,4195,0,0,0,8,8,15,0,0,0,8,8,15,0,0,0,8,9,15,0,0,0,8,9,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,18,31,0,0,0,14,21,31,0,0,0,7,18,31,0,0,0,14,21,31,116,98,216,2446
503011030,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,68,74,142,0,4,5,70,77,152,0,0,3,75,76,147,0,4,5,74,82,159,13,11,20,2856,2844,5692,12,10,19,2873,2860,5736,0,3,3,0,0,0,0,0,0,0,3,3,0,0,0,384,481,864,0,0,5,384,485,866,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,3,3,0,0,0,26,46,76,0,0,0,26,46,76,11,3,13,1654,1907,3562,3,9,14,1664,1921,3592,0,0,0,31,34,66,0,0,0,31,34,66,0,0,0,15,11,25,0,0,0,15,11,25,0,0,0,18,13,38,0,0,0,18,13,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,16,30,0,0,0,13,15,31,0,0,0,13,16,30,0,0,0,13,15,31,3,3,12,1411
503011031,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,144,99,239,11,15,26,154,110,268,0,0,4,153,109,257,11,15,26,167,124,293,30,30,61,3508,3908,7413,22,26,42,3555,3958,7516,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,543,705,1250,0,0,0,540,706,1249,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52,80,137,0,0,0,52,80,137,11,15,24,1778,2356,4143,17,12,31,1802,2389,4194,0,0,0,43,43,85,0,0,0,44,43,87,0,0,0,36,38,73,0,0,0,36,38,73,0,0,0,23,31,55,0,0,0,23,31,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,34,63,0,0,0,33,34,63,0,0,0,33,34,63,0,0,0,33,34,63,18,16,36,1986
