SA2_CODE_2021,Psn_15_y_over_Indig_M,Psn_15_y_over_Indig_F,Psn_15_y_over_Indig_P,Psn_15_y_over_NonInd_M,Psn_15_y_over_NonInd_F,Psn_15_y_over_NonInd_P,Psn_15_y_over_Ind_s_nsM,Psn_15_y_over_Ind_s_nsF,Psn_15_y_over_Ind_s_nsP,Psn_15_y_over_TotM,Psn_15_y_over_TotF,Psn_15_y_over_TotP,In_LF_Emp_Indig_M,In_LF_Emp_Indig_F,In_LF_Emp_Indig_P,In_LF_Emp_NonInd_M,In_LF_Emp_NonInd_F,In_LF_Emp_NonInd_P,In_LF_Emp_IndSt_nsM,In_LF_Emp_IndSt_nsF,In_LF_Emp_IndSt_nsP,In_LF_Employd_TotM,In_LF_Employd_TotF,In_LF_Employd_TotP,In_LF_unemp_Ind_M,In_LF_unemp_Ind_F,In_LF_unemp_Ind_P,In_LF_unemp_No_Ind_M,In_LF_unemp_No_Ind_F,In_LF_unemp_No_Ind_P,In_LF_un_IndSt_nsM,In_LF_un_IndSt_nsF,In_LF_un_IndSt_nsP,In_LF_Unemp_TotM,In_LF_Unemp_TotF,In_LF_Unemp_TotP,In_LF_To_LF_Ind_M,In_LF_To_LF_Ind_F,In_LF_To_LF_Ind_P,In_LF_To_la_fo_No_In_M,In_LF_To_la_fo_No_In_F,In_LF_To_la_fo_No_In_P,In_LF_To_l_fo_In_st_nsM,In_LF_To_l_fo_In_st_nsF,In_LF_To_l_fo_In_st_nsP,In_LF_To_LF_TotM,In_LF_To_LF_TotF,In_LF_To_LF_TotP,N_the_LF_Indig_M,N_the_LF_Indig_F,N_the_LF_Indig_P,N_the_LF_No_Indig_M,N_the_LF_No_Indig_F,N_the_LF_No_Indig_P,N_the_LF_Indig_st_nsM,N_the_LF_Indig_st_nsF,N_the_LF_Indig_st_nsP,N_the_LF_TotM,N_the_LF_TotF,N_the_LF_TotP,LF_st_ns_Indig_M,LF_st_ns_Indig_F,LF_st_ns_Indig_P,LF_st_ns_NonInd_M,LF_st_ns_NonInd_F,LF_st_ns_NonInd_P,LF_st_ns_Indig_st_nsM,LF_st_ns_Indig_st_nsF,LF_st_ns_Indig_st_nsP,LF_st_ns_TotM,LF_st_ns_TotF,LF_st_ns_TotP,Pcent_Unemploy_Indig_M,Pcent_Unemploy_Indig_F,Pcent_Unemploy_Indig_P,Pcent_Unemploy_NonInd_M,Pcent_Unemploy_NonInd_F,Pcent_Unemploy_NonInd_P,Pcent_Unem_IndSt_nsM,Pcent_Unemp_IndSt_nsF,Pcent_Unemp_IndSt_nsP,Pcent_Unemploy_TotM,Pcent_Unemploy_TotF,Pcent_Unemploy_TotP,Pcent_LF_part_Indig_M,Pcent_LF_part_Indig_F,Pcent_LF_part_Indig_P,Pcent_LF_part_No_Indig_M,Pcent_LF_part_No_Indig_F,Pcent_LF_part_No_Indig_P,Pcent_LF_part_IndSt_nsM,Pcent_LF_part_IndSt_nsF,Pcent_LF_part_IndSt_nsP,Pcent_LF_part_TotM,Pcent_LF_part_TotF,Pcent_LF_part_TotP,Pcent_Emp_to_pop_Ind_M,Pcent_Emp_to_pop_Ind_F,Pcent_Emp_to_pop_Ind_P,Pcent_Emp_t_pop_NonInd_M,Pcent_Emp_t_pop_NonInd_F,Pcent_Emp_t_pop_NonInd_P,Pcent_Emp_t_pop_IndSt_nsM,Pcent_Emp_t_pop_IndSt_nsF,Pcent_Emp_t_pop_IndSt_nsP,Pcent_Emp_to_pop_TotM,Pcent_Emp_to_pop_TotF,Pcent_Emp_to_pop_TotP,IndSec_Gov_Ind_M,IndSec_Gov_Ind_F,IndSec_Gov_Ind_P,IndSec_Gov_No_Ind_M,IndSec_Gov_No_Ind_F,IndSec_Gov_No_Ind_P,IndSec_Gov_IndSt_nsM,IndSec_Gov_IndSt_nsF,IndSec_Gov_IndSt_nsP,IndSec_Gov_TotM,IndSec_Gov_TotF,IndSec_Gov_TotP,IndSec_Priv_Ind_M,IndSec_Priv_Ind_F,IndSec_Priv_Ind_P,IndSec_Priv_NonInd_M,IndSec_Priv_NonInd_F,IndSec_Priv_NonInd_P,IndSec_Priv_IndSt_nsM,IndSec_Priv_IndSt_nsF,IndSec_Priv_IndSt_nsP,IndSec_Priv_TotM,IndSec_Priv_TotF,IndSec_Priv_TotP,Self_employed_Ind_M,Self_employed_Ind_F,Self_employed_Ind_P,Self_employed_NonInd_M,Self_employed_NonInd_F,Self_employed_NonInd_P,Self_employed_Ind_status_nsM,Self_employed_Ind_status_nsF,Self_employed_Ind_status_nsP,Self_employed_TotM,Self_employed_TotF,Self_employed_TotP,HnsQ_PgDL_Ind_M,HnsQ_PgDL_Ind_F,HnsQ_PgDL_Ind_P,HnsQ_PgDL_No_Ind_M,HnsQ_PgDL_No_Ind_F,HnsQ_PgDL_No_Ind_P,HnsQ_PgDL_IndSt_nsM,HnsQ_PgDL_IndSt_nsF,HnsQ_PgDL_IndSt_nsP,HnsQ_PgDL_TotM,HnsQ_PgDL_TotF,HnsQ_PgDL_TotP,HnsQ_GD_GCL_Ind_M,HnsQ_GD_GCL_Ind_F,HnsQ_GD_GCL_Ind_P,HnsQ_GD_GCL_No_In_M,HnsQ_GD_GCL_No_In_F,HnsQ_GD_GCL_No_In_P,HnsQ_GD_GCL_In_st_nsM,HnsQ_GD_GCL_In_st_nsF,HnsQ_GD_GCL_In_st_nsP,HnsQ_GD_GCL_TotM,HnsQ_GD_GCL_TotF,HnsQ_GD_GCL_TotP,HnsQ_BDL_Ind_M,HnsQ_BDL_Ind_F,HnsQ_BDL_Ind_P,HnsQ_BDL_No_Ind_M,HnsQ_BDL_No_Ind_F,HnsQ_BDL_No_Ind_P,HnsQ_BDL_IndSt_nsM,HnsQ_BDL_IndSt_nsF,HnsQ_BDL_IndSt_nsP,HnsQ_BDL_TotM,HnsQ_BDL_TotF,HnsQ_BDL_TotP,HnsQ_AD_DL_Ind_M,HnsQ_AD_DL_Ind_F,HnsQ_AD_DL_Ind_P,HnsQ_AD_DL_No_In_M,HnsQ_AD_DL_No_In_F,HnsQ_AD_DL_No_In_P,HnsQ_AD_DL_In_st_nsM,HnsQ_AD_DL_In_st_nsF,HnsQ_AD_DL_In_st_nsP,HnsQ_AD_DL_TotM,HnsQ_AD_DL_TotF,HnsQ_AD_DL_TotP,HnsQ_Cer_III_IV_Ind_M,HnsQ_Cer_III_IV_Ind_F,HnsQ_Cer_III_IV_Ind_P,HnsQ_Cer_III_IV_No_Ind_M,HnsQ_Cer_III_IV_No_Ind_F,HnsQ_Cer_III_IV_No_Ind_P,HnsQ_Cer_III_IV_IndSt_nsM,HnsQ_Cer_III_IV_IndSt_nsF
504031057,159,322,483,7680,7872,15556,347,264,612,8185,8459,16646,87,88,175,5494,4716,10205,10,9,23,5589,4811,10402,24,18,42,336,313,650,0,0,0,362,328,692,111,103,216,5830,5022,10855,10,9,18,5957,5140,11088,39,210,251,1767,2758,4524,15,18,33,1820,2984,4808,8,10,14,81,94,172,318,237,559,412,337,747,22.8,15.5,19.4,5.8,6.2,6,0,11.1,5,6.1,6.4,6.2,70.8,32.1,45,75.9,63.8,69.8,3.2,3.4,3.3,72.7,60.7,66.6,54.7,27.1,36.3,71.5,59.8,65.6,3.2,3,3.1,68.3,56.8,62.5,9,26,28,438,701,1145,0,4,0,446,732,1180,83,57,138,4963,3947,8906,10,3,14,5053,4009,9061,0,0,4,364,179,547,0,0,3,367,189,555,0,0,0,252,319,574,0,0,0,252,325,577,0,4,4,77,147,225,0,0,0,82,155,231,3,13,16,914,1277,2197,0,6,6,916,1295,2210,14,16,31,713,763,1472,6,0,5,726,785,1510,50,40,93,1902,1067,2973,8,4
504031058,47,24,76,2066,2082,4145,188,124,314,2303,2228,4527,32,15,46,1495,1316,2806,14,6,21,1537,1342,2878,0,0,0,68,57,130,0,0,4,69,62,133,32,15,46,1566,1379,2939,15,11,24,1610,1403,3011,15,10,22,477,678,1160,5,4,7,495,694,1192,3,0,3,28,21,45,172,109,280,201,131,333,0,0,0,4.6,4.4,4.5,6.7,11.1,8.3,4.5,4.4,4.5,64.6,60,63,75.7,66.3,70.9,8,7.3,7.7,69.9,62.9,66.5,64.6,60,63,72.2,63.4,67.8,7.4,6.5,7.1,66.7,60.2,63.5,0,0,0,157,203,364,0,0,4,159,207,362,30,10,40,1317,1094,2407,12,6,22,1355,1106,2462,3,0,3,119,64,181,0,0,0,121,64,184,0,0,0,29,35,61,0,0,0,29,35,61,0,0,0,12,33,53,0,0,0,12,33,53,0,0,0,123,251,376,0,0,0,125,259,380,3,0,6,132,211,342,0,0,0,137,211,351,12,8,22,734,400,1138,9,0
504031060,13,19,36,1081,1116,2203,86,62,147,1183,1207,2385,12,13,22,775,696,1467,0,0,0,786,708,1490,0,3,3,26,20,39,0,0,0,26,24,47,12,16,23,797,712,1509,0,0,0,809,731,1538,3,11,12,279,400,684,0,3,3,286,413,697,0,0,0,6,3,11,84,57,141,89,63,153,0,14.3,8.3,2.9,2.7,2.8,0,0,0,2.8,2.9,2.9,83.3,63.6,70.6,73.5,63.8,68.6,1.2,0,0.7,68.4,60.4,64.4,83.3,54.5,64.7,71.4,62.1,66.7,1.2,0,0.7,66.5,58.7,62.5,0,0,4,69,132,206,0,0,0,71,131,202,5,8,22,692,555,1250,0,0,0,700,565,1266,0,0,0,83,59,142,0,0,0,85,59,144,0,0,0,27,56,83,0,0,0,26,56,83,0,0,0,16,33,46,0,0,0,21,33,54,0,4,4,122,180,302,0,0,0,122,185,303,0,4,5,110,142,254,0,0,0,110,149,256,4,4,3,385,140,524,0,0
504031061,52,36,87,1986,2106,4093,97,74,175,2134,2223,4352,41,16,55,1478,1400,2876,3,0,4,1519,1417,2936,0,3,4,50,56,107,0,0,0,56,55,112,39,18,55,1525,1449,2979,3,0,4,1570,1472,3044,15,19,28,438,646,1081,0,0,4,457,665,1116,0,0,0,15,9,29,89,74,161,107,86,191,2.5,11.1,5.2,3.4,3.8,3.6,0,0,0,3.4,3.9,3.6,74.1,50,64.4,77,68.9,72.8,3.1,1.3,2.3,73.6,66.3,69.9,72.2,44.4,61.1,74.4,66.3,70.2,3.1,1.3,2.3,71.1,63.7,67.4,3,3,6,173,278,442,0,0,0,173,278,458,30,12,46,1291,1108,2400,3,0,3,1327,1120,2448,0,0,0,111,60,166,0,0,0,113,60,171,0,0,0,99,93,194,0,0,0,100,94,198,0,0,0,35,71,108,0,0,0,35,71,108,0,3,7,302,451,750,3,0,3,306,455,760,4,9,7,176,233,408,0,0,0,178,239,415,18,10,23,595,314,912,3,0
504031062,156,175,324,4408,4511,8919,262,180,443,4822,4870,9693,73,77,149,3179,2813,5999,12,6,14,3266,2894,6156,15,16,29,173,151,324,0,0,0,186,162,350,90,90,180,3353,2966,6313,12,6,14,3453,3058,6507,56,80,135,1007,1502,2510,13,10,25,1080,1593,2668,8,3,7,47,45,95,238,166,407,293,213,511,16.9,17.4,17.1,5.1,5,5.1,0,0,0,5.4,5.4,5.4,58.2,52.9,55.4,76.1,65.7,70.8,4.1,1.1,2.9,71.5,62.8,67.2,48.4,43.7,45.9,72.2,62.4,67.2,4.1,1.1,2.9,67.7,59.4,63.5,11,21,34,324,521,841,0,0,0,339,539,873,60,58,110,2805,2268,5072,12,6,14,2873,2322,5197,0,0,0,188,123,309,0,0,0,188,123,309,0,0,0,189,189,385,0,0,0,189,191,381,0,0,0,64,125,189,0,0,0,67,125,191,0,4,7,584,818,1408,0,0,0,590,825,1415,3,9,16,387,502,889,0,0,0,388,513,903,32,43,73,1152,606,1757,0,3
504031063,0,0,0,14,4,13,4,0,4,17,4,21,0,0,0,8,4,13,0,0,0,8,4,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,4,13,0,0,0,8,4,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,84.6,100,88.2,0,0,0,64.7,100,71.4,0,0,0,84.6,100,88.2,0,0,0,64.7,100,71.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,4,12,0,0,0,8,4,12,0,0,0,3,0,3,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,10,0,0
504031064,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,100,100,0,0,0,100,100,100,0,0,0,100,100,100,0,0,0,100,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
504031065,73,86,159,2110,2186,4297,126,114,236,2303,2386,4692,37,33,66,1354,1272,2621,4,0,8,1393,1301,2695,5,6,13,80,67,145,0,0,0,85,70,158,47,35,84,1430,1331,2767,4,0,8,1478,1376,2854,27,48,71,657,829,1480,11,9,15,690,883,1568,5,0,3,22,25,46,110,101,211,142,129,267,15.9,15.8,15.9,5.5,4.9,5.2,0,0,0,5.8,5.2,5.5,59.5,44.7,51.6,67.9,61.1,64.4,2.5,0.9,1.7,64.1,57.7,60.8,50,37.6,43.4,64.2,58.1,61,2.5,0.9,1.7,60.4,54.6,57.5,0,4,7,111,203,317,0,0,0,115,209,324,30,27,56,1223,1051,2270,0,0,5,1261,1075,2331,0,0,3,112,67,177,0,0,0,115,71,184,0,0,0,50,80,126,0,0,0,50,80,126,0,0,0,23,54,78,0,0,0,23,54,78,0,6,4,167,271,437,0,0,0,170,278,442,4,7,11,158,242,404,0,0,0,165,250,409,15,15,28,621,317,937,3,0
504031066,180,198,378,4208,4330,8533,383,290,668,4768,4807,9580,76,71,142,2629,2377,5006,9,7,13,2708,2456,5167,22,15,37,177,143,325,0,3,3,201,161,361,96,80,182,2807,2525,5331,9,11,17,2914,2616,5524,73,105,186,1296,1652,2955,15,17,35,1388,1783,3167,3,4,13,103,152,251,360,260,622,469,417,886,22.4,14.6,18.9,6.4,5.8,6.1,0,20,11.8,6.9,6.1,6.5,55.1,41.8,48.1,66.7,58.3,62.5,1.8,3.5,2.5,61.1,54.4,57.7,42.7,35.7,39,62.5,54.9,58.6,1.8,2.8,2.2,56.8,51,53.9,13,23,37,256,390,652,0,0,0,271,415,684,63,44,109,2322,1958,4285,9,6,11,2392,2013,4404,0,3,3,158,102,258,0,0,0,158,102,256,0,0,0,167,175,348,0,0,0,167,175,347,0,0,0,72,105,181,0,0,0,76,108,180,5,9,11,478,667,1142,0,3,3,482,673,1151,10,24,30,341,468,808,0,4,4,352,495,841,30,27,61,1052,574,1626,3,0
504031067,110,135,246,2488,2635,5123,128,87,214,2721,2854,5575,72,61,131,1809,1683,3489,10,3,12,1887,1749,3637,9,15,19,94,106,199,0,4,4,103,122,227,78,71,153,1903,1785,3688,12,6,13,1991,1866,3859,31,54,87,557,829,1388,4,5,10,590,888,1481,3,3,7,24,16,44,115,76,188,144,96,240,9,17.6,13.2,5,5.8,5.4,20,42.9,29.4,5.2,6.4,5.8,70.3,55.6,62.3,76.5,67.9,72.1,7.9,8,8,73.1,65.5,69.2,64,45.9,54.1,72.7,63.9,68.2,6.3,4.6,5.6,69.3,61.3,65.2,10,20,30,173,316,488,0,0,0,184,338,521,61,39,99,1624,1360,2985,10,3,12,1695,1403,3096,0,0,0,84,57,143,0,0,0,83,61,141,0,0,0,47,70,112,0,0,0,47,70,112,0,0,0,22,56,80,0,0,0,22,56,80,0,3,8,203,278,481,0,0,0,209,285,487,4,10,14,181,271,452,0,0,0,186,285,467,25,25,46,770,449,1219,0,4
504031068,100,107,207,4348,4623,8965,207,124,329,4650,4852,9504,67,59,127,3202,3038,6245,14,4,19,3284,3109,6388,9,9,19,134,136,271,0,0,0,145,145,289,75,67,148,3335,3177,6511,14,4,19,3430,3249,6674,22,37,63,974,1409,2382,0,3,4,995,1453,2443,0,5,0,33,39,73,191,111,303,229,156,379,10.5,12.9,11.6,4.1,4.3,4.2,0,0,0,4.2,4.4,4.3,76,64.2,69.9,76.8,68.7,72.6,6.3,4,5.5,73.7,66.9,70.2,68,56,61.7,73.7,65.8,69.6,6.3,4,5.5,70.6,64,67.2,5,21,35,262,470,733,4,0,4,272,496,768,63,32,97,2907,2547,5450,14,4,15,2976,2587,5562,3,3,6,169,163,329,0,0,0,173,168,339,0,0,0,165,161,329,0,0,0,165,163,331,0,9,9,58,149,205,0,0,0,58,153,213,7,10,9,470,677,1152,4,0,4,482,684,1162,4,9,9,492,576,1066,0,0,0,496,583,1084,37,26,64,1299,723,2017,5,3
504031069,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
504031298,119,129,245,5146,5758,10906,233,147,378,5496,6029,11527,96,82,175,4172,4071,8246,11,5,11,4277,4158,8432,6,9,12,188,196,381,0,0,0,187,208,399,96,95,189,4359,4270,8630,11,5,11,4464,4366,8832,18,34,54,757,1449,2199,4,7,8,777,1488,2260,0,0,0,32,41,76,225,135,356,254,176,430,3.1,10.9,6.8,4.3,4.6,4.4,0,0,0,4.2,4.7,4.5,83.8,71.9,77.6,84.7,74.1,79.1,3.4,4.1,3.7,81.2,72.4,76.6,81.2,64.1,72.2,81.1,70.7,75.6,3.4,4.1,3.7,77.8,69,73.2,13,25,35,349,631,975,0,0,0,363,652,1017,79,60,138,3766,3402,7166,11,5,11,3848,3463,7321,4,6,8,147,178,318,0,0,0,147,180,326,4,3,3,163,227,391,0,0,0,166,232,394,0,5,5,57,154,212,0,0,0,57,160,214,6,15,17,566,975,1544,0,0,0,573,991,1564,7,16,23,536,744,1278,4,0,4,549,759,1304,37,22,58,1580,1010,2591,4,3
504031299,100,117,219,3841,3960,7804,162,98,254,4101,4178,8275,60,67,127,3216,2762,5974,5,6,12,3279,2838,6115,8,7,18,93,143,239,0,0,0,101,154,256,67,80,145,3308,2904,6212,5,6,12,3384,2989,6373,33,39,64,502,1025,1531,4,4,8,537,1069,1604,3,0,4,25,29,60,146,88,237,179,123,302,13,11.7,12.3,2.8,4.9,3.8,0,0,0,3,5.1,4,67.6,67,67.3,86.1,73.3,79.6,3.8,6.1,4.7,82.5,71.5,77,58.8,59.1,59,83.7,69.7,76.6,3.8,6.1,4.7,80,67.9,73.9,9,22,26,239,375,620,0,0,0,248,397,647,49,48,100,2925,2343,5272,5,6,12,2982,2397,5377,0,5,5,164,106,268,0,0,0,164,111,273,0,0,0,150,211,360,0,0,0,152,209,367,0,0,0,41,109,145,0,0,0,41,110,149,0,12,11,546,803,1349,0,0,0,549,813,1357,3,8,7,443,484,921,0,0,0,442,492,929,28,33,60,1130,653,1783,7,4
504031300,201,179,383,6191,6907,13096,409,352,755,6795,7437,14238,123,89,209,4520,4252,8765,10,7,13,4649,4341,8993,25,9,34,255,278,534,3,0,4,281,290,577,143,102,244,4776,4527,9303,10,8,19,4932,4636,9569,60,71,130,1354,2316,3672,8,19,31,1420,2409,3835,0,4,8,59,64,124,385,320,705,449,390,837,16.7,11,14.3,5.4,6.2,5.8,16.7,12.5,15,5.7,6.3,6,71.3,56.2,64.2,77.1,65.5,71,2.9,2.3,2.6,72.5,62.3,67.2,59.4,50,55,73,61.5,66.9,2.5,2,2.2,68.4,58.4,63.2,11,20,32,355,659,1013,0,0,0,359,679,1045,105,68,172,4116,3545,7663,10,4,18,4231,3618,7846,7,0,8,230,183,412,0,0,0,239,182,423,0,0,0,148,158,306,0,0,0,148,163,313,0,5,6,57,121,177,0,0,0,57,121,176,4,7,10,501,860,1366,0,0,0,503,873,1378,6,4,6,525,814,1338,0,0,0,529,816,1349,58,44,101,1837,1198,3030,6,0
505011070,55,54,105,3899,4131,8031,160,129,288,4110,4317,8423,36,26,60,2807,2744,5551,11,8,18,2853,2776,5630,7,6,8,163,125,285,0,0,0,168,132,294,39,27,72,2966,2869,5837,11,8,18,3018,2905,5920,15,26,33,891,1242,2129,4,4,9,905,1270,2173,0,0,0,36,26,61,142,118,262,185,143,325,14.6,13.8,14.3,5.4,4.4,4.9,0,0,0,5.5,4.4,5,74.5,55.8,65.4,76.2,69.4,72.7,6.9,4.7,5.9,73.4,67.3,70.3,63.6,48.1,56.1,72,66.4,69.1,6.9,4.7,5.9,69.4,64.3,66.8,4,13,14,275,564,839,0,0,0,275,578,852,31,14,46,2505,2147,4649,7,8,14,2541,2170,4709,0,0,4,257,139,392,6,0,3,260,137,403,0,0,0,123,136,260,0,0,0,121,134,260,0,0,0,52,152,202,0,0,0,52,156,203,0,7,7,458,824,1281,0,0,0,462,826,1286,4,9,6,312,490,801,0,0,0,311,498,810,11,8,20,1380,618,1998,3,0
505011071,30,24,56,5283,5525,10800,217,145,364,5528,5693,11223,27,13,44,3973,3713,7682,14,8,23,4013,3734,7744,0,3,4,177,181,353,0,0,0,176,182,358,25,22,44,4153,3884,8037,14,8,23,4191,3915,8105,5,7,8,1105,1593,2697,4,14,13,1111,1615,2723,0,0,0,24,38,67,200,128,327,234,166,393,3.7,16.7,8.9,4.2,4.6,4.4,0,0,0,4.2,4.6,4.4,87.1,72,80.4,78.6,70.4,74.4,5.5,6.2,5.8,75.8,68.7,72.2,83.9,60,73.2,75.3,67.2,71.1,5.5,6.2,5.8,72.6,65.6,69,4,7,5,497,741,1243,0,3,3,504,744,1250,21,12,32,3444,2947,6392,14,11,22,3476,2967,6446,0,0,0,292,171,465,3,0,3,294,171,468,0,0,0,206,200,400,0,0,0,203,200,403,0,0,0,106,168,274,3,0,3,112,168,278,0,0,0,721,1064,1785,0,3,3,718,1072,1795,8,3,11,536,685,1224,0,3,4,548,692,1236,12,11,21,1596,745,2344,3,3
505011072,33,34,65,5887,6286,12173,160,136,295,6074,6460,12530,15,20,35,3972,3849,7824,11,12,19,4002,3877,7877,5,0,7,203,147,347,0,0,0,204,146,357,19,23,42,4175,3994,8172,11,12,19,4205,4026,8232,9,12,18,1669,2253,3919,9,9,10,1682,2271,3955,3,4,4,37,39,76,149,111,263,183,160,341,22.7,5.3,14.6,4.8,3.7,4.3,0,0,0,4.9,3.7,4.3,68.8,57.6,63.1,71,63.6,67.1,5.1,9.5,7.1,69.3,62.4,65.7,53.1,54.5,53.8,67.6,61.2,64.3,5.1,9.5,7.1,65.9,60.1,62.9,3,10,12,515,878,1394,0,4,8,522,888,1406,14,11,27,3438,2953,6384,5,8,17,3455,2970,6425,0,0,0,262,246,507,0,0,0,262,246,507,0,0,5,485,412,899,0,3,3,489,413,904,0,0,0,173,327,505,0,0,0,173,334,507,0,6,5,1320,1598,2918,4,0,6,1323,1602,2927,0,0,0,660,758,1423,0,3,3,662,761,1422,9,0,9,1266,582,1847,0,0
505011073,45,55,100,5200,5433,10625,215,157,371,5457,5647,11105,29,26,51,3500,3348,6850,4,5,12,3531,3381,6908,0,0,0,209,142,354,0,0,0,210,142,357,23,26,54,3709,3493,7205,3,5,11,3741,3528,7265,12,33,40,1467,1909,3380,10,8,19,1488,1953,3437,9,3,7,21,29,53,202,145,345,229,172,401,3.8,0,2,5.6,4.2,4.9,16.7,0,7.7,5.6,4.1,4.9,60.5,41.4,49.5,71.4,64.3,67.8,2.8,4.4,3.5,68.6,62.4,65.4,58.1,41.4,48.5,67.4,61.6,64.4,2.3,4.4,3.2,64.7,59.8,62.2,4,8,13,434,771,1201,0,0,0,434,779,1211,21,19,36,3046,2552,5601,3,0,8,3073,2570,5647,0,0,0,284,193,479,0,0,0,284,196,477,0,0,0,224,263,489,0,0,0,224,263,489,0,3,6,86,247,332,0,0,0,86,244,337,3,8,8,830,1139,1968,0,4,3,830,1143,1974,3,0,6,553,592,1146,0,0,0,553,590,1150,13,12,25,1467,657,2127,3,0
505011074,53,43,95,4018,4117,8134,212,142,350,4286,4305,8582,28,23,47,2855,2667,5522,6,8,17,2890,2699,5592,3,5,7,150,107,255,3,0,0,155,110,266,32,31,57,3005,2771,5780,11,11,20,3042,2812,5857,22,13,38,991,1323,2309,3,8,10,1016,1341,2362,0,0,0,25,25,51,200,122,324,226,142,368,10,17.2,13.6,5,3.8,4.4,20,9.1,14.3,5.1,4,4.6,55.6,69,61.5,74.7,67.4,71,4.8,7.7,5.9,71.1,65.4,68.2,50,57.1,53.1,71,64.8,67.9,3.8,7,5.1,67.5,62.8,65.1,5,9,9,302,534,842,0,0,0,304,548,856,21,11,35,2530,2111,4640,8,9,18,2554,2135,4694,0,3,4,271,133,416,0,0,3,277,139,418,0,0,0,161,144,303,0,0,0,161,147,306,0,3,4,60,141,202,0,0,0,63,145,206,0,8,8,507,756,1262,0,5,5,513,767,1274,0,0,0,366,542,913,0,0,3,366,549,920,11,5,23,1328,593,1924,7,0
505011075,21,25,47,4336,4577,8917,143,88,234,4508,4692,9198,16,13,32,2970,2835,5807,4,4,8,2994,2855,5844,0,0,0,163,95,254,0,0,0,163,101,258,16,16,31,3131,2933,6060,4,5,9,3150,2954,6105,7,7,15,1190,1617,2804,5,11,15,1201,1635,2832,0,0,0,21,26,43,133,76,213,151,105,259,0,6.3,2.9,5.1,3.3,4.3,0,20,12.5,5.1,3.4,4.3,72,72.7,72.3,72.2,64.1,68,2.1,5.6,3.4,70,63,66.4,72,68.2,70.2,68.5,61.9,65.1,2.1,4.4,3,66.4,60.8,63.6,0,3,4,338,562,903,0,0,0,342,561,900,14,11,30,2616,2253,4875,4,3,6,2637,2272,4907,0,0,0,209,167,376,0,0,0,211,167,380,0,0,0,331,254,582,0,0,0,331,254,580,0,0,0,110,205,319,0,0,0,115,205,319,8,0,5,932,1119,2046,5,0,5,942,1118,2059,8,3,8,486,568,1053,0,3,3,493,574,1060,10,4,13,973,417,1383,3,0
