SA2_CODE_2021,Psn_15_y_over_Indig_M,Psn_15_y_over_Indig_F,Psn_15_y_over_Indig_P,Psn_15_y_over_NonInd_M,Psn_15_y_over_NonInd_F,Psn_15_y_over_NonInd_P,Psn_15_y_over_Ind_s_nsM,Psn_15_y_over_Ind_s_nsF,Psn_15_y_over_Ind_s_nsP,Psn_15_y_over_TotM,Psn_15_y_over_TotF,Psn_15_y_over_TotP,In_LF_Emp_Indig_M,In_LF_Emp_Indig_F,In_LF_Emp_Indig_P,In_LF_Emp_NonInd_M,In_LF_Emp_NonInd_F,In_LF_Emp_NonInd_P,In_LF_Emp_IndSt_nsM,In_LF_Emp_IndSt_nsF,In_LF_Emp_IndSt_nsP,In_LF_Employd_TotM,In_LF_Employd_TotF,In_LF_Employd_TotP,In_LF_unemp_Ind_M,In_LF_unemp_Ind_F,In_LF_unemp_Ind_P,In_LF_unemp_No_Ind_M,In_LF_unemp_No_Ind_F,In_LF_unemp_No_Ind_P,In_LF_un_IndSt_nsM,In_LF_un_IndSt_nsF,In_LF_un_IndSt_nsP,In_LF_Unemp_TotM,In_LF_Unemp_TotF,In_LF_Unemp_TotP,In_LF_To_LF_Ind_M,In_LF_To_LF_Ind_F,In_LF_To_LF_Ind_P,In_LF_To_la_fo_No_In_M,In_LF_To_la_fo_No_In_F,In_LF_To_la_fo_No_In_P,In_LF_To_l_fo_In_st_nsM,In_LF_To_l_fo_In_st_nsF,In_LF_To_l_fo_In_st_nsP,In_LF_To_LF_TotM,In_LF_To_LF_TotF,In_LF_To_LF_TotP,N_the_LF_Indig_M,N_the_LF_Indig_F,N_the_LF_Indig_P,N_the_LF_No_Indig_M,N_the_LF_No_Indig_F,N_the_LF_No_Indig_P,N_the_LF_Indig_st_nsM,N_the_LF_Indig_st_nsF,N_the_LF_Indig_st_nsP,N_the_LF_TotM,N_the_LF_TotF,N_the_LF_TotP,LF_st_ns_Indig_M,LF_st_ns_Indig_F,LF_st_ns_Indig_P,LF_st_ns_NonInd_M,LF_st_ns_NonInd_F,LF_st_ns_NonInd_P,LF_st_ns_Indig_st_nsM,LF_st_ns_Indig_st_nsF,LF_st_ns_Indig_st_nsP,LF_st_ns_TotM,LF_st_ns_TotF,LF_st_ns_TotP,Pcent_Unemploy_Indig_M,Pcent_Unemploy_Indig_F,Pcent_Unemploy_Indig_P,Pcent_Unemploy_NonInd_M,Pcent_Unemploy_NonInd_F,Pcent_Unemploy_NonInd_P,Pcent_Unem_IndSt_nsM,Pcent_Unemp_IndSt_nsF,Pcent_Unemp_IndSt_nsP,Pcent_Unemploy_TotM,Pcent_Unemploy_TotF,Pcent_Unemploy_TotP,Pcent_LF_part_Indig_M,Pcent_LF_part_Indig_F,Pcent_LF_part_Indig_P,Pcent_LF_part_No_Indig_M,Pcent_LF_part_No_Indig_F,Pcent_LF_part_No_Indig_P,Pcent_LF_part_IndSt_nsM,Pcent_LF_part_IndSt_nsF,Pcent_LF_part_IndSt_nsP,Pcent_LF_part_TotM,Pcent_LF_part_TotF,Pcent_LF_part_TotP,Pcent_Emp_to_pop_Ind_M,Pcent_Emp_to_pop_Ind_F,Pcent_Emp_to_pop_Ind_P,Pcent_Emp_t_pop_NonInd_M,Pcent_Emp_t_pop_NonInd_F,Pcent_Emp_t_pop_NonInd_P,Pcent_Emp_t_pop_IndSt_nsM,Pcent_Emp_t_pop_IndSt_nsF,Pcent_Emp_t_pop_IndSt_nsP,Pcent_Emp_to_pop_TotM,Pcent_Emp_to_pop_TotF,Pcent_Emp_to_pop_TotP,IndSec_Gov_Ind_M,IndSec_Gov_Ind_F,IndSec_Gov_Ind_P,IndSec_Gov_No_Ind_M,IndSec_Gov_No_Ind_F,IndSec_Gov_No_Ind_P,IndSec_Gov_IndSt_nsM,IndSec_Gov_IndSt_nsF,IndSec_Gov_IndSt_nsP,IndSec_Gov_TotM,IndSec_Gov_TotF,IndSec_Gov_TotP,IndSec_Priv_Ind_M,IndSec_Priv_Ind_F,IndSec_Priv_Ind_P,IndSec_Priv_NonInd_M,IndSec_Priv_NonInd_F,IndSec_Priv_NonInd_P,IndSec_Priv_IndSt_nsM,IndSec_Priv_IndSt_nsF,IndSec_Priv_IndSt_nsP,IndSec_Priv_TotM,IndSec_Priv_TotF,IndSec_Priv_TotP,Self_employed_Ind_M,Self_employed_Ind_F,Self_employed_Ind_P,Self_employed_NonInd_M,Self_employed_NonInd_F,Self_employed_NonInd_P,Self_employed_Ind_status_nsM,Self_employed_Ind_status_nsF,Self_employed_Ind_status_nsP,Self_employed_TotM,Self_employed_TotF,Self_employed_TotP,HnsQ_PgDL_Ind_M,HnsQ_PgDL_Ind_F,HnsQ_PgDL_Ind_P,HnsQ_PgDL_No_Ind_M,HnsQ_PgDL_No_Ind_F,HnsQ_PgDL_No_Ind_P,HnsQ_PgDL_IndSt_nsM,HnsQ_PgDL_IndSt_nsF,HnsQ_PgDL_IndSt_nsP,HnsQ_PgDL_TotM,HnsQ_PgDL_TotF,HnsQ_PgDL_TotP,HnsQ_GD_GCL_Ind_M,HnsQ_GD_GCL_Ind_F,HnsQ_GD_GCL_Ind_P,HnsQ_GD_GCL_No_In_M,HnsQ_GD_GCL_No_In_F,HnsQ_GD_GCL_No_In_P,HnsQ_GD_GCL_In_st_nsM,HnsQ_GD_GCL_In_st_nsF,HnsQ_GD_GCL_In_st_nsP,HnsQ_GD_GCL_TotM,HnsQ_GD_GCL_TotF,HnsQ_GD_GCL_TotP,HnsQ_BDL_Ind_M,HnsQ_BDL_Ind_F,HnsQ_BDL_Ind_P,HnsQ_BDL_No_Ind_M,HnsQ_BDL_No_Ind_F,HnsQ_BDL_No_Ind_P,HnsQ_BDL_IndSt_nsM,HnsQ_BDL_IndSt_nsF,HnsQ_BDL_IndSt_nsP,HnsQ_BDL_TotM,HnsQ_BDL_TotF,HnsQ_BDL_TotP,HnsQ_AD_DL_Ind_M,HnsQ_AD_DL_Ind_F,HnsQ_AD_DL_Ind_P,HnsQ_AD_DL_No_In_M,HnsQ_AD_DL_No_In_F,HnsQ_AD_DL_No_In_P,HnsQ_AD_DL_In_st_nsM,HnsQ_AD_DL_In_st_nsF,HnsQ_AD_DL_In_st_nsP,HnsQ_AD_DL_TotM,HnsQ_AD_DL_TotF,HnsQ_AD_DL_TotP,HnsQ_Cer_III_IV_Ind_M,HnsQ_Cer_III_IV_Ind_F,HnsQ_Cer_III_IV_Ind_P,HnsQ_Cer_III_IV_No_Ind_M,HnsQ_Cer_III_IV_No_Ind_F,HnsQ_Cer_III_IV_No_Ind_P,HnsQ_Cer_III_IV_IndSt_nsM,HnsQ_Cer_III_IV_IndSt_nsF
501011001,34,19,50,2364,2468,4831,243,225,462,2637,2707,5343,18,11,35,1537,1485,3021,10,17,25,1568,1508,3082,0,0,0,52,36,87,0,0,3,55,36,89,21,11,34,1591,1517,3106,12,16,27,1621,1544,3168,7,8,18,749,927,1681,9,10,16,766,947,1708,0,0,0,26,21,49,218,195,417,246,217,462,4.5,0,3,3.3,2.2,2.8,18.2,6.3,11.1,3.4,2.3,2.8,73.3,57.9,67.3,67.2,61.6,64.3,4.6,7.2,5.8,61.6,57.1,59.3,70,57.9,65.3,65,60.2,62.5,3.8,6.7,5.2,59.5,55.8,57.6,0,4,7,109,221,324,0,0,0,108,223,330,23,9,24,1414,1247,2659,9,9,16,1442,1258,2700,0,0,0,224,150,372,0,0,3,228,154,383,0,0,3,64,85,143,0,0,0,59,87,147,0,0,0,45,74,120,0,0,0,45,74,120,0,6,8,294,510,803,0,0,0,295,521,812,0,0,0,215,297,515,0,5,5,215,308,518,14,4,16,727,342,1063,8,0
501011003,34,27,58,4294,4447,8742,389,301,689,4717,4779,9492,22,19,44,2981,2859,5839,21,10,32,3019,2887,5910,0,0,3,60,55,120,0,0,0,60,59,122,26,19,48,3036,2917,5952,19,10,31,3080,2951,6031,8,10,13,1222,1497,2714,11,12,22,1236,1511,2754,0,0,0,36,38,73,361,282,641,398,315,717,8,4.8,6.5,1.9,2,2,5.3,0,3.3,2,2,2,78.1,70,74.2,70.7,65.6,68.1,4.9,3.7,4.3,65.3,61.7,63.5,71.9,66.7,69.4,69.3,64.3,66.8,4.6,3.7,4.2,64,60.5,62.2,0,3,4,117,322,437,0,3,4,121,328,445,24,19,38,2827,2496,5329,13,7,27,2864,2526,5385,4,5,7,391,338,729,0,0,5,395,344,734,0,0,0,178,157,334,0,0,0,178,163,337,0,0,0,60,181,238,0,0,0,60,185,240,0,4,3,714,1080,1796,0,0,0,721,1086,1802,0,0,0,466,662,1132,5,0,8,468,668,1140,14,6,17,1243,525,1773,13,7
501011004,51,58,106,3588,3733,7317,344,247,595,3977,4038,8018,27,39,58,2637,2494,5136,12,15,24,2675,2542,5218,3,4,6,74,70,145,0,0,0,77,74,151,35,36,71,2718,2569,5282,12,15,24,2755,2615,5372,13,22,38,830,1141,1972,6,12,13,850,1175,2026,0,0,3,41,30,66,332,224,555,373,251,625,15.6,5.4,10.1,2.8,2.7,2.7,0,0,0,2.9,2.8,2.8,66.7,62.7,64.5,75.7,68.7,72.1,3.2,5.2,4,69.3,64.7,67,56.3,59.3,57.9,73.6,66.9,70.1,3.2,5.2,4,67.3,62.9,65.1,5,6,5,177,369,548,0,3,3,181,372,557,23,33,55,2433,2104,4535,12,11,19,2466,2143,4615,0,5,3,374,305,684,6,0,3,383,307,693,0,0,0,157,163,321,0,0,0,157,169,319,0,0,0,66,160,226,0,0,0,66,160,226,0,0,8,598,891,1487,0,8,8,595,902,1500,0,7,8,343,533,876,0,0,0,347,537,881,17,14,27,1016,488,1504,6,3
501011293,83,64,148,3438,3759,7200,232,181,419,3753,4007,7764,46,28,73,2116,2098,4213,11,8,13,2171,2129,4295,5,5,10,99,74,167,0,0,0,102,80,179,49,33,83,2211,2167,4376,11,5,14,2267,2207,4473,36,30,59,1178,1544,2727,6,9,16,1214,1592,2805,0,0,3,50,45,96,216,165,382,264,209,477,8.2,17.6,12,4.3,3.3,3.8,0,20,6.7,4.4,3.5,4,59,52.3,56.1,64.3,57.6,60.8,4.3,2.7,3.6,60.5,55,57.7,54.2,43.1,49.3,61.5,55.7,58.5,4.3,2.2,3.4,57.8,53.1,55.4,5,7,11,185,308,489,0,0,0,180,318,499,42,24,60,1912,1773,3683,10,0,12,1964,1796,3756,0,0,0,184,121,307,6,0,0,184,126,307,0,0,0,72,95,165,0,0,0,72,96,163,0,0,4,40,116,158,0,0,0,40,122,161,0,7,7,297,550,850,0,5,5,297,558,857,0,5,10,306,400,700,0,0,0,307,404,710,18,12,29,1070,563,1633,5,0
501011294,124,145,273,6846,7833,14685,389,343,738,7368,8326,15691,71,76,147,4243,4288,8528,17,20,32,4327,4379,8710,15,9,20,131,140,269,0,0,0,146,150,297,83,82,170,4378,4422,8796,17,24,35,4475,4529,9000,37,57,97,2412,3318,5728,14,34,47,2462,3409,5873,4,0,4,64,90,162,360,296,655,434,386,821,15.5,11.6,13.5,3,3.1,3.1,0,5,2.9,3.3,3.3,3.3,66.7,58.5,62.3,63.9,56.4,59.9,3.6,5.8,4.6,60.8,54.4,57.4,56.3,51.7,53.8,62,54.7,58.1,3.6,5.5,4.5,58.8,52.6,55.5,10,13,17,331,634,969,0,0,0,335,646,985,61,58,123,3875,3614,7487,17,20,32,3953,3695,7651,5,3,8,378,268,649,6,0,5,383,275,660,0,6,6,122,159,280,0,0,0,122,162,286,0,3,8,90,214,307,0,0,0,94,224,316,0,6,6,569,1058,1624,3,3,5,575,1066,1639,6,9,16,546,873,1416,3,5,7,549,885,1434,39,31,69,2258,1282,3534,3,11
501021005,158,167,324,6680,7231,13908,394,280,682,7231,7677,14910,109,83,196,4626,4284,8911,12,15,28,4747,4376,9131,13,12,26,194,199,386,0,0,0,204,213,414,122,96,223,4818,4480,9303,12,15,29,4956,4593,9550,31,67,100,1817,2708,4519,7,17,26,1856,2789,4649,4,0,5,39,45,83,374,252,626,420,294,713,12.1,12.5,12.3,3.9,4.4,4.2,0,6.7,3.6,4.1,4.6,4.4,78,58.5,68.1,72.2,62,66.9,3.3,5.3,4.1,68.5,59.8,64,68.6,51.2,59.8,69.3,59.2,64.1,3.3,5,4,65.7,57.1,61.2,3,21,22,343,823,1164,0,0,6,347,840,1190,96,62,161,4253,3423,7674,9,13,19,4364,3497,7862,0,4,3,190,199,389,0,0,0,192,202,397,0,0,0,113,138,245,0,0,0,113,134,246,5,0,0,74,182,261,0,0,0,75,185,263,3,13,17,515,965,1479,0,0,3,517,982,1497,5,8,15,493,764,1255,0,0,3,493,780,1275,49,40,84,2495,1427,3924,3,3
501021007,38,42,80,1939,2106,4047,155,125,283,2128,2270,4400,25,13,38,1310,1249,2560,4,3,13,1341,1274,2615,0,4,6,35,49,79,0,0,0,33,49,81,30,23,46,1341,1297,2635,4,3,13,1375,1324,2694,10,19,32,574,785,1352,3,8,11,584,807,1395,0,0,0,30,25,55,145,116,260,176,142,315,7.4,20,12.8,2.3,3.6,3,0,0,0,2.4,3.9,3.1,73,50,61,69.1,61.7,65.2,3.9,3.9,3.9,64.4,58.3,61.2,67.6,40,53.2,67.5,59.5,63.3,3.9,3.9,3.9,62.8,56,59.3,4,3,9,104,222,330,0,0,0,109,231,341,20,8,35,1179,1010,2188,4,4,8,1202,1027,2229,0,0,4,111,77,187,0,0,0,115,77,188,0,0,0,20,37,56,0,0,0,20,39,63,0,0,0,23,56,77,0,0,0,23,56,77,0,0,0,145,285,428,0,0,0,145,283,431,0,0,3,139,208,343,0,0,0,140,204,345,11,12,18,641,398,1046,4,4
501021008,213,136,351,2568,2526,5094,178,200,377,2961,2860,5818,49,47,98,1292,1310,2604,4,5,11,1349,1363,2709,6,7,15,105,74,179,0,0,0,118,81,196,59,55,115,1403,1380,2778,5,5,8,1467,1442,2908,158,76,233,1143,1116,2260,9,8,14,1305,1205,2513,0,7,3,22,28,53,166,183,346,184,217,400,13.8,14.3,14,7.7,5.3,6.5,14.3,0,8.3,8,5.6,6.8,27,40.9,32.4,54.6,54.6,54.6,3.9,2.5,3.2,49.5,50.4,49.9,23.3,35,27.8,50.4,51.7,51.1,3.4,2.5,2.9,45.6,47.6,46.5,3,12,13,92,226,314,0,0,0,96,238,332,45,32,81,1187,1063,2248,4,0,5,1234,1100,2334,0,0,0,64,44,109,0,0,0,64,44,109,0,0,0,33,28,63,0,0,0,33,35,63,0,0,0,17,59,74,0,0,0,17,59,74,4,4,11,150,262,411,0,0,0,155,267,426,3,9,13,119,219,333,0,0,0,129,228,349,27,18,46,736,470,1206,4,0
501021009,134,107,245,3226,3268,6491,269,232,504,3630,3611,7239,60,46,104,1742,1549,3291,6,6,19,1811,1608,3420,23,11,30,130,123,254,3,0,4,157,134,293,78,58,137,1873,1672,3547,15,10,23,1969,1740,3708,48,44,94,1283,1519,2802,10,10,24,1338,1576,2914,0,4,11,69,72,148,244,217,460,323,289,615,26.6,18.6,23.2,7.1,7.2,7.2,23.1,11.1,18.2,8,7.6,7.8,59.4,54.1,57,58.1,51.2,54.6,4.8,3.9,4.4,54.2,48.2,51.2,43.6,44,43.8,54,47.5,50.7,3.7,3.4,3.6,49.9,44.5,47.2,9,4,8,101,324,428,0,0,0,112,330,435,51,41,92,1613,1204,2816,7,6,20,1672,1251,2925,0,0,0,65,51,110,0,0,0,65,50,111,0,0,0,14,23,42,0,0,0,14,23,42,0,0,0,14,46,56,0,0,0,14,46,56,0,0,0,88,228,317,0,0,4,90,229,323,0,6,6,133,241,378,0,0,0,133,248,383,26,24,49,1178,629,1807,9,5
501021010,11,7,22,1256,1222,2487,99,84,178,1371,1321,2685,10,5,16,883,758,1638,4,6,10,899,768,1663,0,0,0,27,29,51,0,0,0,28,29,57,10,5,16,908,784,1690,8,6,13,925,790,1718,6,0,6,334,432,764,4,0,7,343,440,778,0,0,0,14,12,29,82,77,163,104,84,191,0,0,0,2.9,3.5,3.1,16.7,0,7.7,2.9,3.4,3.1,75,71.4,73.7,72.1,63.8,68,6.3,8.3,7.3,67.6,60.3,64,75,71.4,73.7,70.1,61.6,65.9,5.3,8.3,6.7,65.6,58.2,62,0,0,0,49,130,178,0,0,0,49,130,180,10,8,12,826,614,1436,4,3,14,837,625,1458,0,0,0,81,49,132,0,0,0,81,49,131,0,0,0,19,12,37,0,0,0,22,12,38,0,0,0,9,42,51,0,0,0,9,42,51,0,0,0,114,197,314,0,0,0,114,201,318,0,0,0,103,132,232,0,6,3,101,136,234,0,0,8,416,214,632,6,0
