SA2_CODE_2021,Ow_o_Dw_s_S_Hou_HATSIP,Ow_o_Dw_s_SDRTHT_HATSIP,Ow_o_Dw_s_Fl_Ap_HATSIP,Ow_o_Dw_s_Oth_d_Car_HATSIP,Ow_o_Dw_s_Oth_d_Cab_h_HATSIP,Ow_o_Dw_s_Oth_d_IHTSO_HATSIP,Ow_o_Dw_s_Oth_d_HFASO_HATSIP,Ow_o_Dw_s_Oth_d_Tot_HATSIP,Ow_o_Dw_s_Ns_HATSIP,Ow_o_Tot_HATSIP,Ow_wm_Dw_s_S_Hou_HATSIP,Ow_wm_Dw_s_SDRTHT_HATSIP,Ow_wm_Dw_s_Fl_Ap_HATSIP,Ow_wm_Dw_s_Oth_d_Car_HATSIP,Ow_wm_Dw_s_Oth_d_Cab_h_HATSIP,Ow_wm_Dw_s_Oth_d_IHTSO_HATSIP,Ow_wm_Dw_s_Oth_d_HFASO_HATSIP,Ow_wm_Dw_s_Oth_d_Tot_HATSIP,Ow_wm_Dw_s_Ns_HATSIP,Ow_wm_Tot_HATSIP,R_RAg_Dw_s_S_Hou_HATSIP,R_RAg_Dw_s_SDRTHT_HATSIP,R_RAg_Dw_s_Fl_Ap_HATSIP,R_RAg_Dw_s_Oth_d_Car_HATSIP,R_RAg_Dw_s_Oth_d_Cab_h_HATSIP,R_RAg_Dw_s_Oth_d_IHTSO_HATSIP,R_RAg_Dw_s_Oth_d_HFASO_HATSIP,R_RAg_Dw_s_Oth_d_Tot_HATSIP,R_RAg_Dw_s_Ns_HATSIP,R_RAg_Tot_HATSIP,R_STHA_Dw_s_S_Hou_HATSIP,R_STHA_Dw_s_SDRTHT_HATSIP,R_STHA_Dw_s_Fl_Ap_HATSIP,R_STHA_Dw_s_Ot_d_Car_HATSIP,R_STHA_Dw_s_Ot_d_Cab_h_HATSIP,R_STHA_Dw_s_Ot_d_IHTSO_HATSIP,R_STHA_Dw_s_Ot_d_HFASO_HATSIP,R_STHA_Dw_s_Ot_d_Tot_HATSIP,R_STHA_Dw_s_Ns_HATSIP,R_STHA_Tot_HATSIP,R_Pnsh_Dw_s_S_Hou_HATSIP,R_Pnsh_Dw_s_SDRTHT_HATSIP,R_Pnsh_Dw_s_Fl_Ap_HATSIP,R_Pnsh_Dw_s_Ot_d_Car_HATSIP,R_Pnsh_Dw_s_Ot_d_Cab_h_HATSIP,R_Pnsh_Dw_s_Ot_d_IHTSO_HATSIP,R_Pnsh_Dw_s_Ot_d_HFASO_HATSIP,R_Pnsh_Dw_s_Oth_d_Tot_HATSIP,R_Pnsh_Dw_s_Ns_HATSIP,R_Pnsh_Tot_HATSIP,R_CHP_Dw_s_S_Hou_HATSIP,R_CHP_Dw_s_SDRTHT_HATSIP,R_CHP_Dw_s_Fl_Ap_HATSIP,R_CHP_Dw_s_Oth_d_Car_HATSIP,R_CHP_Dw_s_Oth_d_Cab_h_HATSIP,R_CHP_Dw_s_Oth_d_IHTSO_HATSIP,R_CHP_Dw_s_Oth_d_HFASO_HATSIP,R_CHP_Dw_s_Oth_d_Tot_HATSIP,R_CHP_Dw_s_Ns_HATSIP,R_CHP_Tot_HATSIP,R_othLT_Dw_s_S_Hou_HATSIP,R_othLT_Dw_s_SDRTHT_HATSIP,R_othLT_Dw_s_Fl_Ap_HATSIP,R_othLT_Dw_s_O_d_Car_HATSIP,R_othLT_Dw_s_O_d_Cab_h_HATSIP,R_othLT_Dw_s_O_d_IHTSO_HATSIP,R_othLT_Dw_s_O_d_HFASO_HATSIP,R_othLT_Dw_s_O_d_Tot_HATSIP,R_othLT_Dw_s_Ns_HATSIP,R_othLT_Tot_HATSIP,R_LTns_Dw_s_S_Hou_HATSIP,R_LTns_Dw_s_SDRTHT_HATSIP,R_LTns_Dw_s_Fl_Ap_HATSIP,R_LTns_Dw_s_Ot_d_Car_HATSIP,R_LTns_Dw_s_Ot_d_Cab_h_HATSIP,R_LTns_Dw_s_Ot_d_IHTSO_HATSIP,R_LTns_Dw_s_Ot_d_HFASO_HATSIP,R_LTns_Dw_s_Ot_d_Tot_HATSIP,R_LTns_Dw_s_Ns_HATSIP,R_LTns_Tot_HATSIP,R_Tot_Dw_s_S_Hou_HATSIP,R_Tot_Dw_s_SDRTHT_HATSIP,R_Tot_Dw_s_Fl_Ap_HATSIP,R_Tot_Dw_s_Oth_d_Car_HATSIP,R_Tot_Dw_s_Oth_d_Cab_h_HATSIP,R_Tot_Dw_s_Oth_d_IHTSO_HATSIP,R_Tot_Dw_s_Oth_d_HFASO_HATSIP,R_Tot_Dw_s_Oth_d_Tot_HATSIP,R_Tot_Dw_s_Ns_HATSIP,R_Tot_Tot_HATSIP,Oth_TT_Dw_s_S_Hou_HATSIP,Oth_TT_Dw_s_SDRTHT_HATSIP,Oth_TT_Dw_s_Fl_Ap_HATSIP,Oth_TT_Dw_s_Ot_d_Car_HATSIP,Oth_TT_Dw_s_Ot_d_Cab_h_HATSIP,Oth_TT_Dw_s_Ot_d_IHTSO_HATSIP,Oth_TT_Dw_s_Ot_d_HFASO_HATSIP,Oth_TT_Dw_s_Ot_d_Tot_HATSIP,Oth_TT_Dw_s_Ns_HATSIP,Oth_TT_Tot_HATSIP,TT_ns_Dw_s_S_Hou_HATSIP,TT_ns_Dw_s_SDRTHT_HATSIP,TT_ns_Dw_s_Fl_Ap_HATSIP,TT_ns_Dw_s_Oth_d_Car_HATSIP,TT_ns_Dw_s_Oth_d_Cab_h_HATSIP,TT_ns_Dw_s_Oth_d_IHTSO_HATSIP,TT_ns_Dw_s_Oth_d_HFASO_HATSIP,TT_ns_Dw_s_Oth_d_Tot_HATSIP,TT_ns_Dw_s_Ns_HATSIP,TT_ns_Tot_HATSIP,Tot_Dw_s_S_Hou_HATSIP,Tot_Dw_s_SDRTHT_HATSIP,Tot_Dw_s_Fl_Ap_HATSIP,Tot_Dw_s_Oth_d_Car_HATSIP,Tot_Dw_s_Oth_d_Cab_h_HATSIP,Tot_Dw_s_Oth_d_IHTSO_HATSIP,Tot_Dw_s_Oth_d_HFASO_HATSIP,Tot_Dw_s_Oth_d_Tot_HATSIP,Tot_Dw_s_Ns_HATSIP,Tot_Tot_HATSIP,Ow_o_Dw_s_S_Hou_Oth_h,Ow_o_Dw_s_SDRTHT_Oth_h,Ow_o_Dw_s_Fl_Ap_Oth_h,Ow_o_Dw_s_Oth_d_Car_Oth_h,Ow_o_Dw_s_Oth_d_Cab_h_Oth_h,Ow_o_Dw_s_Oth_d_IHTSO_Oth_h,Ow_o_Dw_s_Oth_d_HFASO_Oth_h,Ow_o_Dw_s_Oth_d_Tot_Oth_h,Ow_o_Dw_s_Ns_Oth_h,Ow_o_Tot_Oth_h,Ow_wm_Dw_s_S_Hou_Oth_h,Ow_wm_Dw_s_SDRTHT_Oth_h,Ow_wm_Dw_s_Fl_Ap_Oth_h,Ow_wm_Dw_s_Oth_d_Car_Oth_h,Ow_wm_Dw_s_Oth_d_Cab_h_Oth_h,Ow_wm_Dw_s_Oth_d_IHTSO_Oth_h,Ow_wm_Dw_s_Oth_d_HFASO_Oth_h,Ow_wm_Dw_s_Oth_d_Tot_Oth_h,Ow_wm_Dw_s_Ns_Oth_h,Ow_wm_Tot_Oth_h,R_RAg_Dw_s_S_Hou_Oth_h,R_RAg_Dw_s_SDRTHT_Oth_h,R_RAg_Dw_s_Fl_Ap_Oth_h,R_RAg_Dw_s_Oth_d_Car_Oth_h,R_RAg_Dw_s_Oth_d_Cab_h_Oth_h,R_RAg_Dw_s_Oth_d_IHTSO_Oth_h,R_RAg_Dw_s_Oth_d_HFASO_Oth_h,R_RAg_Dw_s_Oth_d_Tot_Oth_h,R_RAg_Dw_s_Ns_Oth_h,R_RAg_Tot_Oth_h,R_STHA_Dw_s_S_Hou_Oth_h,R_STHA_Dw_s_SDRTHT_Oth_h,R_STHA_Dw_s_Fl_Ap_Oth_h,R_STHA_Dw_s_Ot_d_Car_Oth_h,R_STHA_Dw_s_Ot_d_Cab_h_Oth_h,R_STHA_Dw_s_Ot_d_IHTSO_Oth_h,R_STHA_Dw_s_Ot_d_HFASO_Oth_h,R_STHA_Dw_s_Ot_d_Tot_Oth_h,R_STHA_Dw_s_Ns_Oth_h,R_STHA_Tot_Oth_h,R_Pnsh_Dw_s_S_Hou_Oth_h,R_Pnsh_Dw_s_SDRTHT_Oth_h,R_Pnsh_Dw_s_Fl_Ap_Oth_h,R_Pnsh_Dw_s_Ot_d_Car_Oth_h,R_Pnsh_Dw_s_Ot_d_Cab_h_Oth_h,R_Pnsh_Dw_s_Ot_d_IHTSO_Oth_h,R_Pnsh_Dw_s_Ot_d_HFASO_Oth_h,R_Pnsh_Dw_s_Oth_d_Tot_Oth_h,R_Pnsh_Dw_s_Ns_Oth_h,R_Pnsh_Tot_Oth_h,R_CHP_Dw_s_S_Hou_Oth_h,R_CHP_Dw_s_SDRTHT_Oth_h,R_CHP_Dw_s_Fl_Ap_Oth_h,R_CHP_Dw_s_Oth_d_Car_Oth_h,R_CHP_Dw_s_Oth_d_Cab_h_Oth_h,R_CHP_Dw_s_Oth_d_IHTSO_Oth_h,R_CHP_Dw_s_Oth_d_HFASO_Oth_h,R_CHP_Dw_s_Oth_d_Tot_Oth_h,R_CHP_Dw_s_Ns_Oth_h,R_CHP_Tot_Oth_h,R_othLT_Dw_s_S_Hou_Oth_h,R_othLT_Dw_s_SDRTHT_Oth_h,R_othLT_Dw_s_Fl_Ap_Oth_h,R_othLT_Dw_s_O_d_Car_Oth_h,R_othLT_Dw_s_O_d_Cab_h_Oth_h,R_othLT_Dw_s_O_d_IHTSO_Oth_h,R_othLT_Dw_s_O_d_HFASO_Oth_h,R_othLT_Dw_s_O_d_Tot_Oth_h,R_othLT_Dw_s_Ns_Oth_h,R_othLT_Tot_Oth_h,R_LTns_Dw_s_S_Hou_Oth_h,R_LTns_Dw_s_SDRTHT_Oth_h,R_LTns_Dw_s_Fl_Ap_Oth_h,R_LTns_Dw_s_Ot_d_Car_Oth_h,R_LTns_Dw_s_Ot_d_Cab_h_Oth_h,R_LTns_Dw_s_Ot_d_IHTSO_Oth_h,R_LTns_Dw_s_Ot_d_HFASO_Oth_h,R_LTns_Dw_s_Ot_d_Tot_Oth_h,R_LTns_Dw_s_Ns_Oth_h,R_LTns_Tot_Oth_h
501011001,4,0,0,0,0,0,0,0,0,4,14,0,0,0,0,0,0,0,0,14,4,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,4,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,0,0,0,0,0,0,4,0,35,919,20,0,26,0,0,0,30,0,975,747,3,0,0,0,0,0,0,0,755,149,3,0,0,0,0,0,0,0,158,3,16,4,0,0,0,0,0,0,21,222,4,3,0,4,0,0,8,0,241,0,7,0,0,0,0,0,0,0,10,35,0,0,3,3,4,0,9,0,48,4,0,0,0,0,0,0,0,0,8
501011003,15,0,0,0,0,0,0,0,0,19,18,3,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53,3,0,0,0,0,0,0,0,58,1422,69,7,6,31,4,0,45,0,1537,1408,97,5,8,0,4,0,8,4,1519,301,43,3,0,6,0,0,6,0,347,16,13,0,0,0,0,0,0,0,23,269,21,4,0,5,0,0,3,0,299,5,0,0,0,0,0,0,0,0,5,43,0,0,3,11,0,0,13,0,64,0,0,0,0,0,0,0,0,0,4
501011004,13,0,0,0,0,0,0,0,0,13,30,5,0,0,0,0,0,0,0,32,13,0,0,0,0,0,0,0,0,9,11,0,0,0,0,0,0,0,0,10,8,3,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,0,0,0,0,0,0,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,76,10,0,0,0,0,0,0,0,83,963,39,3,10,0,0,0,10,4,1021,1328,43,9,0,0,0,0,0,3,1384,329,44,3,0,0,0,0,0,0,372,44,23,0,0,0,0,0,0,0,67,336,26,3,0,0,0,0,0,0,371,5,4,0,0,0,0,0,0,0,7,22,0,0,0,15,0,0,22,0,50,0,0,0,0,0,0,0,0,0,0
501011293,12,0,0,0,3,0,0,3,0,15,31,0,0,0,0,0,0,0,0,31,22,0,0,0,0,0,0,0,0,25,18,0,0,0,0,0,0,0,0,16,17,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49,3,0,0,0,0,0,0,0,56,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,90,11,0,0,3,0,0,3,0,101,1164,61,9,10,59,0,0,68,0,1300,1179,16,4,0,0,0,3,4,0,1203,437,57,4,0,0,0,0,0,0,494,75,70,0,0,0,0,0,0,0,147,186,19,3,0,0,0,0,0,3,213,3,22,0,0,0,0,0,0,0,29,19,0,0,3,4,0,0,11,4,34,7,0,0,0,0,0,0,0,0,5
501011294,24,4,0,0,0,0,0,0,0,26,66,0,0,0,0,0,0,0,0,70,39,5,0,0,0,0,0,0,0,43,27,11,0,0,0,0,0,0,0,31,18,0,0,0,0,0,0,0,0,18,0,3,0,0,0,0,0,0,0,3,6,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,80,17,0,0,0,0,0,0,0,99,0,0,0,0,0,0,0,0,0,4,4,3,0,0,0,0,0,0,0,8,178,26,0,6,0,0,0,8,0,209,2262,202,18,18,8,4,0,29,7,2514,2403,101,5,0,0,0,0,0,0,2507,657,134,0,0,0,0,0,0,4,793,132,122,0,0,0,0,0,0,0,256,417,48,0,0,0,0,0,0,3,472,15,38,0,0,0,0,0,0,0,49,58,12,3,24,15,0,3,41,0,116,3,0,0,0,0,0,0,0,0,9
501021005,13,0,0,6,0,0,0,3,0,15,131,0,0,0,0,0,0,0,0,134,41,0,0,0,0,0,0,0,0,41,25,0,0,0,0,0,0,0,0,24,15,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,82,0,0,0,0,0,0,0,0,82,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,5,228,4,0,3,3,0,0,8,0,235,1833,56,13,42,11,0,0,53,0,1958,3131,22,0,5,6,0,0,7,4,3163,611,53,6,0,0,0,0,4,5,675,34,32,9,0,0,0,0,0,0,74,302,17,8,0,0,0,0,3,0,331,9,8,0,0,0,0,0,0,0,18,28,0,0,7,11,4,0,18,0,47,4,0,0,0,0,0,0,0,0,4
501021007,8,6,0,0,0,0,0,0,0,14,31,0,0,0,0,0,0,0,0,31,4,0,0,0,0,0,0,0,0,4,4,3,0,0,0,0,0,0,0,6,7,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,3,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61,5,0,0,0,0,0,0,0,65,690,13,0,4,0,0,0,3,0,708,817,14,0,0,0,0,0,0,0,834,115,5,0,0,0,0,0,0,0,116,14,18,0,0,0,0,0,0,0,36,113,7,0,0,0,0,0,0,0,123,5,4,0,0,0,0,0,0,0,9,16,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0
501021008,18,0,0,0,0,0,0,0,0,22,35,3,0,0,0,0,0,0,0,37,31,6,0,0,0,0,0,0,0,40,21,13,0,0,0,0,0,0,0,29,12,0,0,0,0,0,0,0,0,17,5,4,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69,24,0,0,0,0,0,0,0,87,5,0,0,0,0,0,0,0,0,5,6,0,0,0,0,0,0,0,0,6,126,29,0,0,0,0,0,0,0,156,616,42,0,0,0,0,0,0,0,652,745,42,0,0,0,0,0,0,0,786,363,92,0,0,0,0,0,0,0,454,50,128,0,0,0,0,0,0,0,182,240,27,0,0,0,0,0,0,0,270,7,47,0,0,0,0,0,0,0,55,14,26,0,0,0,0,0,0,0,39,8,4,0,0,0,0,0,0,0,10
501021009,23,0,0,0,0,0,0,0,0,26,52,0,0,0,0,0,0,0,0,52,16,0,0,0,0,0,0,0,0,21,21,0,6,0,0,0,0,0,0,26,19,0,0,0,0,0,0,0,0,19,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69,0,4,0,0,0,0,0,0,76,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,4,154,0,4,0,0,0,0,0,0,165,1306,19,24,6,0,0,0,8,6,1355,1150,12,10,0,0,0,0,0,0,1177,198,13,32,0,0,0,0,0,0,237,45,30,21,0,0,0,0,0,0,101,181,18,4,0,0,0,0,0,0,205,5,0,0,0,0,0,0,0,0,12,27,0,3,6,0,0,0,4,0,35,4,0,4,0,0,0,0,0,0,3
501021010,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,18,439,4,0,15,19,0,0,32,0,471,486,5,0,0,0,0,0,3,0,492,31,0,0,0,0,0,0,0,0,35,3,0,0,0,0,0,0,0,0,3,79,0,0,0,0,0,0,0,0,80,12,0,0,0,0,0,0,0,0,12,11,0,0,16,4,0,0,15,0,24,0,0,0,0,0,0,0,0,0,0
501021011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
501021012,13,0,0,0,0,0,0,0,0,21,79,0,0,0,0,0,0,0,0,79,31,5,0,0,0,0,0,0,0,31,3,0,0,0,0,0,0,0,0,5,22,0,0,0,0,0,0,0,0,22,5,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,64,4,0,0,0,0,0,0,0,72,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,166,5,0,0,0,0,0,0,0,172,1165,109,5,4,12,0,0,18,0,1298,1884,37,0,0,0,0,0,0,0,1929,429,74,3,0,0,0,0,0,0,507,16,12,0,0,0,0,0,0,0,34,232,20,0,0,0,0,0,0,0,261,0,3,0,0,0,0,0,0,0,3,14,3,0,0,3,0,0,8,0,30,3,0,0,0,0,0,0,0,0,3
