SA2_CODE_2021,Neg_Nil_inc_Hh_with_Ind_psns,Neg_Nil_inc_Other_households,Neg_Nil_income_Tot_hhlds,1_149_Hhd_with_Indig_psns,1_149_Other_households,1_149_Tot_hhlds,150_299_Hhd_with_Indig_psns,150_299_Other_households,150_299_Tot_hhlds,300_399_Hhd_with_Indig_psns,300_399_Other_households,300_399_Tot_hhlds,400_499_Hhd_with_Indig_psns,400_499_Other_households,400_499_Tot_hhlds,500_649_Hhd_with_Indig_psns,500_649_Other_households,500_649_Tot_hhlds,650_799_Hhd_with_Indig_psns,650_799_Other_households,650_799_Tot_hhlds,800_999_Hh_with_Indig_psn,800_999_Other_households,800_999_Tot_hhlds,1000_1249_Hh_with_Indig_psn,1000_1249_Other_households,1000_1249_Tot_hhlds,1250_1499_Hh_with_Indig_psn,1250_1499_Other_households,1250_1499_Tot_hhlds,1500_1749_Hh_with_Indig_psn,1500_1749_Other_households,1500_1749_Tot_hhlds,1750_1999_Hh_with_Indig_psn,1750_1999_Other_households,1750_1999_Tot_hhlds,2000_2499_Hh_with_Indig_psn,2000_2499_Other_households,2000_2499_Tot_hhlds,2500_2999_Hh_with_Indig_psn,2500_2999_Other_households,2500_2999_Tot_hhlds,3000_3499_Hh_with_Indig_psn,3000_3499_Other_households,3000_3499_Tot_hhlds,3500_more_Hh_with_Indig_psn,3500_more_stated_Other_hhds,3500_more_stated_Tot_hhlds,Part_inc_st_Hh_with_Indig_psn,Partial_inc_stated_Other_hhds,Partial_inc_stated_Tot_hhlds,All_inc_ns_Hh_with_Ind_psns,All_income_ns_Other_household,All_inc_NS_Tot_hhlds,Tot_Household_with_Indig_psns,Tot_Other_households,Tot_Tot_hhlds
505021097,4,114,123,0,61,61,0,90,90,0,153,153,4,439,440,3,368,371,4,366,371,4,407,415,7,478,482,13,480,486,5,362,368,8,332,334,7,745,747,8,404,406,8,424,429,13,1415,1431,0,348,350,8,105,106,92,7071,7163
505021301,0,101,101,0,35,35,3,72,71,0,100,102,5,299,300,0,171,171,0,234,233,0,221,218,0,191,191,0,233,243,8,201,205,0,200,202,4,386,384,3,306,311,5,286,292,12,883,891,4,252,255,0,58,66,47,4231,4278
505021302,0,112,112,0,43,47,4,80,85,6,133,141,7,377,382,0,317,317,5,346,346,12,334,349,0,406,406,4,377,384,4,302,305,4,285,287,6,574,579,3,335,337,4,314,314,13,789,807,5,266,268,5,78,82,81,5477,5551
505031098,4,70,78,0,21,22,9,61,68,3,92,97,8,243,250,3,137,135,11,249,262,9,247,255,7,313,321,13,328,336,5,279,284,11,226,232,16,450,463,10,276,282,4,199,208,8,329,342,7,252,261,5,46,51,132,3818,3949
505031099,5,108,114,0,47,45,6,81,87,5,176,181,9,459,472,15,377,386,27,484,509,22,538,556,11,598,611,19,640,660,13,495,502,10,505,516,28,893,918,17,598,610,6,448,454,26,761,786,16,756,770,5,119,125,238,8077,8312
505031100,0,70,70,0,26,26,0,39,39,3,57,57,4,143,150,0,128,132,11,212,224,4,277,282,5,340,350,7,411,420,10,338,354,15,378,386,21,845,870,5,575,584,12,512,522,16,903,923,11,606,615,0,73,73,127,5944,6070
505031101,0,69,65,6,14,16,5,45,49,4,98,102,6,201,209,10,163,167,3,253,254,12,318,327,4,340,349,8,359,369,11,346,358,4,311,313,19,683,701,12,408,416,5,343,352,12,503,515,17,391,409,0,62,62,142,4896,5039
505031102,8,73,84,0,20,20,3,50,56,7,105,108,15,249,265,10,159,170,14,222,237,13,260,275,15,281,290,19,276,293,15,206,216,6,186,192,21,304,323,11,174,185,4,98,101,11,160,162,8,197,212,3,57,63,174,3091,3269
505031104,3,67,75,0,21,21,0,41,43,0,81,85,9,218,224,5,119,119,3,241,249,6,225,236,5,262,264,8,270,284,8,230,242,9,201,211,10,405,413,11,255,266,6,203,203,6,314,320,12,227,237,0,62,59,99,3444,3543
505031105,10,92,98,0,33,33,0,53,54,4,73,78,6,182,185,4,170,181,4,285,295,7,267,271,3,346,352,4,372,377,4,285,288,6,324,326,22,769,795,14,579,587,5,574,582,27,1635,1661,8,750,761,0,90,94,133,6886,7016
505031106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
505031107,3,60,60,0,8,8,0,24,24,0,57,59,0,139,139,4,226,229,0,223,226,3,206,208,3,213,213,3,266,269,4,224,226,0,239,240,4,495,497,3,459,462,5,350,357,18,830,852,7,407,419,0,76,76,69,4504,4571
505031255,0,49,53,0,13,13,0,23,23,0,56,56,3,100,104,0,121,122,6,165,168,7,205,213,8,295,301,3,360,363,11,337,343,9,284,291,15,700,710,3,456,461,7,387,398,9,553,563,18,509,524,0,56,54,106,4660,4764
505031256,0,3,3,0,0,0,0,8,8,0,3,3,0,6,6,0,3,3,0,9,9,0,17,17,0,13,13,0,22,22,0,10,6,0,4,4,6,26,26,0,21,21,0,16,16,0,42,40,0,22,19,0,5,5,4,215,222
505031257,0,25,25,0,12,10,0,26,26,0,39,39,3,70,75,0,52,53,3,87,94,3,69,68,0,88,92,0,63,63,3,64,69,9,70,77,6,122,127,3,82,85,3,63,61,8,135,146,19,184,197,0,26,27,68,1285,1350
505031258,0,64,62,0,12,12,0,32,35,0,68,68,7,168,177,11,153,163,3,203,209,10,215,221,12,218,232,11,265,273,11,180,195,7,188,191,12,463,475,15,248,266,5,237,241,11,378,390,28,448,467,0,49,55,142,3595,3737
505031303,0,51,51,0,15,15,0,28,28,0,55,55,0,136,139,9,128,135,5,203,207,5,213,212,3,261,263,12,307,314,4,251,257,6,261,266,6,586,601,5,467,471,4,348,347,17,735,752,10,385,390,0,62,62,75,4496,4572
505031304,0,43,38,0,11,15,0,26,30,0,43,43,0,94,93,0,76,80,0,119,119,3,157,160,5,188,193,3,246,252,4,256,256,6,266,271,10,631,642,6,535,538,10,461,468,13,1008,1020,7,383,392,0,35,35,64,4576,4647
505031305,0,48,52,0,23,23,0,29,29,0,38,44,0,164,170,0,129,129,5,193,193,0,172,169,0,213,213,4,256,264,0,239,242,9,245,255,9,546,551,9,455,464,6,398,403,10,930,940,0,322,327,0,62,62,45,4482,4527
505031306,0,72,72,4,33,37,0,51,57,4,122,130,10,312,324,7,239,253,4,301,303,0,320,323,5,366,367,3,345,347,4,306,312,4,287,292,14,597,614,14,462,476,10,360,367,11,584,597,13,436,454,0,119,119,112,5323,5435
506011110,10,134,144,3,45,50,11,111,126,13,257,274,32,645,677,31,468,499,42,573,616,30,593,625,46,702,747,35,737,772,30,564,596,22,490,506,61,843,902,33,502,530,13,319,339,32,416,449,39,570,612,9,186,197,498,8155,8651
506011111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
506011112,0,42,44,0,12,7,3,38,44,0,56,60,0,126,126,5,76,82,11,140,144,8,147,157,6,207,219,7,171,176,6,130,138,4,128,140,13,233,246,7,129,140,5,85,88,3,137,138,10,115,127,3,32,32,102,2014,2110
506011114,6,67,72,0,28,28,0,60,62,0,129,127,5,275,281,15,212,221,14,275,283,17,304,319,19,308,325,11,300,312,11,243,257,12,211,224,30,376,402,13,216,222,9,213,225,15,330,348,19,285,300,6,70,78,193,3907,4102
506011115,0,54,54,0,11,11,0,32,38,3,46,48,0,142,149,6,127,132,3,140,147,3,166,163,0,180,180,3,184,187,3,131,136,6,157,164,6,297,302,3,213,219,4,213,216,11,545,558,3,226,229,3,48,52,61,2909,2972
506011116,0,39,37,0,20,20,0,22,22,0,29,29,0,98,97,0,76,76,0,131,131,0,117,117,0,128,126,0,159,155,0,117,121,0,134,135,0,284,286,5,203,206,4,224,223,10,543,562,0,220,215,0,26,26,26,2557,2585
506011117,8,37,48,0,9,13,4,21,28,0,38,42,5,98,105,10,105,115,11,176,194,10,176,189,10,272,283,16,299,321,6,295,303,9,257,267,18,495,510,18,320,340,11,218,229,16,250,267,17,287,309,3,35,38,179,3412,3591
506011307,0,32,28,0,7,7,0,15,19,0,22,22,0,38,40,3,49,53,0,87,87,0,111,109,0,182,181,5,197,200,0,195,195,0,223,224,6,542,551,8,401,413,0,391,391,8,716,724,9,318,326,0,22,22,55,3536,3588
506011308,0,37,39,0,9,9,0,10,12,0,27,27,0,47,47,0,51,52,3,97,102,0,143,143,3,226,229,6,268,271,0,276,277,4,322,327,7,788,799,10,576,585,7,567,573,21,970,991,4,421,427,0,44,44,69,4882,4946
506021118,3,107,114,0,38,38,5,87,93,10,159,173,9,375,383,9,209,219,5,265,279,12,331,342,16,383,400,13,405,423,11,333,338,12,309,313,23,654,678,13,371,387,10,357,365,30,792,823,21,399,422,8,83,93,220,5656,5881
506021119,4,124,134,0,45,45,9,92,103,8,186,192,10,343,356,14,273,280,13,277,285,17,293,317,10,394,405,11,417,425,8,366,379,12,340,353,18,810,830,15,478,494,10,512,521,23,1336,1358,16,441,454,5,70,79,192,6810,7003
506021120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
506021121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
506021123,0,133,133,0,35,35,0,84,84,3,163,168,0,279,277,4,263,269,3,301,301,7,367,375,5,442,443,15,478,490,8,419,429,4,368,371,13,843,856,11,421,427,13,428,436,17,1320,1344,8,406,415,5,69,67,124,6799,6920
506021309,3,67,70,3,11,12,4,39,47,7,103,111,8,209,214,10,132,141,15,182,194,5,217,220,5,260,271,9,251,254,12,209,219,8,184,188,16,372,390,7,240,253,5,176,183,18,324,347,5,239,245,4,45,50,136,3260,3402
506021310,0,57,58,0,23,23,0,32,32,6,75,76,3,184,181,0,93,94,4,149,154,0,167,168,3,196,198,8,240,251,7,210,216,5,170,171,3,354,359,3,172,175,3,174,176,6,292,301,5,176,182,0,46,46,53,2807,2861
506021311,4,73,82,0,29,31,6,63,67,4,140,146,7,255,267,5,173,176,3,196,203,6,261,262,8,338,342,15,364,377,11,328,333,7,260,270,14,649,662,8,300,307,3,303,307,22,651,667,15,294,306,4,59,64,139,4739,4873
506031124,6,164,174,0,64,69,3,134,136,12,238,250,13,555,569,10,441,454,6,408,415,9,442,450,19,475,490,20,523,540,6,402,408,16,376,390,21,819,835,8,487,497,12,443,453,25,871,891,19,513,537,11,118,126,227,7467,7694
506031125,0,63,63,0,19,19,0,24,24,0,35,38,0,77,76,0,58,58,0,119,119,0,135,137,0,166,167,0,173,176,3,167,170,0,159,169,0,339,343,5,283,288,0,263,263,18,761,775,4,299,304,0,23,23,36,3178,3216
506031126,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6
506031127,3,139,139,0,50,50,9,89,99,5,143,154,14,346,362,6,235,243,18,325,343,11,408,420,9,540,549,7,540,548,8,477,481,7,474,480,15,904,916,11,579,595,10,455,456,10,712,718,16,536,552,3,109,115,161,7058,7219
506031128,0,105,107,0,39,39,5,77,80,5,119,126,8,312,318,10,238,244,8,363,371,10,331,338,11,417,429,4,386,392,0,331,331,7,277,288,7,626,634,6,385,394,8,323,328,13,580,595,6,346,354,0,46,46,110,5303,5415
506031129,0,94,89,0,43,43,3,57,59,0,91,94,3,266,269,0,175,175,3,226,232,3,243,246,3,286,292,3,323,330,0,227,227,0,228,230,7,487,496,0,315,318,3,352,353,3,1215,1217,6,305,308,0,35,43,43,4966,5007
506031130,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6
506031131,0,87,87,0,44,46,0,73,70,0,102,99,0,224,225,0,184,184,0,259,264,0,271,272,6,363,366,5,356,358,0,306,306,0,281,287,4,670,675,0,534,537,3,521,525,10,1299,1309,5,487,495,0,54,55,44,6110,6159
506041132,10,121,125,6,43,42,9,100,104,6,154,162,11,377,388,15,270,283,24,447,469,17,446,458,25,603,630,22,573,601,11,472,486,9,409,413,31,803,836,14,529,543,9,348,360,18,592,607,30,468,500,4,115,124,256,6863,7118
506041133,0,104,104,0,38,38,4,33,36,0,61,65,0,200,202,4,160,169,0,276,277,0,303,305,7,368,372,3,453,460,4,373,372,7,397,403,7,919,928,5,700,702,3,610,614,15,1505,1515,11,591,605,0,68,74,75,7150,7231
506041134,8,138,144,0,37,41,7,122,130,15,275,290,13,611,631,25,471,498,28,556,583,29,572,602,20,658,685,29,612,643,18,529,544,14,413,431,40,791,827,35,441,471,10,286,297,18,387,403,28,475,501,16,143,155,365,7513,7877
506041135,3,96,100,0,33,33,0,42,46,3,81,85,3,180,184,11,184,194,10,298,317,8,263,275,5,370,374,15,439,446,13,404,418,4,408,414,26,902,928,16,634,653,13,586,601,22,1108,1129,18,576,595,0,65,66,174,6681,6856
506041136,3,96,104,6,30,35,7,62,73,8,135,142,6,339,349,9,228,236,16,332,339,11,360,371,16,422,435,6,413,421,10,305,313,11,290,301,24,540,565,13,334,343,12,250,262,18,390,402,17,394,414,0,80,84,195,5001,5193
506041137,4,163,175,4,44,40,6,100,107,3,186,193,3,433,443,11,312,324,13,544,561,14,557,565,21,626,652,23,644,661,20,471,493,15,529,534,26,1000,1028,18,593,614,10,507,515,26,787,815,29,539,564,3,113,120,251,8154,8401
506051138,3,89,91,0,52,52,3,55,61,11,128,140,9,315,324,14,252,259,14,328,337,6,341,351,16,453,469,19,481,505,7,411,423,18,376,394,26,860,889,17,602,619,16,488,503,27,862,892,20,569,584,0,97,96,245,6759,7003
506051139,5,80,85,0,24,21,3,44,43,5,77,78,5,204,207,6,188,194,5,254,267,4,253,258,11,326,338,10,294,302,12,243,250,15,241,257,17,562,580,15,364,383,13,319,333,23,493,519,18,359,374,4,66,70,176,4392,4571
506051140,0,93,93,0,41,41,0,70,70,4,98,100,0,284,284,0,198,205,8,330,338,3,306,308,6,382,391,9,395,401,4,259,259,4,259,258,11,522,530,13,384,397,11,355,359,14,1154,1173,7,431,434,0,93,94,97,5648,5750
506051141,0,50,51,0,32,32,0,42,48,5,67,67,0,171,171,0,144,147,0,192,192,0,189,192,3,241,243,4,219,224,8,160,167,4,181,189,0,393,395,7,281,289,3,288,292,19,846,864,8,295,302,0,44,46,61,3861,3927
506061142,0,56,53,0,19,19,0,46,46,0,57,58,3,152,159,8,151,153,6,236,241,10,249,258,18,357,374,24,419,445,16,422,431,23,441,456,36,961,995,28,637,670,23,491,515,36,830,864,39,654,693,3,64,71,263,6232,6498
506061143,3,30,36,0,14,14,0,18,18,0,24,24,0,64,64,0,48,48,7,106,108,0,79,80,3,114,118,5,127,132,4,103,110,0,133,137,8,236,248,5,205,203,8,162,172,15,462,479,7,244,253,0,26,33,77,2197,2274
506061144,0,22,25,0,9,9,0,16,16,0,33,32,0,51,52,0,46,50,0,85,82,0,86,81,4,69,77,0,82,82,3,48,54,4,69,73,4,148,155,3,103,103,0,113,114,11,222,229,7,182,190,0,38,38,46,1414,1463
506071145,4,108,112,0,52,52,0,96,96,4,147,150,7,345,347,10,320,328,0,300,298,3,348,350,3,405,407,3,432,434,5,368,376,8,326,326,6,718,724,0,389,389,4,405,409,18,1232,1246,6,348,351,9,57,63,86,6384,6474
506071146,0,83,79,0,30,34,7,60,68,3,96,97,7,193,205,10,143,154,3,170,178,0,175,176,6,202,199,0,180,186,4,170,173,0,166,166,11,327,335,5,232,238,4,247,251,23,1076,1095,10,264,270,0,48,52,91,3875,3968
506071147,4,183,183,0,56,58,3,85,87,5,128,130,0,271,271,0,276,284,3,246,251,5,290,295,9,410,421,6,463,468,3,379,388,4,367,374,10,761,768,3,355,359,0,434,438,19,1971,1988,5,401,407,3,90,88,86,7166,7254
507011148,0,68,68,3,21,29,0,39,42,0,53,53,6,160,159,4,112,113,0,213,217,5,269,273,5,348,350,4,377,381,0,322,323,9,355,363,8,920,926,13,675,687,13,746,764,25,1661,1690,16,577,589,0,46,46,121,6959,7077
507011150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,9
507011151,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
507011152,0,83,83,0,21,21,0,44,44,0,62,65,0,159,159,0,120,117,0,188,194,3,144,143,3,174,177,0,177,177,0,162,165,3,164,168,4,390,394,6,293,303,0,266,266,13,749,761,7,255,263,0,46,49,58,3483,3540
507011153,0,50,51,0,21,24,6,64,65,4,109,111,11,251,263,7,152,153,4,166,177,4,216,216,6,238,244,8,231,235,3,190,194,5,204,202,3,399,409,4,237,242,3,206,207,11,398,407,11,202,212,0,64,64,94,3388,3481
507011154,6,87,95,3,35,39,4,78,79,9,175,188,14,368,375,12,243,249,12,288,297,6,330,338,10,320,333,5,307,313,12,277,286,8,225,230,22,521,541,5,310,319,0,250,249,13,421,429,11,337,350,10,83,94,155,4651,4808
507011155,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
507011158,0,28,28,0,12,12,0,10,8,0,19,19,0,37,37,0,32,32,0,44,44,0,53,53,0,76,76,4,80,84,3,73,75,0,65,65,8,138,146,0,81,81,0,123,126,6,491,496,0,93,93,0,10,10,18,1462,1481
507011159,4,65,73,4,34,33,8,61,66,4,82,87,6,270,280,5,175,180,4,232,236,6,213,221,13,328,339,11,325,340,4,298,309,8,255,264,20,528,546,12,370,377,4,306,315,20,540,563,15,303,315,8,58,62,140,4443,4583
507011160,0,75,74,0,30,30,5,80,82,3,118,122,6,331,333,3,200,203,4,324,324,4,286,289,16,346,364,9,312,322,11,264,276,9,241,245,11,471,473,3,290,296,3,239,248,13,529,540,5,299,305,4,64,66,105,4480,4591
507011161,0,58,62,0,18,18,0,24,22,3,72,72,0,138,141,5,129,129,5,208,212,4,230,237,8,295,301,12,355,367,3,342,347,9,353,366,20,800,818,14,590,605,3,566,570,18,1164,1180,9,498,508,0,52,49,119,5892,6014
507011163,0,30,33,0,22,22,0,32,32,0,57,63,0,137,142,8,73,79,0,128,133,3,144,147,8,168,172,7,185,185,4,161,168,0,147,150,9,372,380,3,258,269,4,197,202,6,365,376,10,213,217,0,30,30,72,2715,2787
507011259,0,35,34,0,8,15,0,25,25,0,40,42,5,98,105,3,76,77,3,138,148,6,136,148,11,192,202,8,230,235,8,201,210,4,195,195,11,466,479,5,327,336,7,297,307,16,625,650,9,280,286,0,40,39,111,3407,3519
507011260,0,18,18,0,0,0,0,11,11,0,11,11,0,25,25,0,23,23,0,32,32,0,33,30,0,30,30,4,46,47,0,44,45,0,55,55,0,88,93,0,58,58,0,64,64,3,218,223,3,70,73,0,11,11,15,841,849
507021164,0,50,50,0,18,21,6,25,32,0,49,49,0,125,125,0,110,114,0,124,122,0,108,105,0,146,146,4,181,185,4,124,132,0,111,117,3,261,267,0,136,144,0,186,190,4,900,904,4,203,204,0,25,25,41,2879,2913
507021165,0,121,122,0,48,47,5,129,139,6,210,223,3,397,405,4,258,260,7,289,298,9,332,342,5,409,412,12,380,386,5,320,325,5,357,357,11,706,712,5,370,376,3,463,466,21,1614,1633,8,469,476,0,95,93,132,6958,7087
507021166,0,107,106,5,42,47,5,95,102,6,172,174,12,412,426,6,249,255,9,334,349,9,311,318,4,335,338,11,336,345,6,264,265,3,287,291,15,597,613,6,357,365,14,409,422,20,1154,1178,15,420,437,7,84,95,155,5960,6112
507021167,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,9
507031169,3,49,54,3,17,23,9,30,38,5,54,63,0,125,126,7,130,136,13,195,210,9,216,231,8,350,358,17,394,414,15,379,394,10,386,399,24,850,876,12,554,564,16,449,461,28,748,768,16,623,637,0,54,56,194,5606,5798
507031170,4,45,53,6,21,24,0,53,56,0,87,87,5,251,253,5,191,194,7,209,222,10,210,225,18,208,226,12,218,230,9,172,179,10,159,173,10,264,279,9,143,148,5,111,113,11,138,143,11,187,199,5,47,53,149,2730,2874
507031172,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,12
507031173,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,4,4,0,14,14
507031174,3,61,69,6,21,27,6,65,75,9,147,160,18,302,321,17,220,235,18,256,275,20,340,357,20,345,369,18,325,342,14,301,322,6,226,231,21,410,429,12,240,257,12,175,193,24,211,233,22,318,341,4,80,84,260,4051,4305
507031261,0,17,17,0,3,6,0,5,8,0,26,26,0,44,44,0,43,44,0,79,84,0,104,109,4,124,129,0,159,163,9,168,179,0,179,177,7,356,365,5,304,310,8,248,256,11,455,465,10,253,260,0,23,23,60,2607,2660
507041175,0,90,90,0,42,42,0,47,46,0,58,62,4,136,140,0,125,123,0,163,164,0,181,181,0,218,218,0,250,247,0,206,203,3,204,209,0,377,381,8,230,235,5,286,293,16,1464,1486,0,264,264,0,43,41,43,4383,4423
507041176,0,16,13,0,10,10,0,10,10,0,21,26,0,43,44,0,44,44,0,54,61,0,57,57,3,69,69,0,70,70,5,54,62,0,62,62,0,122,122,0,88,88,0,97,97,0,355,352,0,81,81,0,11,11,14,1268,1276
507041177,3,87,92,5,38,44,3,94,96,7,136,143,9,407,412,5,273,280,5,318,323,0,303,302,4,385,390,3,355,356,3,301,306,0,272,272,5,612,615,7,374,383,6,414,422,10,1241,1249,8,353,360,0,83,83,84,6041,6123
507041178,0,105,107,0,43,43,0,67,67,0,120,120,9,265,273,5,224,225,3,258,258,0,265,269,4,329,336,0,351,354,3,266,269,0,245,245,3,569,577,8,334,337,0,358,356,26,1625,1650,11,349,360,0,64,66,80,5842,5922
507041179,0,55,55,0,31,31,0,35,35,3,46,48,0,186,185,0,131,131,0,147,148,0,155,155,0,169,173,0,168,168,0,128,127,0,122,122,0,259,259,7,186,192,0,204,206,8,602,613,0,181,183,0,41,41,26,2848,2874
507041180,0,43,43,0,26,26,0,33,33,0,50,50,0,133,133,0,101,101,0,152,153,0,180,180,0,203,203,3,232,228,0,173,174,0,176,180,5,391,399,4,303,308,0,347,347,6,972,975,0,257,257,0,34,34,20,3799,3817
507041181,3,109,109,0,56,58,0,64,62,0,113,113,6,309,318,0,235,234,5,273,277,0,267,267,5,332,336,4,311,315,5,250,252,4,290,296,15,551,567,0,394,397,3,432,438,22,1883,1902,6,390,391,0,73,73,73,6334,6404
507041182,0,81,81,0,39,43,4,52,58,0,94,94,0,224,227,0,171,171,0,268,274,0,265,265,3,296,299,0,284,288,5,215,220,3,221,225,5,452,460,8,306,311,0,291,289,5,849,862,0,297,297,0,53,54,45,4471,4511
507041183,3,37,40,0,19,17,3,33,42,5,82,81,5,182,188,10,109,118,10,91,107,10,105,114,5,100,104,5,99,103,0,99,96,0,73,77,0,232,236,4,134,136,5,165,171,3,309,318,3,122,130,0,45,47,87,2041,2125
507041184,0,42,42,0,24,24,0,39,39,0,19,19,0,64,64,0,38,38,0,81,81,0,92,92,0,99,99,0,109,113,0,70,70,0,84,84,0,198,198,0,118,116,0,144,144,7,575,582,0,135,132,0,14,14,4,1958,1966
507051186,0,82,79,0,14,14,5,41,43,7,94,93,3,261,266,14,164,173,12,262,272,10,223,235,17,288,299,6,258,266,11,197,206,9,175,181,22,295,318,9,180,188,3,123,126,12,153,167,16,246,259,6,68,73,155,3123,3278
507051187,0,46,42,0,18,18,0,42,39,0,73,71,6,180,185,0,138,144,10,252,257,10,231,244,3,244,250,10,265,275,14,249,262,8,231,237,23,537,560,8,376,387,20,339,356,27,544,572,21,501,518,0,67,71,168,4316,4488
507051188,0,114,114,0,50,49,5,103,114,3,280,286,13,669,671,11,540,549,13,521,531,14,564,579,21,534,558,12,473,487,9,376,383,5,336,336,16,558,576,11,354,367,3,292,299,12,536,547,11,450,460,5,170,175,172,6922,7091
507051189,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
507051190,0,94,91,0,31,31,0,86,91,3,149,155,6,388,393,10,265,274,10,337,345,6,323,330,3,364,369,4,294,303,8,272,281,6,227,230,9,451,463,4,245,255,4,258,260,13,526,541,14,375,392,0,94,90,126,4768,4891
507051191,0,79,83,0,22,22,9,42,49,3,68,71,13,178,193,8,181,183,8,254,261,10,279,286,12,326,344,22,348,369,11,358,362,3,380,384,21,883,905,20,606,622,17,619,634,48,1372,1420,33,857,897,0,68,68,246,6912,7160
507051192,0,68,68,0,35,35,0,53,53,0,84,92,8,214,224,8,204,212,10,279,292,7,267,272,5,285,295,16,340,351,7,254,259,12,225,239,27,503,532,12,303,316,7,262,263,16,500,520,30,410,438,4,75,76,168,4375,4543
507051193,0,61,59,3,17,21,0,36,39,9,89,97,9,220,223,11,195,206,9,249,259,5,268,280,16,278,298,13,263,275,15,241,254,7,208,215,26,415,434,14,270,284,5,214,221,21,333,349,13,323,344,7,51,54,187,3734,3916
507051312,3,41,41,0,19,19,0,18,18,0,44,49,0,98,100,11,127,134,8,170,176,10,159,165,12,228,235,10,288,291,11,264,271,0,266,266,20,504,524,17,335,353,9,264,274,21,501,526,22,439,464,0,48,50,147,3811,3962
507051313,0,90,93,0,28,28,0,60,60,3,77,84,0,219,223,3,253,259,13,355,368,9,358,364,13,429,440,17,441,458,10,447,457,11,467,477,31,1086,1121,22,707,722,26,699,730,44,1402,1441,26,1006,1037,0,94,95,236,8203,8441
507051314,0,0,0,0,3,3,0,3,3,0,0,0,0,9,9,0,16,16,0,28,28,4,27,32,4,29,30,0,46,45,3,41,50,6,43,46,4,96,99,3,68,66,0,47,46,3,88,91,3,87,92,0,3,3,32,637,665
509011225,4,81,85,0,58,58,4,92,104,12,169,176,12,507,530,13,449,464,16,464,485,21,445,463,25,478,503,19,461,477,17,321,337,12,283,302,14,597,620,7,332,336,5,279,282,22,475,486,9,312,318,5,134,141,213,5943,6152
509011226,0,26,26,0,19,18,0,15,15,0,22,22,0,60,63,0,55,55,0,88,91,5,67,69,0,89,88,4,101,103,0,71,71,0,68,68,0,131,131,5,79,85,0,69,69,5,147,151,4,127,133,0,18,18,20,1254,1275
509011227,4,40,38,0,16,16,0,23,23,0,38,39,4,110,111,8,86,96,3,181,180,4,135,141,4,164,168,4,135,148,0,103,104,6,92,99,3,198,201,7,150,160,4,91,100,5,155,165,16,115,134,4,24,23,82,1860,1940
