SA2_CODE_2021,Tot_20_24_PD_GD_GCL_M,Tot_20_24_BDL_M,Tot_20_24_ADip_DipL_M,Tot_20_24_Ct_III_IV_M,Tot_20_24_Ct_I_II_M,Tot_20_24_CL_nfd_M,Tot_20_24_LoE_NS_M,Tot_20_24_Tot_M,Tot_25_34_PD_GD_GCL_M,Tot_25_34_BDL_M,Tot_25_34_ADip_DipL_M,Tot_25_34_Ct_III_IV_M,Tot_25_34_Ct_I_II_M,Tot_25_34_CL_nfd_M,Tot_25_34_LoE_NS_M,Tot_25_34_Tot_M,Tot_35_44_PD_GD_GCL_M,Tot_35_44_BDL_M,Tot_35_44_ADip_DipL_M,Tot_35_44_Ct_III_IV_M,Tot_35_44_Ct_I_II_M,Tot_35_44_CL_nfd_M,Tot_35_44_LoE_NS_M,Tot_35_44_Tot_M,Tot_45_54_PD_GD_GCL_M,Tot_45_54_BDL_M,Tot_45_54_ADip_DipL_M,Tot_45_54_Ct_III_IV_M,Tot_45_54_Ct_I_II_M,Tot_45_54_CL_nfd_M,Tot_45_54_LoE_NS_M,Tot_45_54_Tot_M,Tot_55_64_PD_GD_GCL_M,Tot_55_64_BDL_M,Tot_55_64_ADip_DipL_M,Tot_55_64_Ct_III_IV_M,Tot_55_64_Ct_I_II_M,Tot_55_64_CL_nfd_M,Tot_55_64_LoE_NS_M,Tot_55_64_Tot_M,Tot_65ov_PtgdDe_GdDp_GdCt_M,Tot_65ov_BDL_M,Tot_65ov_ADip_DipL_M,Tot_65ov_Ct_III_IV_M,Tot_65ov_Ct_I_II_M,Tot_65ov_CL_nfd_M,Tot_65ov_LoE_NS_M,Tot_65ov_Tot_M,Tot_Tot_PD_GD_GCL_M,Tot_Tot_BDL_M,Tot_Tot_ADip_DipL_M,Tot_Tot_Ct_III_IV_M,Tot_Tot_Ct_I_II_M,Tot_tot_CL_nfd_M,Tot_Tot_LoE_NS_M,Tot_Tot_Tot_M,Ind_15_19_PD_GD_GCL_F,Ind_15_19_BDL_F,Ind_15_19_ADip_DipL_F,Ind_15_19_Ct_III_IV_F,Ind_15_19_Ct_I_II_F,Ind_15_19_CL_nfd_F,Ind_15_19_LoE_NS_F,Ind_15_19_Tot_F,Ind_20_24_PD_GD_GCL_F,Ind_20_24_BDL_F,Ind_20_24_ADip_DipL_F,Ind_20_24_Ct_III_IV_F,Ind_20_24_Ct_I_II_F,Ind_20_24_CL_nfd_F,Ind_20_24_LoE_NS_F,Ind_20_24_Tot_F,Ind_25_34_PD_GD_GCL_F,Ind_25_34_BDL_F,Ind_25_34_ADip_DipL_F,Ind_25_34_Ct_III_IV_F,Ind_25_34_Ct_I_II_F,Ind_25_34_CL_nfd_F,Ind_25_34_LoE_NS_F,Ind_25_34_Tot_F,Ind_35_44_PD_GD_GCL_F,Ind_35_44_BDL_F,Ind_35_44_ADip_DipL_F,Ind_35_44_Ct_III_IV_F,Ind_35_44_Ct_I_II_F,Ind_35_44_CL_nfd_F,Ind_35_44_LoE_NS_F,Ind_35_44_Tot_F,Ind_45_54_PD_GD_GCL_F,Ind_45_54_BDL_F,Ind_45_54_ADip_DipL_F,Ind_45_54_Ct_III_IV_F,Ind_45_54_Ct_I_II_F,Ind_45_54_CL_nfd_F,Ind_45_54_LoE_NS_F,Ind_45_54_Tot_F,Ind_55_64_PD_GD_GCL_F,Ind_55_64_BDL_F,Ind_55_64_ADip_DipL_F,Ind_55_64_Ct_III_IV_F,Ind_55_64_Ct_I_II_F,Ind_55_64_CL_nfd_F,Ind_55_64_LoE_NS_F,Ind_55_64_Tot_F,Ind_65ov_PtgdDe_GdDp_GdCt_F,Ind_65ov_BDL_F,Ind_65ov_ADip_DipL_F,Ind_65ov_Ct_III_IV_F,Ind_65ov_Ct_I_II_F,Ind_65ov_CL_nfd_F,Ind_65ov_LoE_NS_F,Ind_65ov_Tot_F,Ind_Tot_PD_GD_GCL_F,Ind_Tot_BDL_F,Ind_Tot_ADip_DipL_F,Ind_Tot_Ct_III_IV_F,Ind_Tot_Ct_I_II_F,Ind_tot_CL_nfd_F,Ind_Tot_LoE_NS_F,Ind_Tot_Tot_F,NonI_15_19_PD_GD_GCL_F,NonI_15_19_BDL_F,NonI_15_19_ADip_DipL_F,NonI_15_19_Ct_III_IV_F,NonI_15_19_Ct_I_II_F,NonI_15_19_CL_nfd_F,NonI_15_19_LoE_NS_F,NonI_15_19_Tot_F,NonI_20_24_PD_GD_GCL_F,NonI_20_24_BDL_F,NonI_20_24_ADip_DipL_F,NonI_20_24_Ct_III_IV_F,NonI_20_24_Ct_I_II_F,NonI_20_24_CL_nfd_F,NonI_20_24_LoE_NS_F,NonI_20_24_Tot_F,NonI_25_34_PD_GD_GCL_F,NonI_25_34_BDL_F,NonI_25_34_ADip_DipL_F,NonI_25_34_Ct_III_IV_F,NonI_25_34_Ct_I_II_F,NonI_25_34_CL_nfd_F,NonI_25_34_LoE_NS_F,NonI_25_34_Tot_F,NonI_35_44_PD_GD_GCL_F,NonI_35_44_BDL_F,NonI_35_44_ADip_DipL_F,NonI_35_44_Ct_III_IV_F,NonI_35_44_Ct_I_II_F,NonI_35_44_CL_nfd_F,NonI_35_44_LoE_NS_F,NonI_35_44_Tot_F,NonI_45_54_PD_GD_GCL_F,NonI_45_54_BDL_F,NonI_45_54_ADip_DipL_F,NonI_45_54_Ct_III_IV_F,NonI_45_54_Ct_I_II_F,NonI_45_54_CL_nfd_F,NonI_45_54_LoE_NS_F,NonI_45_54_Tot_F,NonI_55_64_PD_GD_GCL_F,NonI_55_64_BDL_F,NonI_55_64_ADip_DipL_F,NonI_55_64_Ct_III_IV_F,NonI_55_64_Ct_I_II_F,NonI_55_64_CL_nfd_F,NonI_55_64_LoE_NS_F,NonI_55_64_Tot_F,NonI_65ov_PtgdDe_GdDp_GdCt_F,NonI_65ov_BDL_F,NonI_65ov_ADip_DipL_F,NonI_65ov_Ct_III_IV_F,NonI_65ov_Ct_I_II_F,NonI_65ov_CL_nfd_F,NonI_65ov_LoE_NS_F,NonI_65ov_Tot_F,NonI_Tot_PD_GD_GCL_F,NonI_Tot_BDL_F,NonI_Tot_ADip_DipL_F,NonI_Tot_Ct_III_IV_F,NonI_Tot_Ct_I_II_F,NonI_tot_CL_nfd_F,NonI_Tot_LoE_NS_F,NonI_Tot_Tot_F,IS_NS_15_19_PD_GD_GCL_F,IS_NS_15_19_BDL_F,IS_NS_15_19_ADip_DipL_F,IS_NS_15_19_Ct_III_IV_F,IS_NS_15_19_Ct_I_II_F,IS_NS_15_19_CL_nfd_F,IS_NS_15_19_LoE_NS_F,IS_NS_15_19_Tot_F,IS_NS_20_24_PD_GD_GCL_F,IS_NS_20_24_BDL_F,IS_NS_20_24_ADip_DipL_F,IS_NS_20_24_Ct_III_IV_F,IS_NS_20_24_Ct_I_II_F,IS_NS_20_24_CL_nfd_F,IS_NS_20_24_LoE_NS_F,IS_NS_20_24_Tot_F
501021251,0,11,5,74,23,5,22,142,14,52,44,220,10,4,30,371,43,108,59,231,7,7,59,510,49,96,67,238,4,14,54,522,18,63,52,162,4,9,38,352,17,36,47,110,5,9,42,273,146,363,284,1075,60,45,262,2233,0,0,0,8,0,0,0,7,0,0,0,6,0,0,0,9,0,0,0,8,0,0,3,12,0,3,5,6,0,0,0,11,0,3,0,0,0,0,6,10,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,3,0,3,10,27,0,0,5,53,3,0,6,40,18,5,3,82,9,20,15,93,30,3,5,170,38,131,65,185,28,14,14,479,62,207,90,148,28,18,33,580,50,160,88,126,18,27,25,494,35,61,54,78,10,11,10,257,13,51,48,37,0,17,37,208,215,629,368,706,131,97,128,2273,0,0,0,0,0,0,13,13,0,0,0,0,0,0,8,8
501021252,0,5,3,29,4,0,4,42,6,11,6,46,0,0,8,70,11,16,17,65,0,0,10,126,13,42,34,100,0,3,16,208,19,33,17,95,0,6,26,197,13,32,31,85,0,6,20,189,63,135,107,424,13,20,80,845,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,9,0,0,4,12,6,0,0,26,0,6,3,18,6,0,0,35,8,26,12,28,0,0,0,73,13,49,17,38,3,3,12,132,33,64,26,47,10,10,5,188,19,61,39,30,0,5,7,169,7,37,25,11,0,7,15,115,85,235,131,184,23,38,47,739,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6
501021253,0,18,8,78,22,0,26,150,43,108,41,230,21,6,77,532,63,107,76,250,3,7,70,585,68,137,83,244,5,7,83,638,69,113,90,259,0,14,67,607,75,136,122,309,10,20,174,841,321,616,418,1393,79,68,511,3406,0,0,0,3,0,0,3,9,0,0,0,8,4,0,0,11,0,4,0,6,7,0,0,13,3,0,0,3,0,0,3,9,0,3,0,0,0,0,0,12,0,0,0,0,0,0,3,9,0,0,0,0,0,0,0,6,9,8,3,19,6,0,9,52,0,0,0,43,16,9,7,71,9,48,13,86,14,4,5,173,77,210,73,147,18,9,14,546,82,212,91,133,16,14,25,573,101,191,102,143,16,26,21,604,77,145,125,134,12,48,30,568,65,155,193,109,20,34,159,723,412,970,594,793,105,146,262,3272,0,0,0,0,0,0,3,3,0,0,0,0,0,0,17,20
501021254,0,3,0,48,19,0,18,84,0,18,13,105,12,4,44,194,0,21,20,100,3,4,36,177,11,22,18,103,6,4,41,204,10,24,20,75,4,5,35,165,9,11,26,91,0,8,45,193,35,82,94,534,55,26,233,1053,0,0,0,3,0,0,0,3,0,0,4,0,4,0,0,10,0,0,0,4,0,0,0,10,0,0,0,7,0,0,0,4,0,0,3,0,3,0,0,8,0,0,0,3,0,0,0,14,0,0,3,0,0,0,3,7,0,3,10,24,7,3,5,53,0,0,3,20,9,0,0,35,0,10,3,46,8,3,4,75,10,29,32,74,7,7,8,168,15,49,32,84,9,11,11,206,5,34,23,60,11,7,10,152,3,22,35,50,3,5,9,136,6,24,27,37,10,4,39,147,43,179,152,374,55,39,81,922,0,0,0,0,0,0,10,10,0,0,0,0,0,0,7,8
501031017,0,0,7,38,11,0,13,64,3,27,7,108,13,0,29,187,10,31,23,122,7,6,37,234,6,46,29,154,0,13,71,315,23,35,54,178,0,7,65,361,39,79,69,210,4,25,127,544,78,218,185,813,41,47,348,1740,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,6,0,0,0,4,0,0,0,8,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,4,0,0,7,11,0,3,0,21,0,0,0,16,8,4,8,40,0,7,5,31,12,0,0,64,9,56,31,72,8,5,7,183,26,102,54,78,6,9,9,282,18,95,62,87,9,11,7,286,34,75,70,90,8,17,30,315,34,73,110,65,15,33,88,414,126,406,339,431,65,78,144,1590,0,0,0,0,0,0,16,16,0,0,0,0,0,0,10,10
501031018,0,0,0,48,3,0,8,68,8,14,12,89,0,4,28,158,10,29,20,131,5,3,33,241,12,29,45,131,0,6,34,261,15,35,43,137,0,3,38,278,35,58,64,169,4,18,86,438,80,175,190,731,33,36,240,1488,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,0,0,0,0,0,0,0,6,0,0,0,4,0,0,0,5,0,0,0,4,0,0,0,3,0,0,0,3,0,0,0,5,0,0,0,0,0,0,0,4,0,0,3,9,6,0,4,25,0,0,0,25,18,0,4,45,4,12,3,20,3,0,0,43,13,49,20,61,11,7,3,160,31,77,57,74,10,15,5,264,28,80,40,72,8,13,7,253,31,65,66,78,14,14,15,281,31,88,77,40,6,13,68,323,128,357,266,364,62,61,117,1364,0,0,0,0,0,0,8,8,0,0,0,0,0,0,4,3
501031019,0,3,0,52,12,0,7,77,0,22,12,102,17,3,24,188,9,23,18,88,0,3,25,165,6,13,23,97,0,3,45,188,6,24,27,105,3,10,31,201,3,25,15,110,0,5,69,237,30,118,95,564,45,31,213,1098,0,0,0,0,0,0,0,3,0,0,0,8,4,0,0,5,0,0,0,0,3,0,0,3,0,0,0,8,0,0,0,8,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,6,0,0,3,15,4,0,6,33,0,0,4,11,14,0,3,30,0,8,9,25,16,4,3,63,13,42,24,65,19,3,9,169,16,50,32,65,9,6,8,189,18,37,22,57,8,8,9,167,5,31,30,50,3,15,13,161,11,35,36,39,9,8,61,190,70,205,157,319,73,50,102,967,0,0,0,0,0,0,16,16,0,0,0,0,0,0,7,7
501031020,0,0,0,11,5,0,10,31,3,19,11,57,0,3,35,129,8,26,14,72,3,4,35,165,19,29,15,107,3,4,61,240,13,44,37,131,0,10,57,295,18,58,55,165,0,24,111,437,63,178,137,557,29,44,326,1331,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,0,0,0,6,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,3,0,3,3,4,3,0,3,22,0,0,0,4,5,3,10,22,0,6,3,6,4,0,0,17,23,43,19,46,3,3,9,144,25,53,32,42,3,0,9,157,32,47,38,52,11,13,7,199,27,74,45,60,6,10,28,257,27,76,71,46,10,13,68,307,127,294,213,250,45,51,128,1108,0,0,0,0,0,0,9,9,0,0,0,0,0,0,4,4
502011021,0,8,4,45,3,0,13,75,7,16,20,162,3,6,31,244,13,38,38,199,0,4,46,345,9,53,46,224,5,4,61,404,28,45,65,201,3,4,50,391,31,81,107,316,0,20,68,634,91,247,283,1159,43,39,295,2157,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,7,0,0,0,4,0,0,5,6,0,0,4,0,0,0,0,3,0,0,6,3,0,0,0,4,0,0,0,0,0,0,0,0,0,0,3,9,0,0,5,25,0,0,0,17,6,0,3,26,0,14,5,45,3,3,4,84,13,79,43,110,10,6,18,282,25,96,78,110,15,18,17,363,40,67,68,111,9,21,11,338,30,78,90,74,10,22,22,324,37,66,100,60,12,36,74,373,150,401,375,532,76,108,153,1787,0,0,0,0,0,0,10,10,0,0,0,0,0,0,6,6
502011022,0,7,8,56,5,0,20,106,9,35,32,171,9,7,45,302,15,40,40,175,4,0,59,346,21,51,63,195,3,6,50,388,32,56,66,262,4,10,62,499,30,100,138,406,5,32,110,812,107,285,343,1288,55,63,365,2510,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,7,0,0,0,4,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,10,3,0,3,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,3,0,0,30,0,0,5,33,10,0,3,45,4,25,16,49,13,3,3,115,21,79,52,105,11,10,16,296,27,102,71,120,11,15,10,362,48,106,98,122,14,26,21,436,39,81,120,115,16,24,29,429,36,102,99,82,14,44,101,471,177,486,459,628,96,123,189,2150,0,0,0,0,0,0,6,6,0,0,0,0,0,0,3,3
502011023,0,13,14,67,22,3,20,136,5,18,16,176,16,7,45,287,4,23,30,154,0,0,58,274,9,25,36,163,4,10,42,293,18,25,41,201,4,10,54,346,20,58,82,319,3,20,176,680,56,166,226,1110,68,50,401,2070,0,0,0,4,4,0,0,4,0,0,0,0,0,0,3,3,0,0,0,13,0,0,0,13,0,0,0,12,0,0,0,16,0,0,0,9,0,0,0,7,0,0,0,5,0,0,0,4,0,0,0,0,0,0,0,3,0,0,6,35,5,3,4,54,0,0,0,27,12,0,3,42,5,21,24,59,16,3,3,138,12,58,48,123,22,7,14,284,19,65,50,115,12,14,12,288,25,60,68,116,12,14,22,322,13,38,79,96,10,26,27,295,17,66,88,90,12,23,212,517,93,321,358,628,97,96,296,1891,0,0,0,0,0,0,10,10,0,0,0,0,0,0,17,17
502011024,5,24,23,109,23,3,33,221,18,73,57,309,17,5,81,560,35,96,88,325,12,12,104,666,66,104,111,425,3,13,104,827,65,114,151,463,15,24,90,919,102,199,268,690,19,45,256,1576,278,615,699,2359,120,113,683,4863,0,0,0,0,0,0,0,3,0,0,0,6,0,0,0,16,0,3,0,11,0,0,0,19,0,0,0,8,0,0,0,8,0,0,3,0,0,0,0,10,6,0,8,4,0,0,0,13,0,0,0,3,0,0,4,4,9,10,12,33,0,4,4,67,0,0,7,55,24,4,11,106,5,40,26,95,26,5,15,211,51,187,101,201,17,18,30,605,72,239,150,226,17,27,30,775,83,214,206,243,18,33,37,826,82,160,230,207,25,62,57,818,70,216,254,191,31,84,316,1163,362,1051,973,1221,166,233,501,4504,0,0,0,0,0,0,14,14,0,0,0,0,0,0,9,9
502011025,0,7,6,72,21,0,30,146,8,62,40,154,9,0,88,368,15,47,41,120,7,10,81,325,14,32,53,159,9,12,98,377,13,47,77,189,3,4,79,417,35,76,85,361,0,26,214,806,92,282,308,1079,62,61,626,2505,0,0,0,4,0,0,0,6,0,0,0,7,0,0,4,8,0,4,0,10,0,0,0,13,0,3,6,4,0,0,0,8,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,8,0,0,0,0,0,0,0,3,0,5,3,29,3,5,9,56,0,0,0,17,10,8,5,41,0,19,12,69,19,0,8,137,38,88,50,120,17,7,14,337,43,79,49,87,14,13,24,306,34,62,71,132,15,22,25,354,29,79,88,133,9,25,41,396,27,81,116,89,18,23,258,609,173,402,390,641,102,101,379,2187,0,0,0,0,0,0,21,21,0,0,0,0,0,0,28,28
502011026,0,8,5,44,11,0,15,79,6,18,8,117,6,5,41,204,3,13,12,133,7,7,47,218,8,18,33,164,0,8,52,281,5,28,40,174,3,8,37,296,19,44,64,268,0,11,132,542,40,127,173,911,38,36,338,1664,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,4,0,0,4,3,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,11,3,0,0,4,22,0,0,0,16,11,4,4,33,0,11,9,35,8,0,7,76,11,49,30,72,14,4,11,185,14,41,45,90,10,11,5,216,13,39,56,74,6,16,6,211,25,27,61,81,6,18,25,238,20,53,73,46,9,14,88,307,85,219,275,410,70,67,145,1265,0,0,0,0,0,0,8,8,0,0,0,0,0,0,14,13
502011027,7,39,15,150,26,5,45,287,26,101,70,526,33,12,92,859,83,150,151,500,21,20,124,1047,73,123,138,448,9,20,110,924,48,82,115,376,0,12,96,728,44,83,122,465,3,37,139,894,270,580,626,2513,121,104,626,4846,0,0,0,0,0,0,0,0,0,6,3,4,0,0,0,9,0,0,6,9,0,0,0,21,0,6,4,12,0,0,0,19,0,0,3,5,0,0,0,14,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,4,8,10,19,35,4,3,0,83,0,0,0,49,30,9,18,107,7,60,46,136,35,14,20,318,70,287,196,371,37,35,32,1025,105,323,238,328,47,44,45,1130,95,255,208,253,19,38,33,896,59,123,150,205,21,34,41,630,40,116,149,110,22,55,222,711,369,1165,992,1449,205,225,419,4824,0,0,0,0,0,0,12,12,0,0,0,0,0,0,29,29
502011028,0,11,8,61,12,5,19,125,9,33,25,168,9,3,51,298,15,33,30,155,10,7,61,304,22,36,51,182,4,6,76,379,25,40,70,235,3,13,65,438,31,72,130,403,3,36,195,874,107,224,314,1231,56,75,480,2477,0,0,0,3,0,0,0,9,0,0,0,5,5,0,0,12,0,0,5,8,0,0,4,13,0,0,0,5,0,0,0,10,0,0,0,11,0,0,0,11,0,0,0,4,0,0,5,11,0,4,0,4,0,0,0,5,0,11,8,41,9,0,9,71,0,0,0,30,11,3,9,47,4,13,17,55,16,4,6,117,17,57,56,120,20,12,14,295,35,72,66,105,10,6,25,319,35,82,76,127,10,18,25,363,30,65,110,119,14,28,56,421,25,100,141,104,27,46,229,681,148,390,475,663,97,123,366,2250,0,0,0,0,0,0,17,17,0,0,0,0,0,0,17,17
502011029,0,7,3,63,19,0,21,121,10,19,20,211,9,6,46,317,7,21,34,217,6,10,86,379,12,24,50,191,8,12,61,357,9,25,45,217,3,9,59,371,13,40,54,259,4,22,147,537,58,137,204,1186,72,54,450,2161,0,0,0,0,0,0,3,5,0,0,0,0,0,0,0,7,0,0,4,3,0,0,0,5,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,10,0,0,0,0,0,0,3,9,5,3,7,12,3,6,7,40,0,0,0,31,19,3,6,61,0,14,9,62,20,4,3,119,14,62,54,161,11,14,20,348,27,74,82,157,16,21,27,403,23,68,64,132,9,20,24,340,21,31,52,104,10,13,23,257,17,55,82,61,14,29,164,425,108,308,339,710,103,100,276,1941,0,0,0,0,0,0,27,29,0,0,0,0,0,0,14,14
503011030,8,64,0,10,0,0,8,88,23,100,13,17,0,4,13,177,70,106,18,17,0,3,14,230,162,225,42,34,0,3,28,491,138,205,43,48,0,3,24,458,145,224,67,63,0,11,56,572,544,923,182,196,9,28,151,2034,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,4,0,0,0,15,8,0,0,20,10,63,3,14,0,0,4,93,44,66,13,3,0,0,5,136,86,166,30,11,5,3,11,301,141,252,63,23,4,8,11,496,126,163,76,11,3,5,13,400,68,189,114,31,3,35,51,488,471,896,298,95,22,58,93,1938,0,0,0,0,0,0,5,5,0,0,0,0,0,0,5,5
503011031,9,90,8,23,3,0,16,150,107,262,26,50,4,0,60,503,113,189,43,38,0,5,38,419,133,212,42,40,0,3,45,476,102,174,37,48,0,6,36,400,193,304,121,71,4,10,117,808,660,1231,279,272,14,22,316,2792,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,5,0,0,0,12,5,5,4,25,15,107,12,11,0,0,7,155,167,251,33,23,6,3,9,483,144,222,43,19,3,4,23,462,161,247,59,20,6,14,14,524,111,195,94,25,9,16,20,456,153,322,212,18,9,47,116,874,742,1338,444,130,28,83,196,2970,0,0,0,0,0,0,17,17,0,0,0,0,0,0,19,17
503011032,8,56,5,10,0,0,12,93,76,195,19,37,0,3,45,374,88,177,24,29,0,3,42,370,133,225,37,35,4,4,23,456,137,215,46,26,6,3,42,480,146,282,88,48,0,15,83,658,590,1150,221,203,14,34,248,2454,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,10,0,0,0,3,3,0,6,13,11,89,11,6,4,0,3,117,90,262,17,16,0,4,8,403,90,215,30,15,5,4,12,367,120,266,53,21,4,9,18,497,125,190,71,19,7,13,18,446,120,228,123,17,3,38,92,625,562,1255,307,95,23,67,152,2464,0,0,0,0,0,0,4,4,0,0,0,0,0,0,9,9
503011033,3,70,6,23,0,0,4,109,57,103,17,29,0,0,15,227,141,190,30,45,0,5,18,422,193,316,51,49,3,4,30,645,163,227,68,52,3,0,9,528,116,197,72,68,0,16,49,521,675,1109,249,284,14,22,140,2494,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,3,18,8,0,0,23,15,68,5,9,5,0,0,104,57,147,15,13,0,0,5,235,169,274,43,27,3,3,13,528,201,338,77,18,4,24,16,667,130,218,99,21,4,24,11,502,88,175,93,18,8,27,39,447,645,1221,332,129,26,70,82,2506,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3
503011034,14,81,11,27,0,0,17,156,92,216,45,59,0,0,50,465,162,222,59,47,6,0,57,549,174,273,58,57,5,4,53,625,149,225,48,65,0,9,59,555,143,289,108,114,0,19,99,771,728,1310,339,376,17,29,345,3143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,6,14,0,0,0,19,6,0,3,32,11,92,15,21,8,8,3,148,132,264,37,38,3,0,8,491,189,288,35,36,0,3,10,576,189,320,90,41,0,16,25,677,137,209,96,34,4,18,22,521,125,248,146,39,11,39,106,709,790,1419,421,223,33,76,180,3147,0,0,0,0,0,0,15,15,0,0,0,0,0,0,14,14
503011035,42,368,59,53,23,3,46,598,348,429,38,59,6,0,52,944,354,376,39,48,0,6,75,894,355,469,70,52,3,5,36,988,320,362,57,46,5,7,36,837,470,590,143,78,5,15,138,1439,1891,2600,421,371,64,49,411,5804,0,0,0,9,5,0,0,12,0,9,0,5,0,0,0,9,3,3,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,10,5,16,5,0,0,39,0,0,8,41,31,4,10,100,41,384,33,37,13,0,11,521,321,430,49,28,8,0,18,856,374,485,60,32,3,7,28,989,406,471,98,21,3,19,20,1035,277,359,131,30,3,21,25,850,308,557,269,39,11,51,141,1380,1725,2695,647,237,66,99,260,5735,0,0,0,0,0,0,33,33,0,0,0,0,0,0,38,38
503011036,6,96,8,16,4,0,13,136,66,176,22,44,4,0,40,355,117,206,36,31,7,3,25,421,213,260,56,45,0,9,35,611,161,209,57,36,0,3,24,497,185,252,101,73,0,12,89,703,753,1197,276,253,19,28,245,2761,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,4,0,0,0,8,0,0,0,9,3,0,5,22,3,88,9,15,0,0,5,127,87,202,21,22,0,8,10,343,159,256,48,29,0,7,9,503,197,341,71,20,3,12,12,669,151,200,100,27,4,15,21,511,113,236,151,25,3,36,79,645,706,1334,399,142,22,77,134,2814,0,0,0,0,0,0,6,6,0,0,0,0,0,0,6,5
503021037,0,0,0,0,0,0,5,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,7,6,0,0,0,0,0,0,11,6,5,0,3,0,0,9,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,7,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,5,0,3,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
