SA2_CODE_2021,R_Tot_Dw_s_S_Hou_Oth_h,R_Tot_Dw_s_SDRTHT_Oth_h,R_Tot_Dw_s_Fl_Ap_Oth_h,R_Tot_Dw_s_Oth_d_Car_Oth_h,R_Tot_Dw_s_Oth_d_Cab_h_Oth_h,R_Tot_Dw_s_Oth_d_IHTSO_Oth_h,R_Tot_Dw_s_Oth_d_HFASO_Oth_h,R_Tot_Dw_s_Oth_d_Tot_Oth_h,R_Tot_Dw_s_Ns_Oth_h,R_Tot_Tot_Oth_h,Oth_TT_Dw_s_S_Hou_Oth_h,Oth_TT_Dw_s_SDRTHT_Oth_h,Oth_TT_Dw_s_Fl_Ap_Oth_h,Oth_TT_Dw_s_Ot_d_Car_Oth_h,Oth_TT_Dw_s_Ot_d_Cab_h_Oth_h,Oth_TT_Dw_s_Ot_d_IHTSO_Oth_h,Oth_TT_Dw_s_Ot_d_HFASO_Oth_h,Oth_TT_Dw_s_Ot_d_Tot_Oth_h,Oth_TT_Dw_s_Ns_Oth_h,Oth_TT_Tot_Oth_h,TT_ns_Dw_s_S_Hou_Oth_h,TT_ns_Dw_s_SDRTHT_Oth_h,TT_ns_Dw_s_Fl_Ap_Oth_h,TT_ns_Dw_s_Oth_d_Car_Oth_h,TT_ns_Dw_s_Oth_d_Cab_h_Oth_h,TT_ns_Dw_s_Oth_d_IHTSO_Oth_h,TT_ns_Dw_s_Oth_d_HFASO_Oth_h,TT_ns_Dw_s_Oth_d_Tot_Oth_h,TT_ns_Dw_s_Ns_Oth_h,TT_ns_Tot_Oth_h,Tot_Dw_s_S_Hou_Oth_h,Tot_Dw_s_SDRTHT_Oth_h,Tot_Dw_s_Fl_Ap_Oth_h,Tot_Dw_s_Oth_d_Car_Oth_h,Tot_Dw_s_Oth_d_Cab_h_Oth_h,Tot_Dw_s_Oth_d_IHTSO_Oth_h,Tot_Dw_s_Oth_d_HFASO_Oth_h,Tot_Dw_s_Oth_d_Tot_Oth_h,Tot_Dw_s_Ns_Oth_h,Tot_Tot_Oth_h,Ow_o_Dw_s_S_Hou_Tot_h,Ow_o_Dw_s_SDRTHT_Tot_h,Ow_o_Dw_s_Fl_Ap_Tot_h,Ow_o_Dw_s_Oth_d_Car_Tot_h,Ow_o_Dw_s_Oth_d_Cab_h_Tot_h,Ow_o_Dw_s_Oth_d_IHTSO_Tot_h,Ow_o_Dw_s_Oth_d_HFASO_Tot_h,Ow_o_Dw_s_Oth_d_Tot_Tot_h,Ow_o_Dw_s_Ns_Tot_h,Ow_o_Tot_Tot_h,Ow_wm_Dw_s_S_Hou_Tot_h,Ow_wm_Dw_s_SDRTHT_Tot_h,Ow_wm_Dw_s_Fl_Ap_Tot_h,Ow_wm_Dw_s_Oth_d_Car_Tot_h,Ow_wm_Dw_s_Oth_d_Cab_h_Tot_h,Ow_wm_Dw_s_Oth_d_IHTSO_Tot_h,Ow_wm_Dw_s_Oth_d_HFASO_Tot_h,Ow_wm_Dw_s_Oth_d_Tot_Tot_h,Ow_wm_Dw_s_Ns_Tot_h,Ow_wm_Tot_Tot_h,R_RAg_Dw_s_S_Hou_Tot_h,R_RAg_Dw_s_SDRTHT_Tot_h,R_RAg_Dw_s_Fl_Ap_Tot_h,R_RAg_Dw_s_Oth_d_Car_Tot_h,R_RAg_Dw_s_Oth_d_Cab_h_Tot_h,R_RAg_Dw_s_Oth_d_IHTSO_Tot_h,R_RAg_Dw_s_Oth_d_HFASO_Tot_h,R_RAg_Dw_s_Oth_d_Tot_Tot_h,R_RAg_Dw_s_Ns_Tot_h,R_RAg_Tot_Tot_h,R_STHA_Dw_s_S_Hou_Tot_h,R_STHA_Dw_s_SDRTHT_Tot_h,R_STHA_Dw_s_Fl_Ap_Tot_h,R_STHA_Dw_s_Ot_d_Car_Tot_h,R_STHA_Dw_s_Ot_d_Cab_h_Tot_h,R_STHA_Dw_s_Ot_d_IHTSO_Tot_h,R_STHA_Dw_s_Ot_d_HFASO_Tot_h,R_STHA_Dw_s_Ot_d_Tot_Tot_h,R_STHA_Dw_s_Ns_Tot_h,R_STHA_Tot_Tot_h,R_Pnsh_Dw_s_S_Hou_Tot_h,R_Pnsh_Dw_s_SDRTHT_Tot_h,R_Pnsh_Dw_s_Fl_Ap_Tot_h,R_Pnsh_Dw_s_Ot_d_Car_Tot_h,R_Pnsh_Dw_s_Ot_d_Cab_h_Tot_h,R_Pnsh_Dw_s_Ot_d_IHTSO_Tot_h,R_Pnsh_Dw_s_Ot_d_HFASO_Tot_h,R_Pnsh_Dw_s_Oth_d_Tot_Tot_h,R_Pnsh_Dw_s_Ns_Tot_h,R_Pnsh_Tot_Tot_h,R_CHP_Dw_s_S_Hou_Tot_h,R_CHP_Dw_s_SDRTHT_Tot_h,R_CHP_Dw_s_Fl_Ap_Tot_h,R_CHP_Dw_s_Oth_d_Car_Tot_h,R_CHP_Dw_s_Oth_d_Cab_h_Tot_h,R_CHP_Dw_s_Oth_d_IHTSO_Tot_h,R_CHP_Dw_s_Oth_d_HFASO_Tot_h,R_CHP_Dw_s_Oth_d_Tot_Tot_h,R_CHP_Dw_s_Ns_Tot_h,R_CHP_Tot_Tot_h,R_othLT_Dw_s_S_Hou_Tot_h,R_othLT_Dw_s_SDRTHT_Tot_h,R_othLT_Dw_s_Fl_Ap_Tot_h,R_othLT_Dw_s_O_d_Car_Tot_h,R_othLT_Dw_s_O_d_Cab_h_Tot_h,R_othLT_Dw_s_O_d_IHTSO_Tot_h,R_othLT_Dw_s_O_d_HFASO_Tot_h,R_othLT_Dw_s_O_d_Tot_Tot_h,R_othLT_Dw_s_Ns_Tot_h,R_othLT_Tot_Tot_h,R_LTns_Dw_s_S_Hou_Tot_h,R_LTns_Dw_s_SDRTHT_Tot_h,R_LTns_Dw_s_Fl_Ap_Tot_h,R_LTns_Dw_s_Ot_d_Car_Tot_h,R_LTns_Dw_s_Ot_d_Cab_h_Tot_h,R_LTns_Dw_s_Ot_d_IHTSO_Tot_h,R_LTns_Dw_s_Ot_d_HFASO_Tot_h,R_LTns_Dw_s_Ot_d_Tot_Tot_h,R_LTns_Dw_s_Ns_Tot_h,R_LTns_Tot_Tot_h,R_Tot_Dw_s_S_Hou_Tot_h,R_Tot_Dw_s_SDRTHT_Tot_h,R_Tot_Dw_s_Fl_Ap_Tot_h,R_Tot_Dw_s_Oth_d_Car_Tot_h,R_Tot_Dw_s_Oth_d_Cab_h_Tot_h,R_Tot_Dw_s_Oth_d_IHTSO_Tot_h,R_Tot_Dw_s_Oth_d_HFASO_Tot_h,R_Tot_Dw_s_Oth_d_Tot_Tot_h,R_Tot_Dw_s_Ns_Tot_h,R_Tot_Tot_Tot_h,Oth_TT_Dw_s_S_Hou_Tot_h,Oth_TT_Dw_s_SDRTHT_Tot_h,Oth_TT_Dw_s_Fl_Ap_Tot_h,Oth_TT_Dw_s_Ot_d_Car_Tot_h,Oth_TT_Dw_s_Ot_d_Cab_h_Tot_h,Oth_TT_Dw_s_Ot_d_IHTSO_Tot_h,Oth_TT_Dw_s_Ot_d_HFASO_Tot_h,Oth_TT_Dw_s_Ot_d_Tot_Tot_h,Oth_TT_Dw_s_Ns_Tot_h,Oth_TT_Tot_Tot_h,TT_ns_Dw_s_S_Hou_Tot_h,TT_ns_Dw_s_SDRTHT_Tot_h,TT_ns_Dw_s_Fl_Ap_Tot_h,TT_ns_Dw_s_Oth_d_Car_Tot_h,TT_ns_Dw_s_Oth_d_Cab_h_Tot_h,TT_ns_Dw_s_Oth_d_IHTSO_Tot_h,TT_ns_Dw_s_Oth_d_HFASO_Tot_h,TT_ns_Dw_s_Oth_d_Tot_Tot_h,TT_ns_Dw_s_Ns_Tot_h,TT_ns_Tot_Tot_h,Tot_Dw_s_S_Hou_Tot_h,Tot_Dw_s_SDRTHT_Tot_h,Tot_Dw_s_Fl_Ap_Tot_h,Tot_Dw_s_Oth_d_Car_Tot_h,Tot_Dw_s_Oth_d_Cab_h_Tot_h,Tot_Dw_s_Oth_d_IHTSO_Tot_h,Tot_Dw_s_Oth_d_HFASO_Tot_h,Tot_Dw_s_Oth_d_Tot_Tot_h,Tot_Dw_s_Ns_Tot_h,Tot_Tot_Tot_h
501011001,415,31,10,9,11,4,0,14,9,483,75,15,6,0,5,0,0,10,0,99,43,0,0,0,6,0,0,6,4,51,2203,70,13,33,22,8,3,56,18,2360,931,20,0,26,0,0,0,30,0,981,761,3,0,0,0,0,0,0,0,767,154,3,0,0,0,0,0,0,0,164,3,16,4,0,0,0,0,0,0,21,227,4,3,0,4,0,0,9,0,250,0,7,0,0,0,0,0,0,0,10,37,0,0,5,3,4,0,9,0,46,4,0,0,0,0,0,0,0,0,8,428,31,10,5,11,4,0,19,9,494,78,15,6,0,5,0,0,10,0,102,46,0,0,0,6,0,0,6,4,56,2237,70,13,34,22,8,3,58,18,2399
501011003,629,80,7,3,22,0,0,24,0,742,104,7,9,0,4,0,0,7,0,125,61,4,0,0,0,0,0,0,0,71,3623,252,26,10,60,9,0,80,15,3996,1440,69,7,6,31,4,0,45,0,1554,1426,100,5,8,0,4,0,8,4,1540,305,41,3,0,6,0,0,6,0,348,16,13,0,0,0,0,0,0,0,23,275,21,4,0,5,0,0,3,0,309,0,0,0,0,0,0,0,0,0,4,48,0,0,3,11,0,0,13,0,68,0,0,0,0,0,0,0,0,0,4,643,78,7,3,22,0,0,24,0,759,103,7,9,0,4,0,0,7,0,125,61,4,0,0,0,0,0,0,4,71,3674,257,26,15,60,9,0,81,12,4055
501011004,739,102,11,0,15,0,0,22,7,872,41,20,0,0,0,0,0,0,6,62,49,9,0,0,0,0,0,0,3,64,3124,204,27,12,17,0,0,30,22,3405,981,39,3,10,0,0,0,10,4,1029,1359,44,9,0,0,0,0,0,3,1417,341,44,3,0,0,0,0,0,5,391,51,23,0,0,0,0,0,0,0,76,349,32,3,0,0,0,0,0,0,381,5,4,0,0,0,0,0,0,0,7,22,0,0,0,15,0,0,22,0,50,3,0,0,0,0,0,0,0,0,3,770,101,11,0,15,0,0,22,8,903,40,20,0,0,0,0,0,0,6,65,51,10,0,0,0,0,0,0,3,71,3201,207,27,12,17,0,0,30,22,3487
501011293,730,158,6,3,4,0,0,9,3,915,31,0,5,0,3,0,3,7,0,41,42,7,0,0,4,0,0,4,0,50,3151,249,16,14,68,0,6,91,3,3509,1175,61,9,10,59,0,0,70,0,1310,1212,16,4,0,0,0,3,4,0,1234,453,60,4,0,0,0,0,0,0,514,94,66,0,0,0,0,0,0,0,168,197,19,4,0,0,0,0,0,3,223,3,24,0,0,0,0,0,0,0,25,18,0,0,3,4,0,0,11,4,33,7,0,0,0,0,0,0,0,0,5,778,171,7,3,4,0,0,9,3,970,31,0,5,0,3,0,3,7,0,41,43,8,0,0,4,0,0,4,0,57,3236,256,23,14,70,0,6,94,3,3616
501011294,1287,350,4,22,15,0,3,40,6,1695,97,149,0,7,0,0,6,11,0,254,67,32,0,0,0,0,0,5,4,108,6117,834,31,46,26,8,8,86,17,7084,2286,204,18,18,8,0,0,32,7,2539,2471,101,5,0,0,0,0,0,0,2577,696,136,0,0,0,0,0,0,4,835,154,134,0,0,0,0,0,0,0,290,435,48,0,0,0,0,0,0,3,487,18,40,0,0,0,0,0,0,0,54,63,11,3,18,15,0,3,41,0,119,3,0,0,0,0,0,0,0,0,11,1370,371,4,24,19,0,3,45,6,1796,97,149,0,10,0,0,6,14,0,264,78,34,0,3,0,0,0,5,4,115,6297,859,31,52,28,5,8,95,17,7292
501021005,986,108,27,6,14,3,0,30,5,1155,49,45,0,0,0,5,0,5,0,100,43,8,0,4,0,0,0,3,0,57,6046,245,43,57,23,12,0,92,10,6429,1844,63,13,45,14,0,0,58,0,1972,3267,24,0,5,4,0,0,5,4,3303,648,53,6,0,0,0,0,4,5,715,60,32,9,0,0,0,0,0,0,100,314,17,8,0,0,0,0,3,0,344,9,8,0,0,0,0,0,0,0,18,25,0,0,6,11,4,0,19,0,50,7,0,0,0,0,0,0,0,0,7,1068,109,27,9,14,3,0,30,5,1236,49,45,0,0,0,5,0,5,0,100,50,8,0,4,0,0,0,3,0,61,6275,246,43,61,24,12,0,97,10,6668
501021007,266,36,0,0,0,0,0,6,0,303,31,0,0,0,0,0,0,0,0,38,39,3,0,0,0,0,0,0,0,45,1846,71,0,6,0,0,0,11,0,1928,700,16,0,4,0,0,0,3,0,716,853,14,0,0,0,0,0,0,0,858,121,5,0,0,0,0,0,0,0,124,18,21,0,0,0,0,0,0,0,41,121,7,0,0,0,0,0,0,0,128,5,4,0,0,0,0,0,0,0,9,16,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,283,41,0,0,0,0,0,6,0,326,31,0,0,0,0,0,0,0,0,38,35,3,0,0,0,0,0,0,0,43,1902,82,0,6,0,0,0,11,0,1990
501021008,682,325,0,0,0,0,0,0,0,1008,25,7,0,0,0,0,0,0,0,27,29,15,0,0,0,0,0,0,3,41,2090,429,0,0,0,0,0,0,4,2520,636,44,0,0,0,0,0,0,0,676,776,42,0,0,0,0,0,0,0,828,391,103,0,0,0,0,0,0,0,493,75,139,0,0,0,0,0,0,0,211,255,28,0,0,0,0,0,0,0,279,11,54,0,0,0,0,0,0,0,58,14,23,0,0,0,0,0,0,0,39,8,4,0,0,0,0,0,0,0,10,749,348,0,0,0,0,0,0,0,1098,24,7,0,0,0,0,0,0,0,32,31,15,0,0,0,0,0,0,3,43,2217,456,0,0,0,0,0,0,4,2677
501021009,452,66,64,6,0,0,0,4,3,592,42,0,0,0,0,0,0,0,0,45,63,5,5,0,0,0,0,0,3,70,3007,102,99,15,0,3,0,14,16,3238,1326,25,24,6,0,0,0,8,6,1384,1203,12,10,0,0,0,0,0,0,1226,213,12,34,0,0,0,0,3,0,257,70,37,21,0,0,0,0,0,0,128,203,18,4,0,0,0,0,0,0,227,8,0,0,0,0,0,0,0,0,12,31,0,3,6,0,0,0,4,0,37,4,0,4,0,0,0,0,0,0,3,517,68,67,6,0,0,0,7,3,665,45,0,0,0,0,0,0,0,0,44,70,5,5,0,0,0,0,0,3,81,3165,108,104,15,0,3,0,17,16,3404
501021010,136,0,0,15,6,0,0,20,0,165,27,0,0,0,0,0,0,3,0,26,20,0,0,0,3,0,0,5,0,26,1111,6,0,35,23,5,0,58,0,1174,441,4,0,15,19,0,0,32,0,471,498,5,0,0,0,0,0,3,0,507,32,0,0,0,0,0,0,0,0,38,3,0,0,0,0,0,0,0,0,3,79,0,0,0,0,0,0,0,0,80,12,0,0,0,0,0,0,0,0,12,11,0,0,16,4,0,0,15,0,24,0,0,0,0,0,0,0,0,0,0,144,0,0,15,6,0,0,20,0,162,23,0,0,0,0,0,0,3,0,28,20,0,0,0,3,0,0,5,0,26,1125,6,0,35,23,5,0,58,0,1192
501021011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
501021012,706,115,5,0,3,0,0,7,0,838,95,64,0,0,0,0,0,0,0,163,46,6,0,0,6,0,0,6,0,54,3891,334,15,3,24,0,0,31,3,4279,1180,111,5,4,18,0,0,24,0,1317,1962,37,0,0,0,0,0,0,0,2004,461,72,3,0,0,0,0,0,0,544,23,17,0,0,0,0,0,0,0,39,258,20,0,0,0,0,0,0,0,283,6,3,0,0,0,0,0,0,0,9,18,5,0,0,3,0,0,8,0,30,3,0,0,0,0,0,0,0,0,3,772,119,5,0,3,0,0,7,0,904,99,64,0,0,0,0,0,0,0,165,48,6,0,0,6,0,0,6,0,60,4057,334,15,3,27,0,0,33,3,4448
