SA2_CODE_2021,Ind_15_19_PD_GD_GCL_M,Ind_15_19_BDL_M,Ind_15_19_ADip_DipL_M,Ind_15_19_Ct_III_IV_M,Ind_15_19_Ct_I_II_M,Ind_15_19_CL_nfd_M,Ind_15_19_LoE_NS_M,Ind_15_19_Tot_M,Ind_20_24_PD_GD_GCL_M,Ind_20_24_BDL_M,Ind_20_24_ADip_DipL_M,Ind_20_24_Ct_III_IV_M,Ind_20_24_Ct_I_II_M,Ind_20_24_CL_nfd_M,Ind_20_24_LoE_NS_M,Ind_20_24_Tot_M,Ind_25_34_PD_GD_GCL_M,Ind_25_34_BDL_M,Ind_25_34_ADip_DipL_M,Ind_25_34_Ct_III_IV_M,Ind_25_34_Ct_I_II_M,Ind_25_34_CL_nfd_M,Ind_25_34_LoE_NS_M,Ind_25_34_Tot_M,Ind_35_44_PD_GD_GCL_M,Ind_35_44_BDL_M,Ind_35_44_ADip_DipL_M,Ind_35_44_Ct_III_IV_M,Ind_35_44_Ct_I_II_M,Ind_35_44_CL_nfd_M,Ind_35_44_LoE_NS_M,Ind_35_44_Tot_M,Ind_45_54_PD_GD_GCL_M,Ind_45_54_BDL_M,Ind_45_54_ADip_DipL_M,Ind_45_54_Ct_III_IV_M,Ind_45_54_Ct_I_II_M,Ind_45_54_CL_nfd_M,Ind_45_54_LoE_NS_M,Ind_45_54_Tot_M,Ind_55_64_PD_GD_GCL_M,Ind_55_64_BDL_M,Ind_55_64_ADip_DipL_M,Ind_55_64_Ct_III_IV_M,Ind_55_64_Ct_I_II_M,Ind_55_64_CL_nfd_M,Ind_55_64_LoE_NS_M,Ind_55_64_Tot_M,Ind_65ov_PtgdDe_GdDp_GdCt_M,Ind_65ov_BDL_M,Ind_65ov_ADip_DipL_M,Ind_65ov_Ct_III_IV_M,Ind_65ov_Ct_I_II_M,Ind_65ov_CL_nfd_M,Ind_65ov_LoE_NS_M,Ind_65ov_Tot_M,Ind_Tot_PD_GD_GCL_M,Ind_Tot_BDL_M,Ind_Tot_ADip_DipL_M,Ind_Tot_Ct_III_IV_M,Ind_Tot_Ct_I_II_M,Ind_tot_CL_nfd_M,Ind_Tot_LoE_NS_M,Ind_Tot_Tot_M,NonI_15_19_PD_GD_GCL_M,NonI_15_19_BDL_M,NonI_15_19_ADip_DipL_M,NonI_15_19_Ct_III_IV_M,NonI_15_19_Ct_I_II_M,NonI_15_19_CL_nfd_M,NonI_15_19_LoE_NS_M,NonI_15_19_Tot_M,NonI_20_24_PD_GD_GCL_M,NonI_20_24_BDL_M,NonI_20_24_ADip_DipL_M,NonI_20_24_Ct_III_IV_M,NonI_20_24_Ct_I_II_M,NonI_20_24_CL_nfd_M,NonI_20_24_LoE_NS_M,NonI_20_24_Tot_M,NonI_25_34_PD_GD_GCL_M,NonI_25_34_BDL_M,NonI_25_34_ADip_DipL_M,NonI_25_34_Ct_III_IV_M,NonI_25_34_Ct_I_II_M,NonI_25_34_CL_nfd_M,NonI_25_34_LoE_NS_M,NonI_25_34_Tot_M,NonI_35_44_PD_GD_GCL_M,NonI_35_44_BDL_M,NonI_35_44_ADip_DipL_M,NonI_35_44_Ct_III_IV_M,NonI_35_44_Ct_I_II_M,NonI_35_44_CL_nfd_M,NonI_35_44_LoE_NS_M,NonI_35_44_Tot_M,NonI_45_54_PD_GD_GCL_M,NonI_45_54_BDL_M,NonI_45_54_ADip_DipL_M,NonI_45_54_Ct_III_IV_M,NonI_45_54_Ct_I_II_M,NonI_45_54_CL_nfd_M,NonI_45_54_LoE_NS_M,NonI_45_54_Tot_M,NonI_55_64_PD_GD_GCL_M,NonI_55_64_BDL_M,NonI_55_64_ADip_DipL_M,NonI_55_64_Ct_III_IV_M,NonI_55_64_Ct_I_II_M,NonI_55_64_CL_nfd_M,NonI_55_64_LoE_NS_M,NonI_55_64_Tot_M,NonI_65ov_PtgdDe_GdDp_GdCt_M,NonI_65ov_BDL_M,NonI_65ov_ADip_DipL_M,NonI_65ov_Ct_III_IV_M,NonI_65ov_Ct_I_II_M,NonI_65ov_CL_nfd_M,NonI_65ov_LoE_NS_M,NonI_65ov_Tot_M,NonI_Tot_PD_GD_GCL_M,NonI_Tot_BDL_M,NonI_Tot_ADip_DipL_M,NonI_Tot_Ct_III_IV_M,NonI_Tot_Ct_I_II_M,NonI_tot_CL_nfd_M,NonI_Tot_LoE_NS_M,NonI_Tot_Tot_M,IS_NS_15_19_PD_GD_GCL_M,IS_NS_15_19_BDL_M,IS_NS_15_19_ADip_DipL_M,IS_NS_15_19_Ct_III_IV_M,IS_NS_15_19_Ct_I_II_M,IS_NS_15_19_CL_nfd_M,IS_NS_15_19_LoE_NS_M,IS_NS_15_19_Tot_M,IS_NS_20_24_PD_GD_GCL_M,IS_NS_20_24_BDL_M,IS_NS_20_24_ADip_DipL_M,IS_NS_20_24_Ct_III_IV_M,IS_NS_20_24_Ct_I_II_M,IS_NS_20_24_CL_nfd_M,IS_NS_20_24_LoE_NS_M,IS_NS_20_24_Tot_M,IS_NS_25_34_PD_GD_GCL_M,IS_NS_25_34_BDL_M,IS_NS_25_34_ADip_DipL_M,IS_NS_25_34_Ct_III_IV_M,IS_NS_25_34_Ct_I_II_M,IS_NS_25_34_CL_nfd_M,IS_NS_25_34_LoE_NS_M,IS_NS_25_34_Tot_M,IS_NS_35_44_PD_GD_GCL_M,IS_NS_35_44_BDL_M,IS_NS_35_44_ADip_DipL_M,IS_NS_35_44_Ct_III_IV_M,IS_NS_35_44_Ct_I_II_M,IS_NS_35_44_CL_nfd_M,IS_NS_35_44_LoE_NS_M,IS_NS_35_44_Tot_M,IS_NS_45_54_PD_GD_GCL_M,IS_NS_45_54_BDL_M,IS_NS_45_54_ADip_DipL_M,IS_NS_45_54_Ct_III_IV_M,IS_NS_45_54_Ct_I_II_M,IS_NS_45_54_CL_nfd_M,IS_NS_45_54_LoE_NS_M,IS_NS_45_54_Tot_M,IS_NS_55_64_PD_GD_GCL_M,IS_NS_55_64_BDL_M,IS_NS_55_64_ADip_DipL_M,IS_NS_55_64_Ct_III_IV_M,IS_NS_55_64_Ct_I_II_M,IS_NS_55_64_CL_nfd_M,IS_NS_55_64_LoE_NS_M,IS_NS_55_64_Tot_M,IS_NS_65ov_PtgdDe_GdDp_GdCt_M,IS_NS_65ov_BDL_M,IS_NS_65ov_ADip_DipL_M,IS_NS_65ov_Ct_III_IV_M,IS_NS_65ov_Ct_I_II_M,IS_NS_65ov_CL_nfd_M,IS_NS_65ov_LoE_NS_M,IS_NS_65ov_Tot_M,IS_NS_Tot_PD_GD_GCL_M,IS_NS_Tot_BDL_M,IS_NS_Tot_ADip_DipL_M,IS_NS_Tot_Ct_III_IV_M,IS_NS_Tot_Ct_I_II_M,IS_NS_tot_CL_nfd_M,IS_NS_Tot_LoE_NS_M,IS_NS_Tot_Tot_M,Tot_15_19_PD_GD_GCL_M,Tot_15_19_BDL_M,Tot_15_19_ADip_DipL_M,Tot_15_19_Ct_III_IV_M,Tot_15_19_Ct_I_II_M,Tot_15_19_CL_nfd_M,Tot_15_19_LoE_NS_M,Tot_15_19_Tot_M
501011001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,5,0,0,0,6,0,0,0,6,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,5,0,0,0,14,0,0,0,18,0,0,0,6,3,0,4,18,0,4,6,28,5,0,3,47,4,32,15,90,3,5,4,157,19,75,31,159,5,9,13,298,21,55,42,131,7,7,14,281,27,54,38,145,7,3,14,290,40,76,81,164,0,15,38,416,105,294,215,727,33,37,86,1494,0,0,0,0,0,0,5,5,0,0,0,0,0,0,6,6,0,0,0,0,0,0,24,25,0,0,0,0,0,0,53,54,0,0,0,0,0,0,49,52,0,0,0,0,0,0,37,37,0,0,0,4,0,0,43,46,0,0,0,8,0,0,222,230,0,0,0,6,3,0,15,26
501011003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,5,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,23,0,0,3,18,11,0,27,59,0,8,4,56,9,0,4,85,14,86,37,175,11,8,15,340,47,137,94,269,4,11,21,574,49,152,86,246,10,20,21,587,47,124,89,220,0,14,19,523,80,206,153,257,7,22,45,772,232,714,466,1243,53,75,153,2936,0,0,0,0,0,0,16,16,0,0,0,0,0,0,8,12,0,0,0,0,0,0,54,53,0,0,0,0,0,0,69,71,0,0,0,4,0,0,81,78,0,0,0,0,0,0,56,61,0,0,4,5,0,0,82,91,0,0,5,13,0,0,365,380,0,0,3,20,16,0,46,79
501011004,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,6,0,0,0,5,0,0,0,5,0,0,0,6,0,0,5,5,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,4,0,0,0,17,3,0,4,23,0,0,0,15,10,0,10,33,0,9,8,40,11,5,5,71,37,102,45,190,3,7,18,405,39,139,84,234,12,9,15,533,50,139,81,228,3,19,24,534,34,102,57,196,4,16,18,414,64,107,74,121,3,13,44,439,222,598,343,1016,57,69,133,2431,0,0,0,0,0,0,28,28,0,0,0,0,0,0,9,9,0,0,0,0,0,0,62,62,0,0,0,0,0,0,68,68,0,0,0,0,0,0,100,98,0,0,0,0,0,0,35,29,0,0,0,3,0,0,44,50,0,0,0,6,0,0,331,341,0,0,0,8,16,0,35,58
501011293,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,7,0,0,0,14,0,0,0,3,0,0,0,8,0,0,3,3,0,0,0,5,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,18,4,0,5,31,0,0,0,8,15,0,4,31,0,5,3,68,16,3,3,96,11,38,31,169,13,3,19,281,18,57,47,174,0,8,14,316,36,62,61,198,7,13,21,396,13,63,58,182,3,8,17,348,33,78,109,272,6,22,50,559,109,297,306,1070,54,59,124,2019,0,0,0,0,0,0,12,12,0,0,0,0,0,0,5,5,0,0,0,0,0,0,38,38,0,0,0,0,0,0,36,36,0,0,0,0,0,0,45,45,0,0,0,0,0,0,37,38,0,0,0,0,0,0,44,51,0,0,0,5,0,0,215,220,0,0,0,8,17,0,12,42
501011294,0,0,0,6,0,0,0,7,0,0,0,5,3,0,0,4,0,0,0,8,0,0,0,13,0,0,0,7,0,0,0,12,0,0,0,6,0,0,0,6,0,0,0,7,0,0,6,8,0,0,0,3,0,0,0,5,0,0,6,39,7,0,9,55,0,0,0,27,31,3,4,71,0,5,7,109,23,3,5,157,28,78,57,346,21,9,19,551,40,124,76,449,13,11,20,734,45,115,98,404,9,19,32,719,35,92,116,361,7,23,31,670,68,150,190,562,11,37,112,1126,216,569,546,2258,113,106,227,4027,0,0,0,0,0,0,12,12,0,0,0,0,0,0,9,9,0,0,0,0,0,0,57,57,0,0,0,0,0,0,85,85,0,0,0,0,0,0,69,73,0,0,0,0,0,0,49,47,0,0,0,0,0,0,84,89,0,3,3,3,0,0,365,373,0,0,0,28,29,3,24,86
501021005,0,0,0,3,3,0,0,11,0,0,0,5,0,0,0,5,0,0,0,15,0,0,5,22,0,0,3,12,0,0,0,18,0,0,0,8,0,0,0,9,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,3,5,49,0,0,7,70,0,0,0,48,41,3,7,99,0,12,13,125,31,4,6,195,20,88,41,489,22,12,13,691,40,127,96,548,9,25,31,875,36,95,117,463,3,20,20,757,39,87,112,425,4,25,28,720,48,109,101,404,7,28,75,767,184,515,493,2495,134,109,181,4105,0,0,0,0,0,0,20,20,0,0,0,0,0,0,21,21,0,0,0,0,0,0,60,60,0,0,0,0,0,0,73,74,0,0,0,0,0,0,67,67,0,0,0,0,0,0,86,82,0,0,0,0,0,0,45,51,0,0,0,3,0,0,378,381,0,0,0,49,43,3,28,122
501021007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,11,0,0,3,15,0,0,0,11,8,0,4,20,0,0,0,29,8,3,0,49,9,24,12,90,4,0,7,141,4,23,24,114,0,0,9,177,6,29,34,125,5,3,15,217,9,33,29,143,0,5,11,235,10,38,35,134,0,16,32,261,39,145,139,641,24,28,78,1096,0,0,0,0,0,0,13,13,0,0,0,0,0,0,7,7,0,0,0,0,0,0,9,7,0,0,0,0,0,0,17,21,0,0,0,0,0,0,38,38,0,0,0,0,0,0,28,28,0,0,0,0,0,0,31,34,0,0,0,4,0,0,144,150,0,0,0,11,8,0,16,32
501021008,0,0,0,0,0,0,0,4,0,0,0,8,0,0,0,6,0,0,4,8,0,0,0,15,0,0,0,0,0,0,4,3,0,0,0,4,0,0,0,10,0,0,0,6,0,0,0,4,0,0,0,0,0,0,4,5,0,4,3,27,4,0,14,49,0,0,0,15,8,0,4,25,0,3,4,44,17,0,4,80,9,45,23,138,14,3,4,232,16,33,31,135,5,5,13,238,7,21,22,125,3,10,16,194,11,20,23,127,0,7,11,203,4,24,26,150,0,8,38,250,50,150,119,736,45,36,87,1226,0,0,0,0,0,0,18,17,0,0,0,0,0,0,18,18,0,0,0,0,0,0,38,38,0,0,0,0,0,0,29,27,0,0,0,0,0,0,24,26,0,0,0,0,0,0,22,27,0,0,0,0,0,0,24,23,0,0,0,4,0,0,167,171,0,0,0,18,6,0,19,43
501021009,0,0,0,0,0,0,3,3,0,0,0,7,0,0,0,6,0,0,0,7,3,0,0,9,0,0,0,3,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,26,5,3,7,44,0,0,0,11,11,0,5,28,0,4,0,67,15,0,0,93,0,12,8,218,13,4,13,266,3,26,23,199,5,11,15,280,8,13,17,219,7,6,11,285,11,9,38,239,0,12,26,329,11,33,48,230,4,23,85,417,30,88,133,1178,52,55,160,1697,0,0,0,0,0,0,31,31,0,0,0,0,0,0,11,11,0,0,0,0,0,0,37,37,0,0,0,4,0,0,40,45,0,0,0,0,0,0,44,44,0,0,0,5,0,0,36,39,0,0,0,0,0,0,52,58,0,0,0,9,0,0,247,253,0,0,0,11,11,0,36,60
501021010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,10,10,0,4,20,0,3,0,22,8,0,3,30,0,10,7,72,5,3,4,97,0,14,13,82,0,0,9,126,3,32,26,89,0,4,10,166,13,27,29,71,4,4,9,149,11,22,25,82,0,9,30,172,28,114,103,416,23,18,56,766,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,0,0,0,0,0,15,15,0,0,0,0,0,0,23,23,0,0,0,6,0,0,15,20,0,0,0,0,0,0,24,24,0,0,0,6,0,0,89,93,0,0,0,10,10,0,3,19
