SA2_CODE_2021,M_Y12_equivalent_Indigenous,M_Y12_equivalent_Non_Indig,M_Y12_equiv_IndigStat_ns,M_Y12_equivalent_Tot,M_Y11_equivalent_Indigenous,M_Y11_equiv_Non_Indig,M_Y11_equiv_IndigStat_ns,M_Y11_equivalent_Tot,M_Y10_equivalent_Indigenous,M_Y10_equiv_Non_Indig,M_Y10_equiv_IndigStat_ns,M_Y10_equivalent_Tot,M_Y9_equivalent_Indigenous,M_Y9_equiv_Non_Indig,M_Y9_equiv_IndigStat_ns,M_Y9_equivalent_Tot,M_Y8_below_Indigenous,M_Y8_below_Non_Indig,M_Y8_below_IndigStat_ns,M_Y8_below_Tot,M_Did_not_go_to_school_Indig,M_Did_not_go_to_sch_Non_Indig,M_Di_no_go_to_sch_IndSt_ns,M_Did_not_go_to_school_Tot,M_Highest_yr_school_ns_Indig,M_Highest_yr_sch_ns_Non_Indig,M_Highe_yr_sch_ns_IndSt_ns,M_Highest_yr_school_ns_Tot,M_Tot_Indigenous,M_Tot_Non_Indigenous,M_Tot_IndigStat_ns,M_Tot_Tot,F_Y12_equivalent_Indigenous,F_Y12_equivalent_Non_Indig,F_Y12_equiv_IndigStat_ns,F_Y12_equivalent_Tot,F_Y11_equivalent_Indigenous,F_Y11_equiv_Non_Indig,F_Y11_equiv_IndigStat_ns,F_Y11_equivalent_Tot,F_Y10_equivalent_Indigenous,F_Y10_equiv_Non_Indig,F_Y10_equiv_IndigStat_ns,F_Y10_equivalent_Tot,F_Y9_equivalent_Indigenous,F_Y9_equiv_Non_Indig,F_Y9_equiv_IndigStat_ns,F_Y9_equivalent_Tot,F_Y8_below_Indigenous,F_Y8_below_Non_Indig,F_Y8_below_IndigStat_ns,F_Y8_below_Tot,F_Did_not_go_to_school_Indig,F_Did_not_go_to_sch_Non_Indig,F_Di_no_go_to_sch_IndSt_ns,F_Did_not_go_to_school_Tot,F_Highest_yr_school_ns_Indig,F_Highest_yr_sch_ns_Non_Indig,F_Highe_yr_sch_ns_IndSt_ns,F_Highest_yr_school_ns_Tot,F_Tot_Indigenous,F_Tot_Non_Indigenous,F_Tot_IndigStat_ns,F_Tot_Tot,P_Y12_equivalent_Indigenous,P_Y12_equivalent_Non_Indig,P_Y12_equiv_IndigStat_ns,P_Y12_equivalent_Tot,P_Y11_equivalent_Indigenous,P_Y11_equiv_Non_Indig,P_Y11_equiv_IndigStat_ns,P_Y11_equivalent_Tot,P_Y10_equivalent_Indigenous,P_Y10_equiv_Non_Indig,P_Y10_equiv_IndigStat_ns,P_Y10_equivalent_Tot,P_Y9_equivalent_Indigenous,P_Y9_equiv_Non_Indig,P_Y9_equiv_IndigStat_ns,P_Y9_equivalent_Tot,P_Y8_below_Indigenous,P_Y8_below_Non_Indig,P_Y8_below_IndigStat_ns,P_Y8_below_Tot,P_Did_not_go_to_school_Indig,P_Did_not_go_to_sch_Non_Indig,P_Di_no_go_to_sch_IndSt_ns,P_Did_not_go_to_school_Tot,P_Highest_yr_school_ns_Indig,P_Highest_yr_sch_ns_Non_Indig,P_Highe_yr_sch_ns_IndSt_ns,P_Highest_yr_school_ns_Tot,P_Tot_Indigenous,P_Tot_Non_Indigenous,P_Tot_IndigStat_ns,P_Tot_Tot
504011047,53,5362,10,5423,14,721,5,741,17,1540,6,1559,8,331,0,336,6,379,5,394,3,124,0,128,0,169,382,554,106,8620,401,9128,45,5434,7,5495,18,649,0,676,30,1582,7,1613,13,319,0,331,10,524,0,534,0,178,0,178,3,163,282,453,119,8854,303,9276,102,10799,18,10920,33,1375,6,1415,47,3117,7,3174,15,650,8,667,18,906,5,927,3,301,0,305,7,329,666,1005,220,17476,709,18408
504011048,9,1907,3,1921,4,247,0,254,11,571,3,580,0,118,0,119,6,125,0,128,0,33,0,33,0,52,73,122,23,3046,76,3150,17,1948,3,1969,10,217,0,224,10,655,0,664,4,118,0,120,3,180,0,184,0,46,0,47,0,46,57,106,34,3211,72,3321,24,3855,4,3892,10,466,0,477,13,1222,6,1245,3,233,0,236,6,310,0,315,0,78,0,76,0,99,137,230,60,6256,147,6472
504021049,50,658,4,709,5,150,0,154,484,1046,0,1533,0,50,0,55,27,42,0,67,36,67,0,105,11,222,91,322,610,2243,92,2944,11,605,0,612,0,117,0,118,4,252,4,260,0,40,0,40,0,16,0,16,0,0,0,3,0,16,47,60,15,1052,49,1114,57,1265,6,1325,5,267,0,272,490,1301,3,1792,0,94,0,96,27,57,0,86,36,70,0,106,11,234,134,378,626,3287,147,4055
504021050,13,1704,13,1729,4,223,6,227,8,500,0,510,0,64,0,64,0,19,0,19,0,7,0,7,0,37,126,167,22,2553,144,2717,9,1965,9,1984,4,185,0,187,5,473,6,481,3,52,0,59,0,28,0,33,0,0,0,0,0,34,97,128,24,2733,112,2868,26,3671,17,3718,9,410,5,418,9,971,8,988,3,114,0,117,0,51,0,52,0,3,0,3,0,70,221,292,53,5287,253,5586
504021051,23,1120,3,1145,6,261,0,267,4,520,0,525,3,76,3,85,0,53,0,55,0,9,0,9,0,25,115,146,41,2066,125,2232,27,1255,3,1292,5,225,0,235,9,540,3,547,0,87,0,87,3,60,0,67,0,13,0,13,8,30,76,112,63,2206,84,2350,53,2381,5,2434,11,489,0,502,17,1057,3,1082,9,160,4,173,7,112,0,118,0,18,0,18,10,58,188,252,104,4272,206,4579
504021052,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,3,0,3,0,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,6
504021053,32,2472,9,2508,14,558,5,572,17,1330,9,1349,0,214,0,214,3,101,0,104,0,16,0,15,3,77,255,336,65,4764,274,5106,24,3047,16,3090,6,537,3,551,14,1100,3,1122,0,178,0,176,4,88,0,92,0,10,0,7,0,59,174,238,59,5012,200,5274,59,5519,23,5596,22,1089,4,1123,32,2430,10,2471,7,388,5,397,8,190,0,200,0,20,0,22,3,135,434,575,131,9776,477,10380
504021054,81,2189,9,2282,22,492,6,523,72,1232,3,1315,17,233,4,258,12,189,0,202,0,19,0,22,10,134,294,432,209,4498,319,5023,100,2437,13,2550,37,508,3,549,53,1243,4,1296,15,205,4,219,9,207,0,219,0,28,0,28,0,176,236,414,211,4799,265,5270,179,4629,25,4837,60,1003,5,1070,123,2473,11,2613,35,440,11,479,22,400,0,413,0,43,0,48,9,308,528,844,419,9296,579,10299
504031055,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,6,0,6,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,9
504031056,30,3774,5,3817,21,682,0,705,35,1497,3,1538,12,243,0,253,4,222,6,235,0,143,0,141,4,92,253,348,107,6647,264,7024,56,3916,6,3978,17,676,0,694,37,1422,8,1467,9,245,4,253,12,275,0,294,0,180,0,180,8,120,200,331,137,6837,221,7191,86,7693,19,7794,43,1354,0,1396,72,2920,8,3003,20,486,4,503,19,502,3,522,0,321,0,322,8,209,456,675,246,13481,492,14219
504031057,57,4404,9,4468,22,700,0,722,47,1459,6,1515,4,252,0,264,7,268,5,273,0,122,0,126,14,122,324,456,153,7331,342,7828,82,4620,9,4709,28,614,3,638,148,1390,0,1541,18,262,0,273,10,331,5,342,10,182,4,192,14,138,242,394,310,7533,262,8106,141,9027,14,9183,53,1317,3,1362,198,2850,11,3055,21,514,3,532,19,596,6,622,16,308,3,321,23,259,562,848,459,14864,608,15931
504031058,13,864,7,889,7,257,0,261,19,630,4,657,3,103,0,112,0,58,0,64,0,10,0,8,3,42,170,214,45,1969,189,2203,4,1066,9,1082,3,249,0,253,13,518,0,526,0,77,0,83,0,40,0,35,0,5,0,5,0,41,109,153,21,1994,126,2134,20,1930,17,1969,6,505,0,515,29,1149,6,1183,3,181,4,192,4,93,0,99,0,12,0,11,3,81,282,364,68,3963,311,4338
504031060,6,520,0,522,0,121,0,121,4,298,0,297,0,52,0,57,0,19,0,19,0,0,0,0,0,12,84,92,8,1020,86,1115,9,669,0,682,3,105,0,107,5,238,0,240,0,34,0,34,0,10,0,14,0,4,0,4,0,12,57,69,21,1067,62,1150,20,1186,0,1206,3,222,0,228,5,533,0,540,0,83,0,85,0,29,0,29,0,6,0,6,0,20,141,169,25,2087,147,2261
504031061,24,1134,7,1164,6,189,0,197,12,440,3,459,9,64,0,74,6,58,0,56,0,8,0,8,0,19,89,107,51,1909,97,2061,10,1343,4,1356,9,188,0,200,13,381,3,393,0,53,0,56,0,45,0,45,0,3,0,3,0,18,71,92,31,2034,74,2146,35,2474,3,2515,14,382,0,395,26,819,4,847,7,121,0,130,6,106,0,102,0,6,0,6,0,41,157,204,87,3949,175,4209
504031062,53,2548,9,2609,17,386,0,399,39,887,4,932,10,160,4,171,16,130,5,145,0,38,0,38,11,66,243,315,141,4206,262,4611,65,2792,6,2861,28,354,0,381,44,764,5,812,6,168,3,183,0,165,3,166,3,61,0,67,8,60,165,229,160,4358,180,4697,117,5334,12,5466,47,735,0,787,89,1645,6,1739,24,329,3,354,12,292,5,313,6,102,0,107,12,129,407,549,299,8569,442,9312
504031063,0,3,0,3,0,9,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,14,4,17,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,5,0,5,0,9,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,13,4,21
504031064,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
504031065,19,995,3,1016,9,214,0,230,24,574,0,602,7,110,0,116,0,80,7,91,0,14,0,14,9,40,114,156,72,2033,126,2225,29,1126,0,1161,6,208,0,219,29,556,0,589,9,74,0,82,3,87,3,99,0,23,0,22,3,36,100,135,81,2113,108,2304,45,2122,3,2173,22,424,3,440,52,1130,3,1188,11,186,0,198,7,175,5,185,0,39,0,43,8,71,217,293,147,4147,231,4529
504031066,60,2186,8,2255,28,407,0,431,35,907,4,952,11,181,4,197,9,149,0,159,4,35,0,38,14,183,367,565,163,4049,382,4596,66,2370,10,2443,19,376,0,397,59,834,4,902,18,161,5,184,13,191,0,209,0,47,0,51,4,238,268,509,185,4219,284,4689,126,4557,16,4699,48,781,5,826,101,1747,9,1851,26,341,3,378,23,334,3,364,4,84,0,89,18,421,630,1075,348,8269,667,9286
504031067,34,1156,5,1192,11,288,0,297,43,700,3,743,4,89,0,98,8,69,0,76,0,13,0,13,0,44,114,161,101,2352,128,2577,47,1320,10,1373,16,297,0,313,35,685,3,723,10,97,0,111,3,64,0,69,0,11,0,15,4,37,74,115,118,2509,87,2715,79,2472,7,2564,24,584,3,612,78,1382,9,1465,15,190,0,205,13,129,0,146,3,27,0,23,0,78,185,273,217,4859,214,5291
504031068,44,2433,11,2483,19,445,0,458,19,943,4,968,4,138,0,147,0,77,0,84,0,15,0,12,3,36,191,235,90,4094,207,4390,53,2793,3,2847,10,462,0,465,34,896,4,937,0,102,0,100,0,76,0,76,0,26,0,26,0,39,115,160,98,4389,122,4613,95,5223,13,5332,24,902,0,930,54,1843,7,1900,3,242,0,253,0,152,0,154,0,36,0,40,4,79,306,391,191,8483,329,9003
504031069,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
504031298,59,3054,3,3116,18,531,3,546,24,957,3,989,10,161,0,170,0,62,0,60,0,15,0,15,0,53,220,277,108,4829,230,5173,68,3639,0,3713,12,530,0,542,31,1006,3,1044,3,127,0,135,0,84,0,86,0,34,0,34,0,70,135,203,115,5485,142,5748,126,6698,8,6831,26,1058,5,1085,60,1963,5,2032,8,287,0,299,3,143,3,148,0,41,0,41,0,125,359,484,225,10316,373,10924
504031299,36,2484,6,2528,10,345,0,355,33,652,0,685,9,103,0,108,3,49,0,56,0,31,0,31,0,32,151,183,90,3700,156,3949,55,2692,4,2747,13,329,3,344,31,553,4,586,4,91,0,92,3,68,0,69,0,38,0,38,0,37,88,133,109,3797,98,4007,94,5175,5,5278,24,672,3,701,66,1201,4,1270,8,190,0,198,6,118,0,124,0,67,0,67,5,77,239,313,199,7497,255,7949
504031300,68,3199,11,3275,27,712,0,744,60,1419,5,1487,9,226,0,235,6,127,0,135,3,45,0,48,0,100,389,487,181,5824,402,6408,58,3855,8,3917,31,758,3,790,49,1356,11,1413,16,228,0,249,7,173,0,176,0,72,0,72,6,119,323,452,163,6562,351,7070,125,7052,21,7196,62,1468,3,1527,110,2779,17,2899,29,459,0,484,14,294,4,313,3,117,0,123,5,222,708,938,338,12386,753,13481
505011070,19,2215,11,2242,11,457,7,469,15,837,4,847,6,142,0,143,3,55,0,60,0,15,0,12,0,59,145,194,50,3771,161,3977,22,2609,6,2631,4,402,0,405,21,739,3,768,0,122,0,126,0,75,0,72,0,9,0,9,0,44,118,165,54,4000,128,4179,41,4820,11,4875,13,855,7,876,31,1579,8,1615,5,264,0,269,3,128,0,133,0,23,0,25,0,98,260,361,103,7770,287,8150
505011071,12,3290,9,3307,8,517,0,520,13,964,0,981,3,112,0,110,0,63,0,63,0,11,3,9,0,41,204,241,29,4991,212,5232,6,3644,6,3662,5,492,0,501,13,871,3,889,0,109,0,109,0,78,0,77,0,15,0,11,0,55,122,181,26,5259,143,5429,18,6933,18,6967,9,1008,0,1018,21,1836,9,1865,3,215,0,213,0,137,0,141,0,19,3,26,0,101,324,425,51,10246,363,10660
505011072,15,3992,10,4022,0,399,0,405,5,856,0,861,0,109,0,109,0,63,0,63,0,7,0,12,3,83,142,228,27,5509,157,5693,13,4285,14,4311,0,429,0,433,3,956,3,964,0,115,0,117,0,103,0,102,3,11,0,12,0,82,114,207,26,5984,135,6143,32,8276,28,8332,0,828,0,838,7,1813,3,1824,0,225,0,230,0,167,0,165,3,21,0,24,3,163,261,434,61,11492,286,11837
505011073,21,3144,10,3172,3,493,0,494,3,1036,0,1040,0,162,0,172,3,74,0,74,0,20,0,20,0,45,207,249,38,4971,216,5222,14,3417,9,3440,9,432,0,444,13,1039,3,1052,3,144,0,151,4,96,0,98,0,20,0,20,0,50,145,193,47,5197,158,5402,34,6558,13,6609,14,932,0,942,19,2072,3,2094,7,310,4,318,5,170,0,178,0,42,0,42,0,88,348,442,85,10170,376,10628
505011074,18,2342,3,2369,6,430,0,434,15,864,4,886,9,117,0,121,4,51,0,57,0,8,0,8,0,49,200,248,54,3860,212,4123,23,2560,8,2593,5,401,6,405,10,780,6,796,0,103,3,109,0,64,0,64,0,12,0,12,0,46,126,168,41,3967,143,4148,41,4904,15,4961,9,827,3,842,29,1647,12,1684,9,217,7,228,4,115,0,122,0,21,0,21,0,88,325,411,90,7828,348,8265
505011075,14,2875,5,2888,0,350,0,351,6,713,3,723,3,94,0,97,0,41,0,41,0,9,0,9,0,28,136,163,22,4103,143,4268,12,3069,7,3088,0,317,0,319,6,740,8,746,0,95,0,98,0,53,0,56,0,11,0,11,0,51,78,133,18,4332,93,4442,26,5940,5,5977,0,665,0,669,14,1451,3,1466,3,184,0,189,0,101,0,98,0,17,0,13,0,84,217,299,46,8434,234,8713
505011076,10,2531,8,2543,0,283,0,282,4,632,0,633,0,62,0,64,0,26,0,27,0,0,0,0,0,22,99,122,16,3546,101,3666,10,2726,8,2739,3,287,0,297,0,559,3,566,0,56,0,56,0,30,0,30,0,5,0,9,0,20,49,72,17,3678,55,3755,21,5258,7,5285,0,571,0,574,3,1189,3,1193,0,115,0,116,0,51,0,50,0,10,0,10,0,43,151,188,33,7228,160,7423
505011077,21,3511,11,3539,4,482,0,492,13,934,8,946,5,141,0,148,4,62,0,62,0,13,0,12,3,121,294,421,44,5271,313,5627,23,3629,11,3654,8,508,3,514,10,898,7,908,0,122,0,124,0,84,0,86,0,17,0,17,0,221,216,440,41,5471,238,5747,46,7139,20,7198,8,993,10,1008,23,1833,11,1859,3,264,4,265,3,148,0,153,0,26,0,32,4,343,515,865,80,10740,552,11376
505011078,13,2993,12,3021,5,434,0,438,12,1023,7,1040,0,125,0,121,0,86,6,90,0,21,4,19,0,56,152,212,30,4731,172,4940,25,3241,12,3277,0,474,0,481,3,1115,10,1127,0,152,0,152,0,144,0,148,0,31,0,26,0,77,88,167,38,5242,110,5385,35,6240,19,6294,8,909,0,916,18,2137,11,2167,0,272,0,273,0,229,3,237,0,47,4,49,0,138,244,383,66,9975,283,10324
505011079,10,2789,4,2803,0,383,3,387,8,794,0,797,0,105,0,106,0,52,0,55,0,13,0,12,0,40,165,202,15,4172,180,4372,13,3112,14,3138,0,324,0,322,6,760,5,774,0,99,0,96,0,72,5,74,0,10,0,10,0,45,95,142,22,4421,113,4555,22,5895,21,5938,0,704,4,712,8,1556,7,1570,0,200,0,207,0,124,0,122,0,22,0,21,0,91,259,350,38,8590,295,8920
505011080,12,1990,10,2009,0,283,0,286,3,564,3,572,0,79,0,79,0,39,0,39,0,6,0,6,0,33,132,167,24,2988,144,3155,3,2107,7,2121,4,263,0,265,6,547,0,553,0,63,0,63,0,49,0,49,0,12,0,12,0,40,80,121,10,3080,88,3185,16,4097,16,4125,5,545,0,555,8,1108,3,1124,0,144,0,141,0,90,0,90,0,15,0,15,0,81,209,290,31,6070,234,6337
505011081,19,1857,6,1889,4,359,0,361,3,661,0,668,0,100,0,98,0,44,0,43,0,9,0,9,0,37,103,134,33,3058,110,3204,15,2168,0,2186,9,271,0,280,4,597,0,601,0,68,0,73,0,62,0,60,0,7,0,6,0,37,67,101,30,3203,73,3309,40,4021,10,4071,10,627,0,641,9,1259,4,1272,0,166,0,167,0,103,0,103,0,13,0,16,0,69,166,234,62,6264,182,6516
505011082,13,2615,0,2638,3,271,0,271,6,634,6,647,0,98,0,100,0,49,0,53,0,3,0,3,0,38,131,170,29,3718,134,3881,4,2790,6,2809,4,267,0,272,0,697,0,701,0,102,0,101,0,58,0,53,0,3,0,3,0,39,91,129,14,3958,103,4067,25,5410,9,5440,4,536,0,545,6,1336,3,1342,0,202,0,199,0,107,0,109,0,14,0,14,0,80,220,300,42,7674,235,7951
505011083,4,2290,3,2298,0,336,0,333,3,699,4,702,0,70,0,70,0,43,0,43,0,9,0,9,0,36,69,104,10,3481,78,3566,9,2536,11,2556,3,362,0,369,3,707,0,712,0,86,0,92,0,62,0,62,0,13,0,13,0,41,45,87,17,3813,61,3885,17,4826,10,4849,5,696,0,700,8,1401,6,1416,0,161,0,160,0,106,0,111,0,24,0,24,0,84,115,194,31,7290,137,7455
505021084,33,3615,11,3654,0,435,4,446,22,1064,7,1089,5,193,0,198,0,294,0,293,0,62,0,62,0,118,256,375,59,5782,284,6120,38,3939,12,3988,8,462,0,475,17,1162,3,1190,3,205,0,213,0,370,4,372,3,102,0,105,0,178,218,395,82,6411,246,6739,68,7547,27,7641,15,898,5,914,38,2225,6,2278,5,401,3,411,3,662,6,674,3,160,0,171,0,292,480,772,136,12193,531,12858
505021085,80,4118,17,4212,24,557,0,582,40,1214,3,1264,13,290,0,305,13,455,8,473,4,266,0,274,11,162,566,737,187,7060,596,7850,79,4195,13,4290,32,530,3,560,71,1190,5,1275,11,298,0,310,17,507,9,528,0,334,0,333,15,166,493,670,227,7221,519,7967,164,8313,28,8499,50,1083,3,1144,120,2406,11,2534,28,585,3,617,30,960,12,999,8,604,0,607,20,331,1055,1407,418,14284,1117,15816
505021087,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
505021088,28,4760,8,4794,12,451,0,465,23,853,5,875,7,139,0,146,5,105,0,115,0,34,0,34,4,94,404,502,71,6440,421,6933,35,5678,14,5729,9,454,0,464,27,951,3,982,6,150,0,152,4,191,4,193,0,41,0,39,4,112,368,486,82,7584,390,8057,67,10434,26,10529,18,909,0,935,51,1801,9,1858,10,291,3,300,5,294,0,305,0,74,0,74,4,207,777,994,155,14021,814,14988
505021089,22,5684,9,5713,6,528,0,535,4,1101,3,1109,0,164,0,168,0,142,0,144,0,16,0,16,0,146,236,377,34,7783,254,8063,29,6061,9,6099,4,513,3,528,7,1408,7,1417,4,217,0,221,0,162,0,165,0,38,0,38,0,218,194,411,45,8616,221,8878,49,11745,20,11813,8,1046,5,1064,11,2506,12,2526,4,382,3,387,3,304,5,310,0,52,0,52,0,362,432,792,74,16394,476,16944
505021090,22,4881,14,4916,12,485,0,497,36,989,6,1025,14,196,4,218,5,240,0,247,0,122,0,127,6,162,524,688,98,7077,546,7721,58,5115,19,5190,21,479,0,501,41,1057,3,1103,16,231,3,247,7,364,0,378,3,168,0,172,5,166,468,634,146,7585,496,8228,82,9994,28,10111,30,966,0,995,77,2045,13,2129,28,426,10,466,13,607,6,625,4,290,0,300,9,328,984,1324,247,14660,1045,15949
505021091,0,73,0,70,0,6,0,6,0,7,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,20,3,85,19,106,0,74,0,74,0,3,0,3,0,8,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,12,0,93,12,100,0,143,0,147,0,7,0,7,0,15,0,17,0,4,0,4,0,3,0,3,0,0,0,0,0,0,33,32,0,174,33,211
505021092,34,4913,20,4965,11,513,4,527,11,739,5,751,0,123,0,125,0,68,0,68,0,13,0,14,0,75,491,569,57,6441,519,7017,43,5567,10,5624,5,441,0,443,7,814,3,831,6,135,0,137,3,103,0,106,0,9,0,9,0,81,378,459,66,7152,400,7614,74,10482,33,10596,16,953,3,972,22,1552,9,1584,8,255,0,261,3,168,0,176,0,20,0,20,0,157,868,1025,122,13588,920,14626
505021093,18,3820,5,3851,3,381,6,386,6,794,6,800,0,144,5,148,0,250,3,254,0,55,0,55,5,102,237,338,36,5544,257,5832,26,3999,7,4027,0,376,0,382,9,892,9,913,4,139,0,142,0,314,4,316,0,79,0,79,0,97,190,291,42,5906,206,6149,48,7818,14,7878,7,756,6,767,20,1689,7,1716,8,285,3,291,0,562,3,566,0,136,0,136,5,195,426,627,76,11446,460,11984
505021094,13,2162,5,2179,0,202,3,201,5,409,0,415,0,65,0,68,0,44,0,45,0,9,0,7,3,36,120,159,24,2921,125,3072,10,2291,8,2311,4,192,0,199,5,498,5,506,0,75,0,75,0,38,0,38,0,5,0,5,0,37,95,133,20,3137,97,3256,26,4458,8,4490,8,392,3,397,3,907,5,917,0,141,0,142,0,78,0,79,0,11,0,12,3,70,215,284,39,6061,225,6325
505021095,15,3492,11,3521,10,335,0,345,9,645,0,659,4,98,0,105,0,143,0,145,0,34,0,34,0,72,276,346,32,4819,290,5147,32,3951,11,3991,11,327,3,335,12,688,0,705,0,134,0,134,0,216,0,219,0,48,0,55,4,68,251,323,63,5432,270,5759,47,7440,23,7502,12,663,4,685,24,1334,6,1358,4,232,0,233,0,359,0,361,0,85,0,83,4,135,526,670,92,10251,558,10903
505021096,8,4277,7,4289,7,237,0,245,0,480,0,488,0,82,0,88,0,48,0,50,0,13,0,13,0,50,162,213,17,5196,171,5387,8,4542,9,4560,7,268,0,276,0,643,10,651,0,126,0,133,0,97,4,96,0,17,0,21,0,52,113,166,13,5756,140,5905,19,8820,15,8849,10,512,0,517,0,1128,5,1140,0,213,0,219,0,146,3,150,0,31,0,36,0,104,279,380,34,10955,306,11292
505021097,23,4617,11,4651,8,386,3,400,14,800,7,819,0,160,0,170,3,166,0,169,4,46,0,53,4,115,246,361,53,6292,266,6610,35,5056,11,5102,8,448,0,453,10,964,0,984,0,232,3,238,0,273,0,280,0,72,0,72,0,134,222,361,62,7186,241,7491,66,9674,20,9753,15,836,3,855,24,1768,7,1804,0,390,9,399,3,440,0,450,4,117,0,120,3,250,468,722,114,13477,505,14105
505021301,17,2999,0,3015,3,287,0,288,9,690,3,704,3,139,0,144,3,226,0,227,0,84,0,84,0,93,117,206,37,4513,127,4675,16,3108,9,3132,5,313,0,315,4,738,3,749,0,185,4,188,3,330,0,336,0,102,0,108,0,95,92,190,29,4872,114,5014,32,6104,11,6147,8,602,0,611,17,1431,7,1445,0,324,3,330,3,556,0,562,0,188,0,187,0,186,205,398,64,9386,233,9683
505021302,25,3252,4,3277,5,330,3,338,11,751,8,769,4,127,0,133,0,139,0,140,0,43,0,46,3,71,227,295,45,4716,233,4998,23,3584,8,3621,7,372,0,377,4,851,5,868,4,161,0,172,0,241,0,239,0,46,0,47,0,104,210,312,46,5358,229,5637,49,6840,10,6898,7,697,3,711,20,1600,11,1634,9,292,0,306,0,380,0,385,0,87,0,91,0,169,435,610,88,10078,469,10630
505031098,24,2273,6,2300,14,412,0,427,29,894,3,920,5,175,0,178,4,216,0,216,0,170,0,169,3,91,141,234,71,4215,160,4451,40,2324,8,2371,22,330,0,355,33,843,0,874,11,186,0,196,8,267,0,270,0,207,0,208,6,76,139,211,121,4222,144,4486,66,4595,12,4672,39,738,9,784,55,1738,7,1803,14,357,0,370,9,474,0,482,0,375,0,377,9,159,279,448,188,8440,305,8935
505031099,56,4164,13,4232,14,958,0,976,43,1749,12,1800,12,321,0,334,4,157,0,159,5,45,0,49,7,154,483,637,136,7547,512,8190,63,5039,10,5112,31,963,4,999,53,1891,8,1953,19,378,3,401,4,193,0,200,0,67,0,66,5,181,389,579,178,8717,419,9305,113,9201,23,9346,43,1919,7,1978,98,3638,17,3753,29,699,3,736,9,354,4,363,3,102,0,112,11,337,871,1216,309,16257,930,17495
505031100,40,3770,8,3810,7,689,0,699,21,1217,4,1245,6,159,0,160,0,67,0,70,0,29,0,34,0,68,273,345,70,6005,287,6361,39,4473,7,4517,6,649,0,656,27,1090,5,1119,7,149,0,159,6,82,0,89,0,55,0,56,3,86,157,242,87,6583,162,6833,77,8242,12,8324,15,1336,0,1354,48,2308,8,2368,8,309,0,320,4,152,3,160,0,86,5,92,0,156,429,587,152,12586,448,13194
505031101,24,2956,6,2989,18,506,4,526,29,932,0,964,7,139,0,145,0,64,0,67,0,20,0,24,0,71,260,333,83,4690,274,5048,30,3435,10,3476,22,492,0,518,35,879,4,919,7,125,0,137,7,91,0,101,3,43,0,46,4,58,205,275,108,5121,224,5454,63,6388,15,6465,36,996,5,1038,60,1812,5,1878,13,263,3,280,7,150,0,163,4,66,0,65,9,133,466,605,192,9805,502,10502
