SA2_CODE_2021,Tot_p_Indig_M,Tot_p_Indig_F,Tot_p_Indig_P,Tot_p_NonInd_M,Tot_p_NonInd_F,Tot_p_NonInd_P,Tot_p_IndigStat_nsM,Tot_p_IndigStat_nsF,Tot_p_IndigStat_nsP,Tot_p_TotM,Tot_p_TotF,Tot_p_TotP,A_0_4_Indig_M,A_0_4_Indig_F,A_0_4_Indig_P,A_0_4_NonInd_M,A_0_4_NonInd_F,A_0_4_NonInd_P,A_0_4_IndigStat_nsM,A_0_4_IndigStat_nsF,A_0_4_IndigStat_nsP,A_0_4_TotM,A_0_4_TotF,A_0_4_TotP,A_5_14_Indig_M,A_5_14_Indig_F,A_5_14_Indig_P,A_5_14_NonInd_M,A_5_14_NonInd_F,A_5_14_NonInd_P,A_5_14_IndigStat_nsM,A_5_14_IndigStat_nsF,A_5_14_IndigStat_nsP,A_5_14_TotM,A_5_14_TotF,A_5_14_TotP,A_15_24_Indig_M,A_15_24_Indig_F,A_15_24_Indig_P,A_15_24_NonInd_M,A_15_24_NonInd_F,A_15_24_NonInd_P,A_15_24_IndigStat_nsM,A_15_24_IndigStat_nsF,A_15_24_IndigStat_nsP,A_15_24_TotM,A_15_24_TotF,A_15_24_TotP,A_25_44_Indig_M,A_25_44_Indig_F,A_25_44_Indig_P,A_25_44_NonInd_M,A_25_44_NonInd_F,A_25_44_NonInd_P,A_25_44_IndigStat_nsM,A_25_44_IndigStat_nsF,A_25_44_IndigStat_nsP,A_25_44_TotM,A_25_44_TotF,A_25_44_TotP,A_45_64_Indig_M,A_45_64_Indig_F,A_45_64_Indig_P,A_45_64_NonInd_M,A_45_64_NonInd_F,A_45_64_NonInd_P,A_45_64_IndigStat_nsM,A_45_64_IndigStat_nsF,A_45_64_IndigStat_nsP,A_45_64_TotM,A_45_64_TotF,A_45_64_TotP,A_65_over_Indig_M,A_65_over_Indig_F,A_65_over_Indig_P,A_65_ovr_NonInd_M,A_65_ovr_NonInd_F,A_65_ovr_NonInd_P,A_65ove_IndigStat_nsM,A_65ove_IndigStat_nsF,A_65ove_IndigStat_nsP,A_65_ovr_TotM,A_65_ovr_TotF,A_65_ovr_TotP,Cntd_CN_home_Indig_M,Cntd_CN_home_Indig_F,Cntd_CN_home_Indig_P,Cntd_CN_hme_NonInd_M,Cntd_CN_hme_NonInd_F,Cntd_CN_hme_NonInd_P,ctd_CN_hme_Indig_st_nsM,ctd_CN_hme_Indig_st_nsF,ctd_CN_hme_Indig_st_nsP,Cntd_CN_home_TotM,Cntd_CN_home_TotF,Cntd_CN_home_TotP,VfSme_SA2_Indig_M,VfSme_SA2_Indig_F,VfSme_SA2_Indig_P,VfSme_SA2_NonInd_M,VfSme_SA2_NonInd_F,VfSme_SA2_NonInd_P,VfSme_SA2_Indi_stat_nsM,VfSme_SA2_Indi_stat_nsF,VfSme_SA2_Indi_stat_nsP,VfSme_SA2_TotM,VfSme_SA2_TotF,VfSme_SA2_TotP,VfDif_SA2_NSW_Indig_M,VfDif_SA2_NSW_Indig_F,VfDif_SA2_NSW_Indig_P,VfDif_SA2_NSW_NonInd_M,VfDif_SA2_NSW_NonInd_F,VfDif_SA2_NSW_NonInd_P,VfDif_SA2_NSW_IndSt_nsM,VfDif_SA2_NSW_IndSt_nsF,VfDif_SA2_NSW_IndSt_nsP,VfDif_SA2_NSW_TotM,VfDif_SA2_NSW_TotF,VfDif_SA2_NSW_TotP,VfDif_SA2_Vic_Indig_M,VfDif_SA2_Vic_Indig_F,VfDif_SA2_Vic_Indig_P,VfDif_SA2_Vic_NonInd_M,VfDif_SA2_Vic_NonInd_F,VfDif_SA2_Vic_NonInd_P,VfDif_SA2_Vic_Ind_sta_nsM,VfDif_SA2_Vic_Ind_sta_nsF,VfDif_SA2_Vic_Ind_sta_nsP,VfDif_SA2_Vic_TotM,VfDif_SA2_Vic_TotF,VfDif_SA2_Vic_TotP,VfDif_SA2_Qld_Indig_M,VfDif_SA2_Qld_Indig_F,VfDif_SA2_Qld_Indig_P,VfDif_SA2_Qld_NonInd_M,VfDif_SA2_Qld_NonInd_F,VfDif_SA2_Qld_NonInd_P,VfDif_SA2_Qld_IndSt_nsM,VfDif_SA2_Qld_IndSt_nsF,VfDif_SA2_Qld_IndSt_nsP,VfDif_SA2_Qld_TotM,VfDif_SA2_Qld_TotF,VfDif_SA2_Qld_TotP,VfDif_SA2_SA_Indig_M,VfDif_SA2_SA_Indig_F,VfDif_SA2_SA_Indig_P,VfDif_SA2_SA_NonInd_M,VfDif_SA2_SA_NonInd_F,VfDif_SA2_SA_NonInd_P,VfDif_SA2_SA_IndSt_nsM,VfDif_SA2_SA_IndSt_nsF,VfDif_SA2_SA_IndSt_nsP,VfDif_SA2_SA_TotM,VfDif_SA2_SA_TotF,VfDif_SA2_SA_TotP,VfDif_SA2_WA_Indig_M,VfDif_SA2_WA_Indig_F,VfDif_SA2_WA_Indig_P,VfDif_SA2_WA_NonInd_M,VfDif_SA2_WA_NonInd_F,VfDif_SA2_WA_NonInd_P,VfDif_SA2_WA_IndSt_nsM,VfDif_SA2_WA_IndSt_nsF,VfDif_SA2_WA_IndSt_nsP,VfDif_SA2_WA_TotM,VfDif_SA2_WA_TotF,VfDif_SA2_WA_TotP,VfDif_SA2_Tas_Indig_M,VfDif_SA2_Tas_Indig_F,VfDif_SA2_Tas_Indig_P,VfDif_SA2_Tas_NonInd_M,VfDif_SA2_Tas_NonInd_F,VfDif_SA2_Tas_NonInd_P,VfDif_SA2_Tas_IndSt_nsM,VfDif_SA2_Tas_IndSt_nsF,VfDif_SA2_Tas_IndSt_nsP,VfDif_SA2_Tas_TotM,VfDif_SA2_Tas_TotF,VfDif_SA2_Tas_TotP,VfDif_SA2_NT_Indig_M,VfDif_SA2_NT_Indig_F,VfDif_SA2_NT_Indig_P,VfDif_SA2_NT_NonInd_M,VfDif_SA2_NT_NonInd_F,VfDif_SA2_NT_NonInd_P,VfDif_SA2_NT_IndSt_nsM,VfDif_SA2_NT_IndSt_nsF,VfDif_SA2_NT_IndSt_nsP,VfDif_SA2_NT_TotM,VfDif_SA2_NT_TotF,VfDif_SA2_NT_TotP,VfDif_SA2_ACT_Indig_M,VfDif_SA2_ACT_Indig_F,VfDif_SA2_ACT_Indig_P,VfDif_SA2_ACT_NonInd_M,VfDif_SA2_ACT_NonInd_F,VfDif_SA2_ACT_NonInd_P,VfDif_SA2_ACT_IndSt_nsM,VfDif_SA2_ACT_IndSt_nsF
501011001,42,37,75,2934,2982,5917,312,290,603,3291,3307,6595,8,0,10,181,142,324,22,16,32,202,159,370,0,14,12,389,371,760,53,57,109,447,439,881,0,0,5,184,174,360,14,18,32,202,193,396,13,8,17,604,721,1328,78,79,157,699,815,1509,9,8,17,855,887,1743,89,82,174,959,977,1931,5,5,4,724,679,1401,51,48,99,780,724,1505,31,26,54,2603,2720,5322,240,252,491,2866,2998,5867,0,0,0,14,17,32,0,0,0,14,19,33,0,0,0,8,10,15,0,0,0,8,10,15,0,0,0,4,9,8,0,0,0,4,9,8,0,0,0,6,0,10,0,0,0,6,0,10,0,0,0,5,7,10,0,0,0,4,7,10,6,3,12,204,206,404,14,20,37,220,225,449,0,0,0,0,4,3,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
501011003,59,38,97,5433,5528,10964,452,387,837,5942,5958,11900,13,0,15,276,312,588,20,28,48,311,342,649,12,12,24,857,774,1628,44,59,102,913,843,1755,8,6,10,469,376,845,35,25,60,509,408,916,13,11,19,1149,1394,2544,126,105,229,1287,1515,2795,12,12,17,1514,1578,3090,142,86,231,1668,1675,3342,0,6,8,1166,1100,2260,92,78,167,1257,1190,2443,53,36,93,4817,5039,9851,289,306,596,5156,5380,10538,0,0,0,26,36,60,0,0,4,27,34,63,0,0,0,10,6,20,0,0,0,10,6,20,0,0,0,4,8,14,0,0,0,4,5,15,0,0,0,11,11,22,3,8,5,13,14,31,0,0,0,0,4,4,3,10,10,4,10,15,3,6,10,500,549,1049,84,104,187,581,657,1243,0,0,0,4,4,8,0,0,0,4,4,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0
501011004,72,78,156,4601,4693,9290,420,323,744,5094,5099,10193,6,3,11,291,275,561,19,20,41,314,298,618,17,19,36,726,681,1411,55,55,111,801,753,1556,20,15,37,439,338,777,39,29,65,495,380,877,10,32,43,1236,1400,2639,129,88,216,1378,1513,2893,9,12,24,1267,1286,2552,132,90,222,1412,1389,2803,9,4,13,642,708,1352,50,45,90,697,752,1449,67,74,146,4107,4294,8398,280,264,546,4458,4635,9097,0,0,0,13,12,25,0,0,0,13,12,30,0,3,3,7,5,8,0,0,0,7,5,10,0,0,0,4,10,13,0,0,0,4,10,13,0,0,0,9,8,16,8,9,16,16,20,34,0,0,0,6,5,8,0,0,10,8,4,16,3,9,10,297,332,635,68,71,144,378,412,787,0,0,0,0,8,9,0,0,0,6,8,12,0,0,0,6,6,8,0,0,0,6,5,9,0,0,0,3,0,6,0,0
501011293,137,108,247,4167,4466,8634,263,220,476,4564,4794,9359,21,11,30,175,194,371,8,8,16,199,214,412,30,36,69,563,510,1068,19,23,49,612,572,1178,28,19,53,422,391,811,19,26,46,466,436,904,30,22,50,863,946,1807,74,41,125,971,1008,1979,18,17,38,1121,1322,2443,86,51,136,1218,1394,2620,4,10,10,1028,1104,2138,50,64,111,1088,1172,2262,116,111,219,3792,4173,7972,154,176,334,4063,4457,8520,0,0,0,19,8,24,0,0,0,19,8,24,0,0,0,0,8,11,0,0,0,0,8,11,0,0,0,5,0,5,0,0,0,4,0,8,0,0,0,4,0,5,0,0,0,4,3,10,0,0,0,0,0,0,0,0,0,0,0,0,19,3,25,210,191,404,29,21,46,253,215,471,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
501011294,229,226,451,8505,9464,17971,457,411,861,9192,10095,19292,35,20,51,433,447,879,21,9,29,491,477,965,68,60,123,1223,1180,2403,46,56,101,1336,1296,2630,44,41,84,878,812,1682,25,38,65,948,889,1831,43,53,99,1804,2033,3839,142,99,245,1992,2189,4181,27,37,69,2107,2486,4594,119,90,214,2261,2618,4876,10,16,28,2062,2502,4571,96,117,213,2173,2629,4801,216,216,434,7809,8909,16716,265,328,592,8290,9459,17744,0,0,0,23,20,42,0,0,0,23,19,43,0,0,0,4,0,6,0,0,0,4,0,6,0,0,0,8,6,15,0,0,0,12,10,15,0,0,0,8,13,19,0,0,0,9,13,14,0,0,0,6,4,10,0,0,0,10,4,12,13,20,31,435,476,916,97,93,191,546,592,1137,0,0,0,0,0,7,0,0,0,4,0,8,0,0,0,5,7,8,0,0,0,3,7,6,0,0,0,0,0,0,0,0
501021005,270,268,541,8792,9122,17916,465,339,801,9521,9730,19256,33,33,67,655,519,1171,26,14,40,715,570,1282,78,77,150,1458,1376,2834,46,42,86,1579,1489,3065,56,52,111,973,978,1953,46,26,72,1078,1063,2133,69,60,127,2161,2392,4551,133,89,221,2363,2538,4902,29,41,67,2157,2395,4551,159,89,247,2346,2525,4870,4,8,18,1387,1465,2850,58,76,133,1446,1553,3000,251,255,501,8145,8682,16822,230,248,480,8630,9181,17810,0,0,0,20,16,37,0,0,0,17,16,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,8,0,10,0,0,0,8,0,10,0,0,0,0,0,0,0,0,0,0,0,0,11,12,25,225,189,412,43,16,56,282,214,498,0,0,0,3,8,5,0,0,0,3,8,5,0,0,0,3,0,3,0,0,0,3,0,3,0,0,0,0,0,0,0,0
501021007,69,64,134,2415,2575,4991,181,151,335,2658,2800,5457,7,11,22,120,121,239,3,8,11,136,136,270,20,17,39,355,355,713,15,23,39,392,389,788,5,9,13,242,251,495,20,17,36,273,277,546,18,20,33,456,557,1016,27,34,66,506,609,1121,13,9,16,728,814,1540,64,43,109,799,864,1665,0,5,5,506,489,996,36,37,69,550,521,1076,62,67,131,2228,2425,4650,125,128,253,2410,2617,5031,0,0,0,15,15,30,0,0,0,16,15,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,8,18,0,0,4,8,10,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,53,45,100,5,4,13,65,52,115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
501021008,286,184,469,3030,2992,6019,240,247,483,3552,3422,6976,25,20,46,153,158,306,14,14,27,190,186,376,42,33,71,311,315,623,49,37,85,403,378,779,47,44,92,331,327,662,30,36,63,410,407,816,112,44,152,932,753,1690,70,79,144,1112,877,1979,44,35,84,794,796,1585,49,56,107,885,884,1770,11,15,29,517,649,1161,29,30,56,558,695,1250,272,182,452,2888,2867,5752,200,220,420,3358,3269,6623,4,0,4,7,5,17,0,0,0,9,5,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,25,31,115,127,239,30,38,71,157,184,341,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
501021009,200,178,374,3936,3881,7823,324,287,615,4468,4347,8812,28,19,43,225,179,402,16,12,33,263,210,472,40,52,94,492,435,930,41,39,79,573,527,1098,51,30,81,413,370,786,42,37,86,507,439,947,36,47,84,817,853,1674,73,72,145,934,967,1901,30,27,54,1060,1150,2209,88,69,151,1178,1243,2420,16,8,21,934,894,1827,61,55,118,1012,953,1966,179,160,342,3633,3650,7286,256,246,502,4069,4056,8126,0,0,5,21,22,40,0,0,0,23,23,42,0,0,0,3,3,4,0,0,0,3,3,7,0,0,0,5,0,5,0,0,0,5,6,3,0,0,0,4,0,3,0,0,0,4,0,3,0,0,0,8,0,5,0,0,0,8,0,5,18,8,27,189,108,298,41,11,58,255,129,384,0,0,0,3,0,3,0,0,0,4,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
501021010,17,10,30,1560,1495,3055,111,94,204,1694,1594,3286,0,0,0,83,63,147,6,0,5,83,64,153,4,3,8,220,205,426,14,6,21,238,212,452,4,6,5,152,153,305,3,9,13,157,167,325,5,4,3,291,315,609,22,12,28,313,334,648,3,3,4,488,488,978,44,41,84,537,528,1066,0,0,0,331,268,597,26,23,51,362,292,648,17,10,30,1449,1413,2867,80,72,150,1540,1499,3037,0,0,0,6,11,16,0,0,0,6,11,16,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,47,46,93,10,7,15,60,51,114,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
