SA2_CODE_2021,One_f_h_N_pe_UR_One_ATSIF,One_f_h_N_pe_UR_Two_ATSIF,One_f_h_N_pe_UR_Three_ATSIF,One_f_h_N_pe_UR_Four_ATSIF,One_f_h_N_pe_UR_Five_ATSIF,One_f_h_N_pe_UR_Six_m_ATSIF,One_f_h_Tot_ATSIF,Two_f_h_N_pe_UR_One_ATSIF,Two_f_h_N_pe_UR_Two_ATSIF,Two_f_h_N_pe_UR_Three_ATSIF,Two_f_h_N_pe_UR_Four_ATSIF,Two_f_h_N_pe_UR_Five_ATSIF,Two_f_h_N_pe_UR_Six_m_ATSIF,Two_f_h_Tot_ATSIF,Thr_m_f_h_N_pe_UR_One_ATSIF,Thr_m_f_h_N_pe_UR_Two_ATSIF,Thr_m_f_h_N_pe_UR_Three_ATSIF,Thr_m_f_h_N_pe_UR_Four_ATSIF,Thr_m_f_h_N_pe_UR_Five_ATSIF,Thr_m_f_h_N_pe_UR_Six_m_ATSIF,Thr_m_f_h_Tot_ATSIF,Tot_N_pe_UR_One_ATSIF,Tot_N_pe_UR_Two_ATSIF,Tot_N_pe_UR_Three_ATSIF,Tot_N_pe_UR_Four_ATSIF,Tot_N_pe_UR_Five_ATSIF,Tot_N_pe_UR_Six_m_ATSIF,Tot_Tot_ATSIF,One_f_h_N_pe_UR_One_Oth_f,One_f_h_N_pe_UR_Two_Oth_f,One_f_h_N_pe_UR_Three_Oth_f,One_f_h_N_pe_UR_Four_Oth_f,One_f_h_N_pe_UR_Five_Oth_f,One_f_h_N_pe_UR_Six_m_Oth_f,One_f_h_Tot_Oth_f,Two_f_h_N_pe_UR_One_Oth_f,Two_f_h_N_pe_UR_Two_Oth_f,Two_f_h_N_pe_UR_Three_Oth_f,Two_f_h_N_pe_UR_Four_Oth_f,Two_f_h_N_pe_UR_Five_Oth_f,Two_f_h_N_pe_UR_Six_m_Oth_f,Two_f_h_Tot_Oth_f,Thr_m_f_h_N_pe_UR_One_Oth_f,Thr_m_f_h_N_pe_UR_Two_Oth_f,Thr_m_f_h_N_pe_UR_Three_Oth_f,Thr_m_f_h_N_pe_UR_Four_Oth_f,Thr_m_f_h_N_pe_UR_Five_Oth_f,Thr_m_f_h_N_pe_UR_Six_m_Oth_f,Thr_m_f_h_Tot_Oth_f,Tot_N_pe_UR_One_Oth_f,Tot_N_pe_UR_Two_Oth_f,Tot_N_pe_UR_Three_Oth_f,Tot_N_pe_UR_Four_Oth_f,Tot_N_pe_UR_Five_Oth_f,Tot_N_pe_UR_Six_m_Oth_f,Tot_Tot_Oth_f
505021090,..,50,33,23,6,0,115,..,..,..,3,0,0,6,..,..,..,..,..,3,3,..,50,33,24,10,0,123,..,2272,1259,829,286,117,4765,..,..,..,29,60,77,169,..,..,..,..,..,4,4,..,2272,1259,856,350,202,4937
505021091,..,0,0,0,0,0,0,..,..,..,0,0,0,0,..,..,..,..,..,0,0,..,0,0,0,0,0,0,..,39,6,0,0,0,42,..,..,..,0,0,0,0,..,..,..,..,..,0,0,..,39,6,0,0,0,42
505021092,..,35,10,11,0,5,58,..,..,..,0,0,0,5,..,..,..,..,..,0,0,..,35,10,9,3,5,61,..,2388,931,801,196,30,4351,..,..,..,17,14,14,38,..,..,..,..,..,0,0,..,2388,931,818,211,45,4388
505021093,..,20,9,3,9,0,42,..,..,..,0,0,0,0,..,..,..,..,..,0,0,..,20,9,3,9,4,38,..,1802,862,850,251,62,3826,..,..,..,60,76,98,231,..,..,..,..,..,3,3,..,1802,862,908,326,164,4060
505021094,..,11,3,0,0,0,20,..,..,..,0,0,0,0,..,..,..,..,..,0,0,..,11,3,3,0,0,18,..,1061,390,492,192,31,2171,..,..,..,18,9,16,47,..,..,..,..,..,0,0,..,1061,390,507,205,48,2218
505021095,..,17,13,3,7,0,48,..,..,..,0,0,0,0,..,..,..,..,..,0,0,..,17,13,3,7,0,48,..,1774,724,496,110,32,3131,..,..,..,20,27,32,81,..,..,..,..,..,3,3,..,1774,724,521,133,67,3220
505021096,..,6,0,3,0,0,16,..,..,..,0,0,3,0,..,..,..,..,..,0,0,..,6,0,3,0,4,18,..,1559,798,1154,355,73,3951,..,..,..,42,24,51,119,..,..,..,..,..,9,9,..,1559,798,1193,387,131,4070
505021097,..,24,13,11,6,0,56,..,..,..,0,0,0,0,..,..,..,..,..,0,0,..,24,13,11,6,0,57,..,2135,940,863,253,72,4258,..,..,..,30,23,58,112,..,..,..,..,..,3,3,..,2135,940,897,282,134,4381
505021301,..,11,7,12,4,3,31,..,..,..,0,0,0,0,..,..,..,..,..,0,0,..,11,7,7,0,3,33,..,1295,684,703,285,96,3058,..,..,..,52,76,124,246,..,..,..,..,..,13,13,..,1295,684,752,365,224,3320
505021302,..,21,19,9,4,0,49,..,..,..,0,0,0,0,..,..,..,..,..,0,0,..,21,19,9,4,0,49,..,1616,755,652,195,55,3274,..,..,..,26,34,41,108,..,..,..,..,..,4,4,..,1616,755,676,236,103,3382
505031098,..,32,22,19,9,17,104,..,..,..,4,9,4,20,..,..,..,..,..,0,0,..,32,22,25,18,21,122,..,1109,665,583,288,176,2824,..,..,..,55,68,92,211,..,..,..,..,..,15,15,..,1109,665,639,354,287,3047
505031099,..,47,51,43,33,25,200,..,..,..,3,4,7,12,..,..,..,..,..,0,0,..,47,51,44,39,29,209,..,2337,1335,1321,583,263,5831,..,..,..,84,88,116,286,..,..,..,..,..,11,11,..,2337,1335,1398,668,387,6125
505031100,..,23,29,34,13,3,105,..,..,..,9,0,11,19,..,..,..,..,..,0,0,..,23,29,35,20,15,118,..,1541,1223,1331,503,215,4805,..,..,..,75,66,114,255,..,..,..,..,..,5,5,..,1541,1223,1402,571,339,5067
505031101,..,26,22,19,20,10,105,..,..,..,0,5,5,9,..,..,..,..,..,0,0,..,26,22,19,30,21,119,..,1477,924,747,292,96,3535,..,..,..,37,61,76,176,..,..,..,..,..,7,7,..,1477,924,787,354,181,3718
505031102,..,39,32,22,13,7,111,..,..,..,3,0,15,18,..,..,..,..,..,0,0,..,39,32,27,13,28,131,..,799,449,385,169,115,1922,..,..,..,37,30,95,166,..,..,..,..,..,8,8,..,799,449,419,202,221,2094
505031104,..,23,20,18,11,7,76,..,..,..,0,0,5,6,..,..,..,..,..,3,3,..,23,20,18,9,13,81,..,972,596,562,240,120,2495,..,..,..,35,74,97,207,..,..,..,..,..,23,23,..,972,596,600,312,237,2724
505031105,..,23,32,28,10,12,98,..,..,..,4,0,0,8,..,..,..,..,..,0,0,..,23,32,31,15,12,110,..,2232,1299,1442,511,152,5638,..,..,..,82,82,102,266,..,..,..,..,..,6,6,..,2232,1299,1521,595,264,5913
505031106,..,0,0,0,0,0,0,..,..,..,0,0,0,0,..,..,..,..,..,0,0,..,0,0,0,0,0,0,..,0,0,0,0,0,0,..,..,..,0,0,0,0,..,..,..,..,..,0,0,..,0,0,0,0,0,0
505031107,..,16,24,4,6,3,60,..,..,..,0,0,0,5,..,..,..,..,..,0,0,..,16,24,4,9,5,61,..,1256,811,939,388,124,3520,..,..,..,54,75,102,233,..,..,..,..,..,0,0,..,1256,811,990,463,228,3747
505031255,..,24,21,25,13,7,88,..,..,..,3,5,6,3,..,..,..,..,..,0,0,..,24,21,24,9,11,96,..,1307,975,930,365,100,3676,..,..,..,53,40,45,141,..,..,..,..,..,0,0,..,1307,975,983,403,150,3825
505031256,..,0,0,0,0,0,3,..,..,..,0,0,0,0,..,..,..,..,..,0,0,..,0,0,0,0,0,3,..,69,32,45,17,8,166,..,..,..,3,0,16,19,..,..,..,..,..,3,3,..,69,32,41,16,22,191
505031257,..,12,10,17,9,12,56,..,..,..,0,0,8,6,..,..,..,..,..,0,0,..,12,10,21,9,16,69,..,413,161,202,93,28,907,..,..,..,18,12,23,54,..,..,..,..,..,0,0,..,413,161,217,106,57,959
505031258,..,23,29,36,18,13,123,..,..,..,0,0,0,0,..,..,..,..,..,0,0,..,23,29,36,18,19,127,..,1099,639,607,276,105,2727,..,..,..,37,46,60,144,..,..,..,..,..,5,5,..,1099,639,646,326,170,2874
505031303,..,20,15,12,6,5,56,..,..,..,4,0,5,3,..,..,..,..,..,0,0,..,20,15,17,6,10,65,..,1385,810,889,332,91,3507,..,..,..,51,58,75,182,..,..,..,..,..,6,6,..,1385,810,938,388,167,3698
505031304,..,6,15,14,11,6,53,..,..,..,0,0,10,10,..,..,..,..,..,0,0,..,6,15,14,11,8,54,..,1052,950,1301,443,173,3914,..,..,..,74,60,153,279,..,..,..,..,..,22,22,..,1052,950,1371,497,349,4222
505031305,..,10,5,9,12,7,32,..,..,..,0,3,0,0,..,..,..,..,..,3,3,..,10,5,8,11,6,42,..,1128,791,1175,378,117,3590,..,..,..,52,77,145,271,..,..,..,..,..,12,12,..,1128,791,1225,457,279,3881
505031306,..,16,28,15,11,10,86,..,..,..,0,0,3,7,..,..,..,..,..,0,0,..,16,28,20,15,13,91,..,1625,883,850,283,115,3757,..,..,..,62,57,70,187,..,..,..,..,..,7,7,..,1625,883,915,343,189,3957
506011110,..,105,96,73,50,38,357,..,..,..,15,8,33,52,..,..,..,..,..,0,0,..,105,96,89,59,67,416,..,2329,1225,970,438,236,5193,..,..,..,82,76,95,256,..,..,..,..,..,20,20,..,2329,1225,1054,518,351,5474
506011111,..,0,0,0,0,0,0,..,..,..,0,0,0,0,..,..,..,..,..,0,0,..,0,0,0,0,0,0,..,0,0,0,0,0,0,..,..,..,0,0,0,0,..,..,..,..,..,0,0,..,0,0,0,0,0,0
506011112,..,20,16,23,6,5,77,..,..,..,0,0,6,6,..,..,..,..,..,0,0,..,20,16,23,6,9,76,..,608,361,234,91,77,1374,..,..,..,29,17,44,87,..,..,..,..,..,0,0,..,608,361,261,112,116,1458
506011114,..,46,34,27,12,11,135,..,..,..,0,4,3,13,..,..,..,..,..,0,0,..,46,34,27,21,23,150,..,1254,540,453,184,85,2519,..,..,..,46,39,34,124,..,..,..,..,..,0,0,..,1254,540,501,217,129,2642
506011115,..,13,13,14,0,7,51,..,..,..,4,0,3,4,..,..,..,..,..,0,0,..,13,13,20,0,14,58,..,1122,455,383,168,93,2221,..,..,..,51,43,52,146,..,..,..,..,..,13,13,..,1122,455,434,217,156,2377
506011116,..,5,4,9,5,6,21,..,..,..,0,0,0,0,..,..,..,..,..,0,0,..,5,4,9,5,6,21,..,969,404,440,160,49,2035,..,..,..,43,49,41,131,..,..,..,..,..,3,3,..,969,404,481,211,95,2166
506011117,..,28,29,32,30,24,136,..,..,..,6,0,10,11,..,..,..,..,..,5,5,..,28,29,42,29,40,158,..,879,616,648,298,183,2633,..,..,..,24,45,73,147,..,..,..,..,..,7,7,..,879,616,677,348,266,2789
506011307,..,7,11,9,5,3,45,..,..,..,0,0,6,7,..,..,..,..,..,0,0,..,7,11,15,5,6,52,..,767,738,1058,356,73,3000,..,..,..,37,52,107,195,..,..,..,..,..,12,12,..,767,738,1096,409,186,3206
506011308,..,10,17,14,3,7,55,..,..,..,4,0,4,5,..,..,..,..,..,3,3,..,10,17,17,3,15,61,..,1035,1034,1415,435,137,4053,..,..,..,31,100,167,297,..,..,..,..,..,16,16,..,1035,1034,1450,536,317,4364
506021118,..,29,53,23,22,12,138,..,..,..,7,5,0,10,..,..,..,..,..,0,0,..,29,53,30,28,9,146,..,1746,808,619,234,75,3483,..,..,..,29,28,46,113,..,..,..,..,..,8,8,..,1746,808,651,258,133,3603
506021119,..,52,27,20,4,10,112,..,..,..,0,0,6,6,..,..,..,..,..,0,0,..,52,27,18,5,11,117,..,2034,1000,821,197,74,4123,..,..,..,36,17,31,79,..,..,..,..,..,9,9,..,2034,1000,855,216,112,4213
506021120,..,0,0,0,0,0,0,..,..,..,0,0,0,0,..,..,..,..,..,0,0,..,0,0,0,0,0,0,..,0,0,0,0,0,0,..,..,..,0,0,0,0,..,..,..,..,..,0,0,..,0,0,0,0,0,0
506021121,..,0,0,0,0,0,0,..,..,..,0,0,0,0,..,..,..,..,..,0,0,..,0,0,0,0,0,0,..,0,0,0,0,0,0,..,..,..,0,0,0,0,..,..,..,..,..,0,0,..,0,0,0,0,0,0
506021123,..,29,21,8,3,0,63,..,..,..,0,0,0,4,..,..,..,..,..,0,0,..,29,21,7,3,0,64,..,2147,864,675,174,29,3889,..,..,..,33,14,42,86,..,..,..,..,..,0,0,..,2147,864,705,194,71,3979
506021309,..,36,29,13,5,6,95,..,..,..,5,3,0,6,..,..,..,..,..,0,0,..,36,29,16,8,7,104,..,888,501,390,143,80,2004,..,..,..,39,35,44,117,..,..,..,..,..,3,3,..,888,501,428,175,128,2125
506021310,..,10,14,7,3,0,32,..,..,..,0,0,0,0,..,..,..,..,..,0,0,..,10,14,7,3,0,35,..,808,410,346,143,81,1791,..,..,..,17,23,33,74,..,..,..,..,..,0,0,..,808,410,365,162,117,1862
506021311,..,40,20,6,5,9,76,..,..,..,3,0,0,3,..,..,..,..,..,0,0,..,40,20,13,5,9,79,..,1438,509,412,102,49,2512,..,..,..,25,22,28,79,..,..,..,..,..,4,4,..,1438,509,436,125,87,2596
506031124,..,37,37,27,14,5,122,..,..,..,0,0,14,11,..,..,..,..,..,4,4,..,37,37,30,14,21,138,..,1856,897,764,313,132,3968,..,..,..,61,55,70,198,..,..,..,..,..,14,14,..,1856,897,825,372,224,4179
506031125,..,5,6,3,6,6,26,..,..,..,0,0,4,0,..,..,..,..,..,0,0,..,5,6,11,6,9,29,..,951,640,738,274,95,2691,..,..,..,36,60,112,211,..,..,..,..,..,13,13,..,951,640,770,333,221,2912
506031126,..,0,0,0,0,0,0,..,..,..,0,0,0,0,..,..,..,..,..,0,0,..,0,0,0,0,0,0,..,0,0,0,0,0,0,..,..,..,0,0,0,0,..,..,..,..,..,0,0,..,0,0,0,0,0,0
506031127,..,49,26,17,3,12,104,..,..,..,5,0,6,5,..,..,..,..,..,0,0,..,49,26,21,7,11,109,..,1701,1224,1053,405,236,4623,..,..,..,40,82,151,277,..,..,..,..,..,38,38,..,1701,1224,1093,493,425,4938
506031128,..,29,19,21,6,4,83,..,..,..,3,4,5,14,..,..,..,..,..,0,0,..,29,19,26,11,8,98,..,1671,854,781,253,88,3639,..,..,..,51,44,71,167,..,..,..,..,..,8,8,..,1671,854,825,298,160,3816
506031129,..,12,5,5,0,0,27,..,..,..,0,0,0,0,..,..,..,..,..,0,0,..,12,5,6,0,0,26,..,1393,810,1054,420,97,3772,..,..,..,41,67,78,189,..,..,..,..,..,11,11,..,1393,810,1097,485,187,3968
506031130,..,0,0,0,0,0,0,..,..,..,0,0,0,0,..,..,..,..,..,0,0,..,0,0,0,0,0,0,..,0,0,0,0,0,0,..,..,..,0,0,0,0,..,..,..,..,..,0,0,..,0,0,0,0,0,0
506031131,..,8,10,10,9,5,37,..,..,..,0,0,0,3,..,..,..,..,..,0,0,..,8,10,12,9,7,39,..,1480,1111,1638,583,171,4993,..,..,..,55,71,153,285,..,..,..,..,..,10,10,..,1480,1111,1696,653,339,5287
506041132,..,50,48,33,24,19,182,..,..,..,6,4,5,13,..,..,..,..,..,6,6,..,50,48,38,27,27,197,..,1766,1157,970,462,261,4617,..,..,..,64,91,158,307,..,..,..,..,..,15,15,..,1766,1157,1031,554,431,4938
506041133,..,15,14,23,15,3,66,..,..,..,0,0,0,0,..,..,..,..,..,0,0,..,15,14,23,13,3,70,..,1797,1384,1818,637,237,5873,..,..,..,64,125,266,460,..,..,..,..,..,40,40,..,1797,1384,1886,760,545,6361
506041134,..,89,67,46,20,23,249,..,..,..,9,4,13,25,..,..,..,..,..,6,6,..,89,67,53,27,40,272,..,1990,1046,943,447,230,4659,..,..,..,82,58,141,286,..,..,..,..,..,10,10,..,1990,1046,1030,503,389,4952
506041135,..,35,42,42,8,18,146,..,..,..,0,7,8,15,..,..,..,..,..,0,0,..,35,42,44,12,21,156,..,1641,1272,1579,658,271,5417,..,..,..,78,105,186,362,..,..,..,..,..,23,23,..,1641,1272,1654,757,476,5799
506041136,..,42,34,23,18,10,131,..,..,..,0,7,13,16,..,..,..,..,..,4,4,..,42,34,28,23,25,149,..,1303,728,706,356,222,3317,..,..,..,54,39,147,235,..,..,..,..,..,19,19,..,1303,728,757,392,386,3569
506041137,..,60,33,41,23,22,185,..,..,..,3,0,15,18,..,..,..,..,..,4,4,..,60,33,50,23,42,207,..,2585,1399,1235,542,267,6027,..,..,..,95,91,121,306,..,..,..,..,..,32,32,..,2585,1399,1336,634,416,6367
506051138,..,60,45,34,30,15,179,..,..,..,0,3,5,9,..,..,..,..,..,0,0,..,60,45,36,32,23,192,..,2004,1102,1177,478,153,4910,..,..,..,63,78,97,238,..,..,..,..,..,28,28,..,2004,1102,1241,556,278,5181
506051139,..,44,32,38,15,11,140,..,..,..,0,5,8,16,..,..,..,..,..,0,0,..,44,32,40,18,23,161,..,1410,716,612,263,81,3090,..,..,..,44,34,46,132,..,..,..,..,..,6,6,..,1410,716,656,296,134,3221
506051140,..,15,25,23,8,6,77,..,..,..,0,4,4,7,..,..,..,..,..,0,0,..,15,25,23,14,12,85,..,2198,835,824,302,117,4278,..,..,..,65,48,50,163,..,..,..,..,..,3,3,..,2198,835,886,346,170,4441
506051141,..,14,7,12,12,3,45,..,..,..,0,0,3,0,..,..,..,..,..,0,0,..,14,7,17,12,6,50,..,1298,599,710,336,97,3039,..,..,..,40,48,60,147,..,..,..,..,..,5,5,..,1298,599,749,386,171,3195
506061142,..,49,58,54,40,30,233,..,..,..,0,5,9,13,..,..,..,..,..,0,0,..,49,58,58,47,35,244,..,1678,1141,1327,583,259,4982,..,..,..,62,90,169,320,..,..,..,..,..,10,10,..,1678,1141,1381,671,431,5303
506061143,..,12,7,23,12,4,59,..,..,..,0,0,0,9,..,..,..,..,..,0,0,..,12,7,19,14,9,63,..,738,375,375,199,88,1774,..,..,..,43,56,87,189,..,..,..,..,..,11,11,..,738,375,424,256,191,1975
506061144,..,20,0,3,0,7,29,..,..,..,0,0,0,0,..,..,..,..,..,0,0,..,20,0,3,4,7,34,..,539,199,204,93,47,1082,..,..,..,29,24,31,80,..,..,..,..,..,11,11,..,539,199,231,110,94,1175
506071145,..,33,10,7,0,6,48,..,..,..,0,0,0,0,..,..,..,..,..,0,0,..,33,10,7,0,6,48,..,2095,752,611,166,38,3669,..,..,..,23,21,10,54,..,..,..,..,..,0,0,..,2095,752,634,185,49,3714
506071146,..,13,17,17,5,14,65,..,..,..,5,0,0,4,..,..,..,..,..,0,0,..,13,17,21,5,11,69,..,1201,639,662,222,51,2775,..,..,..,29,36,43,105,..,..,..,..,..,11,11,..,1201,639,687,254,102,2884
506071147,..,20,13,10,5,0,47,..,..,..,0,0,5,5,..,..,..,..,..,0,0,..,20,13,10,5,5,51,..,2355,855,836,263,49,4353,..,..,..,17,25,24,67,..,..,..,..,..,5,5,..,2355,855,850,285,76,4423
507011148,..,32,22,25,14,8,98,..,..,..,3,0,0,3,..,..,..,..,..,0,0,..,32,22,30,14,8,108,..,1858,1383,1732,591,144,5706,..,..,..,56,74,112,239,..,..,..,..,..,18,18,..,1858,1383,1788,662,270,5961
507011150,..,0,0,0,0,0,0,..,..,..,0,0,0,0,..,..,..,..,..,0,0,..,0,0,0,0,0,0,..,0,0,0,0,0,0,..,..,..,0,0,0,0,..,..,..,..,..,0,0,..,0,0,0,0,0,0
507011151,..,0,0,0,0,0,0,..,..,..,0,0,0,0,..,..,..,..,..,0,0,..,0,0,0,0,0,0,..,0,0,0,0,0,0,..,..,..,0,0,0,0,..,..,..,..,..,0,0,..,0,0,0,0,0,0
507011152,..,16,14,6,3,4,41,..,..,..,0,0,11,11,..,..,..,..,..,0,0,..,16,14,6,3,11,50,..,1153,601,632,218,57,2655,..,..,..,40,42,38,120,..,..,..,..,..,0,0,..,1153,601,670,262,97,2780
507011153,..,19,16,22,8,4,63,..,..,..,0,0,0,0,..,..,..,..,..,0,0,..,19,16,24,8,4,66,..,1015,535,414,131,36,2134,..,..,..,31,27,16,69,..,..,..,..,..,0,0,..,1015,535,450,153,56,2212
507011154,..,39,25,16,6,14,98,..,..,..,3,4,0,7,..,..,..,..,..,0,0,..,39,25,21,12,14,106,..,1429,671,473,120,38,2733,..,..,..,34,21,34,87,..,..,..,..,..,10,10,..,1429,671,511,140,77,2832
507011155,..,0,0,0,0,0,0,..,..,..,0,0,0,0,..,..,..,..,..,0,0,..,0,0,0,0,0,0,..,0,0,0,0,0,0,..,..,..,0,0,0,0,..,..,..,..,..,0,0,..,0,0,0,0,0,0
507011158,..,8,3,4,0,0,11,..,..,..,0,0,0,0,..,..,..,..,..,0,0,..,8,3,4,0,0,11,..,591,188,183,50,9,1020,..,..,..,21,18,12,54,..,..,..,..,..,0,0,..,591,188,199,73,21,1075
507011159,..,25,27,19,7,16,100,..,..,..,3,3,11,25,..,..,..,..,..,4,4,..,25,27,26,15,32,125,..,1426,680,604,170,63,2953,..,..,..,25,60,46,135,..,..,..,..,..,6,6,..,1426,680,630,230,119,3092
507011160,..,26,25,9,7,3,81,..,..,..,3,0,8,13,..,..,..,..,..,0,0,..,26,25,16,7,11,89,..,1448,693,526,161,51,2881,..,..,..,46,37,42,122,..,..,..,..,..,7,7,..,1448,693,570,201,96,3010
507011161,..,26,12,23,10,12,86,..,..,..,0,0,0,0,..,..,..,..,..,5,5,..,26,12,23,10,13,92,..,1557,1164,1276,423,130,4551,..,..,..,40,36,120,193,..,..,..,..,..,15,15,..,1557,1164,1319,449,267,4758
507011163,..,13,17,12,9,3,57,..,..,..,4,3,0,9,..,..,..,..,..,0,0,..,13,17,12,12,0,61,..,834,474,490,148,54,1991,..,..,..,27,25,46,94,..,..,..,..,..,0,0,..,834,474,514,171,93,2089
507011259,..,20,30,18,12,6,89,..,..,..,4,4,4,6,..,..,..,..,..,0,0,..,20,30,24,10,9,96,..,1030,590,681,256,70,2630,..,..,..,27,41,51,125,..,..,..,..,..,7,7,..,1030,590,712,294,129,2758
507011260,..,3,0,0,5,0,10,..,..,..,0,0,0,0,..,..,..,..,..,0,0,..,3,0,0,5,0,10,..,295,151,155,70,18,690,..,..,..,19,16,7,46,..,..,..,..,..,0,0,..,295,151,173,84,21,733
507021164,..,6,9,3,0,0,24,..,..,..,0,0,0,0,..,..,..,..,..,0,0,..,6,9,3,0,0,24,..,891,404,496,169,36,2002,..,..,..,13,10,13,37,..,..,..,..,..,0,0,..,891,404,517,180,55,2044
507021165,..,34,12,14,10,4,69,..,..,..,4,4,7,8,..,..,..,..,..,0,0,..,34,12,15,12,7,84,..,2226,841,666,164,33,3927,..,..,..,21,29,12,66,..,..,..,..,..,0,0,..,2226,841,693,194,46,3995
507021166,..,40,24,23,13,10,109,..,..,..,0,0,0,0,..,..,..,..,..,0,0,..,40,24,23,13,9,105,..,1921,847,788,243,62,3858,..,..,..,37,41,36,108,..,..,..,..,..,0,0,..,1921,847,827,282,93,3969
507021167,..,0,0,0,0,0,0,..,..,..,0,0,0,0,..,..,..,..,..,0,0,..,0,0,0,0,0,0,..,0,0,0,0,0,0,..,..,..,0,0,0,0,..,..,..,..,..,0,0,..,0,0,0,0,0,0
507031169,..,37,45,36,21,19,155,..,..,..,3,3,4,5,..,..,..,..,..,0,0,..,37,45,36,20,22,167,..,1370,1066,1188,530,193,4349,..,..,..,38,72,153,265,..,..,..,..,..,19,19,..,1370,1066,1231,601,368,4635
507031170,..,35,26,27,15,12,102,..,..,..,3,0,5,15,..,..,..,..,..,0,0,..,35,26,25,13,15,116,..,761,384,283,137,82,1650,..,..,..,18,16,36,70,..,..,..,..,..,3,3,..,761,384,298,153,123,1723
507031172,..,0,0,0,0,0,0,..,..,..,0,0,0,0,..,..,..,..,..,0,0,..,0,0,0,0,0,0,..,6,0,5,0,0,9,..,..,..,0,0,6,6,..,..,..,..,..,0,0,..,6,0,5,0,6,11
507031173,..,0,0,0,0,0,0,..,..,..,0,0,0,0,..,..,..,..,..,0,0,..,0,0,0,0,0,0,..,3,0,0,0,0,3,..,..,..,0,0,0,0,..,..,..,..,..,0,0,..,3,0,0,0,0,3
507031174,..,61,48,39,22,14,186,..,..,..,0,3,17,23,..,..,..,..,..,0,0,..,61,48,39,24,29,207,..,1187,590,497,210,101,2589,..,..,..,41,37,52,129,..,..,..,..,..,3,3,..,1187,590,536,253,162,2722
507031261,..,14,4,17,3,0,39,..,..,..,0,0,3,3,..,..,..,..,..,0,0,..,14,4,17,8,3,49,..,782,545,527,168,57,2075,..,..,..,28,39,91,158,..,..,..,..,..,12,12,..,782,545,554,207,162,2246
507041175,..,14,9,3,6,0,25,..,..,..,0,0,0,7,..,..,..,..,..,0,0,..,14,9,5,6,0,28,..,1463,680,739,262,55,3206,..,..,..,32,46,55,125,..,..,..,..,..,0,0,..,1463,680,775,305,108,3328
507041176,..,4,0,3,0,0,7,..,..,..,0,0,0,0,..,..,..,..,..,0,0,..,4,0,3,0,0,7,..,391,221,255,117,25,1002,..,..,..,5,15,24,42,..,..,..,..,..,3,3,..,391,221,258,128,54,1053
507041177,..,24,10,14,4,6,58,..,..,..,0,0,0,5,..,..,..,..,..,0,0,..,24,10,13,5,6,63,..,1856,785,845,260,52,3795,..,..,..,8,35,13,54,..,..,..,..,..,0,0,..,1856,785,855,291,64,3851
507041178,..,11,15,15,6,6,55,..,..,..,0,0,0,0,..,..,..,..,..,0,0,..,11,15,15,6,7,60,..,1816,858,992,345,83,4095,..,..,..,30,38,63,137,..,..,..,..,..,11,11,..,1816,858,1026,390,161,4247
507041179,..,9,3,0,5,0,18,..,..,..,0,0,0,6,..,..,..,..,..,0,0,..,9,3,5,5,0,23,..,854,450,538,189,53,2088,..,..,..,21,29,71,118,..,..,..,..,..,5,5,..,854,450,564,223,121,2212
507041180,..,4,3,9,0,3,17,..,..,..,0,0,0,0,..,..,..,..,..,0,0,..,4,3,9,0,3,17,..,1322,676,785,277,52,3116,..,..,..,31,42,56,128,..,..,..,..,..,5,5,..,1322,676,811,319,114,3249
507041181,..,20,7,16,9,3,57,..,..,..,0,0,0,0,..,..,..,..,..,0,0,..,20,7,16,7,3,55,..,1904,972,1204,428,82,4586,..,..,..,35,29,46,103,..,..,..,..,..,0,0,..,1904,972,1242,447,132,4692
507041182,..,11,12,5,0,0,30,..,..,..,0,0,0,5,..,..,..,..,..,0,0,..,11,12,5,0,0,32,..,1572,708,650,196,51,3180,..,..,..,49,59,62,171,..,..,..,..,..,3,3,..,1572,708,698,256,121,3352
507041183,..,21,5,14,12,4,52,..,..,..,0,0,7,11,..,..,..,..,..,0,0,..,21,5,15,11,8,63,..,569,277,308,94,16,1259,..,..,..,4,7,8,20,..,..,..,..,..,0,0,..,569,277,308,102,24,1281
507041184,..,0,0,3,4,0,8,..,..,..,0,0,0,0,..,..,..,..,..,0,0,..,0,0,3,4,0,8,..,679,375,404,161,52,1676,..,..,..,29,31,70,129,..,..,..,..,..,0,0,..,679,375,434,194,121,1806
507051186,..,31,29,27,22,10,120,..,..,..,0,6,3,11,..,..,..,..,..,0,0,..,31,29,27,28,17,131,..,1065,469,315,140,58,2042,..,..,..,36,19,44,101,..,..,..,..,..,11,11,..,1065,469,348,164,115,2156
507051187,..,19,37,44,25,20,141,..,..,..,0,0,0,6,..,..,..,..,..,0,0,..,19,37,45,29,21,152,..,1356,797,789,316,128,3380,..,..,..,46,66,86,197,..,..,..,..,..,5,5,..,1356,797,835,379,221,3583
507051188,..,45,30,25,8,5,108,..,..,..,0,8,0,8,..,..,..,..,..,0,0,..,45,30,21,15,5,113,..,2287,752,476,197,75,3783,..,..,..,51,34,54,147,..,..,..,..,..,0,0,..,2287,752,527,231,130,3925
507051189,..,0,0,0,0,0,0,..,..,..,0,0,0,0,..,..,..,..,..,0,0,..,0,0,0,0,0,0,..,0,0,0,0,0,0,..,..,..,0,0,0,0,..,..,..,..,..,0,0,..,0,0,0,0,0,0
