SA2_CODE_2021,IS_NS_25_34_PD_GD_GCL_F,IS_NS_25_34_BDL_F,IS_NS_25_34_ADip_DipL_F,IS_NS_25_34_Ct_III_IV_F,IS_NS_25_34_Ct_I_II_F,IS_NS_25_34_CL_nfd_F,IS_NS_25_34_LoE_NS_F,IS_NS_25_34_Tot_F,IS_NS_35_44_PD_GD_GCL_F,IS_NS_35_44_BDL_F,IS_NS_35_44_ADip_DipL_F,IS_NS_35_44_Ct_III_IV_F,IS_NS_35_44_Ct_I_II_F,IS_NS_35_44_CL_nfd_F,IS_NS_35_44_LoE_NS_F,IS_NS_35_44_Tot_F,IS_NS_45_54_PD_GD_GCL_F,IS_NS_45_54_BDL_F,IS_NS_45_54_ADip_DipL_F,IS_NS_45_54_Ct_III_IV_F,IS_NS_45_54_Ct_I_II_F,IS_NS_45_54_CL_nfd_F,IS_NS_45_54_LoE_NS_F,IS_NS_45_54_Tot_F,IS_NS_55_64_PD_GD_GCL_F,IS_NS_55_64_BDL_F,IS_NS_55_64_ADip_DipL_F,IS_NS_55_64_Ct_III_IV_F,IS_NS_55_64_Ct_I_II_F,IS_NS_55_64_CL_nfd_F,IS_NS_55_64_LoE_NS_F,IS_NS_55_64_Tot_F,IS_NS_65ov_PtgdDe_GdDp_GdCt_F,IS_NS_65ov_BDL_F,IS_NS_65ov_ADip_DipL_F,IS_NS_65ov_Ct_III_IV_F,IS_NS_65ov_Ct_I_II_F,IS_NS_65ov_CL_nfd_F,IS_NS_65ov_LoE_NS_F,IS_NS_65ov_Tot_F,IS_NS_Tot_PD_GD_GCL_F,IS_NS_Tot_BDL_F,IS_NS_Tot_ADip_DipL_F,IS_NS_Tot_Ct_III_IV_F,IS_NS_Tot_Ct_I_II_F,IS_NS_tot_CL_nfd_F,IS_NS_Tot_LoE_NS_F,IS_NS_Tot_Tot_F,Tot_15_19_PD_GD_GCL_F,Tot_15_19_BDL_F,Tot_15_19_ADip_DipL_F,Tot_15_19_Ct_III_IV_F,Tot_15_19_Ct_I_II_F,Tot_15_19_CL_nfd_F,Tot_15_19_LoE_NS_F,Tot_15_19_Tot_F,Tot_20_24_PD_GD_GCL_F,Tot_20_24_BDL_F,Tot_20_24_ADip_DipL_F,Tot_20_24_Ct_III_IV_F,Tot_20_24_Ct_I_II_F,Tot_20_24_CL_nfd_F,Tot_20_24_LoE_NS_F,Tot_20_24_Tot_F,Tot_25_34_PD_GD_GCL_F,Tot_25_34_BDL_F,Tot_25_34_ADip_DipL_F,Tot_25_34_Ct_III_IV_F,Tot_25_34_Ct_I_II_F,Tot_25_34_CL_nfd_F,Tot_25_34_LoE_NS_F,Tot_25_34_Tot_F,Tot_35_44_PD_GD_GCL_F,Tot_35_44_BDL_F,Tot_35_44_ADip_DipL_F,Tot_35_44_Ct_III_IV_F,Tot_35_44_Ct_I_II_F,Tot_35_44_CL_nfd_F,Tot_35_44_LoE_NS_F,Tot_35_44_Tot_F,Tot_45_54_PD_GD_GCL_F,Tot_45_54_BDL_F,Tot_45_54_ADip_DipL_F,Tot_45_54_Ct_III_IV_F,Tot_45_54_Ct_I_II_F,Tot_45_54_CL_nfd_F,Tot_45_54_LoE_NS_F,Tot_45_54_Tot_F,Tot_55_64_PD_GD_GCL_F,Tot_55_64_BDL_F,Tot_55_64_ADip_DipL_F,Tot_55_64_Ct_III_IV_F,Tot_55_64_Ct_I_II_F,Tot_55_64_CL_nfd_F,Tot_55_64_LoE_NS_F,Tot_55_64_Tot_F,Tot_65ov_PtgdDe_GdDp_GdCt_F,Tot_65ov_BDL_F,Tot_65ov_ADip_DipL_F,Tot_65ov_Ct_III_IV_F,Tot_65ov_Ct_I_II_F,Tot_65ov_CL_nfd_F,Tot_65ov_LoE_NS_F,Tot_65ov_Tot_F,Tot_Tot_PD_GD_GCL_F,Tot_Tot_BDL_F,Tot_Tot_ADip_DipL_F,Tot_Tot_Ct_III_IV_F,Tot_Tot_Ct_I_II_F,Tot_tot_CL_nfd_F,Tot_Tot_LoE_NS_F,Tot_Tot_Tot_F,Ind_15_19_PD_GD_GCL_P,Ind_15_19_BDL_P,Ind_15_19_ADip_DipL_P,Ind_15_19_Ct_III_IV_P,Ind_15_19_Ct_I_II_P,Ind_15_19_CL_nfd_P,Ind_15_19_LoE_NS_P,Ind_15_19_Tot_P,Ind_20_24_PD_GD_GCL_P,Ind_20_24_BDL_P,Ind_20_24_ADip_DipL_P,Ind_20_24_Ct_III_IV_P,Ind_20_24_Ct_I_II_P,Ind_20_24_CL_nfd_P,Ind_20_24_LoE_NS_P,Ind_20_24_Tot_P,Ind_25_34_PD_GD_GCL_P,Ind_25_34_BDL_P,Ind_25_34_ADip_DipL_P,Ind_25_34_Ct_III_IV_P,Ind_25_34_Ct_I_II_P,Ind_25_34_CL_nfd_P,Ind_25_34_LoE_NS_P,Ind_25_34_Tot_P,Ind_35_44_PD_GD_GCL_P,Ind_35_44_BDL_P,Ind_35_44_ADip_DipL_P,Ind_35_44_Ct_III_IV_P,Ind_35_44_Ct_I_II_P,Ind_35_44_CL_nfd_P,Ind_35_44_LoE_NS_P,Ind_35_44_Tot_P,Ind_45_54_PD_GD_GCL_P,Ind_45_54_BDL_P,Ind_45_54_ADip_DipL_P,Ind_45_54_Ct_III_IV_P,Ind_45_54_Ct_I_II_P,Ind_45_54_CL_nfd_P,Ind_45_54_LoE_NS_P,Ind_45_54_Tot_P,Ind_55_64_PD_GD_GCL_P,Ind_55_64_BDL_P,Ind_55_64_ADip_DipL_P,Ind_55_64_Ct_III_IV_P,Ind_55_64_Ct_I_II_P,Ind_55_64_CL_nfd_P,Ind_55_64_LoE_NS_P,Ind_55_64_Tot_P,Ind_65ov_PtgdDe_GdDp_GdCt_P,Ind_65ov_BDL_P,Ind_65ov_ADip_DipL_P,Ind_65ov_Ct_III_IV_P,Ind_65ov_Ct_I_II_P,Ind_65ov_CL_nfd_P,Ind_65ov_LoE_NS_P,Ind_65ov_Tot_P,Ind_Tot_PD_GD_GCL_P,Ind_Tot_BDL_P,Ind_Tot_ADip_DipL_P,Ind_Tot_Ct_III_IV_P,Ind_Tot_Ct_I_II_P,Ind_tot_CL_nfd_P,Ind_Tot_LoE_NS_P,Ind_Tot_Tot_P,NonI_15_19_PD_GD_GCL_P,NonI_15_19_BDL_P,NonI_15_19_ADip_DipL_P,NonI_15_19_Ct_III_IV_P,NonI_15_19_Ct_I_II_P,NonI_15_19_CL_nfd_P,NonI_15_19_LoE_NS_P,NonI_15_19_Tot_P,NonI_20_24_PD_GD_GCL_P,NonI_20_24_BDL_P,NonI_20_24_ADip_DipL_P,NonI_20_24_Ct_III_IV_P,NonI_20_24_Ct_I_II_P,NonI_20_24_CL_nfd_P,NonI_20_24_LoE_NS_P,NonI_20_24_Tot_P,NonI_25_34_PD_GD_GCL_P,NonI_25_34_BDL_P,NonI_25_34_ADip_DipL_P,NonI_25_34_Ct_III_IV_P,NonI_25_34_Ct_I_II_P,NonI_25_34_CL_nfd_P,NonI_25_34_LoE_NS_P,NonI_25_34_Tot_P
501021011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
501021012,0,0,0,0,0,0,31,31,0,0,0,0,0,0,17,17,0,0,0,0,0,0,28,28,0,0,0,0,0,0,22,22,0,0,3,0,0,0,109,110,0,0,3,0,0,0,208,211,0,0,4,49,27,0,5,86,0,21,12,93,24,11,12,167,36,143,84,267,35,10,49,616,45,163,110,223,28,19,37,617,42,98,80,152,21,36,43,469,23,65,81,104,26,27,52,375,18,75,99,69,13,32,204,503,161,559,472,949,162,131,410,2836,0,0,0,0,3,0,0,10,0,0,0,9,0,0,0,11,0,3,8,9,0,0,4,28,0,4,0,15,3,0,4,23,0,4,0,10,0,0,4,19,0,4,0,7,5,0,0,13,0,0,5,3,0,0,0,10,0,14,17,56,12,5,20,116,0,0,7,67,41,0,0,117,0,29,24,177,47,14,6,296,46,191,118,621,45,15,34,1075
501021014,0,0,0,0,0,0,16,16,0,0,0,0,0,0,26,27,0,0,0,0,0,0,22,22,0,0,0,0,0,0,29,26,0,0,0,0,0,0,48,47,0,0,0,3,0,0,181,183,0,0,5,30,27,0,25,85,4,15,10,59,14,3,18,127,21,87,34,122,20,10,27,325,27,100,59,145,20,7,40,391,29,92,68,132,10,23,37,394,28,66,80,114,25,14,49,371,23,61,67,65,13,10,150,389,135,419,332,656,119,67,356,2081,0,0,0,7,3,0,0,6,0,0,0,3,0,0,0,8,0,0,0,9,0,0,0,13,0,0,0,14,0,0,0,19,0,4,0,3,0,0,5,14,0,0,4,5,4,0,0,15,0,0,5,3,0,0,0,6,0,5,4,42,7,5,11,80,0,0,9,64,40,0,16,124,4,21,20,134,27,4,14,222,30,138,62,268,29,9,33,575
501021015,0,0,0,0,0,0,18,18,0,0,0,0,0,0,16,14,0,0,0,0,0,0,16,20,0,0,0,0,0,0,26,25,0,0,0,0,0,0,24,25,0,0,5,0,0,0,107,118,0,0,4,29,11,0,13,53,5,10,11,62,24,0,6,115,24,90,49,134,24,9,34,359,23,76,45,106,12,14,28,295,20,52,55,113,5,17,38,301,17,46,55,80,11,19,50,269,12,34,41,36,5,24,81,238,100,311,252,555,84,81,250,1633,0,0,0,3,0,0,3,3,0,0,0,5,5,0,3,17,5,0,0,10,3,0,9,24,0,4,0,4,0,0,5,11,0,0,0,7,0,0,6,14,0,4,3,5,0,0,0,7,0,0,0,6,0,4,3,10,4,10,10,31,15,5,25,95,0,0,7,34,20,4,6,60,5,17,16,116,34,3,5,197,32,146,88,296,41,14,23,634
501021016,0,0,0,0,0,0,10,10,0,0,0,0,0,0,9,9,0,0,0,0,0,0,25,25,0,0,0,0,0,0,20,20,0,0,0,0,0,0,17,17,0,0,0,0,0,0,95,95,0,0,4,13,9,0,16,34,0,0,3,22,7,0,7,44,5,24,15,56,11,4,20,130,9,35,28,69,10,5,11,163,11,22,34,59,8,13,43,185,13,27,40,52,7,16,26,179,3,17,43,20,3,9,90,191,36,132,155,295,51,44,217,931,0,0,0,3,3,0,0,5,0,0,0,9,0,0,0,8,4,0,0,3,0,0,0,10,0,0,3,4,0,0,0,7,0,0,3,3,0,0,3,13,0,0,0,3,0,0,5,14,0,0,0,0,0,0,0,0,4,5,3,25,13,0,11,54,0,0,4,19,13,0,10,36,0,6,3,48,10,0,8,71,9,33,19,128,8,9,19,218
501021251,0,0,0,0,0,0,25,25,0,0,0,0,0,0,26,23,0,0,0,0,0,0,20,23,0,0,0,0,0,0,17,18,0,0,0,0,0,0,18,18,0,0,0,0,0,0,122,131,3,0,6,48,16,5,16,96,9,20,20,98,25,3,17,187,38,134,72,186,28,10,41,516,61,211,89,153,28,20,58,613,57,160,88,130,18,27,41,522,35,56,56,80,10,16,30,285,13,51,52,37,4,17,52,232,219,632,378,732,129,98,260,2459,0,0,0,5,4,0,0,5,0,0,0,11,6,0,0,19,0,0,0,9,0,0,3,19,0,3,5,9,0,0,0,22,0,3,0,3,0,0,6,14,0,0,0,6,0,0,0,12,0,0,3,0,0,0,0,4,0,3,11,50,12,0,11,88,3,0,5,67,30,11,13,127,9,34,21,164,42,9,7,292,56,179,108,397,40,19,32,824
501021252,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,9,9,0,0,0,0,0,0,5,5,0,0,0,0,0,0,3,3,0,0,0,0,0,0,27,27,0,0,4,12,6,0,0,26,0,6,3,18,6,0,4,42,8,26,12,26,0,0,4,79,13,49,17,38,3,3,11,137,29,64,31,46,9,10,15,200,19,61,39,30,0,5,18,177,7,36,25,11,0,7,26,120,83,239,131,188,18,36,69,775,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,11,0,3,0,19,0,0,4,24,8,6,3,41,0,9,4,44,13,0,0,73,6,37,18,71,0,0,4,136
501021253,0,0,0,0,0,0,37,37,0,0,0,0,0,0,38,38,0,0,0,0,0,0,22,22,0,0,0,0,0,0,33,36,0,0,0,0,0,0,97,99,0,3,0,0,0,0,245,253,0,0,0,43,20,4,14,81,9,50,13,91,17,4,24,203,77,215,73,150,19,9,50,595,84,209,91,138,16,14,60,619,101,200,103,139,18,31,43,636,79,148,123,130,12,48,66,609,67,159,193,106,20,34,253,831,418,979,590,807,116,146,516,3575,0,0,0,3,0,0,4,10,0,0,0,9,4,0,0,14,0,4,4,13,7,0,0,25,5,0,0,6,0,0,7,18,0,6,0,11,0,0,0,15,0,3,0,0,0,0,3,9,3,0,0,3,0,0,0,11,4,12,8,40,9,4,15,97,0,0,0,60,32,4,8,117,8,61,17,158,37,7,15,300,118,324,111,363,38,13,28,994
501021254,0,0,0,0,0,0,26,26,0,0,0,0,0,0,23,27,0,0,0,0,0,0,19,21,0,4,0,0,0,0,13,16,0,0,0,0,0,0,27,27,0,4,0,0,0,0,132,134,0,0,3,22,9,0,12,47,0,10,3,48,12,0,14,97,10,29,32,82,13,9,35,203,15,49,32,87,9,8,38,238,5,35,28,65,8,7,31,185,3,22,40,58,3,5,22,162,6,27,29,37,10,4,66,183,46,186,166,399,62,41,222,1110,0,0,0,3,3,0,0,3,0,0,4,9,7,0,0,17,0,0,0,12,0,5,0,22,0,0,0,7,0,0,0,9,0,0,4,7,3,0,7,20,0,0,0,7,0,0,6,18,0,0,5,3,0,0,3,11,0,3,11,49,14,8,16,97,0,0,5,30,24,0,4,63,4,13,3,86,22,3,8,145,8,45,46,172,19,8,19,318
501031017,0,0,0,0,0,0,17,17,0,0,0,0,0,0,35,42,0,0,0,0,0,0,32,32,0,0,0,3,0,0,38,39,0,0,0,0,0,0,59,59,0,0,0,3,0,0,211,216,0,0,0,19,8,3,20,55,0,7,5,31,17,0,11,80,9,56,33,72,12,5,18,199,27,105,57,74,12,9,45,324,18,95,62,87,9,8,44,327,34,74,72,96,8,17,65,362,38,73,112,64,15,33,144,483,120,412,348,447,73,79,355,1830,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,5,0,0,3,4,0,0,0,7,0,0,0,10,0,0,0,6,0,0,5,6,0,0,5,6,6,0,3,3,0,0,0,11,5,0,8,20,4,5,3,46,0,0,0,25,14,5,16,60,0,14,11,74,24,0,0,124,12,78,42,175,19,9,9,343
501031018,0,0,0,0,0,0,16,18,0,0,0,0,0,0,15,16,0,4,0,0,0,0,22,28,3,0,0,0,0,0,26,30,0,0,0,0,0,0,42,43,3,3,0,9,0,0,128,146,0,0,0,25,20,0,8,60,4,12,3,22,3,0,5,47,13,49,22,61,14,7,18,182,31,77,57,80,7,15,18,282,28,86,40,77,8,13,33,284,30,65,69,76,10,15,45,310,25,90,79,41,6,13,108,370,135,365,275,382,68,59,243,1530,0,0,0,4,0,0,0,4,0,0,0,4,0,0,0,5,0,0,0,5,0,0,0,5,0,0,0,3,0,0,0,4,0,0,3,5,0,0,0,10,0,0,0,8,0,0,0,12,0,0,0,0,0,0,0,9,6,4,5,32,10,0,4,57,0,0,4,39,27,0,3,76,4,10,3,61,9,0,9,99,17,64,39,139,13,10,10,296
501031019,0,0,0,0,0,0,7,7,0,0,0,0,0,0,21,26,0,0,0,0,0,0,30,28,0,0,0,0,0,0,19,19,0,0,0,0,0,0,27,27,0,0,0,0,0,0,122,124,0,0,4,11,17,0,23,50,0,8,9,27,17,4,10,76,13,42,25,69,17,3,11,184,16,50,32,76,9,6,31,220,18,36,30,58,8,8,39,198,5,31,36,60,3,15,33,181,11,35,37,39,9,8,87,212,70,207,160,333,76,50,229,1124,0,0,0,0,0,0,0,7,0,0,0,11,4,0,0,13,0,0,0,3,5,0,0,9,0,0,0,6,0,0,0,6,0,0,0,4,0,0,0,4,0,0,0,0,0,0,3,7,0,0,0,0,0,0,0,6,0,0,3,28,9,0,3,50,0,0,4,22,19,3,11,53,0,16,9,74,30,3,3,130,12,62,33,171,32,9,13,334
501031020,0,0,0,0,0,0,20,20,0,0,0,0,0,0,31,29,0,0,0,3,0,0,38,39,0,0,0,0,0,0,53,53,0,0,0,0,0,0,52,50,0,0,0,3,0,0,202,210,0,0,0,4,11,3,20,41,0,6,3,5,4,0,4,28,23,43,19,46,3,3,32,168,25,53,31,44,3,8,40,195,32,49,38,59,8,13,48,242,26,70,45,62,6,10,79,317,27,76,78,44,10,13,117,367,130,298,219,259,46,52,343,1347,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,5,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,11,0,0,0,0,0,0,0,9,0,0,0,5,0,0,0,12,0,4,0,0,0,0,0,11,0,5,5,23,4,4,8,50,0,0,0,13,11,3,15,42,0,6,0,20,8,0,4,41,23,66,31,101,5,5,22,247
502011021,0,0,0,0,0,0,15,15,0,0,0,0,0,0,22,25,0,0,0,0,0,0,24,24,0,0,0,0,0,0,19,22,0,0,0,0,0,0,14,19,0,0,0,4,0,0,108,114,0,0,0,15,6,0,11,36,0,14,5,44,3,3,15,93,13,79,39,116,14,8,29,296,25,101,76,113,15,18,39,391,40,67,71,117,9,21,42,368,30,78,88,77,10,22,41,349,37,64,100,64,12,36,84,389,152,407,381,546,79,103,258,1921,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,7,0,0,0,8,0,0,0,9,0,0,0,8,0,0,5,13,0,0,4,3,0,0,0,5,0,0,4,4,0,0,0,11,0,0,0,0,0,0,0,0,0,0,11,30,0,0,5,51,0,0,0,30,31,3,14,71,0,21,14,80,13,3,5,138,23,99,55,266,20,13,20,495
502011022,0,0,0,0,0,0,15,19,0,0,0,0,0,0,10,17,0,0,0,0,0,0,28,25,0,0,0,0,0,0,19,20,0,0,0,0,0,0,33,38,0,3,0,0,0,0,125,131,0,0,5,33,10,0,10,55,4,23,14,48,14,3,13,121,21,79,54,111,11,10,27,317,27,102,70,122,11,15,29,383,48,109,98,126,18,26,49,471,39,81,120,122,16,24,51,452,36,102,100,83,14,44,136,516,177,489,464,645,97,123,314,2311,0,0,0,4,0,0,3,8,0,0,0,6,0,0,0,9,0,0,3,13,0,0,0,19,0,0,0,5,0,0,0,4,0,4,0,10,3,0,3,17,0,0,0,7,0,0,0,10,0,0,0,0,0,0,0,3,0,3,3,43,9,0,8,68,0,0,5,48,22,5,3,89,4,35,26,100,27,3,10,199,27,108,84,267,21,17,25,551
502011023,0,0,0,0,0,0,32,28,0,0,0,0,0,0,23,23,0,0,0,0,0,0,21,21,0,0,0,0,0,0,21,21,0,0,0,0,0,0,50,56,0,0,0,0,0,0,179,182,0,0,0,27,16,0,15,61,5,21,25,60,21,3,26,162,12,58,48,136,26,7,45,332,19,67,50,128,13,12,40,326,25,59,68,127,12,14,42,350,16,42,80,101,10,26,52,326,17,69,87,90,12,23,264,573,97,322,361,666,102,100,477,2132,0,0,0,5,6,0,0,9,0,0,0,0,0,0,3,5,0,0,0,20,0,0,0,19,0,0,0,19,0,0,0,24,0,0,0,11,0,0,5,17,3,0,4,9,0,0,0,16,0,0,0,0,0,0,0,5,3,0,7,67,13,0,12,105,0,0,9,43,28,3,13,92,4,27,39,129,43,5,9,253,18,82,65,288,39,18,27,537
502011024,0,0,0,0,0,0,35,37,0,0,0,0,0,0,32,36,0,0,0,0,0,0,37,42,0,0,0,0,0,0,46,51,0,0,0,0,0,0,79,83,3,0,3,4,0,4,259,270,0,0,7,55,24,4,25,118,5,39,28,100,26,7,30,237,51,184,102,212,17,17,68,658,72,245,157,237,17,27,62,816,87,216,207,247,18,33,81,877,90,161,233,206,28,62,100,884,70,215,258,194,31,84,405,1256,372,1056,984,1258,166,238,766,4839,0,0,0,0,0,3,3,6,0,3,0,9,0,0,0,18,0,3,0,23,0,0,0,31,0,0,4,10,0,0,0,13,0,0,3,9,0,0,0,22,6,3,4,10,0,0,0,27,0,3,0,6,0,3,8,22,9,11,20,71,5,6,11,140,0,0,11,91,61,8,22,189,10,66,47,204,46,12,29,408,69,257,150,500,35,26,51,1089
502011025,0,0,0,0,0,0,53,53,0,0,0,0,0,0,56,63,0,0,0,0,0,0,46,50,0,0,0,0,0,0,49,51,0,0,0,0,0,0,77,78,0,0,3,0,0,3,337,343,0,0,0,16,13,4,26,70,0,19,13,74,19,4,37,178,38,93,50,124,17,7,66,407,43,81,54,92,15,14,80,385,34,62,68,132,15,21,76,413,29,81,91,134,9,25,92,459,27,77,114,89,18,26,336,690,173,412,399,664,102,109,724,2583,0,0,0,4,0,0,0,7,0,0,0,9,3,0,4,16,0,4,0,24,0,0,4,31,0,3,6,5,3,0,6,18,0,0,0,4,0,0,0,6,0,0,0,6,0,0,3,12,0,0,0,4,0,0,0,8,0,5,9,47,12,5,17,99,0,0,0,31,22,8,21,82,0,30,24,140,40,9,11,246,48,153,87,262,27,8,39,618
502011026,0,0,0,0,0,0,23,26,0,0,0,0,0,0,12,12,0,0,0,0,0,0,19,19,0,0,0,0,0,0,20,23,0,0,3,0,0,0,36,39,0,3,3,0,0,0,137,143,0,0,0,16,11,4,11,46,0,18,9,39,8,0,13,92,7,49,28,72,14,7,31,215,14,37,46,90,10,11,20,237,13,39,54,80,6,16,31,238,23,27,63,76,6,21,46,268,20,51,76,46,9,14,128,344,92,219,279,420,70,68,282,1428,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,4,0,0,0,0,0,0,3,4,0,0,4,3,0,0,0,10,0,0,0,0,0,0,0,3,0,0,5,0,0,0,0,5,0,0,0,4,0,0,0,6,0,4,8,16,3,0,7,40,0,0,0,30,20,4,11,62,0,19,14,74,25,6,4,142,18,62,42,190,18,13,16,352
502011027,0,0,0,0,0,0,51,51,0,0,0,0,0,0,45,46,0,0,0,0,0,0,47,47,0,0,0,4,0,0,42,41,0,0,0,4,0,0,60,62,0,3,0,5,0,0,286,295,0,0,0,50,26,9,30,125,7,60,50,141,36,14,49,360,73,289,202,386,37,35,84,1099,102,324,246,339,47,48,94,1196,94,255,213,253,19,38,88,965,59,119,150,209,21,38,82,672,44,120,144,118,24,54,281,778,374,1176,1010,1493,204,229,709,5198,0,0,0,0,0,0,0,7,0,6,3,6,0,0,0,16,0,5,9,24,0,0,0,41,3,5,4,23,0,0,0,33,0,0,6,11,0,0,0,20,0,0,3,8,0,0,0,12,0,0,3,0,0,0,0,11,3,16,26,75,4,3,6,136,0,0,9,96,59,14,17,197,10,95,70,290,62,13,27,566,97,388,267,884,69,45,44,1792
502011028,0,0,0,0,0,0,24,24,0,0,0,0,0,0,30,31,0,0,0,0,0,0,37,40,0,0,0,0,0,0,29,29,0,0,4,0,0,0,82,82,0,0,3,0,0,0,233,240,0,0,0,29,10,8,25,77,4,13,17,64,19,4,24,145,17,62,57,134,18,12,35,332,35,73,66,113,11,8,58,363,35,83,78,134,10,18,67,417,29,65,112,126,14,28,89,458,25,102,144,111,27,46,309,770,148,394,485,701,107,128,611,2566,0,0,0,4,9,0,3,12,0,0,0,3,7,0,0,14,0,0,5,15,4,0,8,29,0,0,6,17,0,0,0,23,0,0,0,10,0,0,0,17,0,0,4,6,0,0,0,15,0,4,0,10,0,0,0,13,7,11,8,61,14,3,15,127,0,0,0,52,23,4,19,98,5,24,29,119,27,5,14,226,27,91,82,278,26,15,20,540
502011029,0,0,0,0,0,0,34,34,0,0,0,0,0,0,45,43,0,0,0,0,0,0,36,43,0,0,0,0,0,0,35,35,0,0,0,0,0,0,48,49,0,0,0,0,0,0,240,247,0,0,0,34,14,3,40,94,0,13,9,61,24,8,23,139,14,60,60,166,17,14,56,386,27,74,78,164,18,21,71,454,24,71,65,132,9,22,64,384,24,31,54,105,10,10,62,300,19,59,76,59,14,30,214,473,108,317,350,723,105,102,522,2229,0,0,0,3,0,0,3,11,0,0,0,3,0,0,0,10,0,0,4,13,0,0,0,19,0,0,0,8,0,0,0,9,0,0,0,0,0,0,0,12,0,0,0,11,0,0,0,11,0,0,0,4,0,0,4,6,5,5,9,35,5,6,12,81,0,0,3,48,36,0,15,110,0,16,13,125,37,4,10,214,29,82,68,363,27,15,41,622
503011030,0,0,0,0,0,0,7,7,0,0,0,0,0,0,4,8,0,0,0,0,0,0,16,17,0,0,0,0,0,0,12,12,0,3,0,0,0,0,30,31,0,6,0,0,0,0,77,80,0,0,0,15,8,0,3,28,10,63,9,14,0,0,8,98,44,66,13,3,0,0,9,146,83,167,30,11,5,3,16,306,140,253,63,23,4,8,22,513,126,163,76,11,3,5,25,409,73,195,116,31,3,37,79,522,476,905,299,96,22,59,166,2022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,4,3,0,0,0,0,15,0,0,0,17,7,0,4,36,12,130,5,20,0,3,8,180,69,170,22,25,0,3,6,297
503011031,0,0,0,0,0,0,36,43,0,0,0,0,0,0,19,17,0,0,0,0,0,0,21,27,0,0,0,0,0,0,13,21,0,0,0,0,0,0,69,69,0,3,4,3,0,0,197,206,0,0,0,12,5,5,20,44,15,107,12,17,0,0,24,177,168,249,33,23,6,3,44,524,144,227,43,19,3,4,40,475,161,247,56,25,0,14,44,551,111,195,94,21,9,16,33,471,155,325,214,18,9,47,186,949,744,1349,447,140,28,83,389,3186,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,12,0,0,0,22,0,0,0,29,3,5,5,46,22,195,23,36,4,0,7,290,271,509,53,69,6,4,15,933
503011032,0,0,0,0,0,0,24,24,0,0,0,0,0,0,15,15,0,0,0,0,0,0,10,10,0,0,0,0,0,0,18,22,0,0,4,0,0,0,25,29,0,3,4,0,0,0,105,116,0,0,0,3,3,0,3,15,11,90,11,6,4,0,10,128,90,263,17,14,0,4,34,431,90,215,30,15,5,4,22,382,130,270,53,21,4,9,30,514,128,193,71,19,7,13,35,467,120,231,123,17,3,38,118,652,568,1268,309,101,23,67,258,2591,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,3,0,8,0,3,0,0,0,16,0,0,0,12,9,0,3,25,15,143,11,19,0,4,10,204,172,454,35,51,4,4,19,740
