SA2_CODE_2021,IS_NS_25_34_PD_GD_GCL_F,IS_NS_25_34_BDL_F,IS_NS_25_34_ADip_DipL_F,IS_NS_25_34_Ct_III_IV_F,IS_NS_25_34_Ct_I_II_F,IS_NS_25_34_CL_nfd_F,IS_NS_25_34_LoE_NS_F,IS_NS_25_34_Tot_F,IS_NS_35_44_PD_GD_GCL_F,IS_NS_35_44_BDL_F,IS_NS_35_44_ADip_DipL_F,IS_NS_35_44_Ct_III_IV_F,IS_NS_35_44_Ct_I_II_F,IS_NS_35_44_CL_nfd_F,IS_NS_35_44_LoE_NS_F,IS_NS_35_44_Tot_F,IS_NS_45_54_PD_GD_GCL_F,IS_NS_45_54_BDL_F,IS_NS_45_54_ADip_DipL_F,IS_NS_45_54_Ct_III_IV_F,IS_NS_45_54_Ct_I_II_F,IS_NS_45_54_CL_nfd_F,IS_NS_45_54_LoE_NS_F,IS_NS_45_54_Tot_F,IS_NS_55_64_PD_GD_GCL_F,IS_NS_55_64_BDL_F,IS_NS_55_64_ADip_DipL_F,IS_NS_55_64_Ct_III_IV_F,IS_NS_55_64_Ct_I_II_F,IS_NS_55_64_CL_nfd_F,IS_NS_55_64_LoE_NS_F,IS_NS_55_64_Tot_F,IS_NS_65ov_PtgdDe_GdDp_GdCt_F,IS_NS_65ov_BDL_F,IS_NS_65ov_ADip_DipL_F,IS_NS_65ov_Ct_III_IV_F,IS_NS_65ov_Ct_I_II_F,IS_NS_65ov_CL_nfd_F,IS_NS_65ov_LoE_NS_F,IS_NS_65ov_Tot_F,IS_NS_Tot_PD_GD_GCL_F,IS_NS_Tot_BDL_F,IS_NS_Tot_ADip_DipL_F,IS_NS_Tot_Ct_III_IV_F,IS_NS_Tot_Ct_I_II_F,IS_NS_tot_CL_nfd_F,IS_NS_Tot_LoE_NS_F,IS_NS_Tot_Tot_F,Tot_15_19_PD_GD_GCL_F,Tot_15_19_BDL_F,Tot_15_19_ADip_DipL_F,Tot_15_19_Ct_III_IV_F,Tot_15_19_Ct_I_II_F,Tot_15_19_CL_nfd_F,Tot_15_19_LoE_NS_F,Tot_15_19_Tot_F,Tot_20_24_PD_GD_GCL_F,Tot_20_24_BDL_F,Tot_20_24_ADip_DipL_F,Tot_20_24_Ct_III_IV_F,Tot_20_24_Ct_I_II_F,Tot_20_24_CL_nfd_F,Tot_20_24_LoE_NS_F,Tot_20_24_Tot_F,Tot_25_34_PD_GD_GCL_F,Tot_25_34_BDL_F,Tot_25_34_ADip_DipL_F,Tot_25_34_Ct_III_IV_F,Tot_25_34_Ct_I_II_F,Tot_25_34_CL_nfd_F,Tot_25_34_LoE_NS_F,Tot_25_34_Tot_F,Tot_35_44_PD_GD_GCL_F,Tot_35_44_BDL_F,Tot_35_44_ADip_DipL_F,Tot_35_44_Ct_III_IV_F,Tot_35_44_Ct_I_II_F,Tot_35_44_CL_nfd_F,Tot_35_44_LoE_NS_F,Tot_35_44_Tot_F,Tot_45_54_PD_GD_GCL_F,Tot_45_54_BDL_F,Tot_45_54_ADip_DipL_F,Tot_45_54_Ct_III_IV_F,Tot_45_54_Ct_I_II_F,Tot_45_54_CL_nfd_F,Tot_45_54_LoE_NS_F,Tot_45_54_Tot_F,Tot_55_64_PD_GD_GCL_F,Tot_55_64_BDL_F,Tot_55_64_ADip_DipL_F,Tot_55_64_Ct_III_IV_F,Tot_55_64_Ct_I_II_F,Tot_55_64_CL_nfd_F,Tot_55_64_LoE_NS_F,Tot_55_64_Tot_F,Tot_65ov_PtgdDe_GdDp_GdCt_F,Tot_65ov_BDL_F,Tot_65ov_ADip_DipL_F,Tot_65ov_Ct_III_IV_F,Tot_65ov_Ct_I_II_F,Tot_65ov_CL_nfd_F,Tot_65ov_LoE_NS_F,Tot_65ov_Tot_F,Tot_Tot_PD_GD_GCL_F,Tot_Tot_BDL_F,Tot_Tot_ADip_DipL_F,Tot_Tot_Ct_III_IV_F,Tot_Tot_Ct_I_II_F,Tot_tot_CL_nfd_F,Tot_Tot_LoE_NS_F,Tot_Tot_Tot_F,Ind_15_19_PD_GD_GCL_P,Ind_15_19_BDL_P,Ind_15_19_ADip_DipL_P,Ind_15_19_Ct_III_IV_P,Ind_15_19_Ct_I_II_P,Ind_15_19_CL_nfd_P,Ind_15_19_LoE_NS_P,Ind_15_19_Tot_P,Ind_20_24_PD_GD_GCL_P,Ind_20_24_BDL_P,Ind_20_24_ADip_DipL_P,Ind_20_24_Ct_III_IV_P,Ind_20_24_Ct_I_II_P,Ind_20_24_CL_nfd_P,Ind_20_24_LoE_NS_P,Ind_20_24_Tot_P,Ind_25_34_PD_GD_GCL_P,Ind_25_34_BDL_P,Ind_25_34_ADip_DipL_P,Ind_25_34_Ct_III_IV_P,Ind_25_34_Ct_I_II_P,Ind_25_34_CL_nfd_P,Ind_25_34_LoE_NS_P,Ind_25_34_Tot_P,Ind_35_44_PD_GD_GCL_P,Ind_35_44_BDL_P,Ind_35_44_ADip_DipL_P,Ind_35_44_Ct_III_IV_P,Ind_35_44_Ct_I_II_P,Ind_35_44_CL_nfd_P,Ind_35_44_LoE_NS_P,Ind_35_44_Tot_P,Ind_45_54_PD_GD_GCL_P,Ind_45_54_BDL_P,Ind_45_54_ADip_DipL_P,Ind_45_54_Ct_III_IV_P,Ind_45_54_Ct_I_II_P,Ind_45_54_CL_nfd_P,Ind_45_54_LoE_NS_P,Ind_45_54_Tot_P,Ind_55_64_PD_GD_GCL_P,Ind_55_64_BDL_P,Ind_55_64_ADip_DipL_P,Ind_55_64_Ct_III_IV_P,Ind_55_64_Ct_I_II_P,Ind_55_64_CL_nfd_P,Ind_55_64_LoE_NS_P,Ind_55_64_Tot_P,Ind_65ov_PtgdDe_GdDp_GdCt_P,Ind_65ov_BDL_P,Ind_65ov_ADip_DipL_P,Ind_65ov_Ct_III_IV_P,Ind_65ov_Ct_I_II_P,Ind_65ov_CL_nfd_P,Ind_65ov_LoE_NS_P,Ind_65ov_Tot_P,Ind_Tot_PD_GD_GCL_P,Ind_Tot_BDL_P,Ind_Tot_ADip_DipL_P,Ind_Tot_Ct_III_IV_P,Ind_Tot_Ct_I_II_P,Ind_tot_CL_nfd_P,Ind_Tot_LoE_NS_P,Ind_Tot_Tot_P,NonI_15_19_PD_GD_GCL_P,NonI_15_19_BDL_P,NonI_15_19_ADip_DipL_P,NonI_15_19_Ct_III_IV_P,NonI_15_19_Ct_I_II_P,NonI_15_19_CL_nfd_P,NonI_15_19_LoE_NS_P,NonI_15_19_Tot_P,NonI_20_24_PD_GD_GCL_P,NonI_20_24_BDL_P,NonI_20_24_ADip_DipL_P,NonI_20_24_Ct_III_IV_P,NonI_20_24_Ct_I_II_P,NonI_20_24_CL_nfd_P,NonI_20_24_LoE_NS_P,NonI_20_24_Tot_P,NonI_25_34_PD_GD_GCL_P,NonI_25_34_BDL_P,NonI_25_34_ADip_DipL_P,NonI_25_34_Ct_III_IV_P,NonI_25_34_Ct_I_II_P,NonI_25_34_CL_nfd_P,NonI_25_34_LoE_NS_P,NonI_25_34_Tot_P
501011001,0,0,0,0,0,0,25,28,0,0,0,0,0,0,45,50,0,0,0,0,0,0,43,40,0,0,0,0,0,0,34,38,0,0,0,0,0,0,39,39,0,0,5,0,0,0,197,205,0,0,0,6,4,0,12,27,0,0,0,18,0,0,7,31,18,93,26,51,12,8,34,236,42,153,58,89,11,15,69,440,29,96,55,71,9,16,55,326,43,78,68,73,14,23,50,343,29,92,101,39,9,13,105,385,163,521,308,345,53,71,323,1777,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,3,0,7,0,6,0,0,0,8,0,0,0,0,0,0,0,7,0,0,0,3,0,0,0,0,0,0,0,4,0,0,0,5,3,8,0,16,0,0,0,30,0,0,0,12,13,3,13,34,0,8,4,43,5,4,4,66,19,127,39,142,13,9,9,360
501011003,0,0,0,0,0,0,44,46,0,0,0,0,0,0,52,56,0,0,0,0,0,0,43,43,0,0,0,0,0,0,47,47,0,0,0,4,0,0,77,76,0,0,0,7,0,0,281,287,0,0,0,21,13,0,35,72,3,13,11,30,0,4,17,76,52,164,91,86,4,11,75,486,82,315,131,136,21,17,86,789,84,241,136,108,14,22,59,671,58,164,142,89,13,34,78,576,68,195,152,64,16,46,149,684,344,1086,668,538,89,131,496,3353,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,11,0,5,0,5,0,0,0,7,0,0,0,3,0,0,0,9,3,0,0,5,0,0,0,3,0,0,0,0,0,0,0,4,7,3,0,17,3,0,3,37,0,0,3,36,25,0,47,116,3,24,15,91,8,4,13,145,60,247,127,264,20,15,41,773
501011004,0,0,0,0,0,0,34,38,0,0,0,0,0,0,45,45,0,0,0,0,0,0,58,57,0,3,0,0,0,0,26,33,0,0,0,0,0,0,37,35,0,8,0,3,0,0,226,236,0,0,6,16,3,0,14,40,3,17,9,30,10,4,19,82,43,204,78,85,10,12,53,485,109,259,109,154,13,18,79,744,59,194,123,114,14,21,78,608,51,116,113,70,7,18,47,421,60,116,103,41,13,14,109,460,326,902,537,506,66,95,401,2835,0,0,0,0,3,0,0,3,0,0,0,0,7,0,0,3,0,0,0,4,0,0,0,6,0,3,0,10,0,0,5,18,0,3,0,5,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,7,0,8,8,27,7,0,6,54,0,0,6,20,17,3,17,62,3,18,13,67,22,4,10,139,78,308,125,273,9,20,35,852
501011293,0,0,0,0,0,0,24,25,0,0,0,0,0,0,18,20,0,0,0,0,0,0,22,24,0,0,0,0,0,0,29,29,0,0,0,0,0,0,51,51,0,5,0,0,0,0,161,168,0,0,0,20,12,3,23,59,3,12,10,43,16,4,11,100,29,93,40,99,11,17,35,314,48,130,57,110,9,15,31,404,63,129,101,115,14,23,52,491,37,90,87,114,16,21,57,423,40,103,105,79,7,34,143,511,218,558,404,576,83,123,353,2309,0,0,0,0,5,0,0,5,0,0,0,8,3,0,0,7,0,0,0,10,0,0,0,16,0,0,3,10,0,0,0,12,3,0,0,3,0,0,0,8,0,0,0,0,0,0,0,4,0,0,0,3,0,0,5,7,3,7,10,29,11,4,9,56,0,0,0,29,26,7,6,68,3,17,15,108,30,5,4,187,35,124,72,266,22,19,31,568
501011294,0,0,0,0,0,0,44,48,0,0,0,0,0,0,45,48,0,0,0,0,0,0,37,37,0,0,0,0,0,0,45,49,0,0,0,0,0,0,95,100,0,3,5,11,0,4,297,323,0,0,3,47,30,0,39,120,5,34,25,86,35,6,24,210,50,176,96,257,32,18,78,702,96,289,179,287,20,26,75,976,94,204,183,296,25,43,67,916,75,165,180,197,21,39,94,776,66,199,217,157,33,63,376,1100,386,1066,885,1322,197,197,749,4799,0,0,0,0,3,0,3,13,0,0,0,11,3,0,0,14,3,0,0,18,3,0,3,26,4,3,3,18,0,0,0,34,6,0,7,10,0,0,4,23,0,0,0,11,0,0,6,14,0,0,0,0,0,0,0,8,11,6,16,69,16,4,12,127,0,0,6,72,59,4,19,161,5,37,35,193,53,11,18,351,73,252,156,589,44,18,51,1189
501021005,0,0,0,0,0,0,56,56,0,0,0,0,0,0,30,30,0,0,0,0,0,0,31,34,0,0,0,3,0,0,43,49,0,0,0,0,0,0,65,66,0,0,0,3,0,0,250,259,0,0,0,81,34,4,29,142,3,34,15,127,36,5,22,244,45,199,125,322,48,18,74,835,95,268,173,336,42,40,62,1007,63,211,155,289,28,49,67,854,60,134,171,206,21,51,82,726,46,135,142,116,15,47,191,687,321,982,780,1473,219,210,521,4494,0,0,0,5,5,0,6,12,0,0,3,14,0,0,0,20,0,5,3,27,0,0,6,41,0,3,0,23,4,0,0,37,0,8,10,12,0,0,0,31,0,3,0,0,0,0,0,4,0,0,0,7,0,0,9,11,0,17,15,84,8,0,18,157,0,0,0,125,71,5,16,224,3,43,29,242,69,4,17,410,63,280,173,797,73,28,34,1456
501021007,0,0,0,0,0,0,18,21,0,0,0,0,0,0,15,14,0,0,0,0,0,0,20,20,0,0,0,0,0,0,25,23,0,0,0,0,0,0,31,31,0,0,0,4,0,0,122,119,0,0,0,18,13,0,19,45,0,5,5,40,9,4,12,66,13,37,19,81,9,9,25,191,24,67,37,87,9,12,23,255,26,79,54,74,5,14,27,288,20,50,57,74,3,12,49,276,15,44,36,35,5,11,88,232,98,283,204,412,65,59,238,1354,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,10,0,0,0,3,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,8,0,0,0,0,0,0,0,0,0,0,3,18,0,4,3,34,0,0,0,25,13,0,16,54,0,0,5,74,16,9,4,111,14,66,30,165,13,7,12,302
501021008,0,0,0,0,0,0,48,48,0,0,0,0,0,0,30,30,0,0,0,0,0,0,31,31,0,0,0,0,0,0,24,22,0,0,0,0,0,0,20,20,0,0,0,0,0,0,182,184,0,0,0,26,7,0,21,50,0,15,5,85,17,3,20,142,21,72,36,99,29,7,63,327,26,56,40,91,7,15,40,276,11,47,46,89,11,5,40,257,19,37,52,61,7,13,44,224,12,43,39,40,10,12,88,251,83,267,228,490,86,58,321,1537,0,0,0,5,0,0,7,15,0,0,0,14,3,0,0,17,0,5,7,8,0,0,0,15,0,0,0,3,0,0,4,17,0,3,0,8,4,0,0,17,0,0,0,7,0,0,0,11,0,4,3,0,0,0,4,9,0,11,13,46,7,6,19,101,0,0,0,33,10,0,6,51,0,24,10,124,29,4,6,198,32,116,56,238,42,3,20,511
501021009,0,0,0,0,0,0,30,32,0,0,0,0,0,0,37,37,0,0,0,0,0,0,30,30,0,0,0,0,0,0,32,32,0,0,0,0,0,0,45,49,0,0,0,5,0,0,213,217,0,0,0,34,9,0,29,78,0,7,3,51,16,3,20,112,13,37,36,144,23,15,49,311,17,53,42,137,17,9,50,326,8,46,58,137,12,18,48,323,28,36,48,100,9,17,51,288,7,45,54,46,11,22,158,355,76,229,248,656,97,79,407,1795,0,0,0,0,0,0,4,3,0,0,0,8,0,0,0,13,0,0,0,21,4,0,0,24,0,0,0,6,0,3,0,12,0,0,6,7,0,3,4,12,0,0,0,8,0,0,0,13,0,0,0,4,0,0,3,9,0,0,6,49,3,7,17,82,0,0,0,49,23,0,10,82,0,11,3,121,33,3,6,188,16,48,47,347,33,20,24,532
501021010,0,0,0,0,0,0,6,11,0,0,0,0,0,0,6,9,0,0,0,0,0,0,15,15,0,0,0,0,0,0,18,17,0,0,0,0,0,0,20,23,0,0,6,0,0,0,77,76,0,0,0,10,8,0,6,29,3,3,11,21,6,0,3,45,8,25,8,45,10,0,11,104,15,44,15,50,0,3,13,150,7,62,17,57,7,13,24,178,14,45,41,21,3,7,31,162,14,22,35,18,0,4,48,132,60,201,136,218,33,24,134,801,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,6,0,0,0,21,15,0,10,43,4,3,11,36,17,0,3,74,6,35,18,113,9,5,3,193
