SUA_CODE_2021,Philippines_Before_1951,Philippines_1951_1960,Philippines_1961_1970,Philippines_1971_1980,Philippines_1981_1990,Philippines_1991_2000,Philippines_2001_2010,Philippines_2011_2015,Philippines_2016,Philippines_2017,Philippines_2018,Philippines_2019,Philippines_2020,Philippines_2021,Philippines_Yr_arrival_ns,Philippines_Tot,Poland_Before_1951,Poland_1951_1960,Poland_1961_1970,Poland_1971_1980,Poland_1981_1990,Poland_1991_2000,Poland_2001_2010,Poland_2011_2015,Poland_2016,Poland_2017,Poland_2018,Poland_2019,Poland_2020,Poland_2021,Poland_Yr_arrival_ns,Poland_Tot,Singapore_Before_1951,Singapore_1951_1960,Singapore_1961_1970,Singapore_1971_1980,Singapore_1981_1990,Singapore_1991_2000,Singapore_2001_2010,Singapore_2011_2015,Singapore_2016,Singapore_2017,Singapore_2018,Singapore_2019,Singapore_2020,Singapore_2021,Singapore_Yr_arrival_ns,Singapore_Tot,South_Africa_Before_1951,South_Africa_1951_1960,South_Africa_1961_1970,South_Africa_1971_1980,South_Africa_1981_1990,South_Africa_1991_2000,South_Africa_2001_2010,South_Africa_2011_2015,South_Africa_2016,South_Africa_2017,South_Africa_2018,South_Africa_2019,South_Africa_2020,South_Africa_2021,South_Africa_yr_arr_ns,South_Africa_Tot,Sri_Lanka_Before_1951,Sri_Lanka_1951_1960,Sri_Lanka_1961_1970,Sri_Lanka_1971_1980,Sri_Lanka_1981_1990,Sri_Lanka_1991_2000,Sri_Lanka_2001_2010,Sri_Lanka_2011_2015,Sri_Lanka_2016,Sri_Lanka_2017,Sri_Lanka_2018,Sri_Lanka_2019,Sri_Lanka_2020,Sri_Lanka_2021,Sri_Lanka_Yr_arrival_ns,Sri_Lanka_Tot,Taiwan_Before_1951,Taiwan_1951_1960,Taiwan_1961_1970,Taiwan_1971_1980,Taiwan_1981_1990,Taiwan_1991_2000,Taiwan_2001_2010,Taiwan_2011_2015,Taiwan_2016,Taiwan_2017,Taiwan_2018,Taiwan_2019,Taiwan_2020,Taiwan_2021,Taiwan_Yr_arrival_ns,Taiwan_Tot,Thailand_Before_1951,Thailand_1951_1960,Thailand_1961_1970,Thailand_1971_1980,Thailand_1981_1990,Thailand_1991_2000,Thailand_2001_2010,Thailand_2011_2015,Thailand_2016,Thailand_2017,Thailand_2018,Thailand_2019,Thailand_2020,Thailand_2021,Thailand_Yr_arr_ns,Thailand_Tot,United_Kingdom_Before_1951,United_Kingdom_1951_1960,United_Kingdom_1961_1970,United_Kingdom_1971_1980,United_Kingdom_1981_1990,United_Kingdom_1991_2000,United_Kingdom_2001_2010,United_Kingdom_2011_2015,United_Kingdom_2016,United_Kingdom_2017,United_Kingdom_2018,United_Kingdom_2019,United_Kingdom_2020,United_Kingdom_2021,United_Kingdom_Yr_arrival_ns,United_Kingdom_Tot,USA_Before_1951,USA_1951_1960,USA_1961_1970,USA_1971_1980,USA_1981_1990,USA_1991_2000,USA_2001_2010,USA_2011_2015,USA_2016,USA_2017,USA_2018,USA_2019,USA_2020,USA_2021,USA_Yr_arrival_ns,USA_Tot,Vietnam_Before_1951,Vietnam_1951_1960,Vietnam_1961_1970,Vietnam_1971_1980,Vietnam_1981_1990,Vietnam_1991_2000,Vietnam_2001_2010,Vietnam_2011_2015,Vietnam_2016,Vietnam_2017,Vietnam_2018,Vietnam_2019,Vietnam_2020,Vietnam_2021,Vietnam_Yr_arr_ns,Vietnam_Tot,Born_elsewhere_Before_1951,Born_elsewhere_1951_1960,Born_elsewhere_1961_1970,Born_elsewhere_1971_1980,Born_elsewhere_1981_1990,Born_elsewhere_1991_2000,Born_elsewhere_2001_2010,Born_elsewhere_2011_2015,Born_elsewhere_2016,Born_elsewhere_2017,Born_elsewhere_2018,Born_elsewhere_2019,Born_elsewhere_2020,Born_elsewhere_2021,Born_elsewhere_Yr_arrival_ns,Born_elsewhere_Tot,Tot_Before_1951,Tot_1951_1960,Tot_1961_1970,Tot_1971_1980,Tot_1981_1990,Tot_1991_2000,Tot_2001_2010,Tot_2011_2015,Tot_2016,Tot_2017,Tot_2018,Tot_2019,Tot_2020,Tot_2021,Tot_Yr_arrival_ns,Tot_Tot
5000,0,0,5,27,151,132,750,1008,206,161,187,226,82,31,114,3085,23,13,15,13,109,15,20,10,9,0,6,0,3,0,8,250,0,9,36,66,58,44,80,24,9,3,3,12,3,0,22,375,0,12,49,118,267,384,1229,389,52,54,54,86,61,22,75,2841,4,9,12,7,23,20,55,28,10,6,5,20,6,0,27,246,0,0,0,0,0,5,41,73,15,11,57,72,16,0,9,297,0,0,4,15,43,62,205,132,41,38,43,48,25,6,40,697,346,1149,5393,3653,2719,1689,3035,1251,116,98,148,253,76,22,931,20868,4,12,84,140,115,112,173,114,24,17,34,46,23,8,27,932,0,0,3,18,106,59,82,83,21,19,17,11,17,9,100,548,78,182,704,552,744,659,1634,841,166,167,246,538,239,237,504,7480,838,2552,7521,6502,7170,5489,11428,6746,1045,941,1310,2074,842,482,3021,57974
5001,0,0,0,9,27,28,269,123,34,18,24,28,9,3,8,584,9,3,5,3,6,6,4,0,3,0,0,0,0,0,0,43,0,0,4,8,4,3,3,3,0,0,0,4,0,0,0,30,0,5,10,13,28,39,172,76,14,14,16,20,0,0,8,420,0,3,0,0,0,6,3,7,0,0,10,0,0,0,0,29,0,0,0,0,0,0,5,3,0,0,0,5,0,0,0,19,0,0,0,0,4,11,45,41,15,0,5,0,3,0,5,140,97,212,921,574,347,195,273,113,15,8,12,20,7,0,97,2895,0,0,5,31,22,16,17,9,4,0,0,5,0,0,0,114,0,0,0,3,0,7,9,7,0,0,3,0,0,0,15,40,19,29,60,49,59,45,156,87,34,16,19,17,9,42,36,683,182,466,1197,846,745,499,1268,657,149,98,120,148,45,64,271,6760
5002,0,0,0,0,11,8,60,91,15,4,12,12,4,0,4,220,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,15,0,0,9,4,0,5,6,0,0,0,0,0,0,0,0,28,0,0,4,11,13,21,58,19,0,8,0,0,0,0,0,139,0,0,0,0,3,0,13,7,0,0,4,4,0,0,0,24,0,0,0,0,0,0,3,11,0,0,0,7,4,0,0,26,0,0,0,0,3,13,18,16,5,0,3,11,0,0,3,68,11,41,219,170,175,95,188,89,6,7,8,16,8,0,31,1062,0,3,0,11,3,5,12,14,0,3,0,7,0,0,0,73,0,0,0,0,0,0,3,6,0,4,5,0,0,3,0,24,0,15,26,40,43,37,112,66,12,28,22,76,39,5,21,538,37,131,329,350,392,281,688,472,72,80,91,217,87,14,103,3348
5003,0,0,0,15,47,58,321,300,53,40,45,50,33,4,19,991,9,4,0,5,33,9,10,13,0,0,0,0,0,0,3,92,3,8,5,13,9,16,44,14,6,4,7,0,4,0,3,123,0,5,20,44,71,114,702,303,20,47,38,43,14,7,22,1443,0,0,3,0,7,11,23,15,8,5,4,0,0,4,0,71,0,0,0,0,0,4,13,36,4,12,22,39,17,0,0,148,0,0,0,7,8,9,67,27,10,12,11,10,3,0,6,171,113,251,1189,783,620,341,833,384,43,18,24,47,28,4,127,4814,0,0,18,42,23,7,41,23,5,0,3,8,0,7,4,177,0,0,0,5,7,19,32,22,4,8,6,6,5,0,3,118,27,38,106,122,156,138,517,286,39,60,36,50,38,20,41,1671,258,644,1625,1375,1609,1190,3860,2463,314,350,337,427,209,75,404,15148
5004,0,0,0,0,17,9,50,31,12,3,5,15,5,0,3,155,0,0,5,0,11,0,0,6,0,0,0,0,0,0,0,32,0,3,4,10,7,14,5,10,0,0,0,0,0,0,0,57,0,0,5,34,60,73,165,80,14,19,5,16,11,0,3,491,0,0,0,3,0,0,12,24,0,3,0,3,0,0,0,49,0,0,0,0,0,0,5,20,6,0,0,4,0,0,0,42,0,0,0,0,6,9,35,20,8,0,3,8,0,0,0,90,73,204,902,606,511,262,526,244,38,12,22,41,29,11,127,3604,3,4,8,28,15,21,30,24,0,9,0,4,6,5,6,158,0,0,0,4,7,11,15,21,4,0,0,7,0,0,3,65,17,26,91,78,90,66,166,117,23,23,27,32,16,4,17,784,156,380,1180,1021,1045,709,1461,963,148,122,120,173,93,36,248,7861
5005,0,0,0,0,6,5,8,31,4,5,6,10,5,0,0,83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,3,4,0,6,0,0,0,0,0,0,0,0,13,0,0,0,0,6,13,82,21,0,3,4,10,0,0,0,146,0,0,0,0,0,0,8,14,0,3,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,10,0,3,5,0,5,0,0,0,35,11,48,151,69,67,41,76,28,0,12,0,4,4,0,31,533,0,0,6,6,0,4,6,6,0,0,0,5,0,0,0,29,0,0,0,0,0,0,4,0,0,0,0,0,3,3,0,17,0,3,24,3,22,12,39,22,3,6,4,5,5,0,10,164,29,83,218,155,193,156,341,196,24,39,33,62,29,6,56,1624
5006,0,0,0,7,38,33,115,150,31,25,15,24,12,5,11,458,0,5,0,0,0,0,0,3,0,0,0,0,0,0,0,11,0,0,0,10,9,3,16,6,0,0,0,0,0,0,0,44,0,0,8,16,21,24,203,148,7,14,12,8,8,9,3,484,0,0,0,0,3,6,13,6,0,4,0,0,0,0,0,35,0,0,0,0,0,3,6,13,0,0,3,4,0,0,0,34,0,0,0,3,9,15,32,24,11,13,0,6,9,4,6,133,39,119,510,278,155,106,283,165,12,11,7,8,3,3,67,1763,0,0,5,10,13,13,22,16,0,3,0,3,7,0,5,102,0,0,0,11,26,17,12,16,3,4,3,3,5,0,3,109,15,17,67,50,69,58,148,94,15,21,26,15,21,7,14,624,113,262,718,568,542,453,1240,936,132,146,115,109,96,49,159,5630
5007,0,0,0,8,30,35,210,244,30,38,51,66,14,8,11,751,0,0,0,0,4,0,3,0,0,0,0,0,0,0,0,14,0,0,7,5,3,5,7,5,0,0,0,0,0,0,0,32,0,0,0,3,12,35,233,116,10,25,27,25,26,4,11,525,0,0,0,0,0,0,17,11,3,0,0,6,0,0,0,47,0,0,0,0,0,0,0,0,0,0,0,6,3,0,0,18,0,0,0,0,3,20,49,42,18,12,8,10,0,3,3,172,5,39,196,152,87,83,134,97,7,14,19,13,9,8,23,887,0,0,3,6,3,9,16,12,0,0,0,0,0,0,0,51,0,0,0,4,0,0,8,18,6,0,0,8,6,0,0,49,0,14,32,45,50,63,382,247,50,60,88,102,51,34,17,1233,25,96,312,357,482,603,2051,1593,206,239,338,394,173,90,163,7122
5008,0,0,0,8,17,8,124,126,23,23,21,19,9,0,10,395,0,0,0,4,9,0,5,4,0,0,0,0,0,0,0,17,0,0,0,3,0,8,9,4,0,0,0,3,0,0,0,31,0,0,0,4,18,27,104,46,0,0,5,11,6,8,0,235,0,0,0,0,4,0,9,15,3,0,0,0,0,0,0,36,0,0,0,0,0,0,6,24,0,0,0,7,0,0,0,32,0,0,0,3,5,8,39,31,8,10,6,14,4,0,4,134,3,15,121,104,108,69,165,98,8,6,7,11,3,0,18,736,0,0,0,3,4,3,10,16,0,0,0,4,0,0,0,41,0,0,0,0,5,0,5,11,4,3,0,3,0,0,0,41,3,4,19,35,37,39,139,116,32,15,28,30,27,5,19,543,11,32,176,251,354,322,1100,896,143,114,124,175,99,33,88,3918
5009,9,5,52,406,2084,1774,9029,10202,1730,1247,1169,1484,527,158,487,30365,198,88,169,366,2209,652,563,501,63,61,67,54,29,10,101,5131,67,138,438,1447,2356,2294,4554,1773,349,381,372,408,308,56,237,15180,19,84,416,1567,3505,4983,16037,6689,887,706,850,951,507,275,418,37905,46,73,179,370,824,813,2350,1993,258,252,286,671,302,24,107,8552,0,0,3,22,241,357,668,1162,150,151,210,290,55,15,69,3384,4,4,36,192,729,823,2724,1753,429,346,355,374,200,65,240,8271,2157,6390,35007,27640,28993,18815,43832,22637,2131,1728,1722,1846,1075,404,3944,198306,29,84,443,774,962,1063,1970,1382,278,274,307,399,324,139,213,8651,5,0,26,1630,4628,2734,2813,2129,509,510,435,586,306,76,639,17031,840,1371,6638,7357,11103,14062,32004,18083,4003,3765,4207,5499,2313,538,2190,113985,6347,19883,58570,58352,89249,77733,194269,126569,20205,18249,20326,25287,11751,3395,14882,745077
