SUA_CODE_2021,M_Part_a_r_mar_0_14,M_Part_a_r_mar_15_24,M_Part_a_r_mar_25_34,M_Part_a_r_mar_35_44,M_Part_a_r_mar_45_54,M_Part_a_r_mar_55_64,M_Part_a_r_mar_65_74,M_Part_a_r_mar_75_84,M_Part_a_r_mar_85ov,M_Part_a_r_mar_Tot,M_Part_de_f_mar_0_14,M_Part_de_f_mar_15_24,M_Part_de_f_mar_25_34,M_Part_de_f_mar_35_44,M_Part_de_f_mar_45_54,M_Part_de_f_mar_55_64,M_Part_de_f_mar_65_74,M_Part_de_f_mar_75_84,M_Part_de_f_mar_85ov,M_Part_de_f_mar_Tot,M_LPar_0_14_yr,M_LPar_15_24_yr,M_LPar_25_34_yr,M_LPar_35_44_yr,M_LPar_45_54_yr,M_LPar_55_64_yr,M_LPar_65_74_yr,M_LPar_75_84_yr,M_LPar_85_yr_over,M_LPar_Tot,M_Child_u_15_0_14_yr,M_Child_u_15_15_24_yr,M_Child_u_15_25_34_yr,M_Child_u_15_35_44_yr,M_Child_u_15_45_54_yr,M_Child_u_15_55_64_yr,M_Child_u_15_65_74_yr,M_Child_u_15_75_84_yr,M_Child_u_15_85_yr_over,M_Child_u_15_Tot,M_Dep_stu15_24_0_14,M_Dep_stu15_24_15_24,M_Dep_stu15_24_25_34,M_Dep_stu15_24_35_44,M_Dep_stu15_24_45_54,M_Dep_stu15_24_55_64,M_Dep_stu15_24_65_74,M_Dep_stu15_24_75_84,M_Dep_stu15_24_85_over,M_Dep_stu15_24_Tot,M_Non_dep_child_0_14,M_Non_dep_child_15_24,M_Non_dep_child_25_34,M_Non_dep_child_35_44,M_Non_dep_child_45_54,M_Non_dep_child_55_64,M_Non_dep_child_65_74,M_Non_dep_child_75_84,M_Non_dep_child_85_over,M_Non_dep_child_Tot,M_Oth_rel_ind_0_14,M_Oth_rel_ind_15_24,M_Oth_rel_ind_25_34,M_Oth_rel_ind_35_44,M_Oth_rel_ind_45_54,M_Oth_rel_ind_55_64,M_Oth_rel_ind_65_74,M_Oth_rel_ind_75_84,M_Oth_rel_ind_85ov,M_Oth_rel_ind_Tot,M_Unrel_ind_liv_fam_hh_0_14,M_Unre_ind_liv_fam_hh_15_24,M_Unre_ind_liv_fam_hh_25_34,M_Unre_ind_liv_fam_hh_35_44,M_Unre_ind_liv_fam_hh_45_54,M_Unre_ind_liv_fam_hh_55_64,M_Unre_ind_liv_fam_hh_65_74,M_Unre_ind_liv_fam_hh_75_84,M_Unrel_ind_liv_fam_hh_85ov,M_Unrel_ind_liv_fam_hh_Tot,M_Group_hh_mem_0_14,M_Group_hh_mem_15_24,M_Group_hh_mem_25_34,M_Group_hh_mem_35_44,M_Group_hh_mem_45_54,M_Group_hh_mem_55_64,M_Group_hh_mem_65_74,M_Group_hh_mem_75_84,M_Group_hh_mem_85ov,M_Group_hh_mem_Tot,M_LPer_0_14_yr,M_LPer_15_24_yr,M_LPer_25_34_yr,M_LPer_35_44_yr,M_LPer_45_54_yr,M_LPer_55_64_yr,M_LPer_65_74_yr,M_LPer_75_84_yr,M_LPer_85_yr_over,M_LPer_Tot,M_Vis_from_within_Aus_0_14,M_Vis_from_within_Aus_15_24,M_Vis_from_within_Aus_25_34,M_Vis_from_within_Aus_35_44,M_Vis_from_within_Aus_45_54,M_Vis_from_within_Aus_55_64,M_Vis_from_within_Aus_65_74,M_Vis_from_within_Aus_75_84,M_Vis_from_within_Aus_85ov,M_Vis_from_within_Aus_Tot,M_OS_vis_0_14_yr,M_OS_vis_15_24_yr,M_OS_vis_25_34_yr,M_OS_vis_35_44_yr,M_OS_vis_45_54_yr,M_OS_vis_55_64_yr,M_OS_vis_65_74_yr,M_OS_vis_75_84_yr,M_OS_vis_85_yr_over,M_Overseas_v_Total,M_Tot_0_14_yr,M_Tot_15_24_yr,M_Tot_25_34_yr,M_Tot_35_44_yr,M_Tot_45_54_yr,M_Tot_55_64_yr,M_Tot_65_74_yr,M_Tot_75_84_yr,M_Tot_85_yr_over,M_Tot_Tot,F_Part_r_mar_0_14,F_Part_r_mar_15_24,F_Part_r_mar_25_34,F_Part_r_mar_35_44,F_Part_r_mar_45_54,F_Part_r_mar_55_64,F_Part_r_mar_65_74,F_Part_r_mar_75_84,F_Part_r_mar_85ov,F_Part_r_mar_Tot,F_Part_de_f_mar_0_14,F_Part_de_f_mar_15_24,F_Part_de_f_mar_25_34,F_Part_de_f_mar_35_44,F_Part_de_f_mar_45_54,F_Part_de_f_mar_55_64,F_Part_de_f_mar_65_74,F_Part_de_f_mar_75_84,F_Part_de_f_mar_85ov,F_Part_de_f_mar_Tot,F_LPar_0_14_yr,F_LPar_15_24_yr,F_LPar_25_34_yr,F_LPar_35_44_yr,F_LPar_45_54_yr,F_LPar_55_64_yr,F_LPar_65_74_yr,F_LPar_75_84_yr,F_LPar_85_yr_over,F_LPar_Tot,F_Child_u_15_0_14_yr,F_Child_u_15_15_24_yr,F_Child_u_15_25_34_yr,F_Child_u_15_35_44_yr,F_Child_u_15_45_54_yr,F_Child_u_15_55_64_yr,F_Child_u_15_65_74_yr,F_Child_u_15_75_84_yr,F_Child_u_15_85_yr_over,F_Child_u_15_Tot,F_Dep_stu15_24_0_14,F_Dep_stu15_24_15_24,F_Dep_stu15_24_25_34,F_Dep_stu15_24_35_44,F_Dep_stu15_24_45_54,F_Dep_stu15_24_55_64,F_Dep_stu15_24_65_74,F_Dep_stu15_24_75_84,F_Dep_stu15_24_85_over,F_Dep_stu15_24_Tot,F_Non_dep_child_0_14,F_Non_dep_child_15_24,F_Non_dep_child_25_34,F_Non_dep_child_35_44,F_Non_dep_child_45_54,F_Non_dep_child_55_64,F_Non_dep_child_65_74,F_Non_dep_child_75_84,F_Non_dep_child_85_over,F_Non_dep_child_Tot,F_Oth_rel_ind_0_14,F_Oth_rel_ind_15_24,F_Oth_rel_ind_25_34,F_Oth_rel_ind_35_44,F_Oth_rel_ind_45_54,F_Oth_rel_ind_55_64,F_Oth_rel_ind_65_74,F_Oth_rel_ind_75_84,F_Oth_rel_ind_85ov,F_Oth_rel_ind_Tot
5000,..,202,3043,6490,7819,9153,8460,4228,823,40217,..,997,3263,2450,2279,2023,1055,283,22,12368,..,33,172,446,627,420,230,124,70,2115,22157,..,..,..,..,..,..,..,..,22157,..,3157,..,..,..,..,..,..,..,3157,..,4240,1614,797,559,238,37,0,0,7487,..,803,457,266,249,345,307,133,66,2621,..,264,331,169,148,134,93,26,5,1177,..,360,708,364,366,503,358,124,20,2807,..,614,1305,1356,2333,3265,3230,1456,445,14007,479,506,476,421,383,407,464,167,43,3334,10,19,47,12,8,10,9,3,0,107,22641,11181,11412,12774,14772,16495,14242,6547,1497,111563,..,340,4380,7979,8604,9698,7615,2952,357,41916,..,1522,3732,2673,2452,1880,741,174,23,13187,..,274,1257,1911,1747,834,484,341,184,7038,20711,..,..,..,..,..,..,..,..,20711,..,3294,..,..,..,..,..,..,..,3294,..,2663,832,332,249,155,36,0,0,4263,..,618,251,167,252,459,431,302,185,2672
5001,..,28,497,827,1014,1171,1200,762,238,5736,..,176,410,292,261,211,141,33,4,1530,..,6,20,70,111,62,23,7,11,310,2914,..,..,..,..,..,..,..,..,2914,..,596,..,..,..,..,..,..,..,596,..,644,256,91,61,31,3,0,0,1097,..,92,67,23,17,34,38,10,7,295,..,49,56,25,20,15,12,0,0,183,..,87,93,39,46,44,26,17,0,349,..,74,167,132,223,361,327,198,115,1611,60,60,46,57,51,47,35,11,10,371,0,0,0,0,0,0,0,4,0,12,2970,1813,1615,1566,1813,1980,1807,1046,394,15010,..,62,631,983,1190,1217,1154,586,117,5939,..,244,445,317,270,230,77,34,4,1612,..,33,183,330,330,145,55,54,38,1165,2775,..,..,..,..,..,..,..,..,2775,..,622,..,..,..,..,..,..,..,622,..,371,133,33,34,33,8,0,0,620,..,74,24,6,29,55,57,48,21,319
5002,..,7,168,425,354,263,176,32,6,1436,..,53,312,242,188,111,38,8,0,949,..,4,3,31,38,20,16,4,0,112,1469,..,..,..,..,..,..,..,..,1469,..,157,..,..,..,..,..,..,..,157,..,202,81,29,9,0,3,0,0,328,..,53,27,19,34,17,5,5,0,170,..,27,50,13,10,8,0,0,0,106,..,25,82,36,29,28,26,0,0,239,..,26,68,83,106,134,93,27,8,540,50,46,71,55,47,77,104,52,6,505,0,0,7,0,0,0,0,0,0,9,1517,604,865,938,812,658,456,138,24,6018,..,5,246,489,368,268,105,21,6,1508,..,75,384,268,164,100,19,9,0,1009,..,29,105,171,117,56,30,12,3,524,1385,..,..,..,..,..,..,..,..,1385,..,191,..,..,..,..,..,..,..,191,..,131,30,11,14,0,0,0,0,195,..,67,29,11,16,26,20,10,3,170
5003,..,50,1109,2377,2490,2527,2245,1236,274,12307,..,392,1115,620,474,404,207,51,7,3269,..,11,43,204,240,98,54,22,22,702,7419,..,..,..,..,..,..,..,..,7419,..,1351,..,..,..,..,..,..,..,1351,..,1434,495,217,119,63,7,0,0,2350,..,187,148,67,55,61,43,25,11,597,..,125,128,69,49,23,15,4,0,406,..,183,283,120,123,116,83,20,5,924,..,174,481,467,561,629,529,314,141,3290,116,139,134,97,69,61,49,26,3,692,4,9,7,8,3,4,3,3,0,36,7534,4051,3944,4235,4178,3985,3237,1697,465,33332,..,96,1679,2792,2792,2589,2067,911,132,13050,..,586,1225,668,539,386,141,36,0,3591,..,111,535,863,749,283,143,104,70,2855,6911,..,..,..,..,..,..,..,..,6911,..,1537,..,..,..,..,..,..,..,1537,..,993,276,98,71,51,19,0,0,1504,..,125,77,26,55,126,124,73,39,648
5004,..,6,439,1169,1376,1379,1575,885,194,7019,..,109,435,385,302,228,162,52,9,1673,..,0,14,60,122,54,21,13,10,292,3619,..,..,..,..,..,..,..,..,3619,..,708,..,..,..,..,..,..,..,708,..,654,254,79,58,21,0,0,0,1074,..,71,37,14,16,26,28,12,5,215,..,52,67,27,23,14,5,3,0,186,..,84,120,53,57,72,33,23,3,446,..,48,128,183,240,277,358,193,86,1501,55,56,54,51,44,38,43,29,4,370,0,0,3,0,0,5,0,4,0,16,3676,1786,1561,2016,2238,2110,2229,1203,311,17119,..,21,643,1539,1528,1496,1491,666,106,7487,..,170,545,405,349,229,126,32,0,1867,..,25,143,358,398,147,55,47,24,1196,3471,..,..,..,..,..,..,..,..,3471,..,693,..,..,..,..,..,..,..,693,..,399,99,31,32,25,8,0,0,598,..,50,28,11,19,47,67,37,30,289
5005,..,3,150,287,358,391,336,203,45,1765,..,57,160,126,98,84,36,6,0,565,..,4,7,24,29,22,9,3,8,100,1021,..,..,..,..,..,..,..,..,1021,..,179,..,..,..,..,..,..,..,179,..,190,69,25,43,15,0,0,0,341,..,26,20,6,9,13,18,8,0,99,..,23,12,9,0,6,0,0,0,47,..,39,44,14,14,16,15,0,0,139,..,48,68,66,98,122,104,92,32,631,14,21,16,9,11,14,15,5,0,112,0,0,0,0,0,0,0,0,0,5,1032,586,537,567,656,684,529,330,81,5003,..,12,220,341,368,403,330,147,24,1845,..,96,180,124,111,80,20,7,0,612,..,15,58,104,85,39,21,16,11,353,966,..,..,..,..,..,..,..,..,966,..,172,..,..,..,..,..,..,..,172,..,110,34,7,3,3,0,0,0,167,..,31,6,6,11,18,21,9,3,102
5006,..,16,499,942,1158,1190,1042,556,147,5547,..,193,544,320,263,260,99,26,16,1724,..,6,34,85,109,67,31,24,7,374,3501,..,..,..,..,..,..,..,..,3501,..,598,..,..,..,..,..,..,..,598,..,729,254,129,81,30,4,0,0,1240,..,139,59,45,41,39,36,16,10,392,..,50,54,24,21,12,10,4,0,169,..,91,121,51,43,54,42,11,6,404,..,107,224,223,321,428,319,186,74,1886,70,80,65,74,47,52,48,19,5,460,4,3,0,3,0,0,0,0,3,17,3579,2005,1851,1898,2094,2136,1627,839,266,16296,..,49,750,1157,1335,1206,968,424,62,5959,..,312,576,352,322,230,80,27,0,1906,..,62,257,392,348,192,87,64,30,1439,3348,..,..,..,..,..,..,..,..,3348,..,645,..,..,..,..,..,..,..,645,..,451,133,63,50,30,5,0,0,717,..,113,37,21,35,59,75,57,16,416
5007,..,19,494,963,898,852,433,146,22,3820,..,221,629,357,259,179,49,10,0,1708,..,3,31,64,88,43,27,8,0,265,2982,..,..,..,..,..,..,..,..,2982,..,394,..,..,..,..,..,..,..,394,..,557,174,63,48,15,0,0,0,860,..,104,69,47,29,43,27,13,0,339,..,56,50,26,20,12,8,4,0,171,..,131,180,80,65,43,14,7,4,525,..,104,283,273,300,346,231,88,10,1630,41,59,76,50,24,39,27,12,3,330,0,0,3,0,0,9,0,0,0,21,3020,1643,1991,1924,1740,1580,820,283,43,13045,..,27,718,1074,895,762,328,97,14,3922,..,348,683,348,282,125,34,9,0,1825,..,46,180,228,161,95,41,29,12,793,2789,..,..,..,..,..,..,..,..,2789,..,361,..,..,..,..,..,..,..,361,..,358,96,30,20,15,6,0,0,516,..,70,29,15,35,46,48,26,14,280
5008,..,6,354,824,582,336,86,13,0,2193,..,104,421,280,154,73,13,0,0,1052,..,0,13,34,35,22,4,0,0,108,1953,..,..,..,..,..,..,..,..,1953,..,255,..,..,..,..,..,..,..,255,..,226,55,14,4,0,0,0,0,302,..,42,23,9,3,17,8,7,0,108,..,28,32,18,9,8,0,0,0,92,..,41,92,51,45,17,14,4,0,259,..,55,173,147,136,123,46,4,0,685,16,33,28,24,27,37,65,28,0,256,5,0,0,0,0,0,0,0,0,11,1974,795,1196,1399,998,633,243,56,4,7284,..,11,545,833,547,256,54,10,0,2247,..,155,441,259,149,48,17,0,0,1074,..,12,58,94,72,16,8,0,0,264,1825,..,..,..,..,..,..,..,..,1825,..,225,..,..,..,..,..,..,..,225,..,132,25,11,0,0,0,0,0,172,..,29,16,4,17,27,17,5,0,112
5009,..,1018,36279,80900,76428,67787,57208,30820,7486,357918,..,6696,31863,19157,12884,8896,4357,1329,229,85419,..,180,1124,3507,5465,3620,1628,759,474,16753,194800,..,..,..,..,..,..,..,..,194800,..,51452,..,..,..,..,..,..,..,51452,..,37214,21529,7077,4282,1852,333,3,0,72292,..,6090,5479,2052,1664,1933,1587,891,465,20161,..,3092,4634,1851,1151,717,368,129,20,11967,..,8071,13950,4607,3234,2862,1932,705,151,35505,..,3702,14132,14171,14162,15681,13853,8021,3492,87208,2300,2797,3040,2284,1851,1452,1101,500,156,15479,121,116,239,181,174,247,270,91,19,1458,197222,120425,132273,135785,121287,105047,82645,43244,12484,950403,..,2416,54449,91225,80031,67735,52099,22410,3552,373907,..,10773,36370,19199,12953,8010,3328,863,106,91601,..,1601,9699,17532,19445,10796,4709,2994,2006,68782,184349,..,..,..,..,..,..,..,..,184349,..,52942,..,..,..,..,..,..,..,52942,..,26078,13078,3188,2065,1488,375,13,0,46292,..,5532,3560,1207,1634,3819,4564,2820,1703,24841
