SA3_CODE_2021,F_Mgmt_Cmrce_35_44_yr,F_Mgmt_Cmrce_45_54_yr,F_Mgmt_Cmrce_55_64_yr,F_Mgmt_Cmrce_65_74_yr,F_Mgmt_Cmrce_75_84_yr,F_Mgmt_Cmrce_85_yr_over,F_Mgmt_Cmrce_Tot,F_Scty_Cul_15_24_yr,F_Scty_Cul_25_34_yr,F_Scty_Cul_35_44_yr,F_Scty_Cul_45_54_yr,F_Scty_Cul_55_64_yr,F_Scty_Cul_65_74_yr,F_Scty_Cul_75_84_yr,F_Scty_Cul_85_yr_over,F_Scty_Cul_Tot,F_Crtve_Arts_15_24_yr,F_Crtve_Arts_25_34_yr,F_Crtve_Arts_35_44_yr,F_Crtve_Arts_45_54_yr,F_Crtve_Arts_55_64_yr,F_Crtve_Arts_65_74_yr,F_Crtve_Arts_75_84_yr,F_Crtve_Arts_85_yr_over,F_Crtve_Arts_Tot,F_FoodHos_PsnlSvcs_15_24_yr,F_FoodHos_PsnlSvcs_25_34_yr,F_FoodHos_PsnlSvcs_35_44_yr,F_FoodHos_PsnlSvcs_45_54_yr,F_FoodHos_PsnlSvcs_55_64_yr,F_FoodHos_PsnlSvcs_65_74_yr,F_FoodHos_PsnlSvcs_75_84_ye,F_FoodHos_PsnlSvcs_85_over,F_FoodHos_PsnlSvcs_Tot,F_Mix_Fld_Prog_15_24_yr,F_Mix_Fld_Prog_25_34_yr,F_Mix_Fld_Prog_35_44_yr,F_Mix_Fld_Prog_45_54_yr,F_Mix_Fld_Prog_55_64_yr,F_Mix_Fld_Prog_65_74_yr,F_Mix_Fld_Prog_75_84_yr,F_Mix_Fld_Prog_85_yr_over,F_Mix_Fld_Prog_Tot,F_Fld_stud_inad_desc_15_24,F_Fld_stud_inad_desc_25_34,F_Fld_stud_inad_desc_35_44,F_Fld_stud_inad_desc_45_54,F_Fld_stud_inad_desc_55_64,F_Fld_stud_inad_desc_65_74,F_Fld_stud_inad_desc_75_84,F_Fld_stud_inad_desc_85_over,F_Fld_stud_inad_desc_Tot,F_Fld_stud_ns_15_24_yr,F_Fld_stud_ns_25_34_yr,F_Fld_stud_ns_35_44_yr,F_Fld_stud_ns_45_54_yr,F_Fld_stud_ns_55_64_yr,F_Fld_stud_ns_65_74_yr,F_Fld_stud_ns_75_84_yr,F_Fld_stud_ns_85_yr_over,F_Fld_stud_ns_Tot,F_Tot_15_24_yr,F_Tot_25_34_yr,F_Tot_35_44_yr,F_Tot_45_54_yr,F_Tot_55_64_yr,F_Tot_65_74_yr,F_Tot_75_84_yr,F_Tot_85_yr_over,F_Tot_Tot,P_Nat_Phy_Sci_15_24_yr,P_Nat_Phy_Sci_25_34_yr,P_Nat_Phy_Sci_35_44_yr,P_Nat_Phy_Sci_45_54_yr,P_Nat_Phy_Sci_55_64_yr,P_Nat_Phy_Sci_65_74_yr,P_Nat_Phy_Sci_75_84_yr,P_Nat_Phy_Sci_85_yr_over,P_Nat_Phy_Sci_Tot,P_IT_15_24_yr,P_IT_25_34_yr,P_IT_35_44_yr,P_IT_45_54_yr,P_IT_55_64_yr,P_IT_65_74_yr,P_IT_75_84_yr,P_IT_85_yr_over,P_IT_Tot,P_Egnr_rel_Tech_15_24_yr,P_Egnr_rel_Tech_25_34_yr,P_Egnr_rel_Tech_35_44_yr,P_Egnr_rel_Tech_45_54_yr,P_Egnr_rel_Tech_55_64_yr,P_Egnr_rel_Tech_65_74_yr,P_Egnr_rel_Tech_75_84_yr,P_Egnr_rel_Tech_85_yr_over,P_Egnr_rel_Tech_Tot,P_Arc_Bld_15_24_yr,P_Arc_Bld_25_34_yr,P_Arc_Bld_35_44_yr,P_Arc_Bld_45_54_yr,P_Arc_Bld_55_64_yr,P_Arc_Bld_65_74_yr,P_Arc_Bld_75_84_yr,P_Arc_Bld_85_yr_over,P_Arc_Bld_Tot,P_Agric_Env_Rel_Stud_15_24,P_Agric_Env_Rel_Stud_25_34,P_Agric_Env_Rel_Stud_35_44,P_Agric_Env_Rel_Stud_45_54,P_Agric_Env_Rel_Stud_55_64,P_Agric_Env_Rel_Stud_65_74,P_Agric_Env_Rel_Stud_75_84,P_Agric_Env_Rel_Stud_85_over,P_Agric_Envir_Rel_Stud_Tot,P_Hlth_15_24_yr,P_Hlth_25_34_yr,P_Hlth_35_44_yr,P_Hlth_45_54_yr,P_Hlth_55_64_yr,P_Hlth_65_74_yr,P_Hlth_75_84_yr,P_Hlth_85_yr_over,P_Hlth_Tot,P_Edu_15_24_yr,P_Edu_25_34_yr,P_Edu_35_44_yr,P_Edu_45_54_yr,P_Edu_55_64_yr,P_Edu_65_74_yr,P_Edu_75_84_yr,P_Edu_85_yr_over,P_Edu_Tot,P_Mgmt_Cmrce_15_24_yr,P_Mgmt_Cmrce_25_34_yr,P_Mgmt_Cmrce_35_44_yr,P_Mgmt_Cmrce_45_54_yr,P_Mgmt_Cmrce_55_64_yr,P_Mgmt_Cmrce_65_74_yr,P_Mgmt_Cmrce_75_84_yr,P_Mgmt_Cmrce_85_yr_over,P_Mgmt_Cmrce_Tot,P_Scty_Cul_15_24_yr,P_Scty_Cul_25_34_yr,P_Scty_Cul_35_44_yr,P_Scty_Cul_45_54_yr,P_Scty_Cul_55_64_yr,P_Scty_Cul_65_74_yr,P_Scty_Cul_75_84_yr,P_Scty_Cul_85_yr_over,P_Scty_Cul_Tot,P_Crtve_Arts_15_24_yr,P_Crtve_Arts_25_34_yr,P_Crtve_Arts_35_44_yr,P_Crtve_Arts_45_54_yr,P_Crtve_Arts_55_64_yr,P_Crtve_Arts_65_74_yr,P_Crtve_Arts_75_84_yr,P_Crtve_Arts_85_yr_over,P_Crtve_Arts_Tot,P_FoodHos_PsnlSvcs_15_24,P_FoodHos_PsnlSvcs_25_34,P_FoodHos_PsnlSvcs_35_44,P_FoodHos_PsnlSvcs_45_54,P_FoodHos_PsnlSvcs_55_64,P_FoodHos_PsnlSvcs_65_74,P_FoodHos_PsnlSvcs_75_84,P_FoodHos_PsnlSvcs_85_over,P_FoodHos_PsnlSvcs_Tot,P_Mix_Fld_Prog_15_24_yr,P_Mix_Fld_Prog_25_34_yr,P_Mix_Fld_Prog_35_44_yr,P_Mix_Fld_Prog_45_54_yr,P_Mix_Fld_Prog_55_64_yr,P_Mix_Fld_Prog_65_74_yr,P_Mix_Fld_Prog_75_84_yr,P_Mix_Fld_Prog_85_yr_over,P_Mix_Fld_Prog_Tot,P_Fld_stud_inad_desc_15_24,P_Fld_stud_inad_desc_25_34,P_Fld_stud_inad_desc_35_44,P_Fld_stud_inad_desc_45_54,P_Fld_stud_inad_desc_55_64,P_Fld_stud_inad_desc_65_74,P_Fld_stud_inad_desc_75_84,P_Fld_stud_inad_desc_85_over,P_Fld_stud_inad_desc_Tot,P_Fld_stud_ns_15_24_yr,P_Fld_stud_ns_25_34_yr,P_Fld_stud_ns_35_44_yr,P_Fld_stud_ns_45_54_yr,P_Fld_stud_ns_55_64_yr,P_Fld_stud_ns_65_74_yr,P_Fld_stud_ns_75_84_yr,P_Fld_stud_ns_85_yr_over,P_Fld_stud_ns_Tot,P_Tot_15_24_yr,P_Tot_25_34_yr,P_Tot_35_44_yr,P_Tot_45_54_yr
50101,639,618,466,329,115,40,2792,105,343,470,487,377,289,70,10,2142,46,147,186,144,107,77,34,13,758,95,254,269,248,154,94,28,9,1147,9,0,0,3,4,4,0,5,26,3,15,57,35,27,28,8,3,183,184,266,304,276,288,271,209,138,1944,824,2307,3350,3020,2564,1965,847,307,15180,19,105,237,197,139,147,57,9,907,38,59,76,57,43,43,8,0,323,160,481,699,720,723,707,320,76,3887,118,373,416,378,362,282,117,29,2084,60,155,307,260,176,122,64,14,1155,132,465,653,603,649,471,239,69,3281,65,309,635,601,580,545,222,44,3011,231,633,875,918,753,586,240,54,4292,144,453,594,602,480,409,123,19,2830,82,202,252,205,151,122,50,9,1074,158,413,473,408,261,155,46,9,1926,12,14,0,4,0,6,0,5,46,17,35,99,71,61,58,25,9,369,393,547,606,593,584,536,381,223,3849,1636,4239,5926,5624
50102,1113,923,744,393,133,29,4873,432,629,912,856,693,370,91,12,4004,113,170,123,97,77,51,29,10,671,276,497,402,342,213,139,53,9,1928,14,4,4,8,6,0,0,0,53,29,53,44,63,53,15,12,5,271,373,411,405,401,380,403,376,291,3044,2407,4525,5068,4728,3909,2474,1125,487,24722,58,159,208,218,170,115,38,6,962,106,177,198,111,81,37,11,5,719,708,1759,1966,1930,1741,1229,554,115,10004,217,584,521,452,459,322,151,37,2730,156,200,279,271,225,131,56,25,1337,374,908,1044,922,999,658,277,84,5280,241,593,897,1088,919,635,233,56,4671,606,1358,1528,1369,1111,673,227,45,6914,579,797,1098,1053,860,514,133,27,5064,173,234,186,145,109,82,49,10,988,336,660,589,511,349,227,88,15,2772,31,17,8,8,16,9,5,0,100,52,106,125,164,129,69,27,3,682,768,924,924,963,841,843,672,472,6406,4414,8469,9573,9206
50103,190,183,161,120,36,3,907,52,105,159,155,197,118,35,0,833,16,38,49,42,43,39,12,0,244,42,76,78,56,48,30,15,0,349,4,0,0,0,0,0,5,0,11,6,6,8,15,10,10,5,0,58,91,79,133,149,171,154,145,43,963,401,759,1040,1023,1152,889,383,84,5741,13,36,46,68,61,55,13,5,294,16,19,25,12,23,20,3,0,111,96,254,282,327,429,375,150,27,1932,45,106,86,88,116,97,45,16,595,54,110,148,138,131,82,34,3,700,41,126,164,166,242,221,89,21,1079,49,102,184,225,251,240,61,12,1131,93,199,252,255,248,207,74,12,1336,78,127,197,193,251,176,57,3,1081,30,65,62,52,65,49,23,3,358,60,99,117,97,86,47,27,3,539,6,3,0,0,0,0,5,0,16,4,14,16,28,35,35,10,6,141,213,182,260,325,351,327,270,75,2004,804,1446,1846,1978
50201,970,992,848,598,307,49,4854,369,718,841,778,776,405,117,19,4021,101,127,126,96,76,73,34,15,644,287,539,434,406,259,240,101,17,2286,17,8,7,7,5,7,0,0,58,21,31,42,43,43,15,10,5,226,355,374,386,394,338,464,548,448,3317,2110,3941,4452,4350,3914,3004,1685,730,24186,68,116,168,139,147,122,49,8,812,114,163,171,111,94,59,22,0,733,541,1249,1395,1486,1708,1651,881,229,9140,188,457,407,470,469,422,288,71,2774,80,136,204,203,141,99,60,16,947,328,720,740,803,896,710,358,101,4670,224,584,769,871,814,687,297,84,4336,495,971,1280,1362,1245,993,546,94,6987,506,894,1024,947,946,593,197,37,5143,185,189,159,132,111,115,64,32,986,365,687,627,578,414,338,164,22,3189,41,14,7,8,13,6,0,0,88,41,71,104,126,118,74,46,19,604,709,716,761,773,678,899,980,698,6209,3892,6975,7808,8017
50301,1015,1229,716,411,227,92,4615,261,493,676,833,615,511,262,96,3757,146,214,212,220,128,90,86,31,1132,61,74,80,104,71,69,32,14,512,6,0,0,3,4,3,0,0,14,33,38,47,72,49,58,32,13,342,236,194,210,185,169,194,255,210,1645,1721,3082,3924,4662,3702,2851,1773,817,22532,446,499,434,484,510,386,230,64,3056,51,97,164,170,136,44,17,4,678,288,656,796,923,800,651,353,132,4604,74,272,224,303,249,189,86,44,1447,43,102,123,121,96,67,63,25,640,308,1107,1202,1497,1413,987,647,258,7417,88,263,378,566,705,798,479,174,3449,697,1184,1850,2495,1662,1031,569,188,9661,476,840,1037,1334,1029,911,478,153,6263,272,367,315,296,189,136,101,37,1726,109,124,141,151,115,95,52,21,802,10,10,0,7,0,9,0,4,44,54,76,80,116,77,86,64,18,569,423,385,403,366,352,355,415,329,3026,3330,5987,7153,8833
50302,2086,1421,967,443,164,71,8195,503,1862,1505,969,790,509,159,40,6337,361,784,520,305,170,107,35,10,2287,230,441,278,208,141,92,45,24,1464,17,13,6,12,4,3,8,0,60,56,130,125,99,62,44,15,8,538,429,902,583,423,354,392,286,264,3631,3211,10861,8096,5714,4357,2947,1302,653,37142,445,1172,885,618,495,332,122,32,4092,188,721,765,390,228,79,11,0,2394,458,2698,2236,1376,1134,735,334,114,9090,155,787,603,423,397,297,113,40,2819,76,254,205,164,117,66,35,7,924,497,2865,1854,1356,1140,732,373,151,8976,152,764,749,800,851,825,334,106,4577,1093,4285,3911,2736,1926,1020,385,117,15486,731,2912,2348,1589,1287,922,303,69,10150,599,1369,907,477,307,216,74,12,3964,349,852,543,358,257,172,68,25,2626,30,22,19,14,4,9,5,0,106,96,232,239,184,128,75,31,19,1002,882,2071,1480,1135,926,832,567,415,8302,5752,21001,16745,11625
50401,1307,968,649,374,158,38,5124,273,866,883,656,508,351,90,21,3647,179,417,354,204,118,59,27,9,1366,162,435,345,224,161,111,35,10,1480,9,6,0,6,6,3,0,0,32,23,72,89,73,43,31,10,8,348,185,355,303,245,215,208,241,173,1921,1701,5622,5213,3799,2831,1941,906,360,22372,143,438,447,325,204,139,64,8,1769,112,362,486,268,126,46,14,0,1410,311,1504,1387,1019,1020,903,434,118,6696,116,582,504,356,257,213,128,44,2192,34,176,144,111,83,52,13,10,622,299,1260,980,615,575,393,177,55,4352,136,653,675,700,622,456,218,57,3505,599,2066,2285,1639,1120,687,278,61,8731,448,1300,1259,979,731,536,160,32,5444,328,747,595,345,210,124,41,18,2401,256,688,541,376,267,175,60,14,2373,17,10,10,3,11,7,6,0,64,44,127,177,148,88,69,30,13,698,435,751,681,534,486,415,421,253,3973,3287,10665,10158,7416
50402,437,437,369,211,78,27,1971,132,245,331,344,325,221,63,9,1671,62,88,103,79,67,59,19,3,482,112,173,145,137,81,58,24,9,738,0,0,0,3,0,5,0,0,16,14,20,27,31,26,18,3,0,137,112,117,136,147,117,121,136,99,983,789,1590,2011,2114,1807,1265,608,219,10403,43,86,155,181,126,84,45,6,728,40,60,80,85,52,28,6,0,361,223,606,644,738,748,669,310,58,4002,63,205,173,189,177,157,75,16,1053,40,83,102,127,95,61,24,5,541,112,347,396,391,443,311,157,42,2195,55,259,317,435,398,359,174,36,2039,207,401,629,674,574,358,144,35,3023,193,313,431,463,433,325,100,11,2266,108,149,170,133,102,91,30,5,786,140,221,198,205,135,83,35,12,1034,7,4,9,8,3,5,0,0,29,20,43,61,85,58,37,25,7,331,270,345,334,312,291,234,239,161,2183,1524,3111,3693,4026
50403,2171,1506,964,399,168,33,7733,504,1320,1400,1097,782,340,84,5,5536,212,336,281,152,92,54,18,8,1162,460,941,647,435,262,137,50,9,2946,31,19,4,6,7,6,3,0,80,20,115,126,69,64,33,10,3,442,508,688,618,476,373,325,300,226,3516,3398,8494,8100,6001,4155,2135,941,378,33604,179,430,427,317,211,135,30,9,1746,146,550,653,312,154,50,5,0,1863,815,2672,2635,2298,2063,1229,512,101,12316,328,778,634,500,433,283,131,29,3108,99,242,215,200,126,84,42,5,1008,609,1686,1426,1114,803,455,167,58,6319,287,1125,1111,1039,850,452,177,33,5080,1010,2784,3415,2276,1547,697,280,60,12060,781,1832,1898,1502,1050,529,154,13,7759,401,550,493,252,148,109,28,10,1989,598,1317,1132,688,451,219,86,13,4508,65,27,9,13,11,16,6,0,150,57,232,298,188,160,82,31,9,1057,1033,1402,1334,1084,804,680,543,349,7229,6404,15629,15677,11782
50501,2399,2316,1709,1008,334,101,9753,521,970,1395,1279,1012,632,154,23,5989,268,377,428,255,154,112,38,10,1644,348,583,593,545,393,263,94,16,2841,29,8,4,5,13,8,0,0,67,38,66,113,109,72,48,13,3,460,240,338,408,361,306,343,362,309,2674,3018,6646,9229,8790,7032,4420,1684,641,41468,232,471,684,682,505,319,111,21,3023,191,341,622,539,372,136,19,0,2216,628,1987,2612,2699,2879,2473,950,222,14443,295,1079,1273,1091,900,635,218,54,5546,86,201,317,256,192,97,39,9,1191,630,1743,1869,1913,1771,1026,394,99,9435,366,1111,1680,1954,1789,1300,456,90,8740,1064,2069,3765,3925,3013,2026,681,171,16719,857,1434,1912,1790,1438,985,262,36,8716,555,604,666,430,263,186,64,19,2780,438,727,809,781,595,375,145,24,3883,64,10,5,8,17,14,3,0,115,82,123,217,240,173,129,52,14,1038,579,726,902,816,662,670,603,473,5430,6054,12623,17324,17126
