SA3_CODE_2021,F_Mgmt_Cmrce_35_44_yr,F_Mgmt_Cmrce_45_54_yr,F_Mgmt_Cmrce_55_64_yr,F_Mgmt_Cmrce_65_74_yr,F_Mgmt_Cmrce_75_84_yr,F_Mgmt_Cmrce_85_yr_over,F_Mgmt_Cmrce_Tot,F_Scty_Cul_15_24_yr,F_Scty_Cul_25_34_yr,F_Scty_Cul_35_44_yr,F_Scty_Cul_45_54_yr,F_Scty_Cul_55_64_yr,F_Scty_Cul_65_74_yr,F_Scty_Cul_75_84_yr,F_Scty_Cul_85_yr_over,F_Scty_Cul_Tot,F_Crtve_Arts_15_24_yr,F_Crtve_Arts_25_34_yr,F_Crtve_Arts_35_44_yr,F_Crtve_Arts_45_54_yr,F_Crtve_Arts_55_64_yr,F_Crtve_Arts_65_74_yr,F_Crtve_Arts_75_84_yr,F_Crtve_Arts_85_yr_over,F_Crtve_Arts_Tot,F_FoodHos_PsnlSvcs_15_24_yr,F_FoodHos_PsnlSvcs_25_34_yr,F_FoodHos_PsnlSvcs_35_44_yr,F_FoodHos_PsnlSvcs_45_54_yr,F_FoodHos_PsnlSvcs_55_64_yr,F_FoodHos_PsnlSvcs_65_74_yr,F_FoodHos_PsnlSvcs_75_84_ye,F_FoodHos_PsnlSvcs_85_over,F_FoodHos_PsnlSvcs_Tot,F_Mix_Fld_Prog_15_24_yr,F_Mix_Fld_Prog_25_34_yr,F_Mix_Fld_Prog_35_44_yr,F_Mix_Fld_Prog_45_54_yr,F_Mix_Fld_Prog_55_64_yr,F_Mix_Fld_Prog_65_74_yr,F_Mix_Fld_Prog_75_84_yr,F_Mix_Fld_Prog_85_yr_over,F_Mix_Fld_Prog_Tot,F_Fld_stud_inad_desc_15_24,F_Fld_stud_inad_desc_25_34,F_Fld_stud_inad_desc_35_44,F_Fld_stud_inad_desc_45_54,F_Fld_stud_inad_desc_55_64,F_Fld_stud_inad_desc_65_74,F_Fld_stud_inad_desc_75_84,F_Fld_stud_inad_desc_85_over,F_Fld_stud_inad_desc_Tot,F_Fld_stud_ns_15_24_yr,F_Fld_stud_ns_25_34_yr,F_Fld_stud_ns_35_44_yr,F_Fld_stud_ns_45_54_yr,F_Fld_stud_ns_55_64_yr,F_Fld_stud_ns_65_74_yr,F_Fld_stud_ns_75_84_yr,F_Fld_stud_ns_85_yr_over,F_Fld_stud_ns_Tot,F_Tot_15_24_yr,F_Tot_25_34_yr,F_Tot_35_44_yr,F_Tot_45_54_yr,F_Tot_55_64_yr,F_Tot_65_74_yr,F_Tot_75_84_yr,F_Tot_85_yr_over,F_Tot_Tot,P_Nat_Phy_Sci_15_24_yr,P_Nat_Phy_Sci_25_34_yr,P_Nat_Phy_Sci_35_44_yr,P_Nat_Phy_Sci_45_54_yr,P_Nat_Phy_Sci_55_64_yr,P_Nat_Phy_Sci_65_74_yr,P_Nat_Phy_Sci_75_84_yr,P_Nat_Phy_Sci_85_yr_over,P_Nat_Phy_Sci_Tot,P_IT_15_24_yr,P_IT_25_34_yr,P_IT_35_44_yr,P_IT_45_54_yr,P_IT_55_64_yr,P_IT_65_74_yr,P_IT_75_84_yr,P_IT_85_yr_over,P_IT_Tot,P_Egnr_rel_Tech_15_24_yr,P_Egnr_rel_Tech_25_34_yr,P_Egnr_rel_Tech_35_44_yr,P_Egnr_rel_Tech_45_54_yr,P_Egnr_rel_Tech_55_64_yr,P_Egnr_rel_Tech_65_74_yr,P_Egnr_rel_Tech_75_84_yr,P_Egnr_rel_Tech_85_yr_over,P_Egnr_rel_Tech_Tot,P_Arc_Bld_15_24_yr,P_Arc_Bld_25_34_yr,P_Arc_Bld_35_44_yr,P_Arc_Bld_45_54_yr,P_Arc_Bld_55_64_yr,P_Arc_Bld_65_74_yr,P_Arc_Bld_75_84_yr,P_Arc_Bld_85_yr_over,P_Arc_Bld_Tot,P_Agric_Env_Rel_Stud_15_24,P_Agric_Env_Rel_Stud_25_34,P_Agric_Env_Rel_Stud_35_44,P_Agric_Env_Rel_Stud_45_54,P_Agric_Env_Rel_Stud_55_64,P_Agric_Env_Rel_Stud_65_74,P_Agric_Env_Rel_Stud_75_84,P_Agric_Env_Rel_Stud_85_over,P_Agric_Envir_Rel_Stud_Tot,P_Hlth_15_24_yr,P_Hlth_25_34_yr,P_Hlth_35_44_yr,P_Hlth_45_54_yr,P_Hlth_55_64_yr,P_Hlth_65_74_yr,P_Hlth_75_84_yr,P_Hlth_85_yr_over,P_Hlth_Tot,P_Edu_15_24_yr,P_Edu_25_34_yr,P_Edu_35_44_yr,P_Edu_45_54_yr,P_Edu_55_64_yr,P_Edu_65_74_yr,P_Edu_75_84_yr,P_Edu_85_yr_over,P_Edu_Tot,P_Mgmt_Cmrce_15_24_yr,P_Mgmt_Cmrce_25_34_yr,P_Mgmt_Cmrce_35_44_yr,P_Mgmt_Cmrce_45_54_yr,P_Mgmt_Cmrce_55_64_yr,P_Mgmt_Cmrce_65_74_yr,P_Mgmt_Cmrce_75_84_yr,P_Mgmt_Cmrce_85_yr_over,P_Mgmt_Cmrce_Tot,P_Scty_Cul_15_24_yr,P_Scty_Cul_25_34_yr,P_Scty_Cul_35_44_yr,P_Scty_Cul_45_54_yr,P_Scty_Cul_55_64_yr,P_Scty_Cul_65_74_yr,P_Scty_Cul_75_84_yr,P_Scty_Cul_85_yr_over,P_Scty_Cul_Tot,P_Crtve_Arts_15_24_yr,P_Crtve_Arts_25_34_yr,P_Crtve_Arts_35_44_yr,P_Crtve_Arts_45_54_yr,P_Crtve_Arts_55_64_yr,P_Crtve_Arts_65_74_yr,P_Crtve_Arts_75_84_yr,P_Crtve_Arts_85_yr_over,P_Crtve_Arts_Tot,P_FoodHos_PsnlSvcs_15_24,P_FoodHos_PsnlSvcs_25_34,P_FoodHos_PsnlSvcs_35_44,P_FoodHos_PsnlSvcs_45_54,P_FoodHos_PsnlSvcs_55_64,P_FoodHos_PsnlSvcs_65_74,P_FoodHos_PsnlSvcs_75_84,P_FoodHos_PsnlSvcs_85_over,P_FoodHos_PsnlSvcs_Tot,P_Mix_Fld_Prog_15_24_yr,P_Mix_Fld_Prog_25_34_yr,P_Mix_Fld_Prog_35_44_yr,P_Mix_Fld_Prog_45_54_yr,P_Mix_Fld_Prog_55_64_yr,P_Mix_Fld_Prog_65_74_yr,P_Mix_Fld_Prog_75_84_yr,P_Mix_Fld_Prog_85_yr_over,P_Mix_Fld_Prog_Tot,P_Fld_stud_inad_desc_15_24,P_Fld_stud_inad_desc_25_34,P_Fld_stud_inad_desc_35_44,P_Fld_stud_inad_desc_45_54,P_Fld_stud_inad_desc_55_64,P_Fld_stud_inad_desc_65_74,P_Fld_stud_inad_desc_75_84,P_Fld_stud_inad_desc_85_over,P_Fld_stud_inad_desc_Tot,P_Fld_stud_ns_15_24_yr,P_Fld_stud_ns_25_34_yr,P_Fld_stud_ns_35_44_yr,P_Fld_stud_ns_45_54_yr,P_Fld_stud_ns_55_64_yr,P_Fld_stud_ns_65_74_yr,P_Fld_stud_ns_75_84_yr,P_Fld_stud_ns_85_yr_over,P_Fld_stud_ns_Tot,P_Tot_15_24_yr,P_Tot_25_34_yr,P_Tot_35_44_yr,P_Tot_45_54_yr
50502,3644,2652,1619,962,445,184,13540,631,2034,2079,1551,1091,746,276,74,8484,373,828,734,357,202,137,81,29,2727,410,978,721,537,366,240,115,31,3389,26,21,7,13,11,14,11,4,101,48,194,175,112,108,59,30,12,740,557,1052,881,592,496,545,598,466,5194,4253,14441,13317,9626,6955,4894,2648,1192,57328,411,1121,1100,844,586,384,166,31,4633,223,924,1144,683,336,137,31,0,3474,729,3649,3344,2393,2219,1810,1017,405,15568,356,1524,1260,924,762,538,321,109,5783,94,329,375,245,199,111,54,13,1420,865,3707,2815,1990,1554,1088,644,226,12882,358,1692,1661,1691,1619,1302,683,192,9200,1471,5511,6283,4669,2954,1905,966,309,24063,981,2962,2959,2320,1699,1209,450,122,12701,663,1378,1167,616,361,221,116,39,4564,588,1536,1165,870,579,367,183,52,5340,51,36,17,17,20,18,13,4,180,91,379,353,268,218,117,75,28,1535,1138,2132,1882,1318,1007,960,1036,717,10198,8010,26883,25524,18849
50503,3050,2385,1302,659,264,65,10977,888,1831,1961,1591,1057,510,118,18,7977,294,431,427,253,120,66,35,14,1630,645,1248,1010,863,465,222,87,15,4561,49,11,14,5,12,8,0,0,100,66,121,140,111,70,39,12,5,561,588,789,771,645,422,424,453,346,4441,4799,11049,11717,9424,5724,3049,1415,591,47772,245,533,598,448,268,136,67,15,2310,278,545,930,586,224,73,12,0,2641,961,3043,3212,3169,2602,1739,765,188,15677,486,1485,1380,1208,902,515,234,69,6284,92,280,367,240,173,84,28,5,1268,903,2325,2256,1901,1322,657,276,73,9702,464,1538,1756,1566,1029,572,230,58,7213,1300,3503,4636,3660,2094,1095,440,101,16834,1330,2523,2610,2163,1444,705,205,38,11017,565,739,687,407,211,120,51,19,2795,852,1605,1496,1223,715,348,143,31,6412,88,28,27,11,15,7,8,8,193,118,260,322,276,175,98,38,16,1299,1286,1578,1592,1351,906,780,789,519,8801,8974,19975,21869,18213
50601,1513,823,559,268,96,9,4916,317,821,981,663,485,260,63,10,3589,133,220,229,104,56,36,18,5,794,255,475,410,234,121,100,32,0,1631,20,10,5,3,6,6,0,0,46,25,72,95,40,32,15,3,0,284,336,457,434,297,234,244,217,133,2353,2068,5477,6105,3503,2483,1544,656,215,22048,93,284,346,233,151,88,32,5,1225,110,372,627,172,88,37,4,0,1414,449,1654,2160,1414,1164,824,356,76,8094,169,512,406,297,262,214,90,34,1976,69,167,183,114,94,56,25,7,726,316,1163,1270,709,539,362,139,35,4527,186,677,752,576,515,320,120,24,3165,628,1812,2463,1335,859,453,185,20,7758,463,1078,1321,882,655,363,99,19,4885,227,372,324,157,79,74,30,4,1273,341,722,688,373,224,145,57,7,2557,33,17,9,6,5,7,3,0,82,48,145,179,109,74,55,21,4,640,693,916,892,650,521,448,374,222,4705,3831,9893,11622,7018
50602,1292,846,554,262,90,34,5035,295,970,764,547,377,228,52,7,3231,168,352,252,102,62,37,6,5,983,237,423,279,182,111,86,20,5,1352,14,8,3,6,9,3,4,0,38,22,82,63,52,38,14,6,0,282,314,571,428,348,282,213,200,131,2485,2130,6406,4862,3187,2302,1390,589,252,21127,155,637,490,293,173,99,37,8,1893,136,518,548,204,115,41,8,0,1564,405,1902,1546,1073,899,633,273,80,6804,123,531,372,257,239,152,74,29,1777,50,142,152,99,77,44,19,7,591,403,1429,887,543,432,301,106,28,4139,130,538,478,464,448,306,115,39,2525,800,2580,2278,1469,990,490,176,51,8836,465,1416,1095,766,566,351,86,16,4762,282,628,390,178,110,73,15,8,1677,375,772,568,297,212,133,34,12,2395,22,23,3,7,9,10,4,0,78,48,183,143,96,74,42,23,8,613,716,1256,1001,815,624,445,345,223,5429,4108,12557,9953,6569
50603,1729,1218,765,447,181,59,6485,314,719,865,716,494,327,121,18,3578,205,274,231,123,79,27,21,8,976,236,347,331,219,137,88,49,10,1412,14,5,8,6,3,0,0,4,45,30,76,92,58,47,38,7,8,359,318,460,342,230,199,196,323,363,2433,2579,6157,6149,4441,3141,2132,1153,590,26335,301,539,592,469,325,216,74,14,2534,233,786,815,392,185,57,16,4,2487,613,1994,1840,1602,1290,1013,471,162,8990,189,443,386,277,270,215,128,44,1947,65,141,145,124,91,65,26,8,660,584,1556,1283,970,664,529,244,81,5907,215,532,635,679,700,549,292,56,3654,1000,2786,2902,2077,1355,847,331,91,11387,560,1091,1182,1009,725,518,220,33,5334,355,460,375,219,129,63,39,14,1648,405,757,616,355,248,146,75,17,2621,34,18,10,5,7,3,3,7,93,64,172,185,136,97,72,32,13,767,709,1027,726,528,429,360,526,531,4837,5309,12298,11695,8852
50604,1976,1338,770,413,149,42,6578,445,986,1169,890,641,305,82,10,4525,205,249,190,128,56,31,19,6,886,351,562,481,315,191,123,44,3,2076,26,10,7,0,11,9,8,0,62,31,95,119,64,40,31,7,8,398,445,588,549,398,293,306,299,241,3109,2921,6484,7226,4862,3205,1957,915,402,27974,173,423,497,309,193,117,51,9,1770,227,580,898,332,143,40,5,4,2231,656,1889,2569,2031,1592,1180,540,115,10571,243,561,497,339,304,258,148,40,2399,58,139,165,144,98,56,20,3,696,550,1364,1289,842,642,419,185,47,5331,269,639,832,770,581,405,159,43,3705,851,2254,3197,2133,1267,728,263,66,10756,663,1315,1593,1201,849,476,150,21,6270,362,402,348,202,85,58,31,11,1508,503,958,862,538,331,205,77,14,3494,44,25,12,9,13,16,7,0,124,74,218,229,178,114,71,40,16,933,993,1269,1215,932,642,604,515,375,6545,5677,12042,14209,9968
50605,791,660,447,299,126,39,3061,195,357,452,431,378,233,72,23,2148,85,124,137,83,66,42,26,4,563,144,237,233,180,108,78,36,4,1032,14,3,0,3,5,0,0,0,27,12,25,30,38,17,19,8,0,154,151,166,217,168,147,146,170,130,1294,1153,2434,3110,2645,2046,1523,805,308,14024,80,141,225,221,131,128,60,15,995,58,132,237,144,74,29,5,0,684,324,894,1097,1048,994,830,431,115,5736,104,282,280,232,205,203,110,31,1451,41,83,130,112,75,49,24,11,530,208,517,561,494,465,342,189,55,2820,111,342,504,524,455,448,229,57,2662,306,695,1189,1019,700,523,214,62,4707,292,477,589,579,514,334,144,41,2967,147,197,218,136,92,59,39,16,908,190,327,344,272,174,116,55,8,1485,20,4,0,4,6,0,4,0,46,29,64,78,93,55,43,27,12,390,315,367,430,355,314,274,280,202,2534,2229,4521,5876,5230
50606,414,325,215,74,23,3,1578,137,313,318,211,139,66,13,0,1194,44,55,39,32,12,8,4,0,198,96,242,144,97,59,33,8,0,675,8,0,3,0,0,0,0,0,14,3,18,19,9,5,3,0,0,61,77,115,110,80,68,46,46,21,573,708,1872,1683,1228,837,433,164,36,6962,18,69,87,66,36,16,9,0,295,27,71,101,26,9,4,0,0,248,236,687,679,527,471,277,97,20,2990,66,234,149,123,103,68,20,8,767,29,69,77,78,52,31,19,6,348,121,380,295,239,192,120,40,11,1401,75,265,270,199,155,94,34,4,1103,182,498,586,475,335,129,44,8,2257,173,377,400,260,177,95,25,0,1507,85,73,59,42,20,21,6,0,310,109,293,234,150,85,44,15,0,935,11,0,5,0,0,0,0,0,26,11,43,48,34,26,10,0,0,182,179,233,242,211,163,115,85,36,1265,1324,3297,3233,2434
50607,696,640,485,302,118,34,3154,178,455,402,358,313,218,66,23,2020,102,182,135,83,57,40,24,3,627,61,105,97,88,75,57,15,8,506,3,3,0,0,5,5,0,3,22,10,26,36,33,29,24,13,0,178,119,166,141,121,126,151,201,277,1286,1165,2840,2610,2239,1985,1417,751,435,13441,142,329,282,246,210,159,61,15,1448,67,176,212,152,99,43,3,0,745,174,771,747,545,569,466,212,84,3570,67,247,201,146,129,134,42,21,986,35,86,89,62,43,35,21,6,382,279,889,644,489,468,341,194,52,3360,109,291,284,338,420,369,182,54,2049,457,1158,1240,1210,922,690,245,65,5999,305,679,599,519,473,357,123,35,3097,176,307,225,125,85,64,32,10,1021,97,175,160,123,111,86,27,12,794,8,5,7,0,8,3,0,6,37,25,59,56,77,55,28,23,10,336,253,365,269,235,235,262,329,392,2346,2198,5540,5016,4267
50701,1875,1313,830,395,115,33,6557,394,1083,1148,844,666,309,61,11,4530,184,358,325,192,109,55,15,9,1248,311,626,493,417,238,161,35,9,2293,22,8,4,4,8,4,0,0,53,35,65,84,69,35,20,5,0,316,289,433,397,318,268,284,272,252,2505,2638,7279,7326,5341,3597,1947,762,398,29294,170,501,555,379,254,126,43,11,2041,148,385,628,292,113,42,8,0,1619,631,2316,2541,2090,1692,1088,441,111,10902,217,745,659,491,387,273,133,29,2936,78,216,248,200,129,86,34,0,1001,534,1915,1565,1102,743,427,134,47,6454,305,983,1050,998,706,413,153,30,4640,772,2318,2934,2130,1368,707,204,49,10475,638,1539,1521,1157,900,439,107,20,6323,328,568,513,292,170,105,28,10,2009,396,837,756,621,353,228,59,19,3275,32,17,13,10,10,12,3,0,97,65,154,186,170,96,59,17,0,748,604,914,894,676,521,555,515,392,5064,4916,13407,14064,10607
50702,441,416,347,165,65,27,1905,133,401,422,464,424,348,120,12,2325,102,231,224,160,133,90,30,7,974,49,115,103,104,66,53,14,4,517,5,5,0,0,4,0,4,0,16,6,49,46,47,37,26,11,0,217,131,199,173,162,141,161,143,205,1320,767,2333,2434,2350,2172,1529,645,310,12536,85,236,248,248,217,141,58,12,1251,34,48,87,84,76,26,6,0,363,111,511,610,519,549,424,190,57,2973,50,224,262,218,206,132,58,21,1169,33,100,126,92,109,59,16,3,527,125,677,597,563,577,356,160,17,3068,63,276,324,397,486,441,153,35,2178,186,603,747,776,662,388,171,37,3574,204,631,632,686,617,534,188,37,3533,176,373,366,257,209,152,47,9,1593,71,183,165,173,104,80,23,6,811,8,5,7,3,3,0,0,0,30,20,84,84,77,68,47,18,5,404,267,425,408,412,348,324,281,318,2784,1436,4371,4665,4510
50703,720,419,207,93,31,10,2232,193,460,470,370,209,98,26,4,1816,56,96,92,38,23,19,4,0,331,150,296,207,114,57,30,11,3,867,11,3,4,5,0,0,0,0,21,12,45,41,27,23,11,0,4,153,163,229,217,147,122,97,62,21,1060,1095,2795,2772,1701,1037,553,205,53,10215,33,146,150,99,53,25,5,0,515,60,247,304,99,31,12,3,0,761,309,785,975,717,462,278,120,41,3691,93,250,195,145,116,80,37,9,922,24,92,90,65,42,23,9,3,352,195,585,510,313,214,117,55,5,2004,104,339,338,222,185,96,23,7,1307,267,836,1101,615,303,142,51,7,3334,260,603,623,475,267,134,40,0,2403,99,159,144,71,32,23,4,0,537,192,428,354,196,114,50,26,0,1361,20,8,5,4,5,0,0,0,40,33,90,93,63,48,30,4,0,352,358,515,502,353,257,208,109,37,2347,2062,5082,5391,3433
50704,1816,1724,1195,783,306,127,7406,309,680,871,910,733,527,228,40,4306,230,316,308,239,147,87,50,27,1390,146,224,266,269,191,135,70,18,1317,11,10,0,3,8,8,0,5,38,17,38,84,79,56,51,18,15,368,235,295,297,278,263,313,334,361,2385,2219,4957,6418,6008,4867,3614,1821,907,30809,253,462,561,573,477,404,161,44,2940,120,263,503,382,257,95,21,0,1647,389,1336,1721,1619,1563,1542,736,248,9158,131,441,448,401,373,289,164,75,2328,82,144,208,187,125,83,51,20,903,486,1576,1639,1342,1201,850,476,202,7773,202,686,835,1087,1140,1040,499,165,5649,816,1843,3066,3018,2217,1610,660,221,13440,511,1075,1223,1316,1054,792,372,85,6424,395,500,471,349,216,150,65,30,2178,192,313,393,396,274,182,111,27,1888,22,10,0,0,6,13,8,5,70,57,92,156,155,120,101,65,26,769,445,552,594,538,554,575,590,574,4413,4102,9289,11819,11356
50705,1563,1329,904,441,187,42,6319,519,1142,1256,1170,864,370,96,8,5433,199,227,199,122,64,40,28,10,878,436,835,640,473,297,142,75,18,2913,27,21,10,10,14,4,0,3,83,32,70,80,81,44,23,14,4,342,499,636,521,429,317,350,397,269,3427,3152,6612,6922,5912,4100,2195,1138,444,30478,115,240,256,245,188,105,41,6,1192,182,289,362,232,111,45,12,0,1232,874,2401,2385,2356,2140,1308,696,147,12310,305,720,622,630,484,328,208,66,3370,70,190,235,195,134,76,28,8,934,489,1195,1278,1196,945,514,212,53,5878,345,917,1210,1117,821,443,185,38,5077,709,1856,2190,1971,1400,709,288,75,9193,763,1477,1598,1505,1084,502,155,21,7105,359,358,309,191,111,79,44,10,1463,591,1086,921,717,436,232,119,26,4135,48,23,11,13,12,4,5,3,122,71,171,195,210,140,68,30,12,898,1110,1367,1172,956,727,666,700,439,7141,6034,12288,12744,11536
50901,498,495,467,295,116,22,2517,167,340,431,468,481,305,90,20,2305,45,76,87,95,76,65,40,6,497,125,224,174,181,109,76,31,11,913,14,4,4,0,8,0,0,0,33,11,18,26,33,37,21,0,4,142,261,280,287,303,351,329,297,208,2330,1213,2328,2673,2794,2808,2003,1001,396,15209,42,85,159,152,130,123,49,7,749,47,86,83,69,59,34,8,0,382,252,649,581,657,767,618,291,81,3895,114,303,294,256,244,200,117,34,1557,201,295,388,379,388,229,95,32,1995,194,569,566,601,714,488,264,84,3472,104,318,480,591,618,571,226,46,2952,331,519,706,704,703,488,194,45,3682,236,441,543,613,656,467,136,30,3126,79,123,137,137,117,101,60,7,772,163,329,278,278,191,123,58,13,1434,23,9,5,0,8,0,0,0,48,24,37,49,71,74,52,24,6,333,573,621,643,677,736,683,521,327,4775,2376,4389,4896,5178
50902,428,408,416,225,70,20,2086,87,211,262,291,290,229,40,0,1419,37,68,51,61,52,35,26,4,331,90,156,144,163,112,78,24,3,771,13,0,4,0,0,4,0,0,21,7,7,24,26,24,20,5,0,121,305,320,351,457,461,473,331,142,2835,926,1823,2121,2240,2293,1786,780,248,12221,28,80,98,71,70,49,24,0,416,28,35,43,53,36,25,6,0,224,244,732,758,823,973,830,306,56,4720,74,210,166,181,235,187,87,16,1161,129,204,285,291,263,167,55,9,1400,123,294,310,363,496,387,167,45,2176,59,275,388,388,435,394,155,33,2121,223,505,563,584,610,393,135,35,3048,114,275,341,354,397,308,68,4,1871,53,91,74,83,76,70,37,7,492,123,232,194,235,187,129,51,5,1162,17,3,7,0,0,6,0,0,36,20,34,49,60,60,49,24,6,294,734,919,933,1140,1149,1039,665,235,6814,1968,3892,4208,4635
50903,179,125,107,46,25,7,674,28,86,96,80,117,79,9,0,495,16,25,19,20,16,12,0,3,108,21,59,61,50,28,10,5,0,236,0,0,0,0,0,0,0,0,7,0,3,4,3,7,4,3,0,30,114,111,137,146,153,127,107,61,944,326,741,818,749,772,501,238,98,4250,8,24,35,39,26,17,0,0,149,7,7,10,9,13,7,0,0,63,107,336,291,271,308,182,63,14,1577,28,66,50,56,57,58,12,5,334,70,123,172,132,98,73,31,6,709,52,160,129,130,182,120,50,18,849,32,119,139,169,166,122,43,13,793,62,178,238,198,165,81,43,6,971,37,120,125,111,149,96,18,0,658,17,36,23,18,23,25,10,7,159,26,79,78,66,55,28,13,0,344,6,0,0,0,0,0,0,0,15,0,3,18,10,20,11,6,0,79,253,234,289,334,355,282,197,99,2045,708,1484,1605,1555
51001,453,362,417,265,37,5,2101,78,317,319,267,296,177,22,0,1485,22,114,93,53,52,27,6,0,374,85,178,122,120,91,66,10,0,669,3,5,0,0,3,0,0,0,7,4,18,31,25,30,13,0,0,112,487,784,584,562,580,418,143,33,3589,1075,2984,2516,2106,2464,1631,334,46,13154,47,151,127,84,86,72,13,0,576,23,42,66,33,39,26,0,0,227,197,691,629,612,664,710,154,11,3670,64,277,262,213,222,223,51,0,1311,72,176,195,158,145,86,23,7,837,120,638,472,386,575,386,81,4,2666,79,406,428,384,508,437,78,0,2334,167,623,668,551,651,510,95,10,3285,113,470,453,379,404,278,55,3,2152,39,171,140,86,77,65,9,0,582,104,246,215,197,150,98,12,0,1034,9,5,0,0,3,4,0,0,28,16,51,70,62,67,46,9,0,314,996,1462,1204,1222,1221,890,324,61,7375,2044,5404,4942,4365
51002,338,200,125,34,7,0,1189,80,205,178,113,92,28,4,0,699,15,59,29,19,8,7,0,0,137,41,155,111,76,36,20,0,0,443,0,8,3,0,0,0,0,0,13,11,16,16,13,7,3,0,0,67,319,702,463,448,308,107,32,6,2382,735,2282,1647,1209,847,321,65,5,7115,24,172,116,85,47,15,0,0,456,7,55,50,22,21,4,0,0,156,312,1907,1866,1285,802,203,29,3,6409,57,307,274,180,145,60,5,0,1028,27,71,84,61,33,19,8,0,309,75,322,264,243,203,80,15,0,1196,41,234,199,190,157,86,9,0,916,124,562,603,389,266,92,13,5,2055,119,297,249,174,148,52,16,0,1056,22,86,56,33,21,16,0,0,232,59,236,214,172,91,29,3,0,811,3,10,4,4,4,0,0,0,23,19,50,77,68,46,8,4,0,270,821,2581,2513,2187,1500,382,75,12,10079,1728,6889,6566,5086
51003,471,288,193,74,19,0,1638,82,251,220,166,109,59,11,0,888,12,67,43,32,15,6,0,0,174,62,183,138,103,59,20,11,0,575,7,0,0,0,0,0,0,0,11,11,26,19,30,15,11,0,0,101,329,675,498,447,362,216,57,9,2585,823,2500,2114,1516,1066,587,129,9,8734,20,120,113,77,43,35,3,0,407,12,49,75,31,18,9,0,0,197,364,1727,1767,1358,881,290,64,3,6458,59,334,333,219,179,76,16,0,1223,25,72,88,87,45,20,5,0,350,83,383,317,237,232,118,24,0,1393,62,309,357,274,180,149,24,0,1353,160,625,758,546,365,134,27,0,2633,119,336,315,250,169,89,20,0,1303,21,103,71,52,21,16,0,0,278,97,260,247,185,121,32,11,0,955,9,0,3,4,0,3,0,0,21,28,67,97,96,60,23,0,0,362,830,2220,2241,2048,1518,553,132,9,9556,1877,6620,6782,5462
51101,137,151,97,44,25,11,668,32,85,88,67,68,47,11,0,408,9,22,27,17,8,6,7,0,100,37,88,54,51,32,24,3,0,295,3,0,0,0,0,0,0,0,0,0,4,4,3,5,6,6,0,32,86,97,123,116,110,108,94,26,755,321,691,685,666,544,376,240,64,3591,4,27,33,28,17,11,3,0,119,6,9,14,8,13,0,0,0,53,107,330,277,281,242,137,56,16,1439,40,82,72,56,68,45,21,0,388,48,88,102,102,73,33,31,4,490,31,124,114,120,118,87,58,22,669,20,102,108,142,117,81,47,10,630,96,187,197,212,144,61,36,10,938,37,103,110,93,88,64,17,6,518,8,34,34,29,10,8,8,3,135,49,118,70,78,56,31,8,0,405,6,0,0,0,0,0,0,0,6,5,12,19,8,17,11,5,3,81,225,257,270,328,275,228,183,42,1803,690,1476,1420,1482
51102,148,118,177,149,30,5,857,31,105,79,87,106,82,14,0,509,11,44,35,28,11,16,0,0,148,24,73,57,48,45,44,12,0,304,0,0,0,0,0,0,0,0,5,0,8,9,7,11,10,0,0,44,110,157,125,142,168,187,78,12,982,350,911,741,670,899,843,211,28,4648,29,111,71,39,48,53,10,0,362,5,12,17,10,12,22,0,0,83,69,292,232,237,384,449,137,13,1809,38,114,102,78,108,131,46,5,621,12,62,59,57,54,55,19,0,316,41,164,124,101,223,212,51,5,919,26,90,118,128,195,217,41,0,816,87,202,218,198,274,257,64,7,1321,44,150,110,120,142,111,29,4,709,12,63,51,39,21,27,0,0,214,38,101,92,89,67,68,21,0,484,4,4,0,0,5,0,0,0,9,5,19,21,19,27,11,11,0,118,241,337,271,311,369,417,163,29,2143,645,1726,1492,1424
51103,388,301,196,71,10,0,1483,96,250,206,151,153,53,12,0,924,20,51,52,22,14,9,3,0,169,133,223,137,112,55,18,4,0,669,9,3,0,0,0,0,0,0,17,7,17,17,10,13,4,0,0,78,400,613,477,446,409,247,69,55,2717,1063,2313,1930,1566,1247,554,149,69,8890,54,264,200,120,64,21,8,0,740,20,47,62,39,10,4,3,0,183,411,1545,1355,1144,812,343,78,12,5697,62,212,159,134,123,77,22,0,786,30,84,77,64,41,30,0,0,329,141,349,278,302,278,108,27,0,1479,76,280,293,268,228,100,20,6,1276,207,509,586,479,341,112,16,0,2241,146,352,296,219,214,77,23,0,1321,39,85,73,38,28,8,6,0,292,161,317,242,200,112,35,8,0,1072,18,10,5,0,6,0,0,0,37,14,50,59,58,45,17,6,0,254,1034,2161,1918,1789,1439,665,186,78,9258,2412,6272,5588,4847
