SA3_CODE_2021,M_SEO_Before_2005,M_SEO_2005_2010,M_SEO_2011_2015,M_SEO_2016,M_SEO_2017,M_SEO_2018,M_SEO_2019,M_SEO_2020,M_SEO_2021,M_SEO_Yr_arr_ns,M_SEO_Tot,M_Sol_sp_En_Vww_B_2005,M_Sol_sp_En_Vww_2005_2010,M_Sol_sp_En_Vww_2011_2015,M_Sol_sp_En_Vww_2016,M_Sol_sp_En_Vww_2017,M_Sol_sp_En_Vww_2018,M_Sol_sp_En_Vww_2019,M_Sol_sp_En_Vww_2020,M_Sol_sp_En_Vww_2021,M_Sol_sp_En_Vww_Yr_arr_ns,M_Sol_sp_En_Vww_Tot,M_Sol_sp_En_Nwna_B_2005,M_Sol_sp_En_Nwna_2005_2010,M_Sol_sp_En_Nwna_2011_2015,M_Sol_sp_En_Nwna_2016,M_Sol_sp_En_Nwna_2017,M_Sol_sp_En_Nwna_2018,M_Sol_sp_En_Nwna_2019,M_Sol_sp_En_Nwna_2020,M_Sol_sp_En_Nwna_2021,M_Sol_sp_En_Nwna_Yr_arr_ns,M_Sol_sp_En_Nwna_Tot,M_Sol_sp_E_Pr_E_ns_B_2005,M_Sol_sp_E_Pr_E_ns_2005_2010,M_Sol_sp_E_Pr_E_ns_2011_2015,M_Sol_sp_E_Pr_E_ns_2016,M_Sol_sp_E_Pr_E_ns_2017,M_Sol_sp_E_Pr_E_ns_2018,M_Sol_sp_E_Pr_E_ns_2019,M_Sol_sp_E_Pr_E_ns_2020,M_Sol_sp_E_Pr_E_ns_2021,M_So_sp_E_Pr_E_ns_Yr_ar_ns,M_Sol_sp_E_Pr_E_ns_Tot,M_Sol_sp_En_Tot_B_2005,M_Sol_sp_En_Tot_2005_2010,M_Sol_sp_En_Tot_2011_2015,M_Sol_sp_En_Tot_2016,M_Sol_sp_En_Tot_2017,M_Sol_sp_En_Tot_2018,M_Sol_sp_En_Tot_2019,M_Sol_sp_En_Tot_2020,M_Sol_sp_En_Tot_2021,M_Sol_sp_En_Tot_Yr_arr_ns,M_Sol_sp_En_Tot_YoA_Tot,M_LanProf_En_ns_B_2005,M_LanProf_En_ns_2005_2010,M_LanProf_En_ns_2011_2015,M_LanProf_En_ns_2016,M_LanProf_En_ns_2017,M_LanProf_En_ns_2018,M_LanProf_En_ns_2019,M_LanProf_En_ns_2020,M_LanProf_En_ns_2021,M_LanProf_En_ns_Yr_arr_ns,M_LanProf_En_ns_Tot,M_Tot_B_2005,M_Tot_2005_2010,M_Tot_2011_2015,M_Tot_2016,M_Tot_2017,M_Tot_2018,M_Tot_2019,M_Tot_2020,M_Tot_2021,M_Tot_Yr_arrival_ns,M_Tot_YoA_Tot,F_SEO_B_2005,F_SEO_2005_2010,F_SEO_2011_2015,F_SEO_2016,F_SEO_2017,F_SEO_2018,F_SEO_2019,F_SEO_2020,F_SEO_2021,F_SEO_Yr_arr_ns,F_SEO_Tot,F_Sol_sp_En_Vww_B_2005,F_Sol_sp_En_Vww_2005_2010,F_Sol_sp_En_Vww_2011_2015,F_Sol_sp_En_Vww_2016,F_Sol_sp_En_Vww_2017,F_Sol_sp_En_Vww_2018,F_Sol_sp_En_Vww_2019,F_Sol_sp_En_Vww_2020,F_Sol_sp_En_Vww_2021,F_Sol_sp_En_Vww_Yr_arr_ns,F_Sol_sp_En_Vww_Tot,F_Sol_sp_En_Nwna_B_2005,F_Sol_sp_En_Nwna_2005_2010,F_Sol_sp_En_Nwna_2011_2015,F_Sol_sp_En_Nwna_2016,F_Sol_sp_En_Nwna_2017,F_Sol_sp_En_Nwna_2018,F_Sol_sp_En_Nwna_2019,F_Sol_sp_En_Nwna_2020,F_Sol_sp_En_Nwna_2021,F_Sol_sp_En_Nwna_Yr_arr_ns,F_Sol_sp_En_Nwna_Tot,F_Sol_sp_En_Pr_En_ns_B_2005,F_Sol_sp_E_Pr_En_ns_2005_2010,F_Sol_sp_E_Pr_En_ns_2011_2015,F_Sol_sp_En_Prof_En_ns_2016,F_Sol_sp_En_Prof_En_ns_2017,F_Sol_sp_En_Prof_En_ns_2018,F_Sol_sp_En_Prof_En_ns_2019,F_Sol_sp_En_Prof_En_ns_2020,F_Sol_sp_En_Prof_En_ns_2021,F_So_sp_En_Pro_En_ns_Yr_ar_ns,F_Sol_sp_En_Prof_En_ns_Tot,F_Sol_sp_En_Tot_B_2005,F_Sol_sp_En_Tot_2005_2010,F_Sol_sp_En_Tot_2011_2015,F_Sol_sp_En_Tot_2016,F_Sol_sp_En_Tot_2017,F_Sol_sp_En_Tot_2018,F_Sol_sp_En_Tot_2019,F_Sol_sp_En_Tot_2020,F_Sol_sp_En_Tot_2021,F_Sol_sp_En_Tot_Yr_arr_ns,F_Sol_sp_En_Tot_YoA_Tot,F_LanProf_En_ns_B_2005,F_LanProf_En_ns_2005_2010,F_LanProf_En_ns_2011_2015,F_LanProf_En_ns_2016,F_LanProf_En_ns_2017,F_LanProf_En_ns_2018,F_LanProf_En_ns_2019,F_LanProf_En_ns_2020,F_LanProf_En_ns_2021,F_LanProf_En_ns_Yr_arr_ns,F_LanProf_En_ns_Tot,F_Tot_B_2005,F_Tot_2005_2010,F_Tot_2011_2015,F_Tot_2016,F_Tot_2017,F_Tot_2018,F_Tot_2019,F_Tot_2020,F_Tot_2021,F_Tot_Yr_arrival_ns,F_Tot_YoA_Tot,P_SEO_B_2005,P_SEO_2005_2010,P_SEO_2011_2015,P_SEO_2016,P_SEO_2017,P_SEO_2018,P_SEO_2019,P_SEO_2020,P_SEO_2021,P_SEO_Yr_arr_ns,P_SEO_Tot,P_Sol_sp_En_Vww_B_2005,P_Sol_sp_En_Vww_2005_2010,P_Sol_sp_En_Vww_2011_2015,P_Sol_sp_En_Vww_2016,P_Sol_sp_En_Vww_2017,P_Sol_sp_En_Vww_2018,P_Sol_sp_En_Vww_2019,P_Sol_sp_En_Vww_2020,P_Sol_sp_En_Vww_2021,P_Sol_sp_En_Vww_Yr_arr_ns,P_Sol_sp_En_Vww_Tot,P_Sol_sp_En_Nwna_B_2005,P_Sol_sp_En_Nwna_2005_2010,P_Sol_sp_En_Nwna_2011_2015,P_Sol_sp_En_Nwna_2016,P_Sol_sp_En_Nwna_2017,P_Sol_sp_En_Nwna_2018,P_Sol_sp_En_Nwna_2019,P_Sol_sp_En_Nwna_2020,P_Sol_sp_En_Nwna_2021,P_Sol_sp_En_Nwna_Yr_arr_ns,P_Sol_sp_En_Nwna_Tot,P_Sol_sp_En_Pr_En_ns_B_2005,P_Sol_sp_E_Pr_En_ns_2005_2010,P_Sol_sp_E_Pr_En_ns_2011_2015,P_Sol_sp_En_Prof_En_ns_2016,P_Sol_sp_En_Prof_En_ns_2017,P_Sol_sp_En_Prof_En_ns_2018,P_Sol_sp_En_Prof_En_ns_2019,P_Sol_sp_En_Prof_En_ns_2020,P_Sol_sp_En_Prof_En_ns_2021,P_So_sp_En_Pro_En_ns_Yr_ar_ns,P_Sol_sp_En_Prof_En_ns_Tot,P_Sol_sp_En_Tot_B_2005,P_Sol_sp_En_Tot_2005_2010
50101,2992,498,391,38,51,38,63,27,9,142,4252,227,224,218,35,47,47,63,27,8,20,927,5,7,34,3,0,3,13,10,3,56,141,0,0,0,0,0,0,0,0,0,0,4,238,237,251,41,47,49,76,32,15,77,1066,4,0,0,0,0,0,0,0,0,16,27,3236,732,642,82,96,88,146,58,19,237,5343,3430,559,461,59,54,49,82,48,10,138,4885,328,300,336,66,49,48,73,32,10,30,1273,15,15,25,4,3,5,15,7,7,0,95,0,0,3,0,0,0,0,0,0,0,8,340,308,366,73,57,56,86,43,10,33,1374,0,0,0,0,0,0,3,0,0,14,21,3767,872,825,132,106,99,173,93,29,180,6280,6423,1061,851,102,101,79,149,76,22,280,9137,558,524,556,108,98,100,135,59,12,45,2197,15,20,54,9,5,9,27,16,13,62,232,0,0,3,0,0,0,0,0,0,0,9,577,547
50102,4415,1076,678,60,45,65,73,39,16,201,6668,552,690,701,109,124,114,139,56,22,57,2551,45,26,24,3,5,52,48,13,7,7,222,7,3,3,0,0,0,0,3,0,0,16,600,724,725,112,125,159,185,75,29,64,2793,11,0,0,0,3,0,0,0,0,92,112,5025,1795,1399,166,181,228,264,110,46,357,9570,4672,1128,724,91,78,77,84,58,19,192,7119,689,717,803,148,146,138,164,68,22,68,2975,68,43,51,8,21,32,62,22,4,9,320,3,0,3,0,0,0,0,0,0,0,14,765,768,853,158,172,171,227,94,29,86,3306,4,0,0,0,0,0,0,0,0,24,33,5444,1889,1580,244,246,245,311,147,45,302,10461,9087,2199,1398,147,123,145,152,94,35,390,13783,1239,1407,1507,256,271,251,302,127,47,131,5531,107,75,69,8,33,79,110,35,3,16,538,9,5,6,0,0,0,0,4,0,0,33,1365,1484
50103,1336,137,82,12,0,6,19,9,3,79,1675,118,49,48,0,13,22,28,13,4,34,332,14,3,13,0,0,0,10,3,0,4,46,0,0,0,0,0,0,0,0,0,0,0,134,53,61,0,16,25,39,14,9,35,383,6,0,0,0,0,0,0,0,0,4,11,1472,191,138,12,18,26,56,24,8,117,2062,1396,154,82,12,12,8,17,12,0,87,1790,148,77,66,15,12,29,37,7,10,7,402,13,9,12,0,0,8,14,4,0,0,53,4,0,0,0,0,0,0,0,0,0,3,162,88,76,15,13,29,51,13,9,10,459,7,0,0,0,0,0,0,0,0,3,9,1555,245,163,27,25,39,65,24,11,101,2257,2728,298,163,22,16,17,31,21,5,162,3466,260,126,115,16,23,44,69,24,13,35,734,26,13,23,0,6,8,22,3,5,7,104,3,0,0,0,0,0,0,0,0,0,6,292,140
50201,6382,1723,1271,117,93,88,104,47,28,249,10091,499,583,560,73,54,91,86,22,15,41,2032,28,20,18,4,4,12,11,8,3,7,116,7,0,0,0,0,0,0,0,0,0,7,530,603,585,84,56,102,104,30,17,49,2153,10,0,0,0,0,0,0,0,0,16,26,6917,2331,1856,195,153,199,200,76,43,308,12275,7276,1916,1449,157,101,95,128,50,28,276,11475,701,751,793,121,107,126,134,47,18,62,2863,45,44,48,4,14,17,37,13,8,8,242,0,5,3,7,0,0,0,0,0,0,6,751,795,844,127,120,142,170,61,26,73,3113,10,4,0,0,0,0,0,0,0,31,47,8034,2712,2296,283,227,239,299,108,57,379,14632,13652,3643,2716,272,194,188,229,99,60,524,21567,1203,1331,1357,193,161,220,228,66,34,105,4890,72,64,63,16,20,32,47,19,8,10,357,7,4,3,7,0,0,0,0,0,0,17,1279,1399
50301,4543,949,732,105,139,138,191,161,69,125,7144,1210,505,550,137,198,208,334,177,32,52,3399,52,18,24,7,12,12,54,28,0,10,223,3,5,0,0,0,0,0,0,0,0,8,1268,531,575,143,212,222,384,206,34,66,3637,4,0,0,0,0,0,0,0,0,5,14,5810,1475,1308,249,352,359,577,361,105,201,10793,4717,872,718,120,140,128,207,205,75,109,7290,1578,660,632,155,187,236,339,214,28,66,4099,114,45,43,16,28,21,71,29,5,14,385,5,4,5,0,0,0,0,0,0,0,9,1694,701,675,171,212,255,412,251,32,85,4490,6,0,0,0,0,0,0,0,0,3,16,6416,1578,1389,291,354,384,612,457,110,198,11792,9256,1820,1448,226,278,266,391,362,147,239,14436,2795,1166,1180,288,382,444,670,391,58,119,7496,164,58,68,29,41,35,119,60,7,30,607,9,6,5,0,0,0,0,3,0,3,27,2961,1231
50302,6528,1525,1354,188,231,242,353,237,98,210,10967,2172,1260,1712,491,611,829,1119,473,102,167,8937,302,58,99,34,51,53,116,65,30,34,851,3,0,5,0,0,0,0,5,5,8,30,2479,1320,1820,529,667,884,1234,540,137,206,9817,14,0,0,4,0,0,0,0,0,76,101,9019,2846,3177,715,898,1129,1597,776,240,494,20886,5909,1306,1240,222,247,285,421,224,104,221,10176,2613,1483,2011,602,690,986,1253,553,105,168,10463,570,126,194,47,57,72,167,118,47,51,1449,13,0,0,3,0,0,9,5,3,7,37,3196,1615,2205,650,742,1055,1427,668,156,227,11945,12,0,4,4,0,0,4,0,0,45,72,9112,2928,3447,874,989,1341,1855,895,258,489,22191,12437,2837,2592,407,478,532,776,464,200,429,21146,4789,2748,3722,1096,1300,1808,2376,1019,210,337,19405,868,186,296,84,110,124,286,185,78,87,2292,15,5,8,3,0,4,9,4,5,11,63,5676,2935
50401,4876,912,778,72,69,82,91,26,16,129,7058,2446,1164,1173,269,236,255,304,114,16,115,6094,520,146,129,45,28,46,66,20,6,36,1036,0,0,3,0,0,0,4,0,0,6,16,2969,1307,1301,313,263,299,374,143,18,155,7139,6,0,0,0,0,0,0,0,0,10,19,7848,2215,2079,387,331,388,467,172,34,296,14214,4872,861,701,106,82,73,95,38,12,130,6975,2819,1275,1385,278,269,278,290,108,23,107,6823,847,221,237,59,46,64,93,49,4,53,1673,7,0,3,0,0,3,4,0,0,0,16,3677,1492,1618,340,313,343,386,149,26,162,8507,7,0,0,0,0,0,0,0,0,8,19,8552,2358,2324,450,401,417,477,190,39,306,15508,9748,1770,1478,176,153,153,184,68,33,265,14033,5269,2436,2557,554,498,529,594,222,34,224,12915,1367,363,358,101,75,108,161,71,11,90,2706,10,0,3,0,0,3,8,0,0,6,26,6641,2804
50402,2887,457,268,26,24,21,24,19,11,73,3802,331,237,170,24,14,20,10,5,5,13,833,25,17,3,0,0,0,4,0,0,0,57,0,0,0,0,0,0,0,0,0,0,0,353,249,171,28,14,28,11,7,4,16,887,3,0,0,0,0,0,0,0,0,385,391,3248,704,441,52,33,46,35,26,19,470,5082,3086,448,316,32,20,34,22,14,9,67,4038,424,263,259,42,22,29,31,19,5,20,1116,25,36,12,0,3,10,10,5,0,0,106,0,0,0,0,0,0,0,0,0,0,5,461,298,275,45,26,39,39,19,5,23,1223,3,0,0,0,0,0,0,0,0,17,25,3548,744,589,72,47,72,58,38,17,113,5292,5971,900,586,58,46,49,46,34,21,135,7843,759,501,430,68,37,49,37,25,13,39,1952,49,48,18,3,3,11,9,7,0,0,159,3,0,0,0,0,0,0,0,0,0,3,811,549
50403,7161,2096,1549,144,128,101,113,61,26,250,11624,3166,3763,2299,294,210,274,334,122,38,178,10682,524,215,214,39,33,42,83,38,11,34,1237,3,12,3,0,0,0,0,0,0,0,29,3694,3994,2519,338,242,315,419,160,52,217,11948,11,8,3,0,0,5,0,0,0,30,48,10867,6095,4069,484,375,421,530,224,75,492,23625,7474,2017,1572,149,141,125,139,60,47,261,11978,3188,3359,2947,480,368,319,351,149,44,171,11365,873,449,375,66,70,69,122,90,27,79,2227,8,0,8,0,0,0,6,0,0,0,33,4069,3812,3333,547,436,390,481,245,66,246,13618,8,4,4,0,0,0,0,0,0,64,83,11546,5831,4908,698,576,516,612,299,108,571,25680,14634,4107,3117,291,268,220,250,114,69,507,23598,6351,7125,5245,775,573,596,677,271,79,347,22042,1399,666,590,106,100,104,208,134,40,111,3464,14,16,16,7,3,3,5,0,5,5,62,7764,7802
50501,13030,4380,3092,323,250,251,246,148,49,273,22043,2398,1103,983,129,146,162,221,105,29,85,5360,192,42,52,11,12,13,32,12,0,16,390,3,0,0,0,0,0,0,0,0,0,16,2598,1146,1037,141,154,174,257,127,32,102,5761,12,0,0,0,0,0,0,0,0,19,31,15638,5527,4132,461,407,430,500,275,85,391,27839,13846,4174,3184,336,284,267,279,151,60,316,22916,3010,1399,1299,185,170,208,248,131,40,101,6792,316,90,91,12,20,27,55,25,5,15,649,6,4,0,0,0,0,0,0,0,0,15,3336,1487,1387,200,188,240,307,158,45,115,7454,16,3,0,0,0,0,0,0,0,17,45,17202,5665,4577,538,471,510,589,309,103,450,30414,26882,8552,6285,663,530,522,525,298,110,587,44960,5410,2501,2281,311,309,376,475,240,67,183,12148,508,132,145,26,32,38,89,40,5,25,1040,13,4,0,0,0,0,0,0,0,5,26,5933,2632
