SA3_CODE_2021,M_SEO_Before_2005,M_SEO_2005_2010,M_SEO_2011_2015,M_SEO_2016,M_SEO_2017,M_SEO_2018,M_SEO_2019,M_SEO_2020,M_SEO_2021,M_SEO_Yr_arr_ns,M_SEO_Tot,M_Sol_sp_En_Vww_B_2005,M_Sol_sp_En_Vww_2005_2010,M_Sol_sp_En_Vww_2011_2015,M_Sol_sp_En_Vww_2016,M_Sol_sp_En_Vww_2017,M_Sol_sp_En_Vww_2018,M_Sol_sp_En_Vww_2019,M_Sol_sp_En_Vww_2020,M_Sol_sp_En_Vww_2021,M_Sol_sp_En_Vww_Yr_arr_ns,M_Sol_sp_En_Vww_Tot,M_Sol_sp_En_Nwna_B_2005,M_Sol_sp_En_Nwna_2005_2010,M_Sol_sp_En_Nwna_2011_2015,M_Sol_sp_En_Nwna_2016,M_Sol_sp_En_Nwna_2017,M_Sol_sp_En_Nwna_2018,M_Sol_sp_En_Nwna_2019,M_Sol_sp_En_Nwna_2020,M_Sol_sp_En_Nwna_2021,M_Sol_sp_En_Nwna_Yr_arr_ns,M_Sol_sp_En_Nwna_Tot,M_Sol_sp_E_Pr_E_ns_B_2005,M_Sol_sp_E_Pr_E_ns_2005_2010,M_Sol_sp_E_Pr_E_ns_2011_2015,M_Sol_sp_E_Pr_E_ns_2016,M_Sol_sp_E_Pr_E_ns_2017,M_Sol_sp_E_Pr_E_ns_2018,M_Sol_sp_E_Pr_E_ns_2019,M_Sol_sp_E_Pr_E_ns_2020,M_Sol_sp_E_Pr_E_ns_2021,M_So_sp_E_Pr_E_ns_Yr_ar_ns,M_Sol_sp_E_Pr_E_ns_Tot,M_Sol_sp_En_Tot_B_2005,M_Sol_sp_En_Tot_2005_2010,M_Sol_sp_En_Tot_2011_2015,M_Sol_sp_En_Tot_2016,M_Sol_sp_En_Tot_2017,M_Sol_sp_En_Tot_2018,M_Sol_sp_En_Tot_2019,M_Sol_sp_En_Tot_2020,M_Sol_sp_En_Tot_2021,M_Sol_sp_En_Tot_Yr_arr_ns,M_Sol_sp_En_Tot_YoA_Tot,M_LanProf_En_ns_B_2005,M_LanProf_En_ns_2005_2010,M_LanProf_En_ns_2011_2015,M_LanProf_En_ns_2016,M_LanProf_En_ns_2017,M_LanProf_En_ns_2018,M_LanProf_En_ns_2019,M_LanProf_En_ns_2020,M_LanProf_En_ns_2021,M_LanProf_En_ns_Yr_arr_ns,M_LanProf_En_ns_Tot,M_Tot_B_2005,M_Tot_2005_2010,M_Tot_2011_2015,M_Tot_2016,M_Tot_2017,M_Tot_2018,M_Tot_2019,M_Tot_2020,M_Tot_2021,M_Tot_Yr_arrival_ns,M_Tot_YoA_Tot,F_SEO_B_2005,F_SEO_2005_2010,F_SEO_2011_2015,F_SEO_2016,F_SEO_2017,F_SEO_2018,F_SEO_2019,F_SEO_2020,F_SEO_2021,F_SEO_Yr_arr_ns,F_SEO_Tot,F_Sol_sp_En_Vww_B_2005,F_Sol_sp_En_Vww_2005_2010,F_Sol_sp_En_Vww_2011_2015,F_Sol_sp_En_Vww_2016,F_Sol_sp_En_Vww_2017,F_Sol_sp_En_Vww_2018,F_Sol_sp_En_Vww_2019,F_Sol_sp_En_Vww_2020,F_Sol_sp_En_Vww_2021,F_Sol_sp_En_Vww_Yr_arr_ns,F_Sol_sp_En_Vww_Tot,F_Sol_sp_En_Nwna_B_2005,F_Sol_sp_En_Nwna_2005_2010,F_Sol_sp_En_Nwna_2011_2015,F_Sol_sp_En_Nwna_2016,F_Sol_sp_En_Nwna_2017,F_Sol_sp_En_Nwna_2018,F_Sol_sp_En_Nwna_2019,F_Sol_sp_En_Nwna_2020,F_Sol_sp_En_Nwna_2021,F_Sol_sp_En_Nwna_Yr_arr_ns,F_Sol_sp_En_Nwna_Tot,F_Sol_sp_En_Pr_En_ns_B_2005,F_Sol_sp_E_Pr_En_ns_2005_2010,F_Sol_sp_E_Pr_En_ns_2011_2015,F_Sol_sp_En_Prof_En_ns_2016,F_Sol_sp_En_Prof_En_ns_2017,F_Sol_sp_En_Prof_En_ns_2018,F_Sol_sp_En_Prof_En_ns_2019,F_Sol_sp_En_Prof_En_ns_2020,F_Sol_sp_En_Prof_En_ns_2021,F_So_sp_En_Pro_En_ns_Yr_ar_ns,F_Sol_sp_En_Prof_En_ns_Tot,F_Sol_sp_En_Tot_B_2005,F_Sol_sp_En_Tot_2005_2010,F_Sol_sp_En_Tot_2011_2015,F_Sol_sp_En_Tot_2016,F_Sol_sp_En_Tot_2017,F_Sol_sp_En_Tot_2018,F_Sol_sp_En_Tot_2019,F_Sol_sp_En_Tot_2020,F_Sol_sp_En_Tot_2021,F_Sol_sp_En_Tot_Yr_arr_ns,F_Sol_sp_En_Tot_YoA_Tot,F_LanProf_En_ns_B_2005,F_LanProf_En_ns_2005_2010,F_LanProf_En_ns_2011_2015,F_LanProf_En_ns_2016,F_LanProf_En_ns_2017,F_LanProf_En_ns_2018,F_LanProf_En_ns_2019,F_LanProf_En_ns_2020,F_LanProf_En_ns_2021,F_LanProf_En_ns_Yr_arr_ns,F_LanProf_En_ns_Tot,F_Tot_B_2005,F_Tot_2005_2010,F_Tot_2011_2015,F_Tot_2016,F_Tot_2017,F_Tot_2018,F_Tot_2019,F_Tot_2020,F_Tot_2021,F_Tot_Yr_arrival_ns,F_Tot_YoA_Tot,P_SEO_B_2005,P_SEO_2005_2010,P_SEO_2011_2015,P_SEO_2016,P_SEO_2017,P_SEO_2018,P_SEO_2019,P_SEO_2020,P_SEO_2021,P_SEO_Yr_arr_ns,P_SEO_Tot,P_Sol_sp_En_Vww_B_2005,P_Sol_sp_En_Vww_2005_2010,P_Sol_sp_En_Vww_2011_2015,P_Sol_sp_En_Vww_2016,P_Sol_sp_En_Vww_2017,P_Sol_sp_En_Vww_2018,P_Sol_sp_En_Vww_2019,P_Sol_sp_En_Vww_2020,P_Sol_sp_En_Vww_2021,P_Sol_sp_En_Vww_Yr_arr_ns,P_Sol_sp_En_Vww_Tot,P_Sol_sp_En_Nwna_B_2005,P_Sol_sp_En_Nwna_2005_2010,P_Sol_sp_En_Nwna_2011_2015,P_Sol_sp_En_Nwna_2016,P_Sol_sp_En_Nwna_2017,P_Sol_sp_En_Nwna_2018,P_Sol_sp_En_Nwna_2019,P_Sol_sp_En_Nwna_2020,P_Sol_sp_En_Nwna_2021,P_Sol_sp_En_Nwna_Yr_arr_ns,P_Sol_sp_En_Nwna_Tot,P_Sol_sp_En_Pr_En_ns_B_2005,P_Sol_sp_E_Pr_En_ns_2005_2010,P_Sol_sp_E_Pr_En_ns_2011_2015,P_Sol_sp_En_Prof_En_ns_2016,P_Sol_sp_En_Prof_En_ns_2017,P_Sol_sp_En_Prof_En_ns_2018,P_Sol_sp_En_Prof_En_ns_2019,P_Sol_sp_En_Prof_En_ns_2020,P_Sol_sp_En_Prof_En_ns_2021,P_So_sp_En_Pro_En_ns_Yr_ar_ns,P_Sol_sp_En_Prof_En_ns_Tot,P_Sol_sp_En_Tot_B_2005,P_Sol_sp_En_Tot_2005_2010
50502,10296,2462,2183,275,221,270,308,190,64,356,16626,6257,3376,3453,865,741,853,1074,377,50,253,17294,1156,296,381,109,99,93,218,87,13,89,2548,22,4,5,0,4,0,9,6,0,12,69,7436,3679,3839,978,837,947,1299,463,62,357,19905,10,8,0,3,4,3,4,0,0,39,77,17746,6150,6029,1251,1059,1218,1609,657,126,751,36607,10920,2321,2145,290,266,311,341,181,67,332,17185,7252,3510,3836,948,856,920,1089,448,60,317,19243,1748,524,556,156,148,159,305,153,26,154,3933,21,10,10,3,0,0,6,4,0,35,86,9019,4043,4399,1109,1009,1081,1406,605,92,506,23263,21,8,0,3,0,5,0,7,0,41,78,19957,6375,6552,1399,1276,1394,1753,789,161,875,40523,21214,4782,4330,566,489,577,653,375,135,688,33805,13511,6883,7288,1813,1595,1771,2158,829,108,573,36530,2901,826,943,266,246,256,527,238,41,244,6485,48,16,10,0,0,0,20,7,0,49,153,16455,7721
50503,12255,6354,4274,400,275,269,232,163,73,433,24716,4523,3878,2635,373,283,319,375,169,49,201,12796,890,299,299,63,58,76,109,52,22,60,1933,9,12,5,0,0,0,0,0,0,6,39,5422,4186,2936,438,345,395,482,214,73,267,14771,30,7,3,0,0,0,0,0,0,47,95,17703,10548,7215,837,619,665,717,380,144,745,39574,13327,6541,4385,445,346,291,331,174,67,389,26301,4758,4093,3211,505,416,416,458,186,58,197,14287,1266,549,464,119,98,124,191,96,43,99,3062,10,9,3,0,0,0,3,0,0,14,39,6031,4648,3682,626,511,543,654,282,106,308,17383,25,10,11,0,0,0,0,0,0,64,112,19384,11197,8080,1070,860,836,982,456,165,760,43793,25573,12892,8660,843,621,555,566,335,136,827,51010,9279,7966,5844,881,703,735,833,348,103,397,27083,2156,846,768,182,156,202,300,144,64,163,4997,16,21,8,0,4,0,3,0,0,15,73,11454,8828
50601,5175,1354,937,88,75,89,71,30,24,186,8020,1292,2840,2113,286,217,206,228,84,35,66,7367,82,177,109,21,31,19,58,29,12,13,540,7,3,6,0,0,0,0,0,0,0,19,1372,3022,2231,306,247,227,286,107,47,80,7928,6,6,5,0,0,0,0,0,0,10,31,6554,4384,3166,393,323,319,353,135,72,282,15984,5545,1303,965,89,87,104,77,45,26,151,8389,1432,2570,2627,390,293,290,267,102,39,77,8082,123,231,254,51,38,34,85,47,15,18,898,8,0,3,0,0,0,0,0,0,3,17,1559,2805,2886,443,333,329,344,154,53,103,8996,9,6,5,0,4,0,0,0,0,26,43,7110,4107,3855,531,416,431,424,196,79,270,17426,10719,2654,1897,179,163,196,148,70,44,338,16410,2723,5409,4743,671,507,495,492,194,74,146,15456,201,406,367,75,66,58,138,69,28,29,1442,9,6,11,5,0,0,0,0,0,5,34,2930,5825
50602,3784,900,844,109,95,116,178,57,33,128,6234,1723,1589,1737,429,431,491,638,247,28,138,7452,207,148,153,24,30,52,75,39,15,27,775,4,6,6,0,0,0,0,4,0,3,29,1936,1742,1898,457,461,547,719,286,46,164,8257,5,0,0,0,0,0,0,0,0,33,45,5723,2647,2743,567,554,653,898,352,81,330,14535,3574,779,752,111,138,138,144,64,40,119,5853,1962,1598,1844,534,463,537,625,225,51,118,7951,305,211,208,54,60,91,128,81,12,31,1178,7,0,0,0,0,0,6,0,0,4,29,2277,1808,2051,584,521,624,759,311,66,155,9153,5,5,3,0,0,0,3,0,0,23,31,5848,2584,2807,698,664,764,909,374,103,292,15039,7350,1673,1596,220,231,253,322,126,72,246,12091,3678,3191,3580,962,895,1022,1264,471,84,256,15405,517,355,359,78,86,142,210,124,26,57,1953,11,4,8,0,3,3,6,3,3,10,53,4213,3552
50603,4708,1207,851,148,109,122,165,81,21,155,7567,3528,3598,3392,785,705,965,1106,467,67,210,14811,433,347,293,98,134,137,195,73,14,75,1785,0,14,5,0,0,0,4,3,0,17,53,3972,3953,3687,879,837,1097,1298,543,77,296,16646,9,0,6,0,0,0,4,0,0,29,55,8687,5159,4540,1023,951,1225,1469,624,102,482,24264,4953,1006,817,136,102,111,145,71,26,165,7520,3804,3470,3495,838,737,923,1040,386,77,192,14966,679,479,443,119,126,137,244,109,28,70,2442,11,11,9,0,3,6,0,0,0,13,45,4495,3963,3945,954,868,1064,1286,496,102,281,17453,9,0,0,0,0,0,0,0,0,59,74,9455,4962,4767,1095,968,1180,1433,564,130,507,25048,9665,2210,1667,280,207,234,309,147,45,325,15081,7335,7066,6890,1625,1443,1886,2147,847,137,400,29777,1116,828,730,217,261,271,434,189,39,141,4227,12,21,12,5,3,8,8,3,0,32,100,8465,7915
50604,6416,1482,1012,104,111,86,113,55,20,220,9614,3479,4855,3654,528,461,565,670,184,29,212,14645,503,576,463,103,89,92,175,80,31,69,2185,8,8,10,0,3,0,11,0,0,9,49,3987,5440,4127,630,556,662,859,263,63,291,16877,12,5,0,5,0,0,0,0,0,158,183,10417,6925,5141,738,663,751,971,322,79,668,26679,6505,1488,998,135,103,101,106,61,24,219,9748,3533,4359,4089,657,584,596,716,206,47,209,15001,774,768,627,159,124,140,283,154,44,79,3150,11,9,9,0,0,7,3,4,0,4,43,4319,5137,4729,815,710,739,1001,362,97,291,18194,13,0,0,3,0,0,4,0,0,40,61,10839,6617,5727,949,810,849,1113,427,122,554,28004,12920,2967,2011,242,210,190,218,120,49,445,19355,7011,9211,7745,1184,1044,1165,1391,393,79,419,29643,1280,1344,1095,258,216,238,463,229,75,150,5333,20,15,16,0,3,3,14,4,0,16,89,8308,10574
50605,3901,708,482,33,38,34,26,29,17,113,5379,706,789,460,57,38,54,44,19,7,24,2203,59,44,28,3,0,3,17,5,0,4,168,0,0,0,0,0,0,0,0,0,0,7,769,837,495,61,41,57,58,29,8,28,2378,3,0,0,0,0,0,0,0,0,28,28,4667,1545,975,91,76,95,84,53,30,171,7787,4176,718,475,48,41,46,31,27,5,126,5695,823,802,645,101,78,70,64,26,16,34,2658,79,88,51,12,16,8,33,14,3,12,312,0,0,6,0,0,0,0,0,0,0,0,908,884,694,117,93,77,99,45,23,40,2979,5,0,0,6,0,0,0,0,0,18,24,5082,1606,1178,170,131,120,134,72,28,184,8701,8070,1426,959,81,75,85,61,53,26,234,11083,1527,1594,1107,157,120,120,114,44,25,59,4863,140,124,78,20,15,13,43,24,4,13,482,3,0,3,0,0,0,0,0,0,0,10,1674,1719
50606,1643,453,296,23,22,34,17,12,10,76,2581,218,515,254,26,11,15,21,19,3,18,1106,17,8,9,0,0,0,4,3,0,5,53,0,0,0,0,0,0,0,0,0,0,6,242,525,265,28,11,21,27,23,3,19,1162,0,0,0,0,0,0,0,0,0,68,72,1884,979,560,50,34,50,46,30,16,165,3812,1825,470,295,15,13,24,25,10,0,60,2738,240,451,393,42,27,38,41,19,8,23,1273,23,23,26,6,5,0,13,5,0,4,110,0,0,0,0,0,0,0,0,0,0,3,265,477,410,49,34,38,56,30,8,27,1384,4,0,0,0,0,0,0,0,0,0,9,2090,946,710,67,49,60,75,40,10,88,4126,3465,924,586,41,34,55,41,21,12,143,5321,455,968,643,65,44,50,63,40,16,35,2372,39,30,33,5,5,4,23,16,0,6,163,0,7,0,0,0,0,0,0,0,3,10,496,999
50607,2577,489,387,65,63,56,79,45,18,66,3856,1122,430,564,130,121,172,245,114,15,38,2947,78,40,42,11,7,13,27,20,3,5,248,4,0,0,0,0,0,0,0,0,3,11,1198,474,605,140,136,182,272,132,17,50,3202,0,0,0,0,0,0,0,0,0,7,6,3782,963,996,207,200,240,343,185,38,118,7069,2655,432,386,74,63,76,79,45,15,92,3920,1330,557,648,144,147,175,220,107,16,46,3388,162,51,89,8,11,15,46,30,7,17,440,0,0,0,0,0,0,0,0,0,0,7,1498,608,734,153,155,191,270,138,28,66,3835,6,0,0,0,0,0,0,0,0,8,16,4159,1038,1126,227,220,272,349,185,44,163,7774,5233,921,774,133,132,136,164,92,32,156,7780,2446,984,1212,271,274,342,466,216,27,82,6335,241,93,128,22,18,27,71,50,14,22,683,8,7,0,0,0,0,0,0,0,9,15,2692,1078
50701,5664,1746,1458,162,140,143,143,77,36,222,9782,2826,2033,1764,233,195,203,244,85,20,86,7692,464,169,107,10,20,10,46,28,4,28,890,3,7,0,0,0,0,3,0,0,0,17,3299,2211,1874,248,215,216,291,107,24,118,8606,6,0,3,0,0,0,0,0,0,20,27,8966,3959,3335,413,351,362,426,180,63,360,18415,5975,1618,1497,196,136,132,165,78,36,180,10018,3231,2055,2218,325,306,297,274,132,35,124,8997,618,234,216,26,30,25,82,48,3,52,1336,14,5,0,0,0,0,0,0,0,4,27,3863,2297,2440,350,342,317,363,173,36,176,10360,7,0,3,0,0,0,0,0,0,19,31,9848,3914,3936,544,479,454,524,254,80,377,20418,11639,3362,2958,356,268,278,310,154,76,399,19805,6065,4088,3984,553,504,505,518,212,54,209,16695,1080,411,323,38,50,33,125,67,8,88,2228,16,12,5,0,0,0,5,0,0,9,46,7160,4508
50702,2571,524,422,56,57,63,84,58,26,82,3924,596,196,167,33,41,52,60,29,15,34,1224,113,7,0,3,0,4,3,4,0,10,153,0,0,0,0,0,0,0,0,0,0,7,713,205,165,38,41,57,71,36,17,46,1381,11,0,0,0,0,0,5,0,0,19,32,3295,722,590,94,93,115,151,93,39,145,5338,2537,473,421,61,50,81,94,55,26,88,3882,759,251,254,50,54,63,74,46,12,33,1595,218,13,9,7,0,3,9,6,0,17,284,3,0,0,0,0,0,0,0,0,0,3,981,263,263,57,61,70,80,50,12,49,1879,3,0,0,0,0,0,0,0,0,9,12,3524,735,686,113,108,144,175,103,37,147,5776,5112,991,845,114,105,135,173,107,49,172,7806,1347,443,419,90,96,118,138,79,21,66,2819,335,27,8,4,0,10,9,9,0,25,438,4,0,0,0,0,0,0,0,0,0,4,1695,472
50703,2117,758,623,43,52,49,33,19,15,82,3798,555,1356,935,144,109,86,128,39,16,37,3407,56,47,44,11,16,11,18,9,4,4,221,0,0,0,0,0,0,0,0,0,3,7,607,1407,985,150,122,106,147,52,18,42,3633,6,4,0,0,0,0,0,0,0,190,191,2727,2161,1612,199,171,155,188,67,30,316,7628,2171,696,638,71,56,58,53,24,9,84,3864,604,1148,1231,195,167,144,148,56,17,53,3753,70,75,81,14,18,29,48,32,0,11,377,0,0,7,0,0,0,0,0,0,0,10,676,1222,1323,206,184,167,195,84,23,61,4142,0,0,0,0,0,0,0,0,0,7,15,2841,1913,1955,282,244,222,251,112,31,159,8013,4289,1449,1260,119,106,109,92,43,26,170,7662,1160,2499,2169,335,275,231,276,97,30,89,7158,120,123,124,29,33,42,68,40,3,14,597,0,0,12,0,0,0,0,0,0,6,22,1282,2624
50704,6564,1252,901,106,108,120,111,86,38,171,9448,3207,1208,1125,210,219,212,250,148,22,83,6684,309,88,79,19,16,13,53,39,3,19,636,6,0,0,0,0,0,5,5,0,4,13,3522,1294,1206,233,232,225,302,193,24,107,7335,4,5,0,0,0,0,0,0,0,11,17,10095,2551,2108,337,338,343,413,278,57,283,16800,7077,1246,916,116,111,129,129,88,29,175,10017,3960,1521,1387,271,270,252,288,176,35,109,8287,489,163,166,38,38,31,74,59,10,36,1105,5,0,0,0,0,0,0,0,0,0,13,4464,1683,1557,308,308,281,366,243,54,147,9403,9,0,0,0,0,0,0,0,0,12,26,11547,2931,2473,424,427,408,494,326,85,331,19446,13647,2495,1814,224,223,243,234,173,65,344,19468,7172,2727,2513,481,493,463,541,332,61,194,14975,801,245,239,55,49,42,121,98,14,58,1736,12,0,0,0,0,0,5,3,0,8,29,7985,2980
50705,8481,3223,2635,199,170,171,153,83,52,265,15438,908,1068,792,107,98,93,85,37,22,47,3261,102,27,28,11,8,10,20,6,0,15,223,9,6,0,0,0,0,3,0,0,0,13,1010,1098,822,120,102,106,106,38,32,62,3500,14,3,6,0,0,0,0,0,0,22,53,9513,4325,3468,320,276,276,265,127,81,352,18993,9207,3254,2778,215,179,160,172,89,44,286,16385,1218,1285,1080,177,145,151,147,71,34,70,4382,138,61,79,15,11,16,33,25,9,17,408,3,3,5,0,0,0,0,0,0,3,14,1359,1358,1163,195,157,167,180,98,40,87,4801,12,7,5,0,0,0,0,0,0,23,44,10579,4613,3946,409,333,324,351,188,92,394,21228,17689,6477,5411,414,346,332,322,177,94,556,31818,2123,2347,1872,283,248,249,229,109,56,117,7641,237,95,107,26,14,22,55,30,13,28,633,13,6,5,0,0,0,3,0,0,3,28,2369,2454
50901,2986,367,214,37,26,27,45,21,29,149,3915,262,333,247,56,48,52,59,39,61,25,1191,19,58,57,19,0,17,14,7,15,14,226,0,0,0,0,0,0,0,0,5,0,8,285,391,309,81,51,70,77,52,81,37,1427,14,5,0,0,0,0,0,0,0,114,127,3289,762,522,119,74,99,120,67,103,304,5467,3506,401,246,48,29,55,51,24,9,163,4522,373,409,281,61,55,71,82,34,5,31,1403,28,80,38,21,11,23,23,4,0,5,226,3,0,0,0,0,0,0,0,0,0,5,404,483,319,89,63,94,98,37,8,36,1633,17,0,0,0,0,0,0,0,0,17,30,3924,888,561,127,93,143,148,62,20,211,6187,6496,768,458,87,55,78,92,48,37,312,8434,639,741,530,119,100,130,138,70,69,57,2591,49,139,97,50,14,37,33,8,15,17,453,4,0,0,0,0,0,0,0,5,0,14,685,875
50902,2714,374,255,32,19,30,34,12,10,148,3633,234,182,206,39,31,48,76,29,38,26,911,15,4,7,8,4,15,12,7,9,5,82,0,0,0,0,0,0,3,0,4,6,14,255,183,215,46,35,60,91,39,50,34,1003,8,0,0,0,0,0,0,0,0,316,328,2980,557,470,84,54,83,121,50,62,503,4967,2780,414,283,44,20,31,31,25,10,161,3791,253,189,230,56,46,48,87,38,39,20,1011,21,13,9,0,3,14,24,13,12,8,113,0,0,7,0,0,0,0,0,0,5,14,279,197,250,56,46,67,115,51,52,34,1144,15,0,0,0,0,0,0,0,0,6,21,3075,607,534,99,65,93,142,76,65,197,4961,5492,792,541,79,38,59,65,36,18,309,7426,490,363,438,98,71,100,167,68,78,51,1922,44,16,20,7,8,24,33,20,22,5,192,0,0,7,0,0,0,6,0,8,7,28,529,376
50903,684,109,79,10,0,9,17,8,4,46,967,66,84,75,16,15,14,41,9,21,9,358,7,0,4,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,6,75,85,81,16,15,17,44,13,28,10,379,0,0,0,0,0,0,0,0,0,3,5,760,194,161,29,11,23,61,18,32,57,1345,713,109,94,17,11,8,16,6,5,48,1017,70,68,74,19,17,26,37,10,12,14,349,10,0,6,4,0,0,3,0,0,8,31,0,0,0,0,0,0,0,0,0,0,0,73,73,79,27,16,25,39,16,12,22,380,4,0,0,0,0,0,0,0,0,4,6,791,185,169,45,27,37,53,18,11,70,1408,1396,218,172,31,11,18,30,10,6,91,1984,137,157,151,44,25,41,78,22,33,19,710,13,5,8,4,0,0,4,9,0,8,47,0,0,0,0,0,0,0,0,0,0,3,150,158
51001,1624,286,249,24,25,37,60,26,16,88,2428,189,191,179,38,42,54,117,50,24,20,904,16,3,4,0,3,4,8,0,0,3,39,4,0,0,0,0,0,0,0,0,0,6,212,199,182,39,43,54,126,49,27,24,957,3,0,3,0,0,0,4,0,0,8,19,1842,480,433,62,66,93,193,75,45,115,3404,1602,324,250,33,47,39,69,29,5,64,2453,223,172,243,48,52,83,179,80,24,21,1114,14,6,4,0,8,4,16,10,0,3,60,0,0,0,0,0,0,0,0,0,0,7,235,179,243,50,52,90,197,81,24,26,1175,3,0,0,0,0,0,0,0,0,9,22,1839,504,496,86,101,121,265,115,30,99,3655,3229,605,497,59,68,72,126,55,19,153,4875,411,366,418,84,90,138,299,124,50,43,2016,30,12,7,3,7,6,23,8,0,3,104,5,0,0,0,0,0,0,0,0,0,18,444,377
51002,1626,755,557,49,50,58,93,29,19,94,3340,365,627,472,67,68,85,111,35,13,36,1877,16,8,3,0,0,4,6,5,0,3,45,4,5,5,0,0,0,0,0,0,0,11,388,638,480,66,72,89,115,39,13,41,1941,13,4,0,0,0,0,3,0,0,3,31,2022,1395,1040,117,121,148,208,80,37,138,5303,683,330,312,31,34,42,82,30,17,55,1613,178,266,324,57,67,67,110,39,4,11,1127,18,9,11,3,15,10,12,0,0,0,83,4,0,0,0,0,0,0,0,0,0,7,199,274,334,65,77,80,125,42,7,19,1217,0,0,0,0,0,0,3,0,0,5,10,883,603,647,96,114,116,211,74,25,68,2841,2309,1083,867,85,81,98,174,65,40,142,4949,544,890,791,120,134,150,214,80,25,52,3003,30,16,16,8,13,18,16,13,0,7,130,4,4,4,0,0,0,0,0,0,4,21,582,908
51003,1750,686,506,33,39,48,68,22,23,76,3247,330,515,426,65,57,63,91,29,18,30,1624,9,14,19,3,0,6,9,0,0,0,66,6,11,0,0,0,0,0,0,0,5,19,340,542,443,67,56,68,95,37,15,36,1704,10,10,5,0,0,0,0,0,0,17,38,2104,1237,950,100,93,116,166,59,35,124,4993,968,344,331,39,29,37,67,28,6,44,1894,199,309,350,87,69,73,107,55,13,24,1288,13,17,18,5,6,5,15,6,4,4,75,0,0,0,0,0,0,3,0,0,0,3,214,321,368,87,74,83,123,59,15,27,1362,0,0,0,0,0,0,0,0,0,4,3,1181,673,702,130,98,114,189,83,26,73,3269,2717,1038,839,67,68,81,132,50,31,115,5140,530,827,773,150,122,140,199,82,31,58,2913,19,31,30,3,5,5,17,8,4,5,139,6,11,0,0,0,0,3,0,0,5,21,557,864
51101,563,114,89,9,15,18,32,16,4,39,901,58,82,71,9,13,5,27,11,0,4,285,0,0,0,0,0,0,0,3,0,0,13,0,0,0,0,0,0,0,0,0,0,0,61,86,71,9,15,5,29,14,0,3,298,0,0,0,0,0,0,0,0,0,0,0,627,201,161,17,25,23,57,28,8,45,1198,587,90,81,10,22,11,20,13,3,36,877,60,73,69,9,20,17,32,16,3,7,311,4,0,0,0,0,3,10,3,0,0,18,0,0,0,0,0,0,0,0,0,0,0,60,76,70,9,20,19,37,23,3,12,327,4,0,0,0,0,0,0,0,0,0,3,654,168,150,17,38,32,57,30,7,53,1211,1153,206,173,19,38,29,49,26,10,73,1774,120,163,140,17,30,25,63,32,3,12,597,5,3,0,0,0,3,8,5,0,0,29,0,0,0,0,0,0,0,0,0,0,0,123,165
51102,995,110,70,10,14,22,27,14,11,54,1327,132,52,53,17,16,25,39,14,6,0,365,28,10,5,4,3,4,11,5,0,8,70,0,0,0,0,0,0,0,0,0,0,0,162,57,59,17,18,32,47,17,4,8,427,5,0,0,0,0,0,0,0,0,0,8,1161,171,128,29,28,54,73,28,15,68,1758,869,136,111,26,16,30,30,14,3,54,1294,123,56,79,22,16,54,62,21,5,8,430,36,3,11,0,3,9,7,0,0,8,86,0,0,0,0,0,0,0,0,0,0,0,159,61,91,24,19,61,71,24,4,17,525,5,0,0,0,0,0,0,0,0,5,11,1031,191,203,53,32,88,104,38,7,70,1822,1867,244,185,37,30,46,57,30,15,109,2616,253,105,134,41,33,76,96,37,6,7,795,69,13,14,4,5,11,20,10,3,10,159,0,0,0,0,0,0,0,0,0,0,5,323,118
51103,1687,732,531,52,62,89,102,40,29,105,3425,278,594,506,67,98,97,155,69,30,39,1934,14,12,12,4,3,3,14,9,12,6,81,5,3,0,0,0,4,0,0,0,0,14,292,606,516,71,100,101,170,77,41,48,2027,7,8,4,0,0,0,0,0,0,21,33,1993,1342,1051,120,163,191,273,120,63,171,5486,1108,550,451,59,51,86,86,38,15,47,2500,268,404,463,75,83,118,134,47,21,24,1637,22,10,22,9,6,3,19,12,15,3,116,0,0,0,0,0,0,0,0,0,0,4,291,416,489,90,90,122,148,57,30,26,1759,0,4,3,0,0,0,0,0,0,7,25,1399,976,942,150,141,213,236,91,53,91,4283,2798,1281,986,110,117,175,187,72,39,153,5922,545,999,969,146,183,218,291,107,53,66,3567,31,21,33,12,11,9,24,21,21,8,195,3,6,0,0,0,4,0,0,0,4,14,583,1021
51104,2122,429,324,28,30,37,48,23,12,114,3162,298,332,295,48,47,52,55,34,17,27,1200,30,8,7,0,4,5,11,5,3,0,69,0,0,0,0,0,0,0,0,0,0,3,328,337,296,47,54,56,68,36,27,31,1274,11,5,0,0,0,0,0,0,0,11,26,2461,774,620,76,84,89,112,57,39,154,4457,2070,368,294,33,43,31,47,13,8,94,2987,307,299,349,61,52,50,66,47,20,17,1267,46,10,26,6,0,5,7,12,4,7,129,0,0,0,0,0,0,0,0,0,0,4,356,309,374,65,59,55,77,56,21,21,1397,11,0,0,0,0,0,0,0,0,14,27,2437,679,667,96,99,83,117,67,28,135,4411,4195,791,614,59,73,59,88,36,19,213,6148,598,630,638,110,101,102,125,83,41,38,2467,81,16,33,8,3,13,14,14,9,12,201,0,0,0,0,0,0,0,0,0,0,10,680,652
