SA3_CODE_2021,P_15_19_Mgrs,P_15_19_Profnls,P_15_19_Techs_trades_workers,P_15_19_Comm_psnl_serv_wrkrs,P_15_19_Cler_admin_wrkrs,P_15_19_Sales_wrkrs,P_15_19_Mach_oper_dvrs,P_15_19_Labrs,P_15_19_Inad_desc_Ns,P_15_19_Tot,P_20_24_Mgrs,P_20_24_Profnls,P_20_24_Techs_trades_wrkrs,P_20_24_Comm_psnl_serv_wrkrs,P_20_24_Cler_admin_wrkrs,P_20_24_Sales_wrkrs,P_20_24_Mach_oper_dvrs,P_20_24_Labrs,P_20_24_Inad_desc_Ns,P_20_24_Tot,P_25_34_Mgrs,P_25_34_Profnls,P_25_34_Techs_trades_wrkrs,P_25_34_Comm_psnl_serv_wrkrs,P_25_34_Cler_admin_wrkrs,P_25_34_Sales_wrkrs,P_25_34_Mach_oper_dvrs,P_25_34_Labrs,P_25_34_Inad_desc_Ns,P_25_34_Tot,P_35_44_Mgrs,P_35_44_Profnls,P_35_44_Techs_trades_wrkrs,P_35_44_Comm_psnl_serv_wrkrs,P_35_44_Cler_admin_wrkrs,P_35_44_Sales_wrkrs,P_35_44_Mach_oper_dvrs,P_35_44_Labrs,P_35_44_Inad_desc_Ns,P_35_44_Tot,P_45_54_Mgrs,P_45_54_Profnls,P_45_54_Techs_trades_wrkrs,P_45_54_Comm_psnl_serv_wrkrs,P_45_54_Cler_admin_wrkrs,P_45_54_Sales_wrkrs,P_45_54_Mach_oper_dvrs,P_45_54_Labrs,P_45_54_Inad_desc_Ns,P_45_54_Tot,P_55_64_Mgrs,P_55_64_Profnls,P_55_64_Techs_trades_wrkrs,P_55_64_Comm_psnl_serv_wrkrs,P_55_64_Cler_admin_wrkrs,P_55_64_Sales_wrkrs,P_55_64_Mach_oper_dvrs,P_55_64_Labrs,P_55_64_Inad_desc_Ns,P_55_64_Tot,P_65_74_Mgrs,P_65_74_Profnls,P_65_74_Techs_trades_wrkrs,P_65_74_Comm_psnl_serv_wrkrs,P_65_74_Cler_admin_wrkrs,P_65_74_Sales_wrkrs,P_65_74_Mach_oper_dvrs,P_65_74_Labrs,P_65_74_Inad_desc_Ns,P_65_74_Tot,P_75_84_Mgrs,P_75_84_Profnls,P_75_84_Techs_trades_wrkrs,P_75_84_Comm_psnl_serv_wrkrs,P_75_84_Cler_admin_wrkrs,P_75_84_Sales_wrkrs,P_75_84_Mach_oper_dvrs,P_75_84_Labrs,P_75_84_Inad_desc_Ns,P_75_84_Tot,P_85_yr_over_Mgrs,P_85_yr_over_Profnls,P_85ov_Techs_trades_wrkrs,P_85ov_Com_psnl_serv_wrkrs,P_85_yr_over_Cler_admin_wrkrs,P_85_yr_over_Sales_wrkrs,P_85_yr_over_Mach_oper_dvrs,P_85_yr_over_Labrs,P_85_yr_over_Inad_desc_Ns,P_85_yr_over_Tot,P_Tot_Mgrs,P_Tot_Profnls,P_Tot_Techs_trades_wrkrs,P_Tot_Comm_psnl_serv_wrkrs,P_Tot_Cler_admin_wrkrs,P_Tot_Sales_wrkrs,P_Tot_Mach_oper_dvrs,P_Tot_Labrs,P_Tot_Inad_desc_Ns,P_Tot_Tot
50701,47,59,366,582,137,1071,151,760,49,3230,238,696,958,1143,589,859,348,630,70,5529,1313,4106,2574,1549,1753,760,754,880,261,13955,2102,4154,2430,1427,1916,632,803,843,256,14554,1782,2632,1948,1283,1858,667,875,949,217,12209,1072,1436,1309,887,1441,540,733,853,113,8380,245,398,305,183,326,170,184,234,41,2085,36,21,19,9,24,24,7,37,4,170,0,6,0,0,0,0,0,4,0,8,6834,13496,9908,7065,8037,4723,3852,5189,1005,60126
50702,12,26,75,291,27,276,29,183,8,920,67,262,186,537,146,234,59,153,12,1655,504,1716,568,521,318,165,100,198,63,4148,832,1857,472,340,361,139,102,158,66,4323,872,1753,384,316,463,174,103,154,43,4268,740,1365,356,276,449,165,147,167,50,3716,175,499,102,73,142,82,41,61,26,1190,27,63,8,9,17,14,0,17,10,160,3,5,0,0,0,0,0,0,3,8,3231,7550,2149,2345,1927,1242,586,1096,283,20398
50703,11,20,144,125,40,412,61,278,17,1109,77,156,425,368,169,257,154,308,39,1959,397,933,987,723,638,383,569,531,85,5246,521,1074,976,704,741,290,578,493,86,5470,370,564,734,520,526,241,512,490,65,4021,195,281,386,291,378,150,360,309,44,2387,55,55,65,56,78,26,68,81,12,490,4,9,0,0,9,0,7,12,0,38,0,0,0,0,4,0,0,0,0,4,1628,3100,3709,2786,2587,1764,2313,2493,344,20726
50704,38,105,267,740,146,1167,147,694,39,3347,201,931,621,1005,564,818,211,438,63,4845,927,3853,1113,852,958,481,266,410,131,8994,2066,4581,1104,750,1430,430,287,356,160,11159,2404,3937,1077,896,1708,564,316,386,152,11449,1699,2786,820,657,1557,496,318,445,115,8910,498,969,263,176,534,219,137,170,40,3018,67,124,15,15,49,30,16,28,26,379,3,6,0,0,3,0,0,0,10,30,7906,17297,5291,5107,6948,4196,1709,2934,743,52129
50705,49,65,528,696,116,1426,195,1027,81,4186,233,451,1274,1131,447,830,407,782,110,5660,1070,1967,3024,1898,1515,818,1132,1214,248,12888,1592,2437,2584,1924,1649,741,1130,1143,228,13421,1675,2117,2299,1894,1746,799,1280,1146,247,13203,1004,1416,1560,1253,1389,579,1137,906,144,9385,201,287,230,215,272,138,236,227,35,1838,15,26,14,9,22,4,13,26,14,134,0,0,0,0,0,0,0,3,11,11,5841,8759,11508,9012,7161,5337,5514,6471,1117,60725
50901,24,24,275,316,64,505,42,489,43,1779,109,154,431,311,129,208,117,400,26,1889,524,837,897,506,399,322,285,668,71,4504,933,998,745,598,589,318,309,678,75,5235,1197,1079,753,757,636,386,432,683,91,6021,1164,962,629,666,681,362,484,714,90,5746,668,288,202,149,214,108,160,241,37,2062,168,31,25,6,19,22,13,50,18,341,30,0,0,0,0,0,0,7,5,41,4805,4378,3949,3307,2737,2230,1835,3924,453,27631
50902,39,11,205,146,45,303,66,332,35,1186,110,117,365,171,132,171,148,333,28,1573,559,557,753,349,390,182,384,698,57,3936,905,642,753,451,498,199,440,494,80,4456,1214,616,783,553,631,267,670,581,83,5400,1340,606,719,512,662,290,797,645,96,5665,677,223,190,132,185,111,259,224,51,2056,229,23,17,9,26,17,17,37,28,401,33,0,0,0,0,0,4,9,9,47,5103,2787,3798,2325,2568,1536,2789,3355,467,24728
50903,14,7,60,50,16,64,28,108,7,358,57,62,124,65,38,39,72,126,10,600,248,237,282,146,137,52,159,240,19,1534,469,221,259,146,180,79,193,193,26,1766,581,239,268,176,164,91,249,238,33,2031,626,237,229,155,183,101,263,230,32,2057,379,75,59,46,82,35,75,86,17,851,126,3,6,8,12,9,9,24,7,201,19,0,0,0,0,0,0,3,0,28,2513,1089,1290,791,814,468,1050,1244,159,9423
51001,10,22,63,129,51,177,10,168,19,657,58,211,183,251,134,90,62,211,29,1230,430,1305,590,714,425,183,209,451,105,4405,690,1118,562,569,485,154,212,310,102,4205,729,830,507,488,506,170,282,265,90,3861,726,789,392,422,507,215,267,257,49,3625,300,249,123,108,143,80,119,101,35,1260,44,18,8,5,17,16,9,10,19,144,4,0,0,0,0,0,0,0,0,7,2989,4541,2428,2683,2271,1087,1173,1779,441,19389
51002,9,13,111,73,38,111,44,123,22,539,32,148,346,85,98,63,212,249,35,1267,328,934,1736,310,393,149,982,578,95,5501,483,689,1684,282,383,95,1057,450,108,5221,437,497,1155,196,277,91,1181,331,69,4229,263,335,658,134,226,73,880,276,48,2880,59,71,95,30,42,18,128,46,5,490,5,0,0,0,0,0,3,6,0,24,0,0,0,0,0,0,0,0,0,3,1608,2687,5769,1113,1455,601,4488,2054,378,20158
51003,8,14,128,90,41,201,41,197,22,738,44,159,358,131,111,72,168,254,27,1319,363,960,1549,376,461,151,690,636,83,5263,624,832,1669,394,535,115,924,458,123,5679,540,566,1236,300,397,126,919,442,109,4634,348,366,690,169,264,82,755,287,55,3018,80,105,91,36,44,11,132,59,15,576,8,7,3,4,0,0,3,3,3,36,0,0,0,0,0,0,0,0,0,0,2012,3002,5734,1496,1842,764,3635,2337,436,21264
51101,10,0,84,53,17,125,30,115,12,446,30,50,150,70,45,63,91,88,18,599,171,242,314,107,151,96,200,194,27,1509,271,223,262,124,181,96,182,170,31,1540,398,212,264,144,203,92,225,189,32,1758,303,186,206,106,154,76,241,193,49,1513,113,55,41,25,46,13,64,42,14,418,46,7,0,3,4,3,5,6,4,82,5,0,0,0,0,0,0,0,0,9,1353,977,1323,644,813,555,1035,998,191,7886
51102,4,7,41,41,12,73,12,62,6,253,21,54,88,99,67,49,17,79,5,477,153,304,300,238,161,68,87,211,29,1549,284,294,243,155,164,81,90,135,24,1465,323,255,195,138,188,76,106,166,41,1486,354,266,195,160,220,113,154,169,25,1655,164,63,48,22,62,29,37,60,19,510,27,3,5,0,4,5,0,3,9,58,0,0,0,0,0,0,0,0,0,6,1334,1251,1118,857,874,498,492,881,165,7471
51103,12,18,228,127,50,276,81,213,24,1029,38,258,531,181,180,136,360,274,29,1985,282,1068,1343,410,461,193,1071,449,63,5348,562,773,1125,382,427,159,1051,337,66,4886,563,614,1025,356,477,176,1055,325,83,4665,442,484,689,254,377,158,823,362,61,3660,116,102,136,47,97,35,197,92,19,847,15,18,5,9,14,0,8,12,6,75,0,0,0,0,0,0,0,0,0,0,2035,3324,5082,1754,2081,1138,4652,2056,359,22495
51104,24,21,263,283,47,482,67,364,32,1583,88,185,459,307,167,223,177,312,33,1962,406,942,1052,547,471,297,514,530,68,4820,767,1001,945,565,569,277,513,529,58,5220,928,1020,831,642,666,332,757,561,103,5860,860,738,739,559,623,307,766,545,77,5220,401,223,177,139,190,74,203,174,38,1617,119,26,15,7,16,16,14,29,23,266,11,0,0,0,0,0,0,7,4,23,3607,4154,4478,3050,2756,2008,3012,3064,441,26558
59797,0,0,0,0,0,0,0,3,0,10,0,10,21,12,0,0,0,31,0,71,11,60,106,20,4,0,19,80,0,297,19,93,212,16,11,0,58,116,10,516,29,100,183,6,23,0,63,77,10,486,27,57,93,12,9,0,32,32,4,267,8,10,10,0,0,0,4,7,0,40,5,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,96,324,627,58,45,6,172,344,23,1697
