SA3_CODE_2021,P_Yr_8_bel_15_19_yr,P_Yr_8_bel_20_24_yr,P_Yr_8_bel_25_34_yr,P_Yr_8_bel_35_44_yr,P_Yr_8_bel_45_54_yr,P_Yr_8_bel_55_64_yr,P_Yr_8_bel_65_74_yr,P_Yr_8_bel_75_84_yr,P_Yr_8_bel_85_yr_over,P_Yr_8_bel_Tot,P_Did_not_go_to_school_15_19,P_Did_not_go_to_school_20_24,P_Did_not_go_to_school_25_34,P_Did_not_go_to_school_35_44,P_Did_not_go_to_school_45_54,P_Did_not_go_to_school_55_64,P_Did_not_go_to_school_65_74,P_Did_not_go_to_school_75_84,P_Did_not_go_to_school_85ov,P_Did_not_go_to_school_Tot,P_High_yr_sch_ns_15_19_yr,P_High_yr_sch_ns_20_24_yr,P_High_yr_sch_ns_25_34_yr,P_High_yr_sch_ns_35_44_yr,P_High_yr_sch_ns_45_54_yr,P_High_yr_sch_ns_55_64_yr,P_High_yr_sch_ns_65_74_yr,P_High_yr_sch_ns_75_84_yr,P_High_yr_sch_ns_85_yr_over,P_High_yr_sch_ns_Tot,P_Tot_15_19_yr,P_Tot_20_24_yr,P_Tot_25_34_yr,P_Tot_35_44_yr,P_Tot_45_54_yr,P_Tot_55_64_yr,P_Tot_65_74_yr,P_Tot_75_84_yr,P_Tot_85_yr_over,P_Tot_Tot
50101,9,17,56,39,51,87,202,304,272,1031,0,10,36,14,20,15,12,12,11,126,165,119,461,474,499,521,487,348,228,3301,1216,1853,5567,7553,7700,7512,7166,3574,1317,43455
50102,22,29,73,104,137,254,648,836,459,2556,7,7,37,25,34,57,50,52,32,295,311,277,724,689,772,715,718,589,453,5241,2906,5133,12096,13318,13857,13549,11083,5813,2120,79877
50103,5,3,18,22,49,57,144,235,116,652,0,0,14,15,15,16,16,17,10,100,91,59,154,211,274,302,283,235,72,1680,575,840,2058,2578,3125,3935,3509,1769,497,18878
50201,43,26,55,106,157,278,683,987,569,2905,9,6,23,29,40,42,54,40,15,262,280,253,538,547,596,544,756,881,646,5033,2809,5047,10283,11145,12290,13260,13740,8723,3051,80353
50301,5,7,0,17,22,32,63,133,139,421,0,3,3,5,14,29,11,8,20,99,170,187,325,329,277,311,375,388,306,2683,2647,5202,6745,7743,9841,8628,7280,4953,2249,55281
50302,7,16,53,54,80,129,284,414,434,1475,0,14,75,51,39,69,60,80,100,496,191,609,1830,1325,1023,841,818,599,396,7637,1998,8074,24049,18651,13823,11801,9021,4555,2283,94260
50401,24,21,81,131,189,319,525,735,481,2495,0,8,42,52,112,119,113,113,88,654,133,211,547,494,403,377,380,380,239,3168,1714,4895,13222,12547,10494,9409,7874,4526,1922,66602
50402,14,8,23,40,53,104,204,265,139,850,3,3,15,40,54,46,15,26,8,206,88,93,275,258,252,239,207,200,157,1767,1148,2271,4733,5300,5943,5854,4737,2587,828,33403
50403,42,37,196,304,362,456,712,673,347,3132,13,20,136,220,240,218,178,110,65,1201,359,389,1024,956,826,643,621,463,320,5609,4208,9085,21905,21683,18508,15676,10251,4946,1674,107937
50501,19,12,52,71,90,158,438,547,402,1793,8,3,28,28,41,51,44,70,46,330,183,208,496,551,530,453,529,600,460,4008,4225,8845,15879,20833,22049,20780,17326,7732,2844,120508
50502,24,35,227,324,413,568,1110,1737,1168,5616,10,16,180,280,295,314,297,280,231,1895,347,568,1666,1429,1012,824,889,927,688,8351,4172,11836,32667,30915,25370,21617,17992,11758,5404,161727
50503,46,44,205,366,452,574,820,850,428,3797,7,32,158,313,387,376,263,138,82,1766,447,452,1009,1043,892,691,670,728,502,6438,6142,12989,27882,29755,27338,20697,14268,7570,2563,149199
50601,33,25,86,151,173,243,377,359,167,1613,0,10,60,78,79,96,74,57,23,481,278,275,662,651,506,418,365,328,212,3691,2461,5220,13703,15062,10638,9008,6867,3272,1023,67265
50602,14,12,66,106,128,148,316,448,302,1544,4,9,82,90,106,104,68,65,40,565,177,413,1028,824,683,545,415,328,225,4642,1617,5717,15395,12061,9074,7906,5722,2866,1279,61647
50603,22,31,106,146,210,276,449,530,332,2109,8,22,82,96,85,128,145,110,77,742,165,364,792,518,378,362,339,499,527,3949,2634,7931,14957,13972,11620,9947,8140,4781,2184,76162
50604,49,74,224,389,391,507,718,582,353,3299,8,39,266,339,351,292,215,135,72,1718,401,374,948,916,720,499,511,461,347,5167,3618,8276,17225,19389,15696,12567,9953,5065,1856,93658
50605,21,3,47,42,83,126,277,330,178,1104,0,9,27,50,50,42,35,28,23,260,112,111,238,305,224,227,215,249,174,1858,1562,3090,6193,7747,7551,6889,5987,3510,1266,43792
50606,11,10,17,26,37,61,101,121,49,426,0,3,6,15,18,13,9,14,3,86,55,57,163,157,156,125,102,77,33,926,921,1674,4657,4561,3854,3217,2066,929,254,22129
50607,12,0,23,26,29,56,99,132,123,498,3,0,20,19,27,30,33,23,9,158,55,131,286,208,178,197,251,313,393,2016,1116,3430,6364,5626,5141,5003,4596,2464,1234,34977
50701,16,20,47,88,182,316,695,856,410,2633,8,15,34,41,61,91,108,126,100,581,199,264,657,612,462,403,473,491,353,3901,2816,7174,16996,17586,14950,12069,8847,4571,1772,86777
50702,9,4,16,18,42,66,188,346,228,903,0,4,13,6,16,18,28,38,41,173,77,150,370,354,356,311,301,299,326,2553,832,2205,5174,5380,5479,5474,4396,2392,1131,32463
50703,21,21,53,66,95,128,209,189,84,862,4,6,31,60,60,38,34,19,10,266,142,130,376,381,262,206,182,102,34,1815,1302,2947,7500,7487,5462,3998,2643,1292,410,33034
50704,13,15,26,53,50,135,328,519,479,1609,0,5,22,31,36,45,74,63,74,350,169,151,429,418,409,436,555,603,622,3800,2816,6239,10928,13444,13772,12953,11735,6820,3445,82146
50705,40,36,76,125,166,290,534,601,324,2185,6,10,27,48,66,52,57,47,21,319,354,503,1036,856,686,559,582,660,423,5661,4058,7792,17540,17468,16925,14657,10417,6039,2055,96960
50901,22,23,83,83,102,180,366,512,317,1699,5,12,38,57,79,55,50,23,29,344,250,194,532,552,585,640,599,490,284,4132,1667,2609,6372,6931,7860,8839,7621,4244,1619,47762
50902,13,23,61,69,100,208,435,500,267,1664,5,8,16,17,16,22,19,21,20,128,277,336,837,828,1022,1050,906,623,218,6090,1338,2348,5736,6238,7566,9064,7961,3850,1145,45248
50903,11,3,11,10,27,46,130,190,111,547,0,4,0,10,3,10,3,9,9,55,96,105,219,263,286,327,258,176,79,1813,448,851,2071,2338,2690,3023,2445,1281,476,15627
51001,85,45,117,124,174,216,324,195,39,1322,12,9,18,22,48,45,69,62,23,321,325,474,1308,1054,1106,1125,821,303,62,6575,1416,2706,7588,6799,6321,7255,6307,1679,216,40284
51002,17,9,36,57,82,101,97,51,9,451,0,4,15,21,38,32,16,16,10,142,204,557,2470,2383,2095,1435,364,68,13,9601,762,2096,8610,8142,6740,4973,1659,337,52,33377
51003,11,7,26,38,67,84,121,76,9,442,5,3,19,26,22,23,6,14,3,121,243,524,2109,2137,1965,1473,551,130,8,9137,765,2118,8113,8399,7069,5288,2427,598,41,34823
51101,6,0,5,15,27,55,98,138,76,408,0,4,0,3,0,7,12,3,5,32,78,111,237,242,304,246,202,168,43,1625,474,805,2020,2004,2286,2284,1704,1017,316,12904
51102,3,3,10,17,38,62,158,156,37,489,0,3,9,4,11,9,13,3,4,65,83,122,305,252,283,324,375,156,25,1924,321,732,2172,1952,2069,3058,3560,1243,156,15260
51103,22,23,53,89,117,187,212,145,54,907,3,5,14,36,34,27,15,22,7,166,260,690,2059,1844,1700,1386,620,188,78,8825,1237,3193,8468,7608,7131,6043,2927,912,231,37762
51104,25,22,42,53,102,229,475,556,251,1750,0,12,21,16,29,31,38,57,29,233,364,472,1328,1339,1277,1208,899,511,206,7618,1659,3024,7352,7633,8316,8800,7413,3509,1122,48829
59797,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,10,44,223,434,399,218,49,8,0,1387,20,116,521,957,893,533,176,32,0,3245
