SA3_CODE_2021,Tot_P_M,Tot_P_F,Tot_P_P,Age_0_4_yr_M,Age_0_4_yr_F,Age_0_4_yr_P,Age_5_14_yr_M,Age_5_14_yr_F,Age_5_14_yr_P,Age_15_19_yr_M,Age_15_19_yr_F,Age_15_19_yr_P,Age_20_24_yr_M,Age_20_24_yr_F,Age_20_24_yr_P,Age_25_34_yr_M,Age_25_34_yr_F,Age_25_34_yr_P,Age_35_44_yr_M,Age_35_44_yr_F,Age_35_44_yr_P,Age_45_54_yr_M,Age_45_54_yr_F,Age_45_54_yr_P,Age_55_64_yr_M,Age_55_64_yr_F,Age_55_64_yr_P,Age_65_74_yr_M,Age_65_74_yr_F,Age_65_74_yr_P,Age_75_84_yr_M,Age_75_84_yr_F,Age_75_84_yr_P,Age_85_yr_over_M,Age_85_yr_over_F,Age_85_yr_over_P,OS_vis_M,OS_vis_F,OS_vis_P,Count_pers_occ_private_dwgs_M,Count_pers_occ_private_dwgs_F,Count_pers_occ_private_dwgs_P,Count_persons_other_dwgs_M,Count_persons_other_dwgs_F,Count_persons_other_dwgs_P,Indig_persons_Aboriginal_M,Indig_persons_Aboriginal_F,Indig_persons_Aboriginal_P,Indig_psns_Torres_Strait_Is_M,Indig_psns_Torres_Strait_Is_F,Indig_psns_Torres_Strait_Is_P,Indig_pe_Bo_Abor_Trs_St_Is_M,Indig_pe_Bo_Abor_Trs_St_Is_F,Indig_pe_Bo_Abor_Trs_St_Is_P,Indigenous_persons_Tot_M,Indigenous_persons_Tot_F,Indigenous_persons_Tot_P,Birthplace_Australia_M,Birthplace_Australia_F,Birthplace_Australia_P,Birthplace_Elsewhere_M,Birthplace_Elsewhere_F,Birthplace_Elsewhere_P,Lang_used_home_Eng_only_M,Lang_used_home_Eng_only_F,Lang_used_home_Eng_only_P,Lang_used_home_Oth_Lang_M,Lang_used_home_Oth_Lang_F,Lang_used_home_Oth_Lang_P,Australian_citizen_M,Australian_citizen_F,Australian_citizen_P,Age_per_att_educ_inst_0_4_M,Age_per_att_educ_inst_0_4_F,Age_per_att_educ_inst_0_4_P,Age_per_att_educ_inst_5_14_M,Age_per_att_educ_inst_5_14_F,Age_per_att_educ_inst_5_14_P,Age_per_att_educ_inst_15_19_M,Age_per_att_educ_inst_15_19_F,Age_per_att_educ_inst_15_19_P,Age_per_att_educ_inst_20_24_M,Age_per_att_educ_inst_20_24_F,Age_per_att_educ_inst_20_24_P,Age_per_att_educ_inst_25ov_M,Age_per_att_educ_inst_25ov_F,Age_per_att_educ_inst_25ov_P,Hi_yr_sch_com_Yr_12_equiv_M,Hi_yr_sch_com_Yr_12_equiv_F,Hi_yr_sch_com_Yr_12_equiv_P,Hi_yr_sch_com_Yr_11_equiv_M,Hi_yr_sch_com_Yr_11_equiv_F,Hi_yr_sch_com_Yr_11_equiv_P,Hi_yr_sch_com_Yr_10_equiv_M,Hi_yr_sch_com_Yr_10_equiv_F,Hi_yr_sch_com_Yr_10_equiv_P,Hi_yr_sch_comp_Yr_9_equiv_M,Hi_yr_sch_comp_Yr_9_equiv_F,Hi_yr_sch_comp_Yr_9_equiv_P,Hi_yr_sch_comp_Yr_8_below_M,Hi_yr_sch_comp_Yr_8_below_F,Hi_yr_sch_comp_Yr_8_below_P,Hi_yr_sc_co_Di_not_go_to_sc_M,Hi_yr_sc_co_Di_not_go_to_sc_F,Hi_yr_sc_co_Di_not_go_to_sc_P
50502,98219,105755,203974,6409,6024,12441,11842,11296,23133,5313,4962,10279,5793,6090,11877,15600,17168,32770,15069,15923,30995,12403,13065,25471,10380,11340,21718,8202,9870,18067,5154,6645,11802,2048,3371,5422,190,256,449,96919,104025,200944,1305,1738,3037,1109,1220,2335,34,20,57,24,30,54,1169,1271,2443,57406,60872,118280,36607,40523,77129,66827,70877,137711,26870,30162,57037,81078,87343,168419,1769,1724,3494,11170,10714,21883,4365,4216,8583,2508,2931,5442,3798,5811,9610,52059,57206,109262,6083,6169,12250,11509,12923,24432,2811,3109,5922,2464,3364,5828,822,1081,1900
50503,98520,104654,203173,7447,7207,14657,16096,15112,31208,7066,6707,13777,6607,6442,13050,13062,14914,27976,14037,15791,29833,13038,14347,27384,9958,10825,20779,6741,7593,14335,3460,4137,7601,1004,1570,2572,174,191,372,98117,103893,202008,402,758,1163,1783,1926,3708,69,55,121,53,52,102,1899,2032,3930,55586,57402,112990,39574,43793,83371,74509,78060,152571,20271,22568,42839,83828,88400,172223,2187,2096,4287,15259,14358,29618,5208,5228,10441,2119,2465,4579,2388,4806,7193,41204,48122,89327,8456,8452,16908,16064,15561,31625,3477,3347,6829,1809,2221,4033,749,1018,1765
50601,45238,47183,92423,3832,3635,7464,7447,7105,14552,2688,2677,5366,2602,2627,5231,6438,7297,13733,7329,7757,15092,5267,5387,10657,4369,4695,9069,3244,3688,6932,1584,1707,3295,432,595,1023,75,114,184,45017,46851,91866,223,333,551,1280,1351,2631,22,16,46,31,32,66,1330,1404,2735,27164,27612,54775,15984,17426,33412,32516,33386,65903,10485,11469,21955,37820,38821,76643,1064,953,2012,6948,6658,13601,1924,2033,3961,731,889,1619,1174,2173,3341,17673,20390,38065,3674,3758,7428,7934,7559,15494,1733,1605,3334,823,885,1710,223,260,481
50602,37869,37223,75090,2183,2224,4405,3667,3514,7180,1625,1559,3185,2902,2866,5764,7815,7643,15461,6257,5837,12093,4714,4404,9120,4107,3859,7963,2791,2965,5758,1323,1556,2877,485,796,1279,138,108,244,36420,36123,72541,1447,1099,2554,819,846,1664,22,23,40,22,10,28,854,881,1738,20805,19965,40766,14535,15039,29578,24919,23748,48663,10256,11034,21291,28543,27767,56314,541,525,1071,3411,3249,6666,1188,1212,2401,1216,1275,2491,1915,2686,4602,20073,20549,40617,2551,2240,4788,4768,4317,9088,1010,934,1943,716,890,1607,283,287,567
50603,48369,49363,97732,2813,2589,5402,6345,5926,12264,3072,3038,6115,4264,3704,7969,7768,7265,15030,6759,7265,14020,5757,5916,11674,4764,5268,10036,3870,4356,8227,2160,2648,4809,810,1384,2189,186,172,352,47688,48333,96018,683,1032,1713,606,682,1283,22,10,29,19,25,42,637,715,1354,22252,22382,44637,24264,25048,49317,25883,26172,52056,20369,20864,41230,35442,36207,71648,780,730,1508,6101,5670,11772,2567,2665,5228,2358,2129,4485,2437,3089,5525,26595,27189,53787,2785,2775,5558,5172,5586,10753,1324,1386,2710,999,1216,2210,300,447,751
50604,62186,62507,124686,4332,4178,8513,9131,8682,17807,4098,3767,7866,4356,3978,8334,8502,8789,17300,9781,9676,19460,7904,7854,15759,6129,6530,12658,4870,5167,10043,2356,2733,5093,715,1158,1873,142,178,320,60814,61794,122611,1371,710,2083,1755,1626,3379,28,16,46,34,38,73,1819,1672,3493,32800,31731,64540,26679,28004,54676,36347,36291,72642,21810,22888,44700,48406,48579,96987,1146,1156,2297,8537,8114,16650,3025,2965,5994,1612,1731,3341,1944,3111,5055,26148,27920,54067,4550,4455,9000,10473,9702,20178,2305,2171,4473,1678,1779,3455,805,915,1724
50605,28041,29197,57243,1740,1571,3311,4134,3909,8039,1852,1730,3581,1650,1450,3102,2965,3243,6209,3710,4044,7749,3674,3885,7559,3320,3583,6904,2826,3168,5990,1638,1875,3516,533,736,1266,39,21,58,27679,28834,56510,365,370,731,645,681,1326,12,11,23,11,12,24,665,703,1365,19375,19599,38971,7787,8701,16488,23680,24232,47912,3365,3972,7341,24921,25684,50608,479,463,945,3928,3729,7661,1366,1347,2709,554,572,1127,615,1130,1746,11470,13369,24839,2513,2458,4967,5394,5101,10495,1213,1032,2244,575,587,1162,126,137,260
50606,15332,15898,31229,1417,1376,2794,2716,2513,5231,947,1000,1951,828,845,1674,2099,2565,4662,2233,2326,4561,1879,1985,3865,1585,1646,3234,1033,1044,2080,480,445,927,108,145,252,17,26,46,14919,15837,30759,412,60,471,430,408,840,13,14,26,14,12,24,458,437,891,11015,11227,22242,3812,4126,7946,12837,13500,26340,1626,1831,3458,13207,13931,27138,391,338,729,2585,2381,4974,645,733,1377,184,250,438,285,651,940,4885,6352,11237,1464,1502,2966,3336,2902,6236,700,519,1221,260,212,472,52,32,86
50607,20897,21969,42870,1046,999,2043,2310,1947,4256,1407,1118,2528,1728,1717,3446,3174,3235,6409,2753,2899,5659,2441,2725,5164,2309,2723,5025,2190,2436,4622,1097,1372,2467,449,790,1232,98,74,172,19863,21060,40927,1032,905,1938,328,298,626,7,13,15,16,12,22,342,320,661,12904,13182,26084,7069,7774,14841,15822,16150,31975,4080,4757,8832,17526,18223,35744,337,312,641,2211,1852,4067,1212,985,2197,972,967,1940,944,1221,2167,12782,13509,26289,1089,1184,2270,1927,2225,4150,474,477,953,247,311,558,62,101,158
50701,55104,58009,113121,4057,3672,7731,7527,7277,14803,3255,3120,6376,3535,3653,7192,8077,8955,17036,8527,9080,17604,7281,7699,14988,5765,6367,12125,4232,4676,8910,2163,2422,4583,679,1098,1775,98,103,199,54756,57456,112209,352,556,911,1051,1091,2136,18,9,31,23,24,40,1090,1121,2207,34742,35660,70399,18415,20418,38832,41444,42646,84090,11533,13211,24746,47210,49412,96619,1214,1084,2295,7168,6956,14125,2441,2487,4927,1232,1522,2751,1649,2937,4593,25021,28848,53867,4395,4192,8587,8727,8291,17018,1851,1798,3649,1299,1468,2768,251,332,588
50702,19273,20513,39781,1077,993,2073,1931,1953,3887,964,1003,1971,1061,1179,2239,2530,2725,5260,2662,2742,5403,2668,2837,5509,2680,2823,5502,2127,2292,4418,1116,1285,2390,457,679,1132,135,96,228,18180,19702,37878,1096,806,1901,323,312,635,10,9,16,3,10,11,338,327,669,12620,13563,26185,5338,5776,11109,15785,16710,32499,2073,2593,4662,16405,17731,34128,306,285,596,1815,1850,3665,760,835,1591,445,608,1050,676,1128,1808,10438,11908,22343,1210,1057,2265,2174,2159,4325,486,498,988,426,533,958,75,97,173
50703,22691,22119,44805,1933,1860,3790,3443,3141,6586,1374,1222,2600,1564,1394,2954,3747,3775,7517,3823,3669,7496,2795,2680,5475,1940,2073,4012,1275,1391,2664,622,687,1301,176,238,413,44,24,74,21394,21999,43395,1301,116,1415,1185,733,1915,17,16,31,50,20,62,1244,763,2010,14079,13187,27264,7628,8013,15636,15806,16033,31839,4599,5094,9699,17729,18006,35736,482,531,1011,3213,2929,6145,924,887,1807,369,436,805,616,1158,1774,8237,9486,17721,1857,1786,3646,4722,3636,8360,865,767,1633,462,450,905,150,113,266
50704,49672,55061,104736,2593,2538,5125,6749,6516,13262,3314,3398,6714,3104,3152,6259,5299,5659,10958,6225,7264,13495,6434,7390,13817,6008,7002,13009,5502,6301,11797,3145,3700,6843,1302,2154,3453,154,148,297,48725,53288,102013,951,1770,2722,425,441,863,13,10,21,13,15,28,449,467,915,31144,33591,64740,16800,19446,36248,38142,41134,79276,9702,11747,21445,43188,47315,90503,858,814,1671,6502,6271,12780,2804,2969,5774,1680,1808,3487,1553,2285,3835,27867,31044,58915,2939,3167,6110,5586,6804,12394,1291,1484,2775,688,1045,1733,140,213,350
50705,63702,67513,131213,4794,4329,9122,10307,9940,20246,4489,4236,8721,3973,3840,7819,8351,9225,17577,8091,9412,17500,7980,8967,16949,7135,7568,14706,4888,5566,10455,2841,3208,6054,846,1213,2063,97,105,203,62368,66718,129085,1328,793,2127,1613,1713,3326,42,51,93,60,53,115,1720,1816,3534,41532,43298,84833,18993,21228,40218,55570,58328,113893,4810,6058,10870,53988,57180,111162,1367,1138,2506,9677,9332,19005,3150,3144,6299,898,1139,2039,1323,2973,4294,22215,26689,48908,6396,6535,12932,13047,13037,26085,2695,2679,5375,1121,1224,2344,159,162,319
50901,30207,30682,60887,1701,1573,3279,4009,3789,7791,1905,1723,3625,1389,1236,2624,3212,3189,6395,3353,3590,6934,3782,4084,7871,4331,4518,8850,3800,3834,7629,2037,2220,4254,693,931,1628,56,25,83,28768,29681,58445,1438,999,2437,1243,1170,2413,16,21,43,18,8,28,1280,1200,2480,22447,22365,44812,5467,6187,11649,25627,26473,52099,1963,2149,4107,25839,26786,52622,415,356,771,3639,3446,7086,1213,1208,2424,191,235,424,438,1142,1581,10044,12233,22279,2615,2834,5449,6965,6026,12984,1511,1201,2712,992,777,1775,187,157,348
50902,29151,26924,56075,1409,1330,2734,3310,3196,6514,1445,1277,2725,1341,1033,2373,3086,2726,5817,3222,3071,6289,3896,3692,7587,4710,4357,9063,4237,3738,7972,2014,1838,3857,483,661,1145,123,61,183,26552,25952,52506,2602,974,3579,1270,1253,2526,12,10,25,15,13,26,1298,1274,2576,20495,19055,39548,4967,4961,9927,24043,22764,46812,1358,1465,2824,23823,22604,46425,304,316,624,2933,2825,5759,862,822,1685,149,186,338,276,732,1004,8622,9494,18115,2532,2483,5014,6951,5860,12806,1554,1192,2744,1010,697,1706,68,65,130
50903,10260,9296,19561,527,532,1058,1244,1166,2415,459,413,878,484,376,859,1086,1000,2088,1221,1122,2339,1462,1233,2694,1600,1431,3028,1326,1124,2445,647,636,1284,200,274,476,18,11,34,9304,8897,18200,955,401,1358,410,436,848,4,3,9,10,9,18,420,451,868,7775,6914,14687,1345,1408,2754,8695,7851,16551,492,495,987,8589,7805,16395,102,124,229,1075,1021,2095,232,265,502,46,70,120,97,254,347,3405,3382,6784,887,863,1754,2303,1864,4164,516,398,910,345,211,551,38,20,55
51001,25379,25501,50881,1512,1429,2941,3289,3177,6468,1075,1131,2211,1339,1458,2804,3616,4167,7779,3368,3480,6849,3251,3082,6332,3454,3822,7273,3403,2929,6330,967,714,1680,105,112,216,174,205,374,21179,22281,43461,4202,3214,7421,6968,7169,14144,32,40,75,150,162,317,7151,7378,14534,18122,18085,36206,3404,3655,7050,17408,17450,34863,3689,4069,7761,20130,20279,40410,307,264,578,2666,2549,5221,424,486,910,94,179,268,368,763,1134,7887,9471,17353,2176,2317,4491,4844,4129,8968,1110,827,1932,837,546,1387,181,144,321
51002,25935,13593,39529,1019,924,1941,1771,1746,3525,687,552,1242,1176,935,2119,5569,3109,8678,5899,2290,8190,4963,1815,6781,3586,1423,5007,1039,629,1667,199,138,338,26,25,52,132,55,189,11673,10491,22169,14262,3104,17365,2365,2223,4587,108,72,177,96,95,199,2570,2389,4960,13010,8275,21285,5303,2841,8144,15053,8781,23829,3100,2212,5314,15801,9492,25291,202,203,412,1493,1472,2960,298,262,561,113,87,200,524,552,1077,8084,5131,13213,2450,1128,3577,4087,1796,5879,673,316,986,266,204,471,78,62,142
51003,26886,16341,43222,1329,1155,2482,2548,2369,4916,856,656,1508,1222,931,2151,4975,3210,8184,5662,2794,8447,4910,2193,7102,3626,1703,5332,1400,1055,2457,343,258,604,32,16,41,170,81,251,15155,13758,28914,11734,2580,14313,1790,1474,3265,78,61,142,91,61,150,1957,1601,3556,14624,10129,24755,4993,3269,8256,16880,11369,28252,2477,1953,4431,17304,11739,29041,327,281,606,2134,1980,4113,461,381,842,83,123,205,472,627,1100,8251,6222,14474,2457,1270,3731,4379,2161,6543,685,389,1076,275,197,471,89,35,121
51101,8599,7883,16481,479,460,936,1090,1054,2145,496,418,915,435,376,814,1077,965,2041,1039,967,2014,1255,1035,2294,1237,1052,2293,871,835,1706,494,526,1016,124,195,316,27,12,43,7641,7531,15177,955,348,1302,372,357,733,11,7,18,0,5,5,385,373,756,6326,5815,12144,1198,1211,2414,7097,6670,13770,426,413,843,7044,6586,13625,104,127,232,950,923,1875,283,281,561,35,79,117,105,236,344,2597,2881,5476,843,844,1687,1927,1396,3321,428,346,780,231,190,424,16,21,32
51102,9327,8733,18063,472,395,871,834,739,1569,264,243,506,342,427,771,1064,1195,2264,997,972,1972,1100,979,2077,1516,1547,3062,1917,1653,3569,727,514,1244,89,74,156,107,70,179,8206,7798,16000,1123,939,2063,562,580,1144,4,3,8,7,11,15,576,599,1174,6334,5853,12181,1758,1822,3586,7516,7022,14540,604,683,1295,7626,7078,14699,99,91,195,690,618,1308,121,107,223,22,44,66,97,228,322,3092,3522,6615,841,782,1623,2101,1767,3872,495,341,839,317,182,500,35,33,65
51103,27567,19150,46720,1412,1302,2712,2692,2501,5188,1116,1003,2116,1866,1344,3210,5174,3340,8514,4760,2881,7642,4496,2657,7155,3746,2325,6069,1722,1227,2955,496,421,919,84,153,241,96,57,148,18580,17066,35646,8986,2088,11074,2263,2152,4410,40,21,59,44,38,86,2348,2212,4556,15650,12179,27824,5486,4283,9770,17616,13385,31000,3139,2895,6033,17790,13832,31624,311,334,646,2322,2173,4489,575,531,1102,209,185,395,580,734,1318,7922,6594,14515,2428,1663,4095,5121,3308,8426,996,666,1667,513,427,938,100,65,166
51104,31880,28994,60876,1549,1584,3136,3749,3533,7282,1659,1515,3173,1583,1445,3034,4052,3338,7391,4077,3570,7650,4458,3872,8332,4631,4190,8825,3816,3603,7417,1799,1716,3515,499,623,1128,69,35,103,26621,27329,53950,5261,1660,6922,2555,2690,5246,17,20,34,46,28,73,2619,2732,5349,22358,21143,43503,4457,4411,8871,24678,23467,48137,1971,2052,4028,25131,24077,49203,344,367,712,3253,3071,6324,926,944,1867,182,265,452,465,1063,1525,9051,9970,19019,2995,2979,5975,7079,5798,12871,1591,1221,2817,1039,756,1794,113,120,233
59797,3003,413,3413,0,0,0,0,4,3,14,8,19,81,37,121,459,94,549,945,55,999,896,57,951,473,86,560,119,61,178,15,17,32,0,3,3,143,16,164,24,15,37,2981,399,3380,40,6,44,0,0,0,0,0,0,39,6,48,1000,174,1179,618,97,717,1404,244,1654,208,22,233,1373,231,1606,0,0,0,0,0,0,0,5,5,10,4,10,63,9,68,944,198,1141,246,22,272,366,40,402,32,6,38,4,0,4,4,0,0
