SA3_CODE_2021,F_Kidney_disease_0_14,F_Kidney_disease_15_24,F_Kidney_disease_25_34,F_Kidney_disease_35_44,F_Kidney_disease_45_54,F_Kidney_disease_55_64,F_Kidney_disease_65_74,F_Kidney_disease_75_84,F_Kidney_disease_85_over,F_Kidney_disease_Tot,F_Lung_cond_0_14,F_Lung_cond_15_24,F_Lung_cond_25_34,F_Lung_cond_35_44,F_Lung_cond_45_54,F_Lung_cond_55_64,F_Lung_cond_65_74,F_Lung_cond_75_84,F_Lung_cond_85_over,F_Lung_cond_Tot,F_Mental_health_cond_0_14,F_Mental_health_cond_15_24,F_Mental_health_cond_25_34,F_Mental_health_cond_35_44,F_Mental_health_cond_45_54,F_Mental_health_cond_55_64,F_Mental_health_cond_65_74,F_Mental_health_cond_75_84,F_Mental_health_cond_85_over,F_Mental_health_cond_Tot,F_Stroke_0_14,F_Stroke_15_24,F_Stroke_25_34,F_Stroke_35_44,F_Stroke_45_54,F_Stroke_55_64,F_Stroke_65_74,F_Stroke_75_84,F_Stroke_85_over,F_Stroke_Tot,F_Oth_lt_health_cond_0_14,F_Oth_lt_health_cond_15_24,F_Oth_lt_health_cond_25_34,F_Oth_lt_health_cond_35_44,F_Oth_lt_health_cond_45_54,F_Oth_lt_health_cond_55_64,F_Oth_lt_health_cond_65_74,F_Oth_lt_health_cond_75_84,F_Oth_lt_health_cond_85_over,F_Oth_lt_health_cond_Tot,F_No_lt_health_cond_0_14,F_No_lt_health_cond_15_24,F_No_lt_health_cond_25_34,F_No_lt_health_cond_35_44,F_No_lt_health_cond_45_54,F_No_lt_health_cond_55_64,F_No_lt_health_cond_65_74,F_No_lt_health_cond_75_84,F_No_lt_health_cond_85_over,F_No_lt_health_cond_Tot,F_NS_0_14,F_NS_15_24,F_NS_25_34,F_NS_35_44,F_NS_45_54,F_NS_55_64,F_NS_65_74,F_NS_75_84,F_NS_85_over,F_NS_Tot,F_Tot_0_14,F_Tot_15_24,F_Tot_25_34,F_Tot_35_44,F_Tot_45_54,F_Tot_55_64,F_Tot_65_74,F_Tot_75_84,F_Tot_85_over,F_Tot_Tot,P_Arthritis_0_14,P_Arthritis_15_24,P_Arthritis_25_34,P_Arthritis_35_44,P_Arthritis_45_54,P_Arthritis_55_64,P_Arthritis_65_74,P_Arthritis_75_84,P_Arthritis_85_over,P_Arthritis_Tot,P_Asthma_0_14,P_Asthma_15_24,P_Asthma_25_34,P_Asthma_35_44,P_Asthma_45_54,P_Asthma_55_64,P_Asthma_65_74,P_Asthma_75_84,P_Asthma_85_over,P_Asthma_Tot,P_Cancer_0_14,P_Cancer_15_24,P_Cancer_25_34,P_Cancer_35_44,P_Cancer_45_54,P_Cancer_55_64,P_Cancer_65_74,P_Cancer_75_84,P_Cancer_85_over,P_Cancer_Tot,P_Dementia_0_14,P_Dementia_15_24,P_Dementia_25_34,P_Dementia_35_44,P_Dementia_45_54,P_Dementia_55_64,P_Dementia_65_74,P_Dementia_75_84,P_Dementia_85_over,P_Dementia_Tot,P_Diabetes_0_14,P_Diabetes_15_24,P_Diabetes_25_34,P_Diabetes_35_44,P_Diabetes_45_54,P_Diabetes_55_64,P_Diabetes_65_74,P_Diabetes_75_84,P_Diabetes_85_over,P_Diabetes_Tot,P_Heart_disease_0_14,P_Heart_disease_15_24,P_Heart_disease_25_34,P_Heart_disease_35_44,P_Heart_disease_45_54,P_Heart_disease_55_64,P_Heart_disease_65_74,P_Heart_disease_75_84,P_Heart_disease_85_over,P_Heart_disease_Tot,P_Kidney_disease_0_14,P_Kidney_disease_15_24,P_Kidney_disease_25_34,P_Kidney_disease_35_44,P_Kidney_disease_45_54,P_Kidney_disease_55_64,P_Kidney_disease_65_74,P_Kidney_disease_75_84,P_Kidney_disease_85_over,P_Kidney_disease_Tot,P_Lung_cond_0_14,P_Lung_cond_15_24,P_Lung_cond_25_34,P_Lung_cond_35_44,P_Lung_cond_45_54,P_Lung_cond_55_64,P_Lung_cond_65_74,P_Lung_cond_75_84,P_Lung_cond_85_over,P_Lung_cond_Tot,P_Mental_health_cond_0_14,P_Mental_health_cond_15_24,P_Mental_health_cond_25_34,P_Mental_health_cond_35_44,P_Mental_health_cond_45_54,P_Mental_health_cond_55_64,P_Mental_health_cond_65_74,P_Mental_health_cond_75_84,P_Mental_health_cond_85_over,P_Mental_health_cond_Tot,P_Stroke_0_14,P_Stroke_15_24,P_Stroke_25_34,P_Stroke_35_44,P_Stroke_45_54,P_Stroke_55_64,P_Stroke_65_74,P_Stroke_75_84,P_Stroke_85_over,P_Stroke_Tot,P_Oth_lt_health_cond_0_14,P_Oth_lt_health_cond_15_24,P_Oth_lt_health_cond_25_34,P_Oth_lt_health_cond_35_44,P_Oth_lt_health_cond_45_54,P_Oth_lt_health_cond_55_64,P_Oth_lt_health_cond_65_74,P_Oth_lt_health_cond_75_84,P_Oth_lt_health_cond_85_over,P_Oth_lt_health_cond_Tot,P_No_lt_health_cond_0_14,P_No_lt_health_cond_15_24,P_No_lt_health_cond_25_34,P_No_lt_health_cond_35_44,P_No_lt_health_cond_45_54,P_No_lt_health_cond_55_64,P_No_lt_health_cond_65_74,P_No_lt_health_cond_75_84,P_No_lt_health_cond_85_over,P_No_lt_health_cond_Tot
50101,7,0,0,19,9,30,50,47,42,203,8,4,5,6,31,93,172,121,56,491,122,309,484,568,512,445,318,137,72,2967,0,4,9,5,16,27,63,75,56,252,147,125,203,287,346,424,411,243,116,2302,4380,1547,1853,2714,2405,2025,1442,500,121,16991,536,229,273,344,351,347,286,130,57,2554,5420,2312,2954,4189,4078,4022,3694,1832,803,29298,15,24,74,241,536,1100,1669,1132,512,5302,644,353,430,639,573,543,548,281,123,4140,7,3,30,90,183,388,641,428,141,1912,0,0,0,0,3,17,65,165,192,444,19,12,46,92,216,403,675,414,164,2050,11,9,11,32,127,315,733,615,323,2181,14,5,9,27,31,63,102,113,74,436,11,7,12,14,47,180,336,261,97,976,244,492,705,885,869,749,555,252,89,4852,0,4,12,7,41,68,163,147,91,534,369,262,304,448,590,709,747,417,183,4043,8831,3445,3678,4985,4701,3842,2822,1013,222,33529
50102,10,0,13,24,50,68,101,84,70,417,13,11,9,36,97,238,348,229,88,1069,246,1009,1151,1109,1119,953,526,211,150,6477,0,4,9,20,42,79,132,125,78,482,374,346,459,601,726,904,641,367,239,4663,7923,3634,3816,4157,3895,3123,1868,770,189,29377,857,504,502,462,516,482,381,283,195,4188,9934,5760,6270,6895,7228,6985,5599,3084,1289,53052,32,93,248,610,1405,2463,3060,1952,772,10635,1613,1041,1163,1303,1200,1115,1018,458,134,9037,20,16,60,150,335,733,1040,673,234,3262,0,0,6,8,6,41,128,289,312,796,36,80,161,321,733,1238,1676,930,300,5472,26,27,45,95,290,756,1258,1033,523,4058,18,9,30,46,95,151,217,202,123,891,30,22,31,60,168,457,700,506,153,2124,535,1507,1754,1738,1779,1587,978,395,209,10485,4,4,19,28,77,177,299,268,131,1009,927,655,710,961,1183,1576,1197,670,342,8224,16055,7825,7697,8345,7768,6251,3721,1488,340,59478
50103,0,0,0,0,6,14,17,27,12,80,0,0,3,8,16,54,87,58,21,245,40,173,182,232,242,266,139,56,32,1361,0,0,3,7,16,15,27,39,17,119,55,53,66,112,136,228,185,98,47,981,1554,616,688,792,892,951,613,211,48,6367,179,93,88,140,163,168,146,94,21,1089,1918,962,1054,1365,1591,2030,1676,873,281,11751,0,8,36,109,251,678,869,508,183,2643,222,172,151,209,235,292,282,141,30,1740,5,4,10,25,66,181,288,219,45,844,0,0,0,3,3,7,25,67,73,174,9,13,25,39,127,261,384,261,70,1181,0,3,8,18,70,178,375,316,115,1081,0,0,6,11,17,39,39,58,15,177,0,3,7,10,23,99,181,124,43,494,79,284,282,350,374,458,269,105,47,2247,0,0,4,8,24,26,74,89,29,261,137,114,98,197,228,418,380,193,81,1845,3138,1359,1374,1600,1823,1919,1324,437,82,13062
50201,9,5,11,25,41,63,163,183,82,579,13,5,8,39,107,261,467,430,164,1498,203,898,1108,1049,975,974,709,334,157,6414,3,8,3,10,49,92,165,188,119,640,371,310,443,587,718,919,928,553,286,5104,7528,3593,3390,3644,3624,3263,2437,1051,229,28757,834,482,409,446,505,463,410,370,289,4214,9397,5520,5601,6151,6659,7170,7185,4520,1781,53982,18,72,174,476,1110,2361,3855,3169,1179,12412,1247,910,976,1080,1082,1176,1244,751,216,8695,19,22,55,147,324,758,1357,1193,372,4255,0,0,3,0,12,33,134,321,312,827,31,82,112,266,591,1211,1925,1406,420,6055,20,28,48,83,277,880,1801,1741,747,5637,17,13,16,40,69,133,321,406,188,1205,31,17,24,66,164,464,935,849,307,2850,473,1395,1678,1627,1602,1564,1252,604,225,10420,6,9,12,35,95,192,393,445,208,1389,930,608,675,908,1193,1552,1664,987,435,8943,14719,7454,6577,6938,6938,6239,4583,2022,446,55923
50301,3,4,6,11,21,24,44,42,39,193,11,9,0,9,28,68,109,152,103,490,120,766,475,395,388,339,229,135,76,2925,0,0,6,10,15,22,48,77,75,253,216,324,236,287,368,460,458,349,217,2923,5171,3943,2298,3074,3666,2570,1686,809,253,23479,348,364,240,241,248,263,248,218,177,2349,6101,5641,3395,4247,5222,4463,3817,2636,1363,36876,20,48,81,143,412,847,1356,1336,669,4905,561,869,480,530,628,597,507,322,124,4614,31,27,34,80,256,486,706,704,314,2638,0,0,0,0,4,14,62,171,282,535,25,56,37,86,170,316,482,472,221,1864,12,16,28,41,135,377,769,879,549,2802,6,14,10,26,34,51,92,123,79,433,24,18,9,23,48,121,207,258,171,875,234,1166,764,654,687,562,400,254,120,4838,3,6,11,14,29,51,116,201,136,565,526,557,371,470,640,821,843,617,341,5183,10650,8256,4808,5601,6944,5074,3206,1477,418,46440
50302,9,11,14,18,34,39,61,40,54,279,4,10,17,20,40,103,191,147,100,631,82,1168,1710,986,740,630,404,177,165,6065,0,3,3,15,19,46,61,75,79,299,203,396,763,644,627,670,567,357,272,4489,6411,4334,8367,6177,4146,3007,1828,645,235,35158,444,535,952,642,536,415,380,214,147,4264,7383,6592,12201,8922,6718,5761,4532,2386,1471,55978,13,66,237,311,679,1246,1716,1182,762,6210,610,902,1726,1328,1008,819,601,331,152,7479,21,25,75,161,326,625,769,530,240,2780,0,3,0,3,5,34,118,332,458,954,31,49,115,229,395,588,876,568,250,3100,21,30,49,62,225,534,922,792,483,3110,11,21,27,48,69,90,111,139,98,622,12,20,27,49,83,196,363,303,149,1204,183,1650,2774,1825,1355,1124,725,315,216,10168,4,4,12,19,60,116,159,212,138,724,471,649,1197,1072,1128,1243,1072,594,413,7840,12950,8554,16909,13036,8605,6293,3592,1236,380,71553
50401,0,8,3,22,39,42,68,72,67,325,9,0,13,14,48,127,214,176,98,713,120,727,1101,888,719,576,333,182,111,4753,4,0,8,5,20,44,85,92,86,344,216,290,520,558,577,622,601,343,242,3970,5583,2831,4479,4102,3130,2377,1568,570,181,24820,400,297,393,357,344,271,205,159,116,2536,6555,4267,6757,6341,5373,4821,4180,2441,1233,41965,12,37,151,302,658,1267,1815,1396,717,6351,652,714,1139,1108,880,706,634,378,147,6360,20,15,59,160,265,416,674,510,210,2328,3,0,0,4,9,27,101,252,309,715,22,42,116,244,446,889,1121,803,276,3959,18,16,36,69,207,540,875,903,471,3145,14,9,22,34,63,111,155,177,132,728,26,7,30,42,120,238,401,356,188,1406,247,1105,1747,1479,1225,971,566,295,160,7786,4,0,11,26,47,115,191,216,150,751,548,496,834,895,1044,1118,1053,581,360,6928,11460,6173,9159,8420,6320,4720,2925,1164,296,50638
50402,3,3,4,11,22,27,24,49,36,179,7,3,5,10,44,79,147,100,28,419,90,386,373,417,421,316,217,91,45,2361,0,0,3,11,11,30,46,56,28,187,130,166,186,263,303,364,340,192,125,2063,2891,1427,1307,1590,1698,1465,880,342,75,11677,251,175,158,155,205,168,137,83,39,1359,3550,2229,2123,2583,3007,2982,2437,1347,493,20753,6,28,74,172,407,880,1136,843,295,3840,475,412,385,438,529,488,402,238,66,3426,9,10,21,57,139,286,452,354,108,1426,0,0,0,0,7,4,33,114,129,290,16,23,36,104,240,432,573,387,101,1903,6,9,5,34,121,290,525,500,209,1707,10,5,4,19,38,54,59,97,59,334,13,11,7,19,66,152,293,214,69,833,184,602,591,627,689,547,391,175,67,3880,0,4,4,12,29,64,100,130,55,392,350,287,292,408,493,660,600,346,187,3622,5901,3186,2680,3045,3315,2872,1738,663,149,23546
50403,11,21,30,48,68,78,108,102,56,515,10,10,18,28,116,267,300,211,70,1039,323,1289,1745,1446,1269,1000,441,210,112,7830,8,0,9,34,61,78,99,106,74,462,508,533,745,942,995,1032,684,363,180,5975,12997,6088,7719,7157,5400,3696,1795,579,134,45564,1115,718,856,775,669,501,353,184,115,5290,15609,8978,11667,11134,9683,8122,5263,2608,1014,74079,35,101,323,701,1433,2361,2480,1626,575,9627,1968,1529,1887,1854,1572,1364,899,449,116,11639,24,26,84,206,465,771,849,573,175,3176,0,0,7,0,17,32,109,260,315,734,41,87,265,609,1215,1770,1748,959,271,6960,46,48,68,136,427,967,1350,1034,410,4477,33,31,48,100,137,181,244,221,94,1075,42,23,41,62,202,488,618,460,150,2080,662,1964,2662,2370,2024,1617,769,348,162,12571,10,6,14,47,104,215,264,258,124,1044,1333,1028,1217,1513,1720,1804,1246,628,274,10757,26332,13123,15187,14483,10771,7404,3524,1168,257,92243
50501,14,4,17,31,39,75,98,103,72,436,14,9,13,37,67,217,386,290,139,1170,315,1319,1132,1406,1212,1000,595,292,180,7453,0,6,7,28,36,79,135,130,113,542,529,552,601,877,1053,1299,1250,575,301,7046,12289,6298,5566,7215,7106,5875,3528,1060,262,49211,782,524,458,566,657,540,374,249,173,4334,14533,9101,8156,10928,11480,11029,8940,4089,1782,80031,35,116,210,573,1407,2847,4089,2476,1026,12782,1703,1483,1279,1848,1772,1523,1340,616,189,11745,28,38,63,250,573,1005,1675,1014,313,4953,0,0,0,3,6,48,144,348,457,1008,60,100,107,276,636,1347,2001,1137,349,6022,43,40,48,122,411,1081,2032,1497,656,5921,25,19,26,59,83,161,249,256,132,1011,35,23,24,65,127,357,767,572,223,2189,658,2059,1831,2198,2023,1642,1084,462,261,12210,6,12,13,47,81,167,355,339,202,1221,1286,1052,969,1366,1748,2214,2201,976,454,12262,24929,13904,11271,14341,14130,11291,6817,2038,457,99187
