SA3_CODE_2021,F_Kidney_disease_0_14,F_Kidney_disease_15_24,F_Kidney_disease_25_34,F_Kidney_disease_35_44,F_Kidney_disease_45_54,F_Kidney_disease_55_64,F_Kidney_disease_65_74,F_Kidney_disease_75_84,F_Kidney_disease_85_over,F_Kidney_disease_Tot,F_Lung_cond_0_14,F_Lung_cond_15_24,F_Lung_cond_25_34,F_Lung_cond_35_44,F_Lung_cond_45_54,F_Lung_cond_55_64,F_Lung_cond_65_74,F_Lung_cond_75_84,F_Lung_cond_85_over,F_Lung_cond_Tot,F_Mental_health_cond_0_14,F_Mental_health_cond_15_24,F_Mental_health_cond_25_34,F_Mental_health_cond_35_44,F_Mental_health_cond_45_54,F_Mental_health_cond_55_64,F_Mental_health_cond_65_74,F_Mental_health_cond_75_84,F_Mental_health_cond_85_over,F_Mental_health_cond_Tot,F_Stroke_0_14,F_Stroke_15_24,F_Stroke_25_34,F_Stroke_35_44,F_Stroke_45_54,F_Stroke_55_64,F_Stroke_65_74,F_Stroke_75_84,F_Stroke_85_over,F_Stroke_Tot,F_Oth_lt_health_cond_0_14,F_Oth_lt_health_cond_15_24,F_Oth_lt_health_cond_25_34,F_Oth_lt_health_cond_35_44,F_Oth_lt_health_cond_45_54,F_Oth_lt_health_cond_55_64,F_Oth_lt_health_cond_65_74,F_Oth_lt_health_cond_75_84,F_Oth_lt_health_cond_85_over,F_Oth_lt_health_cond_Tot,F_No_lt_health_cond_0_14,F_No_lt_health_cond_15_24,F_No_lt_health_cond_25_34,F_No_lt_health_cond_35_44,F_No_lt_health_cond_45_54,F_No_lt_health_cond_55_64,F_No_lt_health_cond_65_74,F_No_lt_health_cond_75_84,F_No_lt_health_cond_85_over,F_No_lt_health_cond_Tot,F_NS_0_14,F_NS_15_24,F_NS_25_34,F_NS_35_44,F_NS_45_54,F_NS_55_64,F_NS_65_74,F_NS_75_84,F_NS_85_over,F_NS_Tot,F_Tot_0_14,F_Tot_15_24,F_Tot_25_34,F_Tot_35_44,F_Tot_45_54,F_Tot_55_64,F_Tot_65_74,F_Tot_75_84,F_Tot_85_over,F_Tot_Tot,P_Arthritis_0_14,P_Arthritis_15_24,P_Arthritis_25_34,P_Arthritis_35_44,P_Arthritis_45_54,P_Arthritis_55_64,P_Arthritis_65_74,P_Arthritis_75_84,P_Arthritis_85_over,P_Arthritis_Tot,P_Asthma_0_14,P_Asthma_15_24,P_Asthma_25_34,P_Asthma_35_44,P_Asthma_45_54,P_Asthma_55_64,P_Asthma_65_74,P_Asthma_75_84,P_Asthma_85_over,P_Asthma_Tot,P_Cancer_0_14,P_Cancer_15_24,P_Cancer_25_34,P_Cancer_35_44,P_Cancer_45_54,P_Cancer_55_64,P_Cancer_65_74,P_Cancer_75_84,P_Cancer_85_over,P_Cancer_Tot,P_Dementia_0_14,P_Dementia_15_24,P_Dementia_25_34,P_Dementia_35_44,P_Dementia_45_54,P_Dementia_55_64,P_Dementia_65_74,P_Dementia_75_84,P_Dementia_85_over,P_Dementia_Tot,P_Diabetes_0_14,P_Diabetes_15_24,P_Diabetes_25_34,P_Diabetes_35_44,P_Diabetes_45_54,P_Diabetes_55_64,P_Diabetes_65_74,P_Diabetes_75_84,P_Diabetes_85_over,P_Diabetes_Tot,P_Heart_disease_0_14,P_Heart_disease_15_24,P_Heart_disease_25_34,P_Heart_disease_35_44,P_Heart_disease_45_54,P_Heart_disease_55_64,P_Heart_disease_65_74,P_Heart_disease_75_84,P_Heart_disease_85_over,P_Heart_disease_Tot,P_Kidney_disease_0_14,P_Kidney_disease_15_24,P_Kidney_disease_25_34,P_Kidney_disease_35_44,P_Kidney_disease_45_54,P_Kidney_disease_55_64,P_Kidney_disease_65_74,P_Kidney_disease_75_84,P_Kidney_disease_85_over,P_Kidney_disease_Tot,P_Lung_cond_0_14,P_Lung_cond_15_24,P_Lung_cond_25_34,P_Lung_cond_35_44,P_Lung_cond_45_54,P_Lung_cond_55_64,P_Lung_cond_65_74,P_Lung_cond_75_84,P_Lung_cond_85_over,P_Lung_cond_Tot,P_Mental_health_cond_0_14,P_Mental_health_cond_15_24,P_Mental_health_cond_25_34,P_Mental_health_cond_35_44,P_Mental_health_cond_45_54,P_Mental_health_cond_55_64,P_Mental_health_cond_65_74,P_Mental_health_cond_75_84,P_Mental_health_cond_85_over,P_Mental_health_cond_Tot,P_Stroke_0_14,P_Stroke_15_24,P_Stroke_25_34,P_Stroke_35_44,P_Stroke_45_54,P_Stroke_55_64,P_Stroke_65_74,P_Stroke_75_84,P_Stroke_85_over,P_Stroke_Tot,P_Oth_lt_health_cond_0_14,P_Oth_lt_health_cond_15_24,P_Oth_lt_health_cond_25_34,P_Oth_lt_health_cond_35_44,P_Oth_lt_health_cond_45_54,P_Oth_lt_health_cond_55_64,P_Oth_lt_health_cond_65_74,P_Oth_lt_health_cond_75_84,P_Oth_lt_health_cond_85_over,P_Oth_lt_health_cond_Tot,P_No_lt_health_cond_0_14,P_No_lt_health_cond_15_24,P_No_lt_health_cond_25_34,P_No_lt_health_cond_35_44,P_No_lt_health_cond_45_54,P_No_lt_health_cond_55_64,P_No_lt_health_cond_65_74,P_No_lt_health_cond_75_84,P_No_lt_health_cond_85_over,P_No_lt_health_cond_Tot
50502,10,19,32,41,62,94,149,205,161,764,15,5,26,43,123,270,425,485,223,1613,269,1492,2135,1762,1474,1238,841,532,339,10082,5,0,11,19,57,95,168,241,240,832,492,615,1029,1146,1200,1391,1290,963,708,8828,14825,7748,12209,11036,8127,5838,3746,1723,512,65765,1139,776,1108,1009,804,642,559,435,246,6716,17302,11028,17122,15897,13033,11276,9834,6631,3367,105501,21,90,350,676,1432,2715,4073,3610,1981,14942,1592,1605,2306,2157,1862,1506,1401,852,383,13668,31,46,131,279,580,1037,1613,1388,620,5722,0,7,0,6,9,52,191,654,906,1826,33,87,242,516,959,1612,2363,1816,707,8339,37,40,62,189,480,1146,2015,2085,1273,7322,35,34,49,82,125,205,323,404,295,1548,26,21,49,79,214,506,791,862,423,2973,563,2194,3204,2900,2487,2076,1398,825,472,16122,7,6,16,51,113,208,405,528,403,1740,1164,1103,1571,1905,2066,2422,2251,1624,1074,15180,30007,16183,24150,22050,16263,11473,6932,3138,881,131082
50503,18,20,31,48,83,101,151,159,88,700,21,19,19,48,139,345,442,353,119,1508,458,1893,2329,2113,1729,1240,646,309,234,10952,12,9,7,35,72,107,155,178,130,707,756,738,1113,1371,1507,1381,983,611,427,8894,18548,9109,9864,10252,8414,5061,2716,920,204,65082,1529,853,901,942,853,625,419,256,99,6469,22299,13133,14890,15772,14332,10781,7558,4125,1568,104459,39,127,434,903,2039,3156,3547,2544,945,13736,2838,2095,2487,2532,2187,1633,1193,657,191,15825,47,56,106,263,617,1027,1271,904,319,4615,4,8,4,6,23,52,159,497,522,1267,86,146,295,717,1438,2076,2293,1393,355,8797,66,52,56,183,624,1304,1789,1502,659,6250,49,32,59,92,147,229,352,323,171,1457,55,39,60,103,282,624,878,665,219,2924,1004,2871,3459,3212,2752,2004,1073,523,312,17212,17,15,24,59,149,246,358,378,214,1458,1956,1407,1726,2105,2457,2387,1801,1050,604,15500,37218,19403,19432,20236,16778,10153,5157,1790,359,130530
50601,11,17,22,27,33,69,91,62,22,345,17,5,18,35,72,232,282,138,49,847,217,872,1205,967,772,653,368,121,64,5238,6,3,0,35,34,55,103,69,30,337,412,318,557,628,605,625,490,240,96,3962,8833,3468,4760,5071,2902,1993,1211,341,81,28663,833,431,482,500,375,275,190,137,77,3306,10736,5304,7292,7752,5379,4661,3653,1696,595,47067,24,50,214,483,931,1549,1868,1106,366,6592,1294,869,1261,1206,935,796,657,279,69,7371,18,29,64,146,248,427,658,380,100,2074,0,0,5,3,3,26,72,153,141,416,36,67,155,470,758,1117,1202,583,181,4575,21,24,59,129,287,638,941,628,268,2993,25,16,30,58,70,126,176,154,57,715,27,12,36,80,150,377,503,328,100,1603,472,1306,1863,1556,1260,1070,590,194,91,8402,10,7,9,46,66,110,207,169,64,684,972,580,878,1071,1082,1111,849,440,154,7145,17817,7307,9258,10295,6055,4028,2274,746,158,57929
50602,5,3,14,20,25,42,44,49,37,233,4,0,13,12,47,104,188,133,59,567,58,727,1041,669,510,404,231,135,58,3845,3,5,5,11,23,45,56,78,58,293,163,264,466,452,421,456,393,214,122,2937,4885,2950,5269,3868,2568,1853,1086,334,117,22930,461,362,605,455,385,301,186,136,92,2986,5738,4414,7617,5824,4394,3832,2944,1549,796,37110,7,52,153,309,542,1035,1263,920,471,4757,432,636,1053,849,676,616,494,252,86,5100,15,18,49,127,213,375,522,330,130,1764,0,0,0,0,4,31,69,152,190,452,29,52,127,233,438,732,870,538,191,3213,10,23,36,66,196,473,650,556,310,2328,12,8,22,34,49,90,106,114,69,502,12,7,29,29,96,226,329,246,110,1082,132,1033,1696,1146,899,739,413,238,101,6395,3,5,11,41,51,140,160,154,98,655,385,459,787,795,762,886,735,380,194,5393,9736,6267,11038,8237,5450,3872,2102,680,223,47610
50603,0,3,12,22,26,44,69,84,72,332,0,8,10,14,34,110,199,180,90,650,123,771,677,588,521,497,295,182,117,3770,0,0,6,14,25,33,80,101,54,313,230,324,381,464,548,638,614,361,236,3794,7474,5001,5479,5340,3765,2762,1697,617,202,32331,439,412,470,388,338,267,195,244,245,3001,8506,6734,7246,7253,5904,5226,4312,2635,1378,49194,20,48,102,291,619,1228,1766,1395,717,6184,631,831,766,774,669,675,612,367,131,5462,11,21,53,130,243,471,726,522,218,2390,3,0,4,3,3,25,89,281,324,729,22,62,99,364,697,977,1225,871,286,4610,25,21,42,97,211,542,927,894,459,3212,10,12,22,49,68,113,176,188,119,745,13,16,22,38,68,224,350,351,151,1230,252,1146,1114,1023,889,814,513,297,173,6231,6,7,12,22,50,87,203,204,99,699,565,631,627,783,978,1102,1079,636,366,6776,15318,10846,11712,10442,7621,5320,3175,1147,334,65908
50604,7,16,16,39,52,73,102,101,74,473,16,8,15,36,115,204,308,238,80,1021,205,966,1046,962,897,746,411,183,95,5522,4,0,6,26,46,55,103,110,72,422,387,428,515,793,789,870,656,387,153,4977,10736,5419,6176,6536,4495,2937,1800,569,166,38837,996,607,675,639,509,388,299,218,158,4491,12843,7738,8769,9663,7841,6479,5121,2719,1151,62329,14,82,212,496,1105,1854,2366,1735,666,8531,1397,1205,1177,1377,1209,1022,832,440,125,8777,23,29,67,154,316,565,819,581,190,2734,4,4,3,9,11,20,104,238,245,621,37,87,205,617,1204,1671,1838,953,289,6901,33,27,47,150,391,816,1296,1038,435,4226,34,25,40,73,90,140,243,235,116,1004,38,17,29,62,198,385,611,463,157,1954,445,1512,1613,1592,1479,1193,693,317,126,8979,3,3,16,39,90,135,262,263,125,937,1026,806,823,1317,1429,1515,1197,639,242,8995,21600,11710,12319,13424,9323,5956,3510,1131,272,79253
50605,3,0,7,14,21,25,46,54,38,219,8,7,9,11,43,84,163,167,55,550,115,482,554,594,504,377,248,118,84,3058,0,0,3,9,20,35,58,82,52,262,185,198,248,379,378,427,389,238,116,2554,4601,2154,2096,2523,2252,1804,1169,488,125,17201,342,202,185,263,227,186,147,107,60,1728,5481,3178,3241,4038,3885,3577,3164,1874,741,29177,17,35,94,261,548,997,1459,1132,447,4989,690,543,523,675,605,538,497,279,91,4439,9,15,23,89,207,312,560,441,142,1805,0,0,0,4,5,16,67,157,154,398,23,31,61,178,382,592,912,539,179,2887,10,11,18,52,178,385,714,637,344,2345,13,3,12,29,42,55,123,121,82,479,22,9,14,21,91,172,314,304,87,1033,251,760,838,922,831,611,454,202,123,4995,0,4,3,16,42,60,144,177,110,558,470,353,388,582,662,754,709,402,180,4500,9285,4746,4213,5087,4568,3540,2145,917,229,34728
50606,3,7,6,10,9,10,26,18,8,95,10,0,8,11,15,57,62,42,11,218,73,269,447,344,274,210,70,34,12,1732,0,0,7,9,10,25,19,26,6,101,114,111,185,214,215,178,112,55,23,1207,3218,1278,1651,1445,1096,763,367,106,19,9941,276,100,129,135,123,112,64,28,16,973,3892,1849,2560,2330,1981,1640,1037,444,142,15870,9,25,88,151,290,479,567,316,91,2016,537,300,456,433,306,252,156,85,21,2559,6,8,14,59,96,174,195,121,28,700,0,0,0,5,0,8,20,53,38,122,12,26,55,138,235,289,310,151,33,1257,12,11,16,38,110,167,262,203,64,875,3,7,16,18,19,25,43,36,15,187,10,7,14,19,38,96,122,111,29,441,176,393,622,539,424,342,131,67,19,2713,0,0,6,15,21,37,47,57,26,213,318,205,279,329,343,333,226,110,37,2175,6494,2582,3121,2889,2196,1557,696,221,39,19791
50607,7,4,3,4,7,13,25,45,39,146,6,0,5,6,17,56,96,94,50,325,50,436,457,273,279,221,159,112,112,2097,0,3,3,4,10,20,35,50,47,173,93,201,239,192,263,305,311,192,114,1912,2511,1895,2191,2071,1728,1517,1016,370,99,13400,200,178,207,170,155,162,151,130,144,1495,2949,2826,3219,2892,2714,2710,2417,1377,790,21890,4,45,77,126,246,581,917,672,380,3038,267,480,493,393,380,343,342,169,75,2941,4,11,21,61,134,232,422,288,149,1320,0,0,0,0,3,10,47,155,189,415,7,23,40,76,158,330,461,302,120,1524,3,13,15,26,87,232,492,446,306,1614,9,5,6,9,17,35,54,85,57,287,9,5,7,13,30,83,186,152,78,554,112,628,751,490,466,355,282,162,153,3395,0,4,0,15,22,54,82,101,73,344,205,332,372,318,403,510,560,329,174,3198,5334,4296,4512,4118,3347,2805,1915,700,162,27188
50701,12,14,23,30,32,61,67,94,72,408,9,10,15,29,58,154,263,198,68,800,196,1032,1341,1134,948,707,411,203,135,6102,0,0,7,16,31,67,89,88,61,362,388,445,644,750,786,763,584,331,248,4939,9234,4543,6011,6046,4598,3134,1724,573,120,35982,675,468,500,499,446,372,275,167,111,3523,10945,6763,8941,9069,7688,6342,4651,2418,1096,57909,18,86,253,521,1017,1707,2163,1471,633,7865,1228,1070,1459,1425,1125,875,672,350,131,8342,12,16,89,173,318,626,824,471,169,2703,0,0,0,5,12,32,86,251,258,648,24,81,154,321,652,1067,1287,821,292,4705,29,26,45,95,310,691,1007,862,444,3520,20,22,40,61,90,134,169,200,119,857,27,20,22,54,122,280,455,361,122,1468,398,1566,2038,1794,1567,1159,697,326,186,9731,4,6,7,30,74,134,202,207,106,774,927,790,1016,1200,1380,1286,1061,586,346,8590,18721,9523,11933,12205,9248,6177,3327,1131,253,72511
50702,0,4,4,3,12,19,18,26,44,133,3,6,4,9,31,66,111,73,41,340,62,411,469,362,374,308,206,106,87,2380,4,0,0,5,10,17,35,46,23,139,89,162,194,232,269,340,309,185,149,1942,2478,1356,1724,1737,1701,1476,916,334,94,11807,203,170,224,230,215,195,167,115,143,1669,2943,2161,2692,2732,2826,2812,2285,1277,679,20414,3,26,74,158,303,674,923,690,335,3189,296,348,398,428,379,367,328,171,64,2776,7,10,23,73,148,274,420,285,102,1343,0,0,0,0,5,8,43,123,195,370,4,23,39,61,131,239,400,295,123,1308,12,6,14,19,80,262,448,384,250,1482,0,7,10,20,26,47,58,66,69,292,3,6,7,20,48,116,223,150,79,659,113,597,698,654,663,534,382,170,119,3941,5,0,6,10,17,51,82,97,54,325,222,271,311,361,468,595,536,319,246,3333,4898,2748,3444,3497,3311,2910,1730,634,174,23343
50703,4,0,12,17,15,37,47,31,9,170,0,0,10,19,38,111,106,73,22,385,110,443,677,558,377,324,146,73,39,2741,0,0,0,5,22,36,41,32,9,146,174,170,284,333,318,287,202,120,62,1944,4072,1714,2403,2284,1440,848,419,128,29,13345,387,205,222,223,201,125,82,40,8,1498,4996,2614,3775,3669,2681,2066,1379,676,235,22093,3,37,117,272,466,748,719,504,187,3049,687,447,659,626,488,366,272,112,25,3688,3,9,36,57,107,203,245,139,48,854,0,0,0,4,8,13,31,83,64,206,13,34,92,248,424,531,493,264,72,2173,14,4,26,62,141,286,353,302,109,1294,6,12,21,32,46,76,82,57,27,359,11,12,19,29,62,202,203,152,48,737,226,687,1045,890,620,514,252,130,55,4411,5,3,4,13,40,79,85,72,27,318,427,306,439,530,530,483,380,215,94,3420,8301,3708,4667,4658,2967,1704,789,256,54,27113
50704,5,8,13,11,20,46,75,75,86,344,9,4,7,19,49,110,208,205,122,738,161,939,794,741,718,641,405,236,179,4814,6,0,12,12,23,31,96,128,124,423,310,413,442,520,655,807,796,543,366,4858,7761,4567,3841,5144,4739,3847,2702,1046,363,34008,495,387,367,385,429,381,358,287,245,3335,9028,6536,5646,7249,7361,6982,6274,3689,2152,54915,27,61,120,290,736,1388,2233,1896,1147,7890,898,909,826,993,940,835,741,413,205,6761,18,27,45,125,319,626,977,809,371,3323,4,3,0,0,0,19,104,330,513,975,30,55,63,180,377,821,1252,868,381,4031,19,13,29,78,218,616,1256,1184,766,4169,3,18,20,31,46,98,164,194,168,751,19,15,21,26,93,209,380,417,235,1407,320,1396,1237,1223,1214,1015,677,377,237,7696,8,3,16,19,45,94,197,267,219,869,778,715,715,847,1105,1338,1422,898,558,8373,15483,9533,7791,9670,9099,7258,5038,1975,614,66466
50705,5,11,18,35,52,83,118,120,75,526,25,16,21,46,149,269,392,328,97,1338,393,1356,1786,1588,1430,1012,541,221,107,8432,0,0,7,11,60,91,116,130,75,494,529,531,755,893,1021,1051,729,426,171,6112,11352,5164,5469,5578,4819,3352,1764,690,169,38351,1193,674,700,653,585,433,327,286,214,5057,14254,8072,9217,9403,8958,7547,5547,3205,1213,67405,26,105,336,750,1622,2617,2974,2174,743,11350,2185,1419,1729,1705,1484,1226,903,528,145,11337,41,33,88,208,491,819,1013,781,244,3718,0,0,0,7,11,49,106,256,203,631,52,94,213,387,915,1516,1645,1039,293,6157,45,36,64,122,393,928,1361,1269,474,4691,24,11,38,62,105,173,243,276,145,1077,44,25,46,86,261,514,749,666,207,2593,870,2065,2680,2440,2260,1695,911,386,139,13445,3,5,19,37,94,201,298,317,138,1106,1401,944,1201,1359,1706,1839,1267,740,293,10759,22849,11263,11158,10955,9574,6702,3391,1296,310,77492
50901,4,3,4,5,22,33,49,56,36,222,10,10,4,14,52,140,184,151,65,631,125,515,597,605,634,607,356,194,72,3705,0,0,5,10,15,35,94,94,68,319,176,166,237,325,437,538,462,289,154,2786,4272,1856,1864,2063,2157,2063,1363,534,158,16337,554,302,311,327,360,389,326,178,92,2839,5360,2952,3182,3581,4081,4514,3826,2222,932,30652,14,38,113,291,718,1505,1899,1419,590,6572,767,578,639,661,738,746,613,315,94,5148,7,10,33,63,202,452,700,541,163,2157,0,0,0,4,12,23,63,233,244,568,17,33,84,145,390,703,933,676,199,3183,4,14,25,52,164,497,850,765,378,2754,10,0,12,17,47,78,126,118,65,483,17,16,12,22,90,269,391,309,122,1247,254,822,927,915,995,1061,661,313,118,6069,0,3,9,19,31,85,201,214,134,697,471,340,377,485,733,951,833,518,237,4951,8549,4079,3865,4134,4294,4111,2744,1002,300,33079
50902,6,3,5,12,25,38,71,70,29,254,7,4,5,17,50,150,223,118,43,609,88,305,416,468,522,529,332,101,32,2796,4,0,0,17,17,43,67,83,35,278,162,103,176,241,370,484,344,173,73,2134,3517,1457,1639,1730,1890,1905,1280,486,113,14009,535,307,319,366,441,464,422,256,100,3215,4522,2312,2704,3050,3682,4357,3729,1839,661,26864,12,25,105,213,612,1440,1925,1133,359,5833,560,456,526,578,667,753,620,306,81,4548,15,15,24,67,174,458,682,417,113,1965,0,0,0,5,5,18,58,129,142,364,20,40,65,140,365,795,1075,545,130,3175,13,10,23,56,186,558,964,689,233,2741,6,4,15,20,53,93,168,154,59,574,10,10,12,30,101,294,500,297,81,1332,204,487,640,734,867,886,617,201,52,4687,9,0,3,25,36,104,193,183,63,615,361,218,284,403,636,868,726,351,119,3969,7079,3292,3486,3616,3973,4080,2740,999,227,29484
50903,0,3,4,4,0,19,18,23,13,85,0,3,0,7,20,48,58,39,19,200,18,114,160,145,177,182,97,44,37,975,0,0,3,6,5,19,18,20,17,85,38,40,61,75,103,147,107,88,66,722,1312,473,591,666,647,644,370,152,35,4887,240,120,127,143,143,156,111,76,31,1149,1697,787,1003,1122,1230,1428,1118,632,274,9286,7,12,38,79,227,502,630,409,186,2092,188,158,175,211,234,240,217,92,31,1554,4,0,16,16,60,121,180,143,60,590,0,0,0,0,4,6,21,55,70,155,3,14,34,42,117,243,293,180,68,980,3,3,6,18,50,159,278,207,130,856,3,0,5,12,11,36,37,38,29,172,8,0,3,11,32,95,139,99,38,418,53,176,229,249,323,305,179,77,50,1651,0,0,3,9,10,35,57,50,29,192,96,84,103,131,206,277,206,149,94,1348,2651,1097,1323,1440,1508,1421,860,325,81,10704
51001,0,3,6,19,37,49,55,27,7,203,9,0,12,3,35,79,110,39,6,296,42,170,278,254,232,235,127,20,0,1357,0,0,5,4,21,26,35,11,3,110,92,77,150,185,214,310,231,56,10,1323,3451,1757,2694,2139,1609,1831,1167,213,23,14878,910,440,725,587,558,618,435,137,31,4452,4602,2540,4060,3462,3075,3813,2917,712,112,25295,0,10,48,113,284,803,1137,367,51,2818,252,194,372,370,370,442,423,93,11,2530,0,9,13,48,112,314,435,151,17,1094,0,0,5,0,3,16,35,47,22,135,9,31,68,198,374,555,584,189,27,2037,36,30,42,70,155,375,582,260,34,1573,16,9,15,37,74,93,113,51,16,414,19,3,12,16,59,145,241,97,16,615,69,229,405,386,370,399,266,58,4,2191,0,0,3,4,44,55,97,38,7,255,209,128,242,306,375,532,492,110,20,2403,6971,3448,5139,4334,3469,3472,2568,535,45,29978
51002,0,0,4,11,17,16,19,4,3,70,0,0,5,3,12,23,21,10,0,77,31,107,291,168,122,78,25,4,0,832,0,0,0,4,10,20,10,3,3,48,78,45,129,132,103,108,64,8,9,672,2075,923,1792,1356,913,628,214,28,0,7936,385,335,709,452,435,308,99,28,3,2769,2673,1473,3086,2286,1812,1413,626,138,25,13539,4,10,61,137,246,367,287,65,6,1186,230,174,487,467,290,253,113,24,5,2039,0,7,18,35,72,130,83,28,3,383,0,0,0,0,0,13,3,10,4,31,6,19,62,162,272,376,195,42,11,1148,9,13,22,43,139,232,161,63,12,691,4,4,15,20,41,39,33,11,4,161,14,0,13,11,39,73,59,20,0,230,51,169,468,366,283,191,58,11,0,1597,0,0,4,4,26,42,31,11,3,126,166,73,216,257,271,239,135,28,16,1398,4219,2111,4867,4429,3318,2109,569,92,4,21718
51003,3,0,3,4,17,13,9,9,0,56,6,0,0,6,23,19,45,25,0,111,44,121,272,249,141,105,52,14,0,989,0,0,3,4,15,7,10,10,0,46,84,57,110,129,144,105,76,20,0,730,2731,976,1936,1692,1160,774,376,58,4,9701,549,348,679,519,454,387,226,47,4,3212,3523,1570,3180,2782,2186,1694,1044,258,16,16262,4,18,75,127,299,481,419,167,14,1598,294,196,457,441,350,235,156,25,0,2159,3,4,21,69,99,144,158,70,5,572,0,0,0,4,0,6,7,16,4,46,10,27,67,128,275,348,226,76,5,1171,7,11,17,41,126,218,190,101,6,714,9,0,12,9,25,35,27,21,0,141,9,12,14,6,40,59,95,44,0,279,89,201,457,440,315,240,119,22,0,1884,0,0,8,14,24,20,32,25,0,119,193,116,213,267,294,277,171,42,5,1579,5637,2235,4725,4828,3586,2289,851,131,7,24288
51101,0,0,3,0,15,5,9,18,5,54,3,0,0,6,12,31,47,43,10,152,20,94,127,134,125,112,58,28,13,711,0,0,0,0,5,6,11,13,15,45,44,24,48,59,80,102,66,49,40,508,1171,533,621,573,574,541,299,141,32,4479,203,97,100,120,117,111,102,54,19,921,1514,796,963,967,1037,1052,834,526,195,7876,0,12,29,63,154,291,380,299,110,1339,181,138,173,192,178,178,139,84,22,1302,5,5,9,26,47,96,122,108,35,456,0,0,0,0,0,7,11,40,42,99,7,15,22,41,105,169,202,157,42,756,7,6,6,9,43,125,195,187,70,653,7,3,10,3,22,14,26,35,9,123,3,5,0,5,17,61,95,84,23,306,59,161,187,218,209,209,106,47,13,1218,0,0,0,0,7,17,45,29,21,120,104,52,84,88,138,189,136,88,58,938,2343,1157,1338,1254,1312,1149,627,257,53,9497
51102,0,0,0,4,4,12,17,18,0,68,5,0,0,0,11,38,66,25,4,149,16,67,110,94,81,106,107,28,6,608,0,0,0,0,6,9,26,13,10,59,16,26,51,55,83,129,157,44,7,570,901,415,795,622,558,798,654,134,12,4889,171,116,160,129,141,187,176,70,14,1174,1133,648,1161,970,974,1541,1649,514,74,8669,6,3,16,49,125,411,823,360,46,1840,95,79,123,130,125,221,261,84,8,1124,0,0,7,19,35,132,296,137,20,653,0,0,0,0,0,3,20,17,18,56,3,6,15,32,93,187,342,143,27,850,4,0,6,10,49,169,386,215,29,869,0,0,0,5,7,26,46,45,5,144,5,6,0,0,18,74,143,82,10,334,22,87,150,140,148,194,215,59,3,1013,0,0,0,0,6,19,64,38,11,141,61,39,78,90,137,233,320,96,11,1067,1896,818,1527,1289,1231,1567,1378,335,33,10067
51103,6,0,12,13,27,35,28,26,16,164,3,3,3,13,27,63,83,37,16,250,38,257,373,287,272,167,78,22,29,1517,0,0,4,3,12,22,23,16,6,97,97,78,173,188,209,208,135,55,35,1182,2992,1476,1937,1676,1338,984,393,102,23,10930,542,424,645,520,474,417,202,59,24,3309,3795,2340,3324,2880,2655,2316,1215,421,153,19101,12,21,94,191,410,667,594,250,77,2322,370,341,543,460,393,381,190,79,22,2772,0,4,24,59,117,195,189,113,28,739,0,0,0,0,0,12,29,48,47,146,11,23,74,181,377,564,433,173,38,1877,16,9,26,33,151,331,330,157,52,1105,7,7,20,23,57,62,78,55,18,337,11,3,11,20,55,141,196,84,25,552,82,380,580,522,484,327,156,46,33,2605,0,5,3,10,25,68,70,38,17,231,231,174,286,334,403,436,257,96,43,2267,6083,3387,4874,4184,3509,2578,942,211,39,25808
51104,3,3,10,21,30,52,87,88,44,334,3,0,4,21,57,132,204,118,41,582,81,384,490,480,505,428,268,132,82,2850,0,0,4,10,29,38,77,56,40,255,155,145,213,275,346,396,372,190,100,2194,3830,1784,1912,1977,1977,1842,1251,417,96,15078,802,483,526,573,540,545,447,227,97,4229,5111,2964,3320,3568,3863,4193,3603,1712,620,28957,9,35,97,227,625,1234,1710,1013,374,5320,698,520,580,634,656,677,612,263,86,4713,5,12,26,59,185,413,630,439,133,1902,0,4,0,0,14,22,66,166,181,463,19,41,96,190,433,853,994,547,154,3337,17,17,33,71,198,527,839,594,297,2587,10,8,17,35,64,109,196,166,89,693,15,8,7,31,105,278,424,263,89,1215,187,596,757,773,868,796,498,220,125,4827,5,0,3,19,51,94,152,156,71,544,411,278,350,458,565,733,686,353,159,3987,7612,3855,4272,4239,4316,3882,2569,876,185,31806
59797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,8,4,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,16,3,20,43,24,30,46,21,5,0,190,0,12,29,20,23,26,13,5,0,127,4,39,89,49,60,77,61,17,0,395,0,0,6,13,26,28,28,3,0,114,0,3,18,34,23,17,15,0,0,115,0,0,0,0,5,8,11,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,4,15,7,4,4,0,37,0,0,0,0,5,13,13,6,0,38,0,0,0,3,0,0,0,0,0,4,0,0,0,0,0,3,0,3,0,15,0,0,21,24,19,6,0,4,0,70,0,0,0,0,0,0,0,0,0,5,0,0,0,9,21,11,7,0,0,59,3,79,249,445,397,225,56,7,0,1457
