SA3_CODE_2021,Afghanistan_Before_1951,Afghanistan_1951_1960,Afghanistan_1961_1970,Afghanistan_1971_1980,Afghanistan_1981_1990,Afghanistan_1991_2000,Afghanistan_2001_2010,Afghanistan_2011_2015,Afghanistan_2016,Afghanistan_2017,Afghanistan_2018,Afghanistan_2019,Afghanistan_2020,Afghanistan_2021,Afghanistan_Yr_arrival_ns,Afghanistan_Tot,Bangladesh_Before_1951,Bangladesh_1951_1960,Bangladesh_1961_1970,Bangladesh_1971_1980,Bangladesh_1981_1990,Bangladesh_1991_2000,Bangladesh_2001_2010,Bangladesh_2011_2015,Bangladesh_2016,Bangladesh_2017,Bangladesh_2018,Bangladesh_2019,Bangladesh_2020,Bangladesh_2021,Bangladesh_Yr_arr_ns,Bangladesh_Tot,Canada_Before_1951,Canada_1951_1960,Canada_1961_1970,Canada_1971_1980,Canada_1981_1990,Canada_1991_2000,Canada_2001_2010,Canada_2011_2015,Canada_2016,Canada_2017,Canada_2018,Canada_2019,Canada_2020,Canada_2021,Canada_Yr_arrival_ns,Canada_Tot,Ch_ex_SARs_Taiw_Before_1951,Ch_ex_SARs_Taiw_1951_1960,Ch_ex_SARs_Taiw_1961_1970,Ch_ex_SARs_Taiw_1971_1980,Ch_ex_SARs_Taiw_1981_1990,Ch_ex_SARs_Taiw_1991_2000,Ch_ex_SARs_Taiw_2001_2010,Ch_ex_SARs_Taiw_2011_2015,Ch_ex_SARs_Taiw_2016,Ch_ex_SARs_Taiw_2017,Ch_ex_SARs_Taiw_2018,Ch_ex_SARs_Taiw_2019,Ch_ex_SARs_Taiw_2020,Ch_ex_SARs_Taiw_2021,Ch_ex_SARs_Taiw_Yr_arr_ns,Ch_ex_SARs_Taiw_Tot,Croatia_Before_1951,Croatia_1951_1960,Croatia_1961_1970,Croatia_1971_1980,Croatia_1981_1990,Croatia_1991_2000,Croatia_2001_2010,Croatia_2011_2015,Croatia_2016,Croatia_2017,Croatia_2018,Croatia_2019,Croatia_2020,Croatia_2021,Croatia_Yr_arrival_ns,Croatia_Tot,Egypt_Before_1951,Egypt_1951_1960,Egypt_1961_1970,Egypt_1971_1980,Egypt_1981_1990,Egypt_1991_2000,Egypt_2001_2010,Egypt_2011_2015,Egypt_2016,Egypt_2017,Egypt_2018,Egypt_2019,Egypt_2020,Egypt_2021,Egypt_Yr_arrival_ns,Egypt_Tot,Fiji_Before_1951,Fiji_1951_1960,Fiji_1961_1970,Fiji_1971_1980,Fiji_1981_1990,Fiji_1991_2000,Fiji_2001_2010,Fiji_2011_2015,Fiji_2016,Fiji_2017,Fiji_2018,Fiji_2019,Fiji_2020,Fiji_2021,Fiji_Yr_arrival_ns,Fiji_Tot,Germany_Before_1951,Germany_1951_1960,Germany_1961_1970,Germany_1971_1980,Germany_1981_1990,Germany_1991_2000,Germany_2001_2010,Germany_2011_2015,Germany_2016,Germany_2017,Germany_2018,Germany_2019,Germany_2020,Germany_2021,Germany_Yr_arr_ns,Germany_Tot,Greece_Before_1951,Greece_1951_1960,Greece_1961_1970,Greece_1971_1980,Greece_1981_1990,Greece_1991_2000,Greece_2001_2010,Greece_2011_2015,Greece_2016,Greece_2017,Greece_2018,Greece_2019,Greece_2020,Greece_2021,Greece_Yr_arrival_ns,Greece_Tot,Ho_Ko_SAR_China_Before_1951,Ho_Ko_SAR_China_1951_1960,Ho_Ko_SAR_China_1961_1970,Ho_Ko_SAR_China_1971_1980,Ho_Ko_SAR_China_1981_1990,Ho_Ko_SAR_China_1991_2000,Ho_Ko_SAR_China_2001_2010,Ho_Ko_SAR_China_2011_2015,Ho_Ko_SAR_China_2016,Ho_Ko_SAR_China_2017,Ho_Ko_SAR_China_2018,Ho_Ko_SAR_China_2019,Ho_Ko_SAR_China_2020,Ho_Ko_SAR_China_2021,Ho_Ko_SAR_China_arrival_ns,Ho_Ko_SAR_China_Tot,India_Before_1951,India_1951_1960,India_1961_1970,India_1971_1980,India_1981_1990,India_1991_2000,India_2001_2010,India_2011_2015,India_2016,India_2017,India_2018,India_2019,India_2020,India_2021,India_Yr_arr_ns,India_Tot,Indonesia_Before_1951,Indonesia_1951_1960,Indonesia_1961_1970,Indonesia_1971_1980,Indonesia_1981_1990,Indonesia_1991_2000,Indonesia_2001_2010,Indonesia_2011_2015,Indonesia_2016,Indonesia_2017,Indonesia_2018,Indonesia_2019,Indonesia_2020,Indonesia_2021,Indonesia_Yr_arrival_ns,Indonesia_Tot,Iran_Before_1951,Iran_1951_1960,Iran_1961_1970,Iran_1971_1980,Iran_1981_1990,Iran_1991_2000,Iran_2001_2010,Iran_2011_2015
50101,0,0,0,0,0,0,19,35,0,0,0,7,0,3,0,72,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,5,0,0,13,25,14,33,54,28,4,0,3,10,0,6,4,184,0,0,0,0,0,4,18,18,0,10,4,9,4,0,8,72,0,0,5,3,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,3,0,0,5,0,0,0,0,0,0,0,0,11,0,3,0,3,8,0,0,0,0,0,0,0,0,0,0,15,30,29,20,26,50,36,82,48,10,6,3,10,6,0,14,368,0,5,0,0,0,0,0,3,0,0,0,0,0,0,0,8,0,0,3,4,5,5,6,12,0,0,0,0,0,0,0,35,5,5,34,10,0,3,41,49,12,5,11,15,0,0,3,202,0,4,0,0,3,10,28,27,9,12,6,0,11,0,5,121,0,0,0,0,0,0,0,0
50102,0,0,0,0,0,0,0,0,0,4,0,0,0,0,6,13,0,0,0,0,0,0,7,21,0,6,9,0,0,0,0,44,0,0,11,21,12,34,36,18,3,0,13,6,0,0,7,165,0,0,0,0,3,7,78,63,10,15,23,65,0,0,7,281,0,9,16,0,0,5,0,0,0,0,0,0,0,0,5,33,0,0,0,0,0,0,5,4,0,0,0,9,0,0,0,34,0,0,3,5,5,5,6,4,0,0,0,9,7,6,0,46,83,48,44,25,61,14,54,15,0,3,3,4,0,0,17,376,0,5,3,3,0,0,0,6,0,5,0,0,0,0,0,24,0,0,7,0,6,5,7,15,3,3,3,3,10,0,0,56,13,0,32,23,17,16,187,197,35,34,46,45,14,4,19,668,3,5,3,0,5,21,50,42,18,3,9,3,4,0,4,169,0,0,0,0,3,0,7,24
50103,0,0,0,0,0,5,14,18,0,0,0,6,0,0,4,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,14,3,4,8,5,5,0,0,7,0,0,0,55,0,0,0,0,0,0,7,7,0,5,0,0,0,0,0,21,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,13,13,8,17,18,18,24,7,0,0,0,0,0,0,0,129,3,6,5,9,0,0,0,0,0,0,0,0,0,0,5,19,0,0,3,0,0,3,4,5,0,0,0,0,0,0,0,16,3,3,7,3,3,9,9,16,0,0,0,0,0,0,0,54,0,5,0,0,3,0,0,0,0,0,0,0,4,0,0,20,0,0,0,0,0,0,0,3
50201,0,0,0,0,5,0,0,7,0,4,0,0,0,0,0,19,0,0,3,0,0,0,8,13,0,0,0,0,0,0,0,23,0,3,17,29,20,17,58,30,6,4,0,11,3,0,0,204,0,0,0,0,17,17,66,51,10,9,9,20,3,0,0,212,4,6,21,6,0,3,0,0,0,0,0,0,0,0,3,51,5,0,4,4,3,0,3,3,0,0,0,3,0,0,0,33,4,0,0,0,7,10,5,14,0,0,4,0,0,0,0,45,63,71,57,42,49,19,39,29,4,0,6,4,7,0,13,406,0,10,10,6,0,0,0,0,0,0,0,0,0,0,0,29,0,0,9,5,7,5,10,8,3,0,0,0,0,0,5,56,19,11,61,32,19,20,168,178,35,27,33,47,14,11,19,680,0,8,3,0,20,38,83,44,25,20,8,19,11,12,4,297,0,0,0,0,6,0,12,38
50301,0,0,0,0,0,0,4,3,0,0,0,0,0,0,0,9,0,0,0,0,0,0,12,3,3,0,9,9,14,0,0,62,0,3,21,50,51,73,93,58,0,10,17,12,8,4,4,415,6,4,14,30,85,147,342,259,110,124,120,227,102,6,31,1603,4,17,18,10,9,4,0,11,0,0,0,0,0,0,0,72,3,7,8,5,9,5,15,8,0,0,0,0,0,0,0,61,0,0,5,6,8,3,0,0,0,0,0,0,0,0,0,25,48,29,24,26,59,39,81,30,13,4,9,7,16,0,4,393,10,27,13,4,0,0,3,14,0,0,0,0,3,0,5,74,4,0,15,45,74,54,78,62,17,10,19,23,25,5,6,430,15,14,59,51,63,90,218,112,12,32,37,72,68,9,11,855,4,11,9,9,43,87,67,27,19,20,43,57,42,0,8,437,0,0,0,3,71,18,46,45
50302,0,0,0,0,4,5,9,4,7,4,0,4,4,18,0,59,0,0,0,0,3,10,41,27,4,5,3,5,4,5,0,96,0,0,16,46,54,82,113,88,18,22,24,29,18,4,8,534,0,0,0,10,93,172,536,591,157,213,242,299,126,13,57,2516,5,19,28,20,19,50,19,14,0,3,0,3,0,0,8,184,6,13,11,4,9,7,14,24,3,9,5,0,3,0,8,125,0,0,0,4,7,10,9,15,0,0,3,6,0,3,0,59,47,29,18,24,70,62,101,69,10,16,25,34,13,3,17,544,19,80,82,31,3,7,4,16,0,0,0,0,0,0,5,260,0,0,8,33,84,79,94,94,25,31,26,55,33,8,11,583,10,14,118,67,79,111,481,494,153,217,277,356,142,47,55,2617,3,10,6,7,34,121,192,101,33,31,56,50,70,6,18,739,0,0,0,9,56,35,97,171
50401,0,0,0,0,5,7,34,21,6,3,0,3,0,0,0,85,0,0,4,14,5,4,21,18,6,3,5,4,0,0,0,85,0,0,16,30,27,39,46,36,6,9,0,6,0,0,0,219,3,0,4,18,102,129,531,302,63,65,49,64,31,0,40,1397,4,21,75,22,11,50,10,5,0,0,0,0,0,0,7,216,10,8,15,3,10,0,21,6,0,0,0,0,0,0,0,75,0,0,0,5,14,4,0,4,0,0,0,0,0,0,4,36,76,50,24,28,68,30,58,33,8,3,5,4,3,0,4,402,9,48,73,26,7,3,7,22,0,0,0,3,0,0,4,200,0,3,6,25,49,80,87,60,4,4,11,9,10,0,0,343,31,13,228,230,136,127,620,536,134,105,141,154,44,17,48,2555,3,0,0,7,36,83,104,66,8,12,9,15,19,0,9,391,0,0,0,0,34,31,63,97
50402,0,0,0,0,0,0,5,0,0,0,0,0,0,0,3,14,0,0,0,0,0,3,3,4,0,0,0,0,0,0,0,9,0,0,16,12,7,8,14,6,0,0,4,3,3,0,4,84,4,0,5,4,3,3,48,25,0,3,4,0,3,0,9,105,0,12,34,17,6,3,3,0,0,0,0,0,0,0,4,78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,4,0,0,0,4,0,0,0,0,0,0,0,0,0,24,51,45,26,22,45,13,42,16,3,0,3,0,4,0,4,281,0,0,7,3,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,4,0,0,0,5,0,0,0,0,13,37,10,7,42,34,33,21,76,47,6,4,11,3,4,0,16,315,0,5,0,0,0,5,16,16,0,0,0,0,0,0,5,51,0,0,0,0,3,4,0,7
50403,0,0,0,0,12,90,281,215,30,24,15,21,23,9,15,743,0,0,0,19,7,15,44,35,0,0,0,7,0,0,4,130,0,0,18,35,20,29,47,20,4,8,0,5,3,0,0,196,0,0,0,8,68,70,321,160,27,14,19,35,12,9,13,748,0,39,106,43,27,89,52,0,0,0,0,0,0,0,8,356,0,11,11,3,9,13,56,25,0,0,0,3,0,0,3,127,0,0,5,0,16,6,22,12,0,4,0,0,0,5,5,78,54,58,35,45,79,73,94,30,0,3,4,7,0,0,10,488,5,9,28,8,7,3,3,9,0,0,0,0,0,0,6,74,0,0,5,17,39,53,63,39,3,4,4,5,4,0,5,245,9,9,179,172,200,266,2462,1487,288,181,236,285,110,17,73,5972,0,7,7,8,39,75,131,84,19,20,14,21,8,4,15,444,0,0,0,0,16,46,107,118
50501,0,0,0,4,6,33,17,7,0,0,3,0,0,0,0,71,0,0,0,12,4,0,4,4,0,0,3,0,8,0,4,41,0,9,25,56,63,69,134,103,14,8,11,12,8,5,8,515,0,0,4,21,76,94,313,196,24,28,26,61,21,0,17,890,6,24,71,26,19,23,6,7,0,0,0,0,0,0,0,180,3,11,37,23,56,41,39,34,0,0,4,3,3,0,9,256,0,0,6,7,8,7,9,15,0,0,0,4,0,0,3,57,86,69,60,78,161,76,203,94,9,5,6,15,11,3,13,887,3,34,46,17,10,0,6,9,0,0,0,5,0,0,3,146,0,0,13,35,64,48,57,18,9,9,12,11,3,0,5,280,25,27,171,121,127,131,298,195,31,27,47,54,28,0,45,1332,6,10,9,17,40,93,86,62,12,20,19,19,12,0,3,395,0,0,3,7,55,49,94,168
