SA3_CODE_2021,1_74_RE_agent,1_74_StateTeHAuthority,1_74_Com_house_prov,1_74_Person_not_same_hh,1_74_Oth_type,1_74_Not_stated,1_74_Total,75_99_RE_agent,75_99_StateTeHAuthority,75_99_Com_house_prov,75_99_Person_not_same_hh,75_99_Oth_type,75_99_Not_stated,75_99_Total,100_149_RE_agent,100_149_StateTeHAuthority,100_149_Com_house_prov,100_149_Person_not_same_hh,100_149_Oth_type,100_149_Not_stated,100_149_Total,150_199_RE_agent,150_199_StateTeHAuthority,150_199_Com_house_prov,150_199_Person_not_same_hh,150_199_Oth_type,150_199_Not_stated,150_199_Total,200_224_RE_agent,200_224_StateTeHAuthority,200_224_Com_house_prov,200_224_Person_not_same_hh,200_224_Oth_type,200_224_Not_stated,200_224_Total,225_274_RE_agent,225_274_StateTeHAuthority,225_274_Com_house_prov,225_274_Person_not_same_hh,225_274_Oth_type,225_274_Not_stated,225_274_Total,275_349_RE_agent,275_349_StateTeHAuthority,275_349_Com_house_prov,275_349_Person_not_same_hh,275_349_Oth_type,275_349_Not_stated,275_349_Total,350_449_RE_agent,350_449_StateTeHAuthority,350_449_Com_house_prov,350_449_Person_not_same_hh,350_449_Oth_type,350_449_Not_stated,350_449_Total,450_549_RE_agent,450_549_StateTeHAuthority,450_549_Com_house_prov,450_549_Person_not_same_hh,450_549_Oth_type,450_549_Not_stated,450_549_Total,550_649_RE_agent,550_649_StateTeHAuthority,550_649_Com_house_prov,550_649_Person_not_same_hh,550_649_Oth_type,550_649_Not_stated,550_649_Total,650_749_RE_agent,650_749_StateTeHAuthority,650_749_Com_house_prov,650_749_Person_not_same_hh,650_749_Oth_type,650_749_Not_stated,650_749_Total,750_849_RE_agent,750_849_StateTeHAuthority,750_849_Com_house_prov,750_849_Person_not_same_hh,750_849_Oth_type,750_849_Not_stated,750_849_Total,850_949_RE_agent,850_949_StateTeHAuthority,850_949_Com_house_prov,850_949_Person_not_same_hh,850_949_Oth_type,850_949_Not_stated,850_949_Total,950oveRE_agent,950oveStateTeHAuthority,950oveCom_house_prov,950ovePerson_not_same_hh,950oveOth_type,950oveNot_stated,950oveTotal,Rent_NS_RE_agent,Rent_NS_StateTeRent_Hauth,Rent_NS_Com_house_prov,Rent_NS_Person_not_same_hh,Rent_NS_Oth_type,Rent_NS_Not_stated,Rent_NS_Total,Total_RE_agent,Total_StateTer_HAuthority,Total_Com_house_prov,Total_Person_not_same_hh,Total_Oth_type,Total_NS,Total_Total
50603,6,42,4,5,0,0,56,5,55,12,19,5,0,91,64,377,38,156,22,9,656,84,142,119,159,27,10,547,63,55,14,119,17,3,268,295,77,67,217,41,6,698,1569,66,32,633,111,12,2414,2917,31,23,807,146,9,3930,1054,5,10,275,42,0,1392,285,0,0,81,6,0,369,100,0,0,34,3,0,136,38,0,0,16,0,0,58,12,0,0,3,0,0,17,21,0,0,20,0,0,41,102,60,19,144,46,34,405,6605,907,340,2692,470,87,11096
50604,10,29,7,15,6,0,67,5,41,11,11,5,0,80,26,237,47,89,24,5,428,69,206,68,113,35,8,498,153,78,37,161,29,9,474,565,129,33,370,74,10,1181,1927,97,21,907,147,16,3109,2240,33,22,814,132,4,3253,711,5,6,185,27,0,935,114,0,0,34,9,0,153,25,0,0,10,0,0,37,8,0,0,6,0,0,13,3,0,0,6,0,0,11,12,0,0,15,8,0,28,108,64,19,164,46,28,432,5975,922,267,2908,531,81,10689
50605,0,0,0,11,0,0,18,0,17,4,0,0,0,20,0,82,16,40,8,0,147,7,55,18,46,13,0,139,14,14,0,74,8,0,109,35,19,3,95,7,0,169,363,20,9,286,27,4,700,952,20,4,386,36,4,1406,407,0,0,130,7,0,552,84,0,0,25,0,0,119,17,0,0,9,0,0,32,8,0,0,0,0,0,16,4,0,0,3,0,0,7,4,0,0,3,4,0,5,38,19,0,71,15,5,158,1953,243,65,1184,126,18,3584
50606,0,0,0,8,0,0,5,0,0,0,0,0,0,5,0,0,0,9,5,0,17,7,5,8,22,3,0,32,10,0,0,16,8,0,38,13,0,0,45,0,0,60,100,0,0,109,14,0,228,423,0,0,180,7,0,615,117,0,0,47,7,0,172,26,0,0,20,0,0,45,7,0,0,6,0,0,16,7,0,0,0,0,0,7,5,0,0,0,0,0,3,0,0,0,3,3,0,7,16,0,4,22,12,7,58,723,4,15,491,53,12,1303
50607,4,25,0,12,0,0,38,0,42,12,10,0,0,63,14,239,8,58,6,0,327,31,112,17,78,3,0,246,40,40,5,71,4,5,161,234,54,14,136,20,0,446,949,63,27,361,28,7,1430,1272,45,8,360,22,3,1702,700,4,0,193,9,0,908,385,0,4,66,4,0,459,207,0,0,32,4,0,237,113,0,0,24,0,0,139,48,0,0,13,0,0,67,85,0,0,15,0,0,103,46,40,7,86,13,15,208,4115,659,100,1512,110,32,6526
50701,3,51,5,11,6,0,71,0,69,8,7,0,0,86,17,419,23,67,7,0,538,39,241,78,115,17,8,494,139,92,17,118,22,0,387,307,115,24,213,50,0,718,1199,87,13,505,47,4,1863,3107,36,3,842,74,5,4073,1421,6,0,305,29,0,1756,347,0,0,76,4,0,430,80,0,0,16,9,0,104,38,0,0,16,5,0,54,19,0,0,0,0,0,27,21,0,0,12,4,0,39,100,65,12,123,26,18,348,6837,1179,195,2426,294,49,10985
50702,10,58,0,4,4,0,70,8,67,7,0,3,0,90,8,414,33,26,3,3,493,19,124,41,45,8,0,242,38,60,14,50,12,0,167,142,56,14,105,34,0,347,314,40,11,186,47,4,598,620,16,4,321,26,3,994,532,3,0,224,17,0,775,346,0,0,124,0,0,471,182,5,0,65,0,0,257,106,0,0,24,6,0,133,56,0,0,22,5,0,81,82,11,0,33,21,0,144,25,58,12,65,27,8,198,2479,900,148,1292,216,19,5054
50703,6,20,3,5,0,0,35,0,25,3,3,0,0,33,15,145,35,30,9,5,238,75,117,47,41,0,0,296,125,29,17,71,7,0,248,286,66,22,149,55,0,577,822,39,9,278,22,0,1165,1063,6,3,261,26,0,1368,141,0,0,49,0,0,189,20,0,0,0,0,0,21,9,0,0,3,4,0,16,4,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,4,49,34,5,47,16,9,165,2620,488,147,948,135,23,4352
50704,8,17,4,10,3,0,41,0,35,3,12,4,0,50,18,336,22,62,13,5,452,32,157,29,98,11,0,320,56,42,6,91,3,5,198,147,71,14,130,14,0,378,621,47,25,374,19,0,1082,1573,24,3,608,42,6,2259,1255,0,6,325,18,0,1603,645,0,0,132,4,3,787,273,0,0,62,0,0,348,131,0,0,42,0,0,172,99,6,0,18,0,0,119,131,0,0,33,5,0,162,56,41,12,114,19,24,268,5051,769,119,2114,154,41,8250
50705,16,17,0,16,4,0,51,6,36,3,5,4,0,60,10,273,25,64,14,0,390,122,176,60,122,28,0,505,206,66,21,193,29,4,522,668,95,18,446,230,3,1456,2293,69,6,995,140,5,3508,3213,16,7,912,77,13,4237,664,0,0,138,17,0,822,128,4,0,26,4,0,161,41,0,0,7,0,0,44,10,0,0,3,0,0,16,0,0,0,8,0,0,8,16,0,0,12,4,0,25,113,51,13,148,56,26,403,7494,806,155,3100,598,49,12203
50901,0,21,7,26,26,0,84,0,34,4,18,27,3,95,43,273,72,126,70,10,595,107,183,144,195,84,7,720,107,87,27,188,57,3,470,230,127,70,258,67,10,754,682,110,27,495,85,4,1405,716,26,14,306,51,7,1114,159,6,7,63,19,0,251,29,0,0,9,5,0,41,3,0,0,8,6,0,12,5,0,0,4,0,0,4,0,0,0,3,0,0,5,0,0,0,21,14,0,38,30,63,21,118,128,12,371,2115,924,390,1849,642,50,5969
50902,4,26,6,32,55,3,124,0,42,17,15,45,5,118,13,187,64,178,104,5,565,76,143,64,206,74,6,563,78,73,10,202,49,0,413,220,104,11,293,72,3,706,310,57,10,253,64,0,696,217,7,4,181,23,3,440,43,0,0,35,7,0,94,8,0,0,11,0,0,28,3,0,0,0,4,0,11,3,0,0,0,8,0,16,0,0,0,0,3,0,3,0,0,0,11,4,0,15,32,44,9,133,191,9,421,1011,693,206,1559,704,37,4215
50903,5,8,4,23,33,0,69,7,15,4,10,28,0,58,5,95,44,71,30,0,245,24,53,48,95,36,0,257,40,31,0,134,23,4,231,95,35,21,108,31,0,298,100,25,3,92,28,0,242,61,6,4,34,9,0,114,5,0,0,3,0,0,14,0,0,0,4,0,0,6,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,4,0,6,0,0,0,0,3,0,6,11,12,7,57,93,8,185,354,279,130,628,322,25,1735
51001,7,415,250,9,107,0,780,0,279,245,3,63,8,595,13,465,192,25,187,7,885,10,332,80,33,150,7,621,23,151,14,46,131,3,372,40,232,33,54,169,5,538,135,183,51,110,179,3,661,265,70,23,141,217,3,723,218,20,3,95,78,0,415,149,3,3,58,20,0,236,97,4,0,54,13,0,173,61,3,0,31,8,0,108,27,0,0,19,9,0,55,41,4,0,53,71,0,162,56,187,72,123,372,20,830,1142,2352,966,842,1790,61,7155
51002,32,41,107,7,600,0,792,0,40,20,0,63,0,136,6,113,39,6,800,0,960,15,128,7,11,125,0,281,17,90,7,15,105,0,238,34,106,22,12,89,0,266,84,71,18,27,62,0,263,236,42,8,40,42,6,367,304,8,0,37,27,0,376,189,0,0,13,17,0,222,90,0,0,7,15,0,115,61,0,0,3,14,0,75,52,0,0,7,4,0,59,68,0,0,17,37,0,120,123,66,15,50,436,5,699,1317,712,257,245,2441,23,4976
51003,28,32,48,4,1276,7,1395,3,12,11,0,124,0,162,8,121,13,8,244,0,395,15,72,8,12,206,0,307,16,80,6,11,119,0,227,29,107,4,19,159,0,316,86,132,4,26,173,0,422,182,22,4,62,118,0,393,210,6,0,46,68,0,331,205,0,0,22,40,0,270,153,4,0,20,26,0,198,108,6,0,28,24,0,167,83,0,0,9,21,0,117,129,0,0,28,89,0,243,97,49,20,66,473,7,711,1349,644,119,352,3159,17,5640
51101,5,11,0,5,4,0,22,0,5,0,8,7,0,22,8,75,30,41,26,0,180,32,27,14,56,21,7,160,41,27,4,55,18,0,150,97,49,4,103,30,0,285,151,10,6,162,20,0,351,146,0,0,116,15,0,282,25,0,0,13,7,0,50,4,0,0,4,0,0,15,0,0,0,0,7,0,3,0,0,0,0,0,0,0,0,0,0,0,4,0,4,4,0,0,10,3,0,16,13,13,4,54,97,7,184,543,215,58,641,246,23,1721
51102,0,14,25,4,41,0,85,0,26,13,5,35,0,83,3,79,12,28,61,0,185,21,64,31,23,75,8,228,17,29,4,36,46,0,136,36,52,18,50,98,4,254,45,28,9,52,89,0,225,59,13,9,55,83,0,207,47,0,0,29,35,0,119,31,0,0,10,13,0,52,13,0,0,12,6,0,27,6,0,0,6,9,0,20,6,0,0,5,3,0,9,26,0,0,54,73,0,156,16,26,33,70,177,7,328,332,343,150,419,847,14,2113
51103,0,155,51,10,83,6,310,5,80,29,11,18,4,146,55,155,56,48,84,9,402,95,99,25,94,102,5,419,101,81,9,92,71,0,349,243,121,11,141,92,3,613,585,59,8,180,82,0,910,657,19,0,188,43,0,908,273,9,0,51,5,0,339,124,3,0,21,10,0,159,30,0,0,3,0,0,34,7,0,0,5,4,0,18,0,0,0,0,0,0,0,3,0,0,6,9,0,21,50,53,18,70,203,19,415,2235,840,204,914,804,43,5038
51104,4,41,4,18,37,0,109,5,43,9,17,24,0,97,41,244,46,133,50,9,523,237,163,56,214,59,13,746,239,55,24,269,65,5,646,454,91,15,338,93,5,1004,719,75,29,371,99,0,1286,458,12,0,196,47,0,704,85,3,3,44,14,0,147,23,0,0,11,13,0,43,11,0,0,8,4,0,21,11,0,0,0,7,0,15,5,0,0,6,10,0,13,11,0,0,13,20,0,43,44,65,11,176,243,7,544,2336,789,195,1808,776,48,5953
59797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3
