SA3_CODE_2021,1_74_RE_agent,1_74_StateTeHAuthority,1_74_Com_house_prov,1_74_Person_not_same_hh,1_74_Oth_type,1_74_Not_stated,1_74_Total,75_99_RE_agent,75_99_StateTeHAuthority,75_99_Com_house_prov,75_99_Person_not_same_hh,75_99_Oth_type,75_99_Not_stated,75_99_Total,100_149_RE_agent,100_149_StateTeHAuthority,100_149_Com_house_prov,100_149_Person_not_same_hh,100_149_Oth_type,100_149_Not_stated,100_149_Total,150_199_RE_agent,150_199_StateTeHAuthority,150_199_Com_house_prov,150_199_Person_not_same_hh,150_199_Oth_type,150_199_Not_stated,150_199_Total,200_224_RE_agent,200_224_StateTeHAuthority,200_224_Com_house_prov,200_224_Person_not_same_hh,200_224_Oth_type,200_224_Not_stated,200_224_Total,225_274_RE_agent,225_274_StateTeHAuthority,225_274_Com_house_prov,225_274_Person_not_same_hh,225_274_Oth_type,225_274_Not_stated,225_274_Total,275_349_RE_agent,275_349_StateTeHAuthority,275_349_Com_house_prov,275_349_Person_not_same_hh,275_349_Oth_type,275_349_Not_stated,275_349_Total,350_449_RE_agent,350_449_StateTeHAuthority,350_449_Com_house_prov,350_449_Person_not_same_hh,350_449_Oth_type,350_449_Not_stated,350_449_Total,450_549_RE_agent,450_549_StateTeHAuthority,450_549_Com_house_prov,450_549_Person_not_same_hh,450_549_Oth_type,450_549_Not_stated,450_549_Total,550_649_RE_agent,550_649_StateTeHAuthority,550_649_Com_house_prov,550_649_Person_not_same_hh,550_649_Oth_type,550_649_Not_stated,550_649_Total,650_749_RE_agent,650_749_StateTeHAuthority,650_749_Com_house_prov,650_749_Person_not_same_hh,650_749_Oth_type,650_749_Not_stated,650_749_Total,750_849_RE_agent,750_849_StateTeHAuthority,750_849_Com_house_prov,750_849_Person_not_same_hh,750_849_Oth_type,750_849_Not_stated,750_849_Total,850_949_RE_agent,850_949_StateTeHAuthority,850_949_Com_house_prov,850_949_Person_not_same_hh,850_949_Oth_type,850_949_Not_stated,850_949_Total,950oveRE_agent,950oveStateTeHAuthority,950oveCom_house_prov,950ovePerson_not_same_hh,950oveOth_type,950oveNot_stated,950oveTotal,Rent_NS_RE_agent,Rent_NS_StateTeRent_Hauth,Rent_NS_Com_house_prov,Rent_NS_Person_not_same_hh,Rent_NS_Oth_type,Rent_NS_Not_stated,Rent_NS_Total,Total_RE_agent,Total_StateTer_HAuthority,Total_Com_house_prov,Total_Person_not_same_hh,Total_Oth_type,Total_NS,Total_Total
50101,4,18,0,20,10,0,52,0,15,0,14,7,0,31,0,212,23,54,41,0,325,20,130,37,65,34,4,296,38,35,9,112,31,0,228,56,68,12,143,43,0,327,329,53,7,326,63,0,786,1031,25,0,579,49,4,1676,575,0,0,192,14,4,789,137,0,0,64,6,0,205,29,0,0,14,34,0,80,11,0,0,10,10,0,27,8,0,0,9,3,0,16,17,0,0,58,24,0,99,44,31,5,138,67,11,295,2289,582,105,1790,432,26,5226
50102,9,25,0,20,9,0,57,3,59,14,15,12,0,100,31,421,45,108,27,8,641,74,260,140,165,59,10,706,179,119,54,266,56,4,675,613,137,35,510,89,13,1395,1602,67,25,965,96,9,2761,1874,20,25,620,77,12,2635,378,0,0,90,11,0,489,71,0,0,33,6,0,113,16,0,0,10,5,0,28,5,3,0,6,0,0,19,0,0,0,9,0,0,8,11,0,0,4,12,0,24,93,79,26,134,122,30,479,4965,1198,370,2949,588,72,10134
50103,5,7,3,18,20,0,58,0,8,0,4,0,0,20,19,80,3,51,9,4,165,65,45,48,90,28,4,280,72,18,11,72,20,0,194,113,31,7,111,27,0,286,242,27,5,156,17,0,445,161,3,0,60,3,0,229,21,0,0,6,5,0,38,4,0,0,6,0,0,7,0,0,0,4,0,0,6,0,0,0,3,0,0,0,0,0,0,6,0,0,6,0,0,0,10,3,0,18,10,22,3,54,44,6,133,698,242,78,650,196,12,1875
50201,12,22,6,21,4,0,65,0,35,5,9,11,0,57,20,243,72,98,21,11,457,154,214,134,163,38,4,706,184,82,47,240,33,8,595,797,77,53,524,57,7,1516,2041,25,32,881,78,14,3071,1859,17,40,589,74,13,2601,494,3,5,133,14,3,649,115,0,0,33,4,3,155,34,0,0,7,0,0,43,12,0,0,9,3,0,21,3,0,0,0,0,0,3,8,0,0,12,6,0,21,84,57,34,143,39,29,381,5811,776,420,2858,394,81,10345
50301,9,21,4,4,0,0,36,0,25,5,0,0,0,34,6,169,9,32,12,0,234,29,57,28,51,7,5,178,83,12,7,54,3,3,166,279,28,14,104,92,0,520,501,18,9,194,69,3,789,711,13,15,261,30,0,1032,652,8,13,226,19,3,924,463,0,0,132,10,0,612,355,0,0,101,3,5,465,292,0,0,62,5,0,367,227,0,0,49,0,0,274,612,0,0,127,4,0,749,59,23,4,87,34,9,209,4292,380,113,1486,301,21,6589
50302,14,73,3,13,0,3,109,0,112,20,17,0,0,147,36,679,39,113,12,6,889,156,185,161,184,30,0,717,405,42,31,228,19,0,729,1460,78,52,477,82,7,2144,2391,42,32,769,75,8,3315,4614,22,19,1130,89,13,5891,3145,0,6,717,44,4,3924,1470,3,5,321,22,0,1821,705,0,6,163,14,0,888,378,0,0,94,4,0,485,218,4,0,49,4,4,274,267,0,0,91,9,4,375,188,70,24,179,74,35,564,15459,1319,381,4542,480,90,22269
50401,7,33,4,20,3,0,73,0,59,10,6,0,0,87,29,447,36,84,7,9,605,82,184,51,122,17,0,455,221,74,14,201,20,3,538,648,102,29,363,48,0,1189,1507,70,25,748,79,0,2421,2265,28,13,796,77,10,3187,968,6,0,267,20,4,1265,218,0,0,62,4,0,286,59,0,0,18,3,0,79,24,0,0,9,3,0,42,8,0,0,6,0,0,12,13,0,0,11,4,0,32,71,80,23,135,33,21,359,6118,1080,199,2847,313,53,10620
50402,3,12,5,6,0,0,28,0,16,0,8,0,0,27,0,122,8,27,3,0,163,9,53,17,38,8,0,122,17,18,0,38,3,0,76,59,16,0,82,7,0,166,232,20,4,188,7,0,456,334,5,19,188,31,8,586,144,0,3,58,4,0,215,54,0,0,17,0,0,73,17,0,0,0,0,0,18,4,0,0,0,0,0,6,0,0,0,0,0,0,3,4,0,0,0,0,0,4,18,20,7,53,11,9,121,892,289,59,715,79,24,2056
50403,3,38,8,11,5,0,70,4,60,0,6,0,0,73,20,400,25,80,19,0,547,92,228,62,113,7,3,502,89,90,14,117,16,0,329,460,149,34,293,68,0,1004,1927,121,33,854,82,11,3035,2602,53,21,976,111,10,3768,824,7,3,224,28,0,1085,160,0,0,50,9,0,216,45,0,0,18,6,0,68,21,3,0,8,0,0,35,8,0,0,3,0,0,3,13,0,0,9,12,0,32,102,85,30,148,68,31,454,6371,1234,231,2908,434,67,11242
50501,4,9,4,16,0,0,32,0,15,3,9,0,0,24,11,120,6,71,3,0,218,41,69,31,104,7,3,251,32,29,17,101,11,0,174,89,43,13,189,17,0,345,693,30,17,512,32,8,1294,2248,15,8,1063,52,14,3393,1364,0,0,432,22,0,1822,644,0,0,152,9,0,812,286,5,0,73,3,0,359,163,0,0,28,3,0,198,65,0,0,15,0,0,83,74,0,0,14,9,0,100,84,30,7,136,24,21,295,5805,357,103,2909,191,49,9409
50502,11,126,8,22,3,0,180,4,232,14,21,0,0,273,49,1302,74,181,27,12,1650,156,492,190,274,37,14,1166,284,202,56,305,37,8,889,1230,220,54,595,116,5,2223,4131,154,39,1742,267,26,6355,5243,71,37,1945,232,32,7561,2219,13,7,669,48,8,2957,924,0,0,244,22,0,1197,511,5,0,114,3,0,640,260,0,0,63,10,0,330,129,0,0,32,8,0,165,163,5,0,31,11,0,206,226,170,34,275,75,64,852,15542,3001,522,6520,892,179,26660
50503,9,27,4,21,4,0,71,0,64,3,13,7,0,83,14,392,26,86,36,4,557,56,234,70,132,37,0,535,62,114,25,145,33,0,381,395,212,66,322,56,8,1057,2328,176,45,1119,123,11,3802,4112,66,15,1497,138,14,5832,1668,12,0,419,35,0,2145,388,0,0,92,4,0,494,101,3,6,32,5,0,137,24,3,3,20,3,0,43,15,0,0,4,0,0,17,20,0,0,11,3,0,35,147,70,16,184,65,33,526,9337,1359,285,4103,556,77,15719
50601,0,25,8,9,6,4,43,0,27,9,8,0,0,42,22,197,26,42,7,0,300,68,116,71,90,37,8,383,187,68,6,131,25,0,422,651,80,19,304,29,3,1086,1363,43,9,579,61,6,2069,1341,5,16,441,57,5,1863,466,3,5,137,18,0,622,87,0,0,17,3,0,113,8,0,0,9,3,0,24,6,0,0,0,0,0,11,0,4,0,0,0,0,6,5,0,0,7,0,0,13,76,40,11,91,27,19,263,4284,618,170,1859,278,43,7248
50602,9,76,4,15,0,0,108,3,118,3,15,0,0,145,41,680,50,91,10,4,878,92,214,89,138,13,4,556,278,109,23,151,14,0,568,761,120,20,284,30,0,1220,2048,83,13,736,84,15,2979,3422,43,19,881,92,10,4468,1382,11,0,277,19,3,1699,419,0,0,95,7,0,518,150,0,0,31,0,0,186,49,0,0,12,3,0,68,19,0,0,10,6,0,32,22,0,0,19,9,0,53,118,84,11,147,44,42,451,8824,1545,242,2908,329,90,13931
