SA3_CODE_2021,M_15_19_Mgrs,M_15_19_Profnls,M_15_19_Techs_trades_workers,M_15_19_Comm_psnl_serv_wrkrs,M_15_19_Cler_admin_wrkrs,M_15_19_Sales_wrkrs,M_15_19_Mach_oper_dvrs,M_15_19_Labrs,M_15_19_Inad_desc_Ns,M_15_19_Tot,M_20_24_Mgrs,M_20_24_Profnls,M_20_24_Techs_trades_wrkrs,M_20_24_Comm_psnl_serv_wrkrs,M_20_24_Cler_admin_wrkrs,M_20_24_Sales_wrkrs,M_20_24_Mach_oper_dvrs,M_20_24_Labrs,M_20_24_Inad_desc_Ns,M_20_24_Tot,M_25_34_Mgrs,M_25_34_Profnls,M_25_34_Techs_trades_wrkrs,M_25_34_Comm_psnl_serv_wrkrs,M_25_34_Cler_admin_wrkrs,M_25_34_Sales_wrkrs,M_25_34_Mach_oper_dvrs,M_25_34_Labrs,M_25_34_Inad_desc_Ns,M_25_34_Tot,M_35_44_Mgrs,M_35_44_Profnls,M_35_44_Techs_trades_wrkrs,M_35_44_Comm_psnl_serv_wrkrs,M_35_44_Cler_admin_wrkrs,M_35_44_Sales_wrkrs,M_35_44_Mach_oper_dvrs,M_35_44_Labrs,M_35_44_Inad_desc_Ns,M_35_44_Tot,M_45_54_Mgrs,M_45_54_Profnls,M_45_54_Techs_trades_wrkrs,M_45_54_Comm_psnl_serv_wrkrs,M_45_54_Cler_admin_wrkrs,M_45_54_Sales_wrkrs,M_45_54_Mach_oper_dvrs,M_45_54_Labrs,M_45_54_Inad_desc_Ns,M_45_54_Tot,M_55_64_Mgrs,M_55_64_Profnls,M_55_64_Techs_trades_wrkrs,M_55_64_Comm_psnl_serv_wrkrs,M_55_64_Cler_admin_wrkrs,M_55_64_Sales_wrkrs,M_55_64_Mach_oper_dvrs,M_55_64_Labrs,M_55_64_Inad_desc_Ns,M_55_64_Tot,M_65_74_Mgrs,M_65_74_Profnls,M_65_74_Techs_trades_wrkrs,M_65_74_Comm_psnl_serv_wrkrs,M_65_74_Cler_admin_wrkrs,M_65_74_Sales_wrkrs,M_65_74_Mach_oper_dvrs,M_65_74_Labrs,M_65_74_Inad_desc_Ns,M_65_74_Tot,M_75_84_Mgrs,M_75_84_Profnls,M_75_84_Techs_trades_wrkrs,M_75_84_Comm_psnl_serv_wrkrs,M_75_84_Cler_admin_wrkrs,M_75_84_Sales_wrkrs,M_75_84_Mach_oper_dvrs,M_75_84_Labrs,M_75_84_Inad_desc_Ns,M_75_84_Tot,M_85_yr_over_Mgrs,M_85_yr_over_Profnls,M_85ov_Techs_trades_wrkrs,M_85ov_Com_psnl_serv_wrkrs,M_85_yr_over_Cler_admin_wrkrs,M_85_yr_over_Sales_wrkrs,M_85_yr_over_Mach_oper_dvrs,M_85_yr_over_Labrs,M_85_yr_over_Inad_desc_Ns,M_85_yr_over_Tot,M_Tot_Mgrs,M_Tot_Profnls,M_Tot_Techs_trades_wrkrs,M_Tot_Comm_psnl_serv_wrkrs,M_Tot_Cler_admin_wrkrs,M_Tot_Sales_wrkrs,M_Tot_Mach_oper_dvrs,M_Tot_Labrs,M_Tot_Inad_desc_Ns,M_Tot_Tot,F_15_19_Mgrs,F_15_19_Profnls,F_15_19_Techs_trades_workers,F_15_19_Comm_psnl_serv_wrkrs,F_15_19_Cler_admin_wrkrs,F_15_19_Sales_wrkrs,F_15_19_Mach_oper_dvrs,F_15_19_Labrs,F_15_19_Inad_desc_Ns,F_15_19_Tot,F_20_24_Mgrs,F_20_24_Profnls,F_20_24_Techs_trades_wrkrs,F_20_24_Comm_psnl_serv_wrkrs,F_20_24_Cler_admin_wrkrs,F_20_24_Sales_wrkrs,F_20_24_Mach_oper_dvrs,F_20_24_Labrs,F_20_24_Inad_desc_Ns,F_20_24_Tot,F_25_34_Mgrs,F_25_34_Profnls,F_25_34_Techs_trades_wrkrs,F_25_34_Comm_psnl_serv_wrkrs,F_25_34_Cler_admin_wrkrs,F_25_34_Sales_wrkrs,F_25_34_Mach_oper_dvrs,F_25_34_Labrs,F_25_34_Inad_desc_Ns,F_25_34_Tot,F_35_44_Mgrs,F_35_44_Profnls,F_35_44_Techs_trades_wrkrs,F_35_44_Comm_psnl_serv_wrkrs,F_35_44_Cler_admin_wrkrs,F_35_44_Sales_wrkrs,F_35_44_Mach_oper_dvrs,F_35_44_Labrs,F_35_44_Inad_desc_Ns,F_35_44_Tot,F_45_54_Mgrs,F_45_54_Profnls,F_45_54_Techs_trades_wrkrs,F_45_54_Comm_psnl_serv_wrkrs,F_45_54_Cler_admin_wrkrs,F_45_54_Sales_wrkrs,F_45_54_Mach_oper_dvrs,F_45_54_Labrs,F_45_54_Inad_desc_Ns,F_45_54_Tot,F_55_64_Mgrs,F_55_64_Profnls,F_55_64_Techs_trades_wrkrs,F_55_64_Comm_psnl_serv_wrkrs,F_55_64_Cler_admin_wrkrs,F_55_64_Sales_wrkrs,F_55_64_Mach_oper_dvrs,F_55_64_Labrs,F_55_64_Inad_desc_Ns,F_55_64_Tot,F_65_74_Mgrs,F_65_74_Profnls,F_65_74_Techs_trades_wrkrs,F_65_74_Comm_psnl_serv_wrkrs,F_65_74_Cler_admin_wrkrs,F_65_74_Sales_wrkrs,F_65_74_Mach_oper_dvrs,F_65_74_Labrs,F_65_74_Inad_desc_Ns,F_65_74_Tot,F_75_84_Mgrs,F_75_84_Profnls,F_75_84_Techs_trades_wrkrs,F_75_84_Comm_psnl_serv_wrkrs,F_75_84_Cler_admin_wrkrs,F_75_84_Sales_wrkrs,F_75_84_Mach_oper_dvrs,F_75_84_Labrs,F_75_84_Inad_desc_Ns,F_75_84_Tot,F_85_yr_over_Mgrs,F_85_yr_over_Profnls,F_85_yr_over_Techs_tra_wrkrs,F_85ov_Com_psnl_serv_wrkrs,F_85ov_Cler_admin_wrkrs,F_85_yr_over_Sales_wrkrs,F_85_yr_over_Mach_oper_dvrs,F_85_yr_over_Labrs,F_85_yr_over_Inad_desc_Ns,F_85_yr_over_Tot,F_Tot_Mgrs,F_Tot_Profnls,F_Tot_Techs_trades_wrkrs,F_Tot_Comm_psnl_serv_wrkrs,F_Tot_Cler_admin_wrkrs,F_Tot_Sales_wrkrs,F_Tot_Mach_oper_dvrs,F_Tot_Labrs,F_Tot_Inad_desc_Ns,F_Tot_Tot
50502,22,57,310,320,60,596,136,694,29,2216,174,675,904,605,281,558,356,716,90,4358,1334,3644,3073,1088,785,715,1181,1212,273,13301,2463,3775,2511,723,726,550,1016,961,248,12972,2340,2709,1797,498,654,460,804,783,159,10202,1512,1770,1417,355,504,380,713,660,89,7397,431,665,358,100,171,145,242,252,59,2430,77,108,53,15,39,25,24,41,23,403,8,11,4,0,0,5,0,3,3,28,8353,13406,10419,3710,3211,3435,4477,5305,981,53302,25,53,64,646,149,1102,18,270,42,2366,183,861,273,1380,711,973,70,266,60,4781,1266,5159,809,2249,2065,862,187,683,233,13526,1620,4525,558,1643,2183,638,125,610,174,12080,1325,3185,407,1396,2252,662,121,575,120,10030,744,1944,326,994,1829,558,101,539,77,7110,174,466,81,247,613,201,26,179,27,2012,23,43,10,10,52,21,4,21,18,194,0,7,0,0,5,0,0,0,0,14,5358,16238,2520,8561,9859,5022,653,3141,754,52102
50503,43,34,596,280,64,691,241,1053,60,3066,175,344,1429,539,236,615,521,932,109,4897,1001,1455,3625,778,608,586,1305,1390,255,11005,1836,2081,3510,697,731,461,1500,1181,259,12254,1892,1650,3032,667,668,451,1494,1036,208,11097,1095,922,1962,427,490,294,1206,878,114,7395,251,226,376,96,126,110,300,276,19,1782,24,22,29,6,25,25,28,27,10,199,0,3,0,0,4,3,0,0,4,13,6308,6738,14565,3494,2957,3242,6597,6779,1042,51726,41,73,121,851,192,1543,48,430,47,3342,221,580,293,1455,783,1006,82,341,69,4831,1008,2629,724,2231,2180,949,205,576,182,10678,1191,3049,724,2136,2641,849,191,733,177,11685,1066,2314,594,2070,2688,942,217,1025,165,11076,580,1125,320,1305,1794,666,117,700,70,6675,90,216,61,230,397,104,28,155,22,1301,3,15,4,10,20,0,6,7,10,75,5,0,0,0,0,0,0,0,0,3,4196,9992,2837,10286,10703,6051,895,3954,739,49671
50601,18,15,239,63,17,241,107,404,26,1117,65,130,573,143,83,205,269,386,36,1898,457,740,1598,315,307,272,846,582,132,5240,870,1230,1573,339,441,225,1002,510,120,6307,618,644,1057,279,269,144,751,387,87,4234,438,401,698,191,213,107,686,323,58,3104,118,106,174,48,62,46,152,92,12,799,28,19,23,4,0,4,5,20,3,111,0,0,0,0,0,0,0,0,0,3,2604,3287,5929,1372,1393,1246,3815,2704,468,22808,10,23,47,254,81,554,26,173,25,1182,84,188,151,479,310,340,75,147,30,1818,411,1269,358,945,1006,389,137,299,83,4896,477,1539,323,1037,1098,393,142,362,83,5449,330,836,188,779,913,286,105,378,50,3875,195,502,125,518,727,264,71,275,27,2714,56,105,28,122,147,70,14,69,14,627,5,11,0,4,11,4,0,3,3,44,0,0,0,0,0,0,0,0,4,9,1570,4473,1224,4138,4291,2300,571,1705,326,20601
50602,9,21,113,86,14,172,39,225,14,707,78,282,496,287,129,228,205,319,41,2058,589,1791,1433,491,423,305,662,622,127,6449,827,1470,1103,267,322,185,498,369,104,5145,684,841,714,187,257,131,495,250,64,3632,466,494,527,144,232,118,415,245,48,2696,134,165,141,39,48,43,132,84,9,788,8,24,12,4,4,6,10,11,0,85,0,0,0,0,0,0,0,0,3,8,2797,5087,4543,1512,1436,1197,2459,2129,421,21576,14,21,19,210,61,323,10,95,12,772,101,346,133,611,354,351,46,143,19,2103,522,2078,431,971,908,354,118,325,94,5794,546,1513,229,607,766,213,82,246,69,4269,450,865,156,494,745,184,75,230,40,3222,275,517,101,320,645,173,56,194,33,2317,77,139,19,98,163,53,15,54,6,627,5,11,0,4,19,3,0,6,4,45,0,0,0,0,0,0,0,0,0,0,1986,5488,1092,3312,3651,1659,394,1297,275,19152
50603,17,35,149,163,42,280,99,378,25,1188,94,396,587,438,158,376,337,517,79,2991,431,1599,1253,497,424,329,885,740,159,6312,824,1690,1143,323,422,198,582,466,113,5766,801,1240,1012,249,329,174,513,371,74,4744,603,719,664,179,256,118,437,320,64,3359,170,274,226,44,81,60,110,112,16,1089,27,37,20,4,6,6,10,21,8,133,0,0,0,0,3,0,0,0,5,7,2963,5988,5053,1897,1717,1539,2988,2919,531,25596,15,52,36,378,83,565,23,163,18,1335,75,474,155,808,300,537,41,206,49,2649,358,1793,348,997,698,388,89,469,79,5225,478,1826,336,851,924,240,91,371,75,5190,433,1324,208,730,909,241,80,346,64,4336,289,789,158,472,826,225,65,275,24,3123,57,190,39,117,232,58,10,74,11,780,6,17,0,10,20,0,0,15,3,70,0,0,0,0,0,0,0,0,6,6,1721,6455,1284,4354,3993,2264,405,1916,325,22715
50604,21,35,290,118,36,366,178,548,24,1613,87,236,809,286,151,355,434,618,87,3065,447,956,1744,383,399,355,1134,873,160,6451,904,1534,2107,454,553,265,1266,692,168,7943,786,927,1748,340,408,224,1052,654,134,6279,529,550,1016,218,316,161,984,487,92,4363,136,177,253,66,114,68,238,203,24,1273,17,19,13,11,9,10,13,19,6,104,3,0,0,0,0,0,0,0,0,6,2928,4428,7981,1877,1979,1804,5299,4094,700,31092,24,30,52,322,84,756,36,226,35,1564,106,347,184,713,414,552,78,227,52,2663,364,1373,418,1217,1028,492,130,437,98,5557,535,1659,385,1281,1303,437,141,577,76,6398,494,1053,287,1040,1306,421,152,685,73,5510,261,607,177,662,981,344,109,458,51,3657,56,141,40,132,259,79,34,105,12,839,3,12,3,11,16,0,0,9,7,66,0,0,0,0,0,0,0,0,0,4,1838,5211,1540,5377,5398,3088,679,2723,400,26250
50605,10,9,181,75,19,187,83,276,11,848,38,86,419,113,64,133,162,238,14,1272,205,365,937,140,134,104,327,260,66,2539,586,593,904,149,194,114,454,199,59,3249,620,547,798,147,201,94,498,216,61,3179,494,395,583,114,183,68,521,193,41,2584,167,179,164,30,58,37,137,68,13,856,26,22,17,5,7,9,8,16,7,111,6,4,0,0,0,0,0,0,7,14,2146,2200,4000,765,862,746,2193,1464,269,14650,15,12,43,238,69,355,16,128,13,891,32,126,89,331,205,219,36,78,24,1137,213,670,163,396,559,172,67,94,41,2379,313,925,180,439,759,196,71,152,48,3077,345,767,153,474,797,219,79,206,45,3086,227,467,115,385,669,211,49,157,28,2309,72,139,27,82,180,53,20,55,10,648,8,9,0,11,17,0,0,5,4,53,0,0,0,0,0,0,0,0,0,6,1223,3124,770,2351,3256,1434,340,874,209,13587
50606,3,0,133,27,13,74,34,169,20,471,29,30,287,36,27,48,77,119,13,669,145,139,731,87,80,72,316,190,51,1802,273,222,569,91,118,75,370,151,42,1903,252,163,434,72,82,39,344,133,39,1555,217,104,300,59,65,38,262,106,31,1188,65,22,67,12,12,17,69,39,7,313,18,5,0,0,0,3,5,3,4,43,0,0,0,0,0,0,0,0,0,4,994,689,2526,386,398,361,1485,914,205,7958,10,10,25,143,41,224,25,87,13,573,23,68,72,202,91,104,21,52,4,634,149,377,156,371,443,149,61,93,29,1841,179,357,116,331,405,120,63,125,38,1741,162,281,94,265,417,138,42,105,25,1527,111,143,55,152,306,96,37,80,13,993,23,47,13,28,66,14,6,22,4,219,0,0,0,0,4,0,0,0,4,18,0,0,0,0,0,0,0,0,0,3,657,1290,532,1493,1771,850,261,573,122,7546
50607,10,23,61,96,22,142,40,147,4,543,61,241,205,251,80,150,102,173,27,1283,263,1102,416,182,162,132,157,162,48,2624,564,1006,306,84,151,91,91,89,36,2420,630,733,230,77,120,79,78,77,37,2069,481,597,202,55,115,72,103,78,24,1716,166,282,71,15,53,57,44,44,19,747,31,51,11,6,5,5,0,8,8,129,0,3,0,0,4,0,0,0,3,9,2206,4043,1499,761,716,735,616,776,203,11548,12,23,8,196,24,218,6,63,7,560,52,334,53,386,211,210,18,45,14,1320,243,1294,106,317,378,135,19,103,43,2633,316,1068,104,222,346,79,12,52,27,2231,347,832,88,220,417,113,26,51,20,2113,225,610,49,178,434,107,6,65,27,1696,71,200,12,49,154,54,0,15,12,569,6,17,0,7,26,5,0,10,3,64,0,0,0,0,0,0,0,0,0,7,1264,4380,425,1585,1987,919,83,408,144,11202
50701,24,13,286,175,28,336,127,528,20,1540,92,253,780,294,145,347,291,450,34,2689,674,1593,2085,487,415,290,640,650,154,6974,1290,1767,2043,363,431,250,709,508,158,7517,1123,1158,1610,267,371,238,767,505,142,6180,715,674,1103,186,297,198,651,444,66,4335,172,218,262,60,91,70,164,129,30,1200,33,12,9,4,3,9,5,21,4,105,0,0,0,0,0,0,0,0,0,4,4119,5692,8182,1834,1776,1738,3363,3232,605,30548,24,44,83,407,114,737,26,235,24,1685,143,446,183,850,442,513,56,180,30,2837,641,2519,491,1062,1340,471,114,234,112,6981,818,2379,390,1062,1487,383,88,338,98,7043,658,1475,338,1014,1488,431,100,447,77,6030,357,763,210,698,1140,342,88,405,49,4048,76,179,41,126,232,102,19,102,15,882,6,4,9,6,24,13,0,8,0,66,0,0,0,0,0,0,0,0,0,4,2715,7809,1733,5226,6264,2979,488,1954,402,29573
50702,12,7,64,82,7,95,22,119,0,409,31,106,146,194,41,100,52,109,9,778,236,732,425,195,84,76,74,147,38,2009,482,815,378,137,100,53,86,104,36,2197,545,746,301,90,99,65,87,106,28,2066,485,580,286,68,103,56,129,114,32,1856,122,249,84,23,33,40,40,41,17,651,19,45,8,4,9,5,0,8,6,110,0,5,0,0,0,0,0,0,0,7,1935,3280,1684,797,477,498,496,755,171,10090,3,20,12,205,18,177,3,66,0,511,33,157,44,343,112,134,11,44,12,880,263,984,141,324,237,88,21,54,31,2140,352,1047,94,201,255,85,19,51,24,2129,323,1011,85,226,363,106,19,51,18,2201,256,789,75,202,346,108,22,49,16,1865,47,251,18,43,113,38,4,24,6,543,7,18,0,6,8,4,0,3,0,48,0,0,0,0,0,0,0,0,0,6,1295,4266,465,1549,1448,743,92,346,107,10311
50703,5,8,112,30,9,154,48,188,12,563,33,59,343,80,41,88,134,210,19,998,187,336,818,181,158,131,493,330,45,2661,304,486,826,182,199,91,512,247,59,2913,209,223,641,124,119,66,448,234,41,2101,119,125,342,67,79,50,325,152,26,1275,42,28,60,15,15,11,63,48,8,282,3,9,0,0,9,0,7,5,0,28,0,0,0,0,4,0,0,0,0,4,896,1264,3130,674,625,591,2022,1410,205,10827,10,14,31,91,31,257,8,93,7,544,49,97,82,293,132,170,27,94,19,958,214,595,175,543,482,251,84,198,38,2578,213,588,142,525,541,202,68,247,27,2554,162,338,96,402,407,177,62,263,19,1916,73,161,49,218,301,102,39,151,17,1111,14,29,8,42,61,18,9,29,5,211,0,0,0,0,0,0,0,4,0,13,0,0,0,0,0,0,0,0,0,0,732,1830,577,2108,1957,1174,292,1081,140,9894
50704,21,46,214,238,27,394,133,494,28,1587,104,403,491,333,170,332,185,326,33,2367,497,1622,874,326,306,245,232,291,75,4471,1334,2040,880,203,332,207,248,214,88,5541,1603,1807,864,237,348,208,271,236,91,5662,1165,1334,676,173,335,189,267,264,71,4469,396,552,224,59,127,104,128,110,25,1727,59,101,15,4,18,16,18,22,12,264,3,8,0,0,0,0,0,0,4,22,5186,7911,4237,1559,1666,1692,1485,1956,413,26105,18,62,56,503,118,768,15,203,16,1753,99,527,128,672,394,488,29,119,31,2484,429,2230,243,529,649,239,30,125,50,4521,731,2540,228,553,1101,224,42,134,78,5622,800,2130,215,667,1359,355,46,148,64,5783,538,1449,151,488,1224,310,48,180,53,4442,100,418,41,126,407,111,15,70,12,1293,11,22,0,15,29,14,0,6,14,115,0,0,0,0,3,0,0,0,5,5,2723,9387,1054,3544,5287,2509,220,978,323,26020
50705,19,25,431,144,25,472,165,703,47,2035,93,143,1045,317,86,284,323,566,65,2916,542,604,2482,542,293,248,990,859,161,6721,957,856,2193,460,323,193,976,676,138,6766,996,783,1948,446,344,189,1123,583,161,6566,672,608,1355,327,294,158,1022,494,88,5021,144,160,189,63,67,54,209,133,26,1057,6,23,14,4,7,0,13,11,7,87,0,0,0,0,0,0,0,0,8,9,3435,3200,9662,2296,1445,1598,4813,4026,695,31172,29,37,98,553,85,955,32,329,35,2151,140,307,226,815,362,551,83,217,43,2748,523,1365,549,1355,1228,567,141,353,88,6167,629,1578,394,1468,1328,551,150,468,92,6653,682,1335,354,1450,1401,615,152,571,87,6638,335,800,197,930,1095,421,120,410,59,4364,57,120,37,151,204,84,21,96,14,779,0,9,0,4,12,4,0,9,4,47,0,0,0,0,0,0,0,3,6,5,2400,5557,1850,6720,5714,3741,699,2448,424,29550
50901,20,13,238,71,14,175,37,352,22,943,68,52,365,65,14,73,98,277,15,1027,329,261,751,119,41,114,247,459,37,2361,577,323,610,141,86,102,260,419,48,2565,716,395,591,209,85,114,386,390,50,2936,752,386,510,185,103,136,446,405,56,2969,438,141,162,44,42,48,141,160,20,1198,122,22,17,4,5,13,12,30,10,234,22,0,0,0,0,0,0,7,5,33,3040,1591,3239,834,388,776,1635,2499,266,14264,9,12,34,242,49,330,7,140,23,842,40,107,70,242,115,132,21,121,10,868,189,580,148,384,359,208,33,210,32,2140,353,669,130,458,509,213,45,262,24,2673,485,683,158,551,556,274,42,294,45,3082,410,579,122,483,577,229,32,307,29,2773,226,150,38,99,172,58,17,84,17,866,40,14,0,5,15,10,0,13,10,111,6,0,0,0,0,0,0,0,0,3,1768,2792,709,2470,2353,1451,199,1425,185,13362
50902,31,9,175,19,8,101,52,187,20,603,69,32,312,27,15,58,119,234,11,890,398,162,656,72,51,69,312,430,31,2186,598,204,613,91,49,58,375,288,47,2323,779,210,629,116,74,65,580,294,62,2801,877,239,586,118,104,90,706,353,54,3119,477,98,163,25,40,51,226,140,31,1260,161,13,13,8,5,12,13,22,21,263,25,0,0,0,0,0,4,3,4,38,3423,960,3142,476,348,505,2391,1957,284,13485,6,5,32,127,33,201,14,143,17,581,40,82,52,142,121,110,32,97,9,687,166,392,99,272,339,112,72,269,25,1753,305,439,137,362,445,143,64,207,36,2136,441,407,160,439,554,205,86,285,22,2606,468,368,135,389,560,201,89,293,40,2549,196,118,26,107,148,53,30,83,20,789,67,11,3,7,16,4,0,15,8,133,9,0,0,0,0,0,0,0,0,8,1685,1824,653,1852,2220,1033,394,1404,187,11248
50903,12,0,53,13,3,17,20,68,4,194,40,22,108,11,5,16,53,94,5,350,175,69,233,34,14,16,141,167,14,865,322,65,223,33,11,28,145,115,12,960,390,85,225,30,20,31,203,131,17,1137,400,84,189,22,34,36,227,126,25,1146,257,31,47,8,12,19,69,63,6,521,99,0,5,7,3,3,8,13,8,139,15,0,0,0,0,0,0,3,3,20,1716,363,1089,153,105,171,869,778,101,5334,6,8,3,35,10,47,5,41,7,162,12,44,19,58,41,31,17,31,6,257,72,174,47,114,120,28,17,72,11,666,146,157,42,116,168,46,50,79,15,804,190,152,42,146,141,61,48,100,15,900,227,148,41,132,151,59,40,102,4,912,117,48,8,33,69,18,3,20,10,332,24,4,3,0,8,3,0,12,0,59,0,0,0,0,0,0,0,0,0,0,791,733,205,642,715,292,183,465,61,4093
51001,4,9,46,26,5,78,8,99,9,294,29,75,155,83,22,27,52,134,14,592,214,455,499,243,82,57,182,281,61,2078,374,429,495,225,81,47,200,205,60,2101,423,338,450,191,78,45,254,167,60,2004,430,303,331,169,87,73,237,155,30,1811,199,110,98,59,36,38,115,66,26,747,36,16,5,0,10,9,9,6,13,89,0,0,0,0,0,0,0,0,0,6,1707,1738,2082,985,393,378,1048,1115,264,9715,0,13,14,102,44,100,4,75,11,366,28,137,29,174,115,60,11,76,18,643,215,849,93,469,346,124,24,171,37,2327,318,691,71,343,405,101,12,102,44,2101,306,489,57,296,427,124,29,100,30,1858,294,486,65,257,421,148,31,102,18,1815,100,137,26,47,111,39,3,35,8,509,7,8,0,5,9,5,0,8,3,52,0,0,0,0,0,0,0,0,0,0,1275,2805,353,1696,1880,704,121,665,176,9679
51002,8,9,81,23,11,45,31,90,12,301,12,59,274,26,12,23,120,161,15,703,185,472,1509,92,67,47,712,372,53,3507,328,414,1535,71,109,30,873,283,78,3718,297,320,1060,66,90,26,980,191,54,3086,184,208,615,44,70,23,788,175,32,2143,48,40,85,13,8,11,123,33,4,362,5,0,0,0,0,0,3,4,0,18,0,0,0,0,0,0,0,0,0,0,1066,1527,5165,335,368,194,3625,1304,252,13841,5,7,31,52,25,69,11,32,6,240,18,82,68,61,82,44,91,89,17,562,143,461,221,221,328,103,275,215,43,1989,151,279,143,211,272,67,184,169,35,1502,140,179,91,131,184,69,207,140,8,1144,75,125,38,89,151,47,98,98,16,737,15,31,5,15,34,11,3,14,5,131,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,541,1159,604,777,1084,408,867,754,125,6319
51003,0,8,102,27,8,91,25,144,14,409,22,63,304,23,21,24,119,164,13,749,198,446,1363,115,84,34,527,415,63,3245,402,431,1504,100,138,26,777,288,84,3748,358,312,1138,83,117,26,759,277,86,3155,235,229,647,62,89,17,657,172,43,2154,53,65,87,10,10,3,112,32,6,382,8,4,3,0,0,0,3,0,0,24,0,0,0,0,0,0,0,0,0,0,1276,1546,5143,421,456,221,2993,1496,316,13871,0,5,31,62,35,116,14,52,8,322,25,98,53,106,89,47,48,89,16,572,168,509,187,259,375,111,158,226,18,2014,223,407,173,296,395,85,143,167,41,1934,177,252,99,217,282,104,161,167,19,1482,111,139,43,110,175,64,96,117,14,865,29,44,3,22,30,9,20,28,0,190,0,0,0,0,0,0,0,6,5,11,0,0,0,0,0,0,0,0,0,0,739,1460,593,1074,1389,539,647,843,123,7392
51101,10,0,70,11,4,45,25,72,9,246,20,16,128,5,5,20,63,62,10,323,110,79,280,21,14,38,163,132,18,863,178,74,223,27,26,29,161,103,25,852,247,93,225,25,27,31,197,108,22,964,194,84,173,16,23,27,219,100,32,873,75,24,32,0,12,7,64,27,13,251,35,6,0,0,0,0,0,4,3,55,0,0,0,0,0,0,0,0,0,7,870,382,1140,112,112,193,893,603,133,4433,0,0,15,43,18,76,6,44,4,205,11,39,19,61,41,41,24,31,10,275,63,159,39,85,141,57,34,59,10,650,97,148,34,93,150,69,19,67,9,696,147,121,41,124,184,57,26,78,12,790,112,96,34,96,128,49,27,94,16,639,43,28,8,20,31,7,4,23,0,168,10,3,0,3,3,3,7,4,0,30,0,0,0,0,0,0,0,0,0,0,483,595,185,531,698,361,140,401,62,3454
51102,4,3,41,9,4,33,7,37,6,130,8,17,72,24,7,22,15,40,3,208,74,114,251,69,23,27,63,116,19,752,172,119,209,54,22,24,78,73,11,755,199,111,172,40,36,24,98,97,23,808,216,116,164,65,35,29,138,94,15,873,117,36,41,12,14,10,35,38,10,305,18,3,5,0,0,0,0,3,3,39,0,0,0,0,0,0,0,0,0,3,806,516,955,269,136,168,429,490,97,3872,0,4,5,35,10,40,0,27,0,127,15,32,15,70,62,27,0,39,3,274,82,191,49,164,138,44,20,100,12,801,109,178,34,111,142,55,9,58,8,710,123,143,16,96,154,49,6,65,18,679,133,156,26,96,183,85,20,77,10,786,51,30,4,14,49,23,0,20,11,202,11,0,0,0,0,4,0,0,0,19,0,0,0,0,0,0,0,0,0,0,527,738,166,589,741,328,58,393,69,3600
51103,0,7,188,27,7,104,61,138,14,536,20,99,437,46,19,56,265,208,16,1157,161,497,1176,110,66,50,872,298,41,3271,355,365,1013,96,65,37,887,172,45,3039,368,304,899,108,68,47,870,133,57,2836,299,241,623,73,73,32,727,190,43,2303,73,60,130,19,20,6,189,41,13,555,9,12,3,3,5,0,8,4,4,49,0,0,0,0,0,0,0,0,0,0,1285,1582,4476,474,316,333,3872,1180,234,13749,5,6,41,98,47,173,25,76,12,495,18,158,90,135,162,87,93,70,14,825,125,569,166,298,399,141,203,148,22,2079,204,405,107,283,369,130,164,162,26,1847,196,309,126,246,406,130,186,190,25,1832,144,247,64,184,308,121,99,173,19,1361,43,34,7,27,79,26,13,48,13,290,3,6,0,0,5,0,0,5,3,25,0,0,0,0,0,0,0,0,0,0,750,1749,614,1287,1765,806,785,870,131,8750
51104,13,8,218,39,10,166,55,248,18,777,55,49,388,52,24,85,143,221,19,1041,256,346,928,144,76,120,451,377,51,2736,496,370,823,130,76,94,444,330,38,2801,593,380,704,166,98,100,660,314,67,3080,537,310,645,147,122,91,684,283,51,2873,277,113,151,46,32,29,183,94,25,951,87,16,15,4,4,5,11,20,7,178,8,0,0,0,0,0,0,7,0,15,2319,1597,3871,727,444,693,2625,1904,270,14447,4,14,46,245,35,321,16,112,15,811,33,133,72,252,147,135,39,89,18,919,156,598,126,402,393,172,68,150,22,2079,271,632,123,433,494,184,71,193,19,2417,335,643,122,480,574,231,94,250,37,2779,324,425,92,411,502,213,84,263,32,2346,126,114,28,95,154,44,15,82,13,665,30,10,0,0,14,9,0,11,12,89,4,0,0,0,0,0,0,0,3,5,1284,2558,609,2318,2312,1311,383,1162,170,12108
59797,0,0,0,0,0,0,0,3,0,3,0,6,15,9,0,0,0,20,0,54,5,42,103,8,0,0,18,64,0,237,18,80,204,10,11,0,52,105,9,494,27,92,175,10,18,0,60,66,10,451,21,53,90,6,5,0,32,29,8,234,5,8,10,0,0,0,4,7,0,32,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,76,290,596,37,33,6,168,289,18,1517,0,0,0,0,0,0,0,0,0,7,0,0,7,7,0,0,0,10,0,23,3,15,8,12,3,0,0,18,0,54,0,8,8,3,0,0,0,9,0,28,3,9,6,0,3,0,0,10,0,32,11,8,0,5,0,0,0,6,0,29,0,0,0,0,0,0,0,0,0,5,5,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,21,40,28,25,9,0,4,49,5,186
