SA3_CODE_2021,P_400_499_15_19_yr,P_400_499_20_24_yr,P_400_499_25_34_yr,P_400_499_35_44_yr,P_400_499_45_54_yr,P_400_499_55_64_yr,P_400_499_65_74_yr,P_400_499_75_84_yr,P_400_499_85_yr_over,P_400_499_Tot,P_500_649_15_19_yr,P_500_649_20_24_yr,P_500_649_25_34_yr,P_500_649_35_44_yr,P_500_649_45_54_yr,P_500_649_55_64_yr,P_500_649_65_74_yr,P_500_649_75_84_yr,P_500_649_85_yr_over,P_500_649_Tot,P_650_799_15_19_yr,P_650_799_20_24_yr,P_650_799_25_34_yr,P_650_799_35_44_yr,P_650_799_45_54_yr,P_650_799_55_64_yr,P_650_799_65_74_yr,P_650_799_75_84_yr,P_650_799_85_yr_over,P_650_799_Tot,P_800_999_15_19_yr,P_800_999_20_24_yr,P_800_999_25_34_yr,P_800_999_35_44_yr,P_800_999_45_54_yr,P_800_999_55_64_yr,P_800_999_65_74_yr,P_800_999_75_84_yr,P_800_999_85_yr_over,P_800_999_Tot,P_1000_1249_15_19_yr,P_1000_1249_20_24_yr,P_1000_1249_25_34_yr,P_1000_1249_35_44_yr,P_1000_1249_45_54_yr,P_1000_1249_55_64_yr,P_1000_1249_65_74_yr,P_1000_1249_75_84_yr,P_1000_1249_85_yr_over,P_1000_1249_Tot,P_1250_1499_15_19_yr,P_1250_1499_20_24_yr,P_1250_1499_25_34_yr,P_1250_1499_35_44_yr,P_1250_1499_45_54_yr,P_1250_1499_55_64_yr,P_1250_1499_65_74_yr,P_1250_1499_75_84_yr,P_1250_1499_85_yr_over,P_1250_1499_Tot,P_1500_1749_15_19_yr,P_1500_1749_20_24_yr,P_1500_1749_25_34_yr,P_1500_1749_35_44_yr,P_1500_1749_45_54_yr,P_1500_1749_55_64_yr,P_1500_1749_65_74_yr,P_1500_1749_75_84_yr,P_1500_1749_85_yr_over,P_1500_1749_Tot,P_1750_1999_15_19_yr,P_1750_1999_20_24_yr,P_1750_1999_25_34_yr,P_1750_1999_35_44_yr,P_1750_1999_45_54_yr,P_1750_1999_55_64_yr,P_1750_1999_65_74_yr,P_1750_1999_75_84_yr,P_1750_1999_85_yr_over,P_1750_1999_Tot,P_2000_2999_15_19_yr,P_2000_2999_20_24_yr,P_2000_2999_25_34_yr,P_2000_2999_35_44_yr,P_2000_2999_45_54_yr,P_2000_2999_55_64_yr,P_2000_2999_65_74_yr,P_2000_2999_75_84_yr,P_2000_2999_85_yr_over,P_2000_2999_Tot,P_3000_3499_15_19_yr,P_3000_3499_20_24_yr,P_3000_3499_25_34_yr,P_3000_3499_35_44_yr,P_3000_3499_45_54_yr,P_3000_3499_55_64_yr,P_3000_3499_65_74_yr,P_3000_3499_75_84_yr,P_3000_3499_85_yr_over,P_3000_3499_Tot,P_3500_more_15_19_yr,P_3500_more_20_24_yr,P_3500_more_25_34_yr,P_3500_more_35_44_yr,P_3500_more_45_54_yr,P_3500_more_55_64_yr,P_3500_more_65_74_yr,P_3500_more_75_84_yr,P_3500_more_85_yr_over,P_3500_more_Tot,P_Personal_inc_ns_15_19_yr,P_Personal_inc_ns_20_24_yr,P_Personal_inc_ns_25_34_yr,P_Personal_inc_ns_35_44_yr,P_Personal_inc_ns_45_54_yr,P_Personal_inc_ns_55_64_yr,P_Personal_inc_ns_65_74_yr,P_Personal_inc_ns_75_84_yr,P_Personal_inc_ns_85_yr_over,P_Personal_inc_ns_Tot,P_OS_vis_15_19_yr,P_OS_vis_20_24_yr,P_OS_vis_25_34_yr,P_OS_vis_35_44_yr,P_OS_vis_45_54_yr,P_OS_vis_55_64_yr,P_OS_vis_65_74_yr,P_OS_vis_75_84_yr,P_OS_vis_85_yr_over,P_OS_vis_Tot,P_Tot_15_19_yr,P_Tot_20_24_yr,P_Tot_25_34_yr,P_Tot_35_44_yr,P_Tot_45_54_yr,P_Tot_55_64_yr,P_Tot_65_74_yr,P_Tot_75_84_yr,P_Tot_85_yr_over,P_Tot_Tot
50101,189,127,271,349,343,516,1031,638,287,3762,189,220,384,523,524,611,910,531,160,4063,120,304,497,602,583,638,617,303,85,3747,73,308,657,709,711,657,512,201,62,3891,28,222,727,898,921,765,448,151,38,4204,8,111,559,648,647,558,266,77,25,2899,7,40,391,585,618,457,200,69,31,2400,0,20,257,436,558,334,107,33,7,1761,8,24,416,818,830,575,176,44,8,2910,0,4,79,207,230,141,44,11,4,717,0,3,74,272,343,248,148,42,13,1148,209,125,455,482,505,532,469,328,222,3323,3,15,65,34,14,20,9,4,0,160,3057,1865,5622,7589,7724,7526,7178,3585,1322,45456
50102,286,279,562,590,631,915,1804,1297,571,6946,417,492,806,869,826,882,1258,710,243,6504,290,624,902,905,978,821,880,466,134,6003,179,823,1240,1106,1128,992,622,268,63,6427,84,631,1422,1316,1365,1208,626,170,33,6860,27,351,1082,1074,1133,953,298,72,15,5012,19,229,905,1095,1080,904,244,68,26,4568,8,131,731,893,964,801,156,32,9,3726,0,156,1158,1792,1935,1401,253,34,16,6743,0,25,216,385,470,324,85,13,8,1519,12,13,172,434,543,389,122,36,11,1725,434,351,894,912,857,758,681,534,418,5842,11,7,35,16,13,16,14,7,0,122,6624,5137,12136,13339,13875,13569,11100,5826,2126,83728
50103,60,47,113,123,148,280,516,377,160,1821,96,66,154,176,232,296,383,196,48,1638,77,98,184,186,220,272,290,125,35,1485,30,134,233,280,301,348,228,83,24,1664,17,108,217,250,318,388,197,55,8,1557,0,65,159,185,222,266,91,22,0,1019,4,39,147,207,237,211,76,31,7,948,0,19,102,140,205,169,51,6,3,700,4,19,156,270,314,278,79,12,3,1132,0,4,29,55,61,53,14,8,0,220,0,0,25,71,89,73,43,11,0,322,131,71,169,217,285,284,291,194,65,1698,3,22,39,10,4,9,4,0,0,88,1211,858,2098,2587,3129,3943,3511,1769,495,19606
50201,278,423,541,576,628,975,2281,1928,721,8358,304,564,823,793,780,964,1732,1117,371,7447,175,573,783,831,760,822,1111,705,205,5969,104,600,938,892,963,865,767,382,117,5633,59,459,1088,1024,1153,1174,641,265,57,5917,29,277,820,737,914,864,355,130,27,4154,17,183,682,764,836,778,257,97,43,3658,10,97,528,644,818,624,164,44,5,2936,9,157,994,1489,1734,1311,284,47,13,6039,0,10,218,387,398,314,66,17,3,1411,4,16,165,401,612,443,151,57,27,1873,344,306,598,604,633,544,722,733,601,5095,4,3,19,15,12,16,21,4,5,100,5921,5056,10308,11171,12309,13280,13763,8737,3055,83597
50301,191,487,251,167,221,298,524,555,287,2976,132,514,405,254,304,315,554,489,255,3218,86,367,356,252,261,341,462,387,160,2678,49,300,438,313,365,409,557,386,148,2965,17,356,574,426,524,517,544,387,144,3497,7,220,619,420,468,494,456,233,101,3013,17,158,717,507,577,513,391,235,81,3187,4,70,565,488,529,458,327,169,62,2659,5,52,916,1166,1371,1084,600,300,99,5596,8,27,228,476,641,491,230,98,34,2231,9,17,319,1942,3203,2170,909,314,86,8969,217,218,368,353,323,341,380,395,366,2966,21,25,47,29,36,42,33,15,8,243,6091,5234,6786,7774,9875,8671,7307,4973,2262,58971
50302,176,641,732,432,414,574,1048,801,574,5386,176,876,1262,667,507,583,871,600,282,5831,95,787,1444,732,473,509,666,316,120,5137,68,780,2009,1037,688,618,643,276,121,6236,33,804,2739,1461,861,835,626,254,79,7689,21,523,2447,1263,844,738,456,140,31,6473,12,281,2437,1404,925,846,403,121,30,6454,0,140,1859,1299,893,721,265,66,13,5253,5,166,3244,3274,2357,1635,521,107,37,11350,4,18,783,1100,841,565,177,33,14,3535,4,23,808,2714,2421,1473,407,121,34,8007,226,654,1851,1283,984,831,744,534,407,7515,17,128,360,175,158,108,63,21,7,1040,4367,8215,24423,18834,13985,11914,9091,4578,2293,97703
50401,141,381,502,390,441,587,1273,1094,619,5425,134,575,696,589,580,606,901,546,223,4864,86,540,882,762,583,583,585,336,127,4488,67,588,1324,936,819,749,487,181,65,5219,43,525,1752,1269,1042,993,462,119,27,6237,9,325,1494,1162,933,745,272,58,17,5017,4,142,1356,1102,924,725,207,52,12,4527,0,63,895,954,808,507,151,21,4,3409,3,74,1502,2083,1604,959,252,29,0,6510,0,7,263,499,369,206,39,6,0,1397,3,9,226,642,559,304,70,19,5,1839,180,246,609,547,432,394,322,329,251,3298,0,7,23,19,16,31,30,5,0,140,3870,4925,13252,12575,10519,9452,7911,4539,1922,68970
50402,128,172,160,165,215,259,720,529,234,2580,124,207,226,245,293,352,562,314,90,2410,90,224,279,280,309,311,369,211,45,2117,63,278,383,351,428,442,337,142,32,2455,29,246,528,398,540,586,284,91,15,2719,13,136,431,395,489,483,158,43,7,2156,7,79,375,435,507,451,157,46,12,2068,4,43,267,340,445,335,96,20,0,1555,4,45,405,724,821,660,137,26,7,2830,0,6,81,189,214,160,45,9,3,711,5,10,85,249,347,231,55,17,3,997,156,298,842,774,554,364,255,202,157,3598,0,5,10,3,8,10,5,0,0,51,2599,2271,4750,5305,5949,5863,4744,2590,828,34902
50403,386,640,883,811,755,858,1585,1089,424,7439,436,890,1379,1191,1012,991,1045,579,183,7699,280,1054,1537,1433,1090,979,715,331,93,7506,196,1154,2403,1987,1726,1246,596,158,42,9523,104,1071,3095,2560,2184,1779,583,109,28,11516,44,576,2441,2340,1784,1333,361,60,11,8965,12,299,1894,1933,1618,1226,316,53,18,7366,9,128,1284,1515,1272,843,176,18,0,5248,4,149,1662,2521,2223,1431,254,38,9,8281,0,24,348,556,477,275,71,12,0,1772,4,24,225,543,664,343,105,33,7,1942,494,530,1231,1095,930,689,543,466,354,6347,5,54,41,21,18,71,52,12,4,295,9340,9160,21976,21720,18541,15765,10302,4962,1675,113447
50501,459,756,612,700,650,893,2185,1502,679,8430,437,922,812,892,979,1112,2078,1088,370,8685,265,918,1053,1052,1140,1296,1530,666,171,8103,169,1063,1319,1321,1427,1529,1274,440,136,8677,77,934,1973,1911,2053,2053,1224,292,72,10597,30,571,1803,1801,1875,1749,789,170,33,8825,15,298,1808,1982,2017,1679,628,132,31,8593,10,124,1254,1688,1760,1361,390,49,8,6642,6,94,1833,3745,3879,2762,569,69,20,12973,0,24,336,1041,1090,673,157,28,3,3353,0,18,332,1510,2099,1176,245,51,8,5443,283,293,596,658,674,549,526,505,404,4484,3,15,31,27,33,43,31,17,3,195,10284,8863,15912,20863,22085,20833,17363,7753,2856,126814
50502,390,973,1120,1016,995,1381,2706,2570,1455,12608,354,1248,1692,1476,1281,1373,2007,1474,594,11501,202,1225,2138,1627,1365,1281,1373,997,390,10599,139,1374,3188,2236,1887,1603,1254,655,232,12556,56,1215,4252,3047,2332,2046,1179,455,147,14726,37,777,3828,2653,2033,1595,793,251,71,12033,12,439,3341,2682,1990,1600,575,189,53,10887,0,168,2468,2164,1765,1174,361,96,24,8225,3,180,3659,4837,3704,2354,632,156,34,15557,3,27,644,1333,1100,630,166,51,13,3968,0,27,726,2360,2404,1205,371,110,29,7238,457,685,1847,1511,1110,864,839,861,806,8982,13,28,78,46,64,87,62,25,4,410,10279,11877,32770,30995,25471,21718,18067,11802,5422,168401
50503,572,983,1221,1103,1077,1131,2382,1728,610,10803,596,1401,1816,1644,1512,1339,1623,964,292,11193,396,1508,2038,2021,1718,1379,1068,601,226,10963,274,1718,3112,2560,2507,1730,755,275,89,13027,127,1385,3810,3282,3156,2305,760,188,39,15051,42,734,3067,3037,2612,1736,470,89,20,11804,22,389,2542,2738,2463,1523,354,63,31,10118,3,165,1645,2180,1985,1129,208,16,7,7354,3,184,2194,3836,3525,1887,268,35,11,11947,3,26,383,809,819,413,73,18,0,2541,0,5,321,920,1039,497,94,24,14,2918,650,654,1240,1205,1079,791,637,630,587,7472,10,25,81,50,24,63,55,18,3,334,13777,13050,27976,29833,27384,20779,14335,7601,2572,157309
50601,207,386,589,524,467,509,1196,705,229,4814,228,541,876,822,574,572,760,441,150,4950,162,584,1022,885,657,584,435,246,66,4640,115,741,1440,1332,945,766,382,120,26,5870,61,559,1858,1808,1219,961,334,67,21,6884,29,304,1513,1489,1014,694,235,33,9,5305,7,146,1202,1430,947,642,162,43,3,4584,3,86,692,1048,703,480,90,22,3,3118,9,79,1021,1884,1234,814,133,15,3,5187,0,15,146,395,285,165,28,3,0,1044,0,12,142,396,344,190,54,26,9,1169,327,319,731,705,570,435,339,310,212,3937,7,7,17,12,16,48,60,21,0,176,5366,5231,13733,15092,10657,9069,6932,3295,1023,70401
50602,153,402,524,379,326,468,972,670,364,4269,146,576,879,488,418,488,623,366,158,4138,104,614,1034,672,420,414,387,176,92,3922,68,740,1535,807,633,573,362,107,40,4855,49,656,2130,1232,861,795,328,73,18,6145,11,346,1692,1060,765,620,215,49,7,4766,13,209,1465,1063,718,590,173,24,11,4269,9,90,977,837,569,417,116,20,0,3040,5,130,1605,1888,1415,808,177,15,5,6040,0,19,296,514,396,212,49,4,0,1492,5,16,272,703,589,312,82,23,7,2003,214,464,1076,861,677,527,383,327,263,4790,3,24,53,29,38,54,34,10,0,241,3185,5764,15461,12093,9120,7963,5758,2877,1279,63503
50603,223,639,686,478,474,513,1152,1035,547,5760,201,847,1043,693,617,582,874,606,233,5697,126,804,1164,839,630,580,608,327,106,5185,102,794,1722,1167,972,773,533,252,89,6393,49,682,2069,1551,1120,939,515,123,33,7083,17,413,1563,1250,1007,783,297,75,21,5428,7,217,1262,1202,1003,726,222,59,23,4720,6,88,754,974,823,502,151,22,7,3321,0,82,1003,1847,1582,1015,250,26,9,5818,0,17,165,469,389,222,62,9,0,1337,0,13,156,557,634,427,88,24,11,1903,231,467,876,579,431,367,331,472,587,4330,4,22,54,35,40,78,73,25,12,330,6115,7969,15030,14020,11674,10036,8227,4809,2189,80070
50604,308,620,782,740,666,716,1609,1215,521,7184,333,806,1112,1122,887,801,1028,651,232,6973,200,889,1306,1256,1061,760,720,340,99,6636,148,990,1938,1755,1491,1067,561,179,77,8210,61,827,2322,2351,1899,1333,513,113,18,9429,22,403,1706,1848,1481,1077,309,54,11,6903,11,224,1273,1644,1309,904,216,43,20,5653,4,76,722,1217,1000,623,152,11,0,3809,6,88,920,1950,1613,943,170,16,5,5703,0,15,178,432,358,183,42,7,3,1223,4,15,102,424,377,211,54,12,0,1197,531,598,1459,1264,882,553,493,411,324,6520,5,17,36,31,37,67,75,18,6,294,7866,8334,17300,19460,15759,12658,10043,5093,1873,98372
50605,138,255,234,250,244,341,804,680,307,3246,153,309,363,375,344,400,750,489,145,3336,139,356,422,445,431,388,477,281,102,3042,71,416,640,605,628,562,377,206,76,3588,43,314,788,882,887,698,389,132,46,4176,13,173,703,744,709,629,260,70,15,3326,10,97,550,721,657,577,171,52,17,2839,4,43,402,565,582,416,146,24,3,2194,4,54,607,1161,1126,737,196,37,9,3923,0,3,145,268,255,150,57,11,3,896,3,5,114,318,410,299,79,32,13,1279,151,159,283,342,281,270,251,224,136,2103,4,9,14,3,5,7,7,6,7,51,3581,3102,6209,7749,7559,6904,5990,3516,1266,45883
50606,83,106,162,140,135,166,268,158,59,1278,121,148,285,230,170,156,197,121,25,1452,84,209,304,292,224,200,154,50,13,1538,58,215,465,353,295,236,128,40,6,1803,39,199,586,466,461,342,114,23,3,2226,9,116,488,460,365,251,75,6,0,1782,3,72,444,444,337,262,56,16,0,1641,0,51,302,368,272,169,46,7,0,1216,8,42,459,585,503,329,48,10,4,1985,0,12,86,149,124,82,11,5,0,467,0,5,65,135,162,108,17,5,0,502,105,91,254,290,255,200,132,85,34,1445,0,0,0,4,3,8,9,3,0,37,1951,1674,4662,4561,3865,3234,2080,927,252,23199
50607,113,304,200,135,138,185,513,382,195,2168,87,408,336,225,201,265,449,314,139,2429,59,323,361,206,216,248,362,221,73,2066,34,342,512,307,291,282,340,145,56,2307,22,315,712,479,345,420,346,120,32,2798,9,238,737,374,329,346,229,71,16,2345,4,120,705,488,392,378,198,48,16,2347,3,47,526,417,335,320,178,45,16,1875,3,41,831,976,897,655,273,70,16,3769,0,7,176,342,328,236,80,17,6,1193,4,12,209,751,889,567,202,68,20,2718,80,154,322,240,194,217,238,300,412,2151,3,13,43,23,21,22,30,0,0,164,2528,3446,6409,5659,5164,5025,4622,2467,1232,36564
50701,248,532,551,573,604,685,1314,1010,450,5977,332,743,844,852,738,733,925,486,183,5824,195,806,1064,1020,830,795,653,311,105,5784,147,924,1630,1324,1163,962,545,164,60,6907,65,793,2328,1753,1625,1235,488,113,23,8422,18,503,1977,1664,1383,1015,344,56,4,6958,8,230,1828,1629,1439,979,247,37,9,6412,7,104,1305,1477,1131,708,154,27,0,4912,3,123,1868,2864,2337,1265,259,25,4,8752,0,25,368,666,478,281,56,7,7,1892,0,16,278,803,743,396,104,15,6,2363,258,319,746,682,534,425,434,464,409,4264,17,7,27,14,23,43,48,9,0,189,6376,7192,17036,17604,14988,12125,8910,4583,1775,90585
50702,68,212,185,143,201,273,574,467,277,2408,74,251,299,216,242,273,462,228,86,2134,47,223,315,253,218,286,362,172,38,1914,37,197,421,322,281,330,345,153,33,2112,12,155,581,418,387,488,298,116,20,2482,0,137,548,376,388,392,183,72,16,2119,4,69,551,455,425,373,177,52,13,2118,0,24,397,387,368,317,142,39,11,1689,6,45,650,962,910,705,222,44,12,3546,0,8,141,285,299,239,75,20,4,1064,3,8,146,593,698,526,171,62,7,2205,94,174,386,347,349,302,294,280,345,2572,5,32,82,26,25,32,16,6,3,215,1971,2239,5260,5403,5509,5502,4418,2390,1132,33822
50703,109,171,336,278,249,289,487,379,178,2472,130,287,460,428,310,264,297,156,59,2386,73,302,532,446,361,227,148,76,21,2186,41,369,769,636,502,311,144,40,10,2820,32,311,946,800,626,437,122,13,0,3292,11,176,760,735,508,324,75,5,0,2598,9,79,609,723,461,278,49,9,10,2225,0,47,381,529,348,177,31,0,0,1518,0,49,494,803,600,289,48,5,0,2296,0,5,114,159,114,51,8,0,0,445,0,6,52,144,111,63,16,4,5,398,211,301,832,698,405,241,168,93,32,2976,0,0,13,3,7,14,22,10,0,68,2600,2954,7517,7496,5475,4012,2664,1301,413,34433
50704,268,551,356,421,397,600,1301,1143,700,5734,247,671,530,549,578,695,1200,848,428,5744,144,574,622,599,608,664,1004,627,243,5081,93,543,818,832,811,862,873,449,177,5453,43,592,1248,1093,1083,1068,883,343,129,6481,18,378,1193,1060,1048,888,597,192,46,5407,8,222,1230,1117,1070,965,484,142,71,5301,5,72,886,922,983,818,329,77,45,4137,10,79,1444,2369,2421,1799,561,118,58,8844,0,16,309,755,753,477,139,51,16,2515,4,12,345,1554,1880,1204,342,113,28,5476,235,249,514,471,456,456,510,599,622,4104,12,16,32,43,45,42,44,17,7,262,6714,6259,10958,13495,13817,13009,11797,6843,3453,86339
50705,384,540,705,650,706,945,1753,1432,568,7674,431,726,1161,989,988,936,1280,843,274,7625,282,880,1271,1101,1038,905,800,439,127,6841,183,928,1599,1393,1238,1057,559,228,67,7253,124,833,1981,1842,1786,1414,532,156,33,8697,59,557,1756,1472,1397,1085,318,68,13,6724,24,340,1559,1457,1527,1103,255,55,36,6348,16,160,1093,1206,1205,842,125,18,7,4672,10,208,1713,2466,2500,1549,219,16,8,8691,0,27,327,601,606,351,46,6,4,1961,6,26,233,570,633,424,74,24,11,1996,455,577,1168,931,791,584,554,562,403,6018,4,14,27,24,18,42,33,13,8,184,8721,7819,17577,17500,16949,14706,10455,6054,2063,101841
