SA3_CODE_2021,P_400_499_15_19_yr,P_400_499_20_24_yr,P_400_499_25_34_yr,P_400_499_35_44_yr,P_400_499_45_54_yr,P_400_499_55_64_yr,P_400_499_65_74_yr,P_400_499_75_84_yr,P_400_499_85_yr_over,P_400_499_Tot,P_500_649_15_19_yr,P_500_649_20_24_yr,P_500_649_25_34_yr,P_500_649_35_44_yr,P_500_649_45_54_yr,P_500_649_55_64_yr,P_500_649_65_74_yr,P_500_649_75_84_yr,P_500_649_85_yr_over,P_500_649_Tot,P_650_799_15_19_yr,P_650_799_20_24_yr,P_650_799_25_34_yr,P_650_799_35_44_yr,P_650_799_45_54_yr,P_650_799_55_64_yr,P_650_799_65_74_yr,P_650_799_75_84_yr,P_650_799_85_yr_over,P_650_799_Tot,P_800_999_15_19_yr,P_800_999_20_24_yr,P_800_999_25_34_yr,P_800_999_35_44_yr,P_800_999_45_54_yr,P_800_999_55_64_yr,P_800_999_65_74_yr,P_800_999_75_84_yr,P_800_999_85_yr_over,P_800_999_Tot,P_1000_1249_15_19_yr,P_1000_1249_20_24_yr,P_1000_1249_25_34_yr,P_1000_1249_35_44_yr,P_1000_1249_45_54_yr,P_1000_1249_55_64_yr,P_1000_1249_65_74_yr,P_1000_1249_75_84_yr,P_1000_1249_85_yr_over,P_1000_1249_Tot,P_1250_1499_15_19_yr,P_1250_1499_20_24_yr,P_1250_1499_25_34_yr,P_1250_1499_35_44_yr,P_1250_1499_45_54_yr,P_1250_1499_55_64_yr,P_1250_1499_65_74_yr,P_1250_1499_75_84_yr,P_1250_1499_85_yr_over,P_1250_1499_Tot,P_1500_1749_15_19_yr,P_1500_1749_20_24_yr,P_1500_1749_25_34_yr,P_1500_1749_35_44_yr,P_1500_1749_45_54_yr,P_1500_1749_55_64_yr,P_1500_1749_65_74_yr,P_1500_1749_75_84_yr,P_1500_1749_85_yr_over,P_1500_1749_Tot,P_1750_1999_15_19_yr,P_1750_1999_20_24_yr,P_1750_1999_25_34_yr,P_1750_1999_35_44_yr,P_1750_1999_45_54_yr,P_1750_1999_55_64_yr,P_1750_1999_65_74_yr,P_1750_1999_75_84_yr,P_1750_1999_85_yr_over,P_1750_1999_Tot,P_2000_2999_15_19_yr,P_2000_2999_20_24_yr,P_2000_2999_25_34_yr,P_2000_2999_35_44_yr,P_2000_2999_45_54_yr,P_2000_2999_55_64_yr,P_2000_2999_65_74_yr,P_2000_2999_75_84_yr,P_2000_2999_85_yr_over,P_2000_2999_Tot,P_3000_3499_15_19_yr,P_3000_3499_20_24_yr,P_3000_3499_25_34_yr,P_3000_3499_35_44_yr,P_3000_3499_45_54_yr,P_3000_3499_55_64_yr,P_3000_3499_65_74_yr,P_3000_3499_75_84_yr,P_3000_3499_85_yr_over,P_3000_3499_Tot,P_3500_more_15_19_yr,P_3500_more_20_24_yr,P_3500_more_25_34_yr,P_3500_more_35_44_yr,P_3500_more_45_54_yr,P_3500_more_55_64_yr,P_3500_more_65_74_yr,P_3500_more_75_84_yr,P_3500_more_85_yr_over,P_3500_more_Tot,P_Personal_inc_ns_15_19_yr,P_Personal_inc_ns_20_24_yr,P_Personal_inc_ns_25_34_yr,P_Personal_inc_ns_35_44_yr,P_Personal_inc_ns_45_54_yr,P_Personal_inc_ns_55_64_yr,P_Personal_inc_ns_65_74_yr,P_Personal_inc_ns_75_84_yr,P_Personal_inc_ns_85_yr_over,P_Personal_inc_ns_Tot,P_OS_vis_15_19_yr,P_OS_vis_20_24_yr,P_OS_vis_25_34_yr,P_OS_vis_35_44_yr,P_OS_vis_45_54_yr,P_OS_vis_55_64_yr,P_OS_vis_65_74_yr,P_OS_vis_75_84_yr,P_OS_vis_85_yr_over,P_OS_vis_Tot,P_Tot_15_19_yr,P_Tot_20_24_yr,P_Tot_25_34_yr,P_Tot_35_44_yr,P_Tot_45_54_yr,P_Tot_55_64_yr,P_Tot_65_74_yr,P_Tot_75_84_yr,P_Tot_85_yr_over,P_Tot_Tot
50901,200,158,310,373,416,617,1171,847,324,4426,242,244,444,488,534,660,882,513,204,4216,147,353,530,539,565,682,581,343,101,3842,109,413,653,673,727,779,515,220,97,4182,63,357,886,820,891,959,452,139,29,4592,10,170,570,591,706,621,263,70,20,3034,6,85,472,547,654,563,186,73,36,2617,3,39,318,376,473,394,144,53,12,1811,0,29,323,622,778,639,173,35,14,2623,0,8,66,111,137,142,51,10,8,529,0,4,73,153,244,242,115,39,12,888,320,231,663,657,656,620,567,461,321,4494,3,11,28,8,5,7,14,9,4,77,3625,2624,6395,6934,7871,8850,7629,4254,1628,49812
50902,109,120,249,299,351,589,1241,790,266,4008,176,181,415,387,444,590,760,410,130,3488,127,261,360,386,435,489,541,262,70,2921,90,316,537,486,621,678,414,157,40,3343,53,259,622,591,699,806,394,128,29,3583,20,162,473,503,541,652,233,67,12,2658,13,104,443,444,565,582,236,61,9,2455,4,41,278,394,448,450,147,27,6,1791,7,75,510,660,890,807,221,38,8,3213,0,8,106,172,196,191,45,18,8,738,0,18,76,197,253,220,104,33,15,905,333,350,861,854,1034,1058,884,533,228,6137,0,27,76,53,13,0,7,4,0,185,2725,2373,5817,6289,7587,9063,7972,3857,1145,46831
50903,38,35,71,86,135,215,347,288,99,1314,36,87,123,140,174,167,226,138,56,1142,43,87,156,158,162,176,167,77,35,1064,31,111,171,192,197,230,156,57,13,1172,23,102,250,247,254,312,155,47,11,1417,15,57,179,178,154,213,102,28,7,927,3,49,205,158,214,216,79,18,5,951,4,37,126,165,176,169,42,24,0,733,3,35,196,287,357,292,94,22,0,1281,0,0,38,80,83,71,31,0,0,307,3,6,31,67,113,93,47,15,6,387,122,104,226,275,308,330,265,192,98,1911,0,8,15,0,4,3,0,0,0,34,878,859,2088,2339,2694,3028,2445,1284,476,16085
51001,62,116,242,212,230,346,648,253,48,2156,91,142,301,292,211,339,634,188,20,2214,72,161,343,268,225,355,465,106,3,2004,65,244,568,357,337,446,446,122,12,2597,40,258,690,491,456,632,450,82,3,3102,18,205,642,485,441,520,292,42,3,2636,5,83,630,546,428,479,263,34,5,2482,5,60,464,448,399,395,152,17,0,1941,3,55,692,862,849,666,254,36,4,3426,0,12,123,207,201,184,74,10,0,815,0,10,142,349,364,303,142,68,0,1380,456,538,1428,1155,1147,1145,825,306,60,7064,0,87,179,42,14,17,26,0,0,365,2211,2804,7779,6849,6332,7273,6330,1680,216,41479
51002,39,40,93,66,55,60,124,39,13,538,48,57,122,121,77,83,95,42,0,634,51,65,142,121,94,91,80,13,0,666,44,103,213,146,125,134,69,10,4,838,56,171,367,264,236,195,101,20,0,1414,36,206,467,327,289,234,74,7,0,1635,28,184,602,419,353,287,58,4,0,1936,12,134,592,468,421,321,52,0,0,2004,15,259,1678,1659,1347,854,133,10,0,5958,4,45,691,724,569,358,36,0,0,2429,3,25,561,940,719,454,52,4,0,2764,227,575,2489,2385,2100,1451,363,72,14,9659,0,15,53,41,35,26,8,3,0,187,1242,2119,8678,8190,6781,5007,1667,338,52,34070
51003,39,51,91,94,72,104,210,92,11,764,60,57,135,154,102,116,206,66,4,901,48,102,184,163,144,131,131,38,0,937,55,150,264,263,187,176,123,30,0,1238,56,214,445,350,278,255,107,22,0,1736,31,176,437,330,326,247,88,16,0,1649,19,150,539,442,406,302,66,4,0,1927,11,92,559,528,422,288,93,5,0,1996,22,276,1510,1604,1400,879,137,4,0,5829,0,57,541,667,570,345,58,0,0,2238,5,40,592,1056,790,451,81,6,0,3030,281,558,2206,2194,1981,1491,551,129,9,9397,0,25,76,45,33,40,19,5,0,243,1508,2151,8184,8447,7102,5332,2457,604,41,35822
51101,31,37,90,79,99,144,234,220,88,1021,68,69,89,108,101,133,176,115,33,885,51,102,126,113,138,129,101,76,22,853,18,107,180,153,151,166,98,42,11,925,14,75,205,189,226,224,108,28,6,1082,14,74,167,164,177,141,49,16,8,806,9,46,167,160,181,162,34,15,7,779,9,26,143,125,159,122,39,16,0,635,4,48,232,299,316,236,45,22,6,1214,0,4,63,62,80,49,15,5,6,281,3,9,37,72,109,71,24,12,5,348,112,116,237,233,306,275,215,150,56,1708,0,7,20,4,0,3,3,0,0,43,915,814,2041,2014,2294,2293,1706,1016,316,13397
51102,14,42,56,62,76,156,440,205,19,1072,39,72,108,91,95,207,435,159,24,1235,41,88,188,104,111,204,322,106,9,1169,24,105,237,176,165,240,216,68,10,1247,13,83,281,184,197,287,235,56,5,1343,6,49,187,175,172,185,131,34,9,937,0,26,164,161,172,169,79,18,3,791,0,8,136,121,129,139,56,6,0,605,0,23,208,270,257,289,78,18,0,1136,0,4,42,54,56,66,13,9,0,249,0,0,37,100,113,137,39,6,0,440,94,132,291,252,288,338,366,172,24,1962,0,38,89,19,9,5,4,0,0,170,506,771,2264,1972,2077,3062,3569,1244,156,15625
51103,89,80,172,169,164,188,364,223,68,1516,104,145,268,225,180,193,236,106,37,1497,100,202,260,228,211,190,155,58,10,1408,109,243,334,275,289,266,112,31,4,1668,71,280,457,368,412,397,140,22,4,2146,54,258,487,394,395,321,100,14,0,2022,35,246,640,459,480,420,109,17,6,2402,16,220,628,515,472,366,86,5,0,2308,12,293,1462,1408,1294,957,171,8,0,5613,0,35,430,498,414,256,32,0,0,1665,3,26,290,466,473,297,51,9,0,1615,325,732,2157,1865,1738,1361,592,155,35,8962,5,11,44,17,13,21,19,0,4,145,2116,3210,8514,7642,7155,6069,2955,919,241,38820
51104,140,152,278,285,339,490,1086,698,259,3725,201,279,357,388,410,515,718,381,104,3347,144,321,446,394,446,502,525,244,69,3094,94,349,549,512,586,635,413,124,41,3290,41,282,696,624,730,777,401,101,22,3665,20,182,546,564,582,554,236,54,7,2752,12,163,614,531,641,537,174,54,25,2751,9,89,445,498,525,457,153,34,5,2208,10,124,803,1011,1136,855,234,32,11,4215,0,21,179,250,284,213,51,14,0,1022,4,17,124,294,356,260,105,37,6,1196,418,506,1421,1410,1299,1217,899,528,270,7972,0,8,41,12,16,16,5,9,5,100,3173,3034,7391,7650,8332,8825,7417,3515,1128,50456
59797,0,5,4,3,4,3,6,0,0,20,0,0,3,0,7,3,7,5,0,28,0,0,7,4,3,5,5,0,0,31,0,3,11,9,4,8,16,4,0,44,4,13,22,15,16,17,8,3,0,92,0,10,22,13,18,12,16,0,0,99,0,12,27,21,25,16,16,0,0,119,3,10,19,25,29,16,3,0,0,105,0,17,78,141,116,79,9,0,0,449,0,0,26,84,65,33,6,0,0,211,0,0,76,185,196,102,13,0,0,578,8,45,221,433,403,220,56,8,0,1394,0,0,33,37,61,29,0,0,4,164,19,121,549,999,951,560,178,32,3,3410
