SA3_CODE_2021,M_Emp_wrk_Ft_15_19,M_Emp_wrk_Ft_20_24,M_Emp_wrk_Ft_25_34,M_Emp_wrk_Ft_35_44,M_Emp_wrk_Ft_45_54,M_Emp_wrk_Ft_55_64,M_Emp_wrk_Ft_65_74,M_Emp_wrk_Ft_75_84,M_Emp_wrk_Ft_85_yr_over,M_Emp_wrk_Ft_Tot,M_Emp_wrk_Pt_15_19,M_Emp_wrk_Pt_20_24,M_Emp_wrk_Pt_25_34,M_Emp_wrk_Pt_35_44,M_Emp_wrk_Pt_45_54,M_Emp_wrk_Pt_55_64,M_Emp_wrk_Pt_65_74,M_Emp_wrk_Pt_75_84,M_Emp_wrk_Pt_85_yr_over,M_Emp_wrk_Pt_Tot,M_Emp_a_f_wrk_15_19,M_Emp_a_f_wrk_20_24,M_Emp_a_f_wrk_25_34,M_Emp_a_f_wrk_35_44,M_Emp_a_f_wrk_45_54,M_Emp_a_f_wrk_55_64,M_Emp_a_f_wrk_65_74,M_Emp_a_f_wrk_75_84,M_Emp_a_f_wrk_85_yr_over,M_Emp_a_f_wrk_Tot,M_Hr_wrk_ns_15_19,M_Hr_wrk_ns_20_24,M_Hr_wrk_ns_25_34,M_Hr_wrk_ns_35_44,M_Hr_wrk_ns_45_54,M_Hr_wrk_ns_55_64,M_Hr_wrk_ns_65_74,M_Hr_wrk_ns_75_84,M_Hr_wrk_ns_85_yr_over,M_Hr_wrk_ns_Tot,M_Tot_emp_15_19,M_Tot_emp_20_24,M_Tot_emp_25_34,M_Tot_emp_35_44,M_Tot_emp_45_54,M_Tot_emp_55_64,M_Tot_emp_65_74,M_Tot_emp_75_84,M_Tot_emp_85_yr_over,M_Tot_emp_Tot,M_UE_lk_fr_Ft_wrk_15_19,M_UE_lk_fr_Ft_wrk_20_24,M_UE_lk_fr_Ft_wrk_25_34,M_UE_lk_fr_Ft_wrk_35_44,M_UE_lk_fr_Ft_wrk_45_54,M_UE_lk_fr_Ft_wrk_55_64,M_UE_lk_fr_Ft_wrk_65_74,M_UE_lk_fr_Ft_wrk_75_84,M_UE_lk_for_Ft_wrk_85_over,M_UE_looking_for_Ft_wk_Tot,M_UE_lk_for_Pt_wk_15_19,M_UE_lk_for_Pt_wk_20_24,M_UE_lk_for_Pt_wk_25_34,M_UE_lk_for_Pt_wk_35_44,M_UE_lk_for_Pt_wk_45_54,M_UE_lk_for_Pt_wk_55_64,M_UE_lk_for_Pt_wk_65_74,M_UE_lk_for_Pt_wk_75_84,M_UE_looking_for_Pt_wk_85_ov,M_UE_lk_for_Pt_wrk_Tot,M_Tot_unemp_15_19,M_Tot_unemp_20_24,M_Tot_unemp_25_34,M_Tot_unemp_35_44,M_Tot_unemp_45_54,M_Tot_unemp_55_64,M_Tot_unemp_65_74,M_Tot_unemp_75_84,M_Tot_unemp_85_yr_over,M_Tot_unemp_Total,M_Tot_LF_15_19_yr,M_Tot_LF_20_24_yr,M_Tot_LF_25_34_yr,M_Tot_LF_35_44_yr,M_Tot_LF_45_54_yr,M_Tot_LF_55_64_yr,M_Tot_LF_65_74_yr,M_Tot_LF_75_84_yr,M_Tot_LF_85_yr_over,M_Tot_LF_Tot,M_NILF_15_19_yr,M_NILF_20_24_yr,M_NILF_25_34_yr,M_NILF_35_44_yr,M_NILF_45_54_yr,M_NILF_55_64_yr,M_NILF_65_74_yr,M_NILF_75_84_yr,M_NILF_85_yr_over,M_NILF_Tot,M_LF_st_ns_15_19,M_LF_st_ns_20_24,M_LF_st_ns_25_34,M_LF_st_ns_35_44,M_LF_st_ns_45_54,M_LF_st_ns_55_64,M_LF_st_ns_65_74,M_LF_st_ns_75_84,M_LF_st_ns_85_yr_over,M_LF_st_ns_Total,M_Tot_15_19_yr,M_Tot_20_24_yr,M_Tot_25_34_yr,M_Tot_35_44_yr,M_Tot_45_54_yr,M_Tot_55_64_yr,M_Tot_65_74_yr,M_Tot_75_84_yr,M_Tot_85_yr_over,M_Tot_Tot,F_Emp_wrk_Ft_15_19,F_Emp_wrk_Ft_20_24,F_Emp_wrk_Ft_25_34,F_Emp_wrk_Ft_35_44,F_Emp_wrk_Ft_45_54,F_Emp_wrk_Ft_55_64,F_Emp_wrk_Ft_65_74,F_Emp_wrk_Ft_75_84,F_Emp_wrk_Ft_85_yr_over,F_Emp_wrk_Ft_Tot,F_Emp_wrk_Pt_15_19,F_Emp_wrk_Pt_20_24,F_Emp_wrk_Pt_25_34,F_Emp_wrk_Pt_35_44,F_Emp_wrk_Pt_45_54,F_Emp_wrk_Pt_55_64,F_Emp_wrk_Pt_65_74,F_Emp_wrk_Pt_75_84,F_Emp_wrk_Pt_85ov,F_Emp_wrk_Pt_Tot,F_Emp_a_f_wrk_15_19,F_Emp_a_f_wrk_20_24,F_Emp_a_f_wrk_25_34,F_Emp_a_f_wrk_35_44,F_Emp_a_f_wrk_45_54,F_Emp_a_f_wrk_55_64,F_Emp_a_f_wrk_65_74,F_Emp_a_f_wrk_75_84,F_Emp_a_f_wrk_85ov,F_Emp_a_f_wrk_Tot,F_Hr_wrk_ns_15_19,F_Hr_wrk_ns_20_24,F_Hr_wrk_ns_25_34,F_Hr_wrk_ns_35_44,F_Hr_wrk_ns_45_54,F_Hr_wrk_ns_55_64,F_Hr_wrk_ns_65_74,F_Hr_wrk_ns_75_84,F_Hr_wrk_ns_85_yr_over,F_Hr_wrk_ns_Tot,F_Tot_emp_15_19_yr,F_Tot_emp_20_24_yr,F_Tot_emp_25_34_yr,F_Tot_emp_35_44_yr,F_Tot_emp_45_54_yr,F_Tot_emp_55_64_yr,F_Tot_emp_65_74_yr,F_Tot_emp_75_84_yr,F_Tot_emp_85_yr_over,F_Tot_emp_Tot,F_UE_lk_fr_Ft_wrk_15_19,F_UE_lk_fr_Ft_wrk_20_24,F_UE_lk_fr_Ft_wrk_25_34,F_UE_lk_fr_Ft_wrk_35_44,F_UE_lk_fr_Ft_wrk_45_54,F_UE_lk_fr_Ft_wrk_55_64,F_UE_lk_fr_Ft_wrk_65_74,F_UE_lk_fr_Ft_wrk_75_84,F_UE_lk_for_Ft_wrk_85_over,F_UE_looking_for_Ft_wk_Tot,F_UE_lk_for_Pt_wk_15_19,F_UE_lk_for_Pt_wk_20_24,F_UE_lk_for_Pt_wk_25_34,F_UE_lk_for_Pt_wk_35_44,F_UE_lk_for_Pt_wk_45_54,F_UE_lk_for_Pt_wk_55_64,F_UE_lk_for_Pt_wk_65_74,F_UE_lk_for_Pt_wk_75_84,F_UE_looking_for_Pt_wk_85_ov,F_UE_lk_for_Pt_wrk_Tot,F_Tot_unemp_15_19,F_Tot_unemp_20_24,F_Tot_unemp_25_34,F_Tot_unemp_35_44,F_Tot_unemp_45_54,F_Tot_unemp_55_64,F_Tot_unemp_65_74,F_Tot_unemp_75_84,F_Tot_unemp_85_yr_over,F_Tot_unemp_Total
50502,389,2070,10118,10677,8442,5433,1198,109,7,38440,1735,2055,2534,1743,1418,1643,1112,259,18,12519,62,104,340,341,216,261,84,20,0,1430,34,124,310,207,126,67,35,16,0,917,2216,4358,13301,12972,10202,7397,2430,403,28,53302,88,196,363,320,356,285,55,0,0,1655,384,167,157,82,82,110,63,10,0,1052,472,363,520,396,432,397,115,12,0,2705,2683,4726,13813,13369,10638,7796,2541,416,29,56009,2462,768,950,982,1228,2218,5350,4468,1868,20296,166,291,799,697,503,342,277,259,155,3487,5306,5782,15564,15048,12367,10350,8169,5142,2047,79789,165,1797,7781,5799,5257,3315,589,27,0,24732,2087,2752,4724,5556,4414,3427,1310,136,9,24417,85,146,794,598,252,291,99,13,0,2282,23,87,224,124,110,70,18,12,0,674,2366,4781,13526,12080,10030,7110,2012,194,14,52102,61,99,234,246,204,126,15,0,0,970,392,151,257,305,198,192,39,3,0,1525,448,251,484,548,397,313,48,3,0,2495
50503,828,2819,8556,10194,9141,5637,921,39,5,38147,2096,1811,1700,1411,1382,1324,738,140,12,10618,80,124,448,403,399,321,98,7,0,1879,61,139,306,244,175,116,19,6,0,1079,3066,4897,11005,12254,11097,7395,1782,199,13,51726,191,375,462,336,316,280,31,0,0,2007,602,188,121,66,59,86,37,4,0,1157,797,557,580,397,370,369,74,10,0,3158,3868,5462,11589,12659,11470,7770,1853,207,13,54879,2954,869,941,880,1138,1876,4651,3057,869,17237,241,266,481,479,420,290,203,193,119,2695,7064,6599,13010,14012,13022,9934,6713,3450,1004,74814,376,1961,5137,5214,5798,3073,372,12,0,21940,2812,2613,4451,5830,4817,3227,840,49,4,24642,90,167,882,479,334,283,67,7,0,2312,57,92,213,162,129,91,28,8,0,777,3342,4831,10678,11685,11076,6675,1301,75,3,49671,139,200,265,218,233,143,13,0,0,1214,568,216,318,351,245,208,36,4,0,1938,709,419,582,566,475,349,50,0,0,3148
50601,364,1157,4151,5346,3476,2349,429,32,5,17299,697,655,786,697,556,572,322,69,0,4362,39,46,168,175,137,142,32,3,0,737,21,42,137,90,66,45,7,4,0,409,1117,1898,5240,6307,4234,3104,799,111,3,22808,86,140,285,202,176,111,21,0,0,1017,181,73,72,35,38,36,26,0,0,461,265,214,352,238,214,154,43,0,0,1472,1382,2117,5588,6541,4444,3251,841,111,3,24278,1169,352,512,481,575,909,2262,1371,369,8003,133,133,316,298,247,196,111,97,58,1601,2688,2601,6426,7326,5268,4360,3221,1577,432,33884,142,786,2426,2551,2030,1295,188,6,0,9424,982,909,1984,2597,1648,1256,395,27,0,9796,45,66,390,241,143,131,38,3,0,1058,19,54,93,64,50,29,11,4,4,322,1182,1818,4896,5449,3875,2714,627,44,9,20601,64,98,150,137,135,74,10,0,0,672,218,74,186,196,94,76,10,0,0,851,279,175,331,330,233,144,19,0,0,1520
50602,167,1060,4810,4195,2939,2002,404,24,0,15599,510,902,1333,703,488,544,345,51,5,4881,24,43,159,161,141,118,32,6,0,690,7,56,147,85,58,38,12,0,3,406,707,2058,6449,5145,3632,2696,788,85,8,21576,32,104,206,161,142,136,18,0,0,808,97,88,83,35,38,37,23,4,0,403,131,189,291,200,184,181,33,3,0,1216,833,2251,6745,5346,3811,2876,829,85,8,22792,693,391,536,441,512,938,1785,1118,397,6811,95,241,515,454,360,268,172,110,72,2281,1624,2883,7792,6238,4687,4080,2786,1311,485,31884,80,889,3418,2214,1861,1220,219,4,0,9914,646,1103,1978,1805,1219,977,361,35,0,8116,42,72,309,221,102,106,30,3,0,886,7,39,90,29,35,23,10,0,0,233,772,2103,5794,4269,3222,2317,627,45,0,19152,30,47,140,88,91,61,3,0,0,457,95,89,141,122,76,59,18,0,0,600,127,138,283,206,163,114,21,0,0,1056
50603,222,1177,4274,4679,3861,2523,521,35,0,17292,918,1638,1711,889,693,665,517,88,7,7134,31,66,129,108,111,137,40,7,0,624,18,106,196,85,80,39,12,11,4,543,1188,2991,6312,5766,4744,3359,1089,133,7,25596,47,116,213,184,194,136,25,0,0,909,224,190,116,45,44,43,26,0,0,688,277,304,322,229,231,180,52,0,0,1596,1463,3296,6640,5991,4980,3541,1142,138,7,27196,1519,758,695,485,564,1045,2579,1868,667,10185,86,199,401,256,183,149,112,146,129,1667,3070,4254,7733,6733,5728,4732,3841,2147,806,39048,81,844,2652,2483,2272,1447,246,12,0,10040,1193,1661,2185,2440,1921,1531,487,51,6,11472,43,79,278,199,101,120,36,3,0,858,15,64,110,63,41,32,9,0,0,338,1335,2649,5225,5190,4336,3123,780,70,6,22715,31,63,186,126,85,67,7,0,0,559,242,136,154,168,110,69,11,0,0,899,274,199,347,289,196,134,14,0,0,1465
50604,443,1651,4807,6492,5113,3302,665,28,4,22508,1104,1276,1263,1087,885,799,516,65,0,6998,48,52,160,200,160,175,68,0,0,875,27,88,221,158,115,87,19,7,0,716,1613,3065,6451,7943,6279,4363,1273,104,6,31092,104,225,347,296,238,183,36,0,0,1434,277,159,98,61,66,62,27,3,0,754,386,380,449,356,300,251,60,3,0,2189,2001,3444,6898,8299,6582,4610,1338,105,6,33287,1857,708,1151,1020,965,1286,3309,2109,603,13013,240,193,441,442,341,207,189,138,101,2292,4099,4347,8485,9765,7885,6104,4844,2349,710,48592,180,1009,2782,3061,2970,1739,281,7,0,12037,1319,1504,2322,2974,2305,1716,509,47,0,12693,44,90,330,260,143,152,40,3,0,1059,24,71,123,97,82,46,11,3,0,459,1564,2663,5557,6398,5510,3657,839,66,4,26250,70,129,190,187,164,94,11,0,0,854,320,166,210,240,154,122,17,0,0,1220,392,294,399,425,320,218,27,6,0,2074
50605,251,732,1989,2747,2666,2005,444,30,5,10880,552,468,386,345,363,443,360,79,11,3000,26,32,108,105,99,100,36,0,0,506,14,36,53,55,54,37,16,7,0,270,848,1272,2539,3249,3179,2584,856,111,14,14650,43,53,82,85,82,84,21,0,0,455,126,48,28,18,19,26,18,4,0,287,173,100,112,107,98,109,37,4,0,740,1012,1376,2651,3356,3275,2698,897,113,14,15392,786,210,178,205,300,521,1849,1453,467,5973,51,62,119,149,92,100,76,68,49,779,1852,1648,2952,3702,3669,3317,2820,1639,529,22142,104,454,1207,1368,1658,1097,212,7,0,6104,738,621,950,1520,1278,1073,395,37,0,6623,32,33,195,147,113,120,31,7,0,678,13,27,35,35,41,12,7,3,0,175,891,1137,2379,3077,3086,2309,648,53,6,13587,32,37,39,51,45,43,0,0,0,256,136,30,62,61,52,35,13,0,0,391,164,65,106,120,100,81,15,0,0,644
50606,192,480,1503,1604,1311,905,159,7,5,6161,251,155,184,177,159,198,129,29,0,1278,17,16,79,89,58,65,22,3,0,350,18,21,39,36,25,23,11,0,0,173,471,669,1802,1903,1555,1188,313,43,4,7958,34,28,33,41,37,21,3,0,0,203,45,16,15,8,3,4,9,0,0,102,79,45,48,47,43,33,16,0,0,300,550,718,1851,1948,1595,1220,325,43,4,8261,362,88,179,213,221,312,661,416,95,2545,34,24,60,67,61,48,38,21,9,376,947,828,2099,2230,1882,1577,1030,481,108,11185,94,285,834,817,802,465,64,3,0,3367,441,310,808,825,649,469,132,11,0,3641,19,29,166,74,59,47,16,0,0,413,7,17,35,21,16,13,4,3,0,127,573,634,1841,1741,1527,993,219,18,3,7546,25,27,26,25,25,18,0,0,0,145,66,13,44,37,29,29,0,0,0,224,93,38,71,66,49,41,0,0,0,362
50607,89,538,1994,2031,1760,1341,349,47,4,8151,418,696,514,299,240,305,362,85,3,2926,35,28,65,58,48,62,30,0,0,328,6,21,47,28,16,8,3,4,0,142,543,1283,2624,2420,2069,1716,747,129,9,11548,12,41,80,50,64,65,23,0,0,344,93,68,34,3,16,18,15,4,0,252,99,106,119,61,80,82,42,7,0,596,646,1395,2747,2479,2144,1801,786,138,9,12142,735,268,252,155,193,425,1311,875,359,4566,21,69,154,102,85,77,80,85,80,748,1404,1726,3145,2738,2429,2299,2179,1094,446,17456,36,475,1649,1087,1186,834,169,12,0,5452,497,787,819,990,875,781,375,56,3,5174,21,42,135,123,42,67,20,5,0,458,4,15,32,28,9,17,7,0,0,112,560,1320,2633,2231,2113,1696,569,64,7,11202,7,23,46,45,44,29,4,0,0,190,57,56,44,51,30,50,19,0,0,305,62,80,93,93,68,78,25,0,0,496
50701,438,1523,5653,6381,5202,3340,635,33,0,23198,1040,1045,960,791,683,762,498,66,0,5847,38,70,237,219,215,184,55,4,0,1027,25,51,129,119,87,46,14,5,0,470,1540,2689,6974,7517,6180,4335,1200,105,4,30548,76,159,202,180,184,134,20,0,0,958,236,127,81,37,40,72,28,5,0,622,316,286,283,218,223,201,49,0,0,1580,1860,2975,7259,7730,6408,4536,1252,106,4,32126,1276,426,490,480,658,1059,2811,1903,589,9697,104,134,324,310,206,151,147,147,82,1608,3242,3532,8068,8520,7275,5746,4211,2158,679,43432,187,1225,3731,3190,3158,1856,268,4,0,13616,1435,1495,2620,3452,2639,1968,563,56,3,14224,41,76,531,341,176,169,42,3,0,1382,25,46,99,58,62,46,9,4,0,357,1685,2837,6981,7043,6030,4048,882,66,4,29573,37,78,139,106,99,67,6,0,0,535,269,114,146,168,127,105,13,0,0,949,310,193,288,282,231,171,25,0,0,1486
50702,87,316,1485,1745,1679,1332,294,36,0,6978,303,432,414,328,299,417,316,69,5,2588,15,26,71,94,63,84,31,6,0,386,8,8,35,29,26,15,4,3,0,136,409,778,2009,2197,2066,1856,651,110,7,10090,13,31,62,56,74,82,21,0,0,330,80,28,35,20,26,33,22,0,0,253,92,62,94,78,98,114,37,0,0,579,507,840,2103,2275,2167,1967,689,109,7,10669,418,126,182,185,272,528,1318,909,384,4327,42,72,191,189,211,164,114,92,65,1142,964,1046,2480,2648,2653,2660,2116,1112,457,16133,38,262,1210,914,1140,814,156,6,0,4545,449,570,747,1056,979,967,352,41,3,5152,14,38,159,137,59,70,30,0,0,506,8,8,21,21,20,13,5,0,0,103,511,880,2140,2129,2201,1865,543,48,6,10311,3,18,37,30,41,36,0,0,0,168,85,51,44,27,34,33,11,0,0,284,89,65,86,60,76,67,12,0,0,454
50703,163,627,2116,2436,1686,971,156,7,0,8162,370,318,382,310,284,232,109,18,4,2032,21,25,93,93,82,53,20,0,0,384,10,30,76,68,44,21,5,0,0,259,563,998,2661,2913,2101,1275,282,28,4,10827,49,112,155,110,79,55,8,0,0,574,102,35,36,16,29,17,12,0,0,248,153,148,195,126,108,78,21,0,0,823,715,1149,2856,3035,2206,1356,300,30,4,11651,576,354,716,621,474,492,905,563,162,4859,76,63,165,168,117,82,51,22,11,758,1374,1562,3733,3822,2789,1928,1265,616,176,17272,70,409,1219,1229,1012,550,68,0,0,4563,437,494,1109,1185,810,493,124,3,0,4652,24,37,200,110,76,54,16,0,0,511,19,20,54,35,26,16,6,3,0,168,544,958,2578,2554,1916,1111,211,13,0,9894,36,49,84,55,54,33,0,0,0,325,97,56,111,93,51,37,7,0,0,446,138,109,198,144,104,71,5,0,0,772
50704,284,1036,3433,4732,4843,3406,800,67,7,18604,1236,1234,846,600,640,862,823,175,9,6431,60,56,96,144,131,166,76,9,0,738,15,44,91,64,51,38,16,9,0,337,1587,2367,4471,5541,5662,4469,1727,264,22,26105,40,92,161,118,143,129,30,3,0,712,239,133,72,19,26,56,36,6,0,587,282,221,226,139,173,185,65,3,0,1296,1873,2590,4695,5681,5837,4653,1788,271,22,27406,1372,446,404,338,402,1149,3495,2680,1108,11388,71,70,187,185,170,180,195,189,167,1401,3312,3106,5282,6196,6411,5978,5476,3134,1299,40195,98,837,2577,2400,2979,2041,362,10,0,11305,1575,1542,1577,2939,2628,2193,855,93,3,13406,50,68,319,240,140,177,65,9,3,1070,25,33,53,41,33,28,12,0,3,237,1753,2484,4521,5622,5783,4442,1293,115,5,26020,22,35,69,97,95,54,7,0,0,376,264,106,85,127,117,94,32,0,0,827,282,145,154,218,213,145,34,0,0,1195
50705,669,1919,5327,5705,5518,3869,574,21,0,23605,1272,819,861,636,635,760,391,54,0,5441,49,106,346,286,314,339,77,3,3,1522,50,72,181,139,98,57,7,3,6,609,2035,2916,6721,6766,6566,5021,1057,87,9,31172,175,227,348,240,239,205,31,0,0,1466,383,101,90,42,49,52,38,7,0,763,558,329,441,281,287,262,66,10,3,2225,2594,3242,7157,7047,6850,5282,1118,95,10,33406,1717,427,620,567,796,1581,3556,2544,697,12509,178,295,561,449,330,254,203,194,137,2598,4486,3965,8341,8069,7973,7118,4881,2837,848,48510,279,1183,2838,3049,3442,1976,216,8,0,12998,1792,1383,2661,3236,2881,2092,501,36,0,14582,57,120,543,292,237,241,53,4,0,1548,33,55,128,75,78,53,11,5,4,435,2151,2748,6167,6653,6638,4364,779,47,5,29550,100,127,165,173,176,85,3,0,0,832,381,115,211,243,171,131,24,0,0,1274,487,238,378,413,340,217,31,5,0,2108
50901,363,707,1859,2002,2313,2012,616,79,6,9957,526,250,358,415,442,731,506,127,13,3378,26,32,94,95,128,169,53,13,4,615,23,38,53,52,56,56,25,12,6,319,943,1027,2361,2565,2936,2969,1198,234,33,14264,38,43,83,64,62,76,15,0,0,378,71,15,38,19,21,42,24,0,0,233,105,58,120,84,81,115,37,5,0,610,1046,1082,2486,2650,3026,3090,1233,232,33,14876,717,194,456,433,469,955,2313,1643,589,7766,134,99,246,263,292,292,243,152,78,1802,1898,1376,3194,3344,3782,4332,3791,2028,697,24440,153,457,909,1076,1468,1117,246,25,0,5451,634,346,1001,1473,1448,1465,552,66,0,6995,34,40,184,90,122,162,47,9,0,697,26,15,41,33,47,36,25,11,0,223,842,868,2140,2673,3082,2773,866,111,3,13362,21,28,39,31,43,29,4,0,0,190,74,21,47,47,47,54,8,0,0,296,94,46,85,80,84,88,10,0,0,484
50902,300,669,1764,1936,2302,2334,720,112,14,10156,260,154,272,234,312,554,411,129,19,2348,25,32,82,100,133,185,90,13,3,652,22,29,66,56,55,40,39,18,6,332,603,890,2186,2323,2801,3119,1260,263,38,13485,37,72,89,90,95,92,28,0,0,509,40,19,16,13,27,21,24,0,0,155,66,93,108,104,123,109,51,7,0,667,673,978,2296,2427,2924,3227,1314,269,42,14152,640,158,325,351,420,921,2520,1509,378,7215,130,184,417,409,544,552,401,236,68,2943,1442,1321,3029,3192,3893,4708,4234,2014,483,24312,141,394,872,918,1336,1152,267,36,0,5109,396,231,688,1084,1123,1230,453,89,3,5297,29,41,148,104,105,133,53,5,0,626,20,24,44,26,43,27,24,10,0,215,581,687,1753,2136,2606,2549,789,133,8,11248,30,33,33,26,61,45,8,0,0,236,44,22,35,47,53,42,18,0,0,254,75,46,69,80,112,84,24,0,0,489
50903,116,270,709,798,933,891,325,67,11,4132,61,51,107,109,127,172,156,57,10,834,13,11,34,37,59,70,30,3,0,261,9,8,18,20,20,13,10,9,0,116,194,350,865,960,1137,1146,521,139,20,5334,17,25,28,27,23,32,3,0,0,161,12,0,4,4,7,13,7,0,0,50,19,28,42,31,35,46,6,0,0,214,218,374,907,992,1168,1192,524,136,20,5546,188,38,66,95,135,237,683,438,150,2044,50,63,98,127,152,171,113,75,31,873,459,480,1073,1219,1462,1598,1326,648,200,8467,37,144,330,333,466,434,125,21,0,1887,105,103,261,428,380,404,173,35,0,1888,7,12,56,37,36,64,17,3,0,237,7,4,16,12,14,3,7,0,3,73,162,257,666,804,900,912,332,59,0,4093,4,3,15,21,18,12,3,0,0,72,9,9,15,12,7,17,5,0,0,71,18,10,25,32,25,28,11,0,0,142
51001,103,417,1591,1517,1436,1093,343,24,0,6525,164,105,257,238,234,277,215,32,0,1521,16,47,156,291,294,401,182,28,0,1409,10,26,76,50,40,37,15,7,0,257,294,592,2078,2101,2004,1811,747,89,6,9715,38,70,113,74,62,52,7,0,0,416,26,17,34,35,27,23,5,0,0,165,67,87,143,109,94,77,12,0,0,581,351,673,2225,2209,2094,1882,762,94,6,10291,555,388,740,627,579,1017,2240,731,83,6949,166,243,573,511,573,549,388,147,25,3174,1075,1303,3537,3344,3246,3451,3387,967,105,20420,117,366,1392,1114,1074,904,178,9,0,5163,227,200,594,653,465,430,184,28,0,2772,13,59,285,299,287,453,133,5,0,1535,13,18,56,38,31,34,7,3,0,206,366,643,2327,2101,1858,1815,509,52,0,9679,24,34,67,54,30,18,4,0,0,236,29,29,55,43,31,22,8,0,0,208,57,58,119,100,62,34,13,0,3,449
51002,154,571,2984,3183,2630,1788,270,18,0,11596,143,71,272,231,200,158,49,0,0,1121,7,31,180,227,222,164,41,0,0,881,0,23,75,82,28,28,5,0,0,251,301,703,3507,3718,3086,2143,362,18,0,13841,24,45,49,37,30,25,0,0,0,215,19,10,14,15,15,11,4,0,0,82,45,54,61,49,42,33,4,4,0,298,348,757,3569,3769,3127,2178,369,21,0,14141,213,82,177,151,147,247,414,137,16,1587,126,339,1798,1940,1662,1139,257,35,4,7290,687,1173,5538,5861,4934,3568,1034,195,26,23011,83,400,1362,964,836,507,71,4,0,4236,143,95,420,423,213,134,35,0,0,1460,7,45,161,88,83,76,22,0,0,480,11,17,48,32,13,17,0,0,0,136,240,562,1989,1502,1144,737,131,3,0,6319,14,20,28,33,23,16,0,0,0,131,20,9,26,29,9,11,0,0,0,105,35,24,54,60,27,29,0,0,0,238
51003,164,616,2742,3174,2686,1742,281,10,0,11419,221,86,219,264,211,179,38,9,0,1222,24,33,208,252,210,202,58,7,0,996,6,12,76,59,50,28,9,0,0,233,409,749,3245,3748,3155,2154,382,24,0,13871,14,23,35,32,33,39,11,0,0,182,36,7,9,3,3,7,6,0,0,70,48,30,40,37,40,41,16,0,0,249,460,781,3282,3788,3191,2193,397,24,0,14123,240,120,194,181,178,321,668,242,18,2165,145,309,1455,1648,1515,1087,317,65,6,6558,856,1207,4930,5620,4882,3602,1389,336,29,22842,84,416,1218,1094,968,530,94,0,0,4398,213,104,557,697,396,208,60,3,0,2238,20,37,212,113,96,122,39,6,0,638,10,10,34,21,22,13,3,0,0,123,322,572,2014,1934,1482,865,190,11,0,7392,14,11,34,19,20,18,0,0,0,116,17,13,28,19,20,9,0,0,0,109,33,24,62,43,40,22,0,0,0,229
51101,127,274,711,701,823,674,138,27,3,3489,100,26,83,75,91,129,97,21,3,631,13,4,41,38,36,51,17,4,0,203,9,11,26,29,14,19,6,0,0,114,246,323,863,852,964,873,251,55,7,4433,14,14,7,8,11,19,0,0,0,71,15,3,3,10,7,11,10,0,0,49,26,17,9,20,20,23,6,0,0,129,278,338,872,870,987,899,260,55,7,4560,177,25,46,54,87,195,517,372,102,1585,45,63,143,111,179,141,92,63,11,853,496,432,1062,1034,1254,1232,871,492,124,7000,65,146,283,286,429,294,66,7,0,1571,127,104,302,365,321,298,91,19,0,1623,6,18,54,31,29,38,6,0,0,192,8,9,15,11,13,7,0,0,0,69,205,275,650,696,790,639,168,30,0,3454,0,8,11,6,9,0,0,0,0,35,6,6,7,12,5,12,3,0,0,53,12,12,17,16,13,10,6,0,0,88
51102,50,129,499,500,532,441,113,12,0,2283,55,32,100,87,102,142,88,13,0,621,14,37,132,146,150,272,98,12,0,847,8,14,23,18,19,20,8,4,0,117,130,208,752,755,808,873,305,39,3,3872,4,5,17,14,21,26,0,0,0,99,4,4,6,5,12,11,4,0,0,48,13,8,27,25,34,32,9,0,0,150,141,216,777,784,841,904,315,37,8,4021,73,45,94,73,105,446,1429,612,72,2960,50,60,142,127,145,153,175,77,11,939,264,322,1018,983,1092,1510,1912,723,89,7922,29,132,402,283,339,291,64,5,0,1558,71,89,249,268,195,231,71,5,0,1190,16,37,135,146,138,245,58,3,0,768,5,11,14,8,10,20,7,0,0,76,127,274,801,710,679,786,202,19,0,3600,3,8,5,8,9,7,0,0,0,49,0,3,7,11,16,9,7,0,0,54,9,9,19,20,27,20,3,0,0,98
51103,274,947,2770,2629,2424,1885,403,23,0,11358,236,119,278,239,217,214,110,24,0,1432,15,57,144,121,144,158,39,0,0,671,6,43,78,56,49,50,8,0,0,286,536,1157,3271,3039,2836,2303,555,49,0,13749,31,45,66,66,72,50,9,0,0,343,36,13,14,14,14,20,11,0,0,127,66,59,89,81,81,67,18,0,0,466,604,1217,3355,3117,2919,2370,573,49,0,14215,389,187,323,274,306,417,782,360,67,3094,132,452,1470,1352,1263,946,364,85,12,6069,1115,1857,5151,4742,4488,3727,1718,496,84,23376,167,567,1279,1106,1230,818,126,3,0,5305,301,194,618,640,501,446,147,12,0,2855,15,37,143,76,71,69,11,0,0,436,8,25,37,27,32,26,3,3,0,154,495,825,2079,1847,1832,1361,290,25,0,8750,26,29,36,43,33,20,3,0,0,194,29,18,33,30,16,18,0,0,0,139,58,43,71,70,51,39,4,0,0,329
