SA3_CODE_2021,M_Emp_wrk_Ft_15_19,M_Emp_wrk_Ft_20_24,M_Emp_wrk_Ft_25_34,M_Emp_wrk_Ft_35_44,M_Emp_wrk_Ft_45_54,M_Emp_wrk_Ft_55_64,M_Emp_wrk_Ft_65_74,M_Emp_wrk_Ft_75_84,M_Emp_wrk_Ft_85_yr_over,M_Emp_wrk_Ft_Tot,M_Emp_wrk_Pt_15_19,M_Emp_wrk_Pt_20_24,M_Emp_wrk_Pt_25_34,M_Emp_wrk_Pt_35_44,M_Emp_wrk_Pt_45_54,M_Emp_wrk_Pt_55_64,M_Emp_wrk_Pt_65_74,M_Emp_wrk_Pt_75_84,M_Emp_wrk_Pt_85_yr_over,M_Emp_wrk_Pt_Tot,M_Emp_a_f_wrk_15_19,M_Emp_a_f_wrk_20_24,M_Emp_a_f_wrk_25_34,M_Emp_a_f_wrk_35_44,M_Emp_a_f_wrk_45_54,M_Emp_a_f_wrk_55_64,M_Emp_a_f_wrk_65_74,M_Emp_a_f_wrk_75_84,M_Emp_a_f_wrk_85_yr_over,M_Emp_a_f_wrk_Tot,M_Hr_wrk_ns_15_19,M_Hr_wrk_ns_20_24,M_Hr_wrk_ns_25_34,M_Hr_wrk_ns_35_44,M_Hr_wrk_ns_45_54,M_Hr_wrk_ns_55_64,M_Hr_wrk_ns_65_74,M_Hr_wrk_ns_75_84,M_Hr_wrk_ns_85_yr_over,M_Hr_wrk_ns_Tot,M_Tot_emp_15_19,M_Tot_emp_20_24,M_Tot_emp_25_34,M_Tot_emp_35_44,M_Tot_emp_45_54,M_Tot_emp_55_64,M_Tot_emp_65_74,M_Tot_emp_75_84,M_Tot_emp_85_yr_over,M_Tot_emp_Tot,M_UE_lk_fr_Ft_wrk_15_19,M_UE_lk_fr_Ft_wrk_20_24,M_UE_lk_fr_Ft_wrk_25_34,M_UE_lk_fr_Ft_wrk_35_44,M_UE_lk_fr_Ft_wrk_45_54,M_UE_lk_fr_Ft_wrk_55_64,M_UE_lk_fr_Ft_wrk_65_74,M_UE_lk_fr_Ft_wrk_75_84,M_UE_lk_for_Ft_wrk_85_over,M_UE_looking_for_Ft_wk_Tot,M_UE_lk_for_Pt_wk_15_19,M_UE_lk_for_Pt_wk_20_24,M_UE_lk_for_Pt_wk_25_34,M_UE_lk_for_Pt_wk_35_44,M_UE_lk_for_Pt_wk_45_54,M_UE_lk_for_Pt_wk_55_64,M_UE_lk_for_Pt_wk_65_74,M_UE_lk_for_Pt_wk_75_84,M_UE_looking_for_Pt_wk_85_ov,M_UE_lk_for_Pt_wrk_Tot,M_Tot_unemp_15_19,M_Tot_unemp_20_24,M_Tot_unemp_25_34,M_Tot_unemp_35_44,M_Tot_unemp_45_54,M_Tot_unemp_55_64,M_Tot_unemp_65_74,M_Tot_unemp_75_84,M_Tot_unemp_85_yr_over,M_Tot_unemp_Total,M_Tot_LF_15_19_yr,M_Tot_LF_20_24_yr,M_Tot_LF_25_34_yr,M_Tot_LF_35_44_yr,M_Tot_LF_45_54_yr,M_Tot_LF_55_64_yr,M_Tot_LF_65_74_yr,M_Tot_LF_75_84_yr,M_Tot_LF_85_yr_over,M_Tot_LF_Tot,M_NILF_15_19_yr,M_NILF_20_24_yr,M_NILF_25_34_yr,M_NILF_35_44_yr,M_NILF_45_54_yr,M_NILF_55_64_yr,M_NILF_65_74_yr,M_NILF_75_84_yr,M_NILF_85_yr_over,M_NILF_Tot,M_LF_st_ns_15_19,M_LF_st_ns_20_24,M_LF_st_ns_25_34,M_LF_st_ns_35_44,M_LF_st_ns_45_54,M_LF_st_ns_55_64,M_LF_st_ns_65_74,M_LF_st_ns_75_84,M_LF_st_ns_85_yr_over,M_LF_st_ns_Total,M_Tot_15_19_yr,M_Tot_20_24_yr,M_Tot_25_34_yr,M_Tot_35_44_yr,M_Tot_45_54_yr,M_Tot_55_64_yr,M_Tot_65_74_yr,M_Tot_75_84_yr,M_Tot_85_yr_over,M_Tot_Tot,F_Emp_wrk_Ft_15_19,F_Emp_wrk_Ft_20_24,F_Emp_wrk_Ft_25_34,F_Emp_wrk_Ft_35_44,F_Emp_wrk_Ft_45_54,F_Emp_wrk_Ft_55_64,F_Emp_wrk_Ft_65_74,F_Emp_wrk_Ft_75_84,F_Emp_wrk_Ft_85_yr_over,F_Emp_wrk_Ft_Tot,F_Emp_wrk_Pt_15_19,F_Emp_wrk_Pt_20_24,F_Emp_wrk_Pt_25_34,F_Emp_wrk_Pt_35_44,F_Emp_wrk_Pt_45_54,F_Emp_wrk_Pt_55_64,F_Emp_wrk_Pt_65_74,F_Emp_wrk_Pt_75_84,F_Emp_wrk_Pt_85ov,F_Emp_wrk_Pt_Tot,F_Emp_a_f_wrk_15_19,F_Emp_a_f_wrk_20_24,F_Emp_a_f_wrk_25_34,F_Emp_a_f_wrk_35_44,F_Emp_a_f_wrk_45_54,F_Emp_a_f_wrk_55_64,F_Emp_a_f_wrk_65_74,F_Emp_a_f_wrk_75_84,F_Emp_a_f_wrk_85ov,F_Emp_a_f_wrk_Tot,F_Hr_wrk_ns_15_19,F_Hr_wrk_ns_20_24,F_Hr_wrk_ns_25_34,F_Hr_wrk_ns_35_44,F_Hr_wrk_ns_45_54,F_Hr_wrk_ns_55_64,F_Hr_wrk_ns_65_74,F_Hr_wrk_ns_75_84,F_Hr_wrk_ns_85_yr_over,F_Hr_wrk_ns_Tot,F_Tot_emp_15_19_yr,F_Tot_emp_20_24_yr,F_Tot_emp_25_34_yr,F_Tot_emp_35_44_yr,F_Tot_emp_45_54_yr,F_Tot_emp_55_64_yr,F_Tot_emp_65_74_yr,F_Tot_emp_75_84_yr,F_Tot_emp_85_yr_over,F_Tot_emp_Tot,F_UE_lk_fr_Ft_wrk_15_19,F_UE_lk_fr_Ft_wrk_20_24,F_UE_lk_fr_Ft_wrk_25_34,F_UE_lk_fr_Ft_wrk_35_44,F_UE_lk_fr_Ft_wrk_45_54,F_UE_lk_fr_Ft_wrk_55_64,F_UE_lk_fr_Ft_wrk_65_74,F_UE_lk_fr_Ft_wrk_75_84,F_UE_lk_for_Ft_wrk_85_over,F_UE_looking_for_Ft_wk_Tot,F_UE_lk_for_Pt_wk_15_19,F_UE_lk_for_Pt_wk_20_24,F_UE_lk_for_Pt_wk_25_34,F_UE_lk_for_Pt_wk_35_44,F_UE_lk_for_Pt_wk_45_54,F_UE_lk_for_Pt_wk_55_64,F_UE_lk_for_Pt_wk_65_74,F_UE_lk_for_Pt_wk_75_84,F_UE_looking_for_Pt_wk_85_ov,F_UE_lk_for_Pt_wrk_Tot,F_Tot_unemp_15_19,F_Tot_unemp_20_24,F_Tot_unemp_25_34,F_Tot_unemp_35_44,F_Tot_unemp_45_54,F_Tot_unemp_55_64,F_Tot_unemp_65_74,F_Tot_unemp_75_84,F_Tot_unemp_85_yr_over,F_Tot_unemp_Total
50101,253,493,1562,2193,2244,1566,394,45,3,8759,605,231,404,453,526,705,502,77,9,3517,50,31,113,173,178,151,51,13,4,764,28,18,48,43,53,26,8,7,4,234,938,777,2136,2862,2989,2453,957,143,21,13272,27,36,68,47,51,43,6,0,0,283,53,17,18,20,17,28,11,4,0,178,88,51,87,69,76,66,25,4,0,462,1025,830,2222,2928,3061,2522,981,142,21,13732,502,106,171,214,319,735,2299,1477,452,6263,83,58,225,222,245,238,196,128,46,1426,1610,987,2611,3367,3626,3491,3470,1752,518,21416,134,288,934,1112,1411,884,146,14,0,4929,710,338,1016,1898,1722,1416,502,50,0,7657,54,33,165,188,129,170,47,3,0,789,14,15,27,49,33,26,15,5,3,183,921,671,2148,3246,3294,2492,698,75,6,13558,11,8,28,26,34,21,0,0,0,128,53,15,37,54,52,48,14,0,0,269,65,24,66,75,83,69,11,0,0,395
50102,585,1426,3703,4361,4465,3462,707,59,3,18765,910,438,641,539,556,724,549,106,12,4474,81,83,182,205,256,302,79,13,0,1202,31,54,124,96,80,61,17,10,7,476,1600,2001,4653,5198,5361,4546,1354,186,21,24921,90,138,219,168,147,142,22,0,0,923,137,53,60,33,43,50,21,3,0,398,227,192,273,208,186,188,44,3,0,1328,1832,2190,4921,5404,5546,4738,1401,187,21,26245,1351,309,563,674,709,1528,3798,2368,687,11981,159,141,344,344,380,309,290,176,125,2270,3341,2644,5827,6427,6633,6573,5483,2736,833,40498,310,902,1972,2028,2651,1692,209,14,0,9776,1333,738,1853,2802,2574,2041,647,65,4,12059,76,101,327,209,192,236,43,6,0,1185,39,49,59,75,68,37,14,5,0,350,1761,1785,4209,5115,5487,4012,915,86,6,23375,82,66,106,78,94,86,8,0,0,520,204,69,107,133,116,94,12,4,0,739,287,132,219,213,213,179,23,4,0,1260
50103,142,278,619,787,933,911,328,63,5,4061,142,55,120,118,172,278,228,57,4,1178,5,18,38,50,68,82,40,3,0,306,11,13,24,24,23,19,16,9,4,148,298,362,806,983,1195,1294,604,133,15,5690,8,24,25,19,29,47,9,0,0,158,20,16,4,3,4,20,11,0,0,84,36,39,26,19,39,63,24,0,0,240,332,402,831,1005,1233,1352,631,133,15,5932,229,43,75,104,172,409,1080,680,177,2966,54,39,92,103,135,139,121,75,24,784,610,479,999,1206,1535,1906,1835,898,216,9683,66,117,273,406,536,494,94,29,0,2015,216,110,356,507,582,640,240,42,0,2694,3,13,67,47,51,91,30,3,0,307,19,7,18,14,17,15,9,3,0,94,300,249,715,977,1182,1236,375,75,0,5111,8,8,15,20,17,28,0,0,0,102,14,9,12,14,14,23,3,0,0,91,25,15,28,37,29,57,8,0,0,196
50201,418,1077,2758,3160,3519,2862,594,40,0,14434,880,585,585,504,551,762,510,117,7,4496,67,77,195,217,260,289,78,6,5,1188,25,45,130,105,77,61,29,8,4,482,1392,1782,3673,3983,4405,3974,1207,176,14,20598,103,175,266,204,201,169,41,0,0,1160,216,60,57,32,31,75,35,4,0,512,319,232,323,236,236,243,71,3,0,1670,1712,2015,3997,4221,4639,4217,1277,182,12,22267,1134,323,457,539,739,1645,5012,3784,1093,14728,135,122,233,242,259,227,272,249,166,1917,2980,2466,4694,5006,5637,6089,6561,4207,1269,38908,170,705,1473,1755,2335,1553,194,8,0,8202,1270,976,1711,2190,2162,2017,565,44,4,10941,49,86,286,189,188,232,50,3,0,1079,35,35,73,54,64,45,20,8,4,340,1530,1798,3543,4181,4750,3846,828,68,5,20553,65,99,118,122,139,114,9,4,0,663,198,72,147,127,131,133,26,0,0,837,260,172,261,253,268,238,37,4,0,1499
50301,89,553,1981,2576,3521,2452,712,107,10,11996,983,1148,551,390,452,656,743,247,24,5189,61,68,84,70,67,81,44,19,3,500,10,15,30,32,28,18,12,6,3,157,1149,1777,2646,3074,4066,3204,1515,371,44,17843,15,59,84,53,100,81,19,3,0,410,209,105,46,10,21,25,29,5,0,439,217,165,133,58,122,109,47,8,0,848,1368,1942,2775,3132,4183,3311,1555,381,44,18694,1572,605,412,226,319,712,1784,1805,757,8197,67,82,155,147,119,143,130,132,93,1059,3001,2633,3347,3501,4620,4163,3470,2315,887,27947,47,463,1480,1372,1962,1197,242,22,0,6788,1199,1313,876,1563,1907,1425,649,136,12,9075,65,82,188,168,89,109,48,15,0,761,12,24,30,33,39,17,8,11,3,186,1329,1884,2581,3129,3999,2750,944,192,17,16818,9,28,57,42,80,32,0,0,0,249,211,81,42,65,73,64,12,0,0,555,219,113,104,111,154,96,11,0,0,799
50302,119,1192,7324,6731,4677,3159,727,66,0,23999,747,1270,1964,1124,748,856,699,146,13,7567,46,84,241,210,192,148,47,10,3,976,20,46,157,94,45,30,12,5,0,414,930,2589,9691,8162,5655,4197,1487,229,15,32955,20,89,250,214,176,191,37,5,0,974,150,117,125,54,38,49,31,7,0,568,167,203,372,265,216,239,69,12,0,1541,1102,2792,10064,8430,5876,4437,1555,236,15,34496,920,626,792,532,602,1114,2575,1691,667,9518,99,305,1013,778,634,491,363,242,128,4046,2119,3720,11857,9738,7107,6045,4493,2169,812,48067,85,1179,6217,3722,2950,1859,331,15,0,16360,968,1890,3061,2745,2064,1573,713,90,5,13109,51,112,456,347,129,172,58,6,0,1336,15,68,137,67,41,30,12,3,0,378,1124,3253,9863,6880,5186,3635,1117,112,5,31176,12,79,177,130,125,87,3,0,0,617,143,134,177,133,82,80,19,6,0,768,156,214,353,266,210,167,22,7,0,1389
50401,183,882,4160,4352,3432,2441,534,35,0,16017,664,897,1047,759,600,685,420,73,4,5152,29,57,121,139,115,109,33,3,0,611,6,42,119,76,43,39,5,3,0,350,886,1882,5452,5327,4190,3271,993,117,7,22134,46,100,188,150,157,152,22,0,0,822,143,64,81,34,36,56,30,0,0,436,183,168,266,190,186,208,52,3,0,1254,1070,2045,5721,5515,4379,3477,1048,122,7,23385,864,335,464,438,566,951,2528,1857,624,8633,70,121,281,259,194,168,126,114,67,1397,2013,2505,6465,6214,5132,4599,3695,2089,693,33417,65,730,3094,2341,2351,1509,277,14,0,10374,789,1070,1842,2253,1659,1388,515,54,0,9575,25,62,344,245,97,130,43,8,0,951,23,45,74,48,43,22,6,3,0,262,902,1903,5359,4882,4151,3044,842,68,0,21164,13,52,118,96,101,73,14,0,0,461,152,73,107,120,119,76,18,0,0,661,168,133,223,210,212,153,30,0,0,1126
50402,191,570,1306,1555,1830,1546,340,28,0,7368,405,274,204,185,279,367,276,59,6,2055,18,26,79,81,89,135,43,5,0,476,9,22,49,30,42,26,9,3,5,194,625,886,1642,1846,2238,2083,675,93,5,10094,32,45,77,45,58,51,9,0,0,321,89,36,13,9,15,26,21,3,0,207,117,82,96,50,74,74,34,3,0,525,742,967,1733,1896,2311,2157,706,96,3,10621,551,280,778,731,543,622,1539,1084,290,6416,52,41,99,92,82,91,64,62,41,620,1344,1287,2614,2714,2937,2871,2301,1239,340,17653,89,342,737,869,1199,883,132,12,0,4262,564,382,633,945,1031,954,328,37,0,4871,26,32,147,94,74,95,23,0,0,498,14,18,26,16,28,20,8,0,0,128,688,770,1538,1927,2330,1949,484,54,4,9752,20,23,33,27,43,35,4,0,0,182,69,15,40,46,47,44,8,0,0,273,81,42,72,74,91,74,12,0,0,449
50403,631,2004,6746,7482,6074,4269,863,51,4,28118,1385,1194,1287,1114,885,918,570,104,10,7474,70,83,301,278,249,243,66,4,0,1297,26,117,253,179,106,63,23,8,0,780,2118,3398,8590,9057,7313,5489,1521,169,11,37672,122,261,339,244,238,193,28,0,0,1432,340,126,61,53,42,64,31,5,0,716,463,388,401,296,281,256,61,4,0,2152,2578,3784,8990,9353,7585,5747,1580,178,11,39820,2116,612,781,741,828,1524,3197,2024,557,12378,170,192,498,476,422,294,215,147,74,2485,4860,4592,10265,10565,8837,7569,4991,2345,655,54684,243,1440,4138,3939,3944,2446,334,10,0,16494,1809,1664,3294,3723,2944,2232,602,59,3,16329,55,102,602,349,242,215,58,6,0,1640,52,86,151,85,87,53,17,4,0,535,2164,3288,8178,8104,7218,4948,1010,82,10,34995,93,149,205,170,170,117,15,0,0,910,342,130,230,217,138,102,15,0,0,1175,432,278,437,389,307,221,28,0,0,2082
50501,626,1969,5160,7628,8116,5938,1144,49,4,30641,1873,1566,1090,891,997,1404,1152,161,14,9152,76,90,242,259,280,305,137,21,0,1416,13,53,111,102,91,64,16,4,0,463,2599,3678,6601,8883,9484,7720,2452,237,16,41663,94,191,259,187,222,222,38,0,0,1225,487,149,87,44,39,65,44,4,0,916,581,337,348,231,264,290,85,7,0,2141,3177,4015,6950,9120,9746,8012,2534,240,16,43810,2058,558,541,506,585,1561,5681,3271,957,15712,109,122,231,285,250,190,175,143,95,1593,5337,4694,7727,9908,10575,9761,8391,3649,1069,61114,223,1297,3345,3586,4772,3142,460,18,0,16835,2483,2027,2512,4599,4463,3919,1172,92,3,21265,85,93,597,476,219,397,102,6,0,1975,30,45,79,98,68,54,24,10,0,412,2821,3462,6532,8761,9515,7517,1754,125,3,40491,40,63,100,123,125,87,8,0,0,540,435,121,117,188,157,121,35,0,5,1176,473,179,219,310,279,207,44,0,7,1719
