SA3_CODE_2021,M_PG_Deg_15_24_yr,M_PG_Deg_25_34_yr,M_PG_Deg_35_44_yr,M_PG_Deg_45_54_yr,M_PG_Deg_55_64_yr,M_PG_Deg_65_74_yr,M_PG_Deg_75_84_yr,M_PG_Deg_85_yr_over,M_PG_Deg_Tot,M_Grad_Dip_Cer_15_24,M_Grad_Dip_Cer_25_34,M_Grad_Dip_Cer_35_44,M_Grad_Dip_Cer_45_54,M_Grad_Dip_Cer_55_64,M_Grad_Dip_Cer_65_74,M_Grad_Dip_Cer_75_84,M_Grad_Dip_Cer_85_over,M_Grad_Dip_Cer_Tot,M_B_Deg_15_24_yr,M_B_Deg_25_34_yr,M_B_Deg_35_44_yr,M_B_Deg_45_54_yr,M_B_Deg_55_64_yr,M_B_Deg_65_74_yr,M_B_Deg_75_84_yr,M_B_Deg_85_yr_over,M_B_Deg_Tot,M_Adv_Dip_Dip_15_24_yr,M_Adv_Dip_Dip_25_34_yr,M_Adv_Dip_Dip_35_44_yr,M_Adv_Dip_Dip_45_54_yr,M_Adv_Dip_Dip_55_64_yr,M_Adv_Dip_Dip_65_74_yr,M_Adv_Dip_Dip_75_84_yr,M_Adv_Dip_Dip_85_yr_over,M_Adv_Dip_Dip_Total,M_Cer_III_IV_15_24_yr,M_Cer_III_IV_25_34_yr,M_Cer_III_IV_35_44_yr,M_Cer_III_IV_45_54_yr,M_Cer_III_IV_55_64_yr,M_Cer_III_IV_65_74_yr,M_Cer_III_IV_75_84_yr,M_Cer_III_IV_85_yr_over,M_Cer_III_IV_Tot,M_Cer_I_II_15_24_yr,M_Cer_I_II_25_34_yr,M_Cer_I_II_35_44_yr,M_Cer_I_II_45_54_yr,M_Cer_I_II_55_64_yr,M_Cer_I_II_65_74_yr,M_Cer_I_II_75_84_yr,M_Cer_I_II_85_yr_over,M_Cer_I_II_Tot,M_Cer_nfd_15_24_yr,M_Cer_nfd_25_34_yr,M_Cer_nfd_35_44_yr,M_Cer_nfd_45_54_yr,M_Cer_nfd_55_64_yr,M_Cer_nfd_65_74_yr,M_Cer_nfd_75_84_yr,M_Cer_nfd_85_yr_over,M_Cer_nfd_Tot,M_Cer_Tot_15_24_yr,M_Cer_Tot_25_34_yr,M_Cer_Tot_35_44_yr,M_Cer_Tot_45_54_yr,M_Cer_Tot_55_64_yr,M_Cer_Tot_65_74_yr,M_Cer_Tot_75_84_yr,M_Cer_Tot_85_yr_over,M_Cer_Tot_Tot,M_lvl_educ_inad_desc_15_24,M_lvl_educ_inad_desc_25_34,M_lvl_educ_inad_desc_35_44,M_lvl_educ_inad_desc_45_54,M_lvl_educ_inad_desc_55_64,M_lvl_educ_inad_desc_65_74,M_lvl_educ_inad_desc_75_84,M_lvl_educ_inad_desc_85ov,M_lvl_educ_inad_desc_Tot,M_lvl_educ_ns_15_24,M_lvl_educ_ns_25_34,M_lvl_educ_ns_35_44,M_lvl_educ_ns_45_54,M_lvl_educ_ns_55_64,M_lvl_educ_ns_65_74,M_lvl_educ_ns_75_84,M_lvl_educ_ns_85_yr_over,M_lvl_educ_ns_Tot,M_Tot_15_24_yr,M_Tot_25_34_yr,M_Tot_35_44_yr,M_Tot_45_54_yr,M_Tot_55_64_yr,M_Tot_65_74_yr,M_Tot_75_84_yr,M_Tot_85_yr_over,M_Tot_Tot,F_PG_Deg_15_24_yr,F_PG_Deg_25_34_yr,F_PG_Deg_35_44_yr,F_PG_Deg_45_54_yr,F_PG_Deg_55_64_yr,F_PG_Deg_65_74_yr,F_PG_Deg_75_84_yr,F_PG_Deg_85_yr_over,F_PGuate_Deg_Tot,F_Grad_Dip_Cer_15_24_yr,F_Grad_Dip_Cer_25_34_yr,F_Grad_Dip_Cer_35_44_yr,F_Grad_Dip_Cer_45_54_yr,F_Grad_Dip_Cer_55_64_yr,F_Grad_Dip_Cer_65_74_yr,F_Grad_Dip_Cer_75_84_yr,F_Grad_Dip_Cer_85_yr_over,F_Grad_Dip_Cer_Tot,F_B_Deg_15_24_yr,F_B_Deg_25_34_yr,F_B_Deg_35_44_yr,F_B_Deg_45_54_yr,F_B_Deg_55_64_yr,F_B_Deg_65_74_yr,F_B_Deg_75_84_yr,F_B_Deg_85_yr_over,F_B_Deg_Tot,F_Adv_Dip_Dip_15_24,F_Adv_Dip_Dip_25_34,F_Adv_Dip_Dip_35_44,F_Adv_Dip_Dip_45_54,F_Adv_Dip_Dip_55_64,F_Adv_Dip_Dip_65_74,F_Adv_Dip_Dip_75_84,F_Adv_Dip_Dip_85_over,F_Adv_Dip_Dip_Total,F_Cer_III_IV_15_24_yr,F_Cer_III_IV_25_34_yr,F_Cer_III_IV_35_44_yr,F_Cer_III_IV_45_54_yr,F_Cer_III_IV_55_64_yr,F_Cer_III_IV_65_74_yr,F_Cer_III_IV_75_84_yr,F_Cer_III_IV_85_yr_over,F_Cer_III_IV_Tot,F_Cer_I_II_15_24_yr,F_Cer_I_II_25_34_yr,F_Cer_I_II_35_44_yr,F_Cer_I_II_45_54_yr,F_Cer_I_II_55_64_yr,F_Cer_I_II_65_74_yr,F_Cer_I_II_75_84_yr,F_Cer_I_II_85_yr_over,F_Cer_I_II_Tot,F_Cer_nfd_15_24_yr,F_Cer_nfd_25_34_yr,F_Cer_nfd_35_44_yr,F_Cer_nfd_45_54_yr,F_Cer_nfd_55_64_yr,F_Cer_nfd_65_74_yr,F_Cer_nfd_75_84_yr,F_Cer_nfd_85_yr_over,F_Cer_nfd_Tot,F_Cer_Tot_15_24_yr,F_Cer_Tot_25_34_yr,F_Cer_Tot_35_44_yr,F_Cer_Tot_45_54_yr,F_Cer_Tot_55_64_yr,F_Cer_Tot_65_74_yr,F_Cer_Tot_75_84_yr,F_Cer_Tot_85_yr_over,F_Cer_Tot_Tot,F_lvl_educ_inad_desc_15_24,F_lvl_educ_inad_desc_25_34,F_lvl_educ_inad_desc_35_44,F_lvl_educ_inad_desc_45_54,F_lvl_educ_inad_desc_55_64,F_lvl_educ_inad_desc_65_74,F_lvl_educ_inad_desc_75_84,F_lvl_educ_inad_desc_85ov,F_lvl_educ_inad_desc_Tot,F_lvl_educ_ns_15_24_yr,F_lvl_educ_ns_25_34_yr,F_lvl_educ_ns_35_44_yr,F_lvl_educ_ns_45_54_yr,F_lvl_educ_ns_55_64_yr,F_lvl_educ_ns_65_74_yr,F_lvl_educ_ns_75_84_yr,F_lvl_educ_ns_85_yr_over,F_lvl_educ_ns_Tot,F_Tot_15_24_yr,F_Tot_25_34_yr,F_Tot_35_44_yr,F_Tot_45_54_yr,F_Tot_55_64_yr,F_Tot_65_74_yr,F_Tot_75_84_yr,F_Tot_85_yr_over,F_Tot_Tot,P_PG_Deg_15_24_yr,P_PG_Deg_25_34_yr
50101,0,62,86,127,99,135,66,12,586,0,28,71,71,59,53,23,0,303,35,362,528,519,429,430,164,44,2509,25,188,316,350,364,368,191,31,1834,386,952,1214,1130,1059,870,358,89,6054,147,54,39,28,19,12,9,3,317,24,25,46,71,63,66,33,5,336,554,1028,1292,1231,1143,954,401,96,6702,5,16,18,23,32,26,18,3,147,192,251,264,293,279,248,177,88,1787,807,1936,2577,2606,2409,2224,1043,265,13864,4,114,209,147,106,101,21,0,695,8,91,190,189,147,104,26,6,759,94,766,1147,873,606,460,187,42,4181,70,339,539,597,592,444,177,56,2815,302,585,772,691,538,267,85,16,3249,126,65,72,85,69,57,17,3,488,33,49,95,121,137,123,44,12,614,464,702,937,897,741,443,141,28,4350,13,23,27,32,31,55,31,11,222,185,272,297,283,333,354,256,164,2149,824,2307,3350,3020,2564,1965,847,307,15180,4,181
50102,8,95,180,170,138,105,36,11,739,0,42,81,92,96,61,13,4,396,84,538,655,651,516,404,139,34,3012,79,304,516,551,525,405,173,36,2592,1018,2336,2426,2344,2179,1482,639,133,12566,392,147,69,47,35,27,4,0,712,41,51,88,91,117,108,45,12,553,1449,2524,2578,2484,2330,1617,691,144,13831,17,33,55,35,46,60,31,6,289,362,413,449,484,440,418,305,180,3050,2003,3950,4508,4474,4103,3067,1388,411,23902,18,164,222,174,143,81,23,0,820,19,155,231,238,197,110,31,5,989,198,1138,1382,1166,779,479,181,50,5386,133,591,780,806,849,533,203,69,3968,1223,1682,1643,1448,1071,481,99,19,7667,380,258,189,154,137,72,21,6,1221,74,96,157,265,228,151,60,14,1041,1676,2033,1997,1865,1431,701,185,38,9931,12,29,42,50,47,66,26,14,285,354,408,412,425,456,502,470,313,3339,2407,4525,5068,4728,3909,2474,1125,487,24722,22,259
50103,0,11,29,34,34,46,25,8,185,0,5,14,20,28,26,4,0,87,16,108,127,123,138,160,53,9,734,11,52,83,111,164,132,58,5,615,193,355,411,459,552,429,162,44,2601,68,32,15,8,13,8,3,0,149,6,13,27,29,27,36,21,7,159,262,405,451,493,592,476,192,43,2913,0,6,4,16,12,18,7,0,65,110,103,113,157,178,181,123,33,995,399,684,813,959,1138,1041,460,103,5597,3,30,58,50,46,37,4,0,226,4,27,42,47,62,52,11,0,247,38,208,284,254,243,175,64,18,1281,22,104,180,166,230,204,69,7,991,148,242,271,273,285,142,34,0,1399,92,44,30,33,30,25,4,0,253,12,18,30,48,56,43,18,0,231,248,307,331,348,376,208,60,6,1887,0,0,5,7,7,18,8,0,52,90,86,140,148,190,191,169,54,1060,401,759,1040,1023,1152,889,383,84,5741,3,42
50201,10,62,134,147,154,136,60,9,705,3,22,52,66,76,73,28,8,333,119,375,444,451,450,457,199,43,2537,109,274,427,526,588,564,328,68,2889,851,1815,1814,1960,2118,1895,1070,266,11787,322,108,57,49,41,30,16,4,617,37,51,67,86,92,111,90,30,567,1208,1973,1934,2096,2246,2034,1176,298,12970,10,24,37,33,37,76,51,22,290,319,301,328,347,326,440,416,238,2718,1780,3029,3361,3668,3883,3774,2258,684,22434,11,130,192,165,136,75,24,5,739,17,125,179,222,183,135,33,8,898,229,936,1097,953,670,523,234,50,4702,199,635,838,910,951,681,266,83,4562,889,1424,1378,1327,1102,583,204,37,6941,309,170,147,113,122,105,32,5,1017,84,113,170,207,244,200,120,28,1163,1283,1712,1700,1643,1461,892,348,79,9117,23,31,47,46,78,79,79,15,400,351,375,398,408,432,623,693,491,3771,2110,3941,4452,4350,3914,3004,1685,730,24186,16,189
50301,73,630,866,1116,950,659,367,130,4802,14,106,160,216,184,106,67,14,859,833,1450,1424,1936,1575,1257,611,171,9266,123,177,251,345,350,333,267,97,1939,255,293,264,299,313,261,191,70,1944,86,19,14,15,15,5,5,0,159,14,14,21,39,26,48,34,8,203,355,323,299,347,361,312,231,82,2310,23,28,30,40,34,43,45,19,266,183,183,191,167,190,188,197,135,1426,1612,2905,3226,4168,3634,2898,1780,637,20863,73,699,940,980,635,391,131,36,3895,24,171,277,425,377,243,104,31,1652,878,1610,1940,2230,1494,1087,595,226,10061,121,196,292,514,650,559,384,160,2881,256,164,173,174,167,117,54,22,1113,103,20,20,23,28,15,24,3,237,24,18,33,96,112,107,101,50,547,381,198,224,293,307,244,178,76,1897,13,25,43,40,44,63,53,34,317,229,192,202,181,192,256,323,254,1838,1721,3082,3924,4662,3702,2851,1773,817,22532,150,1331
50302,98,1861,1808,1113,749,545,214,29,6422,19,341,381,304,252,141,40,6,1484,921,4371,3437,2115,1592,1023,337,87,13888,303,899,903,683,635,497,225,58,4204,542,1308,1049,824,878,557,269,108,5534,158,85,49,20,29,12,5,0,366,30,69,68,89,85,71,24,11,445,729,1464,1161,938,988,641,299,120,6342,28,92,83,51,55,58,42,8,412,442,1114,873,707,558,453,307,155,4607,2543,10139,8646,5912,4834,3355,1466,459,37354,122,2119,1729,1020,628,377,87,23,6115,52,598,524,509,360,252,69,10,2372,1263,5232,3623,2213,1505,913,359,129,15242,451,1013,875,808,792,511,252,100,4802,602,771,524,475,377,200,69,42,3053,200,69,58,46,51,41,17,11,495,50,87,108,145,177,133,56,36,797,847,924,684,672,605,375,150,84,4347,28,93,72,69,50,63,41,18,432,431,882,583,427,412,461,342,287,3826,3211,10861,8096,5714,4357,2947,1302,653,37142,224,3981
50401,41,516,635,330,239,138,57,6,1957,14,133,181,160,134,66,25,6,714,334,1815,1706,1034,644,452,153,32,6169,220,654,674,594,466,378,179,37,3199,514,1382,1248,1089,1124,919,477,127,6879,181,84,45,48,28,19,4,3,399,24,64,72,70,73,78,35,11,414,716,1528,1365,1201,1225,1007,513,134,7691,25,33,47,42,37,26,28,10,246,232,366,337,261,230,205,185,83,1901,1591,5046,4949,3620,2965,2277,1133,302,21871,48,712,791,419,217,119,27,8,2329,15,309,337,288,203,120,41,10,1318,506,2440,2052,1228,742,464,167,42,7650,233,720,734,689,619,421,175,43,3628,466,881,747,666,507,287,87,28,3671,189,103,76,71,67,57,13,4,577,47,68,129,155,173,135,77,22,799,699,1046,947,883,754,482,180,59,5051,9,48,58,36,43,58,33,14,302,189,343,300,253,260,276,285,184,2091,1701,5622,5213,3799,2831,1941,906,360,22372,87,1223
50402,3,51,97,116,119,100,51,7,540,0,29,50,70,75,36,18,0,276,70,246,363,397,297,259,100,11,1737,49,134,205,291,277,258,126,20,1352,362,845,772,851,854,700,320,59,4769,110,50,26,18,10,15,0,0,221,14,18,31,49,51,47,34,0,247,488,911,831,908,916,764,351,64,5241,11,24,20,15,21,17,22,9,132,110,129,122,116,145,102,99,71,894,731,1521,1686,1916,1844,1534,765,173,10172,5,90,156,160,128,67,19,0,636,9,73,116,144,119,58,23,3,558,126,488,641,610,404,324,152,29,2774,83,232,351,419,402,303,126,38,1954,307,489,464,472,407,184,48,17,2396,103,53,49,55,41,27,15,4,348,26,22,64,82,120,91,30,16,447,440,569,575,611,561,304,87,29,3187,3,12,16,19,33,32,13,3,137,116,118,144,153,164,175,175,108,1157,789,1590,2011,2114,1807,1265,608,219,10403,9,139
50403,17,337,604,287,180,135,46,6,1618,9,108,164,146,110,49,15,10,608,359,1400,1585,1019,649,403,139,24,5581,236,918,1250,916,719,415,170,23,4642,1345,3379,3000,2597,2350,1357,570,110,14707,444,203,118,79,54,27,6,3,927,78,118,132,136,131,108,40,8,749,1872,3694,3250,2805,2536,1488,619,120,16391,39,63,94,75,41,44,21,6,396,468,613,624,539,420,335,240,120,3364,3011,7136,7578,5785,4658,2871,1253,314,32595,34,597,672,323,216,96,20,3,1960,47,320,372,270,162,80,24,3,1273,569,2626,2416,1471,816,435,141,35,8508,396,1420,1545,1291,940,434,152,34,6216,1322,2357,1911,1543,1057,420,103,17,8734,389,248,215,167,104,59,21,0,1204,120,178,277,343,294,140,68,16,1437,1832,2785,2401,2049,1458,610,195,39,11370,34,65,109,77,106,69,37,15,514,486,678,595,512,451,411,372,247,3760,3398,8494,8100,6001,4155,2135,941,378,33604,52,934
50501,36,442,769,888,702,424,116,22,3406,11,145,285,339,256,191,49,3,1281,700,1741,2321,2277,1644,1133,367,57,10244,284,621,1164,1358,1299,1174,406,88,6388,1247,2480,2871,2760,3033,2384,949,208,15927,361,95,65,47,39,42,15,0,663,58,73,129,168,166,164,87,13,859,1664,2644,3061,2974,3236,2592,1049,222,17445,28,46,84,93,90,98,61,18,519,306,331,411,402,299,330,262,185,2522,3029,5974,8098,8334,7524,5948,2303,595,41802,47,582,982,769,439,198,45,7,3075,45,391,658,646,536,250,52,8,2578,898,2872,3809,2955,1863,1139,341,68,13935,385,958,1444,1826,1756,1045,354,86,7856,966,1274,1481,1527,1290,648,171,40,7401,309,93,147,119,161,128,43,6,991,87,110,229,417,423,357,145,38,1808,1359,1473,1859,2061,1873,1131,357,87,10200,27,57,72,113,102,138,75,21,600,258,329,409,419,463,517,464,371,3231,3018,6646,9229,8790,7032,4420,1684,641,41468,92,1026
50502,119,1533,1757,1123,699,471,213,49,5972,24,384,425,425,335,177,84,11,1859,1046,4452,4340,2982,1978,1366,600,149,16909,443,1563,1701,1423,1117,912,567,141,7866,1144,3117,2649,2234,2225,1602,1017,377,14363,313,159,109,70,58,43,14,0,767,84,131,159,182,170,150,91,28,1000,1540,3408,2918,2490,2455,1790,1119,408,16128,36,124,157,118,68,99,73,25,695,555,971,907,659,507,465,452,272,4782,3758,12440,12203,9226,7157,5272,3106,1053,54214,126,1986,1968,1043,592,270,92,14,6091,55,786,881,702,523,311,97,15,3376,1412,6442,5601,3429,2009,1356,612,181,21046,499,1829,1900,1812,1521,1111,530,190,9384,1116,1812,1529,1319,1097,624,224,80,7802,344,208,178,153,141,113,43,12,1190,98,183,268,421,383,294,189,95,1929,1559,2204,1971,1898,1618,1031,457,184,10923,40,128,134,112,107,134,111,47,819,564,1066,867,621,593,685,738,557,5690,4253,14441,13317,9626,6955,4894,2648,1192,57328,244,3525
50503,35,394,765,528,301,143,65,16,2248,15,121,203,219,143,72,19,4,796,541,1802,2265,1563,856,448,199,41,7717,373,1059,1576,1525,1010,646,242,54,6490,1819,4412,4189,3911,3284,2026,892,210,20736,599,240,123,101,57,30,8,0,1159,111,163,222,220,168,119,63,22,1089,2525,4812,4531,4234,3510,2172,965,231,22980,55,87,122,127,92,62,37,13,599,620,659,689,599,441,334,334,183,3852,4172,8930,10148,8790,6355,3878,1866,544,44682,45,617,890,479,236,101,23,4,2400,63,470,583,439,217,101,21,4,1911,887,3551,3712,2350,1119,569,207,41,12436,635,2010,2320,2214,1473,691,228,71,9639,1728,3002,2602,2331,1458,590,149,29,11881,626,318,289,262,184,93,33,5,1805,196,226,382,493,375,237,121,30,2052,2546,3549,3268,3085,2016,919,302,57,15738,42,103,146,145,100,104,70,24,733,584,750,800,707,557,562,552,394,4916,4799,11049,11717,9424,5724,3049,1415,591,47772,77,1012
50601,15,225,659,260,146,77,25,8,1421,0,69,139,90,58,46,16,0,422,181,889,1404,707,368,246,81,19,3894,132,622,895,545,413,245,117,15,2991,746,1980,1815,1423,1361,961,401,83,8779,280,143,67,39,17,15,6,0,567,41,56,83,78,73,69,30,5,440,1066,2182,1962,1542,1451,1049,445,89,9788,25,36,66,44,44,27,27,7,266,343,401,401,326,264,207,168,87,2192,1765,4418,5522,3515,2744,1896,878,231,20975,19,438,679,263,110,55,17,0,1582,20,212,265,152,116,52,16,3,826,269,1772,2034,892,489,294,115,18,5878,224,825,1041,713,588,326,101,28,3848,833,1468,1294,893,637,322,66,11,5532,294,173,122,87,87,35,24,4,816,66,98,158,167,132,105,38,8,769,1194,1740,1576,1150,852,459,125,17,7119,18,41,62,30,35,38,23,4,256,318,451,441,307,294,314,264,143,2540,2068,5477,6105,3503,2483,1544,656,215,22048,36,662
50602,39,793,803,371,202,115,41,0,2373,15,134,148,120,111,55,16,0,600,417,2192,1630,881,516,329,83,28,6068,278,761,682,489,421,269,87,20,3005,583,1403,1086,924,929,642,296,95,5966,216,106,53,30,24,14,7,0,450,28,64,73,79,79,47,18,11,390,831,1571,1212,1030,1036,698,328,102,6809,15,60,69,46,34,26,19,6,288,385,643,550,440,343,229,149,86,2822,1981,6151,5089,3384,2661,1721,725,250,21961,51,927,794,347,180,93,21,0,2414,37,284,268,201,143,76,22,3,1031,581,2790,1894,978,569,323,102,37,7280,310,807,686,584,500,277,92,23,3287,591,831,610,494,378,195,50,24,3171,200,82,58,57,59,32,11,0,507,36,61,92,122,116,87,27,12,555,822,980,759,669,559,315,83,32,4233,16,64,45,43,41,46,24,17,289,310,564,418,352,311,253,234,142,2590,2130,6406,4862,3187,2302,1390,589,252,21127,83,1718
50603,86,1006,1108,732,466,240,87,15,3726,13,127,170,163,114,83,32,0,707,754,2309,2029,1469,889,654,241,45,8396,415,874,753,554,477,416,211,59,3754,725,1094,986,1054,1061,840,465,166,6391,283,87,50,34,18,17,9,0,499,44,63,56,85,73,58,38,19,432,1053,1241,1088,1169,1154,918,512,183,7323,32,72,65,54,36,42,37,10,355,376,512,339,263,226,174,208,162,2259,2734,6144,5546,4411,3370,2527,1322,476,26520,71,1218,1147,613,309,147,35,4,3550,40,279,305,292,203,127,38,0,1282,889,2687,2656,1665,923,578,241,59,9698,367,668,858,746,707,490,217,55,4113,610,649,647,617,490,268,85,26,3392,215,70,59,73,64,48,25,9,564,33,75,92,137,158,141,67,29,732,863,790,801,824,713,456,177,55,4685,24,76,58,57,45,64,48,13,383,315,444,325,242,238,262,389,406,2625,2579,6157,6149,4441,3141,2132,1153,590,26335,155,2223
50604,31,462,934,467,256,131,49,8,2331,13,72,141,123,65,64,14,4,506,394,1424,1898,1065,609,344,134,23,5888,307,863,1015,817,558,377,144,35,4120,1070,1856,2103,1898,1677,1335,639,138,10722,360,142,83,57,30,25,4,0,700,62,90,112,112,96,70,49,12,596,1493,2084,2300,2077,1800,1424,694,150,12020,19,75,97,78,42,48,20,11,396,496,573,599,486,318,288,208,137,3099,2755,5562,6980,5110,3654,2669,1270,359,28357,37,785,958,377,164,65,16,3,2403,29,210,301,194,156,63,17,5,967,582,2322,2571,1329,713,410,138,35,8097,340,948,1121,1003,686,386,157,42,4687,1016,1321,1329,1101,787,375,106,17,6058,378,150,150,123,90,59,14,0,971,87,117,182,238,190,144,75,24,1060,1482,1588,1665,1471,1069,576,195,40,8083,24,61,82,74,74,73,31,11,427,430,563,535,411,357,385,367,271,3310,2921,6484,7226,4862,3205,1957,915,402,27974,69,1249
50605,10,96,214,180,122,110,70,12,823,9,34,63,87,71,50,18,0,331,133,383,616,552,354,351,144,56,2590,90,207,421,405,324,299,176,33,1961,484,1096,1161,1108,1071,816,422,113,6268,170,62,31,20,13,9,3,0,315,30,34,40,59,64,59,29,10,323,683,1194,1237,1185,1145,884,459,124,6909,9,20,18,21,26,26,21,11,154,150,151,191,149,154,141,121,70,1116,1080,2079,2766,2587,2197,1856,1010,307,13880,8,168,287,204,101,69,18,3,850,11,99,175,140,117,77,27,6,654,197,820,1061,737,487,365,168,47,3882,132,360,526,552,511,359,179,48,2676,438,699,665,617,442,233,93,21,3207,188,63,80,64,53,28,11,3,484,28,41,80,131,132,106,47,22,585,660,803,825,810,620,366,146,47,4278,0,21,19,33,31,45,35,9,199,141,170,219,172,185,231,226,143,1489,1153,2434,3110,2645,2046,1523,805,308,14024,17,268
50606,5,27,68,52,41,18,3,0,215,0,16,25,29,24,8,3,0,97,40,170,256,145,101,61,24,7,807,33,138,230,186,139,79,38,5,836,334,942,808,636,558,338,112,23,3748,87,32,24,7,9,0,0,0,163,20,19,28,34,29,19,14,4,162,439,988,857,679,598,361,124,27,4072,10,8,25,19,11,7,3,4,87,96,88,97,98,73,53,32,11,546,612,1430,1552,1203,985,591,229,52,6660,3,55,103,47,30,17,3,0,264,3,85,81,52,39,17,7,0,283,71,449,415,261,156,85,28,0,1474,81,357,357,286,223,101,40,4,1443,340,692,497,341,206,87,14,0,2181,93,55,43,39,31,12,3,0,274,30,43,50,81,64,30,9,5,311,463,787,591,457,292,132,26,3,2761,13,11,15,12,16,14,4,0,87,70,128,120,105,84,71,56,20,649,708,1872,1683,1228,837,433,164,36,6962,14,77
50607,42,479,517,408,309,236,92,21,2100,6,95,112,112,101,91,16,0,535,387,1214,1032,786,652,514,191,57,4830,112,231,232,265,259,280,136,41,1555,255,426,339,296,366,304,141,51,2180,77,28,10,5,6,7,9,0,146,7,23,25,24,30,42,26,12,188,343,479,372,323,406,352,173,62,2509,13,16,19,22,18,24,16,12,147,131,183,127,112,112,116,126,125,1036,1036,2703,2411,2033,1846,1614,761,315,12717,46,538,520,340,256,146,36,3,1889,27,165,186,176,180,100,35,6,889,498,1433,1185,958,678,422,165,45,5380,123,216,298,334,386,306,152,55,1872,256,262,203,211,192,117,29,16,1286,75,25,23,23,25,20,6,0,202,12,26,24,54,78,78,49,20,341,341,309,259,288,298,216,90,35,1830,21,13,21,27,33,42,28,8,185,114,155,140,119,154,189,233,291,1403,1165,2840,2610,2239,1985,1417,751,435,13441,85,1024
50701,32,446,742,433,305,153,37,7,2155,9,149,192,156,110,49,22,0,686,397,1766,1775,1178,657,365,108,21,6264,202,675,976,808,541,433,141,21,3802,962,2416,2346,2120,1763,1170,512,121,11411,304,112,79,60,36,20,6,0,623,50,84,119,124,109,93,27,3,622,1319,2617,2543,2298,1915,1290,547,126,12655,38,62,79,68,57,55,24,8,395,282,415,433,319,247,269,236,136,2337,2278,6125,6739,5263,3839,2604,1110,322,28285,36,718,826,427,211,92,12,6,2334,38,412,432,326,189,87,12,0,1506,658,2953,2784,1567,837,387,119,38,9347,328,1005,1223,1107,844,434,125,41,5110,911,1455,1284,1103,803,342,76,16,6005,305,153,128,123,94,54,14,4,868,73,102,154,252,228,145,59,18,1032,1291,1715,1570,1469,1120,545,147,42,7902,18,50,78,64,66,56,27,12,370,268,425,405,371,327,343,319,259,2726,2638,7279,7326,5341,3597,1947,762,398,29294,64,1167
50702,11,240,372,350,329,241,99,14,1659,5,66,85,102,120,68,28,9,470,181,793,750,658,583,420,146,24,3553,57,196,268,309,276,254,105,17,1488,189,452,467,432,469,341,166,52,2566,76,17,14,8,20,13,8,0,166,19,29,30,32,50,38,26,9,223,286,499,511,471,540,390,196,58,2959,9,22,15,16,27,19,14,6,121,128,225,225,245,205,167,147,121,1475,673,2037,2234,2159,2077,1564,728,253,11718,5,337,432,393,328,207,51,6,1767,4,125,206,213,226,132,34,6,947,292,1142,1049,919,704,503,197,29,4821,61,211,258,335,391,281,118,17,1677,172,270,216,222,207,103,27,10,1232,66,20,31,28,32,12,10,0,200,24,23,38,59,86,65,25,8,335,262,312,286,305,332,178,69,26,1766,9,11,24,20,32,29,19,3,141,126,195,175,170,165,195,166,221,1416,767,2333,2434,2350,2172,1529,645,310,12536,15,581
