SA3_CODE_2021,M_PG_Deg_15_24_yr,M_PG_Deg_25_34_yr,M_PG_Deg_35_44_yr,M_PG_Deg_45_54_yr,M_PG_Deg_55_64_yr,M_PG_Deg_65_74_yr,M_PG_Deg_75_84_yr,M_PG_Deg_85_yr_over,M_PG_Deg_Tot,M_Grad_Dip_Cer_15_24,M_Grad_Dip_Cer_25_34,M_Grad_Dip_Cer_35_44,M_Grad_Dip_Cer_45_54,M_Grad_Dip_Cer_55_64,M_Grad_Dip_Cer_65_74,M_Grad_Dip_Cer_75_84,M_Grad_Dip_Cer_85_over,M_Grad_Dip_Cer_Tot,M_B_Deg_15_24_yr,M_B_Deg_25_34_yr,M_B_Deg_35_44_yr,M_B_Deg_45_54_yr,M_B_Deg_55_64_yr,M_B_Deg_65_74_yr,M_B_Deg_75_84_yr,M_B_Deg_85_yr_over,M_B_Deg_Tot,M_Adv_Dip_Dip_15_24_yr,M_Adv_Dip_Dip_25_34_yr,M_Adv_Dip_Dip_35_44_yr,M_Adv_Dip_Dip_45_54_yr,M_Adv_Dip_Dip_55_64_yr,M_Adv_Dip_Dip_65_74_yr,M_Adv_Dip_Dip_75_84_yr,M_Adv_Dip_Dip_85_yr_over,M_Adv_Dip_Dip_Total,M_Cer_III_IV_15_24_yr,M_Cer_III_IV_25_34_yr,M_Cer_III_IV_35_44_yr,M_Cer_III_IV_45_54_yr,M_Cer_III_IV_55_64_yr,M_Cer_III_IV_65_74_yr,M_Cer_III_IV_75_84_yr,M_Cer_III_IV_85_yr_over,M_Cer_III_IV_Tot,M_Cer_I_II_15_24_yr,M_Cer_I_II_25_34_yr,M_Cer_I_II_35_44_yr,M_Cer_I_II_45_54_yr,M_Cer_I_II_55_64_yr,M_Cer_I_II_65_74_yr,M_Cer_I_II_75_84_yr,M_Cer_I_II_85_yr_over,M_Cer_I_II_Tot,M_Cer_nfd_15_24_yr,M_Cer_nfd_25_34_yr,M_Cer_nfd_35_44_yr,M_Cer_nfd_45_54_yr,M_Cer_nfd_55_64_yr,M_Cer_nfd_65_74_yr,M_Cer_nfd_75_84_yr,M_Cer_nfd_85_yr_over,M_Cer_nfd_Tot,M_Cer_Tot_15_24_yr,M_Cer_Tot_25_34_yr,M_Cer_Tot_35_44_yr,M_Cer_Tot_45_54_yr,M_Cer_Tot_55_64_yr,M_Cer_Tot_65_74_yr,M_Cer_Tot_75_84_yr,M_Cer_Tot_85_yr_over,M_Cer_Tot_Tot,M_lvl_educ_inad_desc_15_24,M_lvl_educ_inad_desc_25_34,M_lvl_educ_inad_desc_35_44,M_lvl_educ_inad_desc_45_54,M_lvl_educ_inad_desc_55_64,M_lvl_educ_inad_desc_65_74,M_lvl_educ_inad_desc_75_84,M_lvl_educ_inad_desc_85ov,M_lvl_educ_inad_desc_Tot,M_lvl_educ_ns_15_24,M_lvl_educ_ns_25_34,M_lvl_educ_ns_35_44,M_lvl_educ_ns_45_54,M_lvl_educ_ns_55_64,M_lvl_educ_ns_65_74,M_lvl_educ_ns_75_84,M_lvl_educ_ns_85_yr_over,M_lvl_educ_ns_Tot,M_Tot_15_24_yr,M_Tot_25_34_yr,M_Tot_35_44_yr,M_Tot_45_54_yr,M_Tot_55_64_yr,M_Tot_65_74_yr,M_Tot_75_84_yr,M_Tot_85_yr_over,M_Tot_Tot,F_PG_Deg_15_24_yr,F_PG_Deg_25_34_yr,F_PG_Deg_35_44_yr,F_PG_Deg_45_54_yr,F_PG_Deg_55_64_yr,F_PG_Deg_65_74_yr,F_PG_Deg_75_84_yr,F_PG_Deg_85_yr_over,F_PGuate_Deg_Tot,F_Grad_Dip_Cer_15_24_yr,F_Grad_Dip_Cer_25_34_yr,F_Grad_Dip_Cer_35_44_yr,F_Grad_Dip_Cer_45_54_yr,F_Grad_Dip_Cer_55_64_yr,F_Grad_Dip_Cer_65_74_yr,F_Grad_Dip_Cer_75_84_yr,F_Grad_Dip_Cer_85_yr_over,F_Grad_Dip_Cer_Tot,F_B_Deg_15_24_yr,F_B_Deg_25_34_yr,F_B_Deg_35_44_yr,F_B_Deg_45_54_yr,F_B_Deg_55_64_yr,F_B_Deg_65_74_yr,F_B_Deg_75_84_yr,F_B_Deg_85_yr_over,F_B_Deg_Tot,F_Adv_Dip_Dip_15_24,F_Adv_Dip_Dip_25_34,F_Adv_Dip_Dip_35_44,F_Adv_Dip_Dip_45_54,F_Adv_Dip_Dip_55_64,F_Adv_Dip_Dip_65_74,F_Adv_Dip_Dip_75_84,F_Adv_Dip_Dip_85_over,F_Adv_Dip_Dip_Total,F_Cer_III_IV_15_24_yr,F_Cer_III_IV_25_34_yr,F_Cer_III_IV_35_44_yr,F_Cer_III_IV_45_54_yr,F_Cer_III_IV_55_64_yr,F_Cer_III_IV_65_74_yr,F_Cer_III_IV_75_84_yr,F_Cer_III_IV_85_yr_over,F_Cer_III_IV_Tot,F_Cer_I_II_15_24_yr,F_Cer_I_II_25_34_yr,F_Cer_I_II_35_44_yr,F_Cer_I_II_45_54_yr,F_Cer_I_II_55_64_yr,F_Cer_I_II_65_74_yr,F_Cer_I_II_75_84_yr,F_Cer_I_II_85_yr_over,F_Cer_I_II_Tot,F_Cer_nfd_15_24_yr,F_Cer_nfd_25_34_yr,F_Cer_nfd_35_44_yr,F_Cer_nfd_45_54_yr,F_Cer_nfd_55_64_yr,F_Cer_nfd_65_74_yr,F_Cer_nfd_75_84_yr,F_Cer_nfd_85_yr_over,F_Cer_nfd_Tot,F_Cer_Tot_15_24_yr,F_Cer_Tot_25_34_yr,F_Cer_Tot_35_44_yr,F_Cer_Tot_45_54_yr,F_Cer_Tot_55_64_yr,F_Cer_Tot_65_74_yr,F_Cer_Tot_75_84_yr,F_Cer_Tot_85_yr_over,F_Cer_Tot_Tot,F_lvl_educ_inad_desc_15_24,F_lvl_educ_inad_desc_25_34,F_lvl_educ_inad_desc_35_44,F_lvl_educ_inad_desc_45_54,F_lvl_educ_inad_desc_55_64,F_lvl_educ_inad_desc_65_74,F_lvl_educ_inad_desc_75_84,F_lvl_educ_inad_desc_85ov,F_lvl_educ_inad_desc_Tot,F_lvl_educ_ns_15_24_yr,F_lvl_educ_ns_25_34_yr,F_lvl_educ_ns_35_44_yr,F_lvl_educ_ns_45_54_yr,F_lvl_educ_ns_55_64_yr,F_lvl_educ_ns_65_74_yr,F_lvl_educ_ns_75_84_yr,F_lvl_educ_ns_85_yr_over,F_lvl_educ_ns_Tot,F_Tot_15_24_yr,F_Tot_25_34_yr,F_Tot_35_44_yr,F_Tot_45_54_yr,F_Tot_55_64_yr,F_Tot_65_74_yr,F_Tot_75_84_yr,F_Tot_85_yr_over,F_Tot_Tot,P_PG_Deg_15_24_yr,P_PG_Deg_25_34_yr
50703,8,85,255,69,42,26,6,0,498,6,29,45,28,21,6,0,0,139,97,431,641,307,127,67,18,4,1691,63,293,331,275,140,81,27,8,1228,430,1091,999,777,589,349,155,48,4435,162,89,39,23,17,10,5,0,344,18,37,49,41,32,22,17,0,208,614,1212,1089,845,631,383,168,48,4990,6,24,49,28,11,7,4,0,126,173,205,219,171,113,109,44,18,1057,972,2286,2625,1729,1090,676,275,84,9724,4,201,257,103,42,13,3,0,616,20,107,120,78,49,17,0,0,395,142,849,870,401,179,117,39,0,2595,123,428,499,335,204,108,35,9,1734,449,804,627,424,296,109,21,4,2739,159,117,70,55,46,18,0,0,465,29,56,73,119,60,41,14,4,401,635,981,770,602,409,167,35,12,3607,9,23,27,20,16,20,10,0,137,163,204,227,176,149,118,74,27,1132,1095,2795,2772,1701,1037,553,205,53,10215,14,292
50704,58,547,937,931,690,557,214,47,3994,3,160,239,266,269,184,57,15,1196,638,1916,2242,1868,1426,1164,523,147,9927,170,400,594,760,672,719,370,131,3814,549,951,980,1084,1201,982,575,212,6536,206,46,41,31,24,34,10,8,396,41,40,65,90,103,106,62,22,535,797,1035,1090,1210,1335,1115,646,236,7463,23,36,51,64,64,56,72,25,385,191,251,244,251,257,300,273,217,1983,1886,4337,5397,5352,4723,4104,2162,814,28769,57,744,1075,797,522,273,75,12,3561,18,319,470,496,408,270,84,20,2083,853,2553,3042,2412,1570,1104,451,133,12113,212,439,771,991,1048,821,411,166,4867,550,482,550,657,582,334,131,42,3332,210,60,74,68,84,70,25,11,597,48,44,93,200,261,228,121,63,1049,803,587,715,934,926,623,271,114,4981,20,27,55,66,71,98,80,27,453,244,283,295,302,330,423,437,432,2754,2219,4957,6418,6008,4867,3614,1821,907,30809,116,1294
50705,8,121,224,236,174,78,55,5,892,0,71,93,112,98,59,17,8,459,169,657,843,725,417,308,109,23,3261,164,570,934,970,817,434,160,41,4095,1363,3301,2924,2875,2524,1511,848,188,15540,481,186,63,59,42,27,8,0,861,75,98,120,131,105,115,61,11,717,1915,3580,3116,3059,2672,1655,917,202,17119,42,38,54,64,61,48,34,9,347,575,629,559,469,380,295,311,171,3396,2880,5671,5826,5630,4629,2876,1597,459,29567,15,222,352,243,137,69,11,0,1051,38,232,317,274,178,73,18,0,1135,384,1489,1714,1262,723,392,152,40,6144,358,1126,1370,1368,953,455,186,46,5858,1305,2461,2120,1790,1225,459,119,25,9506,468,292,199,160,124,62,27,4,1335,100,142,243,285,263,151,92,11,1294,1869,2891,2566,2234,1613,674,238,46,12134,21,51,60,58,76,67,44,21,397,476,608,540,472,420,466,489,292,3755,3152,6612,6922,5912,4100,2195,1138,444,30478,22,342
50901,7,63,90,88,102,121,62,14,543,3,29,41,61,64,48,13,4,269,57,286,379,429,377,367,123,20,2032,34,157,253,299,386,361,167,27,1692,548,1110,1046,1037,1148,790,371,109,6153,208,69,55,33,44,20,8,0,438,23,30,36,62,66,90,31,10,350,777,1211,1135,1133,1262,898,412,124,6937,0,18,16,17,27,35,23,8,145,285,305,304,359,378,356,245,125,2353,1162,2063,2225,2381,2592,2181,1038,326,13973,11,110,139,128,151,89,25,4,657,13,86,139,151,144,114,28,6,675,136,646,793,726,650,441,199,50,3643,85,292,441,546,602,458,224,54,2707,439,754,676,683,590,299,76,19,3531,230,108,95,89,79,44,12,0,661,35,45,63,121,153,104,36,13,570,701,909,836,896,814,451,121,35,4764,9,9,24,41,32,54,27,17,213,254,275,297,300,403,410,378,229,2556,1213,2328,2673,2794,2808,2003,1001,396,15209,17,167
50902,0,44,62,48,82,59,22,0,313,0,20,26,34,40,39,4,0,163,55,220,258,228,226,188,83,8,1263,29,110,177,245,279,281,120,14,1256,400,999,951,1068,1280,1004,362,61,6120,120,58,34,36,28,28,5,0,296,14,26,28,52,80,87,27,11,327,529,1084,1000,1150,1388,1114,390,73,6743,4,12,17,27,23,25,14,3,118,410,583,551,664,667,544,351,90,3861,1040,2063,2084,2396,2701,2247,984,199,13720,13,70,77,71,84,55,14,0,388,5,80,87,92,97,73,13,0,446,91,499,568,470,375,253,112,26,2392,53,227,300,406,525,354,126,22,2008,284,490,568,545,498,279,59,15,2737,143,101,75,73,81,56,6,0,538,26,34,53,97,113,104,32,11,474,448,625,695,727,691,436,106,26,3750,11,15,31,12,37,42,27,10,183,309,307,356,466,500,574,383,158,3049,926,1823,2121,2240,2293,1786,780,248,12221,12,110
50903,3,15,16,19,17,15,3,0,82,0,4,12,21,23,7,3,0,62,27,131,126,98,78,58,13,5,534,8,47,86,90,79,90,28,7,427,162,393,363,367,391,257,94,11,2057,40,20,14,8,13,4,0,0,108,6,7,17,15,25,16,5,0,93,211,423,396,394,430,280,103,14,2256,0,7,8,9,11,9,5,3,45,132,120,143,181,203,160,94,41,1073,383,748,789,806,839,611,248,69,4492,0,23,29,24,18,9,0,0,101,6,24,30,37,35,20,7,0,150,57,244,249,165,154,99,35,9,1012,20,103,111,133,173,98,38,4,678,91,198,196,178,179,82,11,0,939,40,29,25,37,17,9,4,0,171,7,18,28,36,36,23,18,4,158,137,245,253,242,232,112,37,3,1267,0,4,7,3,9,9,5,0,32,111,105,135,149,154,157,122,76,1000,326,741,818,749,772,501,238,98,4250,3,36
51001,7,114,117,106,133,102,18,0,597,3,44,47,55,57,61,9,0,276,71,490,400,290,329,300,87,3,1969,41,188,267,225,279,334,64,0,1402,251,831,898,879,844,815,176,16,4713,83,48,38,23,21,22,0,0,237,27,38,36,35,51,74,20,4,283,359,917,977,939,916,907,203,18,5233,5,17,8,18,8,18,10,0,87,487,647,606,630,625,464,179,33,3672,969,2417,2425,2258,2347,2186,571,54,13237,12,223,208,124,160,84,13,0,829,5,144,163,120,155,82,6,0,685,190,989,714,521,524,335,48,8,3335,61,273,312,287,470,341,52,8,1793,203,422,378,380,351,190,23,0,1949,107,95,82,47,59,32,3,0,427,18,47,63,69,102,69,15,0,396,336,568,532,494,508,290,43,0,2769,7,14,12,3,21,21,10,0,90,475,763,572,546,617,481,167,37,3661,1075,2984,2516,2106,2464,1631,334,46,13154,14,338
51002,14,134,114,91,50,25,8,0,435,3,27,49,38,25,12,0,0,156,50,490,410,255,140,56,16,0,1415,18,221,378,354,230,83,10,0,1291,328,1785,1860,1362,942,248,43,7,6579,75,77,62,32,21,9,0,0,265,13,32,59,37,36,17,0,0,196,415,1892,1980,1432,1000,268,43,7,7040,3,8,14,16,13,8,0,0,49,485,1832,1979,1702,1168,280,46,12,7497,993,4605,4921,3876,2638,727,118,11,17882,3,107,87,39,34,9,4,0,291,3,62,51,38,27,18,0,0,194,94,551,355,188,132,59,11,0,1378,34,240,233,197,151,56,11,0,915,178,490,371,222,145,43,3,0,1452,88,84,62,33,17,8,0,0,286,12,39,37,38,24,16,4,0,174,282,617,471,297,187,62,8,0,1913,6,10,7,6,7,0,4,0,34,312,700,449,445,311,106,38,6,2378,735,2282,1647,1209,847,321,65,5,7115,19,238
51003,10,144,144,80,58,27,8,0,481,5,29,51,46,28,16,3,0,174,45,441,438,306,168,84,22,0,1499,16,181,405,409,281,108,24,0,1427,354,1707,1827,1439,1034,354,70,7,6795,108,56,45,25,29,3,0,0,270,9,35,46,48,32,19,3,0,193,482,1796,1916,1518,1089,373,73,7,7257,4,24,24,25,18,9,0,0,104,490,1502,1686,1573,1138,339,80,6,6808,1055,4116,4667,3953,2773,963,209,12,17740,0,131,119,71,28,22,4,0,381,10,87,86,80,44,22,0,0,326,122,664,546,269,135,95,17,0,1851,51,292,280,242,200,99,11,0,1174,205,535,463,298,190,67,11,0,1762,84,76,59,42,29,11,0,0,307,15,40,41,54,51,29,3,0,226,300,651,558,394,268,109,11,0,2294,8,14,15,12,16,3,4,0,73,327,663,508,447,369,233,69,9,2624,823,2500,2114,1516,1066,587,129,9,8734,18,276
51101,0,18,21,21,22,15,6,0,95,0,3,14,12,10,4,0,0,45,14,105,83,99,62,35,23,8,439,9,40,71,82,72,55,31,7,372,167,427,366,356,337,166,81,10,1907,37,26,13,7,0,0,0,0,90,6,6,10,12,17,11,7,0,69,208,459,391,380,354,179,90,11,2072,4,0,6,8,13,9,0,4,44,133,152,139,209,161,124,93,17,1025,367,781,733,816,693,419,239,48,4098,0,23,29,25,13,8,0,0,99,3,22,29,30,23,15,3,0,134,31,216,181,147,104,71,39,3,796,18,86,96,122,124,70,36,13,566,115,198,175,176,108,58,19,0,852,49,41,24,18,16,10,8,0,164,9,12,20,33,32,14,6,3,126,171,247,226,224,155,85,32,3,1139,4,3,0,5,11,6,9,4,37,88,95,128,120,117,120,118,35,824,321,691,685,666,544,376,240,64,3591,3,39
51102,0,33,36,43,42,40,15,0,205,0,10,6,9,30,22,3,0,90,23,162,136,100,148,157,31,7,760,9,65,92,96,135,182,56,3,635,101,359,318,315,461,510,156,12,2234,25,19,8,9,13,10,4,0,87,6,14,14,12,24,40,12,0,121,128,384,342,333,497,565,171,17,2438,0,4,0,4,7,14,5,0,42,128,164,140,164,188,225,89,14,1110,297,816,754,756,1037,1203,373,41,5272,3,70,65,29,39,34,4,0,243,5,32,30,37,46,46,3,0,199,80,317,244,161,184,160,38,3,1187,21,116,107,103,189,182,25,5,747,94,165,133,135,169,112,22,0,836,34,30,20,23,21,14,4,0,148,7,14,11,18,54,46,10,0,165,133,213,167,176,238,171,33,7,1145,0,6,12,0,11,24,12,0,63,109,155,124,147,186,226,98,16,1065,350,911,741,670,899,843,211,28,4648,7,107
51103,18,167,152,104,58,23,10,0,531,4,36,34,41,29,19,0,0,152,89,484,383,275,187,85,13,3,1526,24,170,253,238,211,90,8,0,987,431,1473,1349,1233,941,396,92,14,5938,131,64,32,33,8,7,0,0,285,21,32,43,43,43,20,5,0,209,588,1575,1427,1309,991,427,103,14,6426,11,12,13,17,9,6,4,0,78,619,1513,1397,1302,1009,402,116,20,6376,1351,3956,3660,3278,2496,1049,257,39,16079,13,141,123,69,42,16,0,0,412,4,80,79,58,57,14,3,0,302,142,562,446,258,187,69,25,0,1688,49,228,256,251,202,80,21,4,1089,283,545,428,342,241,68,11,3,1923,157,78,55,39,25,7,0,0,361,19,51,54,63,51,36,3,0,271,452,672,531,447,319,106,16,3,2555,11,25,11,19,9,4,6,0,80,395,601,479,459,439,260,75,61,2763,1063,2313,1930,1566,1247,554,149,69,8890,37,309
51104,11,78,108,91,73,67,11,7,443,0,22,44,60,42,36,6,3,219,53,328,372,341,246,208,58,4,1622,32,171,264,320,359,261,78,14,1503,507,1345,1227,1275,1279,960,344,74,7014,145,81,56,39,51,30,9,5,407,14,18,46,53,66,74,25,6,309,669,1444,1325,1369,1393,1065,381,89,7726,10,16,17,28,28,18,19,6,149,505,918,887,887,753,521,312,115,4890,1274,2990,3019,3091,2901,2176,873,232,16554,13,98,119,95,87,42,5,0,452,8,106,121,120,104,67,12,0,558,145,614,648,565,393,281,96,15,2762,106,306,387,447,447,350,107,23,2167,375,645,669,661,531,263,67,6,3229,202,132,96,81,62,45,18,0,634,34,50,65,92,107,80,34,9,471,617,827,827,837,708,393,118,19,4332,8,17,14,26,20,33,20,7,144,408,475,538,482,551,525,332,181,3491,1302,2445,2648,2565,2306,1694,687,251,13904,20,174
59797,0,5,5,14,8,0,0,0,43,0,3,8,6,0,0,0,0,15,3,49,62,58,27,15,0,0,208,6,19,86,85,47,9,3,0,257,23,107,217,191,102,17,0,0,659,3,7,0,5,0,0,0,0,22,0,3,10,7,9,3,0,0,39,28,118,231,201,112,18,4,0,722,0,4,12,3,6,4,0,0,24,40,193,416,385,196,40,0,0,1274,75,396,816,754,397,86,7,0,2532,0,4,0,3,0,0,0,0,16,0,0,3,0,3,7,0,0,15,3,23,11,9,15,8,0,0,68,4,5,5,11,7,6,0,0,34,12,16,3,4,3,0,5,0,43,0,3,0,0,3,0,0,0,9,0,0,0,0,0,3,0,0,4,14,21,4,8,12,3,5,0,57,0,0,0,0,0,0,0,0,0,12,29,20,22,26,14,10,0,136,32,82,44,51,69,38,14,0,325,0,13
