SA3_CODE_2021,Aus_Both_prnts_born_os,Aus_Father_only_born_os,Aus_Mother_only_born_os,Aus_Both_prnts_born_Aus,Aus_bp_ns,Aus_Tot_R,Aus_Abor_Both_pare_brn_os,Aus_Abor_Father_only_brn_os,Aus_Abor_Mother_only_brn_os,Aus_Abor_Both_pare_brn_Aus,Aus_Abor_bp_ns,Aus_Aborigin_Tot_R,Chin_Both_prnts_born_os,Chin_Father_only_born_os,Chin_Mother_only_born_os,Chin_Bth_prnts_born_Aus,Chin_bp_ns,Chin_Tot_R,Croat_Both_prnts_born_os,Croat_Father_only_born_os,Croat_Mother_only_born_os,Croat_Bth_parnts_born_Aus,Croat_bp_ns,Croat_Tot_R,Dutch_Both_prnts_born_os,Dutch_Father_only_born_os,Dutch_Mother_only_born_os,Dutch_Both_prnts_born_Aus,Dutch_bp_ns,Dutch_Tot_R,Eng_Both_prnts_born_os,Eng_Father_only_born_os,Eng_Mother_only_born_os,Eng_Both_prnts_born_Aus,Eng_bp_ns,Eng_Tot_R,Fili_Both_prnts_born_os,Fili_Father_only_born_os,Fili_Mother_only_born_os,Fili_Both_prnts_born_Aus,Fili_bp_ns,Fili_Tot_R,Fren_Both_prnts_born_os,Fren_Father_only_born_os,Fren_Mother_only_born_os,Fren_Both_prnts_born_Aus,Fren_bp_ns,Fren_Tot_R,Ger_Both_prnts_born_os,Ger_Father_only_born_os,Ger_Mother_only_born_os,Ger_Both_prnts_born_Aus,Ger_bp_ns,Ger_Tot_R,Greek_Both_prnts_born_os,Greek_Father_only_born_os,Greek_Mother_only_born_os,Greek_Both_prnts_born_Aus,Greek_bp_ns,Greek_Tot_R,Hung_Bth_prnts_born_os,Hung_Father_only_born_os,Hung_Mother_only_born_os,Hung_Bth_prents_brn_Aus,Hung_bp_ns,Hung_Tot_R,Ind_Both_prnts_born_os,Ind_Father_only_born_os,Ind_Mother_only_born_os,Ind_Both_prnts_born_Aus,Ind_bp_ns,Ind_Tot_R,Irish_Both_prnts_born_os,Irish_Father_only_born_os,Irish_Mother_only_born_os,Irish_Both_prnts_born_Aus,Irish_bp_ns,Irish_Tot_R,Ital_Both_prnts_born_os,Ital_Father_only_born_os,Ital_Mother_only_born_os,Ital_Bth_prnts_born_Aus,Ital_bp_ns,Ital_Tot_R,Kor_Both_prnts_born_os,Kor_Father_only_born_os,Kor_Mother_only_born_os,Kor_Both_prnts_born_Aus,Kor_bp_ns,Kor_Tot_R,Leb_Both_prnts_born_os,Leb_Father_only_born_os,Leb_Mother_only_born_os,Leb_Bth_prents_born_Aus,Leb_bp_ns,Leb_Tot_R,Mac_Bth_parnts_born_os,Mac_Father_only_brn_os,Mac_Mother_only_brn_os,Mac_Bth_prnts_brn_Aus,Mac_bp_ns,Mac_Tot_R,Malt_Both_prnts_born_os,Malt_Father_only_born_os,Malt_Mother_only_born_os,Malt_Bth_prnts_born_Aus,Malt_bp_ns,Malt_Tot_R,Maori_Both_prnts_born_os,Maori_Father_only_born_os,Maori_Mother_only_born_os,Maori_Both_prnts_born_Aus,Maori_bp_ns,Maori_Tot_R,NZ_Both_prnts_born_os,NZ_Father_only_born_os,NZ_Mother_only_born_os,NZ_Both_prnts_born_Aus,NZ_bp_ns,NZ_Tot_R,Pol_Both_prnts_born_os,Pol_Father_only_born_os,Pol_Mother_only_born_os,Pol_Both_prnts_born_Aus,Pol_bp_ns,Pol_Tot_R,Russ_Both_prnts_born_os,Russ_Father_only_born_os,Russ_Mother_only_born_os,Russ_Bth_prnts_born_Aus,Russ_bp_ns,Russ_Tot_R,Samoan_Both_prnts_born_os,Samoan_Father_only_born_os,Samoan_Mother_only_born_os,Samoan_Bth_prnts_born_Aus,Samoan_bp_ns,Samoan_Tot_R,Scott_Both_prnts_born_os,Scott_Father_only_born_os,Scott_Mother_only_born_os,Scott_Bth_prnts_brn_Aus,Scott_bp_ns,Scott_Tot_R,Serb_Both_prnts_born_os,Serb_Father_only_born_os,Serb_Mother_only_born_os,Serb_Bth_prnts_born_Aus,Serb_bp_ns,Serb_Tot_R,SthA_Both_prnts_born_os,SthA_Father_only_born_os,SthA_Mother_only_born_os,SthA_Bth_prnts_born_Aus,SthA_bp_ns,SthA_Tot_R,Span_Both_prnts_born_os,Span_Father_only_born_os,Span_Mother_only_born_os,Span_Bth_prnts_born_Aus,Span_bp_ns,Span_Tot_R,Sri_Lkn_Bth_prnts_born_os,Sri_Lkn_Father_only_born_os,Sri_Lkn_Mother_only_born_os,Sri_Lkn_Bth_prents_brn_Aus,Sri_Lkn_bp_ns,Sri_Lkn_Tot_R,Viet_Bth_prnts_brn_os,Viet_Father_only_brn_os,Viet_Mother_only_brn_os,Viet_Bth_prnts_brn_Aus,Viet_bp_ns,Viet_Tot_R,Welsh_Both_prnts_born_os,Welsh_Father_only_born_os,Welsh_Mother_only_born_os,Welsh_Both_prnts_born_Aus,Welsh_bp_ns,Welsh_Tot_R,Oth_Both_prnts_born_os,Oth_Father_only_born_os,Oth_Mother_only_born_os,Oth_Both_prnts_born_Aus,Oth_bp_ns,Oth_Tot_R,Ancest_ns_Bth_parnts_brn_os,Ancest_ns_Fther_only_brn_os,Ancest_ns_Mther_only_brn_os,Ancest_ns_Bth_prnt_brn_Aus,Ancest_ns_bp_ns,Ancest_ns_Tot_R,Tot_P_Bth_parnts_brn_os,Tot_P_Fther_only_brn_os,Tot_P_Mther_only_brn_os,Tot_P_Bth_prnts_brn_Aus,Tot_P_bp_ns,Tot_P_Tot_R
50101,463,2847,2523,15720,222,21780,5,67,42,879,10,1008,322,26,33,61,6,444,77,40,28,147,4,295,609,168,117,382,19,1289,7609,2785,2296,14005,284,26979,260,13,61,26,0,364,326,29,51,101,0,508,746,191,172,1009,19,2135,62,35,15,114,5,231,50,16,13,38,0,115,187,28,24,41,0,293,1465,536,356,3688,47,6089,663,248,125,1160,23,2214,85,0,12,0,0,97,10,8,3,5,0,26,16,7,11,32,0,70,39,15,15,35,0,103,193,71,43,24,0,332,368,213,117,59,9,765,189,51,45,100,3,389,66,9,12,45,0,137,7,0,0,0,0,12,1651,569,423,3368,38,6050,29,4,5,10,0,45,351,76,49,20,7,503,131,16,17,86,5,257,47,13,8,10,0,73,88,8,7,8,3,104,288,57,36,151,5,538,2183,435,471,538,28,3655,117,42,39,302,3235,3736,14375,4943,4079,29190,3798,56381
50102,882,4662,3664,31213,345,40763,21,208,103,3079,63,3476,861,28,58,77,6,1032,108,50,38,174,6,375,1040,325,219,616,8,2208,11047,4667,3692,27111,425,46936,1627,13,135,27,12,1810,247,48,31,180,6,508,992,294,198,1935,24,3449,100,53,13,235,6,402,55,22,9,29,0,118,784,45,25,73,3,924,2208,696,567,5967,59,9493,1767,780,302,3919,37,6801,150,4,23,3,0,180,66,13,12,5,0,101,23,10,8,45,0,85,40,26,17,38,0,123,1073,192,126,54,17,1460,563,323,169,123,12,1190,459,112,98,336,6,1013,145,17,18,40,0,226,47,6,6,0,0,61,2526,902,770,5823,71,10086,53,11,5,19,0,81,1020,68,81,37,0,1212,182,29,23,125,0,366,49,8,8,8,0,67,137,5,20,3,3,166,361,123,72,308,6,866,4031,576,535,995,55,6189,242,49,50,484,5255,6085,25868,8374,6401,57476,6146,104271
50103,205,1019,850,6691,116,8876,5,56,24,489,0,576,101,4,6,16,0,124,42,17,6,33,0,104,248,83,49,123,3,509,2945,1089,810,6180,175,11198,125,0,16,5,0,152,70,6,7,33,0,116,272,83,71,413,11,853,34,4,4,23,0,61,31,6,0,9,0,45,87,13,10,9,0,117,500,189,134,1417,29,2279,398,161,75,724,10,1371,9,0,4,0,0,17,7,0,0,0,0,13,115,12,6,58,0,193,14,12,0,5,0,35,62,15,26,3,3,110,125,54,38,25,3,245,93,14,5,43,3,166,15,4,7,5,0,32,3,0,0,0,0,0,598,228,171,1503,25,2524,15,6,0,5,0,24,77,15,14,4,0,117,31,3,3,34,0,66,4,4,0,0,0,11,30,0,8,0,0,29,92,35,6,58,0,191,716,144,110,267,22,1256,57,34,8,144,1571,1810,5660,1966,1433,12559,1871,23485
50201,993,4928,4086,27220,412,37634,24,186,118,2522,53,2903,738,34,41,92,3,912,173,80,37,200,9,494,1215,272,212,514,11,2226,17479,4725,3922,23118,516,49755,1284,23,179,33,7,1537,333,37,31,134,6,533,1072,243,224,1741,20,3306,98,46,15,135,0,297,107,20,3,37,3,172,731,42,45,58,0,886,3226,700,510,5342,81,9855,944,427,207,1724,30,3335,95,8,14,0,0,119,19,3,0,15,0,42,22,3,4,27,3,58,94,28,14,68,0,198,1166,207,111,80,9,1580,758,269,190,129,6,1354,349,50,45,193,0,646,140,19,13,37,3,219,115,22,0,0,0,149,3738,865,767,5112,70,10544,52,21,8,31,0,114,930,89,74,27,13,1132,220,23,16,112,4,375,71,10,8,6,0,98,161,0,25,6,0,193,708,110,85,230,7,1141,4399,640,624,923,56,6641,359,61,49,490,4314,5275,32760,8267,6673,49286,5350,102337
50301,644,3572,3230,14530,113,22086,13,50,24,469,7,557,4829,178,343,195,24,5567,234,98,57,389,9,792,809,211,142,321,0,1489,8780,3360,2618,13981,145,28886,194,11,70,4,4,282,481,55,58,142,0,737,1028,236,202,1057,10,2533,309,169,64,479,4,1020,117,27,22,33,0,203,1383,99,111,68,4,1657,2436,746,534,4783,35,8529,1217,474,232,1403,8,3341,123,12,25,4,4,166,62,7,8,38,0,113,88,21,19,87,0,214,29,21,0,41,0,101,76,10,23,5,0,122,278,109,85,51,0,530,467,89,74,156,0,782,206,23,24,23,0,278,17,0,5,0,0,23,2331,855,623,4404,35,8254,97,16,20,17,0,150,806,115,105,11,0,1043,237,16,22,67,0,335,249,44,22,16,0,324,321,11,34,9,0,376,405,65,69,205,3,755,5725,715,861,826,45,8170,145,33,22,141,2507,2847,26881,6546,5486,29589,2862,71359
50302,1052,4889,3830,16703,219,26689,35,75,55,810,7,985,7775,220,331,256,41,8620,469,139,112,522,5,1243,931,311,217,532,10,2011,12888,4459,3358,15867,232,36806,1033,26,135,18,3,1216,861,97,84,202,3,1248,1493,341,235,1509,18,3596,707,240,133,600,4,1678,208,33,43,65,0,356,3215,147,105,103,18,3598,4367,1095,797,6022,61,12350,3588,1006,475,2726,44,7841,801,15,25,11,0,855,112,17,20,31,0,179,368,67,52,137,0,629,99,51,15,69,6,232,353,66,26,23,0,471,545,221,129,44,0,936,858,143,117,328,9,1448,415,39,51,47,0,558,48,16,3,5,0,66,3581,1029,762,4799,58,10229,421,35,30,50,8,542,784,85,91,26,3,1000,676,27,40,91,10,846,270,31,35,24,3,364,1342,54,69,37,4,1514,553,126,70,286,5,1037,14742,1241,1213,1259,106,18556,481,26,12,171,7159,7850,52741,9260,7072,34868,7856,111791
50401,1222,3677,2953,13480,174,21505,28,108,51,1198,41,1431,4886,151,232,132,23,5414,460,131,84,343,7,1021,755,221,162,373,7,1519,9178,3268,2435,11562,195,26638,1245,22,110,27,7,1411,494,48,30,119,4,702,920,206,171,927,21,2240,439,128,58,297,8,930,121,35,20,35,6,221,2718,147,113,84,9,3075,2764,759,482,3707,42,7752,3356,973,466,2524,40,7351,318,0,37,7,0,364,99,16,8,21,0,142,289,50,30,110,3,490,158,29,19,75,0,281,477,83,54,22,10,647,429,181,95,45,8,763,804,83,104,254,15,1256,242,20,23,37,0,319,47,7,3,0,0,63,2308,724,558,3008,33,6634,611,49,35,48,0,748,519,75,71,18,5,690,306,27,12,68,0,416,273,29,34,30,0,368,2466,45,80,49,9,2652,365,71,54,181,0,670,10239,919,915,962,93,13133,554,44,30,151,2728,3506,40132,7071,5368,26650,3318,82535
50402,357,2395,1935,10521,147,15350,12,63,53,964,22,1106,292,31,45,70,5,447,158,48,19,142,4,368,569,168,107,268,7,1117,6551,2169,1724,8437,158,19047,588,19,31,9,0,650,165,24,24,83,0,296,556,149,103,632,6,1441,65,29,12,74,3,186,65,15,9,45,0,139,358,40,15,35,0,453,1231,348,246,1965,30,3818,704,288,121,866,9,1981,17,0,4,0,0,23,8,4,0,5,0,18,19,7,4,18,0,54,37,15,7,30,4,98,203,41,39,9,0,295,277,135,69,45,10,536,270,46,37,102,0,456,54,10,11,32,5,110,11,0,0,0,0,14,1446,492,362,2138,25,4455,40,7,0,8,0,62,275,35,18,5,3,343,74,13,7,39,0,134,32,13,10,11,0,59,49,0,0,0,0,50,281,52,56,113,4,507,1898,403,330,504,26,3158,99,26,26,145,3170,3466,12978,3994,3061,18670,3528,42232
50403,2705,6363,5290,27690,357,42403,55,305,207,4089,63,4720,3583,76,184,133,18,3995,774,188,116,618,12,1705,1186,357,216,695,10,2458,17821,5633,4506,21835,445,50242,4148,57,274,40,23,4543,547,65,71,135,5,823,1372,356,309,1696,21,3749,278,137,71,319,5,813,231,34,33,68,0,371,6357,206,118,161,19,6862,3657,955,640,5002,69,10323,2536,1015,561,3396,49,7554,171,4,17,3,6,197,100,36,7,33,0,172,408,95,54,160,8,723,191,76,35,117,3,424,2049,250,175,88,18,2581,1068,399,259,136,12,1871,800,154,122,409,9,1501,215,17,31,33,0,298,196,40,10,3,0,252,4053,1065,884,4804,69,10875,528,54,23,50,4,660,1318,129,117,44,6,1615,585,41,32,136,6,803,328,43,12,20,5,404,2847,52,90,61,7,3056,570,120,94,261,3,1050,21400,1442,1268,1533,190,25832,1189,81,87,427,5645,7432,67897,11399,8997,50464,6789,145546
50501,1866,8197,6846,30867,240,48017,29,131,87,1074,15,1331,3280,131,208,230,14,3858,536,204,96,550,0,1381,2119,450,299,798,6,3681,35337,7065,5761,23947,347,72456,770,44,152,40,8,1024,868,111,75,216,8,1271,2664,454,379,1874,18,5396,537,189,96,406,3,1233,285,60,35,45,4,431,2330,159,121,132,11,2746,9391,1430,1021,7054,74,18970,2959,1024,520,3020,34,7554,191,9,21,0,0,221,103,25,9,45,0,185,404,100,57,234,0,790,175,56,44,110,0,385,736,155,87,35,10,1032,1148,491,278,99,0,2022,1300,158,162,301,5,1930,369,21,49,54,4,501,69,9,8,0,0,85,8465,1492,1065,6161,63,17240,291,40,17,47,0,393,3390,241,192,29,6,3858,529,45,54,122,8,763,194,39,33,30,0,295,498,17,57,12,3,588,1642,180,133,359,6,2319,11025,1372,1522,1463,97,15482,598,78,64,391,3276,4418,73285,13654,11011,54564,4068,156583
