SA3_CODE_2021,Cntd_home_Cen_Nt_0_14_yr,Cntd_home_Cen_Nt_15_24_yr,Cntd_home_Cen_Nt_25_34_yr,Cntd_home_Cen_Nt_35_44_yr,Cntd_home_Cen_Nt_45_54_yr,Cntd_home_Cen_Nt_55_64_yr,Cntd_home_Cen_Nt_65_74_yr,Cntd_home_Cen_Nt_75_84_yr,Cntd_home_Cen_Nt_85_yr_over,Cntd_home_Cen_Night_Tot,Vis_from_Same_SA2_0_14,Vis_from_Same_SA2_15_24,Vis_from_Same_SA2_25_34,Vis_from_Same_SA2_35_44,Vis_from_Same_SA2_45_54,Vis_from_Same_SA2_55_64,Vis_from_Same_SA2_65_74,Vis_from_Same_SA2_75_84,Vis_from_Same_SA2_85_yr_over,Vis_from_Same_SA2_Tot,Vis_fro_Diff_SA2_NSW_0_14,Vis_fr_Diff_SA2_NSW_15_24,Vis_fr_Diff_SA2_NSW_25_34,Vis_fr_Diff_SA2_NSW_35_44,Vis_fr_Diff_SA2_NSW_45_54,Vis_fr_Diff_SA2_NSW_55_64,Vis_fr_Diff_SA2_NSW_65_74,Vis_fr_Diff_SA2_NSW_75_84,Vis_fr_Diff_SA2_NSW_85_over,Vis_fr_Diff_SA2_NSW_Tot,Vis_fro_Diff_SA2_Vic_0_14,Vis_fr_Diff_SA2_Vic_15_24,Vis_fr_Diff_SA2_Vic_25_34,Vis_fr_Diff_SA2_Vic_35_44,Vis_fr_Diff_SA2_Vic_45_54,Vis_fr_Diff_SA2_Vic_55_64,Vis_fr_Diff_SA2_Vic_65_74,Vis_fr_Diff_SA2_Vic_75_84,Vis_fr_Diff_SA2_Vic_85_over,Vis_fr_Diff_SA2_Vic_Tot,Vis_fro_Diff_SA2_Qld_0_14,Vis_fr_Diff_SA2_Qld_15_24,Vis_fr_Diff_SA2_Qld_25_34,Vis_fr_Diff_SA2_Qld_35_44,Vis_fr_Diff_SA2_Qld_45_54,Vis_fr_Diff_SA2_Qld_55_64,Vis_fr_Diff_SA2_Qld_65_74,Vis_fr_Diff_SA2_Qld_75_84,Vis_fr_Diff_SA2_Qld_85_over,Vis_fr_Diff_SA2_Qld_Tot,Vis_fro_Diff_SA2_SA_0_14,Vis_fr_Diff_SA2_SA_15_24,Vis_fr_Diff_SA2_SA_25_34,Vis_fr_Diff_SA2_SA_35_44,Vis_fr_Diff_SA2_SA_45_54,Vis_fr_Diff_SA2_SA_55_64,Vis_fr_Diff_SA2_SA_65_74,Vis_fr_Diff_SA2_SA_75_84,Vis_fr_Diff_SA2_SA_85_over,Vis_fr_Diff_SA2_SA_Tot,Vis_fro_Diff_SA2_WA_0_14,Vis_fr_Diff_SA2_WA_15_24,Vis_fr_Diff_SA2_WA_25_34,Vis_fr_Diff_SA2_WA_35_44,Vis_fr_Diff_SA2_WA_45_54,Vis_fr_Diff_SA2_WA_55_64,Vis_fr_Diff_SA2_WA_65_74,Vis_fr_Diff_SA2_WA_75_84,Vis_fr_Diff_SA2_WA_85_over,Vis_fr_Diff_SA2_WA_Tot,Vis_fro_Diff_SA2_Tas_0_14,Vis_fr_Diff_SA2_Tas_15_24,Vis_fr_Diff_SA2_Tas_25_34,Vis_fr_Diff_SA2_Tas_35_44,Vis_fr_Diff_SA2_Tas_45_54,Vis_fr_Diff_SA2_Tas_55_64,Vis_fr_Diff_SA2_Tas_65_74,Vis_fr_Diff_SA2_Tas_75_84,Vis_fr_Diff_SA2_Tas_85_over,Vis_fr_Diff_SA2_Tas_Tot,Vis_fro_Diff_SA2_NT_0_14,Vis_fr_Diff_SA2_NT_15_24,Vis_fr_Diff_SA2_NT_25_34,Vis_fr_Diff_SA2_NT_35_44,Vis_fr_Diff_SA2_NT_45_54,Vis_fr_Diff_SA2_NT_55_64,Vis_fr_Diff_SA2_NT_65_74,Vis_fr_Diff_SA2_NT_75_84,Vis_fr_Diff_SA2_NT_85_over,Vis_fr_Diff_SA2_NT_Tot,Vis_fro_Diff_SA2_ACT_0_14,Vis_fr_Diff_SA2_ACT_15_24,Vis_fr_Diff_SA2_ACT_25_34,Vis_fr_Diff_SA2_ACT_35_44,Vis_fr_Diff_SA2_ACT_45_54,Vis_fr_Diff_SA2_ACT_55_64,Vis_fr_Diff_SA2_ACT_65_74,Vis_fr_Diff_SA2_ACT_75_84,Vis_fr_Diff_SA2_ACT_85_over,Vis_fr_Diff_SA2_ACT_Tot,Vis_fro_Diff_SA2_OT_0_14,Vis_fr_Diff_SA2_OT_15_24,Vis_fr_Diff_SA2_OT_25_34,Vis_fr_Diff_SA2_OT_35_44,Vis_fr_Diff_SA2_OT_45_54,Vis_fr_Diff_SA2_OT_55_64,Vis_fr_Diff_SA2_OT_65_74,Vis_fr_Diff_SA2_OT_75_84,Vis_fr_Diff_SA2_OT_85_over,Vis_fr_Diff_SA2_OT_Tot,Vis_fro_Diff_SA2_TOT_0_14,Vis_fr_Diff_SA2_TOT_15_24,Vis_fr_Diff_SA2_TOT_25_34,Vis_fr_Diff_SA2_TOT_35_44,Vis_fr_Diff_SA2_TOT_45_54,Vis_fr_Diff_SA2_TOT_55_64,Vis_fr_Diff_SA2_TOT_65_74,Vis_fr_Diff_SA2_TOT_75_84,Vis_fr_Diff_SA2_TOT_85_over,Vis_fr_Diff_SA2_TOT_TTOT,Vis_from_Tot_Viss_0_14_yr,Vis_from_Tot_Viss_15_24_yr,Vis_from_Tot_Viss_25_34_yr,Vis_from_Tot_Viss_35_44_yr,Vis_from_Tot_Viss_45_54_yr,Vis_from_Tot_Viss_55_64_yr,Vis_from_Tot_Viss_65_74_yr,Vis_from_Tot_Viss_75_84_yr,Vis_from_Tot_Viss_85_over,Vis_from_Tot_Viss_Tot,OS_vis_0_14_yr,OS_vis_15_24_yr,OS_vis_25_34_yr,OS_vis_35_44_yr,OS_vis_45_54_yr,OS_vis_55_64_yr,OS_vis_65_74_yr,OS_vis_75_84_yr,OS_vis_85_yr_over,OS_vis_Tot,Tot_pop_pl_en_0_14_yr,Tot_pop_pl_en_15_24_yr,Tot_pop_pl_en_25_34_yr,Tot_pop_pl_en_35_44_yr,Tot_pop_pl_en_45_54_yr,Tot_pop_pl_en_55_64_yr,Tot_pop_pl_en_65_74_yr,Tot_pop_pl_en_75_84_yr,Tot_pop_pl_en_85_yr_over,Tot_pop_pl_en_Tot
50101,10658,4541,4925,7039,7175,6589,6306,3286,1247,51762,22,5,15,22,24,39,45,27,3,198,4,11,8,4,4,12,6,0,0,58,3,3,11,4,3,13,20,0,0,62,5,0,13,8,5,24,32,4,0,97,5,3,6,5,23,12,0,3,0,55,380,334,586,459,463,796,740,258,62,4094,0,0,0,4,3,12,0,0,0,31,0,0,10,0,5,3,0,0,0,21,0,3,0,0,0,4,6,0,0,9,0,0,0,0,0,0,0,0,0,5,402,355,629,498,508,880,811,271,70,4422,422,362,645,515,530,920,859,295,69,4619,22,15,65,34,14,20,9,4,0,181,11107,4917,5622,7589,7724,7526,7178,3585,1322,56563
50102,20250,11086,11473,12786,13280,12862,10658,5630,1998,100025,30,15,29,12,31,39,54,41,12,272,0,8,9,13,3,17,14,0,0,62,9,5,17,12,12,18,17,4,5,102,7,0,3,5,10,16,17,3,0,64,4,0,5,6,11,14,5,0,0,34,367,622,560,487,504,569,314,134,102,3658,0,0,0,3,8,15,9,0,0,33,0,3,6,3,3,5,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,6,389,638,596,523,550,652,378,146,106,3979,415,660,627,540,580,694,426,188,120,4255,10,16,35,16,13,16,14,7,0,128,20674,11758,12136,13339,13875,13569,11100,5826,2126,104404
50103,3842,1877,1819,2383,2915,3617,3259,1694,461,21856,0,6,12,5,5,12,20,4,4,76,0,0,0,0,0,5,12,0,0,19,5,4,4,3,3,9,7,0,0,31,0,0,4,4,6,16,5,0,0,29,3,0,0,0,0,7,0,0,0,11,116,165,216,184,195,276,203,67,27,1461,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,125,168,223,193,206,309,227,69,27,1553,125,174,239,197,215,319,247,74,36,1627,0,22,39,10,4,9,4,0,0,91,3969,2072,2098,2587,3129,3943,3511,1769,495,23576
50201,18420,10540,9919,10809,11896,12815,13241,8486,2953,99072,8,19,19,27,20,52,81,47,24,303,8,3,0,8,0,11,24,0,0,62,7,0,5,8,13,9,25,5,0,82,0,0,5,3,0,9,20,0,0,28,0,0,0,0,4,7,3,3,0,21,392,397,331,302,342,355,338,178,75,2715,0,0,0,0,4,0,9,0,0,23,0,3,3,0,5,3,0,3,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,410,404,353,319,374,398,421,192,75,2958,418,427,369,347,400,452,499,244,102,3262,11,6,19,15,12,16,21,4,5,116,18849,10978,10308,11171,12309,13280,13763,8737,3055,102451
50301,12142,10713,6266,7365,9549,8325,6919,4638,2092,68010,17,15,17,16,13,13,14,8,8,113,4,24,21,13,6,7,9,9,0,94,7,21,19,11,8,3,6,3,0,92,3,3,5,8,3,5,0,0,0,27,0,6,4,0,0,0,3,0,0,11,463,482,398,324,250,268,315,299,150,2944,0,0,0,0,6,3,12,0,0,27,0,8,8,4,5,3,0,0,0,30,0,4,3,3,4,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,476,550,463,363,275,297,351,310,156,3234,492,562,475,381,294,307,364,320,163,3352,32,47,47,29,36,42,33,15,8,276,12664,11323,6786,7774,9875,8671,7307,4973,2262,71639
50302,14652,11674,22657,17474,12617,10798,8322,4207,2130,104528,21,18,49,35,36,44,22,11,9,234,12,39,55,69,80,71,21,6,0,362,6,30,82,56,56,63,29,6,0,325,8,23,72,64,71,70,17,0,3,329,0,7,21,26,47,30,14,8,0,153,423,639,1093,875,885,689,570,320,144,5633,3,0,9,10,16,12,19,0,0,77,3,0,14,17,15,15,9,0,0,75,0,4,13,17,9,6,4,0,0,54,5,0,0,0,4,0,3,0,0,11,462,739,1364,1145,1178,965,682,342,149,7029,481,759,1407,1182,1216,1010,705,353,154,7266,48,145,360,175,158,108,63,21,7,1090,15187,12577,24423,18834,13985,11914,9091,4578,2293,112884
50401,13501,8494,12901,12306,10261,9204,7714,4427,1865,80681,13,5,14,14,14,23,16,15,3,111,3,3,4,13,8,3,3,4,0,49,0,8,5,4,4,7,4,0,3,41,0,0,0,0,6,0,0,0,0,11,0,0,0,0,0,0,0,0,0,11,186,277,282,222,206,175,124,78,55,1604,0,0,0,0,0,4,0,0,0,9,3,0,5,0,6,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,198,286,304,241,228,196,142,89,58,1744,199,289,324,252,243,218,161,104,63,1856,4,8,23,19,16,31,30,5,0,143,13707,8793,13252,12575,10519,9452,7911,4539,1922,82674
50402,7231,4680,4573,5172,5830,5753,4641,2519,808,41207,6,10,7,5,3,5,24,11,0,76,0,0,0,0,0,0,4,0,0,9,0,0,0,3,0,0,3,4,0,20,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,6,137,180,151,111,110,83,60,44,18,895,0,0,0,0,0,4,3,4,0,8,0,0,0,4,0,6,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,137,177,153,121,113,98,75,52,18,951,148,181,161,132,116,104,97,68,19,1025,0,6,10,3,8,10,5,0,0,50,7378,4868,4750,5305,5949,5863,4744,2590,828,42282
50403,31836,17803,21265,21105,18025,15229,9899,4731,1558,141457,20,23,24,24,24,38,21,27,15,218,3,11,4,0,7,12,9,3,0,50,8,3,15,16,16,21,13,3,0,97,0,3,5,8,6,15,17,3,0,58,0,0,0,0,9,7,5,4,0,36,520,586,611,534,426,360,276,179,94,3582,0,0,0,5,0,4,7,4,0,19,4,0,6,4,3,4,5,0,0,25,0,0,6,0,0,0,0,0,0,6,0,0,0,4,0,0,0,0,0,5,537,603,649,574,472,423,333,191,99,3875,557,627,674,596,495,460,357,220,113,4094,25,62,41,21,18,71,52,12,4,316,32417,18498,21976,21720,18541,15765,10302,4962,1675,145862
50501,29493,18600,15344,20381,21661,20386,16986,7535,2667,153042,27,7,21,17,22,26,34,9,3,167,5,7,6,3,4,6,13,5,0,54,9,11,18,11,8,24,23,4,0,108,8,5,3,3,6,7,10,0,0,41,0,0,0,4,3,4,0,0,0,5,425,496,491,413,358,328,256,183,174,3128,0,0,0,0,3,3,9,3,0,17,3,0,4,0,0,0,3,0,0,12,0,0,3,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,449,520,523,441,379,379,309,196,174,3376,474,530,547,456,397,405,344,209,184,3540,21,16,31,27,33,43,31,17,3,211,29983,19149,15912,20863,22085,20833,17363,7753,2856,156791
