SA3_CODE_2021,Philippines_Before_1951,Philippines_1951_1960,Philippines_1961_1970,Philippines_1971_1980,Philippines_1981_1990,Philippines_1991_2000,Philippines_2001_2010,Philippines_2011_2015,Philippines_2016,Philippines_2017,Philippines_2018,Philippines_2019,Philippines_2020,Philippines_2021,Philippines_Yr_arrival_ns,Philippines_Tot,Poland_Before_1951,Poland_1951_1960,Poland_1961_1970,Poland_1971_1980,Poland_1981_1990,Poland_1991_2000,Poland_2001_2010,Poland_2011_2015,Poland_2016,Poland_2017,Poland_2018,Poland_2019,Poland_2020,Poland_2021,Poland_Yr_arrival_ns,Poland_Tot,Singapore_Before_1951,Singapore_1951_1960,Singapore_1961_1970,Singapore_1971_1980,Singapore_1981_1990,Singapore_1991_2000,Singapore_2001_2010,Singapore_2011_2015,Singapore_2016,Singapore_2017,Singapore_2018,Singapore_2019,Singapore_2020,Singapore_2021,Singapore_Yr_arrival_ns,Singapore_Tot,South_Africa_Before_1951,South_Africa_1951_1960,South_Africa_1961_1970,South_Africa_1971_1980,South_Africa_1981_1990,South_Africa_1991_2000,South_Africa_2001_2010,South_Africa_2011_2015,South_Africa_2016,South_Africa_2017,South_Africa_2018,South_Africa_2019,South_Africa_2020,South_Africa_2021,South_Africa_yr_arr_ns,South_Africa_Tot,Sri_Lanka_Before_1951,Sri_Lanka_1951_1960,Sri_Lanka_1961_1970,Sri_Lanka_1971_1980,Sri_Lanka_1981_1990,Sri_Lanka_1991_2000,Sri_Lanka_2001_2010,Sri_Lanka_2011_2015,Sri_Lanka_2016,Sri_Lanka_2017,Sri_Lanka_2018,Sri_Lanka_2019,Sri_Lanka_2020,Sri_Lanka_2021,Sri_Lanka_Yr_arrival_ns,Sri_Lanka_Tot,Taiwan_Before_1951,Taiwan_1951_1960,Taiwan_1961_1970,Taiwan_1971_1980,Taiwan_1981_1990,Taiwan_1991_2000,Taiwan_2001_2010,Taiwan_2011_2015,Taiwan_2016,Taiwan_2017,Taiwan_2018,Taiwan_2019,Taiwan_2020,Taiwan_2021,Taiwan_Yr_arrival_ns,Taiwan_Tot,Thailand_Before_1951,Thailand_1951_1960,Thailand_1961_1970,Thailand_1971_1980,Thailand_1981_1990,Thailand_1991_2000,Thailand_2001_2010,Thailand_2011_2015,Thailand_2016,Thailand_2017,Thailand_2018,Thailand_2019,Thailand_2020,Thailand_2021,Thailand_Yr_arr_ns,Thailand_Tot,United_Kingdom_Before_1951,United_Kingdom_1951_1960,United_Kingdom_1961_1970,United_Kingdom_1971_1980,United_Kingdom_1981_1990,United_Kingdom_1991_2000,United_Kingdom_2001_2010,United_Kingdom_2011_2015,United_Kingdom_2016,United_Kingdom_2017,United_Kingdom_2018,United_Kingdom_2019,United_Kingdom_2020,United_Kingdom_2021,United_Kingdom_Yr_arrival_ns,United_Kingdom_Tot,USA_Before_1951,USA_1951_1960,USA_1961_1970,USA_1971_1980,USA_1981_1990,USA_1991_2000,USA_2001_2010,USA_2011_2015,USA_2016,USA_2017,USA_2018,USA_2019,USA_2020,USA_2021,USA_Yr_arrival_ns,USA_Tot,Vietnam_Before_1951,Vietnam_1951_1960,Vietnam_1961_1970,Vietnam_1971_1980,Vietnam_1981_1990,Vietnam_1991_2000,Vietnam_2001_2010,Vietnam_2011_2015,Vietnam_2016,Vietnam_2017,Vietnam_2018,Vietnam_2019,Vietnam_2020,Vietnam_2021,Vietnam_Yr_arr_ns,Vietnam_Tot,Born_elsewhere_Before_1951,Born_elsewhere_1951_1960,Born_elsewhere_1961_1970,Born_elsewhere_1971_1980,Born_elsewhere_1981_1990,Born_elsewhere_1991_2000,Born_elsewhere_2001_2010,Born_elsewhere_2011_2015,Born_elsewhere_2016,Born_elsewhere_2017,Born_elsewhere_2018,Born_elsewhere_2019,Born_elsewhere_2020,Born_elsewhere_2021,Born_elsewhere_Yr_arrival_ns,Born_elsewhere_Tot,Tot_Before_1951,Tot_1951_1960,Tot_1961_1970,Tot_1971_1980,Tot_1981_1990,Tot_1991_2000,Tot_2001_2010,Tot_2011_2015,Tot_2016,Tot_2017,Tot_2018,Tot_2019,Tot_2020,Tot_2021,Tot_Yr_arrival_ns,Tot_Tot
50101,0,0,0,4,21,15,93,69,14,8,9,19,5,0,12,255,0,0,7,4,17,0,3,6,0,0,0,0,0,0,0,43,0,3,6,12,14,15,14,11,0,0,0,8,0,0,0,83,0,3,12,50,102,103,210,106,14,23,7,16,15,0,0,660,0,0,0,3,0,0,17,24,0,3,0,7,0,0,0,61,0,0,0,0,0,0,9,29,6,3,4,7,3,0,0,68,0,0,0,0,6,14,47,30,3,0,7,11,10,0,4,129,91,269,1210,844,713,431,781,382,42,30,36,69,35,7,169,5119,3,6,16,44,33,26,59,37,5,11,3,15,8,5,6,276,0,0,0,8,4,13,24,24,5,3,0,4,3,0,0,92,16,34,130,116,153,118,273,182,41,43,42,84,36,3,82,1348,192,504,1615,1444,1531,1122,2211,1471,217,197,186,318,149,49,416,11623
50102,0,0,0,14,58,71,424,494,107,89,89,93,37,6,30,1513,10,5,6,7,39,9,11,13,0,0,0,0,0,0,7,111,3,5,4,13,14,16,46,14,5,4,7,0,4,0,5,133,0,4,21,51,98,142,817,353,34,52,39,45,17,7,29,1711,0,0,3,0,7,11,23,15,8,5,4,4,0,4,0,78,0,0,0,0,0,4,18,48,3,14,31,49,17,0,0,187,0,0,0,7,11,20,65,32,10,12,15,16,8,0,8,209,154,364,1820,1166,831,462,1041,463,52,22,36,53,30,4,228,6730,0,0,25,58,33,13,53,32,5,0,0,8,0,7,6,247,0,0,0,5,15,19,30,27,4,6,6,6,5,0,3,132,37,47,158,165,213,178,595,323,46,61,57,62,52,21,91,2111,382,930,2465,2001,2182,1530,4663,2980,412,427,476,568,267,94,661,20032
50103,0,0,0,0,16,4,45,34,0,5,4,3,3,0,0,123,0,5,0,0,8,5,0,3,0,0,0,0,0,0,0,25,0,0,4,9,0,0,5,0,0,0,0,0,0,0,0,22,0,3,4,9,28,27,56,16,5,0,0,3,0,0,3,160,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,10,0,0,0,0,0,0,3,8,6,0,17,13,3,0,0,48,0,0,0,0,0,4,6,9,0,0,3,0,0,0,0,29,47,118,580,437,268,121,184,64,5,3,4,15,10,4,93,1950,0,0,11,14,10,6,19,6,0,0,0,6,0,0,0,80,0,0,0,0,0,0,8,6,3,0,0,0,0,0,7,30,8,15,72,54,56,37,78,32,5,15,18,41,11,10,41,482,100,301,803,706,608,351,592,302,37,43,69,125,48,19,212,4325
50201,0,0,3,8,82,74,345,374,83,47,77,64,13,3,36,1222,6,0,4,0,22,11,12,6,0,5,0,0,0,0,3,88,5,5,20,22,23,12,29,20,0,0,4,3,0,0,4,162,3,11,23,62,79,162,761,348,53,14,59,21,14,5,20,1628,9,5,6,5,3,4,19,40,3,0,5,0,0,0,0,100,0,0,0,0,0,3,7,13,0,0,0,0,0,0,0,34,0,0,0,8,26,38,107,89,23,18,28,26,9,3,8,391,225,637,3068,2105,1446,808,2657,1453,108,92,68,81,39,21,345,13146,3,7,40,39,37,30,68,43,6,7,9,7,0,0,13,312,0,0,0,7,10,10,35,38,12,11,6,14,7,0,13,160,40,78,239,222,228,163,636,364,44,47,49,62,19,4,44,2247,438,1223,3911,3199,2893,2017,6307,4148,485,374,435,498,185,101,686,26904
50301,0,0,5,3,28,14,35,40,9,8,15,13,4,0,3,175,7,5,4,16,77,12,17,27,0,0,3,0,5,0,0,174,11,9,40,112,119,124,153,80,24,34,29,46,61,13,18,881,6,13,39,113,226,208,569,184,26,33,22,35,21,11,11,1517,8,5,9,33,62,33,63,39,11,5,10,14,7,0,3,298,0,0,0,8,53,16,22,13,0,0,0,0,4,0,10,124,0,0,4,9,10,14,36,18,5,7,9,7,3,0,3,143,114,295,910,811,775,745,1266,629,74,106,94,146,91,39,124,6213,3,0,42,83,81,80,175,127,19,41,42,51,68,26,26,869,0,0,3,39,47,16,15,23,17,15,21,30,12,4,3,246,48,53,217,245,349,373,661,464,92,121,138,239,117,16,49,3179,347,714,1714,2242,3000,2598,4648,2697,541,703,746,1187,819,215,395,22589
50302,0,0,4,21,87,77,190,223,40,47,52,98,35,13,22,917,17,3,15,25,150,48,39,34,10,13,17,9,3,0,18,384,0,12,39,99,126,163,283,131,35,36,41,41,50,8,19,1100,0,10,34,73,214,260,503,150,10,19,28,53,36,26,33,1453,3,4,17,28,47,28,49,47,6,20,22,67,19,3,5,353,0,0,0,4,21,30,44,143,19,22,25,38,7,0,9,358,0,3,0,12,30,47,168,112,31,36,30,41,17,9,11,540,80,256,1182,1098,1330,1060,1779,914,113,140,144,211,142,64,198,8712,5,3,23,53,84,88,176,158,48,36,53,89,43,27,27,916,0,0,0,201,347,104,106,122,20,30,48,53,21,12,34,1104,52,71,314,405,579,798,1336,1367,492,564,798,1204,512,75,157,8725,362,1155,2528,2944,4679,4192,8043,6625,1592,1880,2464,3445,1673,493,989,43076
50401,0,0,0,27,113,94,214,331,75,40,47,68,19,0,20,1049,21,13,24,37,159,41,28,34,5,5,8,3,0,0,6,384,3,7,28,86,128,85,96,27,11,7,4,5,4,0,9,502,3,0,16,63,175,183,267,99,7,6,8,18,6,0,4,856,0,5,27,38,43,33,62,77,14,19,9,57,25,0,11,420,0,0,0,0,3,8,44,74,13,9,8,29,0,0,3,189,0,0,0,13,41,45,104,78,20,15,19,11,7,5,9,368,94,240,1257,866,858,498,831,448,54,36,38,37,6,15,107,5390,6,0,15,30,33,41,80,47,8,9,14,10,7,0,3,299,0,0,6,232,656,382,289,218,56,45,27,39,37,3,68,2062,55,90,402,462,553,771,1146,719,146,159,183,184,44,14,85,5022,375,1129,2954,2845,4236,3390,6036,4400,834,734,795,943,363,76,603,29720
50402,0,0,0,7,30,21,169,186,35,14,25,21,12,4,12,540,4,0,10,3,28,3,4,4,0,3,0,3,0,0,4,74,4,0,7,12,14,10,11,3,0,3,3,0,0,0,0,78,0,5,7,20,46,54,177,69,6,7,7,11,0,8,25,444,0,3,0,0,9,5,8,4,0,0,3,0,0,0,3,49,0,0,0,0,0,0,5,3,0,0,0,0,0,0,10,22,0,0,0,4,9,10,46,20,0,0,7,7,3,0,0,116,74,181,1200,824,610,396,704,259,20,4,18,12,10,8,170,4492,0,7,21,30,38,27,38,20,5,0,0,3,3,5,10,204,0,0,0,4,11,6,8,6,4,0,7,0,0,0,49,92,31,35,145,135,142,121,231,113,17,12,3,12,3,3,92,1109,212,543,1735,1408,1438,951,1954,1033,133,81,114,95,59,33,584,10366
50403,0,0,4,34,202,241,1168,1341,157,113,125,139,63,14,47,3640,11,10,20,10,162,49,42,22,4,0,0,0,0,0,6,329,0,6,24,70,113,85,201,85,11,6,10,8,4,0,20,657,0,3,16,49,209,244,963,368,46,40,30,49,21,8,22,2060,0,5,16,29,85,52,147,114,18,9,5,14,13,0,10,519,0,0,0,0,8,7,26,47,10,4,12,17,5,0,4,133,0,5,0,11,65,60,224,130,15,19,25,26,4,0,18,613,101,322,2165,1505,1560,959,1988,872,80,40,48,61,25,12,211,9938,0,0,16,31,36,55,91,66,4,13,13,17,0,3,10,360,0,0,0,128,584,471,472,265,54,41,43,59,34,7,100,2252,27,86,410,444,762,1228,3471,1474,216,192,176,189,88,45,205,9005,271,988,3532,3281,5751,5567,14959,8981,1177,951,935,1144,519,186,1068,49304
50501,0,0,4,37,181,93,105,119,33,10,27,29,7,0,19,669,11,4,11,44,307,83,62,52,6,8,0,9,11,0,4,609,0,11,34,104,149,133,138,43,14,11,18,20,14,6,11,710,0,7,26,153,337,796,2459,1041,162,140,173,142,86,59,32,5622,0,8,18,27,22,22,31,8,3,5,6,45,12,0,6,227,0,0,0,0,12,21,30,37,5,0,5,10,3,0,0,126,0,0,4,15,33,57,104,97,17,12,10,16,11,4,12,388,160,558,2799,2996,4487,3170,7240,3649,348,289,258,244,132,30,347,26702,3,7,28,76,71,95,165,117,25,12,18,44,41,13,11,712,0,0,0,64,132,53,58,40,15,15,13,15,13,0,10,424,50,95,475,598,987,1011,1895,918,127,129,148,142,79,14,102,6784,439,1402,4358,5459,9406,7375,15585,8709,992,876,944,1085,584,186,840,58255
