SA3_CODE_2021,Philippines_Before_1951,Philippines_1951_1960,Philippines_1961_1970,Philippines_1971_1980,Philippines_1981_1990,Philippines_1991_2000,Philippines_2001_2010,Philippines_2011_2015,Philippines_2016,Philippines_2017,Philippines_2018,Philippines_2019,Philippines_2020,Philippines_2021,Philippines_Yr_arrival_ns,Philippines_Tot,Poland_Before_1951,Poland_1951_1960,Poland_1961_1970,Poland_1971_1980,Poland_1981_1990,Poland_1991_2000,Poland_2001_2010,Poland_2011_2015,Poland_2016,Poland_2017,Poland_2018,Poland_2019,Poland_2020,Poland_2021,Poland_Yr_arrival_ns,Poland_Tot,Singapore_Before_1951,Singapore_1951_1960,Singapore_1961_1970,Singapore_1971_1980,Singapore_1981_1990,Singapore_1991_2000,Singapore_2001_2010,Singapore_2011_2015,Singapore_2016,Singapore_2017,Singapore_2018,Singapore_2019,Singapore_2020,Singapore_2021,Singapore_Yr_arrival_ns,Singapore_Tot,South_Africa_Before_1951,South_Africa_1951_1960,South_Africa_1961_1970,South_Africa_1971_1980,South_Africa_1981_1990,South_Africa_1991_2000,South_Africa_2001_2010,South_Africa_2011_2015,South_Africa_2016,South_Africa_2017,South_Africa_2018,South_Africa_2019,South_Africa_2020,South_Africa_2021,South_Africa_yr_arr_ns,South_Africa_Tot,Sri_Lanka_Before_1951,Sri_Lanka_1951_1960,Sri_Lanka_1961_1970,Sri_Lanka_1971_1980,Sri_Lanka_1981_1990,Sri_Lanka_1991_2000,Sri_Lanka_2001_2010,Sri_Lanka_2011_2015,Sri_Lanka_2016,Sri_Lanka_2017,Sri_Lanka_2018,Sri_Lanka_2019,Sri_Lanka_2020,Sri_Lanka_2021,Sri_Lanka_Yr_arrival_ns,Sri_Lanka_Tot,Taiwan_Before_1951,Taiwan_1951_1960,Taiwan_1961_1970,Taiwan_1971_1980,Taiwan_1981_1990,Taiwan_1991_2000,Taiwan_2001_2010,Taiwan_2011_2015,Taiwan_2016,Taiwan_2017,Taiwan_2018,Taiwan_2019,Taiwan_2020,Taiwan_2021,Taiwan_Yr_arrival_ns,Taiwan_Tot,Thailand_Before_1951,Thailand_1951_1960,Thailand_1961_1970,Thailand_1971_1980,Thailand_1981_1990,Thailand_1991_2000,Thailand_2001_2010,Thailand_2011_2015,Thailand_2016,Thailand_2017,Thailand_2018,Thailand_2019,Thailand_2020,Thailand_2021,Thailand_Yr_arr_ns,Thailand_Tot,United_Kingdom_Before_1951,United_Kingdom_1951_1960,United_Kingdom_1961_1970,United_Kingdom_1971_1980,United_Kingdom_1981_1990,United_Kingdom_1991_2000,United_Kingdom_2001_2010,United_Kingdom_2011_2015,United_Kingdom_2016,United_Kingdom_2017,United_Kingdom_2018,United_Kingdom_2019,United_Kingdom_2020,United_Kingdom_2021,United_Kingdom_Yr_arrival_ns,United_Kingdom_Tot,USA_Before_1951,USA_1951_1960,USA_1961_1970,USA_1971_1980,USA_1981_1990,USA_1991_2000,USA_2001_2010,USA_2011_2015,USA_2016,USA_2017,USA_2018,USA_2019,USA_2020,USA_2021,USA_Yr_arrival_ns,USA_Tot,Vietnam_Before_1951,Vietnam_1951_1960,Vietnam_1961_1970,Vietnam_1971_1980,Vietnam_1981_1990,Vietnam_1991_2000,Vietnam_2001_2010,Vietnam_2011_2015,Vietnam_2016,Vietnam_2017,Vietnam_2018,Vietnam_2019,Vietnam_2020,Vietnam_2021,Vietnam_Yr_arr_ns,Vietnam_Tot,Born_elsewhere_Before_1951,Born_elsewhere_1951_1960,Born_elsewhere_1961_1970,Born_elsewhere_1971_1980,Born_elsewhere_1981_1990,Born_elsewhere_1991_2000,Born_elsewhere_2001_2010,Born_elsewhere_2011_2015,Born_elsewhere_2016,Born_elsewhere_2017,Born_elsewhere_2018,Born_elsewhere_2019,Born_elsewhere_2020,Born_elsewhere_2021,Born_elsewhere_Yr_arrival_ns,Born_elsewhere_Tot,Tot_Before_1951,Tot_1951_1960,Tot_1961_1970,Tot_1971_1980,Tot_1981_1990,Tot_1991_2000,Tot_2001_2010,Tot_2011_2015,Tot_2016,Tot_2017,Tot_2018,Tot_2019,Tot_2020,Tot_2021,Tot_Yr_arrival_ns,Tot_Tot
50502,0,0,12,46,190,164,431,442,119,71,77,74,34,9,24,1707,52,26,29,52,337,91,88,79,14,11,10,3,0,0,13,822,3,22,46,105,190,187,347,94,18,22,10,17,26,5,22,1107,3,12,48,227,556,805,1333,436,75,53,84,93,55,28,49,3837,7,12,28,55,87,60,163,110,16,12,30,87,28,0,9,707,0,0,0,6,39,33,73,154,22,23,26,28,0,0,9,409,3,0,4,26,79,77,262,174,51,33,32,36,26,3,21,825,192,568,2201,1742,2026,1314,2453,1441,168,123,171,142,117,47,272,12980,0,4,46,66,99,116,196,158,25,28,27,40,47,8,24,895,0,0,0,433,1119,549,555,418,106,91,79,105,52,8,136,3638,162,191,679,784,1253,2216,4142,2837,888,835,864,1205,444,58,308,16862,910,2967,5623,5511,9287,8803,17123,12577,2656,2334,2611,3356,1451,288,1627,77129
50503,0,0,5,30,223,204,931,803,137,103,81,108,40,8,41,2730,8,0,11,43,250,86,63,74,5,0,8,3,4,0,7,563,0,4,23,84,114,128,277,83,16,10,8,6,13,3,15,783,0,0,16,107,231,523,3158,1650,213,175,162,189,96,51,68,6633,0,0,13,26,37,32,74,57,0,3,11,24,6,0,4,299,0,0,0,0,9,19,33,53,3,8,12,27,3,0,0,171,0,0,3,10,72,77,306,210,67,28,51,50,12,7,15,907,131,448,2876,2755,3788,3021,10323,4972,489,305,274,271,145,47,541,30390,0,5,25,54,51,72,180,95,10,12,12,11,12,4,3,545,0,0,8,167,1092,766,650,441,84,94,55,96,47,21,140,3671,50,87,527,660,1266,1772,4948,1996,331,258,303,253,139,40,211,12834,359,1175,4580,5288,9797,9559,28066,15295,1911,1483,1505,1708,838,310,1506,83371
50601,0,0,3,22,92,70,690,779,150,75,63,46,39,3,28,2059,6,0,0,4,45,9,12,11,0,4,0,0,0,0,0,100,0,0,17,45,72,90,290,136,29,31,29,22,10,0,9,782,0,0,10,62,100,121,758,348,10,29,21,48,9,6,19,1544,0,0,0,4,12,39,295,343,19,35,11,18,13,0,7,787,0,0,0,0,3,10,32,42,6,3,9,7,0,0,3,122,0,0,0,9,28,39,212,104,28,25,22,17,9,4,14,501,69,269,2057,1557,1413,731,1193,491,46,36,45,42,14,14,174,8159,0,7,17,36,37,36,55,43,5,3,10,7,8,0,6,269,0,0,0,7,23,23,34,35,3,5,3,12,4,4,3,155,19,40,218,202,341,337,1908,899,143,110,111,111,35,35,80,4593,177,719,2760,2491,3210,2508,10297,7022,923,743,746,784,334,148,550,33412
50602,0,0,0,22,93,75,362,515,95,78,81,144,27,3,38,1539,21,15,12,18,74,22,21,21,0,0,0,4,3,0,6,208,4,7,16,87,123,106,177,77,18,19,23,27,11,3,8,711,0,0,11,36,81,80,257,92,18,4,10,22,10,5,9,640,0,5,8,28,39,28,137,74,29,20,38,80,31,0,8,520,0,0,0,0,3,23,60,129,20,18,25,24,0,0,8,318,0,0,0,12,38,55,130,95,22,16,18,24,18,0,16,450,57,182,1045,707,577,382,705,398,51,38,38,54,22,10,97,4365,0,3,12,20,25,41,65,47,9,16,20,20,12,6,10,310,0,0,0,73,97,59,126,111,36,39,19,27,21,5,25,639,31,58,253,280,358,532,1244,887,246,271,280,408,152,52,91,5134,208,674,1931,1903,2666,2655,6777,5549,1264,1211,1422,1804,727,183,618,29578
50603,0,0,0,13,90,80,521,493,94,62,56,91,40,8,22,1569,13,3,0,10,80,28,28,12,0,0,4,4,0,0,7,194,0,7,23,152,259,290,676,257,75,52,69,89,41,4,29,2021,0,5,26,61,161,176,380,129,21,18,24,18,6,6,20,1044,3,9,7,17,84,166,442,369,60,58,59,121,58,4,9,1464,0,0,0,0,21,53,75,135,21,20,32,43,10,3,5,416,0,0,6,15,43,61,131,61,17,22,14,17,6,5,13,406,116,273,1249,963,949,402,819,391,46,31,54,57,28,3,145,5532,0,3,11,40,22,48,70,52,12,11,4,22,11,3,5,320,0,0,0,63,115,66,96,119,49,42,49,45,23,5,34,704,42,47,298,362,617,680,1457,1146,341,276,371,523,186,49,123,6507,310,812,2263,2609,4825,4408,13039,9309,2123,1921,2400,2899,1184,229,988,49317
50604,0,0,0,20,187,172,1205,1377,191,166,126,163,67,10,53,3734,8,4,3,17,76,34,25,19,0,0,5,0,0,0,0,193,0,11,21,124,251,218,619,234,22,46,30,14,20,0,31,1641,0,3,21,102,138,178,734,287,21,18,10,38,7,9,23,1591,0,10,13,30,59,101,445,423,28,42,53,81,42,8,17,1358,0,0,0,0,5,36,63,106,7,16,27,27,6,0,11,301,0,0,0,9,80,54,338,144,34,39,27,17,3,0,17,771,100,303,2203,1602,1401,581,908,379,31,35,21,27,43,3,217,7846,0,3,21,34,39,37,73,48,11,12,7,3,0,0,5,286,0,0,0,29,137,70,126,106,19,20,11,29,7,0,38,601,30,61,421,445,713,1033,2566,1360,344,236,230,269,89,32,194,8021,256,916,3386,3398,5309,4988,16537,10870,1690,1477,1596,2077,747,204,1224,54676
50605,0,0,0,16,54,53,287,213,23,28,19,29,4,9,14,749,4,0,3,13,31,15,12,4,0,0,0,0,0,0,0,79,5,0,17,42,46,36,71,25,0,0,0,0,3,0,10,248,0,3,17,42,100,83,279,101,15,7,15,3,13,5,9,689,0,0,0,9,10,15,45,42,7,0,3,6,0,0,0,134,0,0,0,0,0,10,20,11,0,4,4,0,0,0,0,51,0,0,0,0,21,28,60,37,10,5,5,16,6,0,5,197,78,233,1469,1077,977,494,781,319,16,26,24,19,21,3,144,5676,0,0,18,22,23,25,37,26,9,0,8,3,3,3,6,182,0,0,0,7,13,13,18,9,3,6,4,0,4,3,6,82,38,57,213,202,272,232,566,220,33,31,20,26,20,6,37,1976,247,677,2162,1914,2306,1559,4036,2148,259,211,215,221,123,56,354,16488
50606,0,0,0,0,17,8,110,114,12,8,12,6,7,5,5,304,0,0,0,0,11,3,4,3,0,0,0,0,0,0,0,17,0,0,5,5,7,10,43,20,0,3,5,0,3,0,3,101,0,0,0,15,30,59,277,130,7,7,10,5,6,5,14,564,0,0,0,0,11,3,12,9,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,8,0,0,0,0,0,4,19,5,6,0,0,0,0,0,8,50,20,74,644,547,451,310,544,192,9,12,8,7,3,3,97,2923,0,0,3,9,10,8,28,7,0,0,3,5,6,0,4,83,0,0,0,0,9,4,9,13,0,0,3,0,5,0,0,35,6,15,47,56,81,88,442,167,14,13,18,25,10,0,39,1027,44,196,809,785,933,791,2338,1268,113,83,111,123,71,25,256,7946
50607,0,0,0,12,37,24,61,56,19,13,21,23,4,5,8,281,4,3,4,10,57,19,6,7,0,7,3,0,0,0,6,134,0,5,11,67,92,100,148,50,15,14,22,18,9,3,3,555,0,3,12,48,91,113,231,95,20,30,12,19,13,0,6,696,0,0,7,8,26,15,36,34,4,3,10,21,0,0,0,179,0,0,0,0,9,16,19,22,0,4,4,3,0,0,0,81,0,0,4,4,22,27,62,32,8,15,0,11,4,5,4,194,54,151,567,467,493,332,548,255,33,35,40,51,30,10,72,3144,0,4,11,16,34,23,66,43,7,9,13,15,13,3,12,260,0,0,0,39,61,30,20,21,19,3,11,12,9,4,0,230,33,33,154,155,257,284,520,366,94,76,110,182,94,19,45,2409,173,418,1071,1274,2121,1796,3100,2116,431,422,513,691,365,80,279,14841
50701,0,0,4,29,104,93,790,1081,191,113,117,134,38,15,31,2741,3,0,0,15,156,39,36,39,7,5,3,8,3,0,0,322,0,5,17,40,105,157,342,122,19,29,14,21,10,3,8,908,0,9,14,84,223,318,761,337,42,24,47,54,36,3,10,1970,0,3,3,11,42,39,99,72,22,3,6,6,4,0,3,332,0,0,0,0,12,22,43,77,9,3,8,10,4,0,0,184,0,0,0,7,43,31,111,83,16,21,16,21,14,4,16,372,102,271,1564,1157,1279,823,1969,1213,110,89,84,91,37,22,165,8989,0,4,6,19,66,63,109,61,27,14,8,26,10,4,12,436,0,0,0,33,61,28,47,44,8,9,11,4,6,0,4,266,29,90,585,661,966,1051,1578,971,138,144,135,132,65,18,119,6682,294,1167,3383,2855,4519,4301,10173,7269,959,824,816,958,434,140,740,38832
50702,0,0,0,0,22,17,33,30,4,5,18,6,7,3,14,156,4,0,4,6,46,10,5,5,0,0,0,0,0,0,5,88,5,6,7,8,11,16,32,13,3,3,10,3,0,0,0,128,0,3,25,36,71,66,127,24,3,6,5,7,0,9,3,383,0,0,0,4,6,0,4,5,0,0,0,0,0,0,5,24,0,0,0,0,0,0,5,9,0,0,0,0,0,0,0,17,0,0,0,0,6,8,25,12,6,0,3,0,8,3,6,84,59,139,668,589,596,415,801,413,46,40,51,79,51,10,103,4077,0,7,25,25,45,52,54,67,22,11,22,18,13,12,9,385,0,0,0,14,8,3,4,9,0,3,0,0,5,0,3,46,14,35,252,220,202,214,376,251,50,51,45,91,48,14,41,1915,168,666,1409,1251,1530,1178,2071,1278,201,202,260,328,197,78,287,11109
50703,0,0,0,9,53,56,837,1117,179,140,73,123,29,22,15,2655,0,0,0,3,23,5,10,10,0,0,0,0,0,0,0,53,0,0,0,12,24,25,90,39,4,5,0,0,0,0,3,205,0,0,0,20,51,64,345,115,30,7,22,28,14,5,20,719,0,0,4,0,4,7,47,45,0,3,3,5,4,0,10,136,0,0,0,0,3,0,13,12,5,0,3,0,0,0,0,40,0,0,0,0,14,16,62,38,4,0,5,15,4,0,15,176,37,131,1015,531,412,255,526,326,13,15,25,15,5,0,104,3406,0,0,9,9,15,9,36,29,0,3,0,0,5,0,6,115,0,0,0,7,17,19,21,16,0,7,0,11,3,0,9,104,3,23,123,104,204,194,810,358,62,54,56,41,21,8,99,2158,73,257,1308,878,1175,1119,4835,3569,481,417,380,434,180,62,472,15636
50704,0,0,4,30,83,35,131,163,26,24,23,30,20,10,24,609,10,3,0,21,88,24,18,9,5,0,0,4,3,0,3,195,6,22,42,146,349,290,451,196,34,47,29,55,32,8,14,1708,0,8,30,137,249,281,634,195,29,27,36,39,40,12,15,1732,0,5,5,18,133,127,143,61,3,8,6,17,12,0,6,551,0,0,0,0,43,44,43,64,9,11,12,10,7,0,6,248,0,4,0,14,39,33,115,70,13,22,15,15,18,0,10,358,145,379,1569,1291,1496,829,1604,822,84,79,86,71,49,27,135,8666,0,8,27,55,68,70,117,74,16,11,15,21,17,18,18,536,0,0,0,75,83,34,46,29,3,29,13,13,3,3,12,355,67,79,381,437,639,563,974,604,89,113,103,143,107,8,71,4382,418,1199,2995,3310,6324,4791,8084,4580,764,760,751,905,607,144,622,36248
50705,0,0,0,14,121,105,428,432,73,72,42,55,20,12,22,1399,8,0,5,7,43,19,28,18,0,11,0,7,0,0,7,140,0,4,14,37,23,37,69,29,0,6,6,0,0,0,8,241,0,3,22,75,141,232,1143,524,69,51,57,60,30,6,30,2459,0,5,7,0,10,7,20,12,4,3,0,0,3,0,0,69,0,0,0,0,0,5,14,13,0,3,0,6,0,0,4,42,0,0,0,9,34,41,129,129,26,8,22,17,15,9,12,452,152,519,3735,2766,2326,1460,4580,2890,186,150,148,134,68,14,326,19447,4,6,22,33,60,60,112,56,11,18,8,11,8,4,4,417,3,0,0,5,26,20,75,48,12,7,11,11,9,3,3,237,35,64,328,337,370,459,1180,631,98,80,65,65,37,25,80,3855,290,1024,4724,4004,4391,3596,11001,7409,728,604,600,615,309,168,746,40218
