SA3_CODE_2021,M_15_19_Prov_unpaid_assist,M_15_19_No_unpaid_assist_prov,M_15_19_yr_Unpaid_assist_ns,M_15_19_Overseas_visitors,M_15_19_years_Total,M_20_24_Prov_unpaid_assist,M_20_24_No_unpaid_assist_prov,M_20_24_yr_Unpaid_assist_ns,M_20_24_Overseas_visitors,M_20_24_years_Total,M_25_34_Prov_unpaid_assist,M_25_34_No_unpaid_assist_prov,M_25_34_yr_Unpaid_assist_ns,M_25_34_Overseas_visitors,M_25_34_years_Total,M_35_44_Prov_unpaid_assist,M_35_44_No_unpaid_assist_prov,M_35_44_yr_Unpaid_assist_ns,M_35_44_Overseas_visitors,M_35_44_years_Total,M_45_54_Prov_unpaid_assist,M_45_54_No_unpaid_assist_prov,M_45_54_Unpaid_assist_ns,M_45_54_Overseas_visitors,M_45_54_years_Total,M_55_64_Prov_unpaid_assist,M_55_64_No_unpaid_assist_prov,M_55_64_yr_Unpaid_assist_ns,M_55_64_Overseas_visitors,M_55_64_years_Total,M_65_74_Prov_unpaid_assist,M_65_74_No_unpaid_assist_prov,M_65_74_yr_Unpaid_assist_ns,M_65_74_Overseas_visitors,M_65_74_years_Total,M_75_84_Prov_unpaid_assist,M_75_84_No_unpaid_assist_prov,M_75_84_yr_Unpaid_assist_ns,M_75_84_Overseas_visitors,M_75_84_years_Total,M_85_over_Prov_unpaid_assist,M_85ovr_No_unpaid_assist_prov,M_85ovr_over_Unpaid_assist_ns,M_85over_Overseas_visitors,M_85_yr_and_over_Total,M_Tot_Prov_unpaid_assist,M_Tot_No_unpaid_assist_prov,M_Tot_Unpaid_assist_ns,M_Total_Overseas_visitors,M_Total_Total,F_15_19_Prov_unpaid_assist,F_15_19_No_unpaid_assist_prov,F_15_19_yr_Unpaid_assist_ns,F_15_19_Overseas_visitors,F_15_19_years_Total,F_20_24_Prov_unpaid_assist,F_20_24_No_unpaid_assist_prov,F_20_24_yr_Unpaid_assist_ns,F_20_24_Overseas_visitors,F_20_24_years_Total,F_25_34_Prov_unpaid_assist,F_25_34_No_unpaid_assist_prov,F_25_34_yr_Unpaid_assist_ns,F_25_34_Overseas_visitors,F_25_34_years_Total,F_35_44_Prov_unpaid_assist,F_35_44_No_unpaid_assist_prov,F_35_44_yr_Unpaid_assist_ns,F_35_44_Overseas_visitors,F_35_44_years_Total,F_45_54_Prov_unpaid_assist,F_45_54_No_unpaid_assist_prov,F_45_54_Unpaid_assist_ns,F_45_54_Overseas_visitors,F_45_54_years_Total,F_55_64_Prov_unpaid_assist,F_55_64_No_unpaid_assist_prov,F_55_64_yr_Unpaid_assist_ns,F_55_64_Overseas_visitors,F_55_64_years_Total,F_65_74_Prov_unpaid_assist,F_65_74_No_unpaid_assist_prov,F_65_74_yr_Unpaid_assist_ns,F_65_74_Overseas_visitors,F_65_74_years_Total,F_75_84_Prov_unpaid_assist,F_75_84_No_unpaid_assist_prov,F_75_84_yr_Unpaid_assist_ns,F_75_84_Overseas_visitors,F_75_84_years_Total,F_85_over_Prov_unpaid_assist,F_85ovr_No_unpaid_assist_prov,F_85ovr_over_Unpaid_assist_ns,F_85over_Overseas_visitors,F_85_yr_and_over_Total,F_Tot_Prov_unpaid_assist,F_Tot_No_unpaid_assist_prov,F_Tot_Unpaid_assist_ns,F_Total_Overseas_visitors,F_Total_Total,P_15_19_Prov_unpaid_assist,P_15_19_No_unpaid_assist_prov,P_15_19_yr_Unpaid_assist_ns,P_15_19_Overseas_visitors,P_15_19_years_Total,P_20_24_Prov_unpaid_assist,P_20_24_No_unpaid_assist_prov,P_20_24_yr_Unpaid_assist_ns,P_20_24_Overseas_visitors,P_20_24_years_Total,P_25_34_Prov_unpaid_assist,P_25_34_No_unpaid_assist_prov,P_25_34_yr_Unpaid_assist_ns,P_25_34_Overseas_visitors,P_25_34_years_Total,P_35_44_Prov_unpaid_assist,P_35_44_No_unpaid_assist_prov,P_35_44_yr_Unpaid_assist_ns,P_35_44_Overseas_visitors,P_35_44_years_Total,P_45_54_Prov_unpaid_assist,P_45_54_No_unpaid_assist_prov,P_45_54_Unpaid_assist_ns,P_45_54_Overseas_visitors,P_45_54_years_Total,P_55_64_Prov_unpaid_assist,P_55_64_No_unpaid_assist_prov,P_55_64_yr_Unpaid_assist_ns,P_55_64_Overseas_visitors,P_55_64_years_Total,P_65_74_Prov_unpaid_assist,P_65_74_No_unpaid_assist_prov,P_65_74_yr_Unpaid_assist_ns,P_65_74_Overseas_visitors,P_65_74_years_Total,P_75_84_Prov_unpaid_assist,P_75_84_No_unpaid_assist_prov,P_75_84_yr_Unpaid_assist_ns,P_75_84_Overseas_visitors,P_75_84_years_Total,P_85_over_Prov_unpaid_assist,P_85ovr_No_unpaid_assist_prov,P_85ovr_over_Unpaid_assist_ns,P_85over_Overseas_visitors,P_85_yr_and_over_Total,P_Tot_Prov_unpaid_assist,P_Tot_No_unpaid_assist_prov,P_Tot_Unpaid_assist_ns,P_Total_Overseas_visitors,P_Total_Total
50702,39,876,47,0,964,65,892,88,16,1061,127,2143,215,49,2530,201,2244,205,20,2662,325,2094,233,19,2668,442,2044,178,16,2680,290,1712,113,11,2127,130,884,91,5,1116,42,336,71,3,457,1663,13229,1240,134,16267,53,909,42,0,1003,73,1009,86,10,1179,182,2326,186,30,2725,336,2238,159,7,2742,595,2083,146,11,2837,775,1916,120,12,2823,461,1703,122,6,2292,151,1028,102,5,1285,33,525,120,0,679,2661,13734,1085,86,17562,93,1787,94,5,1971,134,1903,168,32,2239,307,4471,399,82,5260,540,4476,369,26,5403,925,4174,379,25,5509,1214,3960,295,32,5502,748,3416,238,16,4418,282,1911,195,6,2390,82,865,190,3,1132,4320,26962,2323,215,33822
50703,49,1189,129,0,1374,70,1270,225,0,1564,166,2896,670,8,3747,299,2986,540,5,3823,260,2251,286,0,2795,215,1587,127,3,1940,150,1028,88,13,1275,75,507,32,4,622,11,141,15,0,176,1285,13862,2123,40,17310,77,1070,84,0,1222,79,1236,76,0,1394,368,3222,185,0,3775,491,2995,180,4,3669,474,2085,123,4,2680,406,1557,98,5,2073,214,1094,68,9,1391,70,573,40,0,687,5,208,15,0,238,2180,14046,865,29,17118,126,2264,217,0,2600,148,2504,301,0,2954,533,6115,855,13,7517,786,5979,725,3,7496,724,4336,411,7,5475,625,3148,223,14,4012,365,2126,156,22,2664,147,1081,72,10,1301,19,361,34,0,413,3466,27909,2989,68,34433
50704,121,3083,101,6,3314,136,2852,112,0,3104,253,4806,230,18,5299,503,5470,222,33,6225,823,5390,206,20,6434,1052,4724,204,26,6008,792,4478,212,24,5502,378,2536,228,9,3145,138,975,183,0,1302,4194,34309,1688,131,40327,156,3093,142,8,3398,214,2816,110,9,3152,359,4996,285,14,5659,853,6134,266,16,7264,1461,5672,229,24,7390,1805,4960,211,22,7002,1211,4830,233,25,6301,452,2966,266,9,3700,107,1755,293,5,2154,6620,37212,2049,128,46013,276,6177,248,12,6714,348,5671,223,16,6259,614,9795,512,32,10958,1358,11600,490,43,13495,2285,11060,429,45,13817,2856,9685,417,42,13009,2006,9302,446,44,11797,828,5504,495,17,6843,243,2725,474,7,3453,10821,71528,3738,262,86339
50705,184,4072,233,0,4489,181,3460,328,14,3973,456,7260,624,15,8351,683,6872,522,16,8091,837,6763,374,9,7980,914,5919,291,19,7135,574,4086,217,11,4888,345,2274,212,4,2841,75,629,138,4,846,4249,41332,2931,89,48599,185,3823,227,0,4236,229,3384,220,4,3840,840,7844,530,17,9225,1301,7676,425,9,9412,1586,7024,349,7,8967,1553,5764,232,30,7568,927,4378,245,19,5566,356,2548,298,4,3208,55,910,238,0,1213,7035,43350,2761,92,53240,371,7891,458,4,8721,404,6843,550,14,7819,1292,15107,1149,27,17577,1986,14547,943,24,17500,2422,13784,725,18,16949,2464,11679,522,42,14706,1494,8466,460,33,10455,702,4824,511,13,6054,139,1541,377,8,2063,11281,84685,5696,184,101841
50901,102,1608,181,0,1905,79,1164,133,10,1389,185,2589,421,15,3212,291,2629,422,7,3353,459,2965,358,0,3782,650,3355,318,5,4331,435,3092,262,4,3800,217,1655,158,7,2037,79,528,83,0,693,2502,19590,2354,53,24492,96,1460,161,0,1723,89,1054,94,0,1236,305,2616,254,10,3189,571,2758,256,4,3590,763,3052,260,5,4084,989,3242,282,3,4518,605,2956,271,3,3834,291,1717,211,0,2220,57,747,130,0,931,3767,19609,1923,25,25322,199,3074,349,3,3625,164,2213,234,11,2624,486,5205,678,28,6395,857,5393,679,8,6934,1223,6019,620,5,7871,1645,6603,599,7,8850,1041,6048,538,14,7629,506,3373,367,9,4254,138,1274,210,4,1628,6265,39196,4276,77,49812
50902,75,1184,178,0,1445,57,1043,221,22,1341,139,2332,559,55,3086,253,2403,534,33,3222,404,2890,597,6,3896,503,3609,593,0,4710,408,3388,439,3,4237,183,1569,264,0,2014,42,369,71,0,483,2069,18785,3458,122,24434,53,1066,155,0,1277,62,842,127,7,1033,233,2183,289,24,2726,431,2299,321,17,3071,665,2625,393,12,3692,826,3145,394,0,4357,570,2800,363,5,3738,194,1387,259,4,1838,32,522,103,0,661,3056,16870,2409,64,22397,136,2255,337,0,2725,121,1879,349,27,2373,375,4512,846,76,5817,686,4699,856,53,6289,1063,5512,997,13,7587,1328,6754,984,0,9063,973,6186,805,7,7972,378,2958,520,4,3857,74,891,180,0,1145,5133,35651,5868,185,46831
50903,19,382,63,0,459,26,393,61,5,484,70,896,106,7,1086,106,972,141,0,1221,147,1161,154,0,1462,219,1205,170,0,1600,135,1073,121,0,1326,62,513,76,0,647,18,149,34,0,200,790,6747,929,18,8483,22,334,61,0,413,19,307,40,4,376,94,805,97,4,1000,151,839,126,0,1122,223,893,116,0,1233,277,1022,121,0,1431,156,865,98,0,1124,55,488,90,0,636,13,203,58,0,274,1008,5755,824,11,7599,47,709,124,0,878,45,699,109,8,859,160,1704,210,15,2088,251,1813,270,0,2339,370,2051,266,4,2694,495,2227,294,3,3028,284,1940,218,0,2445,114,1004,165,0,1284,30,350,90,0,476,1800,12501,1752,34,16085
51001,54,830,187,0,1075,77,940,284,41,1339,186,2669,685,80,3616,235,2504,610,22,3368,218,2379,644,8,3251,192,2667,588,4,3454,166,2811,410,16,3403,47,768,152,0,967,5,81,25,0,105,1178,15649,3589,163,20586,66,847,220,0,1131,125,1046,235,49,1458,302,3035,721,104,4167,324,2599,534,18,3480,366,2205,503,5,3082,392,2892,533,10,3822,203,2329,375,12,2929,40,542,129,0,714,5,82,30,0,112,1835,15569,3293,198,20894,120,1682,411,0,2211,206,1986,523,87,2804,494,5701,1406,179,7779,560,5099,1149,42,6849,585,4581,1148,14,6332,577,5557,1130,17,7273,373,5145,788,26,6330,89,1313,284,0,1680,10,160,54,0,216,3006,31222,6883,365,41479
51002,46,507,130,0,687,38,792,348,5,1176,176,3521,1835,32,5569,237,3641,1989,38,5899,226,3028,1682,33,4963,163,2261,1144,18,3586,52,719,259,3,1039,7,147,40,0,199,0,19,7,0,26,951,14626,7438,132,23140,24,434,91,0,552,50,650,227,10,935,147,2250,680,24,3109,197,1660,434,0,2290,145,1243,425,5,1815,124,1003,285,8,1423,56,482,93,3,629,9,97,32,0,138,0,18,0,0,25,747,7851,2265,56,10924,69,946,227,0,1242,82,1440,576,15,2119,324,5777,2518,53,8678,435,5298,2420,41,8190,366,4274,2104,35,6781,291,3262,1430,26,5007,105,1198,357,8,1667,25,244,67,3,338,4,41,9,0,52,1700,22477,9704,187,34070
51003,20,667,168,0,856,31,827,347,8,1222,143,3236,1557,47,4975,274,3622,1726,37,5662,220,3095,1568,31,4910,158,2320,1120,23,3626,59,1000,328,13,1400,21,257,65,5,343,0,21,6,0,32,929,15030,6884,169,23008,34,505,119,0,656,26,674,211,17,931,146,2379,650,26,3210,213,2089,478,3,2794,197,1567,421,0,2193,132,1214,345,11,1703,81,766,201,10,1055,20,187,49,0,258,0,10,4,0,16,854,9400,2482,76,12811,51,1170,283,0,1508,59,1506,564,25,2151,291,5615,2208,76,8184,488,5709,2212,45,8447,412,4658,1998,33,7102,295,3538,1465,40,5332,139,1762,523,19,2457,37,442,116,5,604,6,31,8,0,41,1784,24426,9372,243,35822
51101,23,414,57,0,496,15,343,73,7,435,32,864,161,14,1077,82,828,124,4,1039,114,955,187,0,1255,149,930,153,5,1237,75,698,105,0,871,39,373,76,0,494,17,101,15,0,124,544,5507,948,27,7026,18,350,50,0,418,20,314,39,0,376,81,781,93,4,965,132,725,111,0,967,172,762,98,0,1035,185,780,92,3,1052,117,632,86,0,835,47,408,64,0,526,13,165,15,0,195,789,4920,651,12,6370,36,764,107,0,915,36,663,112,7,814,117,1651,254,20,2041,210,1556,238,4,2014,288,1716,287,0,2294,338,1704,244,3,2293,191,1326,193,3,1706,87,785,142,0,1016,28,261,25,0,316,1325,10432,1602,43,13397
51102,10,205,55,0,264,12,249,62,22,342,46,823,153,50,1064,58,797,137,12,997,74,865,158,7,1100,113,1233,159,5,1516,120,1604,186,0,1917,51,596,76,0,727,8,71,10,0,89,491,6436,989,106,8023,9,195,40,0,243,21,328,70,15,427,57,958,143,34,1195,80,775,119,4,972,110,742,118,3,979,194,1195,152,0,1547,141,1354,152,5,1653,36,420,64,0,514,3,50,18,0,74,651,6011,859,67,7601,19,399,88,0,506,30,575,129,38,771,106,1775,292,89,2264,138,1573,253,19,1972,181,1604,274,9,2077,313,2429,310,5,3062,263,2965,337,4,3569,86,1016,139,0,1244,12,121,23,0,156,1147,12457,1851,170,15625
51103,31,927,159,0,1116,46,1328,489,8,1866,169,3412,1565,28,5174,223,3077,1441,19,4760,253,2906,1326,13,4496,229,2529,977,17,3746,114,1234,371,6,1722,28,388,78,0,496,4,63,14,0,84,1103,15858,6421,94,23466,38,806,155,0,1003,60,1027,249,9,1344,182,2547,594,20,3340,273,2137,470,3,2881,279,1953,412,4,2657,269,1674,372,8,2325,117,902,200,9,1227,42,322,57,0,421,3,122,21,4,153,1267,11496,2535,53,15349,70,1733,315,5,2116,107,2354,736,11,3210,348,5959,2160,44,8514,495,5214,1913,17,7642,540,4861,1742,13,7155,498,4203,1352,21,6069,231,2136,563,19,2955,69,709,137,0,919,10,187,39,4,241,2366,27350,8954,145,38820
51104,83,1336,234,0,1659,68,1211,301,7,1583,161,2915,955,25,4052,280,2870,926,8,4077,381,3190,884,6,4458,481,3413,726,12,4631,332,3016,467,0,3816,174,1370,252,5,1799,49,359,85,3,499,2013,19684,4818,67,26584,67,1253,196,0,1515,66,1160,217,0,1445,282,2561,479,16,3338,493,2565,515,0,3570,613,2820,434,3,3872,735,3006,452,4,4190,471,2734,392,0,3603,166,1321,224,4,1716,35,472,114,0,623,2937,17894,3017,34,23878,153,2593,430,0,3173,139,2372,519,8,3034,442,5482,1428,41,7391,766,5437,1432,12,7650,995,6005,1320,16,8332,1212,6415,1175,16,8825,808,5752,854,5,7417,343,2690,475,9,3515,85,833,201,5,1128,4949,37579,7835,100,50456
59797,0,8,7,0,14,3,46,28,0,81,11,222,193,24,459,29,465,416,37,945,30,427,374,53,896,23,234,196,24,473,3,69,41,0,119,0,11,0,0,15,0,0,0,0,0,105,1492,1256,143,3002,5,3,3,0,8,0,20,15,0,37,7,57,28,3,94,0,30,20,7,55,7,30,22,0,57,7,43,29,3,86,5,43,14,0,61,0,10,5,0,17,0,0,0,4,3,23,242,123,16,405,5,6,10,0,19,6,69,43,0,121,11,278,223,33,549,31,492,432,37,999,38,459,399,61,951,33,280,220,29,560,9,115,54,0,178,0,22,6,0,32,0,0,0,4,3,129,1727,1382,164,3410
