IARE_CODE_2021,VfDif_SA2_ACT_IndSt_nsP,VfDif_SA2_ACT_TotM,VfDif_SA2_ACT_TotF,VfDif_SA2_ACT_TotP,VfDif_SA2_OT_Indig_M,VfDif_SA2_OT_Indig_F,VfDif_SA2_OT_Indig_P,VfDif_SA2_OT_NonInd_M,VfDif_SA2_OT_NonInd_F,VfDif_SA2_OT_NonInd_P,VfDif_SA2_OT_IndSt_nsM,VfDif_SA2_OT_IndSt_nsF,VfDif_SA2_OT_IndSt_nsP,VfDif_SA2_OT_TotM,VfDif_SA2_OT_TotF,VfDif_SA2_OT_TotP,VfDif_SA2_T_DSA2_Indig_M,VfDif_SA2_T_DSA2_Indig_F,VfDif_SA2_T_DSA2_Indig_P,VfDif_SA2_T_DSA2_NonInd_M,VfDif_SA2_T_DSA2_NonInd_F,VfDif_SA2_T_DSA2_NonInd_P,VfDif_SA2_T_DSA2_IndSt_nsM,VfDif_SA2_T_DSA2_IndSt_nsF,VfDif_SA2_T_DSA2_IndSt_nsP,VfDif_SA2_T_DSA2_TotM,VfDif_SA2_T_DSA2_TotF,VfDif_SA2_T_DSA2_TotP,Vis_Tot_vis_Indig_M,Vis_Tot_vis_Indig_F,Vis_Tot_vis_Indig_P,Vis_Tot_vis_NonInd_M,Vis_Tot_vis_NonInd_F,Vis_Tot_vis_NonInd_P,Vis_Tot_vis_IndigStat_nsM,Vis_Tot_vis_IndigStat_nsF,Vis_Tot_vis_IndigStat_nsP,Vis_Tot_visitors_TotM,Vis_Tot_visitors_TotF,Vis_Tot_visitors_TotP,LuaH_Eng_onl_Indig_M,LuaH_Eng_onl_Indig_F,LuaH_Eng_onl_Indig_P,LuaH_Eng_onl_NonInd_M,LuaH_Eng_onl_NonInd_F,LuaH_Eng_onl_NonInd_P,LuaH_Eng_on_Ind_sta_nsM,LuaH_Eng_on_Ind_sta_nsF,LuaH_Eng_on_Ind_sta_nsP,LuaH_Eng_only_TotM,LuaH_Eng_only_TotF,LuaH_Eng_only_TotP,LuaH_Aus_Ind_Lang_Ind_M,LuaH_Aus_Ind_Lang_Ind_F,LuaH_Aus_Ind_Lang_Ind_P,LuaH_Aus_Ind_Lang_No_Ind_M,LuaH_Aus_Ind_Lang_No_Ind_F,LuaH_Aus_Ind_Lang_No_Ind_P,Luah_Aus_Ind_Lang_IndSt_nsM,Luah_Aus_Ind_Lang_IndSt_nsF,Luah_Aus_Ind_Lang_IndSt_nsP,Luah_Austn_Indig_Lang_TotM,Luah_Austn_Indig_Lang_TotF,Luah_Austn_Indig_Lang_TotP,LuaH_Oth_Lang_Ind_M,LuaH_Oth_Lang_Ind_F,LuaH_Oth_Lang_Ind_P,LuaH_Oth_Lang_No_Ind_M,LuaH_Oth_Lang_No_Ind_F,LuaH_Oth_Lang_No_Ind_P,Luah_Oth_Lang_IndSt_nsM,Luah_Oth_Lang_IndSt_nsF,Luah_Oth_Lang_IndSt_nsP,Luah_Oth_Lang_TotM,Luah_Oth_Lang_TotF,Luah_Oth_Lang_TotP,UAIndL_SE_Nw_Na_In_M,UAIndL_SE_Nw_Na_In_F,UAIndL_SE_Nw_Na_In_P,UAIndL_SE_Nw_Na_No_In_M,UAIndL_SE_Nw_Na_No_In_F,UAIndL_SE_Nw_Na_No_In_P,UAIndL_SE_Nw_Na_In_st_nsM,UAIndL_SE_Nw_Na_In_st_nsF,UAIndL_SE_Nw_Na_In_st_nsP,UAIndL_SE_Nw_Na_TotM,UAIndL_SE_Nw_Na_TotF,UAIndL_SE_Nw_Na_TotP,UAIndL_SE_Vw_wel_In_M,UAIndL_SE_Vw_wel_In_F,UAIndL_SE_Vw_wel_In_P,UAIndL_SE_Vw_we_No_In_M,UAIndL_SE_Vw_we_No_In_F,UAIndL_SE_Vw_we_No_In_P,UAIndL_SE_Vw_we_I_st_nsM,UAIndL_SE_Vw_we_I_st_nsF,UAIndL_SE_Vw_we_I_st_nsP,UAIndL_SE_Vw_we_TotM,UAIndL_SE_Vw_we_TotF,UAIndL_SE_Vw_we_TotP,Rel_a_Bud_Ind_M,Rel_a_Bud_Ind_F,Rel_a_Bud_Ind_P,Rel_a_Bud_No_In_M,Rel_a_Bud_No_In_F,Rel_a_Bud_No_In_P,Rel_a_Bud_In_st_nsM,Rel_a_Bud_In_st_nsF,Rel_a_Bud_In_st_nsP,Rel_a_Bud_TotM,Rel_a_Bud_TotF,Rel_a_Bud_TotP,Rel_a_Chri_Ind_M,Rel_a_Chri_Ind_F,Rel_a_Chri_Ind_P,Rel_a_Chri_No_In_M,Rel_a_Chri_No_In_F,Rel_a_Chri_No_In_P,Rel_a_Chri_In_st_nsM,Rel_a_Chri_In_st_nsF,Rel_a_Chri_In_st_nsP,Rel_a_Chri_TotM,Rel_a_Chri_TotF,Rel_a_Chri_TotP,Rel_a_Hind_Ind_M,Rel_a_Hind_Ind_F,Rel_a_Hind_Ind_P,Rel_a_Hind_No_In_M,Rel_a_Hind_No_In_F,Rel_a_Hind_No_In_P,Rel_a_Hind_In_st_nsM,Rel_a_Hind_In_st_nsF,Rel_a_Hind_In_st_nsP,Rel_a_Hind_TotM,Rel_a_Hind_TotF,Rel_a_Hind_TotP,Rel_a_Isl_Ind_M,Rel_a_Isl_Ind_F,Rel_a_Isl_Ind_P,Rel_a_Isl_No_In_M,Rel_a_Isl_No_In_F,Rel_a_Isl_No_In_P,Rel_a_Isl_In_st_nsM,Rel_a_Isl_In_st_nsF,Rel_a_Isl_In_st_nsP,Rel_a_Isl_TotM,Rel_a_Isl_TotF,Rel_a_Isl_TotP,Rel_a_Jud_Ind_M,Rel_a_Jud_Ind_F,Rel_a_Jud_Ind_P,Rel_a_Jud_No_In_M,Rel_a_Jud_No_In_F,Rel_a_Jud_No_In_P,Rel_a_Jud_In_st_nsM,Rel_a_Jud_In_st_nsF,Rel_a_Jud_In_st_nsP,Rel_a_Jud_TotM,Rel_a_Jud_TotF,Rel_a_Jud_TotP,Rel_a_Oth_Rel_Ind_M,Rel_a_Oth_Rel_Ind_F,Rel_a_Oth_Rel_Ind_P,Rel_a_Oth_Rel_No_In_M,Rel_a_Oth_Rel_No_In_F,Rel_a_Oth_Rel_No_In_P,Rel_a_Oth_Rel_In_st_nsM,Rel_a_Oth_Rel_In_st_nsF,Rel_a_Oth_Rel_In_st_nsP,Rel_a_Oth_Rel_TotM,Rel_a_Oth_Rel_TotF,Rel_a_Oth_Rel_TotP,Rel_a_Oth_Rel_ORG_Ind_M,Rel_a_Oth_Rel_ORG_Ind_F,Rel_a_Oth_Rel_ORG_Ind_P,Rel_a_Oth_Rel_ORG_No_In_M,Rel_a_Oth_Rel_ORG_No_In_F,Rel_a_Oth_Rel_ORG_No_In_P,Rel_a_Oth_Rel_ORG_In_st_nsM,Rel_a_Oth_Rel_ORG_In_st_nsF,Rel_a_Oth_Rel_ORG_In_st_nsP,Rel_a_Oth_Rel_ORG_TotM,Rel_a_Oth_Rel_ORG_TotF,Rel_a_Oth_Rel_ORG_TotP,Rel_a_Oth_Rel_Tor_Ind_M,Rel_a_Oth_Rel_Tor_Ind_F,Rel_a_Oth_Rel_Tor_Ind_P,Rel_a_Oth_Rel_Tor_No_In_M,Rel_a_Oth_Rel_Tor_No_In_F,Rel_a_Oth_Rel_Torud_No_In_P,Rel_a_Oth_Rel_Tor_In_st_nsM,Rel_a_Oth_Rel_Tor_In_st_nsF,Rel_a_Oth_Rel_Tor_In_st_nsP,Rel_a_Oth_Rel_Tor_TotM,Rel_a_Oth_Rel_Tor_TotF,Rel_a_Oth_Rel_Tor_TotP,Rel_a_SecB_OSB_NRA_Ind_M,Rel_a_SecB_OSB_NRA_Ind_F,Rel_a_SecB_OSB_NRA_Ind_P,Rel_a_SecB_OSB_NRA_No_In_M
IARE505016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,14,20,246,303,554,13,20,28,271,329,599,13,12,22,267,318,588,13,20,28,288,344,637,382,412,796,12830,13202,26031,72,56,125,13278,13674,26955,11,12,21,3,0,3,0,0,0,12,12,25,4,9,12,1642,1810,3454,7,3,5,1651,1821,3469,0,0,0,0,0,0,0,0,0,0,0,0,11,12,21,3,0,3,0,0,0,15,12,19,5,4,8,121,136,254,3,0,5,129,139,266,117,133,243,5561,6350,11915,31,31,64,5708,6514,12219,0,0,0,227,247,469,0,0,0,227,247,469,0,0,0,200,189,390,0,0,0,204,189,392,0,0,0,0,3,7,0,0,0,0,3,7,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,293,323,618,0,0,0,296,325,619,6,0,7,293,323,618,0,0,0,297,325,618,276,303,580,7778
IARE505017,4,6,4,14,0,0,0,5,5,5,0,0,5,5,9,9,57,52,110,1221,1257,2480,279,324,600,1560,1630,3193,57,52,110,1283,1327,2613,284,322,606,1619,1702,3327,570,534,1111,28224,28076,56301,73,101,171,28871,28713,57584,31,20,54,4,0,4,0,0,0,35,23,58,15,10,24,8269,9466,17739,19,32,46,8304,9504,17812,0,0,0,0,0,0,0,0,0,0,0,6,31,20,51,0,0,3,0,0,0,32,19,56,7,8,10,1137,1505,2647,0,5,5,1142,1516,2660,247,236,485,14299,16872,31167,55,74,130,14608,17175,31784,0,4,3,1132,1018,2154,0,4,3,1140,1020,2160,4,5,6,1247,1092,2345,0,10,11,1255,1101,2359,0,0,0,63,53,118,0,0,0,63,53,118,13,0,13,0,0,0,0,0,0,13,4,14,0,7,6,302,363,667,0,0,0,307,371,675,15,5,17,302,366,667,0,0,0,316,371,689,356,338,698,17595
IARE505018,0,12,11,26,0,0,0,3,4,6,0,0,0,3,4,6,87,99,190,2210,2320,4525,184,165,350,2482,2585,5062,92,100,198,2337,2463,4796,185,175,363,2616,2736,5354,1154,1252,2406,78621,82390,161012,278,307,582,80054,83951,164003,55,67,122,0,4,9,0,0,0,57,72,133,26,19,48,30354,33904,64262,94,104,196,30477,34030,64505,0,6,10,0,0,0,0,0,0,0,6,10,54,62,114,0,4,9,0,0,0,55,74,127,8,3,10,3922,5084,9006,8,19,24,3934,5105,9043,441,562,1006,46382,56153,102537,181,260,445,47006,56979,103982,0,5,8,3350,3008,6359,6,5,5,3358,3017,6372,15,14,28,4362,4022,8384,23,10,39,4402,4051,8453,0,0,0,1362,1476,2844,4,13,13,1366,1487,2855,3,10,15,0,0,0,0,0,0,3,6,15,4,6,11,1438,1481,2923,0,5,6,1445,1487,2937,6,17,24,1438,1480,2919,0,5,6,1450,1499,2947,771,758,1523,46281
IARE505019,0,0,3,6,0,0,0,4,3,5,0,0,0,4,3,5,295,286,580,1613,1477,3093,165,145,303,2076,1905,3979,301,290,593,1724,1572,3297,168,143,312,2197,2008,4203,2248,2285,4533,51867,51754,103619,237,208,448,54352,54244,108601,122,142,267,0,9,10,0,0,0,124,151,276,46,23,67,16986,18483,35465,34,43,76,17060,18555,35614,3,0,3,0,0,0,0,0,0,3,0,3,112,142,257,0,9,10,0,0,0,114,151,267,11,9,20,1593,2186,3779,7,3,3,1607,2195,3799,764,899,1664,28773,32443,61214,126,144,270,29666,33478,63145,0,0,0,2401,2294,4689,4,3,6,2404,2295,4699,14,11,19,3125,3009,6134,14,12,21,3144,3030,6172,0,0,0,113,124,241,0,0,0,113,124,241,6,4,10,0,0,0,0,0,0,8,4,8,5,8,12,1633,1657,3286,6,6,5,1636,1665,3300,11,13,23,1633,1657,3286,5,6,7,1645,1668,3313,1632,1529,3162,29938
IARE505020,0,0,3,3,0,0,0,4,0,3,0,0,0,4,0,9,41,26,65,912,898,1809,23,29,53,975,959,1934,41,26,69,957,947,1905,23,29,60,1020,1010,2030,890,989,1872,41608,42235,83841,140,132,270,42640,43349,85992,49,50,98,5,6,10,0,0,0,51,53,108,12,19,34,15242,16501,31750,33,41,76,15290,16565,31855,0,0,0,0,0,0,0,0,0,0,0,0,44,51,96,5,6,10,0,0,0,49,53,101,0,0,11,1883,2374,4259,5,0,12,1892,2383,4275,286,367,657,24943,28731,53673,93,108,200,25327,29200,54525,0,0,0,2166,2075,4239,3,0,3,2169,2076,4245,13,12,22,2502,2480,4979,10,12,30,2526,2506,5036,0,0,0,46,50,90,0,0,0,46,47,88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,621,677,1296,0,3,3,620,679,1303,0,0,5,621,677,1296,0,3,3,618,680,1301,631,663,1294,23813
IARE505021,0,0,5,4,0,0,0,0,0,0,0,0,0,0,0,0,42,35,73,611,605,1210,47,25,66,691,658,1353,39,33,76,674,645,1318,46,29,75,759,709,1470,841,882,1724,33385,34936,68318,134,138,278,34366,35951,70314,45,45,85,4,3,8,0,0,0,43,45,93,14,12,27,5183,6007,11191,10,17,26,5204,6036,11241,0,0,0,0,0,0,0,0,0,0,0,0,45,45,84,4,3,8,0,0,0,43,48,87,8,5,8,336,561,898,0,3,9,343,572,915,260,310,567,15639,18726,34365,61,101,161,15959,19136,35099,0,0,0,430,435,868,0,0,0,430,436,869,4,3,8,590,589,1177,4,0,6,599,593,1188,0,0,0,38,44,78,0,0,0,38,42,74,0,0,0,0,0,0,0,0,0,0,0,0,3,5,3,305,317,625,0,0,0,302,322,632,5,5,6,305,320,626,0,0,0,307,325,634,626,630,1251,20518
IARE506001,0,7,6,16,0,0,0,0,0,0,0,0,0,0,0,0,221,103,321,5493,1482,6982,3357,619,3978,9074,2211,11281,223,116,340,5513,1490,7003,3365,622,3985,9100,2227,11329,404,301,707,2945,1695,4639,28,11,43,3373,2012,5386,483,489,980,5,8,12,0,0,0,490,500,991,11,9,20,646,389,1038,3,0,8,655,404,1066,53,48,103,0,0,0,0,0,0,52,48,100,432,440,868,8,8,10,0,0,0,434,445,883,0,0,0,49,69,116,0,0,0,48,69,117,373,376,752,1356,774,2136,14,6,21,1740,1162,2903,0,0,0,63,20,76,0,0,0,63,20,76,4,0,4,66,29,96,0,0,0,68,29,95,0,0,0,4,0,4,0,0,0,4,0,4,80,73,158,0,0,0,0,0,0,84,73,163,4,0,0,25,14,39,0,0,0,29,16,39,80,80,160,27,14,42,3,0,3,109,90,202,383,310,688,1959
IARE506002,4,15,10,20,0,0,0,0,0,0,0,0,0,0,0,0,183,101,279,5822,3166,8989,2299,639,2936,8297,3907,12205,183,108,284,5831,3171,9006,2297,639,2936,8306,3915,12223,350,298,647,3931,3114,7038,29,32,65,4305,3442,7749,82,81,163,0,0,0,0,0,0,82,81,166,7,3,10,413,417,833,6,0,6,424,424,843,8,0,13,0,0,0,0,0,0,8,0,13,70,82,152,0,0,0,0,0,0,70,80,152,3,0,4,51,71,119,0,0,0,54,71,125,112,92,204,1470,1241,2710,6,6,19,1592,1337,2932,0,0,0,23,14,43,0,0,0,26,14,40,3,0,3,33,22,63,0,0,0,37,22,63,0,0,0,0,8,4,0,0,0,0,8,4,47,51,89,0,0,0,0,0,0,47,51,89,3,0,6,11,13,23,0,0,0,16,14,28,49,50,94,11,13,23,0,0,0,56,63,119,258,230,491,2649
IARE506003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,33,83,1401,644,2044,951,211,1166,2404,890,3292,59,40,95,1411,653,2065,955,214,1166,2427,909,3331,636,628,1262,5840,5138,10978,31,27,55,6511,5786,12300,70,79,150,0,3,4,0,0,0,70,85,155,7,7,12,938,978,1916,0,5,10,947,994,1941,8,0,8,0,0,0,0,0,0,8,0,8,59,79,137,0,3,4,0,0,0,67,84,151,0,0,0,115,178,295,0,0,0,115,179,301,215,228,438,2351,2366,4716,8,13,16,2572,2603,5169,0,0,0,163,134,297,0,0,0,160,134,294,0,0,0,116,93,212,4,0,4,123,93,216,0,0,0,5,5,16,0,0,0,5,5,16,9,7,17,0,0,0,0,0,0,9,7,17,0,3,3,35,40,73,0,0,0,36,44,78,8,6,17,35,40,73,0,0,0,42,49,93,498,499,1000,3868
IARE506004,0,6,0,11,0,0,0,0,0,0,0,0,0,0,0,0,138,116,255,1610,626,2233,1231,289,1524,2982,1028,4008,140,124,266,1626,639,2265,1232,292,1526,3001,1049,4053,1114,1157,2279,4566,4013,8579,24,25,49,5708,5200,10907,166,168,328,0,3,5,0,5,5,163,169,331,40,17,55,922,955,1877,13,4,16,966,975,1944,10,12,24,0,0,0,0,0,0,10,11,27,151,145,302,0,3,5,0,0,0,152,150,303,3,5,9,71,130,199,0,0,0,77,138,213,460,583,1049,2039,2002,4040,23,15,40,2523,2608,5128,0,0,0,111,98,205,0,0,0,112,97,208,15,3,24,242,215,458,0,0,3,259,225,483,0,0,0,3,0,10,0,0,0,3,0,10,23,17,46,0,0,0,0,0,0,23,17,46,4,0,4,37,28,64,0,0,0,38,29,70,30,20,47,37,28,64,0,0,0,61,45,114,803,740,1547,2901
IARE506005,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,39,32,76,1282,506,1787,1107,226,1334,2431,765,3193,44,39,82,1285,506,1792,1111,226,1335,2435,768,3204,260,213,469,1562,1238,2801,13,13,19,1835,1459,3296,191,178,369,0,4,6,0,0,0,190,183,370,8,0,9,174,119,292,0,6,4,184,124,308,0,3,3,0,0,0,0,0,0,0,3,3,188,173,363,0,4,0,0,0,0,186,179,362,0,0,0,20,24,38,0,0,0,20,24,38,104,103,205,562,477,1038,4,0,4,673,576,1253,0,0,0,14,14,25,0,0,0,14,14,25,0,0,0,8,5,10,0,0,0,8,5,10,0,0,0,5,3,4,0,0,0,5,3,4,38,26,56,0,4,3,0,0,0,37,26,63,0,0,0,8,3,9,0,0,0,8,3,6,38,20,57,10,7,13,0,0,0,44,28,72,221,191,405,1090
IARE507001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,40,88,919,865,1784,184,110,298,1148,1019,2161,47,40,84,967,918,1891,185,116,299,1197,1073,2272,619,615,1234,15823,16761,32589,101,122,219,16542,17495,34040,14,16,31,4,0,4,0,0,0,12,16,28,3,0,9,1082,1253,2338,3,4,7,1094,1260,2355,0,0,0,0,0,0,0,0,0,0,0,0,14,16,31,4,0,4,0,0,0,12,16,28,0,0,0,102,196,295,3,0,3,109,196,300,184,224,400,6592,8053,14646,60,64,124,6831,8340,15174,0,0,0,67,50,121,0,0,0,67,50,121,0,0,0,53,50,95,0,0,0,53,50,95,0,0,0,12,10,22,0,0,0,12,8,19,0,0,0,0,0,0,0,0,0,6,0,6,6,3,7,80,127,209,0,0,0,84,136,216,7,3,11,77,127,209,0,0,0,84,136,218,440,399,838,9552
IARE507002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,27,56,533,409,942,95,57,148,650,486,1143,33,30,64,575,442,1011,96,58,155,704,522,1230,458,444,899,9532,9178,18710,99,96,192,10088,9717,19805,13,17,30,0,0,0,0,0,0,14,15,29,5,6,12,369,424,798,0,0,5,381,437,815,0,0,0,0,0,0,0,0,0,0,0,0,13,17,30,0,0,0,0,0,0,14,15,29,0,0,3,42,77,122,0,0,0,46,79,120,177,197,373,4494,4819,9313,43,44,86,4717,5053,9777,0,0,0,16,17,38,0,0,0,18,17,37,0,0,0,16,22,35,4,0,3,20,19,41,0,0,0,0,9,5,0,0,0,3,9,7,3,8,4,0,0,0,0,0,0,3,8,4,0,3,6,36,68,107,0,0,0,42,75,110,7,9,16,36,68,107,0,0,0,44,82,124,286,244,533,5026
IARE507003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,48,76,735,538,1277,138,102,234,900,689,1592,31,52,81,772,584,1359,138,102,233,939,731,1673,556,631,1179,12704,13569,26276,74,85,163,13330,14287,27619,11,35,49,0,4,4,0,0,0,11,35,55,5,17,19,1270,1495,2760,5,9,17,1280,1518,2795,0,0,3,0,0,0,0,0,0,0,0,3,11,31,48,0,4,4,0,0,0,11,37,49,0,3,3,104,200,305,0,4,0,105,204,309,188,225,414,5830,7381,13211,33,59,96,6048,7672,13716,0,0,0,111,98,205,0,0,0,111,96,205,0,0,0,115,115,235,0,0,0,115,121,235,0,0,0,3,9,15,0,0,0,3,9,15,0,0,0,0,0,0,0,0,0,3,0,3,5,9,14,91,113,207,0,0,0,100,125,220,5,9,14,99,113,206,0,0,0,99,125,224,379,429,811,7390
IARE507004,0,0,3,9,0,0,0,0,0,0,0,0,0,0,0,0,41,27,72,1213,1298,2508,221,236,451,1473,1557,3031,41,32,72,1276,1357,2636,224,232,459,1537,1624,3162,381,352,732,17027,18134,35158,100,112,217,17511,18593,36102,25,16,40,0,7,5,0,0,0,24,25,47,7,4,7,897,1130,2026,5,4,11,908,1138,2042,0,0,0,0,0,0,0,0,0,0,0,0,20,16,34,0,7,5,0,0,0,20,25,43,3,4,4,127,242,370,4,0,4,135,246,379,129,120,246,7102,8855,15958,48,59,101,7275,9032,16307,0,0,0,70,60,127,0,0,3,70,61,126,0,0,0,105,82,186,5,0,5,106,87,191,0,0,0,10,8,20,0,0,0,10,8,20,0,4,8,0,0,0,0,0,0,0,4,8,0,0,0,73,81,161,0,0,0,74,81,161,3,3,7,73,81,161,0,0,0,76,89,164,268,242,510,10027
IARE507005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,11,32,734,242,977,383,76,461,1139,326,1467,18,13,31,755,255,1012,383,72,463,1155,346,1506,154,142,299,3232,2885,6117,32,25,55,3415,3053,6465,7,3,14,0,0,0,0,0,0,7,3,14,4,4,5,179,165,345,0,5,3,178,170,350,0,0,0,0,0,0,0,0,0,0,0,0,4,3,14,0,0,0,0,0,0,4,3,14,0,0,0,18,9,27,0,0,0,18,9,27,68,63,132,1614,1683,3300,8,10,20,1694,1759,3447,0,0,0,6,9,16,0,0,0,6,9,16,0,0,0,11,0,12,3,0,3,13,4,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,12,9,25,0,0,0,12,10,20,0,5,4,12,9,25,0,0,0,17,12,24,98,85,186,1674
IARE507006,0,0,0,0,0,0,0,0,4,6,0,0,0,0,4,6,13,19,32,457,352,806,73,26,100,552,397,946,15,19,33,494,372,866,80,26,103,582,420,1007,372,372,747,12002,12024,24024,56,78,133,12428,12475,24905,16,18,30,0,3,8,0,0,0,14,23,38,14,7,22,995,1165,2161,6,7,11,1018,1175,2196,0,0,0,0,0,0,0,0,0,0,0,0,16,15,30,0,3,8,0,0,0,14,19,33,0,0,4,53,111,162,0,0,0,50,115,165,106,114,224,5639,6443,12080,34,54,89,5776,6615,12391,0,0,0,67,53,125,0,0,0,67,53,125,5,0,0,78,70,150,0,0,0,80,73,154,0,0,0,9,11,15,0,0,0,9,11,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49,52,101,0,0,0,49,56,106,0,0,0,49,52,101,0,0,0,49,56,106,289,261,551,6822
IARE507007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,20,43,408,171,575,79,21,97,504,215,718,15,20,42,427,184,611,79,21,101,525,229,755,148,189,338,3314,2954,6269,21,25,43,3492,3158,6651,15,13,28,0,0,0,0,0,0,15,11,25,0,0,0,104,139,241,5,0,4,106,142,247,0,0,0,0,0,0,0,0,0,0,0,3,15,11,23,0,0,0,0,0,0,15,12,25,0,0,0,3,9,12,0,0,0,3,11,12,62,88,152,1551,1621,3172,13,11,24,1631,1721,3349,0,0,0,5,15,15,0,0,0,5,15,15,0,0,0,8,4,11,0,0,0,6,4,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,6,4,4,9,3,3,3,10,10,18,4,3,6,4,4,9,3,3,3,10,10,18,90,111,200,1778
IARE507008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,5,17,182,134,313,18,25,41,214,162,378,10,5,20,192,144,339,22,25,44,225,175,403,171,185,349,2916,2614,5534,17,26,42,3109,2822,5930,8,4,15,0,0,0,0,0,0,8,4,15,0,0,0,165,149,315,0,0,0,169,153,321,0,0,0,0,0,0,0,0,0,0,0,0,8,4,15,0,0,0,0,0,0,8,4,15,0,0,0,8,6,15,0,0,0,8,6,16,67,83,154,1416,1382,2795,14,13,27,1499,1476,2971,0,0,0,6,6,10,0,0,0,6,6,10,0,0,0,5,8,11,0,0,0,5,8,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,13,25,0,0,0,14,14,24,0,0,0,14,13,25,0,0,0,14,14,24,108,108,213,1558
IARE507009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,57,54,104,1076,1192,2270,107,130,235,1237,1369,2613,64,61,120,1197,1310,2504,117,141,256,1371,1512,2883,1209,1309,2515,39553,42607,82158,246,257,503,41005,44176,85177,52,69,124,0,5,4,0,0,0,54,77,128,11,9,22,2697,3514,6214,13,16,29,2726,3538,6263,0,0,0,0,0,0,0,0,0,0,0,0,50,69,126,0,5,4,0,0,0,53,77,131,8,5,14,286,602,887,0,6,11,297,615,911,388,435,828,18451,22872,41327,124,155,282,18964,23470,42435,4,0,6,240,271,507,0,0,0,246,267,508,3,0,3,171,204,371,3,0,3,176,201,380,0,0,0,26,19,44,0,0,0,26,19,44,0,3,3,0,0,0,0,0,0,0,3,3,6,9,18,226,331,558,6,4,7,238,343,582,6,10,21,226,331,558,6,4,7,241,347,588,865,934,1799,21993
IARE507010,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,21,24,39,719,643,1365,107,86,197,847,754,1599,21,24,39,753,674,1425,107,89,199,883,784,1667,245,265,512,8546,8552,17102,80,70,152,8875,8888,17759,11,13,29,0,3,3,0,0,0,18,21,38,0,0,0,536,574,1106,4,13,18,538,589,1122,0,0,0,0,0,0,0,0,0,0,0,0,11,12,26,0,0,0,0,0,0,15,15,28,3,0,3,61,110,170,0,3,3,63,110,174,65,84,151,3200,3621,6820,27,45,68,3292,3751,7043,0,0,0,18,12,31,0,0,0,18,12,31,0,0,0,117,83,203,6,5,6,121,89,208,0,0,0,11,8,22,0,0,0,11,8,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,70,107,0,0,3,40,72,111,0,0,0,39,70,107,0,0,3,40,72,111,180,193,372,5370
IARE507011,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,31,22,53,638,495,1129,200,104,303,864,621,1490,34,25,59,676,520,1192,196,111,311,911,652,1561,317,330,645,7476,7031,14511,93,65,153,7885,7427,15310,32,13,44,0,0,0,0,0,0,36,13,50,3,3,4,443,512,952,17,5,23,460,516,977,0,0,0,0,0,0,0,0,0,0,0,0,32,11,46,0,0,0,0,0,0,36,13,49,0,0,0,35,83,115,0,0,4,34,87,118,106,139,245,3400,3755,7149,60,29,89,3565,3918,7483,0,0,0,24,16,38,0,0,0,24,17,40,0,0,0,23,21,45,0,0,0,30,21,44,0,0,0,7,0,9,0,0,0,7,0,9,8,8,9,0,0,0,0,0,0,8,8,9,0,4,4,21,29,52,0,0,0,21,28,53,8,5,17,21,29,52,0,0,0,30,30,58,205,177,381,4198
IARE507012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,15,36,622,309,932,52,25,76,696,353,1050,20,18,34,639,331,971,57,26,81,721,371,1090,276,246,517,7010,7206,14213,55,55,105,7333,7509,14844,9,11,21,0,0,3,0,0,0,15,14,22,0,0,6,299,333,636,0,0,3,304,336,641,0,0,0,0,0,0,0,0,0,0,0,0,9,12,18,0,0,3,0,0,0,12,7,20,0,0,0,32,64,94,0,0,5,34,67,101,107,96,202,3122,3614,6733,28,39,68,3251,3748,7001,0,0,0,10,12,22,0,0,0,10,12,22,0,0,0,12,14,26,0,0,0,12,14,26,0,0,0,4,0,3,0,0,0,4,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,22,35,49,0,0,0,21,32,58,0,3,7,22,35,49,0,0,0,21,35,56,174,163,337,3978
