IARE_CODE_2021,IS_NS_25_34_PD_GD_GCL_F,IS_NS_25_34_BDL_F,IS_NS_25_34_ADip_DipL_F,IS_NS_25_34_Ct_III_IV_F,IS_NS_25_34_Ct_I_II_F,IS_NS_25_34_CL_nfd_F,IS_NS_25_34_LoE_NS_F,IS_NS_25_34_Tot_F,IS_NS_35_44_PD_GD_GCL_F,IS_NS_35_44_BDL_F,IS_NS_35_44_ADip_DipL_F,IS_NS_35_44_Ct_III_IV_F,IS_NS_35_44_Ct_I_II_F,IS_NS_35_44_CL_nfd_F,IS_NS_35_44_LoE_NS_F,IS_NS_35_44_Tot_F,IS_NS_45_54_PD_GD_GCL_F,IS_NS_45_54_BDL_F,IS_NS_45_54_ADip_DipL_F,IS_NS_45_54_Ct_III_IV_F,IS_NS_45_54_Ct_I_II_F,IS_NS_45_54_CL_nfd_F,IS_NS_45_54_LoE_NS_F,IS_NS_45_54_Tot_F,IS_NS_55_64_PD_GD_GCL_F,IS_NS_55_64_BDL_F,IS_NS_55_64_ADip_DipL_F,IS_NS_55_64_Ct_III_IV_F,IS_NS_55_64_Ct_I_II_F,IS_NS_55_64_CL_nfd_F,IS_NS_55_64_LoE_NS_F,IS_NS_55_64_Tot_F,IS_NS_65ov_PtgdDe_GdDp_GdCt_F,IS_NS_65ov_BDL_F,IS_NS_65ov_ADip_DipL_F,IS_NS_65ov_Ct_III_IV_F,IS_NS_65ov_Ct_I_II_F,IS_NS_65ov_CL_nfd_F,IS_NS_65ov_LoE_NS_F,IS_NS_65ov_Tot_F,IS_NS_Tot_PD_GD_GCL_F,IS_NS_Tot_BDL_F,IS_NS_Tot_ADip_DipL_F,IS_NS_Tot_Ct_III_IV_F,IS_NS_Tot_Ct_I_II_F,IS_NS_tot_CL_nfd_F,IS_NS_Tot_LoE_NS_F,IS_NS_Tot_Tot_F,Tot_15_19_PD_GD_GCL_F,Tot_15_19_BDL_F,Tot_15_19_ADip_DipL_F,Tot_15_19_Ct_III_IV_F,Tot_15_19_Ct_I_II_F,Tot_15_19_CL_nfd_F,Tot_15_19_LoE_NS_F,Tot_15_19_Tot_F,Tot_20_24_PD_GD_GCL_F,Tot_20_24_BDL_F,Tot_20_24_ADip_DipL_F,Tot_20_24_Ct_III_IV_F,Tot_20_24_Ct_I_II_F,Tot_20_24_CL_nfd_F,Tot_20_24_LoE_NS_F,Tot_20_24_Tot_F,Tot_25_34_PD_GD_GCL_F,Tot_25_34_BDL_F,Tot_25_34_ADip_DipL_F,Tot_25_34_Ct_III_IV_F,Tot_25_34_Ct_I_II_F,Tot_25_34_CL_nfd_F,Tot_25_34_LoE_NS_F,Tot_25_34_Tot_F,Tot_35_44_PD_GD_GCL_F,Tot_35_44_BDL_F,Tot_35_44_ADip_DipL_F,Tot_35_44_Ct_III_IV_F,Tot_35_44_Ct_I_II_F,Tot_35_44_CL_nfd_F,Tot_35_44_LoE_NS_F,Tot_35_44_Tot_F,Tot_45_54_PD_GD_GCL_F,Tot_45_54_BDL_F,Tot_45_54_ADip_DipL_F,Tot_45_54_Ct_III_IV_F,Tot_45_54_Ct_I_II_F,Tot_45_54_CL_nfd_F,Tot_45_54_LoE_NS_F,Tot_45_54_Tot_F,Tot_55_64_PD_GD_GCL_F,Tot_55_64_BDL_F,Tot_55_64_ADip_DipL_F,Tot_55_64_Ct_III_IV_F,Tot_55_64_Ct_I_II_F,Tot_55_64_CL_nfd_F,Tot_55_64_LoE_NS_F,Tot_55_64_Tot_F,Tot_65ov_PtgdDe_GdDp_GdCt_F,Tot_65ov_BDL_F,Tot_65ov_ADip_DipL_F,Tot_65ov_Ct_III_IV_F,Tot_65ov_Ct_I_II_F,Tot_65ov_CL_nfd_F,Tot_65ov_LoE_NS_F,Tot_65ov_Tot_F,Tot_Tot_PD_GD_GCL_F,Tot_Tot_BDL_F,Tot_Tot_ADip_DipL_F,Tot_Tot_Ct_III_IV_F,Tot_Tot_Ct_I_II_F,Tot_tot_CL_nfd_F,Tot_Tot_LoE_NS_F,Tot_Tot_Tot_F,Ind_15_19_PD_GD_GCL_P,Ind_15_19_BDL_P,Ind_15_19_ADip_DipL_P,Ind_15_19_Ct_III_IV_P,Ind_15_19_Ct_I_II_P,Ind_15_19_CL_nfd_P,Ind_15_19_LoE_NS_P,Ind_15_19_Tot_P,Ind_20_24_PD_GD_GCL_P,Ind_20_24_BDL_P,Ind_20_24_ADip_DipL_P,Ind_20_24_Ct_III_IV_P,Ind_20_24_Ct_I_II_P,Ind_20_24_CL_nfd_P,Ind_20_24_LoE_NS_P,Ind_20_24_Tot_P,Ind_25_34_PD_GD_GCL_P,Ind_25_34_BDL_P,Ind_25_34_ADip_DipL_P,Ind_25_34_Ct_III_IV_P,Ind_25_34_Ct_I_II_P,Ind_25_34_CL_nfd_P,Ind_25_34_LoE_NS_P,Ind_25_34_Tot_P,Ind_35_44_PD_GD_GCL_P,Ind_35_44_BDL_P,Ind_35_44_ADip_DipL_P,Ind_35_44_Ct_III_IV_P,Ind_35_44_Ct_I_II_P,Ind_35_44_CL_nfd_P,Ind_35_44_LoE_NS_P,Ind_35_44_Tot_P,Ind_45_54_PD_GD_GCL_P,Ind_45_54_BDL_P,Ind_45_54_ADip_DipL_P,Ind_45_54_Ct_III_IV_P,Ind_45_54_Ct_I_II_P,Ind_45_54_CL_nfd_P,Ind_45_54_LoE_NS_P,Ind_45_54_Tot_P,Ind_55_64_PD_GD_GCL_P,Ind_55_64_BDL_P,Ind_55_64_ADip_DipL_P,Ind_55_64_Ct_III_IV_P,Ind_55_64_Ct_I_II_P,Ind_55_64_CL_nfd_P,Ind_55_64_LoE_NS_P,Ind_55_64_Tot_P,Ind_65ov_PtgdDe_GdDp_GdCt_P,Ind_65ov_BDL_P,Ind_65ov_ADip_DipL_P,Ind_65ov_Ct_III_IV_P,Ind_65ov_Ct_I_II_P,Ind_65ov_CL_nfd_P,Ind_65ov_LoE_NS_P,Ind_65ov_Tot_P,Ind_Tot_PD_GD_GCL_P,Ind_Tot_BDL_P,Ind_Tot_ADip_DipL_P,Ind_Tot_Ct_III_IV_P,Ind_Tot_Ct_I_II_P,Ind_tot_CL_nfd_P,Ind_Tot_LoE_NS_P,Ind_Tot_Tot_P,NonI_15_19_PD_GD_GCL_P,NonI_15_19_BDL_P,NonI_15_19_ADip_DipL_P,NonI_15_19_Ct_III_IV_P,NonI_15_19_Ct_I_II_P,NonI_15_19_CL_nfd_P,NonI_15_19_LoE_NS_P,NonI_15_19_Tot_P,NonI_20_24_PD_GD_GCL_P,NonI_20_24_BDL_P,NonI_20_24_ADip_DipL_P,NonI_20_24_Ct_III_IV_P,NonI_20_24_Ct_I_II_P,NonI_20_24_CL_nfd_P,NonI_20_24_LoE_NS_P,NonI_20_24_Tot_P,NonI_25_34_PD_GD_GCL_P,NonI_25_34_BDL_P,NonI_25_34_ADip_DipL_P,NonI_25_34_Ct_III_IV_P,NonI_25_34_Ct_I_II_P,NonI_25_34_CL_nfd_P,NonI_25_34_LoE_NS_P,NonI_25_34_Tot_P
IARE507010,0,0,0,0,0,0,65,66,0,0,0,0,0,0,89,96,0,4,5,3,0,0,129,143,0,0,0,0,0,0,126,126,0,0,0,0,0,0,153,157,0,9,4,0,0,0,651,669,0,0,3,34,41,8,76,157,3,28,14,90,33,9,32,203,57,170,82,196,41,11,96,640,100,237,134,216,36,24,132,866,107,219,171,234,33,33,175,982,100,245,214,225,29,61,197,1065,98,271,278,152,29,58,405,1292,470,1173,892,1142,234,198,1115,5218,0,0,0,4,9,0,5,26,0,0,0,18,3,0,0,19,0,0,6,12,5,3,3,24,0,5,4,24,0,0,4,39,0,0,8,11,4,0,4,23,0,3,7,7,0,0,7,22,5,3,0,3,0,0,7,22,5,18,16,83,14,6,26,167,0,0,3,81,67,7,42,195,3,38,20,183,53,6,14,314,73,249,115,459,58,23,51,1026
IARE507011,0,0,0,0,0,0,73,77,0,0,3,0,0,0,63,67,3,0,0,3,0,0,96,103,0,0,0,0,0,0,96,97,0,0,0,0,0,0,148,154,3,4,4,3,0,0,526,541,0,0,0,33,28,3,58,120,0,25,20,55,29,7,33,169,52,167,87,181,27,10,99,620,52,203,119,174,15,20,99,689,57,176,145,191,11,43,147,770,53,131,177,163,27,43,161,754,41,112,160,120,22,50,347,860,253,819,714,920,159,168,948,3983,0,0,0,6,3,0,7,8,0,0,0,8,5,0,0,20,0,6,0,19,4,0,0,33,0,0,6,10,0,0,4,24,0,0,7,15,0,0,11,34,0,3,4,7,4,0,13,30,0,0,0,6,4,0,10,19,0,4,19,69,17,0,50,166,0,0,0,56,46,8,47,154,6,42,27,129,33,14,14,268,64,229,128,474,38,20,53,999
IARE507012,0,0,0,4,0,0,55,51,0,0,0,0,0,0,62,64,0,0,5,4,0,0,84,84,0,0,0,0,0,0,63,63,0,0,0,0,0,0,82,83,0,0,3,4,0,0,410,421,0,0,7,48,25,3,63,146,5,19,12,92,35,9,32,200,30,106,80,257,29,15,87,604,46,144,122,253,32,22,100,713,39,113,113,210,21,37,131,667,30,69,111,185,28,32,112,567,35,97,141,88,28,52,330,768,176,552,586,1144,192,167,859,3672,0,0,0,6,3,3,3,16,0,0,0,6,3,0,0,19,4,0,4,23,3,0,0,35,0,0,6,13,0,0,3,21,0,6,3,9,0,0,5,24,0,3,4,12,0,0,6,29,0,5,0,0,0,0,7,15,6,12,15,76,16,8,24,159,0,0,5,72,49,3,23,158,5,27,19,193,62,9,15,325,36,143,105,573,38,23,64,981
IARE507013,0,0,0,0,0,0,76,76,0,0,0,0,0,0,82,82,0,0,0,0,0,0,64,68,0,0,0,0,0,0,62,62,0,0,0,0,0,0,110,113,0,0,4,0,0,0,464,475,0,0,0,28,14,6,50,95,6,43,16,70,27,5,51,211,33,145,62,139,26,17,98,513,35,147,73,140,17,22,104,541,51,102,80,110,20,17,94,479,38,110,100,131,20,13,106,514,28,88,101,79,11,27,304,626,183,638,439,687,136,99,798,2982,0,0,0,3,5,0,9,16,0,0,0,14,8,0,3,25,0,0,0,11,4,4,0,18,0,5,0,16,0,0,0,24,0,0,6,18,3,0,5,33,0,4,4,8,3,0,6,28,0,3,3,0,0,0,4,9,0,15,15,67,12,3,32,149,0,0,0,52,17,4,29,104,6,60,20,147,49,5,26,310,43,221,89,380,38,18,48,836
IARE507014,0,0,0,0,0,0,25,25,0,0,0,0,0,0,39,39,0,0,0,0,0,0,45,47,0,0,0,0,0,0,32,32,0,0,0,0,0,0,63,63,0,0,0,0,0,0,236,238,0,0,0,6,10,0,22,42,4,10,12,29,17,0,25,103,17,41,23,58,17,4,41,212,37,53,34,70,16,10,52,262,16,47,35,78,12,12,64,260,18,33,56,51,10,5,57,229,16,42,40,42,6,13,148,311,103,233,212,338,86,47,402,1408,0,0,0,0,0,0,3,8,0,0,0,4,0,0,0,4,0,0,0,8,6,0,10,23,0,0,3,7,4,0,3,22,0,3,0,3,0,0,3,12,0,3,7,3,6,0,5,24,0,0,4,0,0,0,5,7,0,6,11,34,11,0,39,101,0,0,0,21,20,3,9,50,4,22,12,73,25,0,12,143,28,64,33,171,19,7,19,342
IARE507015,0,5,0,5,0,0,201,206,0,4,0,4,0,0,257,271,0,4,0,0,0,0,278,290,3,7,3,6,0,0,253,268,0,0,3,4,0,0,419,434,4,20,10,25,3,3,1591,1655,3,0,18,235,120,20,146,536,14,88,71,414,124,32,114,848,197,800,399,1021,143,74,295,2924,382,1179,605,1076,126,120,420,3906,300,979,613,944,111,175,417,3546,306,653,654,743,86,151,464,3050,251,657,703,413,72,178,1081,3353,1452,4352,3066,4845,774,739,2932,18161,0,0,0,13,15,0,5,37,0,0,5,41,11,0,6,58,0,6,18,71,10,0,11,117,5,17,14,58,8,5,11,112,3,13,10,47,0,9,8,90,3,7,10,38,4,6,11,81,7,6,11,18,0,0,12,52,11,49,64,287,48,24,64,551,3,0,25,351,208,29,98,714,21,136,99,854,225,43,59,1439,278,1131,599,2438,204,104,174,4917
IARE508001,0,0,0,0,0,0,68,68,0,0,0,0,0,0,57,57,0,0,0,0,0,0,56,55,0,0,0,0,0,0,38,38,0,0,0,0,0,0,43,43,0,0,0,0,0,0,312,315,0,0,0,3,0,0,33,34,0,20,3,4,13,0,34,65,10,46,9,28,11,0,78,187,20,24,13,15,6,3,59,139,15,13,15,23,4,3,63,137,3,18,16,17,0,12,41,111,8,11,17,7,0,4,58,98,53,133,74,99,37,19,363,780,0,0,0,5,0,0,10,20,0,0,0,10,6,0,5,21,0,7,4,24,5,4,12,58,4,0,7,19,6,3,9,53,0,0,7,29,4,0,10,49,3,0,3,11,0,3,11,39,0,0,4,3,0,0,14,30,7,14,22,98,33,8,77,259,0,0,0,0,0,0,5,6,0,24,4,13,11,0,0,46,20,61,22,46,3,0,0,149
IARE508003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,9,0,6,0,10,0,0,4,22,0,0,4,10,5,11,6,25,3,5,0,3,3,8,0,21,0,7,3,3,0,0,0,13,0,0,0,0,0,0,5,4,4,14,4,29,8,18,21,101,0,0,0,0,0,0,5,10,0,0,0,4,0,4,3,5,0,0,0,17,0,0,3,26,0,0,4,19,8,11,5,44,0,0,0,11,4,8,0,29,0,0,0,9,0,0,5,9,0,0,0,5,0,0,5,7,0,3,4,55,16,27,26,129,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,7,0,4,0,5,0,0,0,16
IARE508005,0,0,0,0,0,0,20,20,0,0,0,0,0,0,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,51,0,0,0,3,0,0,7,9,0,10,0,5,3,0,12,30,11,29,5,10,4,0,28,90,11,12,9,17,5,0,14,64,8,10,0,6,4,0,9,39,12,10,4,0,3,5,12,47,0,0,4,0,0,0,6,13,38,67,21,50,14,14,91,289,0,0,0,0,0,0,21,20,0,0,0,4,0,4,14,20,0,0,3,19,5,0,12,36,0,0,0,23,3,4,8,41,0,3,5,11,4,0,12,35,0,0,0,5,0,0,5,17,0,0,0,0,0,0,0,3,4,7,7,64,17,13,66,180,0,0,0,3,0,0,0,3,0,8,0,5,0,0,0,18,12,35,8,19,0,0,5,83
IARE508006,0,0,0,0,0,0,10,10,0,0,0,0,0,0,8,8,0,0,0,0,0,0,5,5,0,0,0,0,0,0,6,6,0,0,0,0,0,0,3,3,0,0,0,0,0,0,43,43,0,0,0,0,3,0,19,27,0,6,0,5,0,0,12,33,3,20,0,13,5,0,24,59,8,4,3,10,4,0,16,40,0,6,0,8,4,0,9,27,0,0,3,5,3,0,10,28,0,0,3,0,0,0,6,10,9,40,18,36,19,0,98,225,0,0,0,0,5,0,18,26,0,0,0,13,6,0,8,29,0,0,0,17,5,0,24,42,0,0,0,16,10,0,20,44,0,0,0,11,0,0,19,33,0,0,0,0,3,0,9,16,0,0,0,0,0,0,4,6,0,0,0,54,25,0,108,195,0,0,0,5,0,0,0,5,0,6,4,3,0,0,5,16,4,23,5,14,0,0,0,48
IARE594994,0,0,0,0,0,0,100,99,0,0,0,0,0,0,64,64,0,0,0,0,0,0,62,62,0,0,0,0,0,0,69,68,0,0,0,0,0,0,50,50,0,0,0,3,0,0,405,410,0,0,0,3,6,0,60,76,0,40,8,25,16,0,107,196,54,140,48,65,12,0,269,590,27,80,44,69,3,4,284,509,16,27,27,48,4,4,230,363,21,36,45,47,4,19,165,340,17,13,20,25,0,8,132,214,138,340,190,286,49,42,1248,2290,0,0,0,0,0,0,40,45,0,0,3,6,4,0,60,78,0,3,0,11,5,0,192,213,0,4,0,16,5,0,297,319,0,0,4,13,0,0,254,277,0,0,6,4,0,0,128,142,0,0,0,4,0,0,73,76,0,9,11,54,15,5,1055,1146,0,0,0,13,7,0,37,52,0,56,18,61,20,3,83,227,75,218,78,180,15,11,228,801
IARE597997,0,0,0,0,0,0,3,3,0,0,0,0,0,0,3,3,0,0,0,0,0,0,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,19,0,0,0,0,0,0,0,3,0,0,0,4,0,0,5,8,0,4,4,3,0,0,3,12,0,0,0,0,0,0,5,6,0,0,4,0,0,0,8,7,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,5,0,9,7,3,3,0,24,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,3,0,0,0,0,5,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,0,0,7,0,0,0,0,0,0,0,4,0,4,0,8,0,0,3,14,0,14,7,28,0,6,6,47
