IARE_CODE_2021,PreSch_Indig_M,PreSch_Indig_F,PreSch_Indig_P,PreSch_NonInd_M,PreSch_NonInd_F,PreSch_NonInd_P,PreSch_Indig_st_nsM,PreSch_Indig_st_nsF,PreSch_Indig_st_nsP,PreSch_TotM,PreSch_TotF,PreSch_TotP,Prim_Indig_M,Prim_Indig_F,Prim_Indig_P,Prim_NonInd_M,Prim_NonInd_F,Prim_NonInd_P,Prim_Indig_st_nsM,Prim_Indig_st_nsF,Prim_Indig_st_nsP,Prim_TotM,Prim_TotF,Prim_TotP,Sec_Indig_M,Sec_Indig_F,Sec_Indig_P,Sec_NonInd_M,Sec_NonInd_F,Sec_NonInd_P,Sec_Indig_st_nsM,Sec_Indig_st_nsF,Sec_Indig_st_nsP,Sec_TotM,Sec_TotF,Sec_TotP,TVE_TAFE_ptp_FT_15_24_Ind_M,TVE_TAFE_ptp_FT_15_24_Ind_F,TVE_TAFE_ptp_FT_15_24_Ind_P,TVE_TAFE_ptp_FT_15_24_NoInd_M,TVE_TAFE_ptp_FT_15_24_NoInd_F,TVE_TAFE_ptp_FT_15_24_NoInd_P,TVE_TAFE_ptp_FT_15_24_In_ns_M,TVE_TAFE_ptp_FT_15_24_In_ns_F,TVE_TAFE_ptp_FT_15_24_In_ns_P,TVE_TAFE_ptp_FT_15_24_Tot_M,TVE_TAFE_ptp_FT_15_24_Tot_F,TVE_TAFE_ptp_FT_15_24_Tot_P,TVE_TAFE_ptp_FT_25_ov_Ind_M,TVE_TAFE_ptp_FT_25_ov_Ind_F,TVE_TAFE_ptp_FT_25_ov_Ind_P,TVE_TAFE_ptp_FT_25_ov_NoInd_M,TVE_TAFE_ptp_FT_25_ov_NoInd_F,TVE_TAFE_ptp_FT_25_ov_NoInd_P,TVE_TAFE_ptp_FT_25_ov_In_ns_M,TVE_TAFE_ptp_FT_25_ov_In_ns_F,TVE_TAFE_ptp_FT_25_ov_In_ns_P,TVE_TAFE_ptp_FT_25_ov_Tot_M,TVE_TAFE_ptp_FT_25_ov_Tot_F,TVE_TAFE_ptp_FT_25_ov_Tot_P,TVE_TAFE_ptp_PT_15_24_Ind_M,TVE_TAFE_ptp_PT_15_24_Ind_F,TVE_TAFE_ptp_PT_15_24_Ind_P,TVE_TAFE_ptp_PT_15_24_NoInd_M,TVE_TAFE_ptp_PT_15_24_NoInd_F,TVE_TAFE_ptp_PT_15_24_NoInd_P,TVE_TAFE_ptp_PT_15_24_In_ns_M,TVE_TAFE_ptp_PT_15_24_In_ns_F,TVE_TAFE_ptp_PT_15_24_In_ns_P,TVE_TAFE_ptp_PT_15_24_Tot_M,TVE_TAFE_ptp_PT_15_24_Tot_F,TVE_TAFE_ptp_PT_15_24_Tot_P,TVE_TAFE_ptp_PT_25_ov_Ind_M,TVE_TAFE_ptp_PT_25_ov_Ind_F,TVE_TAFE_ptp_PT_25_ov_Ind_P,TVE_TAFE_ptp_PT_25_ov_NoInd_M,TVE_TAFE_ptp_PT_25_ov_NoInd_F,TVE_TAFE_ptp_PT_25_ov_NoInd_P,TVE_TAFE_ptp_PT_25_ov_In_ns_M,TVE_TAFE_ptp_PT_25_ov_In_ns_F,TVE_TAFE_ptp_PT_25_ov_In_ns_P,TVE_TAFE_ptp_PT_25_ov_Tot_M,TVE_TAFE_ptp_PT_25_ov_Tot_F,TVE_TAFE_ptp_PT_25_ov_Tot_P,TVE_TAFE_ptp_FT_PT_Ind_M,TVE_TAFE_ptp_FT_PT_Ind_F,TVE_TAFE_ptp_FT_PT_Ind_P,TVE_TAFE_ptp_FT_PT_NoInd_M,TVE_TAFE_ptp_FT_PT_NoInd_F,TVE_TAFE_ptp_FT_PT_NoInd_P,TVE_TAFE_ptp_FT_PT_In_ns_M,TVE_TAFE_ptp_FT_PT_In_ns_F,TVE_TAFE_ptp_FT_PT_In_ns_P,TVE_TAFE_ptp_FT_PT_Tot_M,TVE_TAFE_ptp_FT_PT_Tot_F,TVE_TAFE_ptp_FT_PT_Tot_P,TVE_TAFE_ptp_TVETAFE_Ind_M,TVE_TAFE_ptp_TVETAFE_Ind_F,TVE_TAFE_ptp_TVETAFE_Ind_P,TVE_TAFE_ptp_TVETAFE_NoInd_M,TVE_TAFE_ptp_TVETAFE_NoInd_F,TVE_TAFE_ptp_TVETAFE_NoInd_P,TVE_TAFE_ptp_TVETAFE_In_ns_M,TVE_TAFE_ptp_TVETAFE_In_ns_F,TVE_TAFE_ptp_TVETAFE_In_ns_P,TVE_TAFE_ptp_TVETAFE_Tot_M,TVE_TAFE_ptp_TVETAFE_Tot_F,TVE_TAFE_ptp_TVETAFE_Tot_P,Uni_he_FT_15_24_Ind_M,Uni_he_FT_15_24_Ind_F,Uni_he_FT_15_24_Ind_P,Uni_he_FT_15_24_NoInd_M,Uni_he_FT_15_24_NoInd_F,Uni_he_FT_15_24_NoInd_P,Uni_he_FT_15_24_In_ns_M,Uni_he_FT_15_24_In_ns_F,Uni_he_FT_15_24_In_ns_P,Uni_he_FT_15_24_Tot_M,Uni_he_FT_15_24_Tot_F,Uni_he_FT_15_24_Tot_P,Uni_he_FT_25_ov_Ind_M,Uni_he_FT_25_ov_Ind_F,Uni_he_FT_25_ov_Ind_P,Uni_he_FT_25_ov_NoInd_M,Uni_he_FT_25_ov_NoInd_F,Uni_he_FT_25_ov_NoInd_P,Uni_he_FT_25_ov_In_ns_M,Uni_he_FT_25_ov_In_ns_F,Uni_he_FT_25_ov_In_ns_P,Uni_he_FT_25_ov_Tot_M,Uni_he_FT_25_ov_Tot_F,Uni_he_FT_25_ov_Tot_P,Uni_he_PT_15_24_Ind_M,Uni_he_PT_15_24_Ind_F,Uni_he_PT_15_24_Ind_P,Uni_he_PT_15_24_NoInd_M,Uni_he_PT_15_24_NoInd_F,Uni_he_PT_15_24_NoInd_P,Uni_he_PT_15_24_In_ns_M,Uni_he_PT_15_24_In_ns_F,Uni_he_PT_15_24_In_ns_P,Uni_he_PT_15_24_Tot_M,Uni_he_PT_15_24_Tot_F,Uni_he_PT_15_24_Tot_P,Uni_he_PT_25_ov_Ind_M,Uni_he_PT_25_ov_Ind_F,Uni_he_PT_25_ov_Ind_P,Uni_he_PT_25_ov_NoInd_M,Uni_he_PT_25_ov_NoInd_F,Uni_he_PT_25_ov_NoInd_P,Uni_he_PT_25_ov_In_ns_M,Uni_he_PT_25_ov_In_ns_F,Uni_he_PT_25_ov_In_ns_P,Uni_he_PT_25_ov_Tot_M,Uni_he_PT_25_ov_Tot_F,Uni_he_PT_25_ov_Tot_P,Uni_he_FTPT_ss_ns_Ind_M,Uni_he_FTPT_ss_ns_Ind_F,Uni_he_FTPT_ss_ns_Ind_P,Uni_he_FTPT_ss_ns_NoInd_M,Uni_he_FTPT_ss_ns_NoInd_F,Uni_he_FTPT_ss_ns_NoInd_P,Uni_he_FTPT_ss_ns_In_ns_M,Uni_he_FTPT_ss_ns_In_ns_F,Uni_he_FTPT_ss_ns_In_ns_P,Uni_he_FTPT_ss_ns_Tot_M,Uni_he_FTPT_ss_ns_Tot_F,Uni_he_FTPT_ss_ns_Tot_P,Uni_he_Tot_Uni_he_Ind_M,Uni_he_Tot_Uni_he_Ind_F,Uni_he_Tot_Uni_he_Ind_P,Uni_he_Tot_Uni_he_NoInd_M,Uni_he_Tot_Uni_he_NoInd_F,Uni_he_Tot_Uni_he_NoInd_P,Uni_he_Tot_Uni_he_In_ns_M,Uni_he_Tot_Uni_he_In_ns_F,Uni_he_Tot_Uni_he_In_ns_P,Uni_he_Tot_Uni_he_Tot_M,Uni_he_Tot_Uni_he_Tot_F,Uni_he_Tot_Uni_he_Tot_P,Ter_Tot_Ter_Ind_M,Ter_Tot_Ter_Ind_F,Ter_Tot_Ter_Ind_P,Ter_Tot_Ter_NonInd_M,Ter_Tot_Ter_NonInd_F,Ter_Tot_Ter_NonInd_P,Ter_Tot_Ter_IndSt_ns_M,Ter_Tot_Ter_IndSt_ns_F,Ter_Tot_Ter_IndSt_ns_P,Ter_Tot_Ter_Tot_M,Ter_Tot_Ter_Tot_F,Ter_Tot_Ter_Tot_P,OEI_Ind_M,OEI_Ind_F,OEI_Ind_P,OEI_NonInd_M,OEI_NonInd_F,OEI_NonInd_P,OEI_IndSt_nsM,OEI_IndSt_nsF
IARE505010,17,22,33,478,457,935,0,0,4,493,477,975,118,90,214,2541,2425,4964,8,6,17,2665,2528,5188,99,98,197,2099,2002,4103,10,7,13,2207,2107,4311,3,4,8,114,108,218,0,0,0,118,109,229,0,0,4,62,123,184,0,0,0,64,122,183,9,7,14,224,120,347,5,0,5,234,124,364,4,11,15,194,286,477,0,0,0,200,295,492,0,0,0,0,3,3,0,0,0,0,3,3,18,19,38,587,640,1227,5,5,10,609,662,1272,4,11,10,405,541,950,0,3,4,413,546,958,4,5,5,115,188,304,0,0,0,116,192,312,0,5,8,77,118,200,0,0,0,76,126,203,5,15,22,167,357,518,0,3,0,170,372,543,0,0,0,0,0,0,0,0,0,0,0,0,9,29,38,770,1204,1976,3,0,9,780,1235,2016,27,49,75,1359,1842,3203,6,5,16,1395,1898,3292,4,10,11,198,257,452,0,0
IARE505011,24,28,49,464,483,949,0,0,0,484,507,997,134,115,250,2142,2001,4139,8,6,14,2281,2123,4405,101,73,170,1428,1295,2720,10,3,11,1537,1371,2908,6,0,13,104,108,207,0,0,0,107,109,218,3,0,3,95,166,262,0,0,0,100,168,271,3,8,11,152,108,266,0,0,0,160,121,275,3,9,10,160,318,478,0,0,0,164,322,486,0,0,0,0,4,9,0,0,0,0,4,9,15,24,36,513,709,1220,0,0,6,532,728,1260,0,7,8,245,369,608,0,0,0,247,369,620,0,5,9,117,215,337,0,0,0,119,226,343,0,4,6,64,57,119,0,0,0,64,65,129,4,11,15,156,259,413,0,0,0,162,270,426,0,0,0,0,4,5,0,0,0,0,4,5,11,29,44,578,900,1485,0,0,0,594,933,1526,29,51,76,1094,1614,2710,0,4,7,1126,1669,2791,14,19,31,204,276,476,0,0
IARE505012,16,10,22,905,818,1725,0,0,4,920,831,1749,52,55,99,4258,4181,8437,13,4,22,4321,4235,8558,54,47,94,3924,3818,7741,6,9,13,3978,3874,7850,15,4,9,160,160,317,0,0,0,170,161,333,0,6,7,128,197,324,0,0,0,135,200,333,8,0,7,292,122,418,0,0,0,298,122,423,0,4,7,254,452,702,0,0,0,256,459,713,0,0,0,6,3,11,0,0,0,8,3,14,20,16,32,845,934,1776,0,0,0,861,952,1810,9,29,36,1722,2135,3859,3,9,14,1733,2172,3904,10,8,14,504,549,1053,0,0,0,509,557,1063,4,3,3,306,269,574,0,0,3,310,270,580,4,5,4,531,771,1308,0,0,0,534,779,1314,0,0,0,6,11,18,0,0,0,6,11,18,22,36,59,3061,3744,6806,8,8,18,3090,3787,6878,45,50,91,3913,4686,8601,8,11,20,3958,4750,8704,8,4,15,302,457,761,0,0
IARE505013,17,21,38,298,265,565,3,3,3,324,281,604,78,84,161,1515,1388,2903,12,3,13,1601,1476,3084,59,54,111,1364,1301,2663,0,4,5,1421,1353,2780,3,3,3,61,67,132,0,0,0,66,66,133,0,3,3,31,62,96,0,0,0,35,71,103,3,3,3,151,78,231,0,0,0,161,79,240,0,0,5,118,198,317,0,0,0,118,200,321,0,0,0,0,4,3,0,0,0,0,4,3,12,13,21,365,407,776,0,0,0,382,419,797,0,15,14,204,314,521,0,3,3,205,330,539,0,6,9,63,124,193,0,0,0,60,133,200,0,3,3,46,54,99,0,0,0,46,56,101,4,6,8,120,249,369,0,0,0,120,258,384,0,0,0,0,0,0,0,0,0,0,0,0,6,30,30,434,743,1179,0,7,7,440,780,1222,13,37,53,803,1153,1956,0,9,8,824,1203,2023,10,3,13,109,206,322,0,0
IARE505014,8,8,21,1146,989,2131,0,3,3,1158,994,2153,47,42,90,4998,4847,9840,3,9,17,5051,4901,9948,58,85,148,4850,4578,9434,10,11,28,4925,4678,9607,0,5,4,280,279,564,0,0,0,282,284,566,0,0,9,348,530,881,0,0,0,354,534,883,0,0,0,197,144,342,0,0,0,198,146,343,8,3,8,428,701,1124,0,0,0,432,704,1140,0,0,0,0,3,8,0,0,0,0,3,6,11,9,17,1254,1660,2912,5,6,8,1271,1673,2940,59,67,126,3396,3881,7274,13,5,10,3460,3957,7413,17,22,40,1403,1468,2870,5,0,5,1420,1493,2916,4,5,6,381,438,818,0,0,3,380,440,823,19,8,28,1074,1455,2534,0,6,3,1097,1476,2573,0,0,0,14,12,27,0,0,0,17,12,26,94,107,198,6266,7260,13526,17,7,19,6378,7375,13749,103,118,222,7524,8921,16447,19,13,29,7646,9051,16703,4,9,8,624,824,1445,0,7
IARE505015,69,56,123,1187,1076,2270,3,4,6,1257,1135,2396,347,317,665,6368,6069,12429,18,22,44,6735,6405,13143,199,212,412,4911,4849,9765,17,11,33,5132,5081,10210,9,19,30,298,286,589,0,0,6,307,312,620,0,13,17,125,348,472,0,0,0,132,364,496,8,23,27,536,315,855,0,0,0,549,334,883,10,18,35,438,839,1277,0,0,0,449,859,1309,0,0,0,5,8,13,0,0,0,5,8,13,32,69,101,1410,1803,3211,3,3,5,1447,1876,3322,12,14,25,622,967,1586,3,0,3,632,975,1615,11,16,30,211,513,722,0,0,0,224,528,757,0,5,6,118,230,352,0,0,0,118,242,359,8,25,31,373,769,1142,3,0,4,382,795,1177,0,0,0,0,6,7,0,0,0,0,6,7,34,58,89,1329,2483,3812,3,6,5,1360,2548,3910,63,133,195,2745,4287,7032,11,9,18,2813,4430,7242,25,27,54,499,704,1200,0,3
IARE505016,19,21,34,362,340,701,0,0,0,372,359,733,83,89,165,1716,1638,3353,10,4,19,1807,1726,3532,62,55,109,1153,1101,2246,7,0,3,1217,1152,2369,0,3,7,52,60,112,0,0,0,52,64,113,0,0,0,29,72,97,0,0,0,25,72,100,0,3,0,136,72,207,0,0,0,139,75,210,3,4,8,108,203,316,0,0,0,113,208,321,0,0,0,0,0,0,0,0,0,0,0,0,9,10,14,321,411,732,5,0,5,327,420,749,5,5,3,113,221,328,0,0,3,111,226,340,0,4,6,46,112,158,0,0,0,45,113,160,0,0,0,33,46,81,0,0,0,36,46,85,4,3,0,73,157,231,0,0,0,71,157,238,0,0,0,0,0,0,0,0,0,0,0,0,6,9,15,268,535,800,0,0,0,273,550,820,10,18,28,589,946,1538,4,0,10,607,967,1571,3,5,9,111,166,276,0,0
IARE505017,18,11,27,595,574,1176,0,0,0,618,587,1201,61,58,114,2402,2147,4552,4,4,7,2471,2205,4675,124,70,192,2145,1807,3955,3,8,12,2271,1887,4160,3,0,3,230,179,414,0,0,0,236,184,421,9,0,10,201,273,473,0,0,0,208,275,483,9,3,13,179,110,285,0,0,0,186,112,304,4,6,9,274,437,710,0,0,0,279,440,722,0,0,0,4,3,10,0,0,0,4,3,10,26,10,38,888,1009,1893,0,0,0,909,1016,1932,16,25,41,1553,1829,3380,0,0,4,1570,1854,3422,6,11,16,738,772,1507,3,0,0,746,785,1530,5,0,7,218,251,468,0,0,0,227,252,474,4,13,19,555,778,1331,0,0,0,560,792,1352,0,0,0,9,7,16,0,0,0,9,7,16,35,48,82,3077,3628,6708,3,5,10,3110,3686,6796,54,56,117,3968,4645,8610,3,7,17,4028,4709,8742,7,6,14,356,440,797,0,0
IARE505018,37,33,73,2073,1904,3977,3,9,11,2117,1940,4054,161,138,303,8889,8496,17383,24,20,46,9070,8657,17727,128,112,240,7041,6830,13865,24,24,46,7188,6969,14155,3,8,10,518,497,1017,0,0,0,518,502,1028,3,8,10,646,934,1581,3,0,5,656,940,1593,9,5,15,451,304,747,0,0,4,457,316,771,8,6,17,877,1432,2309,5,3,4,889,1438,2331,0,0,0,16,7,19,0,0,0,16,7,19,27,32,54,2496,3172,5675,10,8,19,2534,3210,5747,18,35,50,2762,3557,6319,3,3,11,2787,3595,6383,7,22,31,1292,1614,2912,3,0,4,1307,1641,2942,3,9,16,470,550,1017,0,0,0,473,563,1037,7,23,38,1279,1878,3152,3,3,3,1283,1912,3195,0,0,0,18,21,35,0,0,0,18,21,35,41,95,127,5814,7623,13438,10,8,22,5865,7722,13590,64,123,187,8340,10815,19154,20,19,37,8419,10954,19377,12,10,18,988,1430,2420,7,10
IARE505019,90,83,170,1533,1349,2881,4,4,10,1631,1434,3064,467,406,871,7043,6561,13601,23,31,49,7532,6993,14527,284,307,589,5384,4936,10325,22,19,42,5690,5262,10955,8,14,22,327,348,674,0,0,0,337,359,700,5,12,21,247,478,722,0,0,0,254,492,746,20,14,32,480,293,781,5,0,4,502,312,814,13,24,34,522,901,1428,0,10,10,531,935,1467,0,0,0,8,7,14,0,0,0,8,7,14,46,64,108,1582,2024,3607,4,9,16,1633,2098,3728,10,17,29,1077,1421,2501,5,0,3,1090,1445,2531,9,14,17,370,596,965,4,0,4,380,607,992,4,14,13,195,302,503,0,0,0,201,318,514,10,34,40,463,853,1316,0,0,0,472,886,1359,0,0,0,9,5,14,0,0,0,9,4,15,28,79,103,2124,3182,5301,3,8,10,2157,3259,5411,74,142,216,3714,5216,8927,8,13,24,3795,5370,9162,28,27,52,619,899,1522,0,0
IARE505020,46,41,88,1201,1109,2317,0,8,12,1244,1159,2411,151,164,314,6113,5795,11905,9,16,27,6272,5976,12248,104,114,218,4715,4642,9354,17,15,35,4836,4768,9607,5,9,16,320,285,606,0,0,0,325,300,625,4,8,5,183,370,552,0,0,3,189,374,561,7,11,23,400,213,607,0,0,0,407,215,625,0,8,10,376,686,1062,0,0,0,375,692,1070,0,0,0,3,5,14,0,0,0,3,7,15,15,35,51,1287,1562,2843,0,0,4,1304,1595,2896,7,21,22,1073,1506,2574,0,0,4,1076,1522,2603,3,11,9,285,495,786,0,0,0,292,502,799,0,3,3,239,276,513,0,0,0,239,285,518,0,8,14,381,717,1096,0,0,0,387,723,1106,0,0,0,5,3,10,0,0,0,5,3,10,14,34,45,1977,3001,4981,3,0,4,1992,3041,5030,35,67,95,3269,4567,7838,8,3,5,3306,4637,7943,10,22,30,507,736,1247,0,4
IARE505021,40,41,81,823,755,1579,0,0,0,867,806,1666,209,168,376,4250,3998,8252,14,12,25,4471,4184,8656,119,108,229,3259,2975,6233,17,20,34,3397,3100,6499,6,7,14,234,235,464,4,0,0,237,245,481,0,5,5,102,252,355,0,0,0,102,259,364,12,4,19,298,191,490,0,0,0,309,198,506,0,11,17,273,518,792,0,0,0,273,530,807,0,0,0,4,3,10,0,0,0,4,3,10,19,33,47,908,1198,2110,0,0,3,932,1233,2165,13,10,22,526,797,1325,4,0,4,537,809,1350,5,9,19,224,401,626,0,0,0,231,410,640,3,4,9,118,183,303,0,0,0,121,187,309,4,14,16,275,554,829,0,0,0,279,563,839,0,0,0,0,0,7,0,0,0,0,0,7,24,31,59,1144,1934,3076,4,0,6,1169,1969,3143,42,68,109,2059,3140,5193,9,3,6,2103,3204,5307,9,13,24,349,531,875,3,0
IARE506001,27,17,45,43,35,81,0,0,0,69,60,127,127,102,232,211,184,393,0,5,5,339,290,625,63,68,128,110,94,203,6,0,3,170,169,334,3,0,5,12,3,16,0,0,0,13,4,17,0,0,3,9,20,27,0,0,0,7,18,26,3,4,3,16,10,22,0,0,0,18,13,31,0,3,9,37,41,80,0,0,0,32,49,84,0,0,0,0,0,0,0,0,0,0,0,0,7,11,18,76,74,143,0,0,0,79,88,165,0,0,0,0,10,9,0,0,0,0,10,9,0,0,0,8,13,18,0,0,0,8,13,18,0,0,0,0,5,9,0,0,0,0,5,9,0,5,5,33,43,72,0,0,0,33,42,76,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,46,63,112,0,0,0,46,67,118,7,14,22,122,134,256,0,0,0,129,147,279,0,0,0,11,36,50,0,0
IARE506002,11,7,18,85,91,167,0,3,3,95,105,193,61,69,128,451,367,813,10,9,13,522,436,961,23,26,48,169,164,332,0,4,10,194,195,387,0,3,3,3,0,8,0,0,0,9,9,14,0,0,0,6,6,14,0,0,0,6,9,15,0,3,3,25,5,34,0,0,0,21,14,36,3,4,5,28,63,96,0,0,0,30,70,100,0,0,0,0,0,0,0,0,0,0,0,0,3,10,15,63,85,155,0,0,0,74,98,166,0,3,3,0,8,12,3,0,3,5,12,14,0,0,4,4,17,17,0,0,0,5,20,24,0,0,0,0,11,10,0,0,0,0,11,10,0,3,3,24,66,95,0,0,0,24,77,97,0,0,0,0,0,0,0,0,0,0,0,0,0,8,10,37,102,137,3,0,3,36,108,152,5,15,24,103,187,284,7,0,7,108,210,316,0,0,0,24,29,60,0,0
IARE506003,25,17,47,179,167,353,0,0,0,203,191,396,135,116,247,799,779,1587,4,4,12,946,901,1844,72,89,152,507,452,956,0,0,6,575,537,1114,4,0,4,17,17,31,0,0,0,17,17,35,0,3,4,18,16,33,0,0,0,17,17,40,8,7,13,49,41,89,0,0,0,52,49,105,0,5,12,76,152,229,0,0,0,77,162,241,0,0,0,5,0,5,0,0,0,4,0,4,17,17,36,169,219,385,0,0,0,180,239,418,0,0,0,8,20,27,0,0,0,8,20,27,5,4,5,9,22,34,0,0,0,8,31,38,0,0,4,6,12,13,0,0,0,3,14,17,0,9,12,55,109,165,0,0,0,59,119,177,0,0,0,0,0,0,0,0,0,0,0,0,3,11,20,72,163,242,0,0,0,80,179,263,22,34,52,240,390,629,0,3,3,264,422,682,3,12,14,40,64,100,0,0
IARE506004,41,25,65,90,110,195,0,0,0,127,132,263,207,211,415,554,588,1146,6,6,4,765,806,1565,144,128,266,314,286,599,0,0,0,454,410,864,0,3,4,13,6,24,0,0,0,14,13,32,0,4,5,14,21,34,0,0,0,14,27,42,10,7,12,38,28,67,0,0,0,48,34,78,4,23,30,75,117,193,0,0,0,81,141,223,0,0,0,3,0,3,0,0,0,3,0,5,20,34,52,146,176,323,0,0,0,164,213,381,0,0,4,6,14,21,0,0,0,5,18,25,0,6,6,9,37,42,0,0,0,9,45,50,0,0,0,9,0,13,0,0,0,6,8,8,0,8,8,55,79,133,0,0,0,55,85,142,0,0,0,0,0,0,0,0,0,0,0,0,4,22,19,76,139,210,0,0,0,76,156,231,22,55,78,222,314,536,0,0,0,245,366,607,13,19,29,47,72,117,3,0
IARE506005,18,9,23,44,23,73,0,0,0,58,32,97,51,43,94,194,159,350,3,0,5,244,203,449,43,33,79,112,111,220,0,0,0,156,143,300,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,4,9,0,0,0,0,3,9,6,0,6,9,3,11,0,0,0,17,3,20,3,0,4,27,35,64,0,0,0,28,35,70,0,0,0,0,0,0,0,0,0,0,0,0,9,5,14,40,45,85,0,0,0,44,48,95,0,0,0,0,4,0,0,0,0,5,4,5,0,0,0,3,11,15,0,0,0,3,11,15,0,0,0,0,4,4,0,0,0,0,4,4,0,0,0,13,24,40,0,0,0,15,24,41,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,15,43,58,0,0,0,23,43,63,12,5,12,62,88,143,0,0,0,71,92,160,0,3,3,8,14,18,0,0
IARE507001,24,11,42,285,265,556,0,0,0,313,287,599,89,88,178,1326,1314,2642,9,6,16,1432,1412,2843,68,72,143,1322,1290,2608,5,11,12,1397,1374,2766,7,0,9,73,73,146,0,0,0,79,73,157,0,10,14,33,84,113,0,0,0,31,92,126,3,0,8,166,69,236,0,0,0,174,73,246,0,0,3,114,257,366,0,0,0,121,256,373,0,0,0,3,6,7,0,0,0,3,6,7,15,21,28,392,483,869,0,0,0,410,498,907,3,3,3,47,86,133,0,0,0,52,88,135,0,5,3,33,82,114,0,0,0,38,80,116,0,0,0,20,39,51,0,0,0,20,38,54,0,4,10,84,242,328,0,0,0,87,246,334,0,0,0,0,0,0,0,0,0,0,0,0,3,15,19,184,446,628,0,0,0,188,457,648,18,32,50,576,920,1500,0,3,7,599,957,1555,3,4,13,126,158,280,0,0
IARE507002,10,14,29,122,132,250,0,0,0,131,146,281,66,70,143,762,723,1480,19,23,35,844,815,1656,62,44,105,504,523,1023,9,7,16,567,579,1150,0,0,3,21,29,48,0,0,0,24,27,49,0,9,8,7,20,30,0,0,0,8,31,40,3,4,10,63,34,96,0,0,0,66,41,109,0,3,6,40,125,167,0,0,0,40,133,171,0,0,0,4,0,0,0,0,0,4,0,0,9,15,25,132,211,340,0,3,5,145,224,371,0,0,0,33,34,68,0,0,0,33,35,69,0,0,0,16,33,48,0,0,0,16,35,49,0,0,0,3,10,17,0,0,0,3,10,17,0,5,5,18,81,101,0,0,0,18,80,103,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,70,164,234,0,0,0,70,167,235,9,19,29,207,372,578,0,3,0,217,394,610,0,0,3,45,67,112,0,0
IARE507003,22,16,40,237,215,451,0,3,3,263,233,496,88,71,163,1102,994,2101,5,5,13,1199,1077,2272,62,68,127,902,928,1828,6,10,16,968,1006,1977,3,5,9,57,52,115,0,0,0,63,61,121,0,3,4,46,88,135,0,0,0,50,88,134,3,5,11,114,67,179,0,0,0,116,74,188,4,7,6,79,171,258,0,0,0,87,172,264,0,0,0,0,0,0,0,0,0,0,0,0,9,22,32,302,378,677,0,0,0,310,399,711,0,8,8,35,103,134,0,0,0,36,109,140,0,6,7,40,99,140,0,0,0,46,108,149,0,0,0,17,29,51,0,0,0,17,37,52,0,7,7,60,176,233,0,0,0,60,183,244,0,0,0,0,0,0,0,0,0,0,0,0,0,19,17,151,412,562,0,0,4,152,430,583,12,37,48,448,787,1238,4,0,3,464,825,1291,7,14,23,89,129,220,3,0
IARE507004,17,13,30,303,314,616,0,4,4,318,327,643,60,62,119,1731,1596,3335,8,10,17,1804,1665,3473,57,55,105,1414,1366,2779,7,11,16,1481,1427,2904,0,0,0,61,35,92,0,0,0,65,36,97,0,6,8,25,76,109,0,0,0,31,86,109,7,4,6,144,77,218,0,0,0,147,84,225,0,8,8,115,228,348,0,0,0,119,233,355,0,0,0,5,0,8,0,0,0,5,0,8,5,19,26,351,418,772,0,0,0,363,436,800,0,6,9,43,96,137,0,0,0,42,105,144,0,3,3,33,106,145,0,0,0,33,110,143,0,0,0,13,30,47,0,0,0,13,30,47,0,9,9,68,248,312,0,0,0,68,251,321,0,0,0,0,0,0,0,0,0,0,0,0,0,17,18,156,484,642,0,3,3,155,502,658,11,32,39,503,907,1413,0,3,5,521,941,1456,3,5,12,98,172,270,0,0
IARE507005,3,5,3,50,42,97,0,0,0,58,47,101,18,23,44,265,240,510,3,0,4,288,267,556,15,16,36,157,157,316,5,0,8,181,183,357,0,0,0,10,3,12,0,0,0,10,3,12,0,0,0,3,3,6,0,0,0,6,6,9,5,4,7,21,13,32,0,0,0,24,14,34,0,0,0,17,31,45,0,0,0,17,31,45,0,0,0,0,0,0,0,0,0,0,0,0,5,4,8,46,49,92,0,0,0,47,51,98,0,0,0,4,18,26,0,0,0,4,16,24,0,0,0,4,9,12,0,0,0,4,11,14,0,0,0,0,9,7,0,0,0,0,9,7,0,0,0,13,25,39,0,0,0,13,25,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,62,82,0,0,0,20,60,85,5,3,10,70,110,178,0,0,0,68,118,186,6,0,6,11,12,24,0,0
