IARE_CODE_2021,Ow_o_Dw_s_S_Hou_HATSIP,Ow_o_Dw_s_SDRTHT_HATSIP,Ow_o_Dw_s_Fl_Ap_HATSIP,Ow_o_Dw_s_Oth_d_Car_HATSIP,Ow_o_Dw_s_Oth_d_Cab_h_HATSIP,Ow_o_Dw_s_Oth_d_IHTSO_HATSIP,Ow_o_Dw_s_Oth_d_HFASO_HATSIP,Ow_o_Dw_s_Oth_d_Tot_HATSIP,Ow_o_Dw_s_Ns_HATSIP,Ow_o_Tot_HATSIP,Ow_wm_Dw_s_S_Hou_HATSIP,Ow_wm_Dw_s_SDRTHT_HATSIP,Ow_wm_Dw_s_Fl_Ap_HATSIP,Ow_wm_Dw_s_Oth_d_Car_HATSIP,Ow_wm_Dw_s_Oth_d_Cab_h_HATSIP,Ow_wm_Dw_s_Oth_d_IHTSO_HATSIP,Ow_wm_Dw_s_Oth_d_HFASO_HATSIP,Ow_wm_Dw_s_Oth_d_Tot_HATSIP,Ow_wm_Dw_s_Ns_HATSIP,Ow_wm_Tot_HATSIP,R_RAg_Dw_s_S_Hou_HATSIP,R_RAg_Dw_s_SDRTHT_HATSIP,R_RAg_Dw_s_Fl_Ap_HATSIP,R_RAg_Dw_s_Oth_d_Car_HATSIP,R_RAg_Dw_s_Oth_d_Cab_h_HATSIP,R_RAg_Dw_s_Oth_d_IHTSO_HATSIP,R_RAg_Dw_s_Oth_d_HFASO_HATSIP,R_RAg_Dw_s_Oth_d_Tot_HATSIP,R_RAg_Dw_s_Ns_HATSIP,R_RAg_Tot_HATSIP,R_STHA_Dw_s_S_Hou_HATSIP,R_STHA_Dw_s_SDRTHT_HATSIP,R_STHA_Dw_s_Fl_Ap_HATSIP,R_STHA_Dw_s_Ot_d_Car_HATSIP,R_STHA_Dw_s_Ot_d_Cab_h_HATSIP,R_STHA_Dw_s_Ot_d_IHTSO_HATSIP,R_STHA_Dw_s_Ot_d_HFASO_HATSIP,R_STHA_Dw_s_Ot_d_Tot_HATSIP,R_STHA_Dw_s_Ns_HATSIP,R_STHA_Tot_HATSIP,R_Pnsh_Dw_s_S_Hou_HATSIP,R_Pnsh_Dw_s_SDRTHT_HATSIP,R_Pnsh_Dw_s_Fl_Ap_HATSIP,R_Pnsh_Dw_s_Ot_d_Car_HATSIP,R_Pnsh_Dw_s_Ot_d_Cab_h_HATSIP,R_Pnsh_Dw_s_Ot_d_IHTSO_HATSIP,R_Pnsh_Dw_s_Ot_d_HFASO_HATSIP,R_Pnsh_Dw_s_Oth_d_Tot_HATSIP,R_Pnsh_Dw_s_Ns_HATSIP,R_Pnsh_Tot_HATSIP,R_CHP_Dw_s_S_Hou_HATSIP,R_CHP_Dw_s_SDRTHT_HATSIP,R_CHP_Dw_s_Fl_Ap_HATSIP,R_CHP_Dw_s_Oth_d_Car_HATSIP,R_CHP_Dw_s_Oth_d_Cab_h_HATSIP,R_CHP_Dw_s_Oth_d_IHTSO_HATSIP,R_CHP_Dw_s_Oth_d_HFASO_HATSIP,R_CHP_Dw_s_Oth_d_Tot_HATSIP,R_CHP_Dw_s_Ns_HATSIP,R_CHP_Tot_HATSIP,R_othLT_Dw_s_S_Hou_HATSIP,R_othLT_Dw_s_SDRTHT_HATSIP,R_othLT_Dw_s_Fl_Ap_HATSIP,R_othLT_Dw_s_O_d_Car_HATSIP,R_othLT_Dw_s_O_d_Cab_h_HATSIP,R_othLT_Dw_s_O_d_IHTSO_HATSIP,R_othLT_Dw_s_O_d_HFASO_HATSIP,R_othLT_Dw_s_O_d_Tot_HATSIP,R_othLT_Dw_s_Ns_HATSIP,R_othLT_Tot_HATSIP,R_LTns_Dw_s_S_Hou_HATSIP,R_LTns_Dw_s_SDRTHT_HATSIP,R_LTns_Dw_s_Fl_Ap_HATSIP,R_LTns_Dw_s_Ot_d_Car_HATSIP,R_LTns_Dw_s_Ot_d_Cab_h_HATSIP,R_LTns_Dw_s_Ot_d_IHTSO_HATSIP,R_LTns_Dw_s_Ot_d_HFASO_HATSIP,R_LTns_Dw_s_Ot_d_Tot_HATSIP,R_LTns_Dw_s_Ns_HATSIP,R_LTns_Tot_HATSIP,R_Tot_Dw_s_S_Hou_HATSIP,R_Tot_Dw_s_SDRTHT_HATSIP,R_Tot_Dw_s_Fl_Ap_HATSIP,R_Tot_Dw_s_Oth_d_Car_HATSIP,R_Tot_Dw_s_Oth_d_Cab_h_HATSIP,R_Tot_Dw_s_Oth_d_IHTSO_HATSIP,R_Tot_Dw_s_Oth_d_HFASO_HATSIP,R_Tot_Dw_s_Oth_d_Tot_HATSIP,R_Tot_Dw_s_Ns_HATSIP,R_Tot_Tot_HATSIP,Oth_TT_Dw_s_S_Hou_HATSIP,Oth_TT_Dw_s_SDRTHT_HATSIP,Oth_TT_Dw_s_Fl_Ap_HATSIP,Oth_TT_Dw_s_Ot_d_Car_HATSIP,Oth_TT_Dw_s_Ot_d_Cab_h_HATSIP,Oth_TT_Dw_s_Ot_d_IHTSO_HATSIP,Oth_TT_Dw_s_Ot_d_HFASO_HATSIP,Oth_TT_Dw_s_Ot_d_Tot_HATSIP,Oth_TT_Dw_s_Ns_HATSIP,Oth_TT_Tot_HATSIP,TT_ns_Dw_s_S_Hou_HATSIP,TT_ns_Dw_s_SDRTHT_HATSIP,TT_ns_Dw_s_Fl_Ap_HATSIP,TT_ns_Dw_s_Oth_d_Car_HATSIP,TT_ns_Dw_s_Oth_d_Cab_h_HATSIP,TT_ns_Dw_s_Oth_d_IHTSO_HATSIP,TT_ns_Dw_s_Oth_d_HFASO_HATSIP,TT_ns_Dw_s_Oth_d_Tot_HATSIP,TT_ns_Dw_s_Ns_HATSIP,TT_ns_Tot_HATSIP,Tot_Dw_s_S_Hou_HATSIP,Tot_Dw_s_SDRTHT_HATSIP,Tot_Dw_s_Fl_Ap_HATSIP,Tot_Dw_s_Oth_d_Car_HATSIP,Tot_Dw_s_Oth_d_Cab_h_HATSIP,Tot_Dw_s_Oth_d_IHTSO_HATSIP,Tot_Dw_s_Oth_d_HFASO_HATSIP,Tot_Dw_s_Oth_d_Tot_HATSIP,Tot_Dw_s_Ns_HATSIP,Tot_Tot_HATSIP,Ow_o_Dw_s_S_Hou_Oth_h,Ow_o_Dw_s_SDRTHT_Oth_h,Ow_o_Dw_s_Fl_Ap_Oth_h,Ow_o_Dw_s_Oth_d_Car_Oth_h,Ow_o_Dw_s_Oth_d_Cab_h_Oth_h,Ow_o_Dw_s_Oth_d_IHTSO_Oth_h,Ow_o_Dw_s_Oth_d_HFASO_Oth_h,Ow_o_Dw_s_Oth_d_Tot_Oth_h,Ow_o_Dw_s_Ns_Oth_h,Ow_o_Tot_Oth_h,Ow_wm_Dw_s_S_Hou_Oth_h,Ow_wm_Dw_s_SDRTHT_Oth_h,Ow_wm_Dw_s_Fl_Ap_Oth_h,Ow_wm_Dw_s_Oth_d_Car_Oth_h,Ow_wm_Dw_s_Oth_d_Cab_h_Oth_h,Ow_wm_Dw_s_Oth_d_IHTSO_Oth_h,Ow_wm_Dw_s_Oth_d_HFASO_Oth_h,Ow_wm_Dw_s_Oth_d_Tot_Oth_h,Ow_wm_Dw_s_Ns_Oth_h,Ow_wm_Tot_Oth_h,R_RAg_Dw_s_S_Hou_Oth_h,R_RAg_Dw_s_SDRTHT_Oth_h,R_RAg_Dw_s_Fl_Ap_Oth_h,R_RAg_Dw_s_Oth_d_Car_Oth_h,R_RAg_Dw_s_Oth_d_Cab_h_Oth_h,R_RAg_Dw_s_Oth_d_IHTSO_Oth_h,R_RAg_Dw_s_Oth_d_HFASO_Oth_h,R_RAg_Dw_s_Oth_d_Tot_Oth_h,R_RAg_Dw_s_Ns_Oth_h,R_RAg_Tot_Oth_h,R_STHA_Dw_s_S_Hou_Oth_h,R_STHA_Dw_s_SDRTHT_Oth_h,R_STHA_Dw_s_Fl_Ap_Oth_h,R_STHA_Dw_s_Ot_d_Car_Oth_h,R_STHA_Dw_s_Ot_d_Cab_h_Oth_h,R_STHA_Dw_s_Ot_d_IHTSO_Oth_h,R_STHA_Dw_s_Ot_d_HFASO_Oth_h,R_STHA_Dw_s_Ot_d_Tot_Oth_h,R_STHA_Dw_s_Ns_Oth_h,R_STHA_Tot_Oth_h,R_Pnsh_Dw_s_S_Hou_Oth_h,R_Pnsh_Dw_s_SDRTHT_Oth_h,R_Pnsh_Dw_s_Fl_Ap_Oth_h,R_Pnsh_Dw_s_Ot_d_Car_Oth_h,R_Pnsh_Dw_s_Ot_d_Cab_h_Oth_h,R_Pnsh_Dw_s_Ot_d_IHTSO_Oth_h,R_Pnsh_Dw_s_Ot_d_HFASO_Oth_h,R_Pnsh_Dw_s_Oth_d_Tot_Oth_h,R_Pnsh_Dw_s_Ns_Oth_h,R_Pnsh_Tot_Oth_h,R_CHP_Dw_s_S_Hou_Oth_h,R_CHP_Dw_s_SDRTHT_Oth_h,R_CHP_Dw_s_Fl_Ap_Oth_h,R_CHP_Dw_s_Oth_d_Car_Oth_h,R_CHP_Dw_s_Oth_d_Cab_h_Oth_h,R_CHP_Dw_s_Oth_d_IHTSO_Oth_h,R_CHP_Dw_s_Oth_d_HFASO_Oth_h,R_CHP_Dw_s_Oth_d_Tot_Oth_h,R_CHP_Dw_s_Ns_Oth_h,R_CHP_Tot_Oth_h,R_othLT_Dw_s_S_Hou_Oth_h,R_othLT_Dw_s_SDRTHT_Oth_h,R_othLT_Dw_s_Fl_Ap_Oth_h,R_othLT_Dw_s_O_d_Car_Oth_h,R_othLT_Dw_s_O_d_Cab_h_Oth_h,R_othLT_Dw_s_O_d_IHTSO_Oth_h,R_othLT_Dw_s_O_d_HFASO_Oth_h,R_othLT_Dw_s_O_d_Tot_Oth_h,R_othLT_Dw_s_Ns_Oth_h,R_othLT_Tot_Oth_h,R_LTns_Dw_s_S_Hou_Oth_h,R_LTns_Dw_s_SDRTHT_Oth_h,R_LTns_Dw_s_Fl_Ap_Oth_h,R_LTns_Dw_s_Ot_d_Car_Oth_h,R_LTns_Dw_s_Ot_d_Cab_h_Oth_h,R_LTns_Dw_s_Ot_d_IHTSO_Oth_h,R_LTns_Dw_s_Ot_d_HFASO_Oth_h,R_LTns_Dw_s_Ot_d_Tot_Oth_h,R_LTns_Dw_s_Ns_Oth_h,R_LTns_Tot_Oth_h
IARE503004,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,152,0,0,0,0,0,0,0,0,158,3,0,0,0,0,0,0,0,0,3,55,3,0,0,0,0,0,0,0,57,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,0,0,0,0,3,223,5,0,0,0,0,0,0,4,231,6,0,0,0,0,0,0,0,3,8,16,0,0,0,0,0,0,0,0,19,244,10,0,0,0,0,0,0,8,263,22,0,0,0,0,0,0,0,0,23,10,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,9,6,0,0,0,0,0,0,5,8,5,0,0,0,0,0,0,0,0,6,3,0,0,0,0,0,0,0,0,3,16,4,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0
IARE503005,10,0,0,0,0,0,0,0,0,6,5,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,12,3,4,0,0,0,0,0,0,16,4,0,0,0,0,0,0,0,0,11,16,0,3,0,0,0,0,0,0,20,4,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,36,3,5,0,0,0,3,4,0,52,5,0,0,0,0,0,0,0,0,5,5,0,0,0,0,0,0,0,0,4,50,3,9,0,0,0,3,7,4,71,39,0,0,13,0,0,4,21,10,71,18,0,3,0,0,0,0,0,0,29,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,4,13,0,0,4,0,0,0,6,0,21,0,0,0,0,0,0,0,0,0,3,77,9,0,0,0,0,0,0,4,92,0,0,0,0,0,0,0,0,0,0
IARE503006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76,0,0,0,0,0,0,0,0,76,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,15,4,0,0,0,0,0,0,0,0,4,3,0,0,0,0,0,0,0,0,3,91,0,0,0,0,0,0,0,0,89,3,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,92,0,0,0,0,0,0,0,0,98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0
IARE503007,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,10,7,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,29,0,0,0,0,0,0,0,0,31,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,37,0,0,0,0,0,0,0,0,39,12,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0
IARE504001,5,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,12,3,0,0,0,0,0,0,0,0,3,84,7,0,0,0,0,0,0,0,91,0,0,0,6,0,0,0,6,0,6,0,0,0,0,0,0,0,0,0,0,98,5,0,3,0,0,0,3,0,112,7,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,112,5,0,8,0,0,0,8,0,124,4,0,0,6,0,0,0,6,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,12,0,9,0,0,0,0,0,0,0,0,0,0
IARE504002,5,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,140,0,0,0,0,0,0,0,0,144,0,0,0,0,0,0,0,0,0,0,34,0,0,0,0,0,0,0,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,179,0,0,0,0,0,0,0,0,178,3,0,0,0,0,0,0,0,0,5,3,0,0,0,0,0,0,0,0,3,189,0,0,0,0,0,0,0,0,194,3,0,0,4,0,0,0,4,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,4,8,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0
IARE504003,12,0,0,0,0,0,0,0,0,17,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,150,26,12,0,0,0,0,0,0,185,5,0,0,0,0,0,0,0,0,5,41,5,0,0,0,0,0,0,0,52,14,0,0,0,0,0,0,0,0,16,3,0,0,0,0,0,0,0,0,0,217,31,8,0,0,0,0,0,6,264,9,0,0,0,0,3,0,3,0,13,12,5,0,0,0,0,0,0,0,21,255,37,15,8,0,0,0,7,8,316,5,0,0,10,0,0,0,11,0,17,5,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,9,11,0,0,0,0,0,0,3,19,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,32,3,0,0,0,0,0,0,0,39,0,0,0,0,0,0,0,0,0,0
IARE504004,12,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,0,0,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,4,63,0,0,0,0,0,0,0,0,58,11,0,0,0,0,0,0,0,0,11,10,0,0,0,0,0,0,0,0,10,84,0,0,0,0,0,0,0,0,90,0,0,0,4,0,0,0,7,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0
IARE504005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,68,0,0,0,0,0,0,0,0,68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72,0,0,0,0,0,0,0,0,68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72,0,0,0,0,0,0,0,0,68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IARE504006,6,4,0,0,0,0,0,0,0,18,37,4,0,0,0,0,0,0,0,45,30,4,3,0,0,0,0,0,0,40,103,34,19,0,0,0,0,0,0,159,16,4,0,0,0,0,3,3,0,23,56,3,9,0,0,0,0,0,0,68,17,5,0,0,0,0,0,0,0,29,8,0,0,0,0,0,0,0,0,8,223,59,31,0,0,0,3,6,0,319,4,0,0,0,0,0,0,0,0,8,13,5,4,0,0,0,0,0,9,22,279,71,36,5,0,0,5,8,5,407,76,10,9,45,0,0,14,63,3,163,135,22,3,0,0,0,5,7,0,169,74,36,36,0,0,0,0,0,3,155,75,26,11,0,0,0,0,0,0,107,74,17,3,5,0,0,6,7,0,113,0,0,0,0,0,0,0,0,0,0,104,29,14,25,0,0,7,26,7,184,0,0,0,0,0,0,0,0,0,0
IARE504007,8,0,0,0,0,0,0,0,0,8,4,0,0,0,0,0,0,0,5,3,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,10,4,0,0,0,0,0,0,0,0,4,35,0,0,0,0,0,0,0,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53,0,0,0,0,0,0,0,0,52,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,4,0,8,65,0,0,0,0,0,0,4,3,72,66,0,0,9,0,0,0,12,6,78,56,0,0,0,0,0,0,0,4,69,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,5,35,0,0,0,0,0,0,0,0,0,0,15,0,0,3,0,0,0,4,6,21,0,0,0,0,0,0,0,0,0,0
IARE504008,19,0,0,0,0,0,0,0,0,19,13,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,61,0,0,0,0,0,0,0,0,65,16,0,0,0,0,0,0,0,0,16,12,3,0,0,0,0,0,0,0,17,12,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,105,3,0,0,0,0,0,0,0,111,4,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,4,139,8,0,0,0,0,0,0,0,142,18,0,0,0,0,0,0,3,0,19,5,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,4,16,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0
IARE505001,98,3,0,0,0,0,0,0,0,100,448,18,0,0,0,0,0,0,0,469,247,48,0,0,0,0,0,0,0,298,86,31,0,0,0,0,0,0,0,123,89,17,0,0,0,0,0,0,0,102,6,9,3,0,0,0,0,0,0,22,20,0,0,3,0,0,0,3,0,29,0,0,0,0,0,0,0,0,0,0,447,104,7,3,0,0,0,5,0,568,3,3,0,0,0,0,0,0,0,6,25,5,4,0,0,0,0,0,0,38,1029,132,10,4,0,0,0,6,7,1182,6316,440,16,41,108,0,5,149,8,6933,16480,528,35,3,7,0,0,10,13,17054,3052,862,47,0,0,0,3,3,8,3967,192,265,32,0,0,0,0,0,0,489,1490,225,17,0,0,0,0,4,6,1736,17,102,24,0,0,0,0,0,0,144,143,52,3,35,15,0,0,45,0,242,23,17,0,0,0,0,0,0,0,41
IARE505002,21,0,0,0,0,0,0,0,0,18,36,6,0,0,0,0,0,0,0,40,32,10,5,0,0,0,0,0,0,41,19,22,0,0,0,0,0,0,0,48,6,4,0,0,0,0,0,0,0,8,4,0,0,0,0,0,0,0,0,8,4,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,4,73,35,0,0,0,0,0,0,0,107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,133,45,4,0,0,0,0,0,0,176,1605,201,69,0,0,0,0,0,0,1878,2125,311,73,0,0,0,0,0,6,2506,558,201,79,0,0,0,0,0,4,840,98,120,31,0,0,0,0,0,0,254,319,90,21,0,0,0,0,0,0,428,30,32,0,0,0,0,0,0,0,56,11,4,0,0,0,0,0,0,0,19,4,7,0,0,0,0,0,0,0,16
IARE505003,47,10,4,0,0,0,0,0,0,57,87,18,12,0,0,0,0,0,0,117,106,47,28,0,0,0,0,0,0,182,35,30,7,0,0,0,0,0,0,78,41,12,9,0,0,0,0,0,0,68,3,5,6,0,0,0,0,0,0,6,7,0,0,0,0,0,0,0,0,7,0,3,0,0,0,0,0,0,0,4,193,102,44,0,0,0,0,0,0,341,0,0,0,0,0,0,0,0,0,0,5,10,0,0,0,0,0,0,0,18,340,128,62,0,0,0,0,0,0,533,6722,957,258,0,0,0,0,0,0,7941,7643,1505,536,0,0,0,4,4,4,9690,2413,1430,1138,0,0,0,0,0,7,4990,197,375,123,0,0,0,0,0,0,696,1385,542,332,0,0,0,0,0,4,2264,31,79,18,0,0,0,0,0,0,126,151,78,37,0,0,0,0,0,3,267,9,13,7,0,0,0,0,0,0,39
IARE505004,26,5,0,0,0,0,0,0,0,38,93,14,7,0,0,0,0,0,0,114,100,40,39,0,0,0,0,0,0,180,86,37,0,0,0,0,0,0,0,126,40,4,3,0,0,0,0,0,0,44,10,0,0,0,0,0,0,0,0,13,5,6,0,0,0,0,0,0,0,8,0,0,3,0,0,0,0,0,0,9,246,82,49,0,0,0,0,0,0,370,6,0,0,0,0,0,0,0,0,4,12,8,0,0,0,0,0,0,0,21,384,104,67,0,0,0,0,0,5,549,3052,449,228,4,0,0,3,4,4,3742,3838,807,524,0,0,0,0,0,5,5180,2091,1143,1229,0,0,0,0,0,3,4474,414,425,53,0,0,0,0,0,0,894,832,312,235,0,0,0,0,0,3,1390,55,68,7,0,0,0,0,0,0,132,111,43,20,0,0,0,0,6,4,178,30,8,5,0,0,0,0,0,0,49
IARE505005,69,12,0,0,0,0,0,0,0,78,88,17,7,0,0,0,0,0,0,104,135,44,10,0,0,0,0,0,0,184,76,35,3,0,0,0,0,0,0,111,49,19,0,0,0,0,0,0,0,60,8,8,0,0,0,0,0,0,0,16,6,0,4,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,276,97,14,0,0,0,0,0,0,384,4,0,0,0,0,0,0,0,0,7,7,3,0,0,0,0,0,0,0,9,446,124,21,6,0,0,0,6,0,589,9124,858,185,8,0,0,0,6,11,10180,9963,1189,297,0,0,0,3,7,4,11454,3923,1725,504,0,0,0,14,14,18,6192,268,395,48,0,0,0,0,0,0,706,1723,633,125,0,0,0,0,0,11,2492,82,68,13,0,0,0,0,0,0,170,258,103,31,6,0,0,0,6,3,398,30,25,8,0,0,0,0,0,0,55
IARE505006,80,7,0,0,0,0,0,0,0,92,320,26,7,0,0,0,0,0,0,347,182,30,41,0,0,0,0,0,0,254,126,32,12,0,0,0,0,0,0,171,63,7,8,0,0,0,0,0,0,74,16,5,3,0,0,0,0,0,0,25,9,3,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,392,77,58,0,0,0,0,0,0,535,10,0,0,0,0,0,0,0,0,14,9,7,0,0,0,0,0,0,0,13,817,121,65,0,0,0,0,0,0,1005,9399,1046,358,5,158,0,3,158,12,10982,17538,1437,605,0,5,0,0,3,4,19592,4096,1186,1256,0,0,0,0,3,5,6541,384,451,158,0,0,0,0,0,3,994,1675,414,221,0,0,0,0,0,0,2321,32,81,58,0,0,0,0,0,0,174,183,41,18,6,31,0,0,31,0,275,18,17,8,0,0,0,0,0,0,44
IARE505007,34,12,3,0,0,0,0,3,0,48,54,6,5,0,0,0,0,0,0,66,38,16,12,0,0,0,0,0,0,65,18,47,17,0,0,0,0,0,0,89,16,9,6,0,0,0,0,0,0,26,3,7,0,0,0,0,0,0,0,14,0,0,0,0,6,0,0,6,0,7,0,0,0,0,0,0,0,0,0,0,80,79,38,0,6,0,0,6,0,195,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,10,172,102,52,0,5,0,3,6,0,325,3854,944,539,3,78,0,10,99,13,5447,3880,798,540,0,0,0,0,3,3,5235,853,663,832,0,0,0,11,11,5,2366,158,410,211,0,0,0,0,0,0,785,609,299,276,0,5,0,9,16,3,1204,22,78,35,0,0,0,0,0,0,132,42,18,29,0,32,0,0,32,0,123,5,0,10,0,0,0,0,0,0,16
IARE505008,140,0,0,7,0,0,0,7,0,146,424,15,0,0,0,0,0,0,0,439,291,27,14,0,0,0,0,0,0,335,136,26,7,0,0,0,0,0,0,168,123,10,3,0,0,0,0,0,0,137,8,0,0,0,0,0,0,0,0,13,11,3,0,5,0,0,0,5,0,26,0,0,0,0,0,0,0,0,0,0,576,68,31,5,0,0,0,5,0,678,11,0,0,0,0,0,0,0,0,11,31,3,0,0,0,0,0,0,0,38,1179,89,31,9,0,0,0,9,0,1309,10337,625,72,40,0,0,14,54,8,11101,18054,780,140,0,0,0,13,15,8,18983,4260,989,333,3,0,0,11,17,9,5609,414,280,51,0,0,0,0,0,0,744,2386,277,60,5,0,0,12,15,4,2737,58,127,58,0,0,0,0,0,0,249,354,62,15,46,0,0,5,55,4,484,53,21,4,0,0,0,0,0,0,84
IARE505009,128,3,0,0,0,0,0,0,0,136,284,13,0,0,0,0,0,0,0,306,117,17,8,0,0,0,0,0,0,148,21,4,0,0,0,0,0,0,0,27,49,6,0,0,0,0,0,0,0,56,4,0,0,0,0,0,0,0,0,6,5,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,204,28,9,0,0,0,0,0,0,246,4,0,0,0,0,0,0,0,0,4,10,0,0,0,0,0,0,0,0,13,634,53,17,0,0,0,0,0,0,702,18783,1630,250,74,3,0,0,79,6,20745,24304,1325,269,0,0,0,0,4,3,25901,4139,837,620,0,0,0,6,6,6,5603,121,184,24,0,0,0,0,0,0,326,2174,440,186,0,0,0,6,5,6,2810,29,58,14,0,0,0,0,0,0,99,120,22,20,3,0,0,5,8,0,168,30,14,3,0,0,0,0,0,0,50
