LGA_CODE_2021,C16_OD_H_f_a_s_o_NPUR_5,C16_OD_H_f_a_s_o_NPUR_6mor,C16_OD_H_f_a_s_o_Tot,C16_OD_Tot_NPUR_1,C16_OD_Tot_NPUR_2,C16_OD_Tot_NPUR_3,C16_OD_Tot_NPUR_4,C16_OD_Tot_NPUR_5,C16_OD_Tot_NPUR_6mor,C16_OD_Tot_Tot,C16_DS_ns_NPUR_1,C16_DS_ns_NPUR_2,C16_DS_ns_NPUR_3,C16_DS_ns_NPUR_4,C16_DS_ns_NPUR_5,C16_DS_ns_NPUR_6more,C16_Dwg_st_NS_Tot,C16_Tot_NPUR_1,C16_Tot_NPUR_2,C16_Tot_NPUR_3,C16_Tot_NPUR_4,C16_Tot_NPUR_5,C16_Tot_NPUR_6more,C16_Tot_Tot,C21_Se_h_NPUR_1,C21_Se_h_NPUR_2,C21_Se_h_NPUR_3,C21_Se_h_NPUR_4,C21_Se_h_NPUR_5,C21_Se_h_NPUR_6more,C21_Se_h_Tot,C21_SDRTHT1S_NPUR_1,C21_SDRTHT1S_NPUR_2,C21_SDRTHT1S_NPUR_3,C21_SDRTHT1S_NPUR_4,C21_SDRTHT1S_NPUR_5,C21_SDRTHT1S_NPUR_6mor,C21_SDRTHT1S_Tot,C21_SDRTHT2S_NPUR_1,C21_SDRTHT2S_NPUR_2,C21_SDRTHT2S_NPUR_3,C21_SDRTHT2S_NPUR_4,C21_SDRTHT2S_NPUR_5,C21_SDRTHT2S_NPUR_6mor,C21_SDRTHT2S_Tot,C21_SDRTHT_Tot_NPUR_1,C21_SDRTHT_Tot_NPUR_2,C21_SDRTHT_Tot_NPUR_3,C21_SDRTHT_Tot_NPUR_4,C21_SDRTHT_Tot_NPUR_5,C21_SDRTHT_Tot_NPUR_6mor,C21_SDRTHT_Tot_Tot,C21_F_a_1_2SB_NPUR_1,C21_F_a_1_2SB_NPUR_2,C21_F_a_1_2SB_NPUR_3,C21_F_a_1_2SB_NPUR_4,C21_F_a_1_2SB_NPUR_5,C21_F_a_1_2SB_NPUR_6mor,C21_F_a_1_2SB_Tot,C21_F_a_I_a_3SB_NPUR_1,C21_F_a_I_a_3SB_NPUR_2,C21_F_a_I_a_3SB_NPUR_3,C21_F_a_I_a_3SB_NPUR_4,C21_F_a_I_a_3SB_NPUR_5,C21_F_a_I_a_3SB_NPUR_6mor,C21_F_a_In_a_3_st_b_Tot,C21_F_a_4_8SB_NPUR_1,C21_F_a_4_8SB_NPUR_2,C21_F_a_4_8SB_NPUR_3,C21_F_a_4_8SB_NPUR_4,C21_F_a_4_8SB_NPUR_5,C21_F_a_4_8SB_NPUR_6mor,C21_F_a_4_8SB_Tot,C21_F_a_9mor_s_b_NPUR_1,C21_F_a_9mor_s_b_NPUR_2,C21_F_a_9mor_s_b_NPUR_3,C21_F_a_9mor_s_b_NPUR_4,C21_F_a_9mor_s_b_NPUR_5,C21_F_a_9m_s_b_NPUR_6mor,C21_F_a_9mor_st_bl_Tot,C21_F_a_AH_NPUR_1,C21_F_a_AH_NPUR_2,C21_F_a_AH_NPUR_3,C21_F_a_AH_NPUR_4,C21_F_a_AH_NPUR_5,C21_F_a_AH_NPUR_6mor,C21_F_a_AH_Tot,C21_F_a_Tot_NPUR_1,C21_F_a_Tot_NPUR_2,C21_F_a_Tot_NPUR_3,C21_F_a_Tot_NPUR_4,C21_F_a_Tot_NPUR_5,C21_F_a_Tot_NPUR_6mor,C21_F_a_Tot_Tot,C21_OD_CCH_NPUR_1,C21_OD_CCH_NPUR_2,C21_OD_CCH_NPUR_3,C21_OD_CCH_NPUR_4,C21_OD_CCH_NPUR_5,C21_OD_CCH_NPUR_6mor,C21_OD_CCH_Tot,C21_OD_IHTSO_NPUR_1,C21_OD_IHTSO_NPUR_2,C21_OD_IHTSO_NPUR_3,C21_OD_IHTSO_NPUR_4,C21_OD_IHTSO_NPUR_5,C21_OD_IHTSO_NPUR_6mor,C21_OD_IHTSO_Tot,C21_OD_H_f_a_s_o_NPUR_1,C21_OD_H_f_a_s_o_NPUR_2,C21_OD_H_f_a_s_o_NPUR_3,C21_OD_H_f_a_s_o_NPUR_4,C21_OD_H_f_a_s_o_NPUR_5,C21_OD_H_f_a_s_o_NPUR_6mor,C21_OD_H_f_a_s_o_Tot,C21_OD_Tot_NPUR_1,C21_OD_Tot_NPUR_2,C21_OD_Tot_NPUR_3,C21_OD_Tot_NPUR_4,C21_OD_Tot_NPUR_5,C21_OD_Tot_NPUR_6mor,C21_OD_Tot_Tot,C21_DS_ns_NPUR_1,C21_DS_ns_NPUR_2,C21_DS_ns_NPUR_3,C21_DS_ns_NPUR_4,C21_DS_ns_NPUR_5,C21_DS_ns_NPUR_6more,C21_Dwg_st_NS_Tot,C21_Tot_NPUR_1,C21_Tot_NPUR_2,C21_Tot_NPUR_3,C21_Tot_NPUR_4,C21_Tot_NPUR_5,C21_Tot_NPUR_6more,C21_Tot_Tot
LGA52100,0,0,0,0,4,0,0,0,0,6,4,4,0,0,0,0,8,117,173,51,43,20,9,421,104,155,37,30,35,7,372,9,0,0,0,0,0,11,3,0,0,0,0,0,3,19,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,0,5,0,0,0,0,0,0,0,126,157,39,31,35,7,395
LGA52170,0,0,3,3,0,0,0,0,0,3,3,0,0,0,0,0,4,732,988,393,410,228,46,2805,353,721,325,394,211,56,2058,47,45,25,13,3,0,136,68,91,36,19,5,0,224,116,133,65,36,10,0,364,74,64,15,8,0,0,157,195,116,15,5,0,0,337,48,26,11,4,0,0,86,0,0,0,0,0,0,0,0,0,0,0,0,0,3,313,208,40,18,0,0,581,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,782,1065,431,446,219,58,2998
LGA52240,0,0,0,3,0,0,0,0,0,4,0,3,0,0,0,0,4,99,159,49,45,24,11,389,121,150,44,51,24,8,391,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,5,6,0,0,0,0,0,8,127,150,47,51,24,8,405
LGA52310,0,0,0,0,0,0,0,0,0,5,4,0,0,0,0,0,0,91,134,33,29,17,10,306,98,156,33,38,12,6,356,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,6,0,0,0,0,0,0,0,98,163,40,38,12,6,359
LGA52380,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,5,36,25,3,0,0,0,70,26,26,5,0,0,0,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,10,0,0,0,0,0,0,3,41,26,5,0,0,0,70
LGA52450,0,0,0,13,0,0,0,0,0,12,5,6,3,3,0,0,15,139,157,70,61,33,15,485,127,143,46,62,35,16,433,9,0,0,0,0,0,9,0,0,0,0,0,0,0,9,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,4,0,0,0,0,0,0,0,141,145,46,62,38,16,447
LGA52520,0,0,9,15,0,0,0,0,0,15,0,5,0,0,0,0,5,140,174,66,62,42,15,499,96,136,56,62,39,16,397,3,0,0,0,0,0,11,0,0,0,0,0,0,0,3,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,3,0,0,0,0,0,0,0,5,0,0,0,3,0,11,10,4,0,0,3,0,16,3,0,0,0,0,0,9,111,139,59,58,41,16,431
LGA52590,0,0,9,27,20,0,0,0,0,54,9,0,0,0,0,0,6,342,544,134,144,45,18,1236,318,515,118,125,60,16,1152,7,10,5,0,0,0,25,3,3,0,0,0,0,11,12,18,5,0,0,0,35,0,5,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,9,6,4,0,0,0,0,14,12,9,0,4,0,0,26,4,0,0,0,0,0,0,25,20,0,4,0,0,48,10,8,0,0,0,0,16,359,558,125,128,60,21,1253
LGA52660,0,0,0,45,19,0,0,0,0,72,10,5,0,0,0,0,17,944,1786,788,838,327,148,4830,953,1804,813,815,359,148,4886,150,110,19,6,10,4,302,0,3,0,0,0,0,3,150,116,19,10,10,4,303,12,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,15,57,26,0,0,0,0,87,0,0,0,0,0,0,5,0,0,0,0,0,0,0,62,29,5,0,0,0,93,0,0,0,0,0,0,6,1182,1947,835,828,362,154,5302
LGA52730,0,0,0,8,6,0,0,0,0,14,0,12,0,0,5,0,13,603,911,288,258,94,36,2189,646,879,261,226,110,43,2162,53,58,19,23,7,6,163,4,4,0,0,0,0,3,57,62,19,23,7,6,169,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,4,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,4,0,0,0,0,15,3,3,4,0,0,0,16,703,958,283,252,117,50,2362
LGA52800,0,0,16,61,35,13,3,0,4,114,9,0,0,0,0,0,16,508,533,290,273,171,268,2040,419,424,201,194,140,204,1588,75,31,6,6,3,0,127,6,3,0,0,0,0,8,76,37,7,6,3,0,134,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,30,24,4,0,0,0,58,0,3,0,0,0,0,4,5,8,4,0,0,0,16,37,29,7,0,0,0,78,23,16,0,4,4,0,43,552,505,221,202,149,208,1844
LGA52870,0,0,3,9,5,0,0,0,0,19,5,5,0,0,0,0,14,517,914,240,283,121,56,2130,519,972,259,282,130,60,2221,25,6,3,0,0,0,38,0,0,0,0,0,0,3,25,9,3,6,0,0,44,5,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,3,7,3,0,0,0,0,7,3,3,0,0,0,0,10,3,6,0,0,0,0,4,10,11,3,0,0,0,23,5,4,0,0,0,0,12,565,992,268,285,130,62,2305
LGA52940,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,78,101,30,23,23,4,265,93,93,26,24,26,3,271,6,0,0,0,0,0,4,0,0,0,0,0,0,0,6,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,0,0,0,0,10,0,0,0,0,0,0,0,104,102,25,24,26,3,282
LGA53010,0,0,6,0,0,0,0,0,0,6,0,0,0,0,0,0,0,83,103,37,31,13,0,270,66,87,24,26,20,4,224,3,4,0,0,0,0,8,0,0,0,0,0,0,0,3,4,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71,91,30,26,20,4,235
LGA53080,0,0,0,14,0,0,0,0,0,12,11,4,0,0,0,0,15,148,91,26,13,8,9,302,122,74,24,19,5,3,248,4,0,0,0,0,0,4,0,0,0,0,0,0,0,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,7,3,4,0,0,0,0,5,128,77,24,19,3,3,258
LGA53150,0,0,7,9,4,0,0,0,0,13,3,0,0,0,0,0,6,679,910,419,488,178,43,2712,332,595,332,454,159,44,1926,75,88,24,26,7,3,225,108,144,50,25,5,0,327,178,233,75,49,16,4,548,33,15,7,0,0,0,59,113,35,3,9,0,0,156,92,65,15,5,0,0,174,14,17,3,0,0,0,33,4,0,0,0,0,0,4,254,134,29,9,0,0,424,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,9,6,0,0,0,0,0,9,5,0,0,0,0,0,3,777,971,438,514,177,51,2913
LGA53220,0,0,12,33,9,3,4,0,0,42,18,4,0,0,0,0,22,362,418,224,274,157,143,1584,329,388,238,265,134,137,1491,30,8,0,0,0,0,41,11,4,0,0,0,0,18,38,10,4,0,0,0,58,23,10,5,0,0,0,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,10,5,0,0,0,38,12,16,4,0,0,0,25,3,0,0,0,0,0,0,0,0,0,0,0,0,0,15,15,4,0,0,0,33,22,3,0,0,0,0,28,430,419,249,266,136,142,1644
LGA53290,0,0,5,22,18,8,4,0,0,51,31,24,4,11,6,6,76,1276,1732,671,676,313,156,4816,1062,1657,602,617,276,133,4339,244,92,26,10,3,6,378,22,10,0,3,0,0,40,265,105,25,9,3,6,413,71,8,0,4,0,0,89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4,73,14,0,4,0,0,95,37,24,3,0,0,0,65,3,8,0,0,0,0,8,0,3,0,0,0,0,4,44,32,0,0,0,0,72,22,19,5,11,8,5,67,1461,1824,636,636,295,139,4990
LGA53360,0,0,0,55,28,5,5,0,4,92,0,5,0,0,0,0,3,250,340,141,150,55,17,950,167,310,129,161,70,20,856,8,10,0,0,0,0,18,0,5,0,0,0,0,8,7,14,0,4,0,0,25,35,18,4,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,18,4,0,0,0,50,53,43,12,10,4,3,126,3,4,0,0,0,0,11,4,4,4,9,0,0,14,61,45,20,13,4,3,146,7,5,3,0,0,0,17,282,390,158,181,79,21,1097
LGA53430,0,0,19,58,44,8,0,0,0,113,48,25,8,4,0,0,85,3669,4108,1772,1388,451,125,11517,1758,2823,1403,1348,413,126,7871,715,488,146,96,18,3,1477,616,532,187,99,30,3,1457,1330,1016,332,191,47,11,2932,249,97,18,7,0,0,372,305,183,34,17,0,0,547,573,452,89,19,3,0,1139,31,18,0,0,0,0,53,17,17,5,4,3,0,46,1179,759,152,48,8,0,2154,77,55,0,0,0,0,135,0,0,0,0,0,0,0,4,7,3,0,4,0,25,90,65,4,3,4,0,160,24,13,0,0,0,0,31,4380,4678,1895,1596,469,136,13148
LGA53570,0,0,5,10,11,0,0,0,0,21,13,11,0,3,3,5,39,476,776,221,223,117,68,1876,468,836,241,196,99,73,1912,25,15,0,0,0,0,37,3,6,0,0,0,0,3,23,16,0,0,0,0,43,16,5,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,7,0,0,0,0,22,19,12,0,0,0,0,33,0,0,0,0,0,0,5,0,0,0,0,0,0,4,24,10,0,0,0,0,39,4,0,0,0,0,0,7,539,871,239,199,100,75,2026
LGA53640,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,3,116,163,58,47,29,13,426,108,159,51,69,29,13,425,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,5,115,163,50,69,29,14,437
LGA53710,0,0,0,6,0,0,0,0,0,7,4,0,0,0,0,0,8,116,144,59,38,21,13,391,102,152,35,33,30,6,361,14,5,0,0,0,0,18,0,0,0,0,0,0,0,14,3,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4,0,0,0,0,0,0,0,122,155,38,33,31,6,383
LGA53780,4,3,82,100,51,21,14,4,7,194,33,19,11,5,4,0,81,7722,11566,7130,7042,3375,2151,38996,7043,10977,6939,7464,3366,2124,37916,1550,958,359,234,101,51,3252,214,142,86,44,9,3,491,1763,1097,449,278,113,53,3746,243,128,54,40,16,7,479,123,97,37,9,0,0,268,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,9,0,9,0,5,54,391,238,94,55,19,8,801,80,28,0,0,0,0,110,0,0,0,0,0,0,9,24,26,7,0,4,0,62,108,55,7,0,4,0,176,23,7,6,0,4,0,40,9334,12369,7487,7798,3507,2184,42675
LGA53800,3,10,87,136,96,17,19,3,13,287,24,16,5,6,4,0,52,3466,4891,2046,2009,872,423,13707,2884,4506,1971,1791,800,415,12367,748,343,71,44,18,6,1227,105,119,32,24,10,5,295,850,465,101,67,27,12,1519,137,50,14,7,0,0,206,13,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,12,152,58,14,7,0,0,230,75,39,0,0,0,0,113,8,7,0,0,0,0,19,6,5,3,0,0,0,18,94,54,4,0,0,4,154,44,12,3,0,3,0,67,4020,5097,2090,1868,837,425,14338
LGA53920,0,0,10,23,7,3,0,0,3,38,3,0,0,0,0,0,9,199,150,96,80,61,117,695,153,129,122,90,74,163,740,31,9,4,7,0,7,66,10,0,0,0,0,0,10,42,9,4,7,0,7,80,4,3,0,4,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,4,0,0,15,16,14,6,0,0,0,41,5,0,0,0,0,0,8,0,0,0,0,0,0,0,26,19,5,0,0,0,48,19,8,0,0,0,0,30,246,167,137,104,79,170,908
LGA53990,0,0,10,64,24,4,4,0,0,90,18,22,10,6,0,0,51,1765,3179,1420,1620,688,312,8974,1722,3581,1473,1653,728,342,9503,204,108,25,7,10,0,350,0,0,3,0,4,0,11,201,112,25,9,11,0,360,27,10,3,0,0,0,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,10,3,0,0,0,47,89,33,4,0,4,0,132,6,0,3,0,0,0,15,3,0,3,0,0,0,9,99,36,8,0,4,0,149,11,0,3,0,0,0,13,2058,3745,1510,1671,745,345,10077
LGA54060,0,0,5,23,15,0,0,0,0,38,4,7,0,5,0,0,21,392,591,169,157,77,24,1403,327,534,164,132,69,20,1238,61,20,0,0,3,0,76,21,22,3,9,0,0,55,77,36,4,6,3,0,130,20,9,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,9,0,0,0,0,23,14,11,0,0,0,0,23,0,0,0,0,0,0,0,0,4,0,0,0,0,3,20,10,0,0,0,0,31,5,4,0,0,0,0,11,437,596,169,145,74,20,1437
LGA54130,0,0,3,3,7,0,0,0,0,13,0,0,0,0,0,0,0,108,161,43,47,29,3,391,112,143,28,59,33,7,391,11,0,0,0,0,0,14,0,0,0,0,0,0,0,11,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,0,4,0,0,14,0,0,0,0,0,0,0,4,0,0,0,0,0,6,12,9,0,4,0,0,19,6,0,0,0,0,0,4,140,156,33,58,35,7,424
LGA54170,0,0,18,103,53,6,8,0,0,169,21,15,7,11,0,0,58,9251,18268,9530,11298,4199,1261,53806,7575,17887,9198,11150,3985,1184,50982,1758,1207,388,211,50,5,3617,472,471,181,121,22,16,1285,2231,1680,561,329,74,25,4900,291,140,24,10,0,0,464,242,170,39,10,3,0,469,224,183,46,10,0,0,471,0,0,0,0,0,0,0,41,21,3,6,4,4,83,804,516,114,37,11,4,1483,66,28,0,0,0,0,97,0,0,0,0,0,0,0,3,12,0,6,0,0,16,71,37,5,8,0,0,120,19,8,4,0,0,0,32,10704,20119,9890,11530,4070,1210,57522
LGA54200,6,3,35,50,29,13,11,6,3,105,13,14,7,8,0,0,49,4055,7107,3269,3472,1507,678,20084,3885,7053,3311,3499,1541,633,19923,572,266,80,35,11,4,975,34,33,10,7,0,0,80,606,298,93,35,11,5,1048,27,14,5,0,0,0,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,14,5,4,0,0,38,46,28,6,3,0,0,86,73,36,5,0,0,4,120,7,0,4,0,0,0,11,3,15,7,4,3,0,36,88,53,13,6,3,4,165,0,12,6,0,0,0,20,4623,7446,3428,3552,1554,648,21248
LGA54280,0,0,12,116,37,7,0,0,0,170,32,16,3,4,0,4,51,2441,3097,1619,1638,755,397,9953,1766,2597,1363,1382,665,337,8110,712,355,161,100,27,19,1369,55,83,32,23,7,4,202,768,433,189,121,35,20,1569,76,28,9,4,6,0,127,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,76,33,9,4,6,0,125,85,45,3,0,0,0,138,0,0,0,0,0,0,0,7,3,3,0,0,0,16,90,47,11,0,0,0,150,15,7,5,0,0,0,26,2725,3113,1578,1517,702,355,9991
LGA54310,0,0,8,58,39,6,3,6,0,109,15,11,3,6,0,0,36,1235,1799,1058,1231,568,278,6176,747,1328,895,1211,564,219,4951,292,244,100,64,26,10,739,75,44,19,7,4,0,155,365,293,122,68,33,10,893,57,34,7,3,0,0,98,33,23,5,0,0,0,59,19,16,4,9,0,0,40,85,42,8,4,0,0,137,0,0,0,0,0,0,0,191,110,11,11,0,0,330,37,34,6,3,0,0,82,0,0,0,0,0,0,7,0,0,0,0,3,0,0,42,43,7,3,4,0,97,20,14,6,0,0,0,34,1360,1784,1041,1289,600,230,6308
LGA54340,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,10,390,509,183,159,81,75,1400,337,475,191,170,69,77,1313,75,32,12,0,0,3,121,0,0,0,0,0,0,4,74,33,12,0,0,3,126,3,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,5,3,0,0,0,0,0,6,422,514,210,170,67,83,1456
LGA54410,0,0,4,0,0,0,0,0,0,3,4,3,0,5,0,0,9,128,177,60,47,25,20,453,121,162,53,35,16,14,400,7,4,0,0,0,0,12,0,0,0,0,0,0,0,7,4,0,0,0,0,12,13,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,19,5,0,0,0,0,0,5,0,0,0,0,0,0,0,3,0,0,0,0,0,3,3,0,0,0,0,0,3,0,0,0,0,0,0,3,143,169,52,35,14,14,436
LGA54480,0,0,0,0,5,0,0,0,0,4,0,0,0,0,0,0,0,48,58,32,32,11,7,192,50,49,15,34,15,0,167,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52,49,19,34,15,0,174
LGA54550,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,216,282,83,111,45,17,745,226,241,76,87,53,21,696,21,6,5,0,0,0,30,0,0,0,0,0,0,0,21,6,5,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,0,0,0,0,0,3,251,247,77,90,53,21,737
LGA54620,0,0,0,4,0,0,0,0,0,4,0,0,0,0,0,0,3,91,117,51,29,15,11,315,83,117,31,30,12,9,282,6,0,0,0,0,0,6,0,0,0,0,0,0,0,6,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,4,0,0,0,0,0,0,0,99,124,31,30,12,9,297
LGA54690,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53,67,22,14,9,4,175,61,55,14,15,13,4,154,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56,55,14,15,13,4,157
LGA54760,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,89,117,32,35,24,0,299,64,100,28,31,25,7,258,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,4,0,4,0,0,0,0,5,73,111,28,30,25,7,270
