LGA_CODE_2021,C16_CFNC_BF_4000more,C16_CFNC_BF_Ns,C16_CFNC_BF_Tot,C16_CFNC_BPT_Neg_ni_inc,C16_CFNC_BPT_1_149,C16_CFNC_BPT_150_399,C16_CFNC_BPT_400_649,C16_CFNC_BPT_650_799,C16_CFNC_BPT_800_1249,C16_CFNC_BPT_1250_1999,C16_CFNC_BPT_2000_2499,C16_CFNC_BPT_2500_2999,C16_CFNC_BPT_3000_3999,C16_CFNC_BPT_4000more,C16_CFNC_BPT_Ns,C16_CFNC_BPT_Tot,C16_CFNC_1F1P_Neg_ni_inc,C16_CFNC_1F1P_1_149,C16_CFNC_1F1P_150_399,C16_CFNC_1F1P_400_649,C16_CFNC_1F1P_650_799,C16_CFNC_1F1P_800_1249,C16_CFNC_1F1P_1250_1999,C16_CFNC_1F1P_2000_2499,C16_CFNC_1F1P_2500_2999,C16_CFNC_1F1P_3000_3999,C16_CFNC_1F1P_4000more,C16_CFNC_1F1P_Ns,C16_CFNC_1F1P_Tot,C16_CFNC_1E1A_Neg_ni_inc,C16_CFNC_1E1A_1_149,C16_CFNC_1E1A_150_399,C16_CFNC_1E1A_400_649,C16_CFNC_1E1A_650_799,C16_CFNC_1E1A_800_1249,C16_CFNC_1E1A_1250_1999,C16_CFNC_1E1A_2000_2499,C16_CFNC_1E1A_2500_2999,C16_CFNC_1E1A_3000_3999,C16_CFNC_1E1A_4000more,C16_CFNC_1E1A_Ns,C16_CFNC_1E1A_Tot,C16_CFNC_1F1NW_Neg_ni_inc,C16_CFNC_1F1NW_1_149,C16_CFNC_1F1NW_150_399,C16_CFNC_1F1NW_400_649,C16_CFNC_1F1NW_650_799,C16_CFNC_1F1NW_800_1249,C16_CFNC_1F1NW_1250_1999,C16_CFNC_1F1NW_2000_2499,C16_CFNC_1F1NW_2500_2999,C16_CFNC_1F1NW_3000_3999,C16_CFNC_1F1NW_4000more,C16_CFNC_1F1NW_Ns,C16_CFNC_1F1NW_Tot,C16_CFNC_1P1NW_Neg_ni_inc,C16_CFNC_1P1NW_1_149,C16_CFNC_1P1NW_150_399,C16_CFNC_1P1NW_400_649,C16_CFNC_1P1NW_650_799,C16_CFNC_1P1NW_800_1249,C16_CFNC_1P1NW_1250_1999,C16_CFNC_1P1NW_2000_2499,C16_CFNC_1P1NW_2500_2999,C16_CFNC_1P1NW_3000_3999,C16_CFNC_1P1NW_4000more,C16_CFNC_1P1NW_Ns,C16_CFNC_1P1NW_Tot,C16_CFNC_1A1NW_Neg_ni_inc,C16_CFNC_1A1NW_1_149,C16_CFNC_1A1NW_150_399,C16_CFNC_1A1NW_400_649,C16_CFNC_1A1NW_650_799,C16_CFNC_1A1NW_800_1249,C16_CFNC_1A1NW_1250_1999,C16_CFNC_1A1NW_2000_2499,C16_CFNC_1A1NW_2500_2999,C16_CFNC_1A1NW_3000_3999,C16_CFNC_1A1NW_4000more,C16_CFNC_1A1NW_Ns,C16_CFNC_1A1NW_Tot,C16_CFNC_BA_Neg_ni_inc,C16_CFNC_BA_1_149,C16_CFNC_BA_150_399,C16_CFNC_BA_400_649,C16_CFNC_BA_650_799,C16_CFNC_BA_800_1249,C16_CFNC_BA_1250_1999,C16_CFNC_BA_2000_2499,C16_CFNC_BA_2500_2999,C16_CFNC_BA_3000_3999,C16_CFNC_BA_4000more,C16_CFNC_BA_Ns,C16_CFNC_BA_Tot,C16_CFNC_BNW_Neg_ni_inc,C16_CFNC_BNW_1_149,C16_CFNC_BNW_150_399,C16_CFNC_BNW_400_649,C16_CFNC_BNW_650_799,C16_CFNC_BNW_800_1249,C16_CFNC_BNW_1250_1999,C16_CFNC_BNW_2000_2499,C16_CFNC_BNW_2500_2999,C16_CFNC_BNW_3000_3999,C16_CFNC_BNW_4000more,C16_CFNC_BNW_Ns,C16_CFNC_BNW_Tot,C16_CFNC_LFns_Neg_ni_inc,C16_CFNC_LFns_1_149,C16_CFNC_LFns_150_399,C16_CFNC_LFns_400_649,C16_CFNC_LFns_650_799,C16_CFNC_LFns_800_1249,C16_CFNC_LFns_1250_1999,C16_CFNC_LFns_2000_2499,C16_CFNC_LFns_2500_2999,C16_CFNC_LFns_3000_3999,C16_CFNC_LFns_4000more,C16_CFNC_LFns_Ns,C16_CFNC_LFns_Tot,C16_CFNC_Tot_Neg_ni_inc,C16_CFNC_Tot_1_149,C16_CFNC_Tot_150_399,C16_CFNC_Tot_400_649,C16_CFNC_Tot_650_799,C16_CFNC_Tot_800_1249,C16_CFNC_Tot_1250_1999,C16_CFNC_Tot_2000_2499,C16_CFNC_Tot_2500_2999,C16_CFNC_Tot_3000_3999,C16_CFNC_Tot_4000more,C16_CFNC_Tot_Ns,C16_CFNC_Tot_Tot,C16_CFC_BFT_Neg_ni_inc,C16_CFC_BFT_1_149,C16_CFC_BFT_150_399,C16_CFC_BFT_400_649,C16_CFC_BFT_650_799,C16_CFC_BFT_800_1249,C16_CFC_BFT_1250_1999,C16_CFC_BFT_2000_2499,C16_CFC_BFT_2500_2999,C16_CFC_BFT_3000_3999,C16_CFC_BFT_4000more,C16_CFC_BFT_Ns,C16_CFC_BFT_Tot,C16_CFC_BPT_Neg_ni_inc,C16_CFC_BPT_1_149,C16_CFC_BPT_150_399,C16_CFC_BPT_400_649,C16_CFC_BPT_650_799,C16_CFC_BPT_800_1249,C16_CFC_BPT_1250_1999,C16_CFC_BPT_2000_2499,C16_CFC_BPT_2500_2999,C16_CFC_BPT_3000_3999,C16_CFC_BPT_4000more,C16_CFC_BPT_Ns,C16_CFC_BPT_Tot,C16_CFC_1F1P_Neg_ni_inc,C16_CFC_1F1P_1_149,C16_CFC_1F1P_150_399,C16_CFC_1F1P_400_649,C16_CFC_1F1P_650_799,C16_CFC_1F1P_800_1249,C16_CFC_1F1P_1250_1999,C16_CFC_1F1P_2000_2499,C16_CFC_1F1P_2500_2999,C16_CFC_1F1P_3000_3999,C16_CFC_1F1P_4000more,C16_CFC_1F1P_Ns,C16_CFC_1F1P_Tot,C16_CF_1E1A_Neg_ni_inc,C16_CF_1E1A_1_149,C16_CF_1E1A_150_399,C16_CF_1E1A_400_649,C16_CF_1E1A_650_799,C16_CF_1E1A_800_1249,C16_CF_1E1A_1250_1999,C16_CF_1E1A_2000_2499,C16_CF_1E1A_2500_2999,C16_CF_1E1A_3000_3999,C16_CF_1E1A_4000more,C16_CF_1E1A_Ns,C16_CF_1E1A_Tot,C16_CF_1F1NW_Neg_ni_inc,C16_CF_1F1NW_1_149,C16_CF_1F1NW_150_399,C16_CF_1F1NW_400_649,C16_CF_1F1NW_650_799,C16_CF_1F1NW_800_1249,C16_CF_1F1NW_1250_1999,C16_CF_1F1NW_2000_2499,C16_CF_1F1NW_2500_2999,C16_CF_1F1NW_3000_3999,C16_CF_1F1NW_4000more,C16_CF_1F1NW_Ns,C16_CF_1F1NW_Tot,C16_CF_1P1NW_Neg_ni_inc,C16_CF_1P1NW_1_149
LGA54170,600,51,3155,3,6,5,25,37,172,244,105,55,28,45,14,746,3,0,0,6,18,140,636,475,370,283,282,43,2262,0,0,5,11,0,20,71,55,58,55,70,13,365,3,0,3,25,42,298,508,329,95,193,131,44,1678,0,13,45,127,142,376,316,112,38,28,44,23,1263,0,5,4,13,15,47,57,20,4,9,11,9,193,0,0,0,0,4,12,11,17,21,18,15,8,97,173,89,103,528,1209,1514,791,181,87,80,89,204,5027,0,0,0,5,8,11,12,0,0,4,4,1174,1229,185,112,160,742,1477,2630,2960,1931,1381,1570,1282,1577,16014,3,5,0,8,0,20,174,372,542,1160,1346,400,4036,0,0,3,4,6,68,182,138,110,100,105,71,801,6,0,4,6,5,129,975,1207,1532,1517,1866,526,7771,0,0,0,7,0,18,105,136,144,235,232,79,961,10,0,0,19,27,284,998,902,320,810,623,243,4246,4,3
LGA54200,151,22,1196,0,0,0,8,11,50,78,25,8,13,9,3,212,0,0,0,0,0,58,259,165,107,94,76,17,792,0,0,3,0,0,10,29,29,16,20,17,4,122,0,0,0,10,18,135,240,131,41,66,43,22,698,0,6,13,50,61,135,108,41,16,9,9,12,463,0,0,0,4,4,19,15,4,0,7,0,5,64,0,0,0,0,0,5,6,6,4,9,3,12,51,85,33,55,222,605,570,266,67,31,31,37,73,2075,0,0,0,0,9,5,11,0,0,0,0,462,494,92,44,81,292,715,1007,1174,760,484,532,346,629,6164,5,0,0,0,4,16,101,194,239,325,320,127,1325,0,0,0,4,0,31,88,38,39,36,24,26,286,4,0,0,3,4,84,460,408,414,400,322,144,2238,0,0,0,0,0,15,45,46,52,67,48,23,294,4,4,5,7,14,194,475,312,106,211,141,87,1564,0,0
LGA54280,186,24,903,4,0,0,0,5,13,14,5,14,3,0,4,54,0,0,0,0,0,17,106,80,85,59,54,3,424,0,0,0,0,0,0,11,15,17,15,0,11,70,0,0,0,7,4,53,120,80,18,41,15,7,345,0,0,5,16,19,24,25,8,3,0,0,3,115,0,0,0,3,0,7,13,4,0,3,0,0,33,0,0,0,0,0,0,0,4,4,7,12,6,33,22,8,6,38,102,50,40,10,6,4,0,9,295,0,0,0,0,4,0,4,0,3,0,0,236,249,28,9,22,65,136,183,394,362,307,425,276,304,2523,0,0,0,0,0,8,25,89,126,259,248,60,821,0,0,0,0,0,9,7,0,12,12,8,3,49,0,0,0,0,4,25,137,169,235,201,214,42,1031,0,0,0,0,0,0,20,22,40,44,39,17,185,3,0,0,0,13,42,258,261,52,141,58,34,864,0,0
LGA54310,272,13,706,0,0,0,0,0,0,13,3,0,4,0,0,24,0,0,0,0,0,3,37,40,63,42,60,0,241,0,0,0,0,0,0,9,5,9,11,22,3,67,0,0,0,4,4,21,55,48,23,41,31,12,243,0,0,0,0,0,10,4,4,4,6,0,0,28,0,0,0,0,0,0,8,9,4,3,5,0,35,0,0,0,0,0,0,0,3,3,7,10,3,34,4,5,3,15,10,8,3,0,5,5,0,11,61,0,0,0,0,0,4,0,3,0,0,0,127,134,6,3,4,16,24,55,168,203,201,327,400,170,1576,0,0,0,0,0,5,13,31,53,157,238,52,555,0,0,0,0,0,3,4,7,10,6,9,3,49,0,0,0,0,0,6,63,99,127,121,268,52,736,0,0,0,0,0,0,6,12,18,39,51,6,131,0,0,0,0,5,24,93,206,48,190,114,35,726,0,0
LGA54340,7,11,104,0,0,0,0,0,8,7,0,0,0,0,0,24,0,0,0,0,0,5,16,15,20,3,0,0,68,0,0,0,0,0,0,0,4,0,0,0,0,17,0,0,0,3,3,16,13,7,0,0,5,0,40,0,0,0,3,7,5,3,0,0,0,0,6,22,0,0,0,0,0,5,4,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,4,14,64,18,14,4,0,0,3,9,129,0,0,0,4,4,0,0,0,0,0,0,23,31,8,0,4,25,79,65,87,49,34,22,12,44,431,0,0,0,0,0,5,8,12,8,13,8,16,75,0,0,0,0,0,4,9,0,0,0,0,4,15,0,0,0,5,0,13,23,19,14,10,12,8,102,0,0,0,0,0,0,0,0,6,6,0,0,16,0,0,0,4,4,19,35,10,5,0,0,7,76,0,0
LGA54410,7,0,38,0,0,0,3,0,3,3,0,0,0,0,0,13,0,0,0,0,0,5,5,3,0,3,0,0,25,0,0,0,0,0,0,0,0,5,0,0,0,3,0,0,0,0,0,5,0,4,0,0,0,0,10,0,0,0,5,0,5,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,9,19,12,4,0,0,0,0,6,43,0,0,0,0,0,0,0,0,0,0,0,7,14,0,0,0,14,21,25,27,15,13,14,4,20,159,0,0,0,0,0,0,3,5,0,4,0,4,17,0,0,0,0,0,5,0,0,0,0,0,0,4,0,0,0,0,0,4,13,0,3,0,3,4,29,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,10,6,4,0,0,3,0,30,0,0
LGA54480,9,3,14,0,0,0,0,0,0,3,0,0,0,0,0,7,0,0,0,0,0,0,4,3,0,4,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,5,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,9,9,14,3,0,4,9,12,54,0,0,0,5,0,8,0,0,0,0,6,9,19,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,8,4,4,5,5,0,27,0,0,0,0,0,0,0,7,0,0,0,0,7,0,0,0,0,0,3,3,0,0,0,0,0,5,0,0
LGA54550,10,0,75,0,0,0,0,0,6,10,0,0,0,0,0,18,0,0,0,0,0,5,17,4,6,8,0,0,36,0,0,0,0,0,0,0,5,0,0,0,0,11,0,0,0,0,0,5,10,0,0,0,0,0,14,0,0,0,0,0,0,11,0,4,3,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,5,0,0,0,0,0,5,0,0,0,8,21,14,5,0,0,0,0,0,52,0,0,0,0,0,0,3,0,0,0,0,18,22,0,5,4,6,27,46,74,28,21,19,13,23,259,0,0,0,0,0,3,7,4,4,5,5,9,48,0,0,0,0,0,0,6,0,0,0,0,0,9,0,0,0,0,0,6,21,13,4,9,7,13,76,0,0,0,0,0,0,0,3,5,0,0,0,12,0,0,0,6,3,6,13,3,0,0,0,0,26,0,0
LGA54620,0,0,45,0,0,0,0,0,0,0,0,4,0,0,0,5,0,0,0,0,0,7,8,0,0,0,4,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,7,0,0,0,0,0,0,3,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,0,3,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,5,5,0,0,5,5,5,19,30,9,3,10,3,11,105,0,0,0,0,0,0,8,9,0,3,5,6,29,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,6,8,5,6,0,0,5,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,11,0,0
LGA54690,3,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,5,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,8,6,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,3,3,3,0,0,8,11,4,9,9,0,6,3,0,58,0,0,0,0,0,0,0,6,0,0,4,3,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,7,0,4,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,4,7,0,0
LGA54760,5,3,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,12,8,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,8,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,3,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,6,6,0,0,3,5,7,15,27,15,5,8,6,15,106,0,0,0,0,0,3,4,5,3,0,5,4,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,9,4,0,3,0,5,23,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,3,3,3,0,0,0,0,18,0,0
LGA54830,67,14,886,0,0,0,6,12,30,31,19,0,9,0,0,103,0,0,0,3,6,44,182,101,79,39,15,0,465,0,0,0,5,5,6,29,16,18,15,11,4,107,0,0,0,14,24,114,147,63,18,22,7,15,427,0,3,8,30,37,71,30,4,7,3,3,7,207,0,0,0,4,0,11,10,4,0,3,0,4,36,0,0,0,0,0,5,12,11,3,3,0,5,31,45,16,33,137,278,166,73,15,4,12,11,37,821,0,0,0,3,0,3,6,0,0,0,0,266,276,52,24,41,201,362,464,670,511,326,255,109,344,3359,0,0,0,0,5,7,105,160,157,182,97,49,765,0,0,0,3,12,21,53,28,9,10,6,3,145,0,0,0,0,6,62,361,248,217,116,67,68,1143,0,0,0,0,0,13,52,49,34,42,23,10,218,3,0,0,16,15,247,452,221,59,102,39,61,1217,3,0
LGA54900,3,9,53,0,0,0,0,0,3,3,4,0,0,0,0,11,0,0,0,0,0,0,9,5,4,0,3,0,30,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,3,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,0,0,0,5,0,0,0,0,4,10,0,0,0,0,0,4,14,0,0,0,0,0,0,0,0,0,0,0,9,10,3,0,3,3,8,22,20,26,10,4,17,17,139,0,0,0,0,0,0,8,0,3,3,9,7,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,11,11,6,3,4,7,46,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,11,6,8,3,0,0,4,29,0,0
LGA54970,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,6,0,3,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,4,4,0,3,0,10,3,3,6,7,0,3,0,4,48,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,6,0,0
LGA55040,3,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,7,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,7,0,0,0,0,5,0,0,0,0,0,0,3,10,0,0,0,0,0,0,0,0,0,0,0,10,10,0,0,0,3,5,9,14,11,6,17,9,9,82,0,0,0,0,0,0,3,0,0,4,3,0,19,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,3,0,12,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,3,11,5,0,4,0,0,30,0,0
LGA55110,180,18,1142,0,0,0,15,29,83,98,27,20,21,9,7,310,0,0,9,9,8,81,318,240,169,97,97,12,1034,0,0,0,0,9,17,38,26,35,42,26,6,186,0,0,6,21,23,170,315,172,43,85,43,22,901,0,5,37,93,111,214,111,35,21,11,17,11,673,10,6,4,21,10,33,27,18,7,11,3,12,156,0,0,0,0,0,6,14,12,7,11,10,8,75,133,72,106,568,1583,1260,625,97,30,37,61,197,4771,0,0,0,3,14,12,14,4,0,0,0,844,903,153,92,167,737,1785,1906,1756,865,523,598,434,1129,10148,0,0,0,0,3,20,110,178,209,311,289,132,1261,0,0,0,5,5,40,94,37,31,19,22,29,284,0,3,4,4,3,89,441,408,434,345,331,132,2185,0,0,0,3,0,14,52,55,51,56,62,36,335,0,0,3,17,26,212,579,383,102,189,123,99,1746,0,3
LGA55180,16,0,214,0,0,0,6,7,18,27,6,4,5,5,4,80,0,0,0,0,9,16,73,37,13,7,3,0,173,0,0,0,0,0,4,11,8,3,4,0,3,36,0,0,0,0,8,20,33,10,6,9,0,6,87,0,0,5,15,13,21,11,0,0,0,0,8,83,0,0,0,3,4,3,6,0,0,0,0,0,22,0,0,0,0,0,0,4,6,0,3,0,4,26,16,4,7,48,124,79,31,7,0,0,9,22,351,0,0,0,0,0,0,5,0,0,0,0,90,96,13,9,14,96,167,193,255,135,65,58,33,131,1170,0,0,0,0,0,7,30,33,33,29,12,26,173,0,0,0,0,0,11,11,4,0,0,0,7,38,0,0,0,4,5,26,90,55,43,28,16,17,284,0,0,0,0,0,5,12,7,9,4,0,11,41,0,0,0,3,5,35,54,23,4,4,3,4,132,0,0
LGA55250,4,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,6,0,0,0,0,0,7,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,3,13,0,0,0,0,0,0,0,0,0,0,0,5,5,0,0,0,3,3,4,10,6,3,4,6,14,57,0,0,0,0,0,0,0,0,0,5,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,4,0,0
LGA55320,518,24,1832,5,3,0,20,35,97,114,51,48,38,55,8,475,0,0,0,0,3,71,281,199,188,177,233,22,1176,0,0,0,8,3,17,25,33,22,35,33,8,180,0,0,0,20,21,116,274,179,76,133,162,14,1006,7,9,29,94,81,213,194,82,52,41,67,14,875,0,0,0,5,0,27,26,15,7,11,8,6,117,0,0,0,0,0,0,3,3,4,6,9,4,37,153,82,82,360,697,1038,690,192,81,98,122,141,3732,4,0,0,5,9,5,7,4,3,0,5,648,687,166,96,116,510,850,1601,1754,1043,807,1062,1211,890,10102,0,0,0,5,0,25,85,159,240,540,969,207,2235,0,0,0,8,8,58,110,60,56,76,89,47,516,5,0,0,10,11,80,418,505,664,770,1457,232,4145,0,0,0,0,0,6,38,51,59,98,161,39,458,6,0,4,24,16,167,443,480,174,556,506,135,2503,4,0
LGA55390,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,0,0,4,4,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,3,0,0,0,0,0,4,0,0
LGA55460,16,0,98,0,0,0,0,0,0,4,0,0,0,0,0,11,0,0,0,0,0,3,20,12,9,7,0,0,62,0,0,0,0,0,0,3,0,0,0,4,0,10,0,0,0,0,0,10,10,4,5,0,0,5,40,0,0,0,6,3,7,4,0,0,0,0,0,21,0,0,0,0,0,4,0,0,0,0,0,0,7,0,0,0,0,0,0,3,0,0,0,0,0,12,3,7,3,14,32,19,10,3,0,0,0,13,102,0,0,0,0,0,0,0,0,0,0,0,26,27,8,7,3,15,44,57,80,53,28,32,25,43,386,0,0,0,0,0,0,6,8,10,14,14,5,62,0,0,0,0,0,0,0,3,0,0,0,0,8,0,0,0,0,0,3,25,21,20,9,8,14,103,0,0,0,0,0,3,4,0,3,0,4,4,21,0,0,0,0,4,9,30,10,7,3,3,3,57,0,0
LGA55530,3,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,7,0,0,0,0,4,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,7,7,0,0,0,0,9,6,8,5,6,0,3,7,60,0,0,0,0,0,0,0,0,0,4,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,3,4,16,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,4,0,0,0,0,0,3,0,0
LGA55600,9,3,75,0,0,0,0,3,0,8,0,0,3,0,0,20,0,0,0,0,0,9,12,5,6,4,9,0,39,0,0,0,0,0,0,7,0,0,0,0,0,5,0,0,0,0,0,0,10,6,3,0,0,0,20,0,0,0,3,10,3,3,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,14,15,12,7,0,0,0,0,3,47,0,0,0,0,0,0,0,0,0,0,0,19,24,0,0,0,20,22,25,63,35,23,15,11,28,260,0,0,0,4,0,3,11,9,9,5,4,12,56,0,0,0,0,0,0,0,0,3,0,0,0,6,0,0,0,0,0,3,21,22,16,12,5,12,87,0,0,0,0,0,0,0,6,0,0,0,0,9,0,0,0,0,0,14,15,8,0,5,3,0,54,0,0
LGA55670,7,0,21,0,0,0,0,0,0,3,0,0,0,0,0,6,0,0,0,0,0,0,5,3,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,7,3,4,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,8,10,0,3,0,3,8,7,16,11,5,3,8,7,70,0,0,0,4,0,0,0,0,0,3,0,3,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,0,4,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,0,0,0,0,0,17,0,0
LGA55740,63,5,178,0,0,4,0,3,16,19,4,3,4,14,0,60,0,0,0,0,0,6,33,13,16,12,36,0,122,0,0,0,0,0,0,0,0,0,0,4,0,10,0,0,0,0,4,7,12,10,3,10,25,0,88,0,0,3,6,5,5,21,7,8,6,12,0,81,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,3,0,4,14,3,3,13,24,48,44,20,8,17,33,4,237,0,0,0,0,0,0,0,0,0,0,0,71,76,11,5,8,28,37,84,143,97,71,92,190,90,861,0,0,0,0,0,0,4,3,9,29,116,22,179,0,0,0,0,0,8,6,3,3,6,13,0,41,0,0,0,0,0,9,15,15,35,43,182,23,326,0,0,0,0,0,0,6,5,0,3,12,6,29,0,0,0,0,4,9,24,21,12,54,70,19,215,0,0
