LGA_CODE_2021,C16_M_25_29_Tot_LF,C16_M_25_29_Not_LF,C16_M_25_29_LF_NS,C16_M_25_29_Tot,C16_M_30_34_Em_FT,C16_M_30_34_Em_PT,C16_M_30_34_Em_AFW,C16_M_30_34_Em_Hrs_NS,C16_M_30_34_Em_Tot,C16_M_30_34_Unem_Look_FT,C16_M_30_34_Unem_Look_PT,C16_M_30_34_Unem_Tot,C16_M_30_34_Tot_LF,C16_M_30_34_Not_LF,C16_M_30_34_LF_NS,C16_M_30_34_Tot,C16_M_35_39_Em_FT,C16_M_35_39_Em_PT,C16_M_35_39_Em_AFW,C16_M_35_39_Em_Hrs_NS,C16_M_35_39_Em_Tot,C16_M_35_39_Unem_Look_FT,C16_M_35_39_Unem_Look_PT,C16_M_35_39_Unem_Tot,C16_M_35_39_Tot_LF,C16_M_35_39_Not_LF,C16_M_35_39_LF_NS,C16_M_35_39_Tot,C16_M_40_44_Em_FT,C16_M_40_44_Em_PT,C16_M_40_44_Em_AFW,C16_M_40_44_Em_Hrs_NS,C16_M_40_44_Em_Tot,C16_M_40_44_Unem_Look_FT,C16_M_40_44_Unem_Look_PT,C16_M_40_44_Unem_Tot,C16_M_40_44_Tot_LF,C16_M_40_44_Not_LF,C16_M_40_44_LF_NS,C16_M_40_44_Tot,C16_M_45_49_Em_FT,C16_M_45_49_Em_PT,C16_M_45_49_Em_AFW,C16_M_45_49_Em_Hrs_NS,C16_M_45_49_Em_Tot,C16_M_45_49_Unem_Look_FT,C16_M_45_49_Unem_Look_PT,C16_M_45_49_Unem_Tot,C16_M_45_49_Tot_LF,C16_M_45_49_Not_LF,C16_M_45_49_LF_NS,C16_M_45_49_Tot,C16_M_50_54_Em_FT,C16_M_50_54_Em_PT,C16_M_50_54_Em_AFW,C16_M_50_54_Em_Hrs_NS,C16_M_50_54_Em_Tot,C16_M_50_54_Unem_Look_FT,C16_M_50_54_Unem_Look_PT,C16_M_50_54_Unem_Tot,C16_M_50_54_Tot_LF,C16_M_50_54_Not_LF,C16_M_50_54_LF_NS,C16_M_50_54_Tot,C16_M_55_59_Em_FT,C16_M_55_59_Em_PT,C16_M_55_59_Em_AFW,C16_M_55_59_Em_Hrs_NS,C16_M_55_59_Em_Tot,C16_M_55_59_Unem_Look_FT,C16_M_55_59_Unem_Look_PT,C16_M_55_59_Unem_Tot,C16_M_55_59_Tot_LF,C16_M_55_59_Not_LF,C16_M_55_59_LF_NS,C16_M_55_59_Tot,C16_M_60_64_Em_FT,C16_M_60_64_Em_PT,C16_M_60_64_Em_AFW,C16_M_60_64_Em_Hrs_NS,C16_M_60_64_Em_Tot,C16_M_60_64_Unem_Look_FT,C16_M_60_64_Unem_Look_PT,C16_M_60_64_Unem_Tot,C16_M_60_64_Tot_LF,C16_M_60_64_Not_LF,C16_M_60_64_LF_NS,C16_M_60_64_Tot,C16_M_65_69_Em_FT,C16_M_65_69_Em_PT,C16_M_65_69_Em_AFW,C16_M_65_69_Em_Hrs_NS,C16_M_65_69_Em_Tot,C16_M_65_69_Unem_Look_FT,C16_M_65_69_Unem_Look_PT,C16_M_65_69_Unem_Tot,C16_M_65_69_Tot_LF,C16_M_65_69_Not_LF,C16_M_65_69_LF_NS,C16_M_65_69_Tot,C16_M_70_74_Em_FT,C16_M_70_74_Em_PT,C16_M_70_74_Em_AFW,C16_M_70_74_Em_Hrs_NS,C16_M_70_74_Em_Tot,C16_M_70_74_Unem_Look_FT,C16_M_70_74_Unem_Look_PT,C16_M_70_74_Unem_Tot,C16_M_70_74_Tot_LF,C16_M_70_74_Not_LF,C16_M_70_74_LF_NS,C16_M_70_74_Tot,C16_M_75over_Em_FT,C16_M_75over_Em_PT,C16_M_75over_Em_AFW,C16_M_75over_Em_Hrs_NS,C16_M_75over_Em_Tot,C16_M_75over_Unem_Lo_ft_wor,C16_M_75over_Unem_Lo_pt_wor,C16_M_75over_Unempl_Tot,C16_M_75over_Tot_LF,C16_M_75over_Not_LF,C16_M_75over_LF_NS,C16_M_75over_Tot,C16_M_Tot_Em_FT,C16_M_Tot_Em_PT,C16_M_Tot_Em_AFW,C16_M_Tot_Em_Hrs_NS,C16_M_Tot_Em_Tot,C16_M_Tot_Unem_Look_FT,C16_M_Tot_Unem_Look_PT,C16_M_Tot_Unem_Tot,C16_M_Tot_Tot_labo_for,C16_M_Tot_Not_LF,C16_M_Tot_LF_NS,C16_M_Tot_Tot,C21_M_15_19_Em_FT,C21_M_15_19_Em_PT,C21_M_15_19_Em_AFW,C21_M_15_19_Em_Hrs_NS,C21_M_15_19_Em_Tot,C21_M_15_19_Unem_Look_FT,C21_M_15_19_Unem_Look_PT,C21_M_15_19_Unem_Tot,C21_M_15_19_Tot_LF,C21_M_15_19_Not_LF,C21_M_15_19_LF_NS,C21_M_15_19_Tot,C21_M_20_24_Em_FT,C21_M_20_24_Em_PT,C21_M_20_24_Em_AFW,C21_M_20_24_Em_Hrs_NS,C21_M_20_24_Em_Tot,C21_M_20_24_Unem_Look_FT,C21_M_20_24_Unem_Look_PT,C21_M_20_24_Unem_Tot,C21_M_20_24_Tot_LF,C21_M_20_24_Not_LF,C21_M_20_24_LF_NS,C21_M_20_24_Tot,C21_M_25_29_Em_FT,C21_M_25_29_Em_PT,C21_M_25_29_Em_AFW,C21_M_25_29_Em_Hrs_NS,C21_M_25_29_Em_Tot,C21_M_25_29_Unem_Look_FT,C21_M_25_29_Unem_Look_PT,C21_M_25_29_Unem_Tot,C21_M_25_29_Tot_LF,C21_M_25_29_Not_LF,C21_M_25_29_LF_NS,C21_M_25_29_Tot,C21_M_30_34_Em_FT,C21_M_30_34_Em_PT,C21_M_30_34_Em_AFW,C21_M_30_34_Em_Hrs_NS,C21_M_30_34_Em_Tot,C21_M_30_34_Unem_Look_FT,C21_M_30_34_Unem_Look_PT,C21_M_30_34_Unem_Tot,C21_M_30_34_Tot_LF,C21_M_30_34_Not_LF,C21_M_30_34_LF_NS,C21_M_30_34_Tot,C21_M_35_39_Em_FT,C21_M_35_39_Em_PT,C21_M_35_39_Em_AFW,C21_M_35_39_Em_Hrs_NS,C21_M_35_39_Em_Tot,C21_M_35_39_Unem_Look_FT,C21_M_35_39_Unem_Look_PT,C21_M_35_39_Unem_Tot,C21_M_35_39_Tot_LF,C21_M_35_39_Not_LF,C21_M_35_39_LF_NS,C21_M_35_39_Tot,C21_M_40_44_Em_FT,C21_M_40_44_Em_PT,C21_M_40_44_Em_AFW,C21_M_40_44_Em_Hrs_NS
LGA57840,1529,213,158,1903,1148,193,29,25,1398,55,14,76,1471,123,132,1728,983,135,17,6,1144,40,14,57,1195,110,119,1432,858,128,26,10,1025,50,17,63,1090,83,86,1260,895,104,20,13,1037,57,9,64,1105,101,89,1295,774,125,28,7,934,64,15,77,1012,110,82,1205,769,120,21,6,914,48,22,65,980,156,72,1206,470,189,35,3,698,39,9,51,752,326,82,1154,229,208,13,6,460,13,19,30,492,540,73,1105,63,88,11,7,166,0,10,10,172,462,48,678,18,51,5,0,71,3,0,3,80,901,138,1115,7793,2521,287,164,10764,532,358,893,11656,4450,1239,17339,88,411,33,8,540,14,85,100,640,692,26,1352,539,688,29,23,1284,41,65,101,1388,262,77,1729,1013,315,35,26,1387,52,18,67,1453,146,105,1703,1066,210,39,24,1337,33,15,47,1389,107,104,1601,1087,165,38,16,1308,31,0,32,1337,78,75,1485,971,138,25,15
LGA57910,8029,706,740,9477,6736,1259,188,167,8355,428,110,537,8887,604,840,10335,5278,853,151,101,6387,312,62,377,6759,556,505,7825,4838,711,141,96,5781,337,62,398,6184,566,476,7223,4385,715,121,78,5296,337,66,400,5694,633,418,6746,3875,730,104,53,4767,287,49,334,5097,717,397,6217,3174,748,137,56,4113,273,49,320,4436,891,346,5677,1982,799,91,27,2906,188,67,249,3158,1469,279,4901,734,662,56,16,1463,29,52,77,1547,2510,262,4319,223,364,31,11,628,11,18,22,650,2453,214,3312,86,227,18,17,346,0,9,10,357,5512,647,6509,39312,12145,1373,923,53759,3078,1420,4494,58254,20485,5794,84527,409,1866,71,33,2379,90,409,500,2880,2638,186,5700,2304,2307,127,140,4873,202,190,394,5265,886,358,6505,5002,1607,178,163,6945,187,95,280,7224,564,559,8348,6511,1398,260,175,8350,212,81,292,8634,511,675,9821,6658,1170,246,146,8222,182,54,237,8455,550,595,9600,5381,888,158,75
LGA57980,564,66,59,692,452,56,5,0,521,17,6,21,538,38,54,634,432,45,12,0,492,15,0,22,514,23,51,583,360,44,3,3,406,28,0,25,431,34,26,498,332,43,7,4,394,20,0,15,411,48,23,477,341,48,4,5,399,25,13,33,427,35,44,506,286,72,9,0,361,24,0,19,383,66,33,481,184,79,11,3,277,13,0,16,297,122,37,454,81,111,8,4,201,7,3,8,213,225,43,478,26,50,0,0,75,0,0,0,77,218,35,333,10,37,0,0,48,0,0,0,53,423,81,561,3039,961,96,45,4147,189,84,274,4418,1565,535,6515,9,161,9,4,182,6,24,28,205,203,8,426,155,162,12,3,330,13,14,28,356,75,20,447,387,85,10,3,487,12,15,27,514,48,33,594,477,79,15,0,571,8,3,16,581,35,35,653,416,70,14,3,499,8,0,15,508,30,20,555,429,53,8,4
LGA58050,4164,363,346,4871,3625,490,137,82,4339,253,26,287,4623,385,353,5354,3240,393,122,88,3831,189,25,215,4052,295,318,4663,3177,414,91,61,3734,203,21,221,3956,337,318,4608,3180,369,124,66,3738,188,28,220,3956,394,331,4685,2849,399,118,59,3426,189,23,209,3638,420,293,4350,2120,397,126,42,2683,182,31,212,2893,555,247,3700,1258,449,95,30,1835,132,32,166,2000,747,223,2968,430,277,27,15,741,19,24,42,783,1448,163,2396,107,153,7,5,271,4,6,10,282,1195,148,1625,37,55,6,5,94,3,5,3,104,1938,314,2354,25514,6035,1111,679,33339,2275,758,3038,36377,10923,3564,50865,655,1432,78,32,2191,121,344,470,2665,2175,189,5025,2147,1236,102,128,3614,270,124,397,4010,635,244,4883,3182,770,163,134,4246,210,44,255,4494,425,350,5272,4061,591,178,128,4963,146,24,163,5122,373,394,5895,4328,652,149,101,5235,140,36,171,5406,427,381,6220,3629,506,142,87
LGA58190,8,0,0,11,9,0,0,0,9,0,0,0,9,0,0,8,4,0,0,0,9,0,0,0,17,0,0,16,4,3,0,0,5,0,0,0,11,0,0,12,15,0,0,0,10,0,0,0,10,3,5,19,16,0,0,0,16,0,0,0,16,3,4,22,9,0,0,0,17,0,0,0,18,3,3,22,3,0,0,0,0,0,0,0,0,3,0,11,4,0,0,0,7,0,0,0,7,3,0,11,0,0,0,0,0,0,0,0,0,7,0,10,0,4,0,0,5,0,0,0,5,9,0,13,75,14,3,0,98,4,4,10,102,35,23,161,7,0,0,0,7,0,0,0,7,7,0,14,9,0,0,0,10,4,0,4,11,0,0,10,7,0,0,0,14,3,0,3,13,0,0,13,7,0,0,0,8,0,0,0,8,3,3,13,0,0,0,0,0,0,0,0,0,0,0,0,7,3,0,0
LGA58260,10,0,0,14,18,0,0,0,19,0,0,0,21,0,0,20,15,0,0,0,15,0,0,0,15,0,0,17,12,0,0,0,12,0,0,0,12,0,0,13,15,0,0,0,17,0,0,0,17,7,0,22,12,0,0,0,10,0,0,0,14,0,0,14,16,0,0,0,17,0,0,0,17,0,0,21,8,5,0,0,13,0,0,0,15,4,0,17,13,0,0,0,11,0,0,3,17,9,0,24,3,0,0,0,4,0,0,0,4,16,4,25,0,0,0,0,0,0,0,0,0,15,0,16,125,14,3,3,147,5,3,6,156,56,16,229,0,0,0,0,0,0,0,0,0,5,0,11,7,0,0,0,6,0,0,0,7,0,0,8,14,0,0,0,14,0,0,0,14,0,3,15,10,0,0,0,10,0,0,0,13,0,4,16,23,0,0,0,23,0,0,0,27,0,3,27,11,0,0,0
LGA58330,48,9,5,63,45,3,0,0,60,4,0,4,61,6,8,77,64,12,5,0,80,7,0,7,85,6,12,105,63,14,0,4,78,6,0,6,81,8,8,107,99,15,9,4,127,7,0,6,133,16,21,163,116,23,6,0,147,9,5,15,164,18,15,193,117,30,12,7,161,7,6,12,171,36,22,229,62,21,9,0,90,3,3,9,104,66,28,194,30,29,5,3,71,5,0,5,74,172,24,274,12,16,0,0,24,0,0,0,24,105,15,139,11,9,0,0,18,0,0,0,18,127,17,162,696,205,66,27,997,73,21,95,1093,630,188,1913,26,16,0,0,47,3,4,5,54,48,11,114,38,7,0,7,54,7,0,7,64,15,15,95,45,11,6,0,64,8,4,7,66,3,10,86,36,7,5,0,49,0,0,0,45,9,14,70,53,13,6,5,75,4,0,4,78,7,11,97,58,11,4,0
LGA58400,3,4,0,13,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,4,0,0,0,4,0,0,12,5,0,0,0,8,0,0,0,8,0,0,9,10,4,0,0,16,0,0,0,16,0,0,17,6,0,0,0,8,0,0,0,13,5,4,18,11,0,0,0,11,0,0,0,11,5,3,24,6,0,0,0,10,0,0,0,10,6,5,23,4,0,0,0,5,0,0,0,5,11,0,15,0,4,0,0,5,0,0,0,5,6,4,12,0,0,0,0,0,0,0,0,0,4,0,14,62,15,0,3,84,3,0,3,88,48,25,165,4,0,0,0,4,0,0,0,4,3,0,5,3,0,0,0,3,0,0,0,3,0,0,3,5,0,0,0,5,0,0,0,5,3,0,10,3,0,0,0,7,0,0,0,7,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA58470,11,4,0,16,3,0,0,0,5,0,0,0,7,4,3,15,3,0,0,0,5,0,0,0,7,0,4,14,4,0,0,0,5,0,0,0,3,0,0,5,4,0,0,0,6,0,0,0,6,3,0,8,0,0,0,0,5,0,0,0,7,4,0,9,4,0,0,0,4,0,0,0,4,0,4,8,3,0,0,0,9,0,0,0,9,0,0,9,3,0,0,0,3,0,0,0,3,3,0,3,0,0,0,0,0,0,4,4,3,0,0,5,0,0,0,0,0,0,0,0,0,0,0,3,34,5,3,4,50,6,6,12,62,36,22,115,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,3,0,0,0
LGA58510,1651,215,212,2076,1308,276,47,21,1650,77,28,104,1753,124,192,2072,992,152,27,23,1196,98,10,106,1304,83,150,1536,755,110,12,13,892,67,10,74,969,90,108,1169,629,105,12,7,762,58,6,66,829,103,108,1042,552,120,17,7,693,36,11,48,745,120,96,956,454,108,17,10,580,56,10,66,649,163,95,907,286,115,13,4,416,32,10,44,457,243,79,779,112,88,8,0,209,4,3,9,216,366,63,647,23,43,0,0,72,3,4,3,76,314,59,448,9,18,0,0,32,0,4,4,32,742,166,944,6731,2172,231,160,9287,604,326,930,10219,3362,1513,15096,59,269,8,3,346,13,47,61,403,292,35,737,500,501,26,30,1055,43,54,96,1149,225,126,1500,1111,434,27,25,1597,59,34,92,1687,149,142,1974,1312,257,39,28,1637,36,15,46,1685,111,151,1952,1199,202,54,23,1485,42,12,47,1536,95,119,1750,908,150,30,12
LGA58540,20,4,0,25,19,6,0,0,22,0,0,0,22,0,5,27,19,5,0,0,25,0,0,0,24,3,3,32,22,0,0,0,22,0,0,0,22,3,8,32,35,10,0,0,42,0,0,0,42,0,6,47,30,4,0,0,39,0,0,4,39,6,7,56,33,0,3,3,33,0,0,0,38,4,0,47,16,6,0,0,21,0,0,0,21,7,3,31,8,3,0,0,15,0,0,0,15,12,0,27,6,3,5,0,7,0,0,0,7,8,6,23,3,0,0,0,9,0,0,0,9,20,10,35,222,35,14,3,272,9,4,14,283,88,52,419,3,5,0,0,11,0,0,0,11,8,5,18,8,0,0,0,12,0,0,0,12,0,0,12,9,0,0,0,10,0,0,0,12,0,0,19,12,0,0,0,18,0,0,0,18,0,3,18,15,0,0,0,12,0,0,0,12,3,0,16,22,0,0,0
LGA58570,1747,159,212,2124,1445,283,47,23,1797,56,32,85,1880,125,225,2225,1039,175,35,18,1265,54,0,56,1323,90,151,1564,834,118,20,7,982,55,6,58,1044,92,83,1216,793,101,21,17,934,46,5,59,991,110,99,1197,628,104,25,4,765,49,0,49,816,122,78,1015,506,121,21,4,652,49,7,58,712,134,70,917,288,122,14,4,435,27,13,36,472,213,61,750,113,85,11,6,209,0,11,6,214,311,52,578,29,49,3,4,80,3,0,4,82,271,35,390,15,24,0,0,31,0,0,0,37,562,67,662,7323,2016,254,119,9713,471,209,677,10389,2650,1268,14303,49,230,18,8,303,9,49,58,357,286,14,658,400,409,24,22,853,27,37,65,915,179,81,1174,1219,355,35,32,1644,39,17,59,1714,130,168,2007,1424,274,58,18,1769,29,13,41,1807,97,174,2077,1362,197,40,12,1619,32,10,43,1659,83,104,1851,1022,157,26,9
LGA58610,27,7,4,33,36,0,5,0,37,0,0,0,38,0,0,38,34,0,0,0,37,3,0,3,40,6,0,46,28,6,0,0,32,0,0,0,39,5,6,45,28,3,0,0,39,0,0,0,40,8,6,51,44,3,0,0,54,4,0,4,58,12,4,72,31,8,9,0,45,0,0,0,49,19,11,79,27,14,0,0,38,3,0,3,43,15,4,65,11,6,3,0,20,0,0,0,26,49,5,83,7,5,3,0,17,0,0,0,14,47,8,73,3,4,0,0,4,0,0,0,4,73,10,88,289,68,20,3,384,23,7,33,414,253,79,741,8,5,6,0,16,0,0,0,24,17,8,43,9,4,0,0,19,0,0,4,24,0,8,29,27,6,0,0,39,0,0,0,37,0,5,49,18,0,0,0,26,0,0,0,26,3,3,34,30,3,3,0,36,0,0,0,36,6,6,49,28,0,0,0
LGA58680,5,0,0,5,9,3,0,0,14,0,0,0,16,0,0,15,8,0,0,0,7,0,0,0,7,0,3,15,9,3,0,0,15,0,0,0,15,0,0,18,15,0,0,0,19,0,0,0,21,0,0,22,12,3,5,0,22,0,0,0,21,0,3,25,14,0,0,0,12,0,0,0,14,0,0,19,3,4,0,0,10,0,0,0,10,4,0,14,9,4,0,0,7,0,0,0,7,9,3,22,0,0,0,0,3,0,0,0,3,4,4,10,0,3,0,0,4,0,0,0,4,10,4,14,91,22,7,0,126,7,0,7,133,37,22,191,4,3,0,0,10,0,0,0,9,0,3,12,3,0,0,0,6,0,0,0,8,3,3,14,3,0,3,0,6,0,0,0,6,4,0,14,10,0,0,0,6,0,0,0,8,0,4,11,13,0,0,0,13,0,0,0,11,0,0,18,9,0,0,0
LGA58760,5860,522,466,6847,5161,671,189,126,6144,317,59,370,6516,400,464,7384,4839,602,192,96,5730,298,24,319,6054,428,434,6916,4884,643,174,102,5798,316,46,359,6162,439,416,7018,4638,684,155,93,5574,302,37,337,5917,493,428,6837,3806,619,141,101,4667,280,24,304,4971,524,338,5837,2597,563,108,64,3326,224,33,257,3582,673,278,4534,1501,521,102,33,2154,178,53,232,2390,930,211,3521,522,373,62,8,963,18,22,42,1005,1941,185,3129,97,186,13,5,298,13,12,23,322,1697,157,2171,39,82,14,6,137,3,3,4,144,2818,338,3299,35773,8928,1541,1006,47244,3177,1206,4384,51626,14841,4394,70864,846,2099,79,64,3089,193,603,803,3894,2957,258,7110,2942,1842,141,139,5061,377,185,565,5622,880,363,6865,4090,957,199,156,5399,266,72,336,5737,492,394,6617,4913,772,277,164,6126,199,51,245,6372,453,452,7275,5600,765,258,146,6769,185,30,217,6984,449,437,7873,5079,687,178,103
LGA58820,75,3,13,93,61,11,5,6,81,6,0,6,87,3,12,100,61,9,3,0,73,6,0,13,85,11,11,103,73,4,4,0,81,11,0,11,95,8,11,114,104,14,4,3,124,10,0,11,127,13,12,153,94,17,9,7,124,4,3,13,131,19,9,166,79,16,10,0,105,7,0,7,115,34,11,157,43,20,10,0,74,10,5,11,82,54,19,157,20,20,4,0,43,0,0,0,43,92,16,152,9,4,0,0,15,0,0,0,15,66,6,85,10,4,0,0,13,0,0,0,13,129,33,177,675,144,63,26,909,72,14,88,989,511,175,1686,35,20,3,0,60,4,3,7,65,49,4,118,51,10,8,3,71,10,0,6,83,11,8,96,53,5,3,0,63,7,0,10,69,3,9,80,53,10,3,4,69,5,0,9,74,9,7,90,64,12,8,5,85,5,4,5,95,9,14,117,67,10,11,0
LGA58890,9,0,0,9,15,0,0,0,16,0,0,0,16,3,3,21,11,0,0,0,12,0,0,0,9,0,0,16,18,6,0,0,23,0,0,0,24,3,0,27,19,3,0,6,26,0,0,0,26,0,3,32,18,3,5,0,30,0,0,0,33,6,5,38,21,6,0,0,28,0,0,0,32,5,8,40,17,7,0,0,29,4,0,4,26,4,3,34,17,6,0,0,14,0,0,0,21,10,3,32,9,4,0,0,11,0,0,0,11,9,0,17,5,3,0,0,10,0,0,0,10,23,0,36,179,46,6,11,232,17,3,14,246,69,24,338,4,0,0,0,4,0,0,0,6,8,0,15,16,0,0,0,14,0,0,0,14,3,0,23,10,5,0,0,13,0,0,0,13,0,0,16,7,0,0,0,7,0,0,0,7,0,0,7,12,0,0,0,14,0,0,0,18,0,4,26,10,0,0,0
LGA59030,3,0,3,8,10,0,0,0,8,0,0,0,8,0,0,8,13,0,0,0,14,0,0,0,14,0,5,18,7,4,0,0,13,0,0,0,13,0,0,20,6,0,0,0,6,0,0,0,13,0,3,13,9,0,0,0,9,0,0,0,9,0,3,15,9,0,0,0,9,0,0,0,9,0,4,13,9,3,0,0,9,0,0,0,15,4,3,20,0,0,0,0,3,0,0,0,3,3,0,9,0,0,0,0,5,0,0,0,5,0,0,4,0,6,0,0,6,0,0,0,6,0,0,6,89,14,0,5,112,0,0,0,115,13,23,158,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,7,0,0,0,6,0,0,0,6,0,4,10,0,0,0,0,0,0,0,0,0,0,0,5,8,0,0,0,8,0,0,0,8,0,0,9,4,0,0,0
LGA59100,20,0,4,19,14,0,0,0,14,0,0,0,17,0,0,21,16,0,0,0,14,3,0,3,18,0,3,25,7,0,0,0,11,0,0,0,11,6,0,18,10,3,0,0,16,0,0,0,22,0,7,22,24,0,0,0,29,0,0,0,30,4,5,39,15,0,0,0,25,0,0,0,25,8,0,31,14,7,6,0,19,0,0,0,24,10,3,32,8,4,0,0,18,0,0,0,18,10,4,28,5,6,0,0,11,0,0,0,11,13,0,25,6,4,0,0,6,0,0,0,6,16,3,21,157,35,8,9,201,9,0,9,215,63,29,303,0,3,0,0,9,0,0,0,11,4,0,9,3,0,4,0,5,4,0,8,16,0,5,20,12,0,0,0,11,0,0,0,13,0,3,18,8,3,0,0,14,0,0,0,14,0,0,16,15,0,0,0,12,0,0,0,12,0,3,15,14,0,0,0
LGA59170,26,0,4,28,29,6,5,0,39,0,0,0,39,0,3,46,22,3,0,0,25,0,0,0,28,0,0,26,22,0,0,0,21,0,0,0,25,0,3,27,25,6,0,0,28,0,0,0,28,4,5,34,18,3,5,0,21,0,0,0,23,0,7,33,33,7,0,0,32,0,0,0,36,4,0,41,23,4,7,0,31,0,0,0,31,7,9,46,9,4,0,0,10,0,0,0,10,3,0,21,10,6,0,0,13,0,0,0,13,18,9,35,7,7,0,0,12,0,0,0,12,19,0,36,236,42,11,4,293,11,0,11,297,69,39,399,5,4,0,0,13,0,0,0,13,9,3,17,14,4,3,0,17,0,0,0,17,0,6,22,14,6,0,0,20,0,0,0,20,0,0,20,21,0,0,0,24,0,0,0,24,3,5,27,37,5,0,0,38,0,0,0,41,3,7,53,21,3,0,0
LGA59250,47,6,12,63,40,4,6,0,50,0,0,0,49,4,25,76,36,0,0,0,36,4,0,4,41,7,9,54,23,0,0,0,28,0,0,0,32,3,15,50,23,3,0,0,28,0,0,3,29,6,4,35,26,3,0,0,30,0,0,0,27,3,11,41,13,0,0,4,17,0,0,4,15,7,3,31,3,3,0,0,8,0,0,0,8,4,4,14,10,4,0,0,12,0,0,0,12,6,3,23,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,4,0,4,241,23,11,8,284,7,4,12,294,61,103,463,5,0,0,0,5,0,0,0,3,6,7,16,14,3,0,0,16,0,0,0,16,6,12,35,15,0,0,0,15,0,0,0,15,0,12,35,16,0,0,0,21,0,0,0,25,8,15,42,18,0,0,0,15,0,0,0,15,0,18,39,10,0,3,0
LGA59310,35,0,5,35,36,3,0,0,42,0,0,0,42,4,0,49,28,7,0,0,39,0,0,0,39,5,0,44,30,4,0,0,40,0,0,0,41,3,3,48,29,3,0,0,36,0,0,0,34,0,0,42,35,9,0,0,40,3,0,3,50,4,3,59,34,0,0,0,38,0,3,4,39,4,0,44,37,9,4,0,44,3,0,3,48,12,0,61,11,11,0,0,24,0,0,3,24,23,5,44,8,5,0,0,8,0,0,0,8,26,0,36,9,4,0,4,9,0,0,0,9,20,0,36,314,58,11,13,393,20,3,24,420,130,22,570,12,0,0,0,15,0,0,0,15,4,3,22,23,0,0,0,25,0,0,0,24,0,6,35,31,10,0,0,36,0,0,0,43,0,5,48,28,0,0,0,28,0,0,0,33,3,3,39,30,3,0,0,37,0,0,0,39,4,4,47,23,0,0,0
LGA59320,11,0,0,11,8,0,0,0,8,0,0,0,7,0,0,13,7,0,0,0,12,0,0,0,12,0,0,14,12,0,0,0,12,0,0,0,12,0,0,11,7,0,0,0,12,0,0,0,13,4,6,15,19,0,0,0,19,0,0,0,19,3,0,16,20,0,0,0,17,0,0,0,17,6,0,25,8,0,0,0,13,0,0,5,7,12,0,21,3,0,0,0,5,0,0,0,5,3,0,8,0,0,5,0,7,0,0,0,7,5,0,10,0,4,0,0,4,0,0,0,4,3,0,11,94,7,7,0,111,3,4,8,120,40,7,170,0,3,0,0,3,0,0,0,3,3,0,10,7,0,0,0,7,0,0,0,7,4,0,8,3,0,0,4,6,0,0,0,6,0,0,6,10,0,0,0,10,0,0,0,12,3,4,15,4,0,0,0,5,0,0,0,7,0,0,9,9,3,0,0
LGA59330,14,3,4,17,8,0,0,0,7,0,0,0,10,0,0,12,3,0,0,0,3,0,0,0,7,0,0,3,7,0,0,0,8,0,0,0,15,0,0,9,15,0,0,0,15,0,0,0,10,0,3,20,13,4,0,0,11,0,0,0,16,8,6,27,9,4,0,0,15,4,0,4,14,6,7,24,8,6,0,0,10,0,0,0,17,3,3,22,4,0,0,0,5,0,0,0,5,14,3,24,0,5,0,0,5,0,0,0,3,13,4,23,3,0,0,0,3,0,0,0,3,26,6,32,80,20,3,4,109,7,0,7,119,80,27,230,3,0,0,0,3,0,0,0,6,0,0,4,8,0,0,0,8,0,0,0,7,0,0,7,6,3,0,0,11,0,0,0,11,0,0,9,7,0,0,0,11,0,0,0,11,0,4,7,6,0,0,0,6,5,0,5,8,0,0,14,7,0,0,0
LGA59340,211,40,35,279,164,15,9,0,194,14,0,14,204,32,41,282,137,16,7,3,161,14,0,13,177,29,26,233,127,17,12,4,167,13,3,12,178,35,39,255,164,20,4,5,195,4,0,4,197,32,28,258,134,25,3,4,164,13,3,13,180,24,36,246,138,16,10,6,165,6,4,7,171,49,25,250,99,11,5,3,122,0,3,8,127,44,21,192,32,7,3,3,45,6,4,9,51,56,18,120,18,5,6,0,25,0,0,0,25,47,12,84,5,6,0,0,11,0,0,0,11,37,10,57,1331,221,76,39,1664,112,24,133,1802,566,363,2731,25,27,6,5,62,5,0,9,69,88,36,197,87,16,5,5,113,4,0,7,117,58,46,217,159,29,7,11,202,6,4,9,209,30,49,289,162,24,7,9,200,4,0,12,208,41,60,310,146,15,9,0,180,4,6,8,182,48,58,296,134,10,8,4
