LGA_CODE_2021,C16_850_949_Oth_lan_typ,C16_850_949_LLT_NS,C16_850_949_Tot,C16_950over_REA,C16_950over_ST_HA,C16_950over_Co_ho_pr,C16_950over_Pe_no_sa_ho,C16_950over_Oth_lan_typ,C16_950over_LLT_NS,C16_950over_Tot,C16_R_NS_REA,C16_R_NS_ST_HA,C16_R_NS_Co_ho_pr,C16_R_NS_Pe_no_sa_ho,C16_R_NS_Oth_lan_typ,C16_R_NS_Land_typ_ns,C16_Rent_not_statd_Tot,C16_Tot_REA,C16_Tot_ST_HA,C16_Tot_Co_ho_pr,C16_Tot_Pe_no_sa_ho,C16_Tot_Oth_lan_typ,C16_Tot_LLT_NS,C16_Tot_Tot,C21_1_74_REA,C21_1_74_ST_HA,C21_1_74_Co_ho_pr,C21_1_74_Per_no_sa_ho,C21_1_74_Oth_land_typ,C21_1_74_LLT_NS,C21_1_74_Tot,C21_75_99_REA,C21_75_99_ST_HA,C21_75_99_Co_ho_pr,C21_75_99_Pe_no_sa_ho,C21_75_99_Oth_lan_typ,C21_75_99_Lan_type_ns,C21_75_99_Tot,C21_100_149_REA,C21_100_149_ST_HA,C21_100_149_Co_ho_pr,C21_100_149_Pe_no_sa_ho,C21_100_149_Ot_lan_ty,C21_100_149_Lan_typ_ns,C21_100_149_Tot,C21_150_199_REA,C21_150_199_ST_HA,C21_150_199_Co_ho_pr,C21_150_199_Pe_no_sa_ho,C21_150_199_Ot_lan_ty,C21_150_199_Lan_ty_ns,C21_150_199_Tot,C21_200_224_REA,C21_200_224_ST_HA,C21_200_224_Co_ho_pr,C21_200_224_Pe_no_sa_ho,C21_200_224_Ot_lan_ty,C21_200_224_Lan_ty_ns,C21_200_224_Tot,C21_225_274_REA,C21_225_274_ST_HA,C21_225_274_Co_ho_pr,C21_225_274_Pe_no_sa_ho,C21_225_274_Ot_la_typ,C21_225_274_Lan_ty_ns,C21_225_274_Tot,C21_275_349_REA,C21_275_349_ST_HA,C21_275_349_Co_ho_pr,C21_275_349_Pe_no_sa_ho,C21_275_349_Ot_lan_ty,C21_275_349_Lan_ty_ns,C21_275_349_Tot,C21_350_449_REA,C21_350_449_ST_HA,C21_350_449_Co_ho_pr,C21_350_449_Pe_no_sa_ho,C21_350_449_Ot_lan_ty,C21_350_449_Lan_ty_ns,C21_350_449_Tot,C21_450_549_REA,C21_450_549_ST_HA,C21_450_549_Co_ho_pr,C21_450_549_Pe_no_sa_ho,C21_450_549_Oth_lan_typ,C21_450_549_Lan_ty_ns,C21_450_549_Tot,C21_550_649_REA,C21_550_649_ST_HA,C21_550_649_Co_ho_pr,C21_550_649_Pe_no_sa_ho,C21_550_649_Ot_lan_ty,C21_550_649_Lan_ty_ns,C21_550_649_Tot,C21_650_749_REA,C21_650_749_ST_HA,C21_650_749_Co_ho_pr,C21_650_749_Pe_no_sa_ho,C21_650_749_Oth_lan_typ,C21_650_749_LLT_NS,C21_650_749_Tot,C21_750_849_REA,C21_750_849_ST_HA,C21_750_849_Co_ho_pr,C21_750_849_Pe_no_sa_ho,C21_750_849_Oth_lan_typ,C21_750_849_LLT_NS,C21_750_849_Tot,C21_850_950_REA,C21_850_949_ST_HA,C21_850_949_Co_ho_pr,C21_850_949_Pe_no_sa_ho,C21_850_949_Oth_lan_typ,C21_850_949_LLT_NS,C21_850_949_Tot,C21_950over_REA,C21_950over_ST_HA,C21_950over_Co_ho_pr,C21_950over_Pe_no_sa_ho,C21_950over_Oth_lan_typ,C21_950over_LLT_NS,C21_950over_Tot,C21_R_NS_REA,C21_R_NS_ST_HA,C21_R_NS_Co_ho_pr,C21_R_NS_Pe_no_sa_ho,C21_R_NS_Oth_lan_typ,C21_R_NS_Land_typ_ns,C21_Rent_not_statd_Tot,C21_Tot_REA,C21_Tot_ST_HA,C21_Tot_Co_ho_pr,C21_Tot_Pe_no_sa_ho,C21_Tot_Oth_lan_typ,C21_Tot_LLT_NS,C21_Tot_Tot
LGA56730,0,0,0,0,0,0,4,0,0,4,12,13,0,12,4,0,41,339,263,10,283,89,8,993,4,0,0,0,0,0,7,0,9,5,0,4,0,18,0,68,4,14,9,0,93,11,47,0,30,12,0,99,28,18,0,39,3,0,92,110,35,3,76,13,0,236,111,19,3,71,26,0,227,67,10,0,47,4,0,121,16,0,0,12,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,18,3,14,14,0,55,356,218,18,306,80,6,981
LGA56790,0,0,0,0,0,0,3,4,0,11,0,0,0,6,15,4,30,104,28,5,154,78,3,377,0,0,0,0,9,0,6,0,0,0,0,0,0,0,0,3,0,7,9,0,23,5,3,6,21,0,0,44,9,0,0,23,9,0,42,22,4,0,16,17,0,56,15,0,0,27,18,0,63,8,0,0,5,13,0,25,0,0,0,5,5,0,13,0,0,0,0,5,0,3,3,0,0,6,5,0,6,0,0,0,0,0,0,4,0,0,0,0,7,0,4,6,0,0,8,3,0,20,0,0,0,27,30,5,73,74,20,12,152,130,4,395
LGA56860,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,5,0,9,6,0,30,0,0,0,0,3,0,10,0,0,3,0,0,0,5,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,8,8,0,18
LGA56930,0,0,5,18,0,0,11,0,0,32,5,0,0,0,4,0,3,81,0,0,27,0,0,113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,5,8,0,0,0,0,0,8,18,0,0,0,0,0,23,8,0,0,7,0,0,12,11,0,0,5,0,0,11,8,0,0,5,0,0,14,0,0,0,0,0,0,0,8,0,0,0,0,0,10,3,0,0,0,0,0,3,4,0,0,0,0,0,4,15,0,0,5,0,0,16,0,0,0,0,3,0,6,75,0,0,20,3,0,107
LGA57000,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,0,3,0,3,0,19,16,0,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,4,0,0,8,0,0,0,3,6,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,5,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,6,0,9,7,12,7,0,34
LGA57080,0,0,85,115,0,0,35,4,0,156,92,18,3,66,30,5,214,4591,438,82,1143,167,30,6445,5,28,0,4,0,0,35,0,27,8,4,0,0,34,9,200,12,23,6,3,247,33,62,53,51,8,0,209,86,10,8,49,3,0,163,297,21,17,110,26,3,488,787,29,12,196,45,5,1067,2185,9,16,351,40,11,2608,1427,0,6,213,24,0,1679,596,0,0,95,7,0,700,266,0,0,41,8,0,313,165,0,3,25,4,0,200,78,0,0,19,0,0,98,119,0,0,37,0,3,163,77,25,5,65,45,15,233,6125,412,143,1288,224,40,8234
LGA57140,0,0,0,0,0,0,0,0,0,0,0,5,0,0,3,0,4,9,28,14,34,6,0,99,0,0,0,0,0,0,4,0,0,5,0,0,0,4,0,9,11,0,0,0,20,3,3,0,10,0,0,18,0,0,0,7,0,0,10,5,6,0,7,3,0,24,3,0,0,5,3,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,10,16,19,18,33,10,0,104
LGA57210,0,0,0,5,0,0,0,0,0,5,0,8,0,0,6,0,16,164,47,11,114,30,3,370,0,0,0,7,3,0,12,0,3,0,0,0,0,5,3,12,0,17,5,0,40,25,6,15,23,4,0,80,23,3,3,17,6,0,54,63,6,0,23,8,4,103,31,5,0,14,9,0,49,3,0,0,13,5,0,17,0,0,0,5,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,4,0,11,7,0,28,151,37,22,132,51,5,395
LGA57280,3,0,22,62,0,0,14,12,3,87,115,45,7,16,158,6,347,1266,511,39,126,1320,26,3286,33,26,11,7,419,0,493,5,35,3,0,35,0,77,3,89,12,10,431,0,548,15,90,7,6,89,0,203,17,71,6,7,75,0,178,29,101,16,11,81,0,244,64,71,18,21,47,0,230,187,37,8,31,39,0,305,248,11,0,28,26,0,304,151,0,0,12,13,0,180,81,0,0,6,13,0,100,52,0,0,7,14,0,67,52,0,0,4,4,0,60,69,0,0,11,35,0,112,87,53,14,25,268,5,454,1087,584,103,179,1585,15,3561
LGA57350,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,3,33,15,4,80,0,0,6,4,0,0,9,0,0,0,0,4,0,4,0,4,0,3,8,0,15,0,0,0,4,0,0,7,0,0,0,4,0,0,10,0,0,0,3,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,8,3,9,6,23,13,0,54
LGA57420,0,0,0,0,0,0,0,0,0,0,3,0,0,3,7,0,17,66,29,4,61,65,0,225,0,0,0,0,0,0,3,0,0,0,4,0,0,3,0,7,0,8,8,0,32,3,0,0,8,7,0,20,3,6,0,7,4,0,22,18,5,0,9,3,0,42,15,0,0,10,5,0,27,14,0,0,3,0,0,23,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,12,41,0,62,66,21,3,67,73,3,239
LGA57490,0,0,8,23,0,0,13,3,0,37,80,49,19,97,38,8,291,6435,805,83,2902,627,57,10908,16,17,0,16,4,0,51,6,36,3,5,4,0,60,10,273,25,64,14,0,390,122,176,60,122,28,0,505,206,66,21,193,29,4,522,668,95,18,446,230,3,1456,2293,69,6,995,140,5,3508,3213,16,7,912,77,13,4237,664,0,0,138,17,0,822,128,4,0,26,4,0,161,41,0,0,7,0,0,44,10,0,0,3,0,0,16,0,0,0,8,0,0,8,16,0,0,12,4,0,25,113,51,13,148,56,26,403,7494,806,155,3100,598,49,12203
LGA57630,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,3,0,0,0,0,9,0,10
LGA57700,0,0,3,0,0,0,6,0,0,9,9,0,0,19,13,0,38,578,6,14,421,49,7,1075,0,0,0,8,0,0,5,0,0,0,0,0,0,5,0,0,0,9,5,0,17,7,5,8,22,3,0,32,10,0,0,16,8,0,38,13,0,0,45,0,0,60,100,0,0,109,14,0,228,423,0,0,180,7,0,615,117,0,0,47,7,0,172,26,0,0,20,0,0,45,7,0,0,6,0,0,16,7,0,0,0,0,0,7,5,0,0,0,0,0,3,0,0,0,3,3,0,7,16,0,4,22,12,7,58,723,4,15,491,53,12,1303
LGA57770,0,0,0,0,0,0,0,5,0,12,6,0,0,0,18,3,29,50,34,0,35,90,3,212,0,0,0,0,9,0,8,0,3,0,0,0,0,7,0,8,0,9,11,0,28,8,0,0,3,9,0,21,5,5,0,6,7,0,20,3,7,6,4,16,0,28,13,3,0,6,26,0,39,0,0,0,4,16,0,19,0,0,0,0,4,0,6,4,0,0,0,4,0,5,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,6,8,0,0,11,8,0,29,8,3,26,8,46,0,86,46,23,31,49,153,4,308
LGA57840,3,0,66,63,0,0,19,0,0,91,39,36,8,70,13,10,181,3487,695,74,1537,122,33,5943,4,25,0,12,0,0,38,0,42,12,10,0,0,63,14,239,8,58,6,0,327,31,112,17,78,3,0,246,40,40,5,71,4,5,161,234,54,14,136,20,0,446,949,63,27,361,28,7,1430,1272,45,8,360,22,3,1702,700,4,0,193,9,0,908,385,0,4,66,4,0,459,207,0,0,32,4,0,237,113,0,0,24,0,0,139,48,0,0,13,0,0,67,85,0,0,15,0,0,103,46,40,7,86,15,15,206,4115,659,100,1512,110,32,6522
LGA57910,3,0,151,126,6,0,48,3,0,180,176,199,44,256,47,39,763,14232,3252,523,7217,773,167,26164,11,137,12,22,3,4,194,4,248,14,22,0,0,295,65,1411,85,206,31,14,1812,190,536,256,311,43,16,1364,424,208,67,356,43,13,1108,1761,237,68,751,154,9,2972,4803,156,43,1937,288,29,7250,5665,74,39,2089,240,32,8148,2386,14,7,724,53,7,3187,1030,0,0,286,25,0,1344,566,5,0,128,3,0,709,274,0,0,74,10,0,357,131,0,0,33,8,0,177,178,5,0,38,13,0,229,254,190,37,286,87,66,924,17745,3233,623,7272,1001,194,30072
LGA57980,4,0,62,69,0,0,30,3,0,104,19,9,7,26,6,0,62,1677,324,34,646,55,5,2738,0,22,0,3,0,0,30,0,32,13,0,0,0,44,9,166,6,15,0,0,200,17,29,3,20,3,0,77,47,8,0,11,0,0,67,174,16,6,57,7,0,252,258,0,3,101,4,0,375,481,5,3,116,9,0,614,412,0,4,102,10,0,526,272,0,0,71,3,0,344,129,0,0,44,0,0,181,80,0,0,22,0,0,103,71,0,0,12,0,0,87,88,0,0,26,5,0,118,28,12,4,30,7,3,79,2063,293,39,639,55,11,3097
LGA58050,0,0,20,17,0,0,14,5,0,30,87,77,5,80,34,17,310,4880,1443,141,2644,351,72,9531,4,42,14,11,5,0,74,4,69,0,8,0,0,81,20,467,28,86,19,7,624,90,260,62,116,7,3,541,88,103,14,131,20,0,351,472,158,34,309,68,0,1045,2018,135,32,904,89,11,3200,2672,54,37,1012,126,15,3909,835,8,3,224,25,0,1100,160,0,0,50,9,0,225,45,0,0,18,6,0,68,21,3,3,8,0,0,33,8,0,0,5,0,0,7,13,0,0,9,12,0,32,106,96,30,159,67,41,487,6555,1398,261,3046,454,81,11798
LGA58190,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,4,10,8,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,7,0,8,0,3,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,6,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,0,8,0,7,0,6,11,0,32
LGA58260,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,8,7,0,25,17,0,63,0,0,0,0,0,0,0,0,0,0,0,7,0,9,0,3,0,3,3,0,11,0,0,0,0,0,0,5,3,0,0,9,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,10,0,16,4,9,0,20,20,0,60
LGA58330,0,0,0,0,0,0,0,0,0,3,0,3,0,7,4,0,9,78,12,6,92,18,0,210,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,11,0,0,14,0,4,0,3,4,0,8,0,4,0,8,8,0,22,7,0,0,20,0,3,37,35,0,0,19,6,0,61,17,0,0,20,0,0,41,3,0,0,3,0,0,4,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,8,7,0,18,76,12,0,101,17,3,211
LGA58400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,11,0,15,7,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,5,0,15,0,0,0,3,0,0,4,0,0,0,3,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,3,16,4,0,28
LGA58470,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,12,0,26,0,0,3,0,34,0,6,4,0,0,0,10,0,6,0,0,0,0,3,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,7,0,13,0,16,7,4,15,0,37
LGA58510,4,0,22,20,0,0,13,0,0,30,47,50,14,59,15,7,197,3472,608,264,1468,156,35,6002,0,33,6,4,0,0,47,0,46,0,5,0,0,54,17,270,24,52,7,10,375,59,88,124,81,15,9,368,194,39,10,92,6,0,338,483,37,43,153,26,8,753,848,27,18,352,36,9,1284,1503,19,10,425,34,4,1995,711,3,0,175,15,4,913,281,0,0,71,3,0,357,111,0,0,22,0,0,133,41,0,0,10,0,0,54,14,0,0,3,0,0,22,20,0,0,16,3,0,40,54,29,8,74,15,31,206,4344,595,245,1531,155,64,6936
LGA58540,0,0,0,0,0,0,0,0,0,0,0,0,5,0,10,0,14,7,10,3,27,34,0,78,0,0,0,0,6,0,5,0,0,0,0,0,0,3,0,3,4,7,7,0,23,0,0,0,12,8,0,14,0,0,0,10,4,0,12,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,8,0,19,6,3,4,29,38,0,79
LGA58570,0,0,38,23,0,0,22,0,0,45,27,20,11,41,3,3,106,3364,381,87,1489,95,20,5440,3,11,4,10,0,0,25,0,30,0,6,0,0,35,16,182,10,38,7,3,256,57,52,35,72,5,0,224,82,20,11,76,5,0,201,318,21,22,112,17,5,495,603,12,14,230,22,5,878,1463,13,4,482,41,0,1995,1033,0,0,321,15,0,1373,420,0,0,101,3,0,525,181,0,0,48,4,0,234,84,0,0,25,0,0,116,40,0,0,11,0,0,57,23,0,0,12,0,0,40,54,10,3,60,11,11,160,4369,362,116,1602,131,22,6609
LGA58610,0,0,0,0,0,0,0,0,0,0,0,5,0,0,5,0,15,23,26,21,52,28,8,154,0,0,0,4,0,0,8,0,6,0,0,0,0,6,3,5,3,8,0,0,19,6,10,15,9,4,0,40,3,0,0,13,0,0,18,15,0,0,12,4,0,29,10,5,0,4,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,8,0,13,40,24,23,52,17,0,151
LGA58680,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,13,4,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,3,0,0,0,4,0,0,3,0,0,0,0,0,0,0,0,0,0,6,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,8,0,5,0,0,0,11,12,0,23
LGA58760,0,0,26,28,0,0,19,0,0,42,100,79,10,117,26,18,355,7879,1379,138,3749,441,93,13675,9,27,4,21,4,0,71,0,64,3,13,7,0,83,14,392,26,87,36,4,555,56,234,70,132,37,0,535,65,114,25,145,33,0,381,395,212,66,322,57,8,1059,2328,176,45,1120,123,11,3800,4106,66,15,1496,138,14,5830,1680,7,0,424,35,0,2152,392,0,0,96,4,0,502,104,3,6,32,5,0,141,24,3,3,20,3,0,47,15,0,0,4,0,0,17,18,0,0,11,3,0,38,147,70,16,184,65,33,526,9356,1357,285,4107,555,77,15747
LGA58820,0,0,0,0,0,0,0,0,0,0,3,0,0,5,0,0,13,115,29,3,110,17,0,277,3,0,0,0,0,0,6,0,0,0,0,0,0,0,0,10,0,5,3,0,14,0,3,0,7,0,0,20,10,0,0,18,7,0,33,21,3,4,26,8,0,63,36,3,3,28,10,0,76,25,0,0,5,6,3,30,3,0,0,3,0,0,4,3,0,0,4,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,11,0,26,90,24,10,110,48,7,284
LGA58890,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,4,38,7,3,66,0,0,0,5,0,0,8,0,0,0,0,3,0,0,0,0,0,6,3,0,12,0,3,5,7,6,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,7,0,0,9,33,12,0,52
LGA59030,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,3,0,19,0,0,0,0,0,0,0,0,4,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,14,0,4,0,0,11,0,23
LGA59100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,6,12,0,19,11,0,46,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,3,0,12,0,0,0,0,0,0,8,0,0,0,3,0,0,5,0,0,0,3,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,0,6,0,9,0,19,13,0,42
LGA59170,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,7,8,12,0,32,18,0,66,0,0,0,0,4,0,3,0,0,0,0,0,0,5,0,6,0,3,0,0,18,0,4,0,5,0,0,7,0,0,0,13,0,0,15,0,3,4,6,0,0,15,4,0,0,0,4,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,5,11,6,3,38,22,4,81
LGA59250,0,0,0,0,0,0,0,0,0,0,0,5,0,0,4,0,6,0,33,11,0,11,0,55,0,0,0,0,0,0,0,0,0,3,0,0,0,7,0,11,4,0,0,0,17,0,4,5,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,12,0,18,0,12,14,8,18,0,56
LGA59310,0,0,0,0,0,0,0,0,0,0,0,0,0,6,8,0,9,22,26,11,57,34,0,150,0,0,0,0,7,0,5,0,0,0,0,0,0,3,0,4,11,15,8,0,36,4,10,0,13,4,0,34,0,8,0,11,4,0,15,0,3,0,21,0,0,24,4,0,0,0,4,0,12,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,17,11,30,17,67,33,0,152
LGA59320,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,5,0,13,4,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,10,0,0,0,6,0,0,11,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,6,11,4,0,26
LGA59330,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,8,23,13,0,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,13,0,0,5,8,3,0,15,0,0,0,0,0,0,4,0,4,0,3,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,5,6,21,10,0,50
LGA59340,3,0,12,0,0,0,5,8,5,17,4,27,9,16,55,7,123,229,381,134,235,420,22,1424,0,25,63,0,12,0,101,0,14,54,5,13,0,84,0,58,42,9,67,0,181,5,79,14,9,52,0,157,7,50,6,12,54,0,127,11,51,8,17,61,0,141,21,28,27,35,59,0,168,77,21,7,52,50,3,202,38,6,6,33,17,0,98,25,0,0,15,9,0,54,9,3,0,18,0,0,26,0,0,0,3,0,0,9,0,0,0,5,0,0,7,0,0,0,12,25,0,35,5,32,8,38,107,4,203,206,361,228,256,526,15,1586
LGA59350,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,11,0,21,0,0,0,0,6,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,0,7,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,5,7,0,12,0,6,5,5,22,0,39
LGA59360,0,0,0,0,0,0,0,0,0,0,0,0,0,8,5,0,16,0,22,4,60,22,0,105,0,0,0,4,0,0,11,0,0,0,0,0,0,4,0,5,0,10,11,0,30,7,0,4,10,3,0,29,3,4,0,9,0,0,16,0,0,0,4,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,10,25,0,36,12,22,9,55,44,0,140
