LGA_CODE_2021,C21_SH_Tot_NPFH_6_mor,C21_SH_Tot_Tot,C21_SDRTHT_0b_s_a_b_NPFH_2,C21_SDRTHT_0b_s_a_b_NPFH_3,C21_SDRTHT_0b_s_a_b_NPFH_4,C21_SDRTHT_0b_s_a_b_NPFH_5,C21_SDRTHT_0b_s_a_b_NPFH_6mor,C21_SDRTHT_0b_s_a_b_Tot,C21_SDRTHT_1b_NPFH_2,C21_SDRTHT_1b_NPFH_3,C21_SDRTHT_1b_NPFH_4,C21_SDRTHT_1b_NPFH_5,C21_SDRTHT_1b_NPFH_6_mor,C21_SDRTHT_1b_Tot,C21_SDRTHT_2b_NPFH_2,C21_SDRTHT_2b_NPFH_3,C21_SDRTHT_2b_NPFH_4,C21_SDRTHT_2b_NPFH_5,C21_SDRTHT_2b_NPFH_6_mor,C21_SDRTHT_2b_Tot,C21_SDRTHT_3b_NPFH_2,C21_SDRTHT_3b_NPFH_3,C21_SDRTHT_3b_NPFH_4,C21_SDRTHT_3b_NPFH_5,C21_SDRTHT_3b_NPFH_6_mor,C21_SDRTHT_3b_Tot,C21_SDRTHT_4mb_NPFH_2,C21_SDRTHT_4mb_NPFH_3,C21_SDRTHT_4mb_NPFH_4,C21_SDRTHT_4mb_NPFH_5,C21_SDRTHT_4mb_NPFH_6_mor,C21_SDRTHT_4mb_Tot,C21_SDRTHT_NB_NS_NPFH_2,C21_SDRTHT_NB_NS_NPFH_3,C21_SDRTHT_NB_NS_NPFH_4,C21_SDRTHT_NB_NS_NPFH_5,C21_SDRTHT_NB_NS_NPFH_6_mor,C21_SDRTHT_NB_NS_Tot,C21_SDRTHT_Tot_NPFH_2,C21_SDRTHT_Tot_NPFH_3,C21_SDRTHT_Tot_NPFH_4,C21_SDRTHT_Tot_NPFH_5,C21_SDRTHT_Tot_NPFH_6_mor,C21_SDRTHT_Tot_Tot,C21_F_a_0b_s_a_b_NPFH_2,C21_F_a_0b_s_a_b_NPFH_3,C21_F_a_0b_s_a_b_NPFH_4,C21_F_a_0b_s_a_b_NPFH_5,C21_F_a_0b_s_a_b_NPFH_6_mor,C21_F_a_0b_s_a_b_Total,C21_F_a_1b_NPFH_2,C21_F_a_1b_NPFH_3,C21_F_a_1b_NPFH_4,C21_F_a_1b_NPFH_5,C21_F_a_1b_NPFH_6_mor,C21_F_a_1b_Tot,C21_F_a_2b_NPFH_2,C21_F_a_2b_NPFH_3,C21_F_a_2b_NPFH_4,C21_F_a_2b_NPFH_5,C21_F_a_2b_NPFH_6_mor,C21_F_a_2b_Tot,C21_F_a_3b_NPFH_2,C21_F_a_3b_NPFH_3,C21_F_a_3b_NPFH_4,C21_F_a_3b_NPFH_5,C21_F_a_3b_NPFH_6_mor,C21_F_a_3b_Tot,C21_F_a_4mb_NPFH_2,C21_F_a_4mb_NPFH_3,C21_F_a_4mb_NPFH_4,C21_F_a_4mb_NPFH_5,C21_F_a_4mb_NPFH_6_mor,C21_F_a_4mb_Tot,C21_F_a_NB_NS_NPFH_2,C21_F_a_NB_NS_NPFH_3,C21_F_a_NB_NS_NPFH_4,C21_F_a_NB_NS_NPFH_5,C21_F_a_NB_NS_NPFH_6_mor,C21_F_a_NB_NS_Tot,C21_F_a_Tot_NPFH_2,C21_F_a_Tot_NPFH_3,C21_F_a_Tot_NPFH_4,C21_F_a_Tot_NPFH_5,C21_F_a_Tot_NPFH_6_mor,C21_F_a_Tot_Tot,C21_OD_0b_s_a_b_NPFH_2,C21_OD_0b_s_a_b_NPFH_3,C21_OD_0b_s_a_b_NPFH_4,C21_OD_0b_s_a_b_NPFH_5,C21_OD_0b_s_a_b_NPFH_6_mor,C21_OD_0b_s_a_b_Tot,C21_OD_1b_NPFH_2,C21_OD_1b_NPFH_3,C21_OD_1b_NPFH_4,C21_OD_1b_NPFH_5,C21_OD_1b_NPFH_6_mor,C21_OD_1b_Tot,C21_OD_2b_NPFH_2,C21_OD_2b_NPFH_3,C21_OD_2b_NPFH_4,C21_OD_2b_NPFH_5,C21_OD_2b_NPFH_6_mor,C21_OD_2b_Tot,C21_OD_3b_NPFH_2,C21_OD_3b_NPFH_3,C21_OD_3b_NPFH_4,C21_OD_3b_NPFH_5,C21_OD_3b_NPFH_6_mor,C21_OD_3b_Tot,C21_OD_4mb_NPFH_2,C21_OD_4mb_NPFH_3,C21_OD_4mb_NPFH_4,C21_OD_4mb_NPFH_5,C21_OD_4mb_NPFH_6_mor,C21_OD_4mb_Tot,C21_OD_NB_NS_NPFH_2,C21_OD_NB_NS_NPFH_3,C21_OD_NB_NS_NPFH_4,C21_OD_NB_NS_NPFH_5,C21_OD_NB_NS_NPFH_6_mor,C21_OD_NB_NS_Tot,C21_OD_Tot_NPFH_2,C21_OD_Tot_NPFH_3,C21_OD_Tot_NPFH_4,C21_OD_Tot_NPFH_5,C21_OD_Tot_NPFH_6_mor,C21_OD_Tot_Tot,C21_DS_NS_NPFH_2,C21_DS_NS_NPFH_3,C21_DS_NS_NPFH_4,C21_DS_NS_NPFH_5,C21_DS_NS_NPFH_6_mor,C21_DS_NS_Tot,C21_Tot_NPFH_2,C21_Tot_NPFH_3,C21_Tot_NPFH_4,C21_Tot_NPFH_5,C21_Tot_NPFH_6_mor,C21_Tot_Tot
LGA52030,8,262,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,7,192,34,36,6,8,280
LGA52100,7,258,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,152,39,31,35,7,262
LGA52170,56,1643,0,0,0,0,0,0,5,0,0,0,0,5,36,9,0,0,0,47,59,42,26,5,0,130,11,15,9,0,0,42,0,0,0,0,0,0,122,58,36,6,0,226,3,0,0,0,0,3,31,0,0,0,0,30,110,23,6,0,0,133,28,13,8,0,0,49,5,0,0,0,0,4,0,0,0,0,0,0,171,31,18,0,0,223,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,993,394,429,215,58,2085
LGA52240,8,271,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,6,146,47,51,24,8,274
LGA52310,6,244,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,153,40,36,12,6,246
LGA52380,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,20
LGA52450,16,292,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,140,46,58,38,16,301
LGA52520,16,294,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,9,0,0,0,0,0,0,4,0,0,3,0,6,0,0,0,0,0,0,139,57,58,37,16,309
LGA52590,16,817,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,9,0,0,0,0,14,0,0,0,0,0,3,0,0,0,0,0,0,14,5,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,3,4,0,0,0,0,4,3,0,0,0,0,3,6,0,3,0,0,6,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,16,0,4,0,0,21,8,0,0,0,0,12,535,124,130,60,21,866
LGA52660,148,3832,0,0,0,0,0,0,0,0,0,0,0,4,72,0,0,0,0,72,35,14,8,4,0,56,7,5,0,3,0,15,0,0,0,0,0,0,109,19,8,10,4,145,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,0,0,0,0,7,13,0,0,0,0,13,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,28,5,0,0,0,29,0,0,0,0,0,0,1855,831,820,362,154,4014
LGA52730,43,1467,0,0,0,0,0,0,0,0,0,0,0,0,11,3,0,0,0,11,37,5,7,0,0,60,11,8,18,7,0,42,0,0,0,0,0,0,60,19,23,7,6,113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,3,4,0,0,0,10,906,275,252,117,50,1594
LGA52800,204,1135,0,0,0,0,0,0,8,0,0,0,0,8,15,0,3,0,0,26,8,0,0,4,0,17,0,0,0,0,0,3,0,0,0,0,0,0,30,7,3,3,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,9,0,0,0,0,13,3,0,0,0,0,0,4,0,0,0,0,3,0,0,0,0,0,6,6,0,0,0,0,6,29,7,0,0,0,38,12,0,4,4,0,21,464,219,201,149,208,1241
LGA52870,60,1654,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5,3,4,0,0,0,5,0,3,6,0,0,4,0,0,0,0,0,0,9,3,6,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,6,3,0,0,0,10,4,0,0,0,0,7,952,266,278,130,62,1691
LGA52940,3,174,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,95,25,24,26,3,176
LGA53010,4,154,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,89,22,26,20,4,162
LGA53080,3,125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,3,76,21,19,3,3,127
LGA53150,44,1557,0,0,0,0,0,0,3,0,0,0,0,3,65,11,4,0,0,77,120,57,38,3,5,219,17,4,5,7,0,34,0,0,0,0,0,0,205,70,49,16,4,340,0,0,0,0,0,0,15,0,0,0,0,15,65,17,9,0,0,81,37,12,7,0,0,49,0,0,0,0,0,3,0,0,0,0,0,0,117,23,9,0,0,151,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,904,413,509,172,51,2058
LGA53220,137,1123,0,0,0,0,0,0,3,0,0,0,0,7,3,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,6,6,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,0,0,11,5,0,0,0,0,5,9,4,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,4,0,0,0,18,3,0,0,0,0,3,387,239,262,136,139,1166
LGA53290,133,3154,0,0,0,0,0,0,6,0,0,0,0,6,46,12,0,0,0,60,25,18,9,0,0,58,15,3,4,4,0,23,0,0,0,0,0,4,95,25,9,3,6,141,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,4,0,0,14,7,0,0,0,0,7,9,0,0,0,0,10,3,0,0,0,0,7,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,28,0,0,0,0,28,19,4,11,8,5,45,1704,621,639,292,139,3389
LGA53360,15,627,0,0,0,0,0,0,6,0,0,0,0,6,3,0,0,0,0,11,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,11,0,0,0,0,0,0,7,0,0,0,0,13,4,0,0,0,0,4,5,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,14,4,0,0,0,21,9,3,3,0,0,17,12,0,0,0,0,11,3,0,5,0,0,6,14,6,4,0,0,18,5,6,0,4,0,23,3,0,0,0,0,4,45,14,13,4,0,81,5,3,0,0,0,8,350,138,167,72,16,744
LGA53430,121,5667,0,0,0,0,0,0,51,4,0,0,0,52,406,91,29,11,0,530,375,171,114,15,0,680,49,29,39,23,3,146,10,3,0,0,0,13,894,297,180,41,10,1425,4,0,0,0,0,5,149,10,0,0,0,159,341,71,27,0,0,434,168,50,14,3,0,233,17,4,5,0,0,33,0,0,0,0,0,0,674,137,51,8,0,874,5,0,0,0,0,5,25,0,0,0,0,25,17,0,0,0,0,18,6,0,0,0,0,9,5,0,0,0,0,11,0,0,0,0,0,0,59,0,3,4,0,67,7,0,0,0,0,11,4209,1724,1524,462,130,8042
LGA53570,73,1370,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,9,4,0,0,0,0,6,6,0,0,0,0,6,0,0,0,0,0,0,16,0,0,0,0,14,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,6,0,0,0,0,0,0,7,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,15,0,0,0,0,0,0,808,231,197,103,72,1412
LGA53640,13,305,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,152,50,69,29,14,312
LGA53710,6,250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,151,38,33,31,6,253
LGA53780,2108,29697,3,0,0,0,0,3,18,0,0,0,0,22,331,74,21,9,0,434,596,316,219,93,33,1250,30,35,30,12,19,128,19,0,3,0,3,23,994,428,276,110,53,1859,0,0,0,0,0,0,18,4,0,0,0,20,102,36,13,4,0,156,78,32,36,6,3,158,0,8,3,5,3,20,6,0,0,0,0,7,207,82,51,19,8,366,6,0,0,0,0,6,25,0,0,0,0,22,6,0,0,0,0,9,5,0,0,0,0,12,14,6,0,4,0,18,0,0,0,0,0,0,48,5,0,4,0,61,7,4,0,4,0,16,11413,7242,7702,3471,2172,31996
LGA53800,413,9147,0,0,0,0,0,0,11,3,0,0,0,16,172,31,14,3,5,230,170,47,26,13,4,256,53,14,24,12,4,110,8,0,0,0,0,14,423,103,67,27,12,629,0,0,0,0,0,0,8,0,0,0,0,8,16,7,5,3,0,28,20,8,4,0,0,27,3,0,0,0,0,3,0,0,0,0,0,0,52,15,7,0,0,73,5,0,0,0,0,5,21,0,0,0,0,21,16,0,0,0,0,16,8,4,0,0,4,10,4,0,0,0,0,3,0,0,0,0,0,0,52,4,0,0,4,60,11,3,0,3,0,21,4757,2041,1866,837,427,9920
LGA53920,162,572,0,0,0,0,0,0,4,0,0,0,0,4,5,3,5,0,0,13,0,6,5,0,0,8,0,0,0,0,3,5,0,0,0,0,0,0,9,4,7,0,7,34,0,0,0,0,0,0,3,0,4,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,8,3,0,0,0,0,3,3,0,0,0,0,3,5,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,4,0,0,0,0,0,3,15,7,0,0,0,27,3,0,0,0,0,9,155,134,103,79,168,642
LGA53990,335,7578,0,0,0,0,0,0,0,0,0,0,0,0,38,4,0,4,0,46,65,19,5,10,0,92,3,0,5,0,0,9,0,0,0,0,0,0,105,25,9,11,0,154,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,6,9,6,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,11,3,0,0,0,18,3,0,0,0,0,3,20,0,0,0,0,24,10,0,0,0,0,11,0,0,0,0,0,6,0,0,0,0,0,3,3,0,0,0,0,3,36,8,0,4,0,53,0,3,0,0,0,6,3579,1488,1666,740,337,7815
LGA54060,20,896,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,6,15,3,0,0,0,23,12,0,3,0,0,18,0,0,0,0,0,0,33,4,6,0,0,51,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,3,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,10,7,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,12,4,0,0,0,0,0,571,170,139,69,20,973
LGA54130,7,276,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,4,0,0,8,0,0,0,0,0,0,149,33,58,35,7,283
LGA54170,1172,42469,0,4,0,0,0,6,34,4,5,0,0,41,296,21,7,0,0,321,1042,400,209,31,7,1690,165,96,99,36,7,406,16,0,0,3,0,25,1561,529,315,73,17,2491,0,0,0,0,0,0,57,8,0,0,0,62,234,41,10,0,0,289,135,51,18,3,0,209,6,7,5,4,4,25,4,0,0,0,0,4,437,110,36,11,4,589,3,0,0,0,0,3,8,0,0,0,0,8,18,0,3,0,0,16,7,5,6,0,0,8,0,0,0,0,0,5,0,0,0,0,0,0,31,0,8,0,0,44,8,4,0,0,0,12,19212,9691,11459,4049,1195,45607
LGA54200,633,15613,0,0,0,0,0,0,9,0,0,0,0,9,91,13,8,0,0,110,152,66,26,4,3,255,9,11,9,5,4,33,8,0,0,0,0,3,275,86,35,11,5,421,0,0,0,0,0,0,10,0,0,0,0,10,15,0,0,0,0,15,3,3,0,0,0,9,4,0,4,0,0,13,0,0,0,0,0,0,31,6,3,0,0,42,3,5,0,0,0,4,6,0,0,0,0,6,25,0,0,0,0,27,3,3,0,0,0,10,13,3,6,0,4,25,0,0,0,0,0,0,48,9,4,3,4,75,12,6,0,0,0,17,7062,3370,3535,1554,641,16165
LGA54280,336,6072,0,0,0,0,0,0,23,0,0,0,0,22,126,48,24,5,3,207,176,113,75,22,12,402,24,18,14,7,0,67,6,5,4,4,0,15,365,178,117,36,20,715,0,0,0,0,0,0,3,3,0,0,0,10,14,3,3,0,0,19,7,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,30,10,4,0,0,43,7,0,0,0,0,8,24,0,0,0,0,28,4,7,0,0,0,7,0,3,0,0,0,11,3,0,0,0,0,3,0,0,0,0,0,0,46,11,0,0,0,54,6,5,0,0,0,12,2828,1518,1498,696,348,6899
LGA54310,212,4061,0,0,0,0,0,0,21,4,0,0,0,25,132,36,20,3,0,195,92,68,41,23,3,216,15,6,8,7,6,45,0,0,4,0,0,10,261,121,68,30,10,492,0,0,0,0,0,0,43,9,0,0,0,46,33,8,13,0,0,52,16,5,3,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,93,13,11,0,0,121,9,0,0,0,0,15,19,0,0,0,0,19,5,3,0,0,0,8,0,5,0,0,0,4,0,0,0,3,0,3,0,0,0,0,0,3,39,6,3,4,0,49,12,0,0,0,0,17,1630,999,1283,597,225,4741
LGA54340,77,933,0,0,0,0,0,0,0,0,0,0,0,0,20,7,0,0,0,25,6,4,0,0,0,10,0,0,0,0,0,8,0,0,0,0,0,0,30,13,0,0,3,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,474,191,168,67,77,983
LGA54410,14,270,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,163,56,35,14,14,281
LGA54480,0,115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,19,34,15,0,111
LGA54550,21,454,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,6,5,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,237,81,91,48,21,467
LGA54620,9,192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,117,27,30,12,9,202
