LGA_CODE_2021,C21_M_FoodHos_PS_15_19,C21_M_FoodHos_PS_20_24,C21_M_FoodHos_PS_25_34,C21_M_FoodHos_PS_35_44,C21_M_FoodHos_PS_45_54,C21_M_FoodHos_PS_55_64,C21_M_FoodHos_PS_65_74,C21_M_FoodHos_PS_75_84,C21_M_FoodHos_PS_85over,C21_M_FoodHos_PS_Tot,C21_M_MixFld_pr_15_19,C21_M_MixFld_pr_20_24,C21_M_MixFld_pr_25_34,C21_M_MixFld_pr_35_44,C21_M_MixFld_pr_45_54,C21_M_MixFld_pr_55_64,C21_M_MixFld_pr_65_74,C21_M_MixFld_pr_75_84,C21_M_MixFld_pr_85over,C21_M_MixFld_pr_Tot,C21_M_FldStu_ID_15_19,C21_M_FldStu_ID_20_24,C21_M_FldStu_ID_25_34,C21_M_FldStu_ID_35_44,C21_M_FldStu_ID_45_54,C21_M_FldStu_ID_55_64,C21_M_FldStu_ID_65_74,C21_M_FldStu_ID_75_84,C21_M_FldStu_ID_85over,C21_M_FldStu_ID_Tot,C21_M_FldStu_NS_15_19,C21_M_FldStu_NS_20_24,C21_M_FldStu_NS_25_34,C21_M_FldStu_NS_35_44,C21_M_FldStu_NS_45_54,C21_M_FldStu_NS_55_64,C21_M_FldStu_NS_65_74,C21_M_FldStu_NS_75_84,C21_M_FldStu_NS_85over,C21_M_FldStu_NS_Tot,C21_M_Tot_15_19,C21_M_Tot_20_24,C21_M_Tot_25_34,C21_M_Tot_35_44,C21_M_Tot_45_54,C21_M_Tot_55_64,C21_M_Tot_65_74,C21_M_Tot_75_84,C21_M_Tot_85over,C21_M_Tot_Tot,C11_F_NatPhy_sci_15_19,C11_F_NatPhy_sci_20_24,C11_F_NatPhy_sci_25_34,C11_F_NatPhy_sci_35_44,C11_F_NatPhy_sci_45_54,C11_F_NatPhy_sci_55_64,C11_F_NatPhy_sci_65_74,C11_F_NatPhy_sci_75_84,C11_F_NatPhy_sci_85over,C11_F_NatPhy_sci_Tot,C11_F_InfTec_15_19,C11_F_InfTec_20_24,C11_F_InfTec_25_34,C11_F_InfTec_35_44,C11_F_InfTec_45_54,C11_F_InfTec_55_64,C11_F_InfTec_65_74,C11_F_InfTec_75_84,C11_F_InfTec_85over,C11_F_InfTec_Tot,C11_F_EngRT_15_19,C11_F_EngRT_20_24,C11_F_EngRT_25_34,C11_F_EngRT_35_44,C11_F_EngRT_45_54,C11_F_EngRT_55_64,C11_F_EngRT_65_74,C11_F_EngRT_75_84,C11_F_EngRT_85over,C11_F_EngRT_Tot,C11_F_ArchBuild_15_19,C11_F_ArchBuild_20_24,C11_F_ArchBuild_25_34,C11_F_ArchBuild_35_44,C11_F_ArchBuild_45_54,C11_F_ArchBuild_55_64,C11_F_ArchBuild_65_74,C11_F_ArchBuild_75_84,C11_F_ArchBuild_85over,C11_F_ArchBuild_Tot,C11_F_AgEnv_RS_15_19,C11_F_AgEnv_RS_20_24,C11_F_AgEnv_RS_25_34,C11_F_AgEnv_RS_35_44,C11_F_AgEnv_RS_45_54,C11_F_AgEnv_RS_55_64,C11_F_AgEnv_RS_65_74,C11_F_AgEnv_RS_75_84,C11_F_AgEnv_RS_85over,C11_F_AgEnv_RS_Tot,C11_F_Health_15_19,C11_F_Health_20_24,C11_F_Health_25_34,C11_F_Health_35_44,C11_F_Health_45_54,C11_F_Health_55_64,C11_F_Health_65_74,C11_F_Health_75_84,C11_F_Health_85over,C11_F_Health_Tot,C11_F_Educ_15_19,C11_F_Educ_20_24,C11_F_Educ_25_34,C11_F_Educ_35_44,C11_F_Educ_45_54,C11_F_Educ_55_64,C11_F_Educ_65_74,C11_F_Educ_75_84,C11_F_Educ_85over,C11_F_Educ_Tot,C11_F_MngtCom_15_19,C11_F_MngtCom_20_24,C11_F_MngtCom_25_34,C11_F_MngtCom_35_44,C11_F_MngtCom_45_54,C11_F_MngtCom_55_64,C11_F_MngtCom_65_74,C11_F_MngtCom_75_84,C11_F_MngtCom_85over,C11_F_MngtCom_Tot,C11_F_Soc_cult_15_19,C11_F_Soc_cult_20_24,C11_F_Soc_cult_25_34,C11_F_Soc_cult_35_44,C11_F_Soc_cult_45_54,C11_F_Soc_cult_55_64,C11_F_Soc_cult_65_74,C11_F_Soc_cult_75_84,C11_F_Soc_cult_85over,C11_F_Soc_cult_Tot,C11_F_Creative_art_15_19,C11_F_Creative_art_20_24,C11_F_Creative_art_25_34,C11_F_Creative_art_35_44,C11_F_Creative_art_45_54,C11_F_Creative_art_55_64,C11_F_Creative_art_65_74,C11_F_Creative_art_75_84,C11_F_Creative_art_85over,C11_F_Creative_art_Tot,C11_F_FoodHos_PS_15_19,C11_F_FoodHos_PS_20_24,C11_F_FoodHos_PS_25_34,C11_F_FoodHos_PS_35_44,C11_F_FoodHos_PS_45_54,C11_F_FoodHos_PS_55_64,C11_F_FoodHos_PS_65_74,C11_F_FoodHos_PS_75_84,C11_F_FoodHos_PS_85over,C11_F_FoodHos_PS_Tot,C11_F_MixFld_pr_15_19,C11_F_MixFld_pr_20_24,C11_F_MixFld_pr_25_34,C11_F_MixFld_pr_35_44,C11_F_MixFld_pr_45_54,C11_F_MixFld_pr_55_64,C11_F_MixFld_pr_65_74,C11_F_MixFld_pr_75_84,C11_F_MixFld_pr_85over,C11_F_MixFld_pr_Tot,C11_F_FldStu_ID_15_19,C11_F_FldStu_ID_20_24,C11_F_FldStu_ID_25_34,C11_F_FldStu_ID_35_44,C11_F_FldStu_ID_45_54,C11_F_FldStu_ID_55_64,C11_F_FldStu_ID_65_74,C11_F_FldStu_ID_75_84,C11_F_FldStu_ID_85over,C11_F_FldStu_ID_Tot,C11_F_FldStu_NS_15_19,C11_F_FldStu_NS_20_24,C11_F_FldStu_NS_25_34,C11_F_FldStu_NS_35_44,C11_F_FldStu_NS_45_54,C11_F_FldStu_NS_55_64,C11_F_FldStu_NS_65_74,C11_F_FldStu_NS_75_84,C11_F_FldStu_NS_85over,C11_F_FldStu_NS_Tot,C11_F_Tot_15_19,C11_F_Tot_20_24,C11_F_Tot_25_34,C11_F_Tot_35_44,C11_F_Tot_45_54,C11_F_Tot_55_64,C11_F_Tot_65_74,C11_F_Tot_75_84,C11_F_Tot_85over,C11_F_Tot_Tot
LGA50840,0,0,4,10,3,10,9,0,0,39,0,0,0,0,0,0,0,0,0,4,0,0,0,0,8,4,5,3,0,24,11,9,18,33,51,44,52,26,7,234,21,52,143,181,240,279,304,121,19,1352,0,0,0,6,4,3,0,0,0,13,0,0,0,0,0,0,0,0,0,3,0,0,3,4,4,0,0,0,0,14,0,0,0,0,0,0,0,0,0,3,0,0,6,11,3,3,0,0,0,30,0,0,16,31,38,34,22,7,0,153,0,9,17,27,33,42,14,0,0,141,8,9,16,20,17,38,17,3,4,139,6,10,10,26,28,32,10,5,0,127,0,0,3,9,18,11,3,0,0,48,6,3,9,13,7,11,8,0,0,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,0,8,9,12,22,14,14,6,100,27,34,98,165,172,213,96,42,7,840
LGA50910,0,0,0,0,3,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,9,9,10,8,9,0,0,52,6,8,20,21,26,38,32,7,4,172,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,4,0,4,6,0,0,18,0,0,7,4,3,8,5,0,0,35,0,0,9,3,8,3,0,0,0,30,0,0,7,3,4,4,4,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,4,3,3,6,8,4,38,4,7,32,31,22,30,24,9,3,161
LGA50980,0,8,36,44,45,22,5,0,0,155,0,4,0,0,0,0,0,0,0,9,0,0,13,18,16,11,10,0,0,69,90,96,244,203,235,178,80,31,11,1159,121,256,920,944,874,604,316,85,16,4128,0,6,24,25,10,3,0,0,0,62,0,3,5,10,3,5,0,0,0,19,0,10,12,10,13,3,0,0,0,48,0,0,0,6,4,3,0,0,0,22,5,4,28,20,4,4,4,0,0,68,5,15,106,120,122,88,16,5,0,473,0,15,105,111,94,73,17,4,0,424,14,54,164,112,99,50,11,0,0,508,4,33,123,96,68,41,10,4,0,375,0,10,37,38,25,3,5,0,0,118,10,43,90,69,28,10,3,0,0,264,0,0,0,0,0,0,0,0,0,3,0,0,4,18,5,8,0,0,0,37,85,85,172,175,120,87,55,21,5,795,128,276,874,794,596,375,124,34,5,3209
LGA51080,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,5,5,3,7,10,10,3,6,0,53,7,9,32,37,36,41,30,14,0,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,3,3,0,0,0,21,0,0,0,6,9,5,3,0,0,27,0,0,6,13,12,8,0,3,0,45,0,0,8,6,6,5,0,0,0,25,0,3,6,6,6,5,0,0,0,23,0,0,0,0,0,4,4,0,0,7,0,0,7,3,3,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,9,5,4,8,0,0,25,6,8,39,45,40,35,13,3,0,186
LGA51120,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,5,4,3,11,14,16,18,6,0,74,7,13,32,37,40,33,36,12,0,215,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,6,0,0,3,0,4,8,5,3,0,29,0,0,9,14,8,6,3,0,0,44,4,4,3,0,0,0,0,0,0,20,0,4,0,10,0,6,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,4,3,7,10,6,34,3,9,25,39,21,30,14,19,10,167
LGA51190,6,17,65,68,61,37,24,3,0,280,0,0,5,0,0,3,4,0,0,13,0,9,14,26,27,30,13,9,0,122,47,81,246,209,236,172,164,101,65,1313,160,461,1380,1380,1364,1326,1070,534,164,7835,4,10,33,37,24,17,7,4,0,134,3,3,8,11,12,3,0,0,0,45,5,19,44,29,29,5,9,12,7,152,3,8,17,15,14,0,3,0,0,57,0,5,33,28,18,6,0,0,0,98,9,57,177,159,220,180,78,49,10,932,5,32,149,173,191,144,69,24,11,802,59,149,322,243,220,140,56,24,5,1222,27,56,197,156,160,135,36,10,0,785,7,24,50,31,33,24,3,5,0,181,35,77,124,98,72,56,20,7,4,490,5,3,9,0,0,4,0,0,0,14,0,4,15,13,10,4,3,0,0,53,89,77,157,165,173,158,170,234,102,1327,252,521,1330,1158,1170,888,452,365,140,6273
LGA51260,6,42,105,127,113,74,59,10,3,536,3,0,10,0,0,0,0,0,0,18,4,5,13,26,30,23,17,6,3,126,88,43,209,252,258,202,178,144,56,1433,207,383,1358,1837,1906,1710,1645,844,201,10089,0,3,34,32,28,7,8,5,0,128,0,0,11,13,10,0,0,0,0,35,0,0,18,25,16,10,16,12,0,95,0,0,15,18,10,9,0,0,0,45,4,8,49,38,18,11,7,7,0,136,3,27,152,205,255,190,165,74,20,1091,0,24,151,239,243,191,90,42,15,983,51,94,240,302,219,154,73,34,6,1177,22,51,146,197,173,127,55,12,0,794,6,17,54,68,50,26,18,14,0,249,27,64,140,162,92,70,21,8,8,584,3,0,0,0,4,0,0,0,0,10,0,4,12,12,13,6,0,0,0,49,86,44,90,123,142,123,124,167,90,988,205,345,1104,1433,1282,911,572,371,138,6374
LGA51310,9,12,35,22,21,18,14,12,3,146,0,0,5,0,3,0,0,0,0,3,0,5,15,19,21,17,9,13,4,101,19,16,82,80,88,67,65,51,32,494,80,380,1176,1610,1927,1542,1027,585,228,8553,0,28,71,73,80,45,15,6,4,316,0,6,16,20,26,8,5,0,0,71,0,12,41,39,32,11,11,9,4,163,0,12,30,24,20,11,8,0,0,107,4,0,20,16,10,0,0,0,0,55,0,55,231,366,410,211,122,93,47,1550,0,17,85,197,244,245,126,60,36,1014,8,94,244,424,305,128,85,54,25,1362,4,52,164,295,236,155,62,52,19,1029,4,40,80,92,57,29,25,6,0,335,6,25,40,46,31,25,10,13,9,203,0,0,0,0,0,0,0,0,0,8,0,0,14,15,15,12,8,7,5,78,37,37,84,81,76,72,79,125,117,712,62,399,1127,1682,1543,947,552,428,261,6995
LGA51330,13,151,404,285,145,112,53,28,3,1196,4,9,7,3,0,4,0,3,0,41,5,21,94,88,71,52,31,20,5,398,106,305,679,485,389,302,152,150,72,2638,426,2265,6241,5689,4556,3501,2526,1215,343,26760,3,116,256,230,158,75,26,3,0,867,8,22,138,100,68,12,3,0,0,351,8,65,185,138,99,49,29,24,10,605,4,34,59,47,36,10,0,0,0,187,10,31,78,60,32,13,3,0,0,220,24,266,648,568,615,453,206,99,26,2914,13,103,359,474,575,473,204,85,40,2338,88,716,1347,1001,812,474,224,94,25,4784,32,253,628,546,523,362,133,34,13,2517,34,145,220,111,80,38,33,12,3,674,44,182,289,256,187,128,45,20,6,1148,0,11,9,5,13,8,7,0,5,54,0,20,45,31,45,25,6,0,0,183,230,295,389,303,300,330,279,326,209,2654,488,2263,4650,3861,3543,2444,1201,699,345,19491
LGA51400,0,12,16,27,27,19,16,5,0,122,4,0,4,0,0,3,0,0,0,14,6,0,5,11,22,10,7,0,0,61,43,32,56,98,125,83,70,36,10,560,117,240,589,840,974,807,546,187,20,4328,3,6,22,24,17,5,0,0,0,73,0,0,10,8,0,0,0,0,0,23,0,0,14,11,16,3,3,0,0,56,0,6,7,8,4,0,0,0,0,28,0,9,22,12,10,3,0,0,0,55,7,24,93,123,148,89,36,12,3,532,0,16,86,152,131,69,24,6,0,476,31,42,130,186,121,68,20,3,0,604,17,26,72,111,74,45,13,0,0,356,3,6,7,20,13,9,0,0,0,54,13,29,35,70,26,18,0,3,0,190,0,0,0,0,0,0,0,0,0,0,0,0,5,4,9,3,0,0,0,21,47,17,50,94,55,54,36,28,10,388,113,175,555,819,628,356,141,53,12,2859
LGA51470,0,0,0,0,0,0,5,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,0,0,11,12,0,12,3,0,38,3,6,12,36,29,24,31,6,0,149,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,0,0,0,10,0,0,6,4,6,3,0,0,0,23,7,0,5,0,3,0,0,0,0,13,0,0,0,0,0,5,0,0,0,5,0,0,0,0,0,0,0,0,0,5,0,0,0,3,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,3,4,6,3,3,0,28,9,11,23,10,18,15,8,0,0,98
LGA51540,0,10,12,12,12,10,4,0,0,49,0,0,0,0,0,0,0,0,0,0,0,0,7,3,6,6,3,0,0,31,43,41,104,72,82,67,53,25,8,487,54,86,265,208,241,219,161,52,14,1302,0,0,8,0,0,0,0,0,0,13,0,0,0,3,6,0,0,0,0,9,0,0,10,7,4,0,3,0,0,23,0,0,3,4,0,0,0,0,0,3,0,4,8,10,0,0,0,0,0,22,0,10,34,23,31,35,22,3,5,147,0,12,39,37,28,18,3,0,0,135,6,9,37,28,26,27,10,6,0,151,0,9,30,23,32,12,5,0,0,97,0,0,5,7,7,0,0,0,0,25,0,6,19,27,15,8,0,0,0,76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,26,23,51,64,51,69,44,24,6,369,35,72,234,234,195,164,78,36,11,1068
LGA51610,0,0,0,3,0,3,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,9,10,17,28,18,13,0,0,89,7,14,52,70,102,68,50,20,5,385,0,0,0,3,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,0,4,3,5,8,11,9,0,0,45,0,0,6,9,10,11,0,0,0,32,0,0,14,13,8,7,3,0,0,46,0,0,0,3,4,3,0,0,0,15,0,0,0,0,0,5,0,0,0,3,0,0,0,5,3,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,6,0,7,10,3,0,0,30,4,6,34,43,33,46,24,0,0,203
LGA51680,0,6,4,11,9,9,0,5,0,42,0,0,0,0,0,0,0,0,0,0,0,4,0,3,3,6,5,4,0,24,23,13,32,32,65,67,38,26,4,302,47,57,185,236,332,338,191,99,13,1492,0,0,0,3,3,0,0,0,0,10,0,0,0,3,4,0,0,0,0,11,0,0,4,7,5,3,0,0,0,25,0,0,0,4,0,0,0,0,0,4,4,0,6,5,0,3,3,0,0,22,0,0,15,26,39,22,16,0,0,122,0,0,7,23,23,17,10,0,0,80,3,12,23,38,44,23,18,3,0,172,0,6,9,23,23,15,6,0,0,80,5,0,5,9,0,7,0,0,0,25,0,4,14,22,10,16,7,0,0,73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,8,19,5,12,25,23,14,19,9,0,124,36,35,103,192,177,127,82,15,0,764
LGA51710,0,0,3,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,6,31,139,71,54,19,24,0,0,341,7,44,198,130,128,68,56,0,0,632,0,0,3,4,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,10,10,8,0,0,0,31,0,0,12,18,7,5,0,0,0,50,8,3,14,14,13,3,0,0,0,62,0,0,8,6,7,0,0,0,0,28,0,0,3,0,3,0,0,0,0,8,0,6,0,3,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,11,11,16,12,10,0,0,0,67,11,18,61,71,62,35,6,0,0,271
LGA51750,0,7,11,6,10,8,3,3,5,43,0,0,0,0,0,0,0,0,0,6,0,3,3,8,8,3,8,4,0,39,23,19,56,36,43,39,29,35,26,303,48,191,556,501,624,503,463,351,139,3372,0,9,30,21,38,10,15,11,0,130,0,0,7,3,12,0,0,0,0,26,0,3,17,14,5,3,0,4,0,54,0,5,5,4,15,7,0,0,0,42,0,0,8,0,9,7,0,0,0,21,0,31,85,105,131,112,95,51,33,638,0,10,29,54,102,105,63,35,18,414,4,32,101,98,102,68,42,22,11,482,0,27,80,93,76,89,41,46,10,461,0,13,40,17,21,15,17,11,5,140,8,5,20,11,15,7,3,3,0,69,0,0,0,0,0,0,0,0,0,0,0,5,4,10,8,4,10,4,6,46,16,24,26,30,41,28,28,51,53,300,31,171,445,462,570,457,319,235,135,2820
LGA51820,12,81,227,281,219,124,70,28,7,1045,5,10,7,7,3,9,6,0,0,42,4,21,102,113,105,58,45,9,0,458,133,226,681,718,544,376,317,254,145,3393,521,1883,6624,7332,5748,4228,2803,1176,334,30643,0,61,241,172,95,43,9,3,0,620,9,15,86,43,34,13,0,3,0,212,3,35,122,128,79,51,24,19,10,474,6,16,63,32,21,4,0,0,0,144,5,21,104,47,38,14,4,0,0,241,10,207,766,606,538,306,126,58,16,2637,32,97,538,589,480,278,114,36,4,2167,67,387,1302,1161,691,405,124,60,12,4214,48,215,719,668,482,275,89,14,5,2510,18,96,250,170,80,41,13,11,0,681,74,244,414,400,209,140,51,19,5,1558,3,3,6,5,10,3,0,0,0,25,0,8,41,42,43,10,9,3,0,171,250,178,376,446,366,349,314,285,153,2719,532,1590,5036,4511,3156,1931,890,509,208,18365
LGA51860,0,0,0,6,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,3,11,13,13,6,8,5,0,55,5,7,20,29,25,25,10,7,0,125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5,0,0,0,0,7,0,0,3,3,5,0,0,0,0,14,0,0,5,3,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,9,3,0,5,0,25,0,3,18,19,17,8,0,5,0,72
LGA51890,0,0,9,9,23,16,3,8,0,69,0,0,0,0,0,0,0,0,0,6,0,5,7,5,6,5,4,5,0,28,34,20,56,52,56,62,59,40,24,414,60,110,312,328,328,374,293,145,39,1993,0,0,7,6,0,3,0,0,0,23,0,0,3,0,4,0,0,0,0,6,0,3,4,6,4,3,0,6,0,28,0,0,0,5,3,0,0,0,0,8,0,4,5,6,3,3,0,0,0,24,3,9,22,29,48,68,30,3,0,208,5,5,36,66,52,27,14,0,0,191,15,24,56,58,40,28,5,3,0,235,10,14,26,30,40,21,7,0,0,146,0,5,4,6,0,3,0,0,0,24,8,23,39,27,14,3,0,0,0,117,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,6,23,18,34,38,42,45,41,49,38,322,62,102,228,283,248,213,101,68,42,1353
LGA51960,0,0,3,7,9,4,4,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,9,19,30,84,70,92,72,41,14,6,427,25,55,191,152,207,172,87,28,4,918,0,0,6,0,0,0,0,0,0,10,0,0,3,0,0,0,0,0,0,3,0,5,8,10,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,14,0,7,10,15,8,7,3,0,0,55,0,3,16,12,9,5,0,0,0,47,5,5,24,19,16,12,3,0,0,84,0,9,6,15,19,8,0,0,0,51,0,0,0,4,0,0,0,0,0,12,6,8,22,17,8,7,0,0,0,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,20,40,32,25,32,8,8,0,187,27,57,140,132,92,68,19,5,0,541
LGA52030,0,0,0,0,0,5,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,6,0,3,8,0,11,21,11,9,3,74,0,11,41,22,35,67,65,30,4,271,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,9,0,0,0,5,8,10,8,0,0,27,0,3,6,7,6,9,9,0,0,34,0,3,15,6,3,3,0,3,0,29,0,0,4,0,0,5,0,0,0,16,0,0,3,0,0,3,0,0,0,10,0,0,4,8,4,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,8,5,6,0,0,32,0,6,25,33,33,34,28,8,0,172
LGA52100,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4,0,0,0,0,6,6,7,4,0,27,4,15,31,41,25,23,27,8,3,185,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,4,0,5,4,5,11,6,8,3,4,43,0,0,9,9,8,13,3,0,3,45,0,0,15,9,8,3,0,0,0,37,0,0,3,0,3,4,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,3,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,9,9,0,26,0,3,36,33,38,38,21,10,9,188
LGA52170,0,0,4,9,12,5,4,0,6,31,0,0,4,0,0,0,0,0,0,5,0,0,4,4,6,4,4,3,0,27,7,16,40,29,13,32,20,21,22,207,17,99,378,377,463,495,390,221,74,2517,0,13,35,17,22,16,5,0,0,111,0,0,0,3,6,3,0,0,0,11,0,0,7,4,7,4,0,3,0,36,0,7,11,13,9,9,0,0,0,47,0,0,10,7,7,6,0,0,0,34,0,13,79,83,103,86,49,23,14,451,0,3,24,39,78,112,50,26,0,345,0,27,82,110,64,51,31,12,6,388,5,18,71,80,68,73,35,17,3,379,0,10,33,19,21,14,6,0,0,114,0,6,15,12,9,3,3,0,3,50,0,0,0,0,0,0,0,0,0,0,0,4,7,8,7,3,5,5,0,37,14,25,61,47,44,55,40,29,57,358,24,130,440,449,448,433,224,124,90,2347
LGA52240,0,0,4,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,4,5,4,10,15,5,11,0,56,9,12,35,31,42,44,35,14,7,230,0,0,0,3,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,14,0,0,6,3,5,0,3,0,0,24,0,0,5,6,7,0,0,0,0,27,0,0,14,5,3,3,0,0,0,28,0,0,4,9,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,10,3,10,6,0,7,0,36,3,6,38,44,38,20,17,10,0,164
LGA52310,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,5,8,7,10,9,8,3,47,6,13,23,22,39,51,37,23,6,213,0,0,0,3,0,3,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,7,0,0,4,3,6,7,3,0,0,35,0,0,0,7,9,3,0,0,0,20,0,0,8,3,4,3,0,0,0,19,0,0,6,6,0,3,6,0,0,15,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,0,0,4,4,0,6,5,0,28,7,0,23,26,32,24,15,6,0,142
LGA52380,0,0,0,0,3,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,3,3,11,3,0,28,4,3,24,12,20,7,18,3,0,86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,6,0,0,0,0,0,0,0,0,0,4,0,0,0,0,5,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,3,0,3,0,14,0,4,8,0,11,12,5,3,0,37
