LGA_CODE_2021,C11_Chr_Tot_0_14,C11_Chr_Tot_15_24,C11_Chr_Tot_25_34,C11_Chr_Tot_35_44,C11_Chr_Tot_45_54,C11_Chr_Tot_55_64,C11_Chr_Tot_65_74,C11_Chr_Tot_75_84,C11_Chr_Tot_85ov,C11_Chr_Tot_Tot,C11_Hinduism_0_14,C11_Hinduism_15_24,C11_Hinduism_25_34,C11_Hinduism_35_44,C11_Hinduism_45_54,C11_Hinduism_55_64,C11_Hinduism_65_74,C11_Hinduism_75_84,C11_Hinduism_85ov,C11_Hinduism_Tot,C11_Islam_0_14,C11_Islam_15_24,C11_Islam_25_34,C11_Islam_35_44,C11_Islam_45_54,C11_Islam_55_64,C11_Islam_65_74,C11_Islam_75_84,C11_Islam_85ov,C11_Islam_Tot,C11_Judaism_0_14,C11_Judaism_15_24,C11_Judaism_25_34,C11_Judaism_35_44,C11_Judaism_45_54,C11_Judaism_55_64,C11_Judaism_65_74,C11_Judaism_75_84,C11_Judaism_85ov,C11_Judaism_Tot,C11_OR_Au_Ab_Tr_R_0_14,C11_OR_Au_Ab_Tr_R_15_24,C11_OR_Au_Ab_Tr_R_25_34,C11_OR_Au_Ab_Tr_R_35_44,C11_OR_Au_Ab_Tr_R_45_54,C11_OR_Au_Ab_Tr_R_55_64,C11_OR_Au_Ab_Tr_R_65_74,C11_OR_Au_Ab_Tr_R_75_84,C11_OR_A_Ab_Tr_Re_85ov,C11_OR_Au_Ab_Tr_Re_Tot,C11_OR_Sikhism_0_14,C11_OR_Sikhism_15_24,C11_OR_Sikhism_25_34,C11_OR_Sikhism_35_44,C11_OR_Sikhism_45_54,C11_OR_Sikhism_55_64,C11_OR_Sikhism_65_74,C11_OR_Sikhism_75_84,C11_OR_Sikhism_85ov,C11_OR_Sikhism_Tot,C11_OR_OR_0_14,C11_OR_OR_15_24,C11_OR_OR_25_34,C11_OR_OR_35_44,C11_OR_OR_45_54,C11_OR_OR_55_64,C11_OR_OR_65_74,C11_OR_OR_75_84,C11_OR_OR_85ov,C11_OR_OR_Tot,C11_OR_Tot_0_14,C11_OR_Tot_15_24,C11_OR_Tot_25_34,C11_OR_Tot_35_44,C11_OR_Tot_45_54,C11_OR_Tot_55_64,C11_OR_Tot_65_74,C11_OR_Tot_75_84,C11_OR_Tot_85ov,C11_OR_Tot_Tot,C11_SBOSB_No_RA_0_14,C11_SBOSB_No_RA_15_24,C11_SBOSB_No_RA_25_34,C11_SBOSB_No_RA_35_44,C11_SBOSB_No_RA_45_54,C11_SBOSB_No_RA_55_64,C11_SBOSB_No_RA_65_74,C11_SBOSB_No_RA_75_84,C11_SBOSB_No_RA_85ov,C11_SBOSB_No_RA_Tot,C11_Rel_aff_ns_0_14,C11_Rel_aff_ns_15_24,C11_Rel_aff_ns_25_34,C11_Rel_aff_ns_35_44,C11_Rel_aff_ns_45_54,C11_Rel_aff_ns_55_64,C11_Rel_aff_ns_65_74,C11_Rel_aff_ns_75_84,C11_Rel_aff_ns_85ov,C11_Rel_aff_NS_Tot,C11_Tot_0_14,C11_Tot_15_24,C11_Tot_25_34,C11_Tot_35_44,C11_Tot_45_54,C11_Tot_55_64,C11_Tot_65_74,C11_Tot_75_84,C11_Tot_85ov,C11_Tot_Tot,C16_Buddhism_0_14,C16_Buddhism_15_24,C16_Buddhism_25_34,C16_Buddhism_35_44,C16_Buddhism_45_54,C16_Buddhism_55_64,C16_Buddhism_65_74,C16_Buddhism_75_84,C16_Buddhism_85ov,C16_Buddhism_Tot,C16_Christ_Angl_0_14,C16_Christ_Angl_15_24,C16_Christ_Angl_25_34,C16_Christ_Angl_35_44,C16_Christ_Angl_45_54,C16_Christ_Angl_55_64,C16_Christ_Angl_65_74,C16_Christ_Angl_75_84,C16_Christ_Angl_85ov,C16_Christ_Angl_Tot,C16_C_Assyr_Apo_0_14,C16_C_Assyr_Apo_15_24,C16_C_Assyr_Apo_25_34,C16_C_Assyr_Apo_35_44,C16_C_Assyr_Apo_45_54,C16_C_Assyr_Apo_55_64,C16_C_Assyr_Apo_65_74,C16_C_Assyr_Apo_75_84,C16_C_Assyr_Apo_85ov,C16_C_Assyr_Apo_Tot,C16_C_Baptist_0_14,C16_C_Baptist_15_24,C16_C_Baptist_25_34,C16_C_Baptist_35_44,C16_C_Baptist_45_54,C16_C_Baptist_55_64,C16_C_Baptist_65_74,C16_C_Baptist_75_84,C16_C_Baptist_85ov,C16_C_Baptist_Tot,C16_Christ_Breth_0_14,C16_Christ_Breth_15_24,C16_Christ_Breth_25_34,C16_Christ_Breth_35_44,C16_Christ_Breth_45_54,C16_Christ_Breth_55_64,C16_Christ_Breth_65_74,C16_Christ_Breth_75_84,C16_Christ_Breth_85ov,C16_Christ_Breth_Tot,C16_Ch_Catholic_0_14,C16_Ch_Catholic_15_24,C16_Ch_Catholic_25_34,C16_Ch_Catholic_35_44,C16_Ch_Catholic_45_54,C16_Ch_Catholic_55_64,C16_Ch_Catholic_65_74,C16_Ch_Catholic_75_84,C16_Ch_Catholic_85ov,C16_C_Catholic_Tot,C16_C_Chur_Christ_0_14,C16_C_Chur_Christ_15_24,C16_C_Chur_Christ_25_34,C16_C_Chur_Christ_35_44,C16_C_Chur_Christ_45_54,C16_C_Chur_Christ_55_64,C16_C_Chur_Christ_65_74,C16_C_Chur_Christ_75_84,C16_C_Chur_Christ_85ov,C16_C_Chur_Christ_Tot,C16_C_East_Ortho_0_14,C16_C_East_Ortho_15_24,C16_C_East_Ortho_25_34,C16_C_East_Ortho_35_44,C16_C_East_Ortho_45_54,C16_C_East_Ortho_55_64,C16_C_East_Ortho_65_74,C16_C_East_Ortho_75_84,C16_C_East_Ortho_85ov,C16_C_East_Ortho_Tot,C16_C_Jeh_Wit_0_14,C16_C_Jeh_Wit_15_24,C16_C_Jeh_Wit_25_34,C16_C_Jeh_Wit_35_44,C16_C_Jeh_Wit_45_54,C16_C_Jeh_Wit_55_64,C16_C_Jeh_Wit_65_74,C16_C_Jeh_Wit_75_84,C16_C_Jeh_Wit_85ov,C16_C_Jeh_Wit_Tot
LGA56090,3315,2403,1275,2631,3527,3305,2174,1042,364,20036,11,11,16,12,18,9,0,0,0,76,12,12,10,15,16,5,0,0,0,70,0,3,0,0,4,10,9,0,0,25,9,0,0,0,0,0,0,0,0,9,0,5,8,0,0,0,0,0,0,11,27,12,35,50,30,31,16,8,0,220,34,20,49,50,34,33,16,8,0,239,2758,1717,1190,1645,1634,1172,490,220,46,10880,799,773,827,916,667,516,256,132,63,4932,6969,4955,3390,5322,5965,5089,2964,1400,472,36533,59,26,47,62,72,59,24,8,0,363,687,604,303,574,1193,1183,1119,541,199,6412,0,0,0,0,0,0,0,0,0,0,140,80,47,80,117,87,66,35,17,667,33,38,28,15,17,0,7,0,0,142,1196,851,583,734,1062,979,700,318,112,6552,29,22,16,7,21,21,29,5,3,165,30,16,15,21,29,22,17,10,6,156,58,31,29,43,48,45,48,21,9,330
LGA56160,11,8,6,10,14,16,9,0,0,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,5,8,3,4,0,0,0,30,7,0,0,3,0,0,0,0,0,10,26,14,12,20,16,16,11,3,0,117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,7,4,4,6,3,0,0,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA56230,1415,722,653,1023,1263,1442,1301,665,136,8626,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,4,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,10,5,18,14,5,0,7,4,58,4,10,5,18,14,5,0,7,4,58,977,585,483,497,503,379,228,100,17,3767,383,210,164,189,209,197,113,83,28,1578,2797,1528,1326,1749,2013,2047,1660,846,180,14150,16,15,12,23,24,17,11,0,0,123,396,296,210,357,578,618,733,453,121,3771,0,0,0,0,0,0,0,0,0,0,87,40,26,31,41,34,30,9,3,306,5,7,0,0,3,0,0,0,0,12,592,310,309,318,442,411,390,188,53,3018,4,0,0,0,5,5,3,6,0,27,3,0,5,4,5,4,3,3,0,28,41,17,13,42,15,28,19,13,0,193
LGA56300,84,49,27,76,101,169,113,37,11,661,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,8,0,6,0,0,0,18,0,0,4,8,0,6,0,0,0,18,84,36,46,55,73,68,34,5,0,414,32,9,14,15,20,29,18,11,0,148,200,91,100,151,202,282,168,51,15,1260,0,0,0,0,0,4,3,0,0,11,20,3,5,24,40,59,82,24,6,260,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,5,0,0,0,0,0,0,0,0,0,0,20,12,5,11,30,33,33,14,0,155,0,0,0,0,0,3,0,0,0,5,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,7
LGA56370,76,40,53,75,103,85,67,54,14,568,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,19,20,22,22,17,8,3,0,178,10,5,0,8,13,4,5,10,9,64,151,71,74,104,140,101,79,66,29,809,0,0,0,0,0,0,0,0,0,0,24,14,13,19,27,47,28,26,8,212,0,0,0,0,0,0,0,0,0,0,7,0,3,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,35,6,42,18,11,22,14,11,6,162,0,0,0,3,4,8,5,3,0,25,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0
LGA56460,686,360,287,433,482,468,301,196,87,3294,3,0,7,0,3,3,0,0,0,12,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,5,5,0,3,3,0,0,0,0,20,5,8,0,3,3,0,0,0,0,22,361,297,159,161,146,80,50,22,7,1285,98,62,47,61,52,37,29,41,20,450,1153,733,502,675,691,598,381,251,115,5099,9,3,3,6,7,3,0,0,0,37,131,60,56,92,127,161,159,77,33,904,0,0,0,0,0,0,0,0,0,0,51,22,25,31,26,19,11,3,7,201,0,0,0,0,0,0,0,0,0,0,228,106,118,119,123,136,96,58,20,1010,5,0,0,0,0,4,0,0,0,7,4,0,0,0,0,0,0,0,0,12,20,0,15,7,7,16,9,11,4,73
LGA56580,2453,1675,807,1417,1960,1723,1186,716,404,12339,49,31,27,46,32,21,20,6,6,241,61,48,59,25,23,16,4,0,0,233,20,15,0,11,19,13,9,4,0,109,0,0,0,0,0,0,0,0,0,3,4,7,9,8,6,11,0,0,0,34,12,15,12,8,17,12,4,4,0,96,21,20,19,15,22,24,4,4,0,135,1112,1143,585,621,803,664,270,143,56,5394,267,280,138,170,224,193,119,73,88,1547,4027,3284,1681,2383,3158,2721,1669,958,556,20432,35,27,32,63,54,70,59,17,4,357,663,421,181,389,624,633,600,376,206,4099,0,0,0,0,0,0,0,0,0,0,27,11,14,15,24,31,29,13,3,169,0,0,0,0,0,0,5,0,0,3,1103,654,299,546,668,558,387,212,79,4493,8,12,0,4,8,11,5,14,0,68,69,36,17,25,53,40,23,16,7,285,5,0,0,4,5,0,0,6,0,22
LGA56620,290,164,183,129,101,88,36,14,0,1009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,24,23,16,13,3,4,0,0,129,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,24,24,16,13,3,4,0,0,128,35,29,42,33,32,22,7,0,0,193,34,14,22,16,11,14,0,0,0,105,405,234,265,190,157,128,47,15,3,1442,0,0,0,0,0,0,0,0,0,3,4,0,7,0,9,5,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,4,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,5,9,3,6,0,0,0,25,21,9,21,10,10,3,5,4,0,73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA56730,1193,603,575,777,991,1064,692,400,149,6440,6,0,5,3,0,0,0,0,0,8,4,0,0,4,0,3,0,0,0,13,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,10,12,9,12,0,5,0,52,8,3,8,14,12,12,0,5,3,58,777,407,355,355,325,250,123,59,7,2654,303,191,139,170,175,173,91,64,21,1320,2291,1218,1089,1327,1502,1518,909,520,182,10559,6,9,9,8,10,13,10,0,0,65,246,142,130,172,301,443,333,176,62,2004,0,0,0,0,0,0,0,0,0,0,38,13,13,22,22,21,20,10,3,156,43,33,19,17,16,9,4,0,4,148,483,243,236,291,285,314,258,101,49,2256,19,8,10,6,10,22,11,0,6,91,9,4,4,4,8,9,8,3,0,50,25,12,14,22,10,26,15,6,0,133
LGA56790,318,118,149,265,333,401,304,140,40,2067,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,10,0,0,0,22,0,0,0,3,4,10,0,0,0,22,214,84,77,116,119,91,55,20,0,787,66,32,18,42,55,43,27,24,7,305,600,233,255,430,513,545,383,187,44,3193,0,3,0,0,10,15,4,0,0,29,63,50,32,65,125,193,161,86,26,801,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,3,0,0,18,0,0,0,0,0,0,0,0,0,0,116,58,64,71,105,129,84,33,9,673,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,8
LGA56860,22,14,5,12,29,25,8,15,3,140,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,7,7,5,8,3,0,0,0,65,9,0,3,6,3,7,0,0,0,19,49,22,14,22,43,38,13,14,4,234,0,0,0,0,0,0,0,0,0,0,6,3,0,3,9,20,0,5,4,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,6,11,4,4,10,0,0,0,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA56930,205,183,46,82,161,146,89,69,31,1031,0,0,0,0,0,3,0,0,0,4,0,5,4,0,0,0,0,0,0,10,5,0,0,0,4,0,3,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,3,0,0,0,3,57,75,39,26,46,34,16,8,4,298,25,37,24,13,14,20,15,13,8,154,293,297,105,126,232,217,128,84,41,1530,0,0,0,3,0,0,0,0,0,3,52,72,24,24,70,63,59,53,19,439,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,85,62,25,25,54,51,21,12,7,343,0,0,0,0,0,0,0,0,0,0,8,3,3,0,9,6,0,0,0,26,0,0,0,0,0,0,0,0,0,0
LGA57000,68,37,85,94,113,80,31,13,5,516,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,32,73,43,29,19,4,4,0,253,7,6,44,22,16,17,3,6,0,125,124,75,205,162,161,119,39,17,5,904,0,0,0,4,0,0,0,0,0,4,22,3,14,16,41,42,15,3,4,164,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,7,3,16,17,14,10,7,6,4,91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA57080,368,1447,2226,955,966,1095,663,293,140,8146,66,99,306,80,17,13,3,6,0,591,119,207,341,103,31,31,20,5,0,852,10,0,19,6,10,20,28,19,7,120,0,0,0,0,0,0,0,0,0,0,6,17,19,6,0,0,0,0,0,59,3,16,38,18,13,15,9,0,0,115,15,35,62,23,18,15,9,0,0,175,231,1229,1921,686,486,417,172,63,21,5232,254,665,1252,467,361,306,158,51,28,3542,1110,3897,6456,2499,1977,1973,1084,449,197,19645,59,244,387,204,88,78,42,16,11,1128,39,193,266,153,241,284,323,130,48,1683,0,0,0,0,0,0,0,0,0,0,0,40,76,25,27,27,17,12,0,234,0,0,0,0,0,0,0,0,0,0,215,637,1342,594,398,435,321,147,42,4127,0,4,3,0,6,4,0,0,0,19,28,26,84,43,30,38,20,21,5,288,0,0,8,6,4,5,8,0,0,34
LGA57140,117,38,49,83,110,126,108,50,21,711,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,102,38,47,42,30,29,16,13,0,321,35,15,7,6,22,10,12,4,3,116,258,98,105,138,171,174,135,68,27,1163,0,0,0,0,0,0,0,0,0,3,44,13,20,18,36,56,49,29,10,267,0,0,0,0,0,0,0,0,0,0,9,7,6,7,3,12,3,5,0,65,0,0,0,0,0,0,0,0,0,0,31,9,18,21,26,24,22,15,0,166,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,5,0,3,0,3,0,0,26
LGA57210,412,207,186,311,448,481,347,170,74,2640,0,0,0,0,0,0,0,0,0,0,12,24,9,7,0,0,0,0,0,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,8,0,3,0,0,23,0,4,0,4,8,0,3,0,0,23,395,201,164,209,230,167,93,30,6,1505,126,73,77,85,88,93,52,24,6,620,954,515,448,627,776,754,493,222,84,4880,0,3,3,3,0,6,4,0,0,27,88,54,41,84,165,184,194,94,42,948,0,0,0,0,0,0,0,0,0,0,40,21,18,23,27,19,16,19,0,190,0,0,0,0,3,0,0,0,0,6,89,44,36,63,91,87,68,27,8,516,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,7,9,4,0,3,6,5,9,0,6,40
LGA57280,1321,809,1366,1222,1156,672,160,43,15,6770,28,4,17,30,9,8,0,0,0,94,94,81,53,60,59,44,16,0,0,403,0,0,0,0,0,0,0,0,0,7,24,17,14,26,12,7,6,0,0,110,0,0,4,0,0,0,0,0,0,5,4,0,5,7,7,7,0,0,0,31,30,22,27,34,18,9,6,0,0,144,889,619,933,641,427,203,40,20,16,3776,817,554,799,628,538,261,57,9,0,3668,3203,2112,3236,2656,2236,1208,285,75,24,15040,35,7,59,52,23,13,0,0,0,192,247,90,237,238,259,191,54,19,0,1338,0,0,0,0,0,0,0,0,0,0,56,19,41,28,32,29,10,0,0,211,0,0,0,0,0,0,0,0,0,0,713,286,641,547,451,241,80,24,3,2994,4,0,10,0,11,5,0,0,0,29,16,4,13,10,4,5,3,0,0,64,20,6,15,11,10,3,0,0,0,75
LGA57350,122,30,41,80,144,130,92,64,23,729,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71,18,33,35,20,30,15,9,0,237,12,7,9,9,6,8,9,4,0,79,207,46,85,128,176,174,123,76,28,1044,0,0,0,0,0,0,0,0,0,0,29,6,9,19,46,57,39,23,16,241,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,5,0,0,0,0,0,0,0,0,0,0,32,19,25,18,30,28,20,18,4,186,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
LGA57420,215,51,160,189,205,177,135,50,7,1187,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,0,0,0,0,12,0,0,0,5,4,0,0,0,0,12,190,67,107,91,87,47,24,11,0,621,63,19,44,35,25,31,26,16,3,266,477,140,323,323,329,258,188,75,9,2127,0,0,0,0,3,0,0,0,0,12,36,11,23,33,61,58,76,35,3,341,0,0,0,0,0,0,0,0,0,0,3,0,6,3,4,7,7,0,0,18,0,0,0,0,0,0,0,0,0,0,49,19,29,41,34,37,32,8,0,246,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,3
LGA57490,11859,7473,6572,9221,9263,7136,5420,3216,953,61121,53,17,64,48,11,9,0,0,0,211,159,64,102,80,47,32,4,0,0,490,0,11,6,7,10,6,4,3,0,58,6,4,0,0,0,0,0,0,0,12,6,3,4,0,0,0,4,0,0,20,43,64,90,101,81,44,20,8,0,456,53,73,101,104,83,45,20,8,0,484,8990,5576,5119,4509,3294,1761,823,377,100,30545,2427,1609,1508,1559,1261,846,506,360,172,10256,23694,14956,13631,15751,14137,9928,6806,3980,1226,104105,182,148,230,298,217,108,48,10,0,1241,3050,2172,1706,2646,3975,3279,2904,1758,683,22170,0,0,0,0,0,0,0,0,0,0,450,234,247,254,278,212,139,93,31,1944,0,0,0,0,0,5,0,0,0,4,4944,2896,2886,3242,3147,2313,1617,861,248,22143,73,33,23,45,45,47,68,44,17,395,113,62,91,99,107,90,33,22,7,625,156,90,109,100,126,108,89,43,22,833
LGA57630,0,0,3,3,8,12,16,0,0,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,4,3,3,5,8,4,0,0,27,3,4,0,6,10,3,0,0,0,35,10,10,6,10,23,24,18,0,0,105,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,4,7,4,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,6,3,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA57700,2149,1284,953,1645,1641,1432,810,323,78,10318,0,0,4,0,4,0,0,0,0,12,32,6,14,4,8,9,0,0,0,67,0,0,0,0,0,6,0,0,0,3,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,0,0,0,0,6,10,9,14,17,16,7,4,0,0,76,21,9,14,21,14,7,4,0,0,92,1581,836,772,786,654,384,159,59,40,5273,360,254,267,340,280,183,86,25,4,1803,4176,2415,2061,2835,2620,2039,1066,416,126,17747,44,25,49,75,40,19,18,0,0,274,701,459,412,538,855,720,545,256,77,4553,0,0,0,0,0,0,0,0,0,0,128,81,72,52,61,57,43,18,6,504,0,0,0,0,0,0,0,0,0,0,978,536,651,620,616,430,284,94,31,4242,0,0,8,3,4,11,0,8,0,41,15,10,14,11,8,8,3,0,3,67,34,7,12,21,11,8,9,9,0,105
LGA57770,56,27,51,70,74,109,63,37,8,496,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,3,0,0,0,0,4,57,16,45,42,38,39,20,0,0,263,25,0,13,7,7,10,9,11,0,84,143,47,113,121,126,164,87,49,9,861,0,4,3,0,0,0,0,0,0,9,17,10,18,17,21,48,44,12,5,188,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,8,0,0,0,0,0,0,0,0,0,0,35,4,22,32,24,30,24,7,0,192,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0
LGA57840,3191,3304,2946,2887,3305,3309,1915,1311,839,23006,75,104,212,81,51,19,8,6,0,563,314,253,311,193,97,50,20,12,0,1242,3,3,15,10,10,24,7,7,9,87,0,4,0,0,0,0,0,0,0,6,10,24,44,9,8,5,6,0,0,96,35,51,64,33,45,30,12,6,0,274,43,77,102,41,55,32,14,6,4,377,1527,2236,2170,1374,1128,1001,381,188,82,10090,549,709,791,481,471,445,265,181,155,4044,5846,6960,6845,5294,5280,5021,2665,1722,1109,40741,124,196,278,241,164,160,84,26,10,1294,456,436,396,501,734,899,872,458,337,5084,0,0,0,0,0,0,0,0,0,0,60,71,68,74,69,69,43,41,20,519,11,0,7,0,4,4,4,0,3,29,1655,1446,1295,1148,1288,1211,862,451,214,9562,12,8,5,14,14,27,22,10,12,122,74,50,60,69,62,61,56,38,7,475,13,11,15,6,15,27,23,15,3,121
LGA57910,18387,12726,15235,16091,15203,14005,10960,7902,3272,113788,631,462,1558,507,201,113,37,14,6,3521,1759,947,1200,884,523,220,102,39,5,5678,527,393,237,349,437,446,231,210,153,2986,7,6,5,0,0,3,0,0,0,20,75,176,345,58,24,15,6,3,0,711,97,141,256,189,182,106,50,32,9,1070,180,325,607,243,208,121,58,39,9,1800,7697,7556,10199,6789,5041,3699,1665,802,253,43695,3061,2717,3958,2629,2061,1663,1113,810,492,18506,33024,25919,34145,28471,24579,20975,14411,9959,4217,195701,823,769,1375,1298,913,744,399,161,54,6532,2433,1643,1826,2572,3399,3310,3421,2322,1095,22020,0,6,3,0,3,0,0,0,0,9,560,384,519,391,331,280,221,128,62,2882,0,5,0,5,4,0,0,0,0,16,9792,6057,8279,7355,7176,5870,4733,3438,1331,54030,79,42,41,66,75,71,91,84,34,576,994,683,761,849,939,916,638,631,211,6617,113,52,104,125,115,118,89,82,32,840
LGA57980,1051,734,1098,1045,1112,1104,850,476,200,7674,18,11,32,31,12,4,0,0,0,104,61,14,63,36,11,5,8,0,0,202,25,0,11,23,7,12,4,4,0,88,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,9,5,24,15,5,14,18,7,4,0,97,5,24,19,5,15,18,7,4,0,107,747,767,991,673,601,560,230,96,36,4703,225,198,323,232,196,173,104,71,66,1592,2170,1779,2621,2102,2004,1939,1234,663,304,14820,34,35,73,81,50,41,27,9,5,359,273,158,183,273,311,357,398,244,110,2312,0,0,0,0,0,0,0,0,0,0,37,15,28,28,16,5,11,8,4,153,0,0,0,0,0,0,0,0,0,0,484,289,431,381,414,366,307,232,90,2980,3,0,10,0,6,9,19,9,0,56,40,15,27,29,26,27,22,13,15,209,7,0,4,14,5,3,6,4,0,34
