LGA_CODE_2021,C21_CFNC_BPT_2000_2499,C21_CFNC_BPT_2500_2999,C21_CFNC_BPT_3000_3999,C21_CFNC_BPT_4000more,C21_CFNC_BPT_Ns,C21_CFNC_BPT_Tot,C21_CFNC_1F1P_Neg_ni_inc,C21_CFNC_1F1P_1_149,C21_CFNC_1F1P_150_399,C21_CFNC_1F1P_400_649,C21_CFNC_1F1P_650_799,C21_CFNC_1F1P_800_1249,C21_CFNC_1F1P_1250_1999,C21_CFNC_1F1P_2000_2499,C21_CFNC_1F1P_2500_2999,C21_CFNC_1F1P_3000_3999,C21_CFNC_1F1P_4000more,C21_CFNC_1F1P_Ns,C21_CFNC_1F1P_Tot,C21_CFNC_1E1A_Neg_ni_inc,C21_CFNC_1E1A_1_149,C21_CFNC_1E1A_150_399,C21_CFNC_1E1A_400_649,C21_CFNC_1E1A_650_799,C21_CFNC_1E1A_800_1249,C21_CFNC_1E1A_1250_1999,C21_CFNC_1E1A_2000_2499,C21_CFNC_1E1A_2500_2999,C21_CFNC_1E1A_3000_3999,C21_CFNC_1E1A_4000more,C21_CFNC_1E1A_Ns,C21_CFNC_1E1A_Tot,C21_CFNC_1F1NW_Neg_ni_inc,C21_CFNC_1F1NW_1_149,C21_CFNC_1F1NW_150_399,C21_CFNC_1F1NW_400_649,C21_CFNC_1F1NW_650_799,C21_CFNC_1F1NW_800_1249,C21_CFNC_1F1NW_1250_1999,C21_CFNC_1F1NW_2000_2499,C21_CFNC_1F1NW_2500_2999,C21_CFNC_1F1NW_3000_3999,C21_CFNC_1F1NW_4000more,C21_CFNC_1F1NW_Ns,C21_CFNC_1F1NW_Tot,C21_CFNC_1P1NW_Neg_ni_inc,C21_CFNC_1P1NW_1_149,C21_CFNC_1P1NW_150_399,C21_CFNC_1P1NW_400_649,C21_CFNC_1P1NW_650_799,C21_CFNC_1P1NW_800_1249,C21_CFNC_1P1NW_1250_1999,C21_CFNC_1P1NW_2000_2499,C21_CFNC_1P1NW_2500_2999,C21_CFNC_1P1NW_3000_3999,C21_CFNC_1P1NW_4000more,C21_CFNC_1P1NW_Ns,C21_CFNC_1P1NW_Tot,C21_CFNC_1A1NW_Neg_ni_inc,C21_CFNC_1A1NW_1_149,C21_CFNC_1A1NW_150_399,C21_CFNC_1A1NW_400_649,C21_CFNC_1A1NW_650_799,C21_CFNC_1A1NW_800_1249,C21_CFNC_1A1NW_1250_1999,C21_CFNC_1A1NW_2000_2499,C21_CFNC_1A1NW_2500_2999,C21_CFNC_1A1NW_3000_3999,C21_CFNC_1A1NW_4000more,C21_CFNC_1A1NW_Ns,C21_CFNC_1A1NW_Tot,C21_CFNC_BA_Neg_ni_inc,C21_CFNC_BA_1_149,C21_CFNC_BA_150_399,C21_CFNC_BA_400_649,C21_CFNC_BA_650_799,C21_CFNC_BA_800_1249,C21_CFNC_BA_1250_1999,C21_CFNC_BA_2000_2499,C21_CFNC_BA_2500_2999,C21_CFNC_BA_3000_3999,C21_CFNC_BA_4000more,C21_CFNC_BA_Ns,C21_CFNC_BA_Tot,C21_CFNC_BNW_Neg_ni_inc,C21_CFNC_BNW_1_149,C21_CFNC_BNW_150_399,C21_CFNC_BNW_400_649,C21_CFNC_BNW_650_799,C21_CFNC_BNW_800_1249,C21_CFNC_BNW_1250_1999,C21_CFNC_BNW_2000_2499,C21_CFNC_BNW_2500_2999,C21_CFNC_BNW_3000_3999,C21_CFNC_BNW_4000more,C21_CFNC_BNW_Ns,C21_CFNC_BNW_Tot,C21_CFNC_LFns_Neg_ni_inc,C21_CFNC_LFns_1_149,C21_CFNC_LFns_150_399,C21_CFNC_LFns_400_649,C21_CFNC_LFns_650_799,C21_CFNC_LFns_800_1249,C21_CFNC_LFns_1250_1999,C21_CFNC_LFns_2000_2499,C21_CFNC_LFns_2500_2999,C21_CFNC_LFns_3000_3999,C21_CFNC_LFns_4000more,C21_CFNC_LFns_Ns,C21_CFNC_LFns_Tot,C21_CFNC_Tot_Neg_ni_inc,C21_CFNC_Tot_1_149,C21_CFNC_Tot_150_399,C21_CFNC_Tot_400_649,C21_CFNC_Tot_650_799,C21_CFNC_Tot_800_1249,C21_CFNC_Tot_1250_1999,C21_CFNC_Tot_2000_2499,C21_CFNC_Tot_2500_2999,C21_CFNC_Tot_3000_3999,C21_CFNC_Tot_4000more,C21_CFNC_Tot_Ns,C21_CFNC_Tot_Tot,C21_CF_BFT_Neg_ni_inc,C21_CF_BFT_1_149,C21_CF_BFT_150_399,C21_CF_BFT_400_649,C21_CF_BFT_650_799,C21_CF_BFT_800_1249,C21_CF_BFT_1250_1999,C21_CF_BFT_2000_2499,C21_CF_BFT_2500_2999,C21_CF_BFT_3000_3999,C21_CF_BFT_4000more,C21_CF_BFT_Ns,C21_CF_BFT_Tot,C21_CF_BPT_Neg_ni_inc,C21_CF_BPT_1_149,C21_CF_BPT_150_399,C21_CF_BPT_400_649,C21_CF_BPT_650_799,C21_CF_BPT_800_1249,C21_CF_BPT_1250_1999,C21_CF_BPT_2000_2499,C21_CF_BPT_2500_2999,C21_CF_BPT_3000_3999,C21_CF_BPT_4000more,C21_CF_BPT_Ns,C21_CF_BPT_Tot,C21_CF_1F1P_Neg_ni_inc,C21_CF_1F1P_1_149,C21_CF_1F1P_150_399,C21_CF_1F1P_400_649,C21_CF_1F1P_650_799,C21_CF_1F1P_800_1249,C21_CF_1F1P_1250_1999,C21_CF_1F1P_2000_2499,C21_CF_1F1P_2500_2999,C21_CF_1F1P_3000_3999,C21_CF_1F1P_4000more,C21_CF_1F1P_Ns,C21_CF_1F1P_Tot,C21_CF_1E1A_Neg_ni_inc,C21_CF_1E1A_1_149,C21_CF_1E1A_150_399,C21_CF_1E1A_400_649,C21_CF_1E1A_650_799,C21_CF_1E1A_800_1249,C21_CF_1E1A_1250_1999,C21_CF_1E1A_2000_2499,C21_CF_1E1A_2500_2999,C21_CF_1E1A_3000_3999,C21_CF_1E1A_4000more,C21_CF_1E1A_Ns,C21_CF_1E1A_Tot,C21_CF_1F1NW_Neg_ni_inc,C21_CF_1F1NW_1_149,C21_CF_1F1NW_150_399,C21_CF_1F1NW_400_649,C21_CF_1F1NW_650_799,C21_CF_1F1NW_800_1249,C21_CF_1F1NW_1250_1999,C21_CF_1F1NW_2000_2499,C21_CF_1F1NW_2500_2999,C21_CF_1F1NW_3000_3999,C21_CF_1F1NW_4000more,C21_CF_1F1NW_Ns,C21_CF_1F1NW_Tot,C21_CF_1P1NW_Neg_ni_inc,C21_CF_1P1NW_1_149,C21_CF_1P1NW_150_399,C21_CF_1P1NW_400_649,C21_CF_1P1NW_650_799,C21_CF_1P1NW_800_1249,C21_CF_1P1NW_1250_1999,C21_CF_1P1NW_2000_2499,C21_CF_1P1NW_2500_2999,C21_CF_1P1NW_3000_3999,C21_CF_1P1NW_4000more,C21_CF_1P1NW_Ns
LGA50840,12,3,4,0,0,43,0,0,0,0,0,6,21,25,18,18,5,0,101,0,0,0,0,0,0,9,0,5,8,0,0,25,0,0,0,3,5,10,11,14,9,3,11,0,63,0,0,0,8,3,24,15,0,0,0,0,0,66,0,0,0,0,3,0,3,3,0,6,0,0,14,0,0,0,0,0,0,4,0,0,0,0,0,11,14,0,5,43,101,86,44,11,3,9,0,0,321,0,0,0,0,0,3,4,0,0,0,0,60,69,16,10,10,59,107,153,141,90,49,63,38,67,798,0,0,0,0,0,0,7,8,13,29,17,12,88,0,0,0,0,0,3,11,6,4,0,0,0,27,0,0,0,0,0,0,22,33,37,31,20,9,150,0,0,0,0,0,0,0,5,0,9,7,3,27,0,0,0,0,0,5,18,16,5,7,10,8,73,0,0,0,0,0,8,4,3,3,0,0,0
LGA50910,0,0,0,0,0,8,0,0,0,0,0,0,9,4,0,4,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,4,0,0,0,0,0,6,0,0,0,6,0,3,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,9,8,4,4,0,0,0,0,37,0,0,0,0,0,0,0,0,0,0,0,5,9,3,0,0,13,14,21,19,15,9,10,12,11,125,0,0,0,0,0,0,5,0,3,5,3,3,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,12,3,4,5,7,0,30,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,10,0,0,0,3,4,19,0,0,0,0,0,0,0,0,0,0,0,0
LGA50980,10,13,8,6,0,61,0,0,0,0,4,3,29,35,44,40,29,5,182,0,0,0,0,0,0,0,7,4,14,6,4,42,0,0,0,4,0,16,25,23,18,10,6,3,97,0,0,0,7,16,14,9,4,5,0,4,0,55,0,0,0,0,0,3,3,4,0,4,0,0,16,0,0,0,0,0,0,3,3,0,4,0,0,10,17,6,6,24,40,37,17,7,0,6,0,12,173,0,0,0,0,0,3,0,0,0,0,0,176,184,19,3,3,31,62,86,133,166,174,245,166,204,1298,0,0,0,0,0,0,12,44,57,143,162,32,448,0,0,0,0,0,3,14,6,5,5,5,9,50,0,0,0,0,0,3,40,64,75,119,94,20,423,0,0,0,0,0,0,5,14,14,40,25,12,108,0,0,0,0,4,19,33,29,14,27,30,11,178,0,0,0,0,4,13,16,5,4,5,3,6
LGA51080,0,0,0,0,0,0,0,0,0,0,0,0,8,3,0,0,9,0,28,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,6,3,0,0,0,0,0,13,0,0,0,0,0,4,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,0,3,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,7,10,0,0,4,3,16,18,24,16,13,9,12,19,128,0,0,0,0,0,5,0,4,0,8,4,3,20,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,4,7,12,3,3,9,6,47,0,0,0,0,0,0,5,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0
LGA51120,0,0,0,0,0,5,0,0,0,0,0,0,6,0,0,0,4,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,5,0,11,0,5,0,0,4,3,4,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,3,6,0,0,0,0,0,29,0,0,0,0,0,0,0,0,0,0,0,6,6,0,3,0,0,23,15,22,6,13,8,15,8,112,0,0,0,0,0,0,4,0,4,9,4,13,30,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,11,0,5,3,3,27,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,3,4,4,3,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0
LGA51190,19,15,7,12,5,160,0,0,0,3,0,14,156,107,118,87,57,3,557,0,0,0,0,0,4,19,16,7,21,21,3,91,0,0,0,9,3,55,128,73,21,26,37,4,344,0,3,13,28,36,95,76,21,15,3,12,0,306,0,0,0,0,5,11,11,8,0,5,4,0,45,0,0,0,0,0,0,0,7,4,3,6,0,26,52,14,24,140,387,364,219,54,21,17,18,33,1344,3,0,0,0,8,3,4,0,0,0,0,235,262,63,22,38,180,458,587,757,427,296,349,280,290,3736,0,0,0,0,0,8,30,46,72,151,142,41,495,0,0,0,0,3,8,31,18,18,20,8,10,121,0,0,0,0,0,20,150,152,183,219,146,37,906,0,0,0,0,0,3,20,22,18,31,32,5,134,0,0,0,3,3,54,171,97,37,44,63,14,496,0,0,0,7,9,32,43,18,11,7,9,6
LGA51260,42,17,15,26,3,313,3,0,4,4,3,30,203,158,123,103,84,6,710,0,0,0,0,0,10,25,30,14,33,19,0,135,0,0,0,4,10,43,97,57,18,27,36,7,299,0,8,12,43,48,123,109,23,13,7,14,5,400,0,0,0,0,0,17,7,4,4,6,5,0,52,0,0,0,0,0,9,11,12,10,6,5,0,53,66,36,46,173,488,587,410,92,42,46,54,50,2089,0,4,0,6,9,12,5,6,0,0,0,390,431,71,49,63,240,577,897,1077,576,375,397,371,474,5171,0,0,0,0,3,13,43,90,123,212,217,57,776,0,0,0,0,3,16,61,35,37,35,33,26,251,0,0,0,0,0,27,248,273,271,316,256,84,1487,0,0,0,0,0,0,31,42,33,65,61,21,255,0,0,0,0,5,44,179,98,48,54,61,29,519,0,0,0,12,15,32,60,16,15,16,16,9
LGA51310,21,4,21,45,0,165,0,0,0,0,0,0,49,34,46,68,172,0,382,0,0,0,0,0,0,0,9,8,11,32,5,60,0,0,0,0,3,13,42,28,19,37,119,3,265,0,0,9,12,7,33,70,29,29,30,51,0,267,0,0,0,0,4,3,8,10,0,6,0,0,28,0,0,0,0,0,0,0,0,0,4,9,9,16,42,17,13,62,85,184,231,81,57,53,85,27,935,0,0,0,0,3,0,0,0,0,0,0,148,150,47,18,17,82,103,269,453,249,210,364,840,196,2851,0,0,0,0,0,0,9,15,35,102,735,34,934,0,0,0,0,0,5,19,13,16,41,75,5,177,0,0,0,0,6,0,36,70,106,215,1035,64,1537,0,0,0,0,0,0,7,4,14,33,94,16,166,0,0,5,3,0,9,40,57,22,75,453,35,696,0,0,0,0,3,11,21,11,12,20,60,9
LGA51330,71,33,31,29,3,528,0,0,6,0,7,54,397,279,206,175,122,10,1248,0,0,0,6,0,10,39,31,30,41,27,9,191,0,0,3,15,26,135,296,181,61,73,77,8,877,0,9,36,83,89,197,179,58,21,19,30,10,735,0,0,3,4,5,15,26,14,0,0,13,3,82,0,0,0,3,0,0,9,7,15,10,8,5,55,269,84,77,290,692,723,513,89,42,35,37,52,2896,0,0,0,0,7,9,3,3,5,0,0,476,506,268,91,123,413,858,1285,1779,1047,720,795,695,590,8669,0,0,0,4,5,12,129,305,388,727,1032,109,2715,0,0,0,7,11,72,186,89,70,84,83,32,640,4,0,0,5,8,51,525,540,580,841,821,133,3500,0,0,0,0,3,13,57,69,80,127,123,26,496,0,6,5,17,37,276,684,516,150,305,415,67,2483,0,0,23,53,47,153,226,90,49,62,50,34
LGA51400,11,10,8,9,0,70,0,0,0,4,0,14,76,65,62,41,42,3,304,0,0,0,0,0,7,13,10,9,19,12,0,61,0,0,0,3,6,31,61,36,10,21,14,0,189,0,4,0,14,19,39,36,6,3,4,9,0,128,0,0,0,0,3,5,4,9,4,0,0,0,30,0,0,0,0,0,0,8,4,3,3,0,0,25,29,14,14,58,155,143,91,20,8,3,3,13,561,0,0,0,0,0,6,0,0,0,0,0,156,162,30,18,20,76,196,256,336,237,170,188,178,182,1903,0,0,0,0,0,0,24,40,67,146,160,53,495,0,0,0,0,0,10,10,14,14,10,12,7,76,0,0,0,0,0,14,100,154,163,206,130,60,825,0,0,0,0,0,5,14,17,16,29,39,13,141,0,0,0,3,0,24,103,98,32,44,53,19,368,0,0,0,6,6,8,15,7,9,6,3,8
LGA51470,0,0,0,0,0,4,0,0,0,0,0,0,9,0,3,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,11,11,0,0,0,7,6,12,18,5,5,9,5,6,83,0,0,0,0,0,0,0,4,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,4,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0
LGA51540,0,0,6,0,0,23,0,0,0,0,0,3,24,3,10,11,12,0,67,0,0,0,0,0,0,0,3,0,3,3,0,16,0,0,0,0,0,9,23,10,3,4,8,0,59,0,0,0,0,3,10,6,0,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,3,0,0,0,4,13,3,3,5,13,36,21,15,3,0,0,0,8,103,0,0,0,0,3,0,0,0,0,0,0,41,46,6,9,6,22,55,46,104,56,43,57,44,60,511,0,0,0,0,0,6,3,19,15,34,35,16,114,0,0,0,0,0,0,4,6,5,4,0,0,20,0,0,0,0,0,3,20,7,16,20,11,5,84,0,0,0,0,0,0,3,5,3,7,4,3,21,0,0,0,0,5,3,14,10,9,4,4,6,55,0,0,0,0,0,3,4,4,0,0,0,0
LGA51610,0,0,0,0,0,17,0,0,0,0,0,0,11,6,5,8,4,0,31,0,0,0,0,0,0,3,0,5,0,4,0,11,0,0,0,0,0,7,8,3,0,5,0,0,27,0,0,0,0,0,3,4,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,9,13,9,8,3,3,0,0,3,48,0,0,0,0,0,0,0,0,0,0,0,18,18,0,3,0,10,17,35,43,20,30,20,13,27,213,0,0,0,0,0,0,3,3,9,19,21,5,59,0,0,0,0,0,0,3,0,0,0,0,0,9,0,0,0,0,0,0,3,4,7,6,7,8,48,0,0,0,0,0,0,0,0,0,0,6,5,12,0,0,0,0,0,0,7,6,0,0,6,0,20,0,0,0,0,0,0,0,0,0,0,0,3
LGA51680,4,0,0,3,0,35,0,0,0,0,0,0,22,21,18,21,15,0,101,0,0,0,0,0,0,0,9,4,4,0,0,20,0,0,0,3,3,23,25,13,3,9,12,3,98,0,0,0,4,11,10,6,0,3,0,0,4,42,0,0,0,0,0,3,3,5,0,0,3,0,15,0,0,0,0,0,0,3,0,3,0,0,0,12,13,5,3,23,58,65,35,5,0,3,7,0,230,0,0,0,0,0,0,0,0,0,0,0,65,71,16,4,7,32,79,112,113,83,61,88,72,84,760,0,0,0,0,0,8,3,17,23,48,58,21,178,0,0,0,0,0,0,3,4,3,0,0,0,22,0,0,0,0,0,6,30,22,36,57,40,13,202,0,0,0,0,0,0,5,7,4,12,9,5,41,0,0,0,0,0,5,26,22,12,16,20,7,115,0,0,0,0,0,6,9,0,0,3,0,6
LGA51710,0,0,0,0,0,7,0,0,0,0,0,0,3,6,3,6,5,0,22,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,3,4,0,6,5,0,20,0,0,0,0,0,3,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,8,0,6,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,10,14,0,6,0,0,3,8,22,9,10,16,24,17,116,0,0,0,0,0,0,0,7,4,18,14,9,50,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,8,7,8,10,9,0,45,0,0,0,0,0,0,3,0,0,0,3,0,3,0,0,0,0,0,0,11,4,3,0,3,0,26,0,0,0,0,0,0,0,0,0,0,0,0
LGA51750,9,4,3,19,0,57,0,0,0,0,0,5,23,10,20,28,50,0,130,0,0,0,0,0,0,0,0,0,5,8,0,19,0,0,0,0,0,0,20,15,7,11,53,0,117,0,0,3,6,5,14,21,13,6,12,30,5,118,0,0,0,0,0,5,0,0,6,0,4,0,10,0,0,0,0,0,0,0,0,0,0,6,0,3,17,7,3,20,30,62,115,47,40,31,73,10,458,0,0,0,0,0,0,0,0,0,0,0,62,67,13,9,5,28,37,93,204,116,115,139,345,78,1186,0,0,0,0,0,0,9,7,10,36,222,13,295,0,0,0,0,0,0,5,4,5,3,30,4,56,0,0,0,0,6,0,10,12,22,61,248,21,373,0,0,0,0,0,0,0,0,6,8,38,0,55,0,0,0,0,0,4,11,23,8,31,130,7,213,0,0,3,0,0,9,9,13,3,8,20,3
LGA51820,62,50,43,31,0,485,0,0,0,3,0,55,461,419,353,367,219,7,1882,0,0,0,0,4,14,62,55,72,85,61,9,358,0,0,7,6,21,194,406,242,79,110,124,9,1190,0,10,22,80,89,202,210,57,21,23,28,7,746,0,0,0,5,9,27,28,23,3,7,6,4,112,0,0,0,0,0,3,4,3,9,24,11,3,61,225,68,104,330,872,800,477,86,47,40,29,62,3143,4,0,0,3,7,8,9,3,7,0,0,800,840,233,85,137,450,1017,1385,2013,1498,1232,1652,1203,925,11831,3,0,0,0,5,14,98,312,428,954,1336,160,3314,0,0,0,3,4,48,139,116,87,92,80,26,606,4,0,0,0,7,47,594,832,994,1352,1140,167,5144,3,0,0,4,4,20,69,120,169,268,252,50,957,0,0,0,8,20,192,692,576,227,339,436,95,2586,0,4,8,20,39,102,158,83,42,55,48,37
LGA51860,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,3,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,6,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,0,4,0,0,3,0,0,27,0,0,0,0,0,0,0,0,0,0,0,3,9,0,0,0,7,14,9,13,10,4,5,3,3,69,0,0,0,0,0,0,5,7,5,5,4,3,22,0,0,0,0,0,3,4,0,0,0,0,0,3,0,0,0,0,0,0,3,0,3,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,7,0,0,0,0,0,13,0,0,4,0,0,7,0,0,0,0,0,0
LGA51890,7,0,0,0,0,36,0,0,0,0,0,3,35,22,21,23,11,0,120,0,0,0,0,0,4,3,6,6,4,0,0,31,0,0,0,0,0,15,42,25,10,11,10,0,113,0,0,10,9,14,23,36,4,3,0,0,0,90,0,0,0,3,0,0,5,0,3,0,0,0,23,0,0,0,0,0,0,0,5,0,0,0,0,8,14,0,10,60,160,102,67,12,4,7,0,9,443,0,0,0,0,3,0,0,0,0,0,0,75,81,17,0,17,73,183,154,211,88,68,91,41,93,1047,0,0,0,0,0,0,10,11,16,38,42,7,119,0,0,0,0,0,5,9,3,4,8,3,0,26,0,0,0,0,0,6,33,43,50,67,32,17,243,0,0,0,0,0,0,6,3,14,7,4,6,43,0,0,0,0,0,13,40,30,16,17,13,11,143,0,0,0,0,6,15,15,5,0,0,0,3
LGA51960,8,0,4,3,0,18,0,0,0,0,0,3,5,5,7,7,16,0,35,0,0,0,0,0,0,0,0,0,0,0,3,10,0,0,0,6,3,10,18,19,0,5,10,0,67,0,0,0,3,0,0,3,5,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,9,18,13,6,0,0,0,0,8,61,0,0,0,0,0,0,0,0,0,0,0,35,32,4,3,0,15,21,28,43,43,18,35,60,42,318,0,0,0,0,0,4,4,8,13,17,19,4,56,0,0,0,0,0,0,0,0,3,0,4,0,13,0,0,0,0,0,0,6,11,14,19,8,3,59,0,0,0,0,0,0,0,0,0,0,8,6,13,0,0,0,0,0,7,11,20,6,13,6,4,71,0,0,0,0,0,4,3,4,0,0,4,0
LGA52030,0,0,0,6,0,8,0,0,0,0,0,0,7,5,0,7,3,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,0,0,3,0,11,0,0,0,0,3,3,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,9,3,0,5,16,28,7,0,0,0,3,0,75,0,0,0,0,0,0,0,0,0,0,0,17,17,9,3,0,9,25,40,20,17,9,14,16,24,188,0,0,0,0,0,0,3,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,4,9,3,0,0,7,28,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,6,7,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0
LGA52100,0,0,0,0,0,9,0,0,0,0,0,0,6,9,10,4,0,6,30,0,0,0,0,0,0,0,5,0,0,0,0,5,0,0,0,0,0,5,7,0,0,0,0,0,12,0,0,0,0,0,0,5,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,13,12,3,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,0,0,11,11,3,3,4,0,17,24,23,24,18,12,12,12,148,0,0,0,0,0,0,0,3,4,4,5,10,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,9,9,0,7,3,9,39,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,4,0,4,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0
LGA52170,5,4,11,32,0,63,0,0,0,0,0,5,3,11,18,24,64,0,120,0,0,0,0,0,0,4,0,4,4,13,0,20,0,0,0,0,0,3,8,6,0,7,48,0,81,0,0,0,0,4,7,12,11,7,17,50,0,111,0,0,0,0,0,0,6,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,3,4,4,10,9,7,15,18,46,65,27,24,32,56,7,304,0,0,0,0,0,0,0,0,0,0,0,61,61,10,8,7,19,24,63,104,69,68,120,348,71,915,0,0,0,0,0,0,4,0,8,19,146,10,190,0,0,0,0,0,0,0,6,4,4,17,5,35,0,0,0,0,0,0,3,13,12,32,237,28,317,0,0,0,0,0,0,0,0,3,6,35,6,51,0,0,0,0,0,0,0,7,5,9,148,10,192,0,0,0,4,4,0,4,3,6,7,24,11
LGA52240,0,0,0,0,0,6,0,0,0,0,0,0,10,4,0,3,4,0,25,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,4,4,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,4,0,16,11,5,0,0,0,0,3,40,0,0,0,0,0,0,0,0,0,0,0,9,9,3,0,3,7,22,22,23,15,6,13,11,16,134,0,0,0,0,0,4,4,0,0,5,9,3,20,0,0,0,0,0,0,6,0,0,0,0,0,10,0,0,0,0,0,5,10,9,5,0,13,4,32,0,0,0,3,0,0,0,0,3,3,0,0,11,0,0,0,0,0,0,6,6,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0
LGA52310,0,0,0,0,0,13,0,0,0,0,0,0,8,5,3,0,4,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,0,0,0,0,0,14,0,0,0,0,5,3,3,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,7,5,8,8,7,0,0,0,0,0,34,0,0,0,0,0,0,0,0,0,0,0,17,17,0,0,5,6,18,31,30,15,10,7,6,18,143,0,0,0,0,0,0,0,0,6,0,0,11,16,0,0,0,0,0,4,0,0,0,0,0,0,4,0,0,0,3,0,0,3,4,3,3,3,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,8,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0
