LGA_CODE_2021,C11_P_FoodHos_PS_15_19,C11_P_FoodHos_PS_20_24,C11_P_FoodHos_PS_25_34,C11_P_FoodHos_PS_35_44,C11_P_FoodHos_PS_45_54,C11_P_FoodHos_PS_55_64,C11_P_FoodHos_PS_65_74,C11_P_FoodHos_PS_75_84,C11_P_FoodHos_PS_85over,C11_P_FoodHos_PS_Tot,C11_P_MixFld_pr_15_19,C11_P_MixFld_pr_20_24,C11_P_MixFld_pr_25_34,C11_P_MixFld_pr_35_44,C11_P_MixFld_pr_45_54,C11_P_MixFld_pr_55_64,C11_P_MixFld_pr_65_74,C11_P_MixFld_pr_75_84,C11_P_MixFld_pr_85over,C11_P_MixFld_pr_Tot,C11_P_FldStu_ID_15_19,C11_P_FldStu_ID_20_24,C11_P_FldStu_ID_25_34,C11_P_FldStu_ID_35_44,C11_P_FldStu_ID_45_54,C11_P_FldStu_ID_55_64,C11_P_FldStu_ID_65_74,C11_P_FldStu_ID_75_84,C11_P_FldStu_ID_85over,C11_P_FldStu_ID_Tot,C11_P_FldStu_NS_15_19,C11_P_FldStu_NS_20_24,C11_P_FldStu_NS_25_34,C11_P_FldStu_NS_35_44,C11_P_FldStu_NS_45_54,C11_P_FldStu_NS_55_64,C11_P_FldStu_NS_65_74,C11_P_FldStu_NS_75_84,C11_P_FldStu_NS_85over,C11_P_FldStu_NS_Tot,C11_P_Tot_15_19,C11_P_Tot_20_24,C11_P_Tot_25_34,C11_P_Tot_35_44,C11_P_Tot_45_54,C11_P_Tot_55_64,C11_P_Tot_65_74,C11_P_Tot_75_84,C11_P_Tot_85over,C11_P_Tot_Tot,C16_P_NatPhy_sci_15_19,C16_P_NatPhy_sci_20_24,C16_P_NatPhy_sci_25_34,C16_P_NatPhy_sci_35_44,C16_P_NatPhy_sci_45_54,C16_P_NatPhy_sci_55_64,C16_P_NatPhy_sci_65_74,C16_P_NatPhy_sci_75_84,C16_P_NatPhy_sci_85over,C16_P_NatPhy_sci_Tot,C16_P_InfTec_15_19,C16_P_InfTec_20_24,C16_P_InfTec_25_34,C16_P_InfTec_35_44,C16_P_InfTec_45_54,C16_P_InfTec_55_64,C16_P_InfTec_65_74,C16_P_InfTec_75_84,C16_P_InfTec_85over,C16_P_InfTec_Tot,C16_P_EngRT_15_19,C16_P_EngRT_20_24,C16_P_EngRT_25_34,C16_P_EngRT_35_44,C16_P_EngRT_45_54,C16_P_EngRT_55_64,C16_P_EngRT_65_74,C16_P_EngRT_75_84,C16_P_EngRT_85over,C16_P_EngRT_Tot,C16_P_ArchBuild_15_19,C16_P_ArchBuild_20_24,C16_P_ArchBuild_25_34,C16_P_ArchBuild_35_44,C16_P_ArchBuild_45_54,C16_P_ArchBuild_55_64,C16_P_ArchBuild_65_74,C16_P_ArchBuild_75_84,C16_P_ArchBuild_85over,C16_P_ArchBuild_Tot,C16_P_AgEnv_RS_15_19,C16_P_AgEnv_RS_20_24,C16_P_AgEnv_RS_25_34,C16_P_AgEnv_RS_35_44,C16_P_AgEnv_RS_45_54,C16_P_AgEnv_RS_55_64,C16_P_AgEnv_RS_65_74,C16_P_AgEnv_RS_75_84,C16_P_AgEnv_RS_85over,C16_P_AgEnv_RS_Tot,C16_P_Health_15_19,C16_P_Health_20_24,C16_P_Health_25_34,C16_P_Health_35_44,C16_P_Health_45_54,C16_P_Health_55_64,C16_P_Health_65_74,C16_P_Health_75_84,C16_P_Health_85over,C16_P_Health_Tot,C16_P_Educ_15_19,C16_P_Educ_20_24,C16_P_Educ_25_34,C16_P_Educ_35_44,C16_P_Educ_45_54,C16_P_Educ_55_64,C16_P_Educ_65_74,C16_P_Educ_75_84,C16_P_Educ_85over,C16_P_Educ_Tot,C16_P_MngtCom_15_19,C16_P_MngtCom_20_24,C16_P_MngtCom_25_34,C16_P_MngtCom_35_44,C16_P_MngtCom_45_54,C16_P_MngtCom_55_64,C16_P_MngtCom_65_74,C16_P_MngtCom_75_84,C16_P_MngtCom_85over,C16_P_MngtCom_Tot,C16_P_Soc_cult_15_19,C16_P_Soc_cult_20_24,C16_P_Soc_cult_25_34,C16_P_Soc_cult_35_44,C16_P_Soc_cult_45_54,C16_P_Soc_cult_55_64,C16_P_Soc_cult_65_74,C16_P_Soc_cult_75_84,C16_P_Soc_cult_85over,C16_P_Soc_cult_Tot,C16_P_Creative_art_15_19,C16_P_Creative_art_20_24,C16_P_Creative_art_25_34,C16_P_Creative_art_35_44,C16_P_Creative_art_45_54,C16_P_Creative_art_55_64,C16_P_Creative_art_65_74,C16_P_Creative_art_75_84,C16_P_Creative_art_85over,C16_P_Creative_art_Tot,C16_P_FoodHos_PS_15_19,C16_P_FoodHos_PS_20_24,C16_P_FoodHos_PS_25_34,C16_P_FoodHos_PS_35_44,C16_P_FoodHos_PS_45_54,C16_P_FoodHos_PS_55_64,C16_P_FoodHos_PS_65_74,C16_P_FoodHos_PS_75_84,C16_P_FoodHos_PS_85over,C16_P_FoodHos_PS_Tot,C16_P_MixFld_pr_15_19,C16_P_MixFld_pr_20_24,C16_P_MixFld_pr_25_34,C16_P_MixFld_pr_35_44,C16_P_MixFld_pr_45_54,C16_P_MixFld_pr_55_64,C16_P_MixFld_pr_65_74,C16_P_MixFld_pr_75_84,C16_P_MixFld_pr_85over,C16_P_MixFld_pr_Tot,C16_P_FldStu_ID_15_19,C16_P_FldStu_ID_20_24,C16_P_FldStu_ID_25_34,C16_P_FldStu_ID_35_44,C16_P_FldStu_ID_45_54,C16_P_FldStu_ID_55_64,C16_P_FldStu_ID_65_74,C16_P_FldStu_ID_75_84,C16_P_FldStu_ID_85over,C16_P_FldStu_ID_Tot,C16_P_FldStu_NS_15_19,C16_P_FldStu_NS_20_24,C16_P_FldStu_NS_25_34,C16_P_FldStu_NS_35_44,C16_P_FldStu_NS_45_54,C16_P_FldStu_NS_55_64,C16_P_FldStu_NS_65_74,C16_P_FldStu_NS_75_84,C16_P_FldStu_NS_85over,C16_P_FldStu_NS_Tot,C16_P_Tot_15_19,C16_P_Tot_20_24,C16_P_Tot_25_34,C16_P_Tot_35_44,C16_P_Tot_45_54,C16_P_Tot_55_64,C16_P_Tot_65_74,C16_P_Tot_75_84,C16_P_Tot_85over,C16_P_Tot_Tot
LGA54280,31,116,211,173,83,36,11,7,0,666,0,0,6,6,4,0,0,0,0,14,6,9,27,19,21,14,0,0,0,90,352,382,794,721,668,410,211,107,47,3700,524,1390,3608,3093,2447,1365,473,181,62,13136,0,32,125,112,52,30,7,4,0,365,7,14,39,42,17,11,3,0,0,130,49,305,1048,864,694,480,165,43,3,3660,9,44,142,77,100,84,41,14,4,516,8,18,51,43,41,23,11,0,0,189,4,57,257,238,202,144,56,12,4,972,0,54,254,255,195,123,34,17,5,935,30,102,424,405,300,169,38,17,4,1489,31,69,280,229,174,117,35,3,0,938,7,28,74,40,28,17,4,0,0,202,34,86,225,126,106,55,18,9,3,659,0,0,0,0,4,3,4,3,0,22,5,7,48,30,32,24,9,4,0,160,214,236,656,559,518,470,208,108,28,3005,398,1053,3632,3024,2454,1752,643,228,55,13232
LGA54310,18,58,164,119,67,33,0,0,0,466,0,5,6,0,3,0,0,0,0,18,4,8,37,41,29,13,0,0,0,130,287,416,1131,1148,860,450,104,19,4,4423,399,1077,3677,3373,2485,1209,194,32,3,12446,0,3,57,74,29,6,3,0,0,178,0,10,41,40,14,5,0,0,0,109,34,194,956,846,567,302,63,8,3,2966,5,34,181,154,87,68,22,5,0,551,0,3,42,56,42,10,4,0,0,164,3,31,193,179,130,81,16,0,0,635,0,51,195,211,136,76,17,0,0,681,8,94,487,398,235,108,15,0,0,1355,16,39,206,188,111,54,15,4,0,625,9,3,51,36,14,12,0,0,0,135,11,46,183,123,99,44,8,3,0,514,3,0,5,5,4,0,0,0,0,23,0,7,39,48,36,17,0,0,0,151,189,230,804,640,527,263,87,21,3,2762,264,760,3451,3005,2032,1047,252,44,7,10856
LGA54340,0,13,18,30,23,10,6,0,0,98,0,0,0,3,0,0,0,0,0,4,0,0,0,0,0,3,3,0,0,11,31,22,46,41,50,56,49,30,29,353,54,105,267,285,270,206,111,60,28,1391,0,0,4,3,0,0,0,0,0,15,0,0,10,6,3,0,0,0,0,15,0,16,53,33,51,45,19,7,3,226,0,3,15,6,12,11,0,0,0,49,8,17,19,31,24,17,9,0,0,123,4,11,33,18,18,22,20,7,0,130,0,8,28,26,34,19,14,4,0,143,6,13,34,31,26,18,9,4,0,150,3,6,28,25,26,13,0,0,0,111,0,0,0,0,0,4,7,0,0,17,0,12,18,10,13,13,11,0,0,80,0,0,0,5,3,0,0,0,0,12,0,0,0,0,6,3,0,0,0,14,30,28,77,74,102,98,73,60,37,578,58,120,312,285,309,260,157,99,43,1651
LGA54410,0,0,3,3,5,0,3,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,10,9,11,8,15,22,5,3,75,8,27,53,54,78,58,46,14,6,347,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,19,7,23,13,9,5,3,86,0,0,0,0,0,0,0,0,0,8,0,0,3,6,9,3,3,0,0,26,0,0,10,5,8,17,5,3,0,40,0,0,10,11,9,11,5,0,0,44,0,0,7,7,11,5,8,5,0,41,0,3,7,3,12,8,0,0,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,7,11,0,0,3,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,6,19,12,15,19,27,22,27,22,13,169,17,24,81,65,104,81,54,42,20,490
LGA54480,0,0,4,3,0,3,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,0,0,0,14,5,10,48,38,32,25,7,0,0,167,0,0,0,8,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,4,3,0,0,21,0,0,0,0,4,0,0,0,0,3,0,0,4,14,9,0,3,0,0,32,0,0,5,0,4,0,3,0,0,14,0,0,3,5,3,5,5,0,0,27,0,0,6,14,6,4,5,0,0,20,0,0,0,7,5,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,9,0,4,0,4,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,12,18,11,14,13,6,0,68,3,0,40,67,39,35,35,7,0,232
LGA54550,0,0,13,6,9,4,0,0,0,37,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,7,10,8,8,23,21,9,15,0,105,19,44,126,123,126,103,55,40,8,653,0,0,4,0,3,3,0,0,0,14,0,0,0,0,0,0,0,0,0,3,0,8,27,12,18,7,8,4,0,94,0,0,4,5,4,0,0,0,0,22,0,9,32,36,26,26,14,7,0,153,0,0,24,16,14,20,20,4,4,100,0,0,16,12,21,21,11,6,0,80,0,5,13,7,14,13,12,3,0,71,0,3,11,10,10,11,5,0,0,41,0,0,3,3,0,0,0,0,0,11,0,3,8,9,6,3,3,0,3,33,0,0,0,0,0,0,0,0,0,0,0,0,5,3,0,0,0,0,0,5,11,6,27,22,39,32,29,23,19,196,12,44,166,144,159,134,90,44,26,824
LGA54620,0,0,7,4,6,0,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,8,22,19,17,13,11,7,3,100,5,26,100,79,80,52,31,4,4,384,0,0,0,7,3,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,18,16,10,10,9,4,0,61,0,0,3,7,4,0,5,0,0,16,0,0,10,11,0,5,0,0,0,34,0,0,15,3,3,11,0,3,0,35,0,0,11,3,8,8,5,0,0,39,0,0,3,10,9,0,5,0,0,29,0,0,3,7,5,0,5,0,0,21,0,0,0,0,0,3,0,0,0,4,0,0,4,0,3,6,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,0,15,11,14,15,9,3,0,74,6,7,82,72,51,65,35,10,0,337
LGA54690,0,0,4,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,6,0,4,0,0,14,0,10,21,25,18,18,5,6,0,104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,4,9,7,0,0,31,0,0,0,3,0,0,0,0,0,7,0,0,7,7,0,0,0,0,0,10,0,0,0,0,6,0,0,0,0,12,0,0,3,4,0,0,0,0,0,11,0,4,0,3,4,0,0,0,0,17,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,3,5,3,3,0,32,3,3,27,30,24,24,10,10,5,139
LGA54760,0,0,4,5,0,5,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,7,0,10,6,3,0,30,0,4,58,63,39,46,14,8,3,243,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,10,7,6,7,4,0,44,0,0,3,4,0,0,0,0,0,8,0,4,12,15,3,10,0,0,0,44,0,3,0,6,5,7,3,0,0,21,0,4,13,14,6,5,4,0,0,44,0,0,8,9,3,4,3,0,0,33,0,0,4,3,0,3,4,0,0,16,0,0,0,0,0,0,0,0,0,6,0,0,5,5,5,3,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,8,3,8,14,5,7,8,4,57,8,21,59,71,50,39,32,16,8,298
LGA54830,28,110,242,170,106,47,27,6,0,736,8,6,0,0,3,0,0,0,0,22,0,8,29,29,3,12,8,0,0,94,301,295,688,626,406,332,249,194,66,3167,520,1126,3193,2504,1820,1240,721,392,109,11619,0,40,138,105,63,31,15,5,0,391,11,59,223,145,47,27,3,0,0,513,33,244,866,794,580,390,228,125,28,3282,25,76,261,169,124,105,70,45,4,873,0,22,93,71,61,43,19,6,0,308,22,129,439,315,228,171,62,25,9,1408,7,53,298,224,193,109,50,11,0,951,45,233,929,704,391,222,108,38,12,2686,47,158,537,410,293,198,82,12,3,1726,21,51,159,91,41,30,21,3,3,414,43,140,401,256,142,81,43,15,4,1134,13,3,3,3,5,7,7,0,0,38,3,9,64,52,42,23,10,3,0,207,252,392,965,767,538,357,305,207,76,3853,521,1600,5373,4107,2728,1801,1025,499,142,17793
LGA54900,0,5,10,8,0,0,0,0,0,27,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,3,0,4,11,10,15,10,7,3,55,13,21,107,105,81,80,27,11,4,455,0,0,0,4,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,4,3,4,22,22,10,9,11,5,0,91,0,0,8,3,0,6,0,4,0,20,0,6,18,11,14,8,3,0,0,58,0,3,3,4,7,9,4,5,0,38,0,3,16,12,9,11,0,0,0,49,0,4,14,13,13,6,6,0,0,60,4,3,6,9,3,5,0,0,0,29,0,0,3,0,0,0,0,0,0,8,0,0,5,4,4,5,3,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,7,6,0,20,25,16,25,10,9,0,112,15,19,126,107,85,86,47,16,5,497
LGA54970,0,8,6,6,8,4,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,3,3,7,0,0,0,0,0,9,11,17,23,42,37,14,5,0,0,148,11,57,139,144,123,78,23,4,0,577,0,0,20,8,0,0,0,0,0,30,0,0,4,0,0,0,0,0,0,5,3,18,74,37,48,24,7,0,0,205,0,0,9,0,0,3,5,0,0,18,0,0,0,0,0,3,0,0,0,6,0,0,8,3,8,7,0,0,0,23,0,0,8,3,7,5,4,0,0,21,0,4,13,8,11,7,0,0,0,46,0,0,10,3,5,4,0,0,0,18,0,0,3,0,0,0,0,0,0,9,0,0,6,3,4,4,0,0,0,20,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,3,18,67,32,41,35,3,3,0,206,8,43,218,102,121,91,22,7,0,610
LGA55040,0,9,14,21,10,0,0,0,0,53,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,12,38,80,194,125,101,39,16,5,4,600,46,172,450,294,265,103,23,9,5,1363,0,0,10,4,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,3,0,8,63,31,28,17,5,0,4,156,0,0,7,3,6,5,4,0,0,33,0,0,8,4,0,0,4,0,0,19,0,3,11,11,10,5,5,0,0,38,0,3,13,0,11,4,4,0,0,28,0,0,10,13,10,12,0,0,0,41,0,5,17,5,5,3,0,0,0,35,0,0,4,3,0,0,0,0,0,4,0,0,12,11,12,5,0,0,0,37,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,4,8,22,106,66,63,38,14,0,0,320,11,47,261,161,145,85,30,4,3,741
LGA55110,75,253,417,390,310,250,171,63,13,1942,3,5,11,0,3,3,8,3,0,36,8,14,43,57,56,44,32,21,11,280,493,343,643,774,732,817,910,1005,481,6199,1025,1915,4332,5139,5248,4564,3789,2330,762,29100,4,42,131,134,124,97,78,23,17,645,38,79,118,123,76,53,30,5,4,520,91,367,1132,1257,1397,1278,1204,675,170,7575,46,171,470,391,485,355,351,241,58,2569,17,38,131,153,129,83,82,39,9,686,28,157,477,544,648,651,462,232,58,3257,32,119,421,593,642,658,369,211,48,3085,104,276,837,988,1013,791,711,352,71,5145,91,281,653,680,657,562,357,108,27,3414,31,96,143,109,92,84,73,64,10,707,91,243,575,473,401,302,244,77,27,2435,5,15,4,10,8,20,33,25,7,121,6,11,63,53,90,55,54,22,10,358,369,319,735,745,847,836,948,890,506,6184,960,2209,5888,6269,6595,5821,4993,2951,1011,36701
LGA55180,12,21,35,53,40,18,14,5,0,189,0,0,0,0,0,0,0,0,0,0,0,0,3,12,9,8,3,0,0,30,44,19,49,82,115,101,101,65,28,606,104,199,400,653,749,610,361,143,47,3269,0,3,10,17,27,27,5,0,0,90,0,0,7,4,7,9,3,0,0,37,6,38,75,86,137,149,96,41,5,634,5,20,43,16,38,38,32,10,0,205,8,11,51,63,58,42,25,6,0,265,0,6,43,49,55,85,58,27,3,316,0,8,54,77,88,96,45,23,6,388,11,28,74,75,76,74,35,10,0,395,13,28,33,46,71,56,33,9,4,284,7,7,6,9,15,4,8,3,0,71,7,18,44,48,37,22,14,4,4,198,0,0,5,0,0,0,3,3,0,12,0,0,10,5,10,3,6,4,0,32,81,42,92,105,141,145,135,118,52,922,140,222,539,602,759,750,494,259,71,3841
LGA55250,0,0,7,5,9,3,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,27,69,58,51,33,12,6,0,276,26,68,179,119,128,75,23,5,0,625,0,0,5,3,3,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,5,38,31,24,8,3,0,0,115,0,0,8,3,0,0,0,0,0,13,0,0,0,3,0,5,0,0,0,11,0,0,10,4,3,9,0,0,0,34,0,0,5,3,6,7,0,0,0,25,0,0,12,0,7,5,0,0,0,27,0,0,6,6,13,6,0,0,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,10,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,31,18,75,46,35,32,12,0,4,243,31,26,164,113,95,80,30,3,5,545
LGA55320,55,211,365,392,346,208,135,65,19,1799,9,11,0,8,14,10,6,0,5,66,9,33,75,103,108,81,46,27,9,491,448,377,599,705,721,695,602,827,601,5576,871,3643,8357,9713,10206,8185,4346,2885,1283,49500,10,269,441,532,515,447,292,80,27,2602,23,91,288,380,324,173,53,11,4,1346,42,500,1416,1524,1691,1578,1172,598,243,8769,18,170,466,428,409,382,249,169,71,2360,6,52,172,185,176,105,89,38,14,830,27,403,1309,1266,1241,1084,673,378,152,6531,18,146,571,741,1072,1251,715,323,102,4948,83,640,2003,2566,2475,1891,1196,487,207,11550,67,398,943,1117,1047,928,554,240,64,5353,45,281,434,353,253,181,123,49,26,1744,46,165,394,397,382,235,165,84,41,1903,12,8,15,6,13,15,23,16,10,116,8,38,80,119,111,85,53,37,13,551,298,326,735,649,704,647,598,747,747,5457,701,3485,9278,10268,10401,8994,5953,3259,1727,54059
LGA55390,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,5,11,5,4,0,0,33,4,3,18,11,24,17,3,0,0,88,0,3,3,5,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,8,17,10,13,9,5,0,0,61,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,4,0,0,0,7,0,0,0,3,0,3,0,0,0,13,0,0,4,0,4,0,0,0,0,10,0,0,0,0,5,3,0,0,0,15,0,0,0,5,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,22,11,15,14,8,0,0,80,9,24,54,42,51,36,14,0,0,229
LGA55460,0,5,12,9,12,7,0,0,0,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,10,19,17,21,33,44,22,20,20,11,201,40,107,232,227,218,150,70,41,17,1101,0,0,7,4,8,4,0,0,0,14,4,3,0,3,0,0,0,0,0,10,5,25,60,41,52,51,24,6,5,266,4,11,15,9,9,12,3,3,0,66,0,8,8,13,16,14,0,7,0,82,0,8,16,20,26,26,10,8,4,118,0,5,33,16,27,21,8,9,0,110,3,17,42,46,30,19,7,4,0,164,4,8,19,16,17,10,7,0,0,79,0,0,3,0,4,0,0,0,0,13,6,6,12,10,5,11,0,0,0,53,0,0,0,0,0,0,0,0,0,5,0,0,0,4,0,3,0,0,0,12,26,34,31,36,52,46,43,25,15,302,52,133,245,219,242,221,110,59,24,1295
LGA55530,0,0,5,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,4,6,5,11,9,0,36,4,12,20,33,27,32,17,9,0,152,0,0,0,6,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,11,3,5,7,7,0,0,41,0,0,0,0,0,0,0,0,0,0,0,4,16,7,4,0,0,0,0,26,0,0,3,0,3,5,0,0,0,15,0,0,0,3,0,0,0,0,0,10,0,3,4,5,0,3,0,0,0,18,0,0,3,0,0,0,4,0,0,10,0,0,5,0,0,0,0,0,0,5,0,0,0,0,0,4,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,7,3,3,14,3,4,0,46,3,12,49,34,25,37,14,7,0,181
LGA55600,3,3,5,13,9,7,3,0,0,45,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,4,20,6,14,27,31,25,19,13,13,164,35,66,168,175,152,151,59,31,13,843,0,0,4,3,0,0,0,0,0,15,0,0,3,0,0,6,0,0,0,9,0,26,36,27,36,25,14,8,0,168,0,0,3,0,13,8,4,3,0,37,0,0,16,36,25,13,3,0,0,96,0,4,12,12,15,18,11,5,0,69,0,0,13,23,18,21,9,0,0,85,0,11,25,10,24,4,8,0,0,92,0,0,13,12,11,18,6,0,0,64,0,0,3,0,0,4,6,0,0,6,0,6,10,16,6,7,5,0,0,48,0,0,0,5,0,0,0,0,0,3,0,0,3,6,0,6,0,0,0,13,16,16,31,35,40,37,26,14,5,225,25,67,159,190,181,156,95,36,11,929
LGA55670,0,0,4,6,4,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,3,13,17,10,4,3,0,70,24,17,46,69,70,43,20,20,0,303,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,8,0,0,6,7,6,8,0,0,0,39,0,0,0,0,0,0,0,0,0,13,0,0,7,4,4,4,0,3,0,25,0,0,10,7,0,7,5,0,0,26,0,7,8,6,9,12,4,0,0,43,0,3,6,4,0,3,4,0,0,24,0,0,0,9,6,0,0,0,0,13,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,4,3,0,0,0,0,0,0,0,0,0,0,5,3,7,8,14,21,3,5,0,78,19,20,51,50,43,61,24,16,5,286
LGA55740,0,12,34,23,21,15,3,3,0,125,0,0,0,0,0,0,0,0,0,4,0,0,14,8,18,10,0,8,0,69,48,45,117,100,81,88,75,66,54,673,75,287,947,920,956,762,476,238,118,4789,0,35,74,57,65,49,35,6,4,321,0,0,20,16,22,9,0,0,0,73,0,23,112,91,111,101,74,25,10,540,0,3,54,35,45,34,19,15,3,206,0,6,18,25,26,6,7,5,0,95,0,28,132,132,165,110,91,37,17,707,0,9,51,61,81,114,73,38,8,433,3,46,170,240,239,136,100,31,8,967,4,34,135,123,149,108,97,40,6,698,0,26,64,36,43,26,21,11,0,238,5,12,42,23,25,14,11,0,0,140,0,0,0,0,0,0,0,3,0,10,0,5,14,15,15,11,9,8,0,72,28,23,139,77,106,87,116,87,58,720,52,238,1023,926,1090,807,669,295,121,5215
LGA55810,0,0,0,0,3,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,10,12,29,24,13,18,0,5,107,4,16,46,72,58,33,25,0,5,265,0,0,0,0,3,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,3,4,7,9,6,0,0,24,0,0,0,0,4,0,0,0,0,8,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,10,0,6,3,0,3,4,5,0,0,21,0,0,0,5,0,0,0,0,0,13,0,0,0,0,3,4,0,0,0,10,0,0,0,0,0,0,0,0,0,3,0,0,0,3,3,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,14,0,18,21,16,22,22,0,0,128,14,10,36,40,46,43,39,9,0,237
LGA55880,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,5,0,0,0,0,8,0,0,0,0,18,0,13,37,43,30,20,11,0,0,154,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,8,5,9,4,0,0,0,28,0,0,0,0,0,0,0,0,0,4,0,0,7,3,6,3,0,0,0,25,0,0,5,8,4,0,5,0,0,20,0,0,6,6,4,0,0,0,0,19,0,0,4,3,5,0,0,0,0,16,0,0,0,0,3,0,0,0,0,8,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,16,3,4,8,0,0,35,6,7,41,40,38,20,15,8,0,172
LGA55950,0,0,5,3,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,5,4,3,3,6,0,28,7,16,29,26,39,18,9,12,0,151,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,9,11,3,11,0,0,0,43,0,0,4,0,0,0,0,0,0,8,0,3,6,5,0,4,0,0,0,18,0,0,0,0,0,3,0,4,0,9,0,0,6,3,6,0,0,0,0,30,0,0,10,3,3,3,0,0,0,23,0,0,5,3,0,6,0,0,0,15,0,0,0,0,0,0,0,0,0,4,0,0,8,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,3,5,9,10,6,4,0,38,5,9,56,46,31,37,16,8,6,202
