LGA_CODE_2021,C11_70_74_Married_P,C11_70_74_Sep_M,C11_70_74_Sep_F,C11_70_74_Sep_P,C11_70_74_Div_M,C11_70_74_Div_F,C11_70_74_Div_P,C11_70_74_Wid_M,C11_70_74_Wid_F,C11_70_74_Wid_P,C11_70_74_Nvr_marrd_M,C11_70_74_Nvr_marrd_F,C11_70_74_Nvr_marrd_P,C11_70_74_Tot_M,C11_70_74_Tot_F,C11_70_74_Tot_P,C11_75_79_Married_M,C11_75_79_Married_F,C11_75_79_Married_P,C11_75_79_Sep_M,C11_75_79_Sep_F,C11_75_79_Sep_P,C11_75_79_Div_M,C11_75_79_Div_F,C11_75_79_Div_P,C11_75_79_Wid_M,C11_75_79_Wid_F,C11_75_79_Wid_P,C11_75_79_Nvr_marrd_M,C11_75_79_Nvr_marrd_F,C11_75_79_Nvr_marrd_P,C11_75_79_Tot_M,C11_75_79_Tot_F,C11_75_79_Tot_P,C11_80_84_Married_M,C11_80_84_Married_F,C11_80_84_Married_P,C11_80_84_Sep_M,C11_80_84_Sep_F,C11_80_84_Sep_P,C11_80_84_Div_M,C11_80_84_Div_F,C11_80_84_Div_P,C11_80_84_Wid_M,C11_80_84_Wid_F,C11_80_84_Wid_P,C11_80_84_Nvr_marrd_M,C11_80_84_Nvr_marrd_F,C11_80_84_Nvr_marrd_P,C11_80_84_Tot_M,C11_80_84_Tot_F,C11_80_84_Tot_P,C11_85_over_Married_M,C11_85_over_Married_F,C11_85_over_Married_P,C11_85_over_Seprtd_M,C11_85_over_Seprtd_F,C11_85_over_Seprtd_P,C11_85_over_Divorce_M,C11_85_over_Divorce_F,C11_85_over_Divorce_P,C11_85_over_Wid_M,C11_85_over_Wid_F,C11_85_over_Wid_P,C11_85_over_Nvr_mard_M,C11_85_over_Nvr_mard_F,C11_85_over_Nvr_mard_P,C11_85_over_Tot_M,C11_85_over_Tot_F,C11_85_over_Tot_P,C11_Tot_Married_M,C11_Tot_Married_F,C11_Tot_Married_P,C11_Tot_Sep_M,C11_Tot_Sep_F,C11_Tot_Sep_P,C11_Tot_Div_M,C11_Tot_Div_F,C11_Tot_Div_P,C11_Tot_Wid_M,C11_Tot_Wid_F,C11_Tot_Wid_P,C11_Tot_nver_marrie_M,C11_Tot_nver_marrie_F,C11_Tot_nver_marrie_P,C11_Tot_Tot_M,C11_Tot_Tot_F,C11_Tot_Tot_P,C16_15_19_Married_M,C16_15_19_Married_F,C16_15_19_Married_P,C16_15_19_Sep_M,C16_15_19_Sep_F,C16_15_19_Sep_P,C16_15_19_Div_M,C16_15_19_Div_F,C16_15_19_Div_P,C16_15_19_Wid_M,C16_15_19_Wid_F,C16_15_19_Wid_P,C16_15_19_Nvr_marrd_M,C16_15_19_Nvr_marrd_F,C16_15_19_Nvr_marrd_P,C16_15_19_Tot_M,C16_15_19_Tot_F,C16_15_19_Tot_P,C16_20_24_Married_M,C16_20_24_Married_F,C16_20_24_Married_P,C16_20_24_Sep_M,C16_20_24_Sep_F,C16_20_24_Sep_P,C16_20_24_Div_M,C16_20_24_Div_F,C16_20_24_Div_P,C16_20_24_Wid_M,C16_20_24_Wid_F,C16_20_24_Wid_P,C16_20_24_Nvr_marrd_M,C16_20_24_Nvr_marrd_F,C16_20_24_Nvr_marrd_P,C16_20_24_Tot_M,C16_20_24_Tot_F,C16_20_24_Tot_P,C16_25_29_Married_M,C16_25_29_Married_F,C16_25_29_Married_P,C16_25_29_Sep_M,C16_25_29_Sep_F,C16_25_29_Sep_P,C16_25_29_Div_M,C16_25_29_Div_F,C16_25_29_Div_P,C16_25_29_Wid_M,C16_25_29_Wid_F,C16_25_29_Wid_P,C16_25_29_Nvr_marrd_M,C16_25_29_Nvr_marrd_F,C16_25_29_Nvr_marrd_P,C16_25_29_Tot_M,C16_25_29_Tot_F,C16_25_29_Tot_P,C16_30_34_Married_M,C16_30_34_Married_F,C16_30_34_Married_P,C16_30_34_Sep_M,C16_30_34_Sep_F,C16_30_34_Sep_P,C16_30_34_Div_M,C16_30_34_Div_F,C16_30_34_Div_P,C16_30_34_Wid_M,C16_30_34_Wid_F,C16_30_34_Wid_P,C16_30_34_Nvr_marrd_M,C16_30_34_Nvr_marrd_F,C16_30_34_Nvr_marrd_P,C16_30_34_Tot_M,C16_30_34_Tot_F,C16_30_34_Tot_P,C16_35_39_Married_M,C16_35_39_Married_F,C16_35_39_Married_P,C16_35_39_Sep_M,C16_35_39_Sep_F,C16_35_39_Sep_P,C16_35_39_Div_M,C16_35_39_Div_F,C16_35_39_Div_P,C16_35_39_Wid_M,C16_35_39_Wid_F,C16_35_39_Wid_P,C16_35_39_Nvr_marrd_M,C16_35_39_Nvr_marrd_F,C16_35_39_Nvr_marrd_P,C16_35_39_Tot_M,C16_35_39_Tot_F,C16_35_39_Tot_P,C16_40_44_Married_M,C16_40_44_Married_F,C16_40_44_Married_P,C16_40_44_Sep_M,C16_40_44_Sep_F,C16_40_44_Sep_P,C16_40_44_Div_M,C16_40_44_Div_F,C16_40_44_Div_P,C16_40_44_Wid_M,C16_40_44_Wid_F,C16_40_44_Wid_P,C16_40_44_Nvr_marrd_M,C16_40_44_Nvr_marrd_F,C16_40_44_Nvr_marrd_P,C16_40_44_Tot_M,C16_40_44_Tot_F,C16_40_44_Tot_P,C16_45_49_Married_M,C16_45_49_Married_F,C16_45_49_Married_P,C16_45_49_Sep_M
LGA52520,30,0,0,0,0,3,3,0,5,5,6,0,6,17,23,43,17,14,33,0,0,0,0,0,0,0,8,3,0,0,0,21,17,36,7,11,16,0,0,0,0,0,0,4,3,13,0,0,0,18,14,30,0,0,4,0,0,0,0,0,0,3,11,11,0,0,0,5,9,18,285,279,565,16,5,25,34,25,59,13,42,57,200,118,322,546,468,1018,0,0,0,0,0,0,0,0,0,0,0,0,29,19,51,29,19,51,4,13,16,0,0,0,0,0,0,0,0,0,39,32,70,43,39,81,17,18,35,0,0,0,0,0,0,0,0,0,49,23,68,68,41,107,34,33,73,0,6,4,0,3,3,0,0,0,8,16,31,47,63,109,48,38,82,6,0,8,0,0,0,0,0,0,16,9,22,64,46,110,34,32,66,0,4,6,3,0,4,0,0,0,9,3,19,51,43,100,29,22,49,0
LGA52590,101,3,0,5,6,8,15,8,9,19,3,0,3,86,60,141,50,32,84,0,0,0,5,3,10,8,12,25,0,0,0,67,50,115,18,13,30,0,0,0,0,0,0,12,15,22,0,0,0,32,32,60,8,3,14,0,0,0,0,0,0,3,18,18,0,0,0,16,20,37,741,722,1455,44,30,71,120,94,215,50,89,136,433,259,691,1381,1190,2574,0,0,0,0,0,0,0,0,0,0,0,0,62,58,118,62,58,118,0,4,7,0,0,0,0,0,0,0,0,0,58,50,108,60,53,115,13,15,34,0,0,5,0,0,0,0,0,0,85,63,142,104,80,185,41,49,89,0,0,0,0,0,0,0,0,0,50,41,93,89,94,181,40,43,85,6,7,10,10,10,16,4,0,4,30,25,55,83,82,163,53,63,112,3,7,10,16,5,16,0,0,3,34,24,58,105,95,203,53,61,117,4
LGA52660,270,3,0,6,10,13,31,6,41,47,6,6,12,174,196,372,106,79,186,5,0,4,15,10,23,11,48,57,5,0,10,143,138,284,74,44,115,0,0,0,4,5,10,10,62,75,3,3,10,88,115,208,49,20,67,0,0,0,5,0,5,27,97,123,6,5,5,78,121,202,2550,2589,5140,129,175,306,352,401,752,89,340,426,1592,1329,2919,4712,4842,9548,0,0,0,0,0,0,0,0,0,0,0,0,467,448,921,473,451,918,8,37,48,0,0,3,0,0,0,0,0,0,389,344,731,398,383,779,112,182,294,3,16,22,0,9,8,4,0,4,331,263,596,454,468,922,221,270,495,15,18,37,10,34,40,0,8,8,181,156,337,436,478,914,295,300,600,25,32,55,19,25,47,0,0,0,133,84,215,467,445,909,276,300,579,11,32,42,33,28,61,0,0,0,98,87,186,417,452,870,303,320,622,27
LGA52730,177,0,0,5,19,19,37,8,25,28,5,6,9,139,114,258,62,53,110,6,0,6,9,6,19,12,30,39,0,0,0,79,93,175,46,25,70,0,0,0,3,0,8,6,36,37,5,0,5,57,64,123,21,14,37,0,0,0,0,3,7,11,43,57,0,0,0,33,62,101,1098,1101,2208,63,65,131,229,284,509,55,170,222,599,532,1125,2036,2156,4191,0,0,0,0,0,0,0,0,0,0,0,0,208,186,393,206,186,395,3,0,4,0,0,0,0,0,0,0,0,0,73,42,112,70,43,113,14,22,35,0,0,7,0,0,0,0,0,0,56,72,130,72,100,168,26,60,85,4,9,8,0,5,5,0,0,0,63,51,110,93,118,209,78,80,159,6,8,15,0,9,13,0,0,0,56,55,111,138,158,295,85,124,211,4,12,16,6,13,17,0,0,0,44,50,96,140,197,341,111,112,219,12
LGA52800,34,3,0,5,6,4,11,0,10,10,10,6,23,43,36,83,15,5,19,3,0,3,4,0,3,12,13,21,8,7,20,39,25,71,4,5,11,0,0,0,0,0,0,11,13,19,10,6,16,26,24,53,3,3,3,4,0,4,6,0,5,7,8,16,0,5,3,17,16,34,1229,774,2001,122,55,177,223,136,355,58,120,174,2369,1422,3786,3997,2489,6495,9,10,21,0,0,0,0,0,0,0,0,0,270,219,480,278,230,509,39,44,86,3,5,8,0,0,0,0,0,0,247,256,498,288,304,594,83,81,165,0,0,3,5,3,7,0,0,0,264,272,537,353,359,712,111,112,220,7,7,17,4,7,6,0,0,0,202,221,422,318,348,671,115,90,208,19,8,28,9,9,20,0,4,4,137,163,299,277,277,554,106,91,195,13,8,18,12,13,22,0,5,7,114,132,253,244,251,496,98,108,209,11
LGA52870,151,0,0,0,16,18,30,5,25,26,6,8,11,112,108,220,50,41,90,0,0,0,4,3,5,12,22,41,0,0,0,70,67,136,31,14,41,0,0,0,0,0,0,3,22,32,7,0,7,47,37,83,18,7,16,0,0,0,0,0,5,7,43,48,0,0,0,24,49,71,1181,1213,2391,69,60,126,204,229,432,53,168,222,641,469,1111,2140,2138,4280,0,0,0,0,0,0,0,0,0,0,0,0,171,139,311,174,139,311,8,9,19,0,0,0,0,0,0,0,0,0,95,90,182,101,100,200,13,37,56,0,3,6,0,0,0,0,0,0,108,76,184,120,119,244,63,95,154,5,6,9,0,5,5,0,0,0,67,49,111,132,149,283,77,89,164,5,4,9,3,12,11,0,0,0,47,55,101,127,156,288,118,120,238,9,8,12,17,16,28,0,4,4,53,42,105,196,191,382,134,147,286,0
LGA52940,23,0,0,0,3,0,3,4,5,7,0,0,0,17,18,32,7,3,12,0,0,0,0,0,0,0,0,0,0,0,0,7,5,17,5,4,10,0,0,0,0,0,0,0,8,7,0,0,0,5,12,21,9,5,10,0,0,0,0,0,0,0,11,14,0,0,0,10,10,22,164,164,328,5,7,11,20,17,40,8,35,41,62,32,99,263,253,517,0,0,0,0,0,0,0,0,0,0,0,0,18,8,23,18,8,23,0,0,0,0,0,0,0,0,0,0,0,0,11,14,22,11,14,22,3,7,12,0,0,0,0,0,0,0,0,0,10,4,18,14,7,21,8,16,22,0,0,0,0,0,0,0,0,0,6,12,15,15,30,47,10,16,26,4,0,5,0,3,3,0,0,0,5,3,8,19,22,42,21,14,34,0,0,0,0,4,7,0,0,0,3,3,8,26,20,47,19,11,26,5
LGA53010,22,0,0,0,0,0,0,0,4,5,0,0,0,17,14,36,8,4,8,0,0,0,0,0,0,0,0,3,0,0,0,5,5,12,3,0,8,0,0,0,0,0,0,0,0,0,0,0,0,3,3,13,0,0,3,0,0,0,0,0,0,4,3,3,0,0,0,3,7,8,152,144,300,4,3,12,24,15,37,9,17,23,77,35,111,264,220,484,0,0,0,0,0,0,0,0,0,0,0,0,5,4,14,10,4,15,0,0,0,0,0,0,0,0,0,0,0,0,15,12,26,12,10,20,6,12,18,0,0,0,0,0,0,0,0,0,16,16,26,18,26,43,12,19,30,0,3,3,0,0,0,0,0,0,11,6,25,28,30,57,14,20,29,0,0,0,0,0,0,0,0,0,11,0,13,22,20,39,16,16,31,0,6,3,0,0,0,0,0,0,6,8,16,23,27,53,17,16,28,0
LGA53080,18,4,0,4,6,7,10,0,0,3,0,0,0,24,11,40,7,0,6,0,0,0,0,0,3,7,0,4,0,0,0,9,3,14,0,0,0,0,5,5,0,0,0,0,7,5,0,0,0,0,9,8,3,0,6,0,0,0,0,0,0,0,6,6,0,0,0,3,5,5,198,131,335,33,16,54,59,38,98,12,20,30,244,169,413,548,382,927,0,0,0,0,0,0,0,0,0,0,0,0,7,14,24,7,14,24,0,0,0,0,0,0,0,0,0,0,0,0,10,19,27,10,20,32,5,6,8,0,0,0,0,0,0,0,0,0,39,25,64,39,29,70,3,3,9,0,0,0,3,0,3,0,0,0,13,21,33,19,23,45,8,3,8,0,0,0,0,0,0,0,0,0,15,9,21,22,12,36,5,7,15,0,0,4,0,0,0,0,0,0,10,3,20,18,14,39,23,10,32,0
LGA53150,142,3,6,9,13,25,39,5,19,27,10,3,20,98,131,230,70,41,110,3,0,4,3,11,18,5,49,47,5,9,10,80,108,188,46,31,70,0,0,0,9,4,10,13,56,65,6,3,5,67,90,157,20,10,30,0,0,5,7,3,6,25,83,109,0,3,7,50,106,158,1368,1370,2739,76,96,172,202,296,497,70,259,326,986,920,1901,2690,2944,5632,0,0,0,0,0,0,0,0,0,0,0,0,207,222,433,207,224,432,0,0,3,0,0,0,0,0,0,0,0,0,196,215,408,195,218,412,12,28,44,0,8,7,3,6,5,0,0,0,171,129,300,190,170,360,57,99,155,0,4,8,0,3,5,0,0,0,85,105,185,146,210,354,127,149,276,4,5,11,7,7,15,0,0,0,80,63,142,219,222,439,170,182,349,3,15,20,15,33,44,0,0,3,60,50,109,251,274,524,189,220,410,14
LGA53220,28,4,0,4,0,0,3,3,8,9,0,3,6,29,20,49,7,3,10,0,0,0,0,0,0,0,8,7,0,3,3,9,12,20,0,0,0,0,0,0,0,0,0,0,11,11,0,0,0,3,11,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,4,2975,1240,4216,307,93,400,529,200,732,39,89,129,3229,1409,4641,7084,3036,10122,0,0,0,0,0,0,0,0,0,0,0,0,155,161,322,159,162,325,32,19,47,0,4,6,0,0,0,0,0,0,369,245,616,407,269,675,195,113,306,17,12,23,4,7,7,0,0,0,738,328,1074,951,451,1408,443,201,640,43,6,55,32,13,42,0,0,0,565,234,795,1079,447,1529,444,184,631,44,12,55,47,17,67,0,0,0,315,108,423,849,322,1174,407,129,534,50,13,58,88,17,106,0,0,0,241,65,312,784,230,1018,357,113,469,28
LGA53290,305,18,9,21,39,29,64,25,63,89,13,4,13,267,219,490,103,100,206,6,6,11,11,16,27,14,76,83,7,9,9,144,198,340,88,45,131,0,0,3,11,8,16,28,69,96,5,4,8,128,123,257,39,19,57,0,3,4,3,3,3,26,101,122,0,0,3,66,125,190,2650,2696,5348,159,169,326,433,439,875,121,439,560,1864,1523,3386,5225,5268,10490,0,0,0,0,0,0,0,0,0,0,0,0,525,482,1010,525,482,1010,17,36,50,3,7,3,0,0,0,0,0,0,375,291,665,396,329,719,91,134,225,3,12,17,0,0,8,0,0,0,311,269,579,409,412,820,165,212,376,12,13,27,8,22,32,0,0,0,212,169,379,397,419,811,203,245,449,12,31,41,9,26,41,0,0,0,153,113,268,379,413,794,252,298,555,17,26,48,24,39,59,0,5,3,170,124,291,467,482,950,316,298,605,19
LGA53360,34,0,4,4,15,4,25,0,3,6,3,0,3,49,17,72,15,8,21,4,0,3,5,3,11,0,3,3,3,0,3,28,16,42,10,9,10,0,0,0,0,0,0,0,0,0,0,0,0,11,9,16,0,0,0,0,0,0,0,0,0,0,4,7,0,0,0,0,4,7,468,466,934,36,24,59,137,75,217,16,41,52,378,285,659,1035,882,1919,0,0,0,0,0,0,0,0,0,0,0,0,68,62,131,68,62,131,0,3,6,0,0,0,0,0,0,0,0,0,65,57,119,70,64,123,19,23,35,0,0,0,0,0,0,0,0,0,64,78,143,80,100,184,49,52,101,0,0,0,4,3,4,0,0,0,65,59,123,121,115,233,56,72,130,3,3,7,8,0,5,0,5,5,46,40,83,109,122,225,62,74,142,0,5,8,6,0,4,0,3,3,38,24,64,114,115,229,59,48,106,6
LGA53430,620,23,9,33,70,97,167,18,131,148,34,25,57,477,545,1018,245,201,448,22,11,28,60,50,111,43,171,213,29,22,50,398,451,851,195,119,315,5,3,10,31,32,58,47,229,278,23,5,28,303,394,692,134,57,188,3,11,10,10,21,26,65,281,345,12,15,28,226,378,602,4415,4415,8834,351,370,723,1236,1577,2814,261,1039,1297,4750,4220,8970,11015,11624,22632,0,5,5,0,0,0,0,0,0,0,0,0,641,688,1327,643,690,1331,12,19,35,0,4,4,0,5,5,0,0,0,709,799,1507,726,822,1545,110,169,282,4,14,23,8,11,18,4,0,3,895,947,1845,1022,1153,2176,352,455,810,19,23,44,19,35,58,3,4,7,800,687,1487,1197,1210,2403,452,542,989,21,36,60,48,52,98,4,4,9,466,394,868,995,1033,2025,496,480,978,40,36,76,82,106,184,4,3,8,393,352,744,1010,984,1997,476,491,975,46
LGA53570,187,3,0,3,23,7,30,11,18,32,3,0,3,156,100,257,67,52,114,0,0,0,8,5,13,7,19,23,0,0,0,83,75,154,31,9,47,0,0,0,0,0,3,7,14,20,0,0,0,42,25,67,16,4,17,0,0,0,0,0,3,6,19,26,0,0,0,23,25,53,1101,1094,2193,70,43,114,206,157,361,60,109,170,532,400,925,1963,1803,3770,0,0,3,0,0,0,0,0,0,0,0,0,137,106,246,137,110,243,5,6,7,0,0,0,0,0,0,0,0,0,98,86,182,97,97,194,22,40,56,3,3,5,0,0,5,0,0,0,98,110,209,122,147,275,39,57,94,6,6,8,0,4,5,0,0,0,70,47,123,115,118,238,68,88,161,3,5,5,12,4,16,0,3,3,42,40,87,125,143,269,84,82,160,6,11,17,13,18,24,3,0,3,51,41,94,155,139,299,94,117,218,10
LGA53640,19,0,0,0,0,0,3,0,3,3,0,0,4,14,13,25,4,5,5,0,0,0,6,0,6,0,8,12,0,0,0,9,15,19,0,0,6,0,0,0,0,0,0,4,8,9,0,0,0,9,7,18,3,0,5,0,0,0,0,0,0,0,9,10,0,0,0,7,10,12,267,256,528,20,10,34,33,24,61,13,29,46,171,107,279,507,441,942,0,0,0,0,0,0,0,0,0,0,0,0,26,15,36,26,15,36,0,0,0,0,0,0,0,0,0,0,0,0,34,28,66,34,32,63,17,21,39,0,0,0,0,0,0,0,0,0,35,23,57,46,49,94,17,14,33,5,0,3,0,0,0,0,0,0,25,17,42,45,39,82,19,30,47,0,0,0,0,0,0,0,0,0,10,3,14,29,34,64,33,27,59,0,0,0,0,0,4,4,0,4,11,12,21,49,38,85,30,25,59,7
LGA53710,38,0,0,0,3,4,3,0,0,3,0,0,0,23,22,48,12,8,15,0,0,0,0,0,0,0,4,5,0,0,0,17,12,24,9,0,9,0,0,0,0,0,0,7,0,9,0,0,0,15,3,22,0,0,3,0,0,0,3,0,5,0,9,9,0,0,0,3,10,13,210,211,420,12,12,28,29,40,70,14,36,46,106,87,192,367,381,754,0,0,0,0,0,0,0,0,0,0,0,0,15,25,41,15,25,43,0,0,0,0,0,0,0,0,0,0,0,0,16,11,33,16,11,33,4,3,8,0,0,0,0,0,0,0,0,0,16,11,32,17,20,37,23,22,49,0,0,0,0,3,3,0,0,0,11,15,23,31,39,71,13,14,26,4,0,4,0,4,4,0,0,0,11,9,23,27,28,55,15,20,30,3,4,8,0,0,0,0,0,0,9,7,18,28,32,62,22,20,44,3
LGA53780,1886,39,28,65,127,181,309,98,424,520,42,27,71,1366,1479,2853,651,479,1125,19,16,41,70,93,157,83,437,521,21,9,35,848,1036,1880,430,245,676,18,15,31,45,51,97,106,434,539,25,11,36,623,760,1381,214,93,311,0,0,0,18,22,41,132,548,683,6,10,21,374,675,1053,20890,20754,41641,1144,1391,2532,2867,3900,6769,694,2832,3528,16396,13125,29517,41995,41994,83991,22,27,48,0,0,4,6,0,3,4,0,3,4011,3642,7649,4040,3671,7709,266,487,750,3,27,36,4,10,13,4,0,6,4109,3305,7410,4386,3830,8216,1234,1879,3110,49,74,124,39,67,99,0,8,8,3273,2367,5637,4594,4388,8984,2947,3216,6165,112,175,292,106,135,238,0,21,27,2053,1426,3477,5230,4974,10206,3134,3036,6174,152,197,344,146,217,357,12,30,38,1283,1002,2282,4722,4475,9200,2895,2665,5558,177,214,388,254,361,613,11,44,54,980,799,1782,4307,4077,8384,2617,2488,5105,177
LGA53800,805,21,14,31,60,69,130,38,133,168,32,14,45,577,596,1175,294,226,517,14,4,19,33,21,53,67,206,265,20,9,31,431,465,893,215,91,305,5,5,6,25,18,45,69,189,252,15,6,15,318,308,627,90,43,137,3,3,6,8,9,19,61,248,305,9,10,20,175,310,487,6794,6777,13577,538,580,1113,1105,1279,2380,340,1178,1520,5552,4711,10265,14338,14520,28860,8,6,8,0,0,0,0,0,0,0,0,0,1346,1320,2665,1348,1331,2679,61,79,134,8,14,19,4,0,4,0,0,4,1059,983,2044,1127,1074,2200,263,361,621,25,36,65,7,10,19,0,3,0,825,767,1590,1122,1175,2293,499,603,1104,24,63,84,38,45,80,0,0,0,630,521,1148,1187,1231,2416,585,659,1238,39,79,125,53,66,117,0,4,4,440,390,831,1120,1202,2320,718,788,1502,57,84,137,103,121,216,0,6,5,415,327,744,1292,1324,2616,843,863,1708,74
LGA53920,7,0,0,0,3,0,3,6,13,18,4,0,9,21,21,36,4,4,7,0,0,0,0,0,4,3,4,4,5,0,4,13,10,26,3,0,6,0,0,0,0,0,0,0,7,6,0,3,5,8,6,16,4,0,4,0,0,0,0,4,4,3,10,11,3,0,3,5,11,18,442,401,844,39,57,98,86,84,173,33,77,110,657,609,1267,1262,1227,2492,3,13,24,4,0,3,0,0,0,0,0,0,125,104,228,131,122,253,23,28,49,8,4,8,3,0,3,0,0,0,108,116,219,136,151,284,52,58,103,7,8,21,0,3,3,0,6,6,93,106,199,156,172,329,62,60,118,9,6,14,4,0,5,0,0,3,63,82,145,136,147,282,44,45,84,3,9,13,5,0,6,0,4,4,66,54,113,112,112,228,37,37,72,12,4,18,8,8,16,0,4,4,29,74,106,92,123,216,39,29,63,0
LGA53990,525,8,5,18,28,29,51,24,95,120,16,7,28,369,366,739,184,129,309,3,4,7,15,14,28,23,67,92,10,6,12,238,216,450,96,60,154,0,4,3,0,8,16,23,82,108,3,3,9,134,152,287,54,15,72,0,0,4,0,0,0,21,97,118,6,0,8,86,119,198,4915,4997,9913,269,300,568,628,747,1368,147,520,667,2971,2404,5376,8925,8963,17894,0,5,5,0,0,0,0,0,0,0,0,0,996,872,1858,993,875,1869,27,57,83,0,6,8,0,0,0,0,0,0,593,510,1103,621,575,1193,193,288,480,10,15,24,10,5,18,0,0,0,464,415,880,676,733,1409,396,537,934,31,38,69,12,26,42,3,0,3,387,304,689,825,907,1738,508,545,1057,23,38,63,53,59,116,0,0,0,276,201,477,855,852,1709,568,633,1205,36,43,77,75,86,162,4,3,10,205,183,389,888,954,1840,637,617,1255,42
LGA54060,125,10,0,7,12,3,15,4,19,23,9,0,7,105,72,178,53,29,84,5,0,5,4,8,10,3,21,27,0,0,3,66,59,120,36,24,59,0,0,0,5,6,6,9,13,16,0,0,0,50,33,86,14,8,22,0,0,0,0,0,0,7,19,28,0,0,0,19,28,52,796,790,1586,51,39,88,120,144,264,33,113,152,404,320,727,1403,1405,2808,0,0,0,0,0,0,0,0,0,0,0,0,110,80,188,110,85,193,0,0,3,0,0,0,0,0,0,0,0,0,56,44,102,56,49,104,9,13,18,0,0,0,0,0,0,0,0,0,43,41,83,47,57,109,36,49,92,0,0,0,7,0,5,0,0,0,43,40,80,89,87,175,44,56,96,0,0,3,0,10,7,0,0,0,39,25,59,79,89,166,52,75,130,0,0,3,5,15,20,0,0,0,32,31,67,92,124,217,68,80,145,0
LGA54130,16,0,0,0,0,0,0,5,3,9,5,0,5,13,14,23,5,0,5,0,0,0,0,5,3,0,8,8,0,0,0,9,9,13,3,4,11,0,0,0,0,0,0,0,0,0,0,0,0,8,4,10,0,0,4,0,0,0,0,0,0,0,4,5,0,0,0,0,5,8,235,234,470,8,10,17,40,25,66,7,15,26,141,92,233,442,370,811,0,0,0,0,0,0,0,0,0,0,0,0,21,6,27,21,6,27,0,5,5,0,0,0,0,0,0,0,0,0,32,11,39,32,17,45,7,5,15,0,0,0,0,0,0,0,0,0,29,27,49,34,35,66,18,26,42,3,0,3,4,3,9,0,0,0,28,20,49,56,45,101,23,21,44,4,0,4,0,3,4,0,0,0,3,9,12,37,33,58,21,19,40,0,0,4,0,0,0,0,0,0,7,8,16,25,34,63,21,28,52,3
LGA54170,2715,36,34,73,128,237,360,99,424,521,28,34,60,1823,1915,3734,1018,820,1839,27,29,58,80,127,204,136,569,702,21,18,42,1280,1564,2845,696,463,1155,20,10,25,35,91,125,152,686,844,12,15,29,922,1263,2182,397,208,603,9,4,14,21,47,68,232,1013,1246,13,32,36,668,1306,1974,33551,34113,67661,1284,1649,2930,3435,5406,8841,1020,3783,4800,20963,17749,38709,60249,62701,122948,5,15,21,0,0,4,3,0,0,5,0,5,5549,5155,10699,5560,5173,10729,78,167,243,6,15,14,0,3,7,0,0,4,5110,4484,9594,5197,4667,9864,675,1061,1733,33,54,86,27,47,75,0,0,4,3619,2804,6423,4349,3972,8323,2065,2713,4778,103,126,230,95,124,221,5,6,9,2196,1512,3709,4463,4483,8947,3070,3535,6604,107,203,312,184,277,466,12,18,30,1248,1013,2259,4621,5046,9670,3841,4212,8053,187,235,423,312,463,775,8,28,36,1059,757,1817,5410,5692,11101,4306,4377,8686,229
LGA54200,1368,25,22,45,73,120,186,39,215,253,22,13,39,885,1006,1892,553,406,965,14,8,20,36,76,117,58,272,330,13,17,26,673,774,1448,313,187,508,3,5,9,17,20,38,61,242,300,3,8,10,400,464,863,172,80,254,4,0,4,5,33,39,97,359,456,7,0,12,287,483,770,11314,11485,22797,549,637,1187,1423,2077,3496,422,1540,1960,7400,6140,13540,21103,21875,42979,3,12,13,0,0,0,4,0,7,0,0,0,2004,1883,3884,2014,1895,3905,60,102,163,4,8,8,0,0,0,0,0,0,1682,1465,3140,1739,1575,3314,379,592,966,18,32,50,11,26,33,0,0,3,1261,1029,2292,1672,1675,3349,839,1121,1958,40,63,103,59,57,115,3,4,8,900,646,1549,1837,1898,3733,1165,1232,2399,63,77,140,68,111,177,5,9,10,567,466,1031,1866,1899,3762,1267,1296,2560,73,125,199,133,182,315,6,19,24,454,365,814,1928,1985,3920,1316,1309,2628,94
LGA54280,218,14,7,23,41,26,69,19,72,86,28,11,37,225,209,436,63,46,110,9,7,15,15,8,21,23,83,113,19,5,23,129,147,277,39,24,62,3,5,6,3,6,13,18,64,77,11,0,9,72,102,170,24,13,31,0,0,0,0,4,4,18,98,113,6,4,6,44,114,162,5292,5114,10403,390,368,761,922,840,1758,167,534,702,5820,4373,10192,12587,11231,23811,4,5,5,0,0,0,3,0,3,0,0,0,905,890,1795,913,896,1806,41,64,102,0,3,3,0,3,4,0,0,0,1052,873,1929,1098,946,2042,277,419,694,25,27,49,7,13,22,0,4,9,1018,808,1825,1326,1273,2600,648,773,1423,22,38,66,25,32,62,0,0,0,676,496,1175,1375,1344,2721,670,669,1343,39,41,85,38,61,98,6,3,8,405,335,737,1155,1112,2264,671,621,1293,64,39,108,66,80,147,11,14,18,388,304,695,1200,1067,2265,607,600,1205,58
