LGA_CODE_2021,C11_1_74_REA,C11_1_74_ST_HA,C11_1_74_Co_ho_pr,C11_1_74_Per_no_sa_ho,C11_1_74_Oth_land_typ,C11_1_74_LLT_NS,C11_1_74_Tot,C11_75_99_REA,C11_75_99_ST_HA,C11_75_99_Co_ho_pr,C11_75_99_Pe_no_sa_ho,C11_75_99_Oth_lan_typ,C11_75_99_Lan_type_ns,C11_75_99_Tot,C11_100_149_REA,C11_100_149_ST_HA,C11_100_149_Co_ho_pr,C11_100_149_Pe_no_sa_ho,C11_100_149_Ot_lan_ty,C11_100_149_Lan_typ_ns,C11_100_149_Tot,C11_150_199_REA,C11_150_199_ST_HA,C11_150_199_Co_ho_pr,C11_150_199_Pe_no_sa_ho,C11_150_199_Ot_lan_ty,C11_150_199_Lan_ty_ns,C11_150_199_Tot,C11_200_224_REA,C11_200_224_ST_HA,C11_200_224_Co_ho_pr,C11_200_224_Pe_no_sa_ho,C11_200_224_Ot_lan_ty,C11_200_224_Lan_ty_ns,C11_200_224_Tot,C11_225_274_REA,C11_225_274_ST_HA,C11_225_274_Co_ho_pr,C11_225_274_Pe_no_sa_ho,C11_225_274_Ot_la_typ,C11_225_274_Lan_ty_ns,C11_225_274_Tot,C11_275_349_REA,C11_275_349_ST_HA,C11_275_349_Co_ho_pr,C11_275_349_Pe_no_sa_ho,C11_275_349_Ot_lan_ty,C11_275_349_Lan_ty_ns,C11_275_349_Tot,C11_350_449_REA,C11_350_449_ST_HA,C11_350_449_Co_ho_pr,C11_350_449_Pe_no_sa_ho,C11_350_449_Ot_lan_ty,C11_350_449_Lan_ty_ns,C11_350_449_Tot,C11_450_549_REA,C11_450_549_ST_HA,C11_450_549_Co_ho_pr,C11_450_549_Pe_no_sa_ho,C11_450_549_Oth_lan_typ,C11_450_549_Lan_ty_ns,C11_450_549_Tot,C11_550_649_REA,C11_550_649_ST_HA,C11_550_649_Co_ho_pr,C11_550_649_Pe_no_sa_ho,C11_550_649_Ot_lan_ty,C11_550_649_Lan_ty_ns,C11_550_649_Tot,C11_650_749_REA,C11_650_749_ST_HA,C11_650_749_Co_ho_pr,C11_650_749_Pe_no_sa_ho,C11_650_749_Oth_lan_typ,C11_650_749_LLT_NS,C11_650_749_Tot,C11_750_849_REA,C11_750_849_ST_HA,C11_750_849_Co_ho_pr,C11_750_849_Pe_no_sa_ho,C11_750_849_Oth_lan_typ,C11_750_849_LLT_NS,C11_750_849_Tot,C11_850_950_REA,C11_850_949_ST_HA,C11_850_949_Co_ho_pr,C11_850_949_Pe_no_sa_ho,C11_850_949_Oth_lan_typ,C11_850_949_LLT_NS,C11_850_949_Tot,C11_950over_REA,C11_950over_ST_HA,C11_950over_Co_ho_pr,C11_950over_Pe_no_sa_ho,C11_950over_Oth_lan_typ,C11_950over_LLT_NS,C11_950over_Tot,C11_R_NS_REA,C11_R_NS_ST_HA,C11_R_NS_Co_ho_pr,C11_R_NS_Pe_no_sa_ho,C11_R_NS_Oth_lan_typ,C11_R_NS_Land_typ_ns,C11_Rent_not_statd_Tot,C11_Tot_REA,C11_Tot_ST_HA,C11_Tot_Co_ho_pr,C11_Tot_Pe_no_sa_ho,C11_Tot_Oth_lan_typ,C11_Tot_LLT_NS,C11_Tot_Tot,C16_1_74_REA,C16_1_74_ST_HA,C16_1_74_Co_ho_pr,C16_1_74_Per_no_sa_ho,C16_1_74_Oth_land_typ,C16_1_74_LLT_NS,C16_1_74_Tot,C16_75_99_REA,C16_75_99_ST_HA,C16_75_99_Co_ho_pr,C16_75_99_Pe_no_sa_ho,C16_75_99_Oth_lan_typ,C16_75_99_Lan_type_ns,C16_75_99_Tot,C16_100_149_REA,C16_100_149_ST_HA,C16_100_149_Co_ho_pr,C16_100_149_Pe_no_sa_ho,C16_100_149_Ot_lan_ty,C16_100_149_Lan_typ_ns,C16_100_149_Tot,C16_150_199_REA,C16_150_199_ST_HA,C16_150_199_Co_ho_pr,C16_150_199_Pe_no_sa_ho,C16_150_199_Ot_lan_ty,C16_150_199_Lan_ty_ns,C16_150_199_Tot,C16_200_224_REA,C16_200_224_ST_HA,C16_200_224_Co_ho_pr,C16_200_224_Pe_no_sa_ho,C16_200_224_Ot_lan_ty,C16_200_224_Lan_ty_ns,C16_200_224_Tot,C16_225_274_REA,C16_225_274_ST_HA,C16_225_274_Co_ho_pr,C16_225_274_Pe_no_sa_ho,C16_225_274_Ot_la_typ,C16_225_274_Lan_ty_ns,C16_225_274_Tot,C16_275_349_REA,C16_275_349_ST_HA,C16_275_349_Co_ho_pr,C16_275_349_Pe_no_sa_ho,C16_275_349_Ot_lan_ty,C16_275_349_Lan_ty_ns,C16_275_349_Tot,C16_350_449_REA,C16_350_449_ST_HA,C16_350_449_Co_ho_pr,C16_350_449_Pe_no_sa_ho,C16_350_449_Ot_lan_ty,C16_350_449_Lan_ty_ns,C16_350_449_Tot,C16_450_549_REA,C16_450_549_ST_HA,C16_450_549_Co_ho_pr,C16_450_549_Pe_no_sa_ho,C16_450_549_Oth_lan_typ,C16_450_549_Lan_ty_ns,C16_450_549_Tot,C16_550_649_REA,C16_550_649_ST_HA,C16_550_649_Co_ho_pr,C16_550_649_Pe_no_sa_ho,C16_550_649_Oth_lan_typ,C16_550_649_LLT_NS,C16_550_649_Tot,C16_650_749_REA,C16_650_749_ST_HA,C16_650_749_Co_ho_pr,C16_650_749_Pe_no_sa_ho,C16_650_749_Oth_lan_typ,C16_650_749_LLT_NS,C16_650_749_Tot,C16_750_849_REA,C16_750_849_ST_HA,C16_750_849_Co_ho_pr,C16_750_849_Pe_no_sa_ho,C16_750_849_Oth_lan_typ,C16_750_849_LLT_NS,C16_750_849_Tot,C16_850_950_REA,C16_850_949_ST_HA,C16_850_949_Co_ho_pr,C16_850_949_Pe_no_sa_ho
LGA56300,0,0,0,3,0,0,0,0,5,0,0,6,0,17,5,6,4,9,12,0,33,12,3,0,12,0,0,28,3,0,0,4,0,0,17,3,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,8,5,0,8,19,16,4,41,35,0,114,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,5,6,0,15,17,3,0,8,4,0,36,6,0,0,3,0,0,15,5,0,0,9,0,0,14,13,0,0,4,0,0,21,7,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA56370,0,4,0,6,7,0,11,0,0,0,0,0,0,4,0,7,5,13,10,0,30,0,3,0,6,6,0,15,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,0,10,0,18,0,35,24,0,76,0,3,0,0,0,0,4,0,0,0,0,4,0,4,0,3,5,10,5,0,23,0,0,0,0,0,0,6,0,3,0,0,4,0,9,0,0,0,8,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA56460,0,8,0,0,3,0,11,0,42,8,4,10,0,56,0,65,6,21,17,3,110,44,34,11,24,17,0,127,20,12,0,21,5,0,62,42,4,0,19,6,0,73,26,5,0,13,0,0,41,11,0,0,0,0,0,15,5,0,0,0,0,0,5,5,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,11,0,6,5,3,37,164,182,26,111,63,12,555,0,3,0,4,0,0,8,0,7,0,0,0,0,10,0,31,0,10,0,0,48,4,29,12,13,12,0,84,32,21,6,37,16,0,104,55,13,8,42,18,0,130,54,5,0,27,4,0,87,9,0,0,11,0,0,25,6,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA56580,0,26,3,8,5,0,39,0,44,0,3,5,0,51,5,24,16,13,9,0,64,7,19,4,8,23,0,67,4,15,0,17,36,0,72,14,10,0,26,29,0,80,53,0,0,51,12,0,115,170,4,0,75,7,0,251,147,0,0,62,3,0,213,100,0,0,28,0,0,127,75,0,0,25,0,0,99,64,0,0,19,3,0,90,45,0,0,19,0,0,60,147,0,0,65,8,0,219,19,4,5,23,14,0,66,836,146,34,454,147,16,1622,0,6,0,6,0,0,10,0,14,10,4,0,0,24,0,56,3,13,5,0,81,0,26,5,9,5,0,38,5,4,0,13,4,0,19,10,15,0,9,34,0,67,18,8,0,29,20,0,71,96,3,13,47,15,3,182,152,0,6,56,6,0,216,140,0,0,31,4,0,180,83,0,0,25,0,0,113,95,0,0,20,5,0,122,74,0,0,13
LGA56620,0,173,35,0,5,0,213,0,3,0,0,0,0,7,0,3,4,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,14,0,6,0,32,0,196,52,4,7,0,260,0,182,7,0,11,0,195,0,3,0,0,0,0,6,0,13,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA56730,0,28,4,4,6,0,43,0,76,3,7,6,0,89,9,82,6,28,25,0,153,32,43,0,48,23,5,159,48,11,0,47,8,0,110,78,3,0,56,5,0,147,54,3,0,28,6,0,97,33,0,0,12,0,0,43,4,0,0,3,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,15,0,9,12,0,34,262,269,14,246,94,10,896,0,11,0,3,0,0,16,0,16,0,0,4,0,24,3,94,4,13,11,5,124,3,67,3,32,20,0,120,29,26,0,38,18,0,110,82,17,0,57,10,0,165,113,12,0,80,14,0,222,75,3,0,35,7,0,119,20,0,0,6,0,0,33,3,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA56790,0,0,3,0,0,0,7,0,9,3,4,0,0,18,0,19,5,23,18,0,59,22,14,0,31,15,0,79,15,0,0,26,3,0,44,25,0,0,13,4,0,40,30,0,0,15,0,0,43,3,0,5,4,3,0,15,0,0,0,0,7,0,9,3,0,0,0,3,0,5,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,7,0,5,0,3,9,0,23,108,45,17,125,61,6,356,0,0,0,4,9,0,10,0,6,0,3,0,0,6,0,9,4,20,11,0,40,10,8,0,29,4,3,61,10,4,0,25,7,0,44,29,0,0,23,13,0,70,30,0,0,16,6,0,55,11,0,0,10,0,0,19,5,0,0,9,0,0,11,0,0,0,0,3,0,3,5,0,0,0,3,0,6,0,0,0,0,0,0,0,0,0,0,0
LGA56860,0,5,0,4,8,0,14,0,4,0,0,0,0,4,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,4,9,8,0,24,0,3,0,0,5,0,11,3,0,0,5,0,0,10,0,0,0,6,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA56930,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,5,0,0,0,0,0,9,16,0,0,0,0,0,16,5,0,0,3,0,0,11,4,0,0,4,0,0,7,10,0,0,5,0,0,13,0,0,0,5,0,0,5,3,0,0,7,0,0,10,0,0,0,0,0,0,3,0,0,0,0,0,0,0,14,0,0,4,0,0,19,0,0,0,0,0,0,6,72,0,0,27,0,0,97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,11,12,0,0,8,0,0,15,9,0,0,7,0,0,17,3,0,0,3,0,0,12,4,0,0,0,0,0,4,10,0,0,0,0,0,10,5,0,0,0,0,0,5,5,0,0,0
LGA57000,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,6,0,5,0,3,0,7,4,0,12,0,0,0,6,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,7,0,10,0,4,0,20,18,0,38,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,0,0,4,0,0,0,0,3,0,9,0,0,0,5,0,0,5,0,3,0,5,5,0,10,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA57080,0,85,0,3,3,5,93,0,134,0,0,4,3,141,12,62,18,28,9,7,123,54,18,11,40,6,0,129,50,3,0,54,7,0,113,226,13,5,110,23,0,374,385,16,4,163,19,0,595,894,9,3,243,22,3,1167,1027,4,0,192,21,0,1246,545,0,0,109,11,0,674,240,3,0,47,5,0,299,103,0,0,32,5,0,144,71,0,0,16,0,0,87,111,0,0,33,11,0,158,99,22,0,51,50,10,231,3817,361,51,1127,195,37,5580,11,29,0,0,0,0,44,0,32,0,4,0,0,33,14,212,4,27,5,3,255,39,59,33,46,4,0,175,36,14,6,46,4,5,99,170,12,9,85,14,5,294,443,23,14,152,30,3,672,1341,22,15,257,28,5,1663,1197,5,3,226,16,3,1455,639,0,0,113,16,0,770,278,0,0,56,8,0,343,146,0,0,25,15,0,190,69,0,0,17
LGA57140,0,8,0,0,3,4,12,0,3,0,0,0,0,6,0,14,6,10,0,0,31,8,3,0,13,4,0,27,4,3,0,6,0,3,12,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,4,18,31,9,35,11,6,106,0,0,0,0,0,0,0,0,3,0,0,3,0,8,0,11,6,0,0,0,18,0,8,3,5,0,0,23,0,0,0,13,0,0,14,0,3,3,7,0,0,19,0,0,0,0,0,0,0,0,0,0,5,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA57210,0,5,0,9,13,0,29,3,6,0,6,3,0,16,14,13,8,23,9,0,73,64,0,3,32,11,0,110,50,5,0,13,3,0,71,37,0,0,9,0,0,43,7,0,0,4,3,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,13,4,0,23,173,38,11,99,37,3,375,0,0,0,4,6,0,13,0,0,0,3,0,0,4,14,8,0,14,3,0,36,33,16,6,31,5,0,96,42,0,0,40,3,0,86,57,10,0,22,5,3,85,9,0,0,9,4,0,21,0,0,0,0,4,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA57280,29,46,20,0,309,5,409,4,69,8,0,57,0,129,8,126,6,6,409,0,550,3,64,0,0,80,0,154,0,23,0,4,27,0,55,3,29,0,7,18,0,61,9,26,0,0,26,0,59,5,12,0,4,9,0,28,0,7,0,7,11,0,26,8,5,0,5,6,0,26,18,0,0,4,5,0,30,6,0,0,3,4,0,15,19,0,0,3,3,0,29,327,0,0,57,75,0,465,116,40,0,28,156,8,350,558,443,41,130,1194,20,2386,31,38,10,3,359,0,444,10,29,0,0,41,0,73,12,85,9,4,427,3,543,30,88,0,4,85,0,208,40,45,0,9,62,0,152,87,82,0,14,77,0,268,188,37,0,15,34,0,282,267,30,3,26,24,0,356,186,16,3,10,22,0,243,120,0,0,7,6,0,134,70,0,0,4,5,0,83,44,0,0,5,6,0,50,17,0,0,3
LGA57350,0,5,5,6,3,0,23,0,9,0,5,3,0,17,0,11,0,7,3,0,21,4,9,0,9,5,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,6,6,26,9,29,10,0,84,0,3,6,3,3,0,13,0,0,0,3,11,0,15,0,9,0,7,0,0,19,0,4,0,12,4,0,19,0,4,0,3,0,0,8,0,0,0,6,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA57420,0,0,0,0,6,0,8,0,0,0,0,3,0,3,0,11,5,13,14,0,41,7,10,0,15,8,0,38,7,4,0,10,0,0,23,39,0,0,7,47,0,94,25,0,0,6,4,0,38,20,0,0,0,3,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,3,0,3,14,0,26,112,17,3,56,104,0,299,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,10,3,12,13,0,35,6,7,0,6,0,0,17,13,9,0,16,6,0,43,22,4,0,11,29,0,63,23,4,0,11,3,0,40,3,0,0,6,0,0,8,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA57490,4,112,11,20,7,0,154,5,248,23,10,4,0,289,37,240,11,137,41,0,473,193,106,6,293,65,14,684,220,51,0,300,173,5,746,757,42,0,579,110,11,1495,2212,13,3,873,79,12,3190,1819,7,0,474,35,3,2341,220,0,0,59,3,0,285,42,4,0,14,0,0,66,16,0,0,11,5,0,29,4,0,0,4,0,0,14,3,0,0,3,0,0,7,24,0,0,12,0,0,40,71,60,9,83,37,17,283,5627,888,65,2876,559,68,10085,5,25,6,13,3,0,50,0,45,13,5,0,0,66,15,286,3,74,20,6,404,38,208,32,115,37,5,430,66,64,9,153,46,0,339,367,74,3,320,264,5,1041,1617,48,0,770,115,7,2562,3467,10,0,1093,73,15,4666,626,0,0,200,21,3,852,87,0,0,32,4,3,130,23,0,0,5,0,0,32,14,0,0,3,0,0,19,4,0,0,6
LGA57630,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,3,8,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA57700,0,5,0,3,0,0,5,0,5,0,9,0,0,13,4,6,0,19,5,0,42,9,6,0,32,8,0,46,4,3,0,27,12,0,38,22,0,0,56,4,0,85,48,0,0,77,4,0,136,191,0,0,60,4,0,261,30,0,0,28,0,0,52,5,0,0,6,0,0,21,3,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,0,0,25,10,3,43,316,25,3,349,44,12,749,0,0,0,5,0,0,5,0,0,0,0,0,0,4,0,0,0,12,5,0,18,8,0,3,20,11,0,38,4,0,0,16,4,0,29,10,0,0,31,0,5,40,57,0,0,70,3,0,132,370,0,0,164,8,0,548,100,0,0,55,5,0,160,24,0,0,18,0,0,38,3,0,0,3,0,0,10,0,0,0,0,0,0,4,0,0,0,0
LGA57770,0,9,0,5,3,0,12,0,5,0,0,4,0,10,3,20,0,4,5,0,38,18,3,0,13,7,0,47,11,0,0,7,13,0,28,7,0,0,5,5,0,16,3,0,0,4,0,0,7,0,0,0,0,3,0,8,0,0,0,5,3,0,5,0,0,0,0,7,0,6,3,0,0,0,0,0,4,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,4,0,0,6,3,0,0,3,29,0,41,57,42,0,41,84,0,227,0,3,0,0,3,0,7,0,0,0,0,0,0,0,0,13,0,3,7,0,28,10,4,0,9,5,0,39,8,3,0,3,14,0,27,12,0,0,5,8,0,26,13,3,0,6,8,0,20,5,0,0,4,5,0,7,0,0,0,0,4,0,3,0,0,0,0,0,0,3,4,0,0,0,0,0,6,0,0,0,0,6,0,6,0,0,0,0
LGA57840,8,126,17,14,0,3,181,3,188,20,18,0,0,237,16,193,28,97,8,6,358,59,87,8,120,13,3,284,72,26,0,111,0,0,216,207,24,5,169,5,4,401,970,40,3,427,19,3,1460,1152,17,3,435,14,0,1626,493,3,0,188,14,8,708,232,0,0,59,4,0,296,127,4,0,20,10,0,164,89,3,0,22,3,0,117,48,0,0,8,0,0,59,88,0,0,30,0,0,121,47,40,6,58,22,12,191,3622,746,103,1786,123,38,6424,4,50,0,3,0,0,62,0,50,14,11,4,0,72,9,275,8,43,5,0,345,26,123,23,91,11,0,270,21,48,0,54,0,0,125,92,57,11,78,10,0,251,697,25,5,296,24,4,1048,1217,33,4,472,31,3,1757,681,3,0,239,17,0,943,326,0,0,86,0,5,411,153,5,0,37,0,0,198,101,0,0,29,0,0,128,56,0,0,7
LGA57910,10,611,46,64,4,3,746,8,1129,77,33,6,11,1261,91,744,209,309,52,17,1415,273,388,48,551,51,4,1312,409,116,13,543,45,4,1129,1345,120,26,1048,99,11,2653,3988,62,12,2312,245,23,6649,4031,29,14,2048,189,30,6330,1197,11,0,529,40,6,1778,492,8,0,190,11,5,701,244,4,0,71,11,0,325,130,7,0,45,8,0,201,64,4,0,14,0,0,97,120,4,0,54,12,0,185,164,221,51,272,69,59,827,12565,3455,500,8072,841,183,25615,15,198,19,39,0,0,272,0,244,21,21,4,6,294,44,1410,113,182,22,11,1790,108,578,200,295,22,3,1212,160,219,45,252,28,11,712,818,171,21,469,79,9,1565,3386,151,27,1567,168,23,5326,5388,54,12,2573,303,52,8383,2232,16,5,960,56,15,3285,944,0,0,302,14,0,1263,494,3,0,156,9,0,663,226,0,4,72,10,0,304,112,0,0,32
LGA57980,8,74,7,3,0,4,91,0,144,8,3,0,5,160,8,64,14,31,7,0,123,43,29,0,37,10,0,117,54,8,0,44,6,0,117,112,4,0,78,3,0,197,242,3,3,109,3,0,367,321,0,0,126,6,0,454,288,0,0,102,4,0,394,192,0,0,60,0,0,261,104,6,0,32,0,0,140,61,0,0,22,0,0,93,33,0,0,5,0,0,41,71,0,0,25,0,0,93,22,23,5,29,8,4,97,1561,362,45,717,55,18,2750,0,16,4,0,0,0,24,0,33,5,3,0,0,42,0,182,7,13,0,0,203,14,43,13,21,3,0,90,26,15,0,19,0,0,60,108,7,0,34,16,0,165,224,5,0,85,6,0,331,338,5,0,116,10,0,475,345,4,0,122,4,0,472,259,0,0,80,3,0,344,142,0,0,48,3,0,196,81,0,0,30,0,0,109,47,0,0,19
LGA58050,4,220,10,16,8,3,260,5,370,15,12,5,8,409,22,359,29,110,15,0,538,50,207,34,180,31,3,500,51,83,9,174,48,0,363,166,106,9,279,47,0,605,1211,46,23,750,90,7,2128,1597,17,5,764,75,22,2482,310,7,0,120,7,0,448,68,3,0,27,3,0,99,13,0,0,11,0,0,31,10,0,0,5,0,0,14,0,3,0,0,0,0,7,10,0,0,7,6,0,29,53,111,14,91,40,17,323,3566,1530,142,2557,374,65,8235,8,70,5,11,5,0,97,0,91,4,3,4,0,105,14,508,11,76,14,13,621,27,311,31,102,14,3,489,35,107,20,127,9,6,305,129,113,12,160,55,0,477,1028,110,27,520,54,7,1743,2515,41,25,1156,111,22,3881,788,3,3,301,35,5,1133,160,5,0,53,4,0,219,49,0,0,20,4,0,71,18,5,0,9,0,0,29,9,0,0,9
LGA58190,0,0,0,0,0,0,0,0,0,4,4,0,0,5,0,3,0,6,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,9,0,6,9,0,29,0,0,0,0,0,0,3,0,0,0,5,0,0,5,0,6,4,6,0,0,11,0,4,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA58260,3,0,0,0,5,0,10,0,5,0,0,0,0,4,0,3,0,6,0,3,14,0,0,0,14,0,0,14,0,0,0,0,4,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,3,0,10,0,18,4,21,14,3,55,0,0,0,0,0,0,0,0,0,0,0,4,0,6,0,4,0,7,4,0,11,0,0,0,13,0,0,11,3,0,0,9,0,0,15,6,4,0,4,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA58330,0,0,0,0,0,0,4,0,3,6,0,0,0,14,0,6,5,9,5,0,25,7,5,0,14,7,0,36,10,0,0,11,3,0,22,22,0,0,12,3,0,44,32,0,0,14,0,0,44,12,0,0,13,0,0,28,5,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,3,0,12,4,0,13,90,17,11,90,22,3,233,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,6,0,0,17,0,0,0,7,3,0,16,5,0,0,15,0,0,22,9,0,0,18,0,0,24,34,0,0,25,4,0,65,29,0,0,26,0,0,52,4,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
