LGA_CODE_2021,C16_F_NatPhy_sci_15_19,C16_F_NatPhy_sci_20_24,C16_F_NatPhy_sci_25_34,C16_F_NatPhy_sci_35_44,C16_F_NatPhy_sci_45_54,C16_F_NatPhy_sci_55_64,C16_F_NatPhy_sci_65_74,C16_F_NatPhy_sci_75_84,C16_F_NatPhy_sci_85over,C16_F_NatPhy_sci_Tot,C16_F_InfTec_15_19,C16_F_InfTec_20_24,C16_F_InfTec_25_34,C16_F_InfTec_35_44,C16_F_InfTec_45_54,C16_F_InfTec_55_64,C16_F_InfTec_65_74,C16_F_InfTec_75_84,C16_F_InfTec_85over,C16_F_InfTec_Tot,C16_F_EngRT_15_19,C16_F_EngRT_20_24,C16_F_EngRT_25_34,C16_F_EngRT_35_44,C16_F_EngRT_45_54,C16_F_EngRT_55_64,C16_F_EngRT_65_74,C16_F_EngRT_75_84,C16_F_EngRT_85over,C16_F_EngRT_Tot,C16_F_ArchBuild_15_19,C16_F_ArchBuild_20_24,C16_F_ArchBuild_25_34,C16_F_ArchBuild_35_44,C16_F_ArchBuild_45_54,C16_F_ArchBuild_55_64,C16_F_ArchBuild_65_74,C16_F_ArchBuild_75_84,C16_F_ArchBuild_85over,C16_F_ArchBuild_Tot,C16_F_AgEnv_RS_15_19,C16_F_AgEnv_RS_20_24,C16_F_AgEnv_RS_25_34,C16_F_AgEnv_RS_35_44,C16_F_AgEnv_RS_45_54,C16_F_AgEnv_RS_55_64,C16_F_AgEnv_RS_65_74,C16_F_AgEnv_RS_75_84,C16_F_AgEnv_RS_85over,C16_F_AgEnv_RS_Tot,C16_F_Health_15_19,C16_F_Health_20_24,C16_F_Health_25_34,C16_F_Health_35_44,C16_F_Health_45_54,C16_F_Health_55_64,C16_F_Health_65_74,C16_F_Health_75_84,C16_F_Health_85over,C16_F_Health_Tot,C16_F_Educ_15_19,C16_F_Educ_20_24,C16_F_Educ_25_34,C16_F_Educ_35_44,C16_F_Educ_45_54,C16_F_Educ_55_64,C16_F_Educ_65_74,C16_F_Educ_75_84,C16_F_Educ_85over,C16_F_Educ_Tot,C16_F_MngtCom_15_19,C16_F_MngtCom_20_24,C16_F_MngtCom_25_34,C16_F_MngtCom_35_44,C16_F_MngtCom_45_54,C16_F_MngtCom_55_64,C16_F_MngtCom_65_74,C16_F_MngtCom_75_84,C16_F_MngtCom_85over,C16_F_MngtCom_Tot,C16_F_Soc_cult_15_19,C16_F_Soc_cult_20_24,C16_F_Soc_cult_25_34,C16_F_Soc_cult_35_44,C16_F_Soc_cult_45_54,C16_F_Soc_cult_55_64,C16_F_Soc_cult_65_74,C16_F_Soc_cult_75_84,C16_F_Soc_cult_85over,C16_F_Soc_cult_Tot,C16_F_Creative_art_15_19,C16_F_Creative_art_20_24,C16_F_Creative_art_25_34,C16_F_Creative_art_35_44,C16_F_Creative_art_45_54,C16_F_Creative_art_55_64,C16_F_Creative_art_65_74,C16_F_Creative_art_75_84,C16_F_Creative_art_85over,C16_F_Creative_art_Tot,C16_F_FoodHos_PS_15_19,C16_F_FoodHos_PS_20_24,C16_F_FoodHos_PS_25_34,C16_F_FoodHos_PS_35_44,C16_F_FoodHos_PS_45_54,C16_F_FoodHos_PS_55_64,C16_F_FoodHos_PS_65_74,C16_F_FoodHos_PS_75_84,C16_F_FoodHos_PS_85over,C16_F_FoodHos_PS_Tot,C16_F_MixFld_pr_15_19,C16_F_MixFld_pr_20_24,C16_F_MixFld_pr_25_34,C16_F_MixFld_pr_35_44,C16_F_MixFld_pr_45_54,C16_F_MixFld_pr_55_64,C16_F_MixFld_pr_65_74,C16_F_MixFld_pr_75_84,C16_F_MixFld_pr_85over,C16_F_MixFld_pr_Tot,C16_F_FldStu_ID_15_19,C16_F_FldStu_ID_20_24,C16_F_FldStu_ID_25_34,C16_F_FldStu_ID_35_44,C16_F_FldStu_ID_45_54,C16_F_FldStu_ID_55_64,C16_F_FldStu_ID_65_74,C16_F_FldStu_ID_75_84,C16_F_FldStu_ID_85over,C16_F_FldStu_ID_Tot,C16_F_FldStu_NS_15_19,C16_F_FldStu_NS_20_24,C16_F_FldStu_NS_25_34,C16_F_FldStu_NS_35_44,C16_F_FldStu_NS_45_54,C16_F_FldStu_NS_55_64,C16_F_FldStu_NS_65_74,C16_F_FldStu_NS_75_84,C16_F_FldStu_NS_85over,C16_F_FldStu_NS_Tot,C16_F_Tot_15_19,C16_F_Tot_20_24,C16_F_Tot_25_34,C16_F_Tot_35_44,C16_F_Tot_45_54,C16_F_Tot_55_64,C16_F_Tot_65_74,C16_F_Tot_75_84,C16_F_Tot_85over,C16_F_Tot_Tot,C21_F_NatPhy_sci_15_19,C21_F_NatPhy_sci_20_24,C21_F_NatPhy_sci_25_34,C21_F_NatPhy_sci_35_44,C21_F_NatPhy_sci_45_54,C21_F_NatPhy_sci_55_64,C21_F_NatPhy_sci_65_74,C21_F_NatPhy_sci_75_84,C21_F_NatPhy_sci_85over,C21_F_NatPhy_sci_Tot,C21_F_InfTec_15_19,C21_F_InfTec_20_24,C21_F_InfTec_25_34,C21_F_InfTec_35_44,C21_F_InfTec_45_54,C21_F_InfTec_55_64,C21_F_InfTec_65_74,C21_F_InfTec_75_84,C21_F_InfTec_85over,C21_F_InfTec_Tot,C21_F_EngRT_15_19,C21_F_EngRT_20_24,C21_F_EngRT_25_34,C21_F_EngRT_35_44,C21_F_EngRT_45_54,C21_F_EngRT_55_64,C21_F_EngRT_65_74,C21_F_EngRT_75_84,C21_F_EngRT_85over,C21_F_EngRT_Tot,C21_F_ArchBuild_15_19,C21_F_ArchBuild_20_24,C21_F_ArchBuild_25_34,C21_F_ArchBuild_35_44,C21_F_ArchBuild_45_54,C21_F_ArchBuild_55_64,C21_F_ArchBuild_65_74,C21_F_ArchBuild_75_84,C21_F_ArchBuild_85over,C21_F_ArchBuild_Tot,C21_F_AgEnv_RS_15_19,C21_F_AgEnv_RS_20_24,C21_F_AgEnv_RS_25_34,C21_F_AgEnv_RS_35_44,C21_F_AgEnv_RS_45_54,C21_F_AgEnv_RS_55_64,C21_F_AgEnv_RS_65_74,C21_F_AgEnv_RS_75_84,C21_F_AgEnv_RS_85over,C21_F_AgEnv_RS_Tot
LGA52450,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,10,0,0,12,4,4,8,0,0,0,31,0,0,3,9,9,6,3,5,0,34,0,6,11,11,8,6,0,0,0,45,0,0,8,7,4,6,5,0,0,32,0,0,0,0,0,0,0,0,0,0,0,5,4,6,0,3,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,7,10,16,5,10,3,57,6,12,48,54,32,42,11,17,3,229,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,0,5,0,4,0,0,0,0,0,10
LGA52520,0,0,0,3,0,0,0,0,0,3,0,0,4,0,0,0,0,0,0,5,0,0,4,9,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,19,0,0,9,5,5,6,4,0,0,31,0,4,8,9,7,4,0,3,0,39,0,7,18,14,3,4,0,0,0,42,0,0,6,9,3,9,0,0,0,30,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,4,0,5,8,12,6,6,7,4,8,54,4,20,68,59,32,31,16,11,7,249,0,0,0,5,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,10,0,0,0,0,0,0,0,0,0,4,0,0,4,5,0,3,0,0,0,14
LGA52590,0,0,4,0,5,0,0,0,0,8,0,0,0,0,0,0,0,0,0,5,0,0,8,0,0,0,3,0,0,13,0,0,0,0,0,0,0,0,0,0,3,0,9,14,7,5,0,0,0,33,0,5,8,15,17,21,20,8,0,88,0,0,17,19,15,30,14,4,0,105,0,6,19,18,35,18,18,4,0,121,3,3,13,13,14,11,6,0,0,58,0,0,5,0,3,0,0,3,0,10,0,4,11,14,7,8,4,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,10,3,21,17,17,28,20,19,4,143,16,27,110,112,116,124,88,38,6,649,0,3,10,7,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,3,0,3,4,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,5,0,3,7,3,8,5,3,0,0,29
LGA52660,0,3,12,17,11,6,0,0,0,46,4,0,8,4,0,4,0,0,0,25,3,9,23,17,11,7,4,0,0,75,0,4,4,6,6,0,0,0,0,27,3,5,9,6,8,9,0,0,0,45,6,30,74,101,84,85,36,29,7,455,5,18,66,89,104,81,25,14,3,406,19,59,175,133,114,69,29,20,0,621,13,39,82,98,89,59,18,6,0,407,9,5,22,19,16,9,3,0,0,82,18,27,92,56,46,22,17,0,0,275,0,0,0,0,0,0,0,5,0,4,0,3,0,0,5,3,0,3,0,17,28,17,66,47,47,65,62,85,70,495,103,221,647,596,545,420,207,163,84,2985,0,0,12,13,17,6,3,0,0,59,0,0,6,8,3,3,3,0,0,33,3,4,29,15,15,7,3,0,0,84,0,3,11,4,3,4,0,0,0,24,4,11,11,12,9,5,5,3,0,57
LGA52730,0,4,9,13,9,13,4,0,0,55,0,0,0,0,0,0,5,0,0,6,0,0,4,0,6,4,10,0,0,16,0,0,6,5,3,3,0,0,0,17,7,0,4,16,13,9,4,0,0,53,0,0,27,49,61,62,47,14,3,253,6,0,11,36,38,67,59,16,0,234,0,7,23,39,47,43,45,14,9,220,5,0,26,45,48,45,38,10,3,222,0,4,12,18,23,14,14,0,0,85,0,4,23,12,20,9,10,0,0,80,0,0,0,0,0,0,0,0,0,4,0,0,0,6,7,7,5,3,0,20,19,7,25,39,56,48,51,29,9,287,41,29,169,277,332,328,289,95,24,1570,0,0,4,14,16,12,10,4,0,68,0,0,0,0,0,9,3,4,0,13,0,0,7,3,3,5,5,0,0,16,0,0,0,6,3,3,0,0,0,27,9,5,8,16,19,13,4,4,0,74
LGA52800,0,0,6,8,0,0,0,0,0,15,0,4,3,0,0,0,0,0,0,6,0,5,5,4,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,3,0,6,17,8,5,0,0,0,0,35,0,11,43,39,28,49,14,3,0,192,0,9,60,49,41,41,6,0,0,218,7,18,66,34,28,27,6,0,0,192,0,6,46,37,23,23,5,0,0,136,0,8,11,5,4,0,0,0,0,29,3,5,21,13,8,0,4,0,0,58,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5,0,0,0,0,16,67,74,135,95,97,63,34,9,9,583,82,139,414,302,258,199,72,14,12,1498,0,3,10,4,0,0,0,0,0,22,0,0,4,0,0,0,3,0,0,8,0,3,4,0,4,3,0,0,0,16,0,0,0,0,0,0,0,0,0,3,3,5,9,9,6,4,0,0,0,35
LGA52870,0,3,5,12,11,6,4,0,0,37,0,0,0,0,4,0,7,0,0,12,0,0,5,4,5,5,4,4,0,22,0,0,0,0,0,0,0,0,0,6,0,6,12,15,0,11,5,0,0,50,0,4,30,27,39,64,28,8,5,211,0,5,24,34,41,56,35,10,0,200,4,17,46,38,34,37,23,4,0,204,4,6,17,40,48,51,22,8,0,185,0,4,3,10,3,9,11,5,0,45,0,6,20,29,12,10,8,3,0,90,0,0,0,0,3,0,0,0,0,6,0,0,0,3,0,0,0,0,0,9,27,9,20,40,40,61,47,41,25,318,38,63,178,247,250,317,184,82,35,1390,0,0,10,13,14,10,7,4,0,52,0,0,0,0,6,0,0,0,0,5,0,4,5,6,6,0,3,0,0,30,0,0,0,0,0,4,0,0,0,14,5,4,11,17,13,6,9,0,0,60
LGA52940,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,5,6,0,5,3,6,0,28,0,0,3,4,3,4,0,4,0,17,0,0,7,4,6,5,4,0,0,24,0,0,9,0,0,3,4,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,8,0,3,4,4,6,26,4,6,29,22,12,25,12,9,6,125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA53010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,6,0,3,4,7,4,5,0,0,0,17,0,0,8,3,9,3,0,0,0,27,0,0,9,3,0,3,0,0,0,15,0,0,0,3,3,8,0,0,0,17,0,0,3,0,0,0,0,0,0,3,0,0,0,5,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,3,11,7,6,0,35,0,4,29,27,29,31,10,6,0,140,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,5,0,0,0,8
LGA53080,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,9,0,0,0,10,0,6,4,0,7,3,0,0,0,20,3,4,3,0,0,0,0,0,0,12,0,0,4,0,5,5,0,0,0,13,0,0,0,0,0,0,0,0,0,6,0,0,0,0,4,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,11,6,9,11,6,3,0,48,0,8,29,13,23,25,14,5,0,126,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7
LGA53150,0,9,21,28,22,19,0,0,0,103,0,0,0,8,3,3,0,0,0,15,0,0,11,12,8,4,0,0,0,34,0,0,9,6,12,7,0,0,0,36,0,0,12,7,5,8,0,0,0,38,0,21,59,81,111,90,48,17,3,443,4,12,28,44,73,110,43,20,0,332,4,12,55,110,108,56,21,10,8,391,0,20,55,52,83,63,38,14,0,329,4,12,31,31,31,17,10,0,4,135,0,17,19,24,19,10,12,0,0,97,0,0,0,0,0,0,0,0,0,0,0,0,4,5,14,0,6,3,0,37,13,10,25,24,45,38,27,30,44,254,28,127,323,430,535,418,223,97,61,2239,0,5,23,26,32,25,7,0,0,124,0,0,0,0,4,8,0,0,0,17,0,0,10,13,10,3,0,0,0,43,0,3,4,17,11,10,0,0,0,39,0,5,5,13,5,5,4,0,0,32
LGA53220,0,3,16,11,4,0,0,0,0,38,0,3,3,0,0,0,0,0,0,17,0,14,44,19,5,5,0,0,0,94,0,0,3,0,0,0,0,0,0,10,0,0,14,10,13,3,0,0,0,38,0,3,60,29,29,15,3,0,0,137,0,16,49,26,34,11,3,0,0,146,3,34,102,68,32,11,3,0,0,248,0,23,45,32,20,12,3,0,0,135,0,0,10,11,3,3,0,0,0,27,0,13,57,44,21,10,0,0,0,140,0,0,0,0,0,0,0,0,0,4,0,0,7,3,4,4,0,0,0,13,33,54,168,89,111,57,11,3,0,529,41,154,588,343,278,134,31,3,4,1572,0,3,13,3,7,4,0,0,0,36,0,0,7,0,3,3,0,0,0,11,0,11,36,22,10,8,0,0,0,80,0,0,5,6,0,0,0,0,0,14,0,6,6,5,0,0,0,0,0,20
LGA53290,0,6,12,18,4,0,0,0,0,38,0,0,0,0,3,9,0,0,0,11,0,0,6,4,10,0,0,0,3,33,0,0,3,0,0,0,4,0,0,16,5,7,37,41,25,3,0,3,0,117,0,17,71,72,78,73,49,26,4,393,0,13,79,91,91,86,39,19,0,421,20,42,101,114,97,82,37,13,3,508,3,33,75,66,68,58,22,7,0,332,0,8,25,30,19,11,8,5,4,111,13,18,64,42,40,27,10,6,0,212,0,0,4,4,0,4,0,3,3,16,0,3,3,4,4,0,6,0,0,18,80,39,104,110,146,121,114,75,55,838,129,189,567,590,587,476,287,165,74,3053,0,5,17,18,7,3,0,0,0,53,0,0,0,0,0,5,0,0,0,11,0,6,11,4,14,5,7,6,0,34,0,0,5,4,0,3,0,0,0,17,5,17,31,34,29,12,3,4,0,128
LGA53360,0,0,14,12,6,0,0,0,0,33,0,0,0,0,0,0,0,0,0,0,0,4,9,5,0,0,0,0,0,17,0,0,4,0,0,0,0,0,0,8,0,0,7,8,0,5,0,0,0,19,0,8,19,23,19,15,3,5,3,95,0,0,15,16,17,12,4,0,0,72,5,11,29,32,26,16,8,4,0,135,0,0,18,21,19,9,4,0,0,67,0,0,6,4,3,0,0,0,0,10,0,0,20,14,3,8,11,0,0,55,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,8,8,24,27,19,23,14,0,3,125,21,25,155,165,118,82,51,10,9,643,0,5,39,16,0,0,0,0,0,57,0,0,0,0,0,0,0,0,0,4,0,6,10,4,4,0,0,0,0,24,0,0,10,0,0,0,0,0,0,10,0,0,12,8,3,0,0,0,0,23
LGA53430,0,50,123,91,66,43,18,4,8,403,0,5,6,17,21,18,3,0,0,73,0,10,51,38,23,25,17,11,4,176,0,12,58,42,36,9,6,0,0,168,0,9,38,54,30,17,3,0,0,162,5,70,362,277,280,239,134,55,15,1443,0,18,169,174,202,252,164,51,12,1041,9,62,301,277,262,189,115,32,17,1263,3,70,324,296,350,305,159,37,11,1553,11,47,187,136,110,76,41,11,4,625,10,32,96,64,70,51,28,13,9,369,0,3,0,0,4,9,5,4,0,23,0,0,23,27,28,22,11,3,0,114,54,85,235,188,173,168,153,145,107,1298,104,470,1985,1677,1658,1415,842,370,181,8710,0,41,105,97,80,61,29,8,3,434,0,9,4,17,13,24,5,3,0,75,3,7,57,55,35,17,12,8,6,199,0,12,49,63,41,23,13,0,0,205,0,8,49,37,40,26,5,0,0,170
LGA53570,0,0,4,3,3,5,0,0,0,19,0,0,0,4,0,0,0,0,0,8,0,0,6,6,0,9,3,0,0,20,0,0,0,0,4,0,0,0,0,3,0,0,15,20,4,4,0,0,0,45,0,5,13,19,22,20,23,20,0,124,0,0,8,19,35,36,17,6,0,127,0,11,34,31,34,31,27,3,3,178,0,3,26,14,11,20,8,0,0,100,0,8,12,6,7,3,3,0,0,35,0,6,19,20,19,16,10,0,0,93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,8,15,6,21,33,42,42,49,29,7,226,19,43,160,168,191,185,152,66,15,993,0,0,0,5,4,3,0,0,0,18,0,0,0,4,0,0,4,0,0,6,0,0,7,0,5,9,4,0,0,29,0,0,0,0,0,0,0,0,0,3,0,0,15,18,8,4,6,0,0,54
LGA53640,0,0,0,5,0,0,0,0,0,5,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,3,10,0,0,0,0,0,0,20,0,0,8,3,0,3,5,0,0,26,0,0,8,14,6,12,0,0,0,40,0,7,9,6,12,3,0,0,0,47,0,3,5,4,8,6,0,0,0,26,0,0,0,0,0,0,0,0,0,3,0,0,0,0,6,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,6,0,4,4,0,11,5,8,0,5,50,3,20,52,37,46,39,19,3,5,232,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,5,0,7,0,0,0,16
LGA53710,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,7,0,0,0,6,8,9,4,0,0,30,0,3,9,3,4,7,3,0,0,34,4,3,10,11,6,3,0,0,0,38,0,0,5,3,0,5,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,0,3,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,5,7,19,9,3,6,54,11,5,36,33,38,46,21,10,8,209,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,0,0,0,15
LGA53780,0,72,302,244,116,59,30,0,4,836,4,28,247,131,53,20,7,7,0,496,13,61,272,207,123,65,34,29,11,810,0,22,77,37,28,11,3,0,0,176,7,23,65,69,28,20,7,0,4,221,35,302,910,748,539,474,284,111,14,3415,24,138,520,610,529,382,185,62,10,2463,95,407,1774,1632,974,603,307,123,37,5948,89,305,972,915,664,474,192,40,11,3656,36,89,243,158,102,45,33,17,0,713,71,238,524,369,250,153,107,25,11,1749,8,5,9,5,12,15,11,7,3,80,8,16,70,65,40,28,13,10,4,257,222,253,555,493,386,432,332,357,227,3238,599,1959,6535,5680,3838,2772,1539,801,331,24053,4,114,291,311,152,88,47,13,0,1020,10,29,212,293,75,41,0,10,0,671,10,56,270,288,139,93,44,31,6,938,4,30,86,75,23,16,7,0,0,252,9,24,66,74,59,27,11,6,0,271
LGA53800,6,8,49,44,28,19,8,0,0,148,0,3,9,12,5,9,8,0,0,47,5,11,24,30,31,15,6,9,0,125,0,5,20,15,6,3,5,0,0,55,11,21,19,43,17,24,4,0,0,144,10,85,281,272,250,232,129,71,9,1342,10,50,202,267,320,185,89,28,10,1153,36,118,366,347,323,194,84,31,7,1503,29,77,194,228,197,184,73,7,0,981,7,12,36,41,30,19,14,4,0,157,33,72,144,122,115,58,38,11,6,591,5,9,5,0,3,0,11,6,0,42,0,4,9,9,19,5,5,0,0,52,158,123,249,235,270,212,183,168,73,1669,308,604,1598,1649,1607,1161,637,338,102,8009,3,19,38,51,23,19,15,0,0,168,3,0,11,17,15,10,8,5,0,61,13,10,35,26,30,19,8,7,4,152,0,0,4,13,9,9,5,0,0,46,11,23,48,45,36,29,12,0,0,207
LGA53920,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,0,0,0,3,0,0,10,14,4,7,0,0,0,37,0,13,24,14,13,16,5,0,0,86,4,4,7,4,5,9,0,0,0,43,0,0,15,12,15,10,6,0,0,62,0,5,4,0,0,0,0,0,0,7,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,5,38,40,107,70,51,29,20,8,3,363,43,66,180,118,102,77,29,8,3,620,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,7,4,0,0,0,0,0,7,0,0,0,3,0,0,0,0,0,0,3,0,4,0,3,0,0,0,0,13
LGA53990,0,7,27,34,36,21,7,0,0,125,0,0,8,6,8,9,0,0,0,43,0,9,34,28,23,10,7,4,0,123,0,3,9,13,8,4,0,0,0,39,6,6,18,26,23,6,3,6,0,88,5,40,149,168,166,188,111,38,10,865,11,15,138,211,211,161,82,27,7,849,31,81,284,232,219,132,78,25,4,1089,24,36,157,192,137,134,46,10,3,737,5,11,33,39,25,9,10,7,3,141,13,49,101,96,67,51,30,7,0,414,3,0,4,0,0,0,0,4,0,10,0,0,13,11,8,12,3,5,0,51,117,59,117,147,146,151,158,99,40,1036,207,318,1100,1197,1070,877,539,231,70,5612,0,6,25,38,31,33,8,4,0,146,0,0,10,14,3,13,5,3,0,58,6,13,44,44,23,22,11,4,0,177,0,4,7,9,14,5,3,0,0,43,12,18,25,32,29,19,6,0,0,143
LGA54060,0,0,4,7,0,0,3,0,0,14,0,0,0,3,0,4,0,0,0,8,0,0,0,0,3,0,0,0,0,7,0,0,0,0,0,3,0,0,0,11,0,3,3,7,0,6,0,0,0,24,0,0,21,17,21,30,31,7,0,123,0,0,4,21,29,26,15,4,0,100,4,3,20,30,22,22,20,13,4,129,0,10,11,14,5,13,9,5,0,67,0,0,0,0,3,5,0,6,0,18,0,3,13,19,10,5,3,0,0,60,0,0,0,0,0,0,5,4,0,4,0,0,0,0,4,3,5,0,0,4,15,0,13,20,19,27,41,18,3,154,15,26,95,145,123,137,132,46,9,724,0,0,0,0,4,5,3,0,0,13,0,0,0,0,0,0,3,0,0,8,0,0,0,0,4,0,3,0,0,15,0,0,0,3,0,3,5,0,0,14,0,0,4,12,3,4,4,0,0,29
LGA54130,0,0,0,4,0,0,0,0,0,5,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,4,0,0,4,14,8,0,0,0,0,26,0,0,0,0,5,6,5,3,0,18,0,4,10,8,10,13,3,0,0,43,0,7,14,9,10,4,3,0,0,40,0,0,7,3,0,0,0,0,0,17,0,0,3,0,0,0,0,0,0,6,0,0,3,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,17,5,7,12,3,10,0,53,4,12,62,43,43,35,18,10,0,227,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,7,4,3,0,0,0,20
LGA54170,3,145,276,330,259,146,59,24,0,1242,4,11,56,117,120,54,19,0,0,381,6,51,154,173,133,109,53,41,17,739,0,37,110,117,85,38,11,4,0,399,8,39,83,119,80,24,7,0,0,353,51,414,1158,1355,1532,1226,623,221,60,6634,32,232,781,1315,1492,1331,599,166,59,6006,106,484,1559,2283,2069,1376,737,248,82,8939,105,380,998,1251,1125,854,392,69,18,5187,63,180,340,316,218,124,89,34,14,1368,107,266,583,527,554,360,217,43,13,2670,10,7,7,7,8,17,17,19,9,104,3,22,55,71,87,53,33,10,10,343,253,203,385,463,504,484,421,353,305,3374,750,2472,6551,8448,8269,6188,3272,1208,580,37742,4,118,262,381,340,200,96,26,4,1440,3,23,48,110,120,111,31,0,0,446,9,39,162,215,171,119,84,30,27,859,0,27,116,141,89,48,22,0,0,450,7,32,94,133,92,43,12,5,0,423
LGA54200,0,34,105,122,56,52,33,9,5,419,0,5,41,50,21,16,0,0,0,142,0,21,90,87,51,34,20,19,10,326,0,13,28,28,21,10,5,3,0,105,3,13,51,51,46,20,9,7,3,195,31,105,355,367,376,362,253,121,17,1991,6,74,269,372,395,357,248,108,23,1858,54,137,625,652,579,374,262,113,16,2817,35,104,342,395,382,282,158,57,12,1771,15,46,119,107,66,43,29,21,6,460,41,124,247,194,200,95,81,22,10,1005,5,0,7,5,4,8,6,5,5,40,0,5,19,24,29,11,8,4,0,113,125,103,237,215,226,242,228,221,130,1721,335,790,2536,2669,2449,1898,1360,703,236,12971,3,39,100,138,114,59,50,19,4,518,0,5,39,67,28,19,12,0,0,164,6,21,87,83,65,37,22,11,11,361,0,10,27,35,27,15,7,4,0,132,6,6,49,66,40,25,15,0,4,211
