LGA_CODE_2021,C11_M_15_19_Em_FT,C11_M_15_19_Em_PT,C11_M_15_19_Em_AFW,C11_M_15_19_Em_Hrs_NS,C11_M_15_19_Em_Tot,C11_M_15_19_Unem_Look_FT,C11_M_15_19_Unem_Look_PT,C11_M_15_19_Unem_Tot,C11_M_15_19_Tot_LF,C11_M_15_19_Not_LF,C11_M_15_19_LF_NS,C11_M_15_19_Tot,C11_M_20_24_Em_FT,C11_M_20_24_Em_PT,C11_M_20_24_Em_AFW,C11_M_20_24_Em_Hrs_NS,C11_M_20_24_Em_Tot,C11_M_20_24_Unem_Look_FT,C11_M_20_24_Unem_Look_PT,C11_M_20_24_Unem_Tot,C11_M_20_24_Tot_LF,C11_M_20_24_Not_LF,C11_M_20_24_LF_NS,C11_M_20_24_Tot,C11_M_25_29_Em_FT,C11_M_25_29_Em_PT,C11_M_25_29_Em_AFW,C11_M_25_29_Em_Hrs_NS,C11_M_25_29_Em_Tot,C11_M_25_29_Unem_Look_FT,C11_M_25_29_Unem_Look_PT,C11_M_25_29_Unem_Tot,C11_M_25_29_Tot_LF,C11_M_25_29_Not_LF,C11_M_25_29_LF_NS,C11_M_25_29_Tot,C11_M_30_34_Em_FT,C11_M_30_34_Em_PT,C11_M_30_34_Em_AFW,C11_M_30_34_Em_Hrs_NS,C11_M_30_34_Em_Tot,C11_M_30_34_Unem_Look_FT,C11_M_30_34_Unem_Look_PT,C11_M_30_34_Unem_Tot,C11_M_30_34_Tot_LF,C11_M_30_34_Not_LF,C11_M_30_34_LF_NS,C11_M_30_34_Tot,C11_M_35_39_Em_FT,C11_M_35_39_Em_PT,C11_M_35_39_Em_AFW,C11_M_35_39_Em_Hrs_NS,C11_M_35_39_Em_Tot,C11_M_35_39_Unem_Look_FT,C11_M_35_39_Unem_Look_PT,C11_M_35_39_Unem_Tot,C11_M_35_39_Tot_LF,C11_M_35_39_Not_LF,C11_M_35_39_LF_NS,C11_M_35_39_Tot,C11_M_40_44_Em_FT,C11_M_40_44_Em_PT,C11_M_40_44_Em_AFW,C11_M_40_44_Em_Hrs_NS,C11_M_40_44_Em_Tot,C11_M_40_44_Unem_Look_FT,C11_M_40_44_Unem_Look_PT,C11_M_40_44_Unem_Tot,C11_M_40_44_Tot_LF,C11_M_40_44_Not_LF,C11_M_40_44_LF_NS,C11_M_40_44_Tot,C11_M_45_49_Em_FT,C11_M_45_49_Em_PT,C11_M_45_49_Em_AFW,C11_M_45_49_Em_Hrs_NS,C11_M_45_49_Em_Tot,C11_M_45_49_Unem_Look_FT,C11_M_45_49_Unem_Look_PT,C11_M_45_49_Unem_Tot,C11_M_45_49_Tot_LF,C11_M_45_49_Not_LF,C11_M_45_49_LF_NS,C11_M_45_49_Tot,C11_M_50_54_Em_FT,C11_M_50_54_Em_PT,C11_M_50_54_Em_AFW,C11_M_50_54_Em_Hrs_NS,C11_M_50_54_Em_Tot,C11_M_50_54_Unem_Look_FT,C11_M_50_54_Unem_Look_PT,C11_M_50_54_Unem_Tot,C11_M_50_54_Tot_LF,C11_M_50_54_Not_LF,C11_M_50_54_LF_NS,C11_M_50_54_Tot,C11_M_55_59_Em_FT,C11_M_55_59_Em_PT,C11_M_55_59_Em_AFW,C11_M_55_59_Em_Hrs_NS,C11_M_55_59_Em_Tot,C11_M_55_59_Unem_Look_FT,C11_M_55_59_Unem_Look_PT,C11_M_55_59_Unem_Tot,C11_M_55_59_Tot_LF,C11_M_55_59_Not_LF,C11_M_55_59_LF_NS,C11_M_55_59_Tot,C11_M_60_64_Em_FT,C11_M_60_64_Em_PT,C11_M_60_64_Em_AFW,C11_M_60_64_Em_Hrs_NS,C11_M_60_64_Em_Tot,C11_M_60_64_Unem_Look_FT,C11_M_60_64_Unem_Look_PT,C11_M_60_64_Unem_Tot,C11_M_60_64_Tot_LF,C11_M_60_64_Not_LF,C11_M_60_64_LF_NS,C11_M_60_64_Tot,C11_M_65_69_Em_FT,C11_M_65_69_Em_PT,C11_M_65_69_Em_AFW,C11_M_65_69_Em_Hrs_NS,C11_M_65_69_Em_Tot,C11_M_65_69_Unem_Look_FT,C11_M_65_69_Unem_Look_PT,C11_M_65_69_Unem_Tot,C11_M_65_69_Tot_LF,C11_M_65_69_Not_LF,C11_M_65_69_LF_NS,C11_M_65_69_Tot,C11_M_70_74_Em_FT,C11_M_70_74_Em_PT,C11_M_70_74_Em_AFW,C11_M_70_74_Em_Hrs_NS,C11_M_70_74_Em_Tot,C11_M_70_74_Unem_Look_FT,C11_M_70_74_Unem_Look_PT,C11_M_70_74_Unem_Tot,C11_M_70_74_Tot_LF,C11_M_70_74_Not_LF,C11_M_70_74_LF_NS,C11_M_70_74_Tot,C11_M_75over_Em_FT,C11_M_75over_Em_PT,C11_M_75over_Em_AFW,C11_M_75over_Em_Hrs_NS,C11_M_75over_Em_Tot,C11_M_75over_Unem_Look_FT,C11_M_75over_Unem_Look_PT,C11_M_75over_Unem_Tot,C11_M_75over_Tot_LF,C11_M_75ove_Not_LF,C11_M_75over_LF_NS,C11_M_75over_Tot,C11_M_Tot_Em_FT,C11_M_Tot_Em_PT,C11_M_Tot_Em_AFW,C11_M_Tot_Em_Hrs_NS,C11_M_Tot_Em_Tot,C11_M_Tot_Unem_Look_FT,C11_M_Tot_Unem_Look_PT,C11_M_Tot_Unem_Tot,C11_M_Tot_Tot_labo_for,C11_M_Tot_Not_LF,C11_M_Tot_LF_NS,C11_M_Tot_Tot,C16_M_15_19_Em_FT,C16_M_15_19_Em_PT,C16_M_15_19_Em_AFW,C16_M_15_19_Em_Hrs_NS,C16_M_15_19_Em_Tot,C16_M_15_19_Unem_Look_FT,C16_M_15_19_Unem_Look_PT,C16_M_15_19_Unem_Tot,C16_M_15_19_Tot_LF,C16_M_15_19_Not_LF,C16_M_15_19_LF_NS,C16_M_15_19_Tot,C16_M_20_24_Em_FT,C16_M_20_24_Em_PT,C16_M_20_24_Em_AFW,C16_M_20_24_Em_Hrs_NS,C16_M_20_24_Em_Tot,C16_M_20_24_Unem_Look_FT,C16_M_20_24_Unem_Look_PT,C16_M_20_24_Unem_Tot,C16_M_20_24_Tot_LF,C16_M_20_24_Not_LF,C16_M_20_24_LF_NS,C16_M_20_24_Tot,C16_M_25_29_Em_FT,C16_M_25_29_Em_PT,C16_M_25_29_Em_AFW,C16_M_25_29_Em_Hrs_NS,C16_M_25_29_Em_Tot,C16_M_25_29_Unem_Look_FT,C16_M_25_29_Unem_Look_PT,C16_M_25_29_Unem_Tot
LGA57840,126,338,14,10,488,23,52,76,563,822,67,1451,696,563,44,28,1329,67,95,166,1495,476,152,2117,1282,257,44,23,1605,47,22,72,1675,147,170,2000,1041,146,56,19,1276,25,19,41,1316,101,118,1538,938,102,31,11,1089,20,8,28,1117,96,90,1306,924,97,36,15,1067,33,4,38,1103,101,93,1301,911,90,28,23,1053,18,6,22,1073,75,88,1240,903,116,45,12,1076,27,0,28,1100,92,69,1262,834,124,41,9,1006,14,6,22,1027,173,93,1297,544,197,24,6,775,18,3,26,803,300,67,1171,176,144,8,0,329,0,0,4,332,379,53,766,38,58,4,0,101,0,4,0,104,369,41,515,11,32,7,0,48,0,0,0,48,808,111,973,8417,2261,390,175,11246,301,228,524,11771,3932,1227,16933,63,303,19,17,393,24,94,120,516,859,52,1427,454,556,41,27,1085,65,118,178,1260,469,98,1829,1066,313,32,29,1436,68,28,92
LGA57910,623,1353,95,81,2153,107,249,356,2506,2735,312,5559,3243,1767,207,154,5376,234,201,438,5812,1039,666,7520,5880,1276,249,133,7539,251,88,336,7874,697,889,9463,5398,802,231,130,6558,213,45,261,6816,452,675,7938,5202,624,216,122,6167,196,45,242,6408,445,505,7359,4808,691,193,98,5788,188,38,228,6016,519,445,6984,4311,667,155,90,5221,124,35,161,5382,558,406,6351,3873,615,167,76,4739,138,35,174,4909,601,330,5843,3092,609,172,67,3945,115,33,150,4089,820,314,5225,1949,778,137,44,2909,80,40,115,3027,1417,260,4708,689,553,70,34,1339,9,16,26,1362,2023,235,3621,156,303,25,13,498,3,5,13,506,2354,194,3052,53,170,6,9,234,0,7,4,242,4867,601,5707,39278,10205,1922,1061,52467,1661,840,2499,54972,18518,5843,79329,321,1328,50,53,1753,130,390,522,2278,2805,259,5336,2112,2171,113,95,4493,353,328,676,5174,1070,411,6653,5574,1588,167,157,7477,400,157,561
LGA57980,17,108,6,5,135,3,14,20,152,154,20,328,196,172,17,7,383,11,11,18,406,91,28,529,435,91,16,3,550,20,7,25,571,57,60,692,451,45,13,6,513,10,3,9,524,33,55,613,391,36,16,10,452,4,3,6,462,34,41,537,341,45,16,7,403,4,4,7,409,27,33,472,345,47,15,0,403,12,0,12,414,39,26,477,352,30,14,7,405,9,0,12,412,51,32,495,277,58,19,0,351,15,0,16,372,59,41,471,207,93,21,6,323,4,3,11,326,132,28,487,80,61,8,0,154,3,0,4,153,168,19,345,16,39,3,0,61,0,0,0,65,182,19,258,4,19,0,0,28,0,0,0,28,301,41,366,3119,841,142,53,4154,86,51,145,4294,1332,436,6061,6,109,0,3,126,0,26,24,148,180,19,350,127,173,9,5,312,22,19,40,351,94,21,470,404,93,17,13,531,25,13,36
LGA58050,814,893,70,84,1855,166,117,280,2138,1784,214,4140,2005,573,97,113,2795,194,59,260,3046,406,242,3698,2576,335,113,88,3110,104,28,136,3246,242,253,3745,2551,289,105,69,3012,96,12,109,3122,178,205,3506,2819,334,110,93,3357,103,25,123,3483,199,246,3924,2953,346,144,81,3527,86,22,110,3641,253,263,4155,2887,327,144,78,3438,79,13,88,3527,280,214,4026,2312,316,143,66,2835,60,16,75,2913,346,226,3480,1816,321,85,29,2255,50,8,60,2316,441,161,2913,1084,324,80,38,1523,38,18,65,1583,704,150,2437,368,226,21,14,630,5,10,17,646,973,113,1739,64,77,10,5,153,0,0,6,160,953,93,1208,32,34,5,5,76,0,0,0,82,1461,197,1744,22294,4392,1132,769,28582,996,328,1327,29905,8235,2577,40717,491,1020,43,44,1598,219,339,559,2158,2278,224,4665,2014,1017,85,93,3214,417,139,551,3759,559,309,4625,3002,602,134,97,3833,279,52,333
LGA58190,0,6,0,0,6,0,0,0,3,8,0,7,4,0,0,0,6,0,0,0,7,0,0,12,9,0,0,0,9,0,0,0,6,0,0,6,5,5,0,0,9,0,0,0,9,0,0,9,4,0,0,0,4,0,0,0,4,0,0,8,9,0,0,0,9,0,0,0,9,7,0,16,10,3,0,0,16,0,0,0,20,0,0,27,15,9,4,0,22,0,0,0,22,0,5,28,5,3,0,0,8,0,0,0,8,5,0,14,4,0,0,0,0,0,0,0,0,7,0,10,0,0,0,0,0,0,0,0,0,4,0,10,0,0,0,0,4,0,0,0,4,5,0,5,0,3,0,0,9,0,0,0,9,7,0,16,73,27,3,0,103,10,0,8,109,50,17,173,4,0,0,0,4,0,0,0,3,4,0,7,6,0,0,0,5,0,0,0,4,0,0,12,7,0,0,0,8,0,0,0
LGA58260,0,0,0,0,0,0,0,0,3,6,0,10,6,0,0,0,8,0,0,0,8,0,3,13,12,0,0,0,12,0,0,0,15,4,0,22,15,0,0,0,15,0,0,0,14,0,4,21,16,0,0,0,16,0,0,0,20,0,3,20,13,0,0,0,17,0,0,0,12,5,0,18,16,6,0,0,20,0,0,0,20,0,5,22,20,0,0,0,25,0,0,0,25,3,3,28,11,0,0,0,15,0,0,0,15,3,0,19,12,3,3,0,21,0,0,0,21,5,4,32,5,5,0,0,8,0,0,0,9,14,0,25,0,0,0,0,0,0,0,0,0,5,0,5,4,0,0,0,4,0,0,0,4,12,0,22,140,14,5,3,163,6,0,11,165,60,21,244,4,0,0,0,8,0,0,0,8,4,0,9,9,0,0,0,6,0,0,5,7,0,3,9,7,0,0,0,10,0,0,0
LGA58330,21,23,0,0,44,9,0,7,53,66,20,139,28,13,8,4,48,4,0,4,50,13,10,74,29,5,3,0,36,8,0,4,47,10,5,64,39,5,0,3,52,5,0,3,54,15,3,74,56,13,4,0,71,6,0,9,73,13,3,89,99,12,7,8,126,0,0,0,128,14,16,163,127,19,4,9,154,4,0,8,165,14,17,195,113,26,10,0,155,6,3,8,163,28,17,203,77,20,7,0,103,3,0,6,109,32,15,156,94,38,3,5,145,0,0,0,146,97,21,260,24,16,0,0,42,0,0,0,42,94,9,146,3,12,0,0,21,0,0,0,21,87,10,112,0,3,0,0,8,0,0,0,8,95,12,117,723,205,49,31,1009,44,6,51,1060,566,149,1786,17,23,0,0,43,8,4,6,53,53,12,124,38,15,0,0,57,15,0,16,71,7,8,84,23,9,3,0,42,9,0,9
LGA58400,3,0,0,0,3,5,0,0,7,9,0,10,0,0,0,0,4,0,0,0,4,0,0,0,6,0,0,0,3,0,0,0,4,0,0,5,10,0,0,0,8,0,0,0,8,0,0,8,0,0,0,0,4,0,0,0,3,0,0,3,6,0,0,3,13,0,0,0,13,0,0,15,13,0,0,0,11,0,0,0,15,4,0,20,13,0,0,0,13,4,0,4,17,0,4,20,6,5,0,0,7,0,0,0,7,0,0,10,7,3,3,0,13,0,0,0,13,8,0,20,5,0,0,0,5,0,0,0,5,4,0,11,3,0,0,0,5,0,0,0,5,9,4,16,0,0,0,0,0,0,0,0,0,11,0,9,58,18,4,6,90,4,4,11,96,42,9,145,3,0,0,0,3,0,0,0,3,5,0,6,4,0,0,0,4,0,0,0,8,0,3,12,7,0,0,0,7,3,0,3
LGA58470,0,3,0,0,3,0,0,0,3,0,3,7,0,0,0,0,3,0,0,0,3,4,0,13,0,0,0,0,7,0,0,0,5,0,0,11,0,0,0,0,7,0,0,0,7,3,0,10,0,0,0,0,3,0,0,0,3,4,0,8,7,0,0,0,8,0,0,0,8,7,0,14,3,4,0,0,3,0,0,0,3,0,0,12,5,0,0,0,5,0,0,0,5,0,0,5,8,0,0,0,13,0,0,0,8,4,4,17,5,0,0,0,5,0,0,0,5,0,0,5,5,0,0,0,5,0,0,0,5,6,0,14,0,0,0,0,0,0,0,0,0,4,0,9,0,0,0,0,0,0,0,0,0,0,0,0,32,10,3,0,51,0,0,0,51,28,23,98,0,0,0,0,0,0,0,0,0,7,6,17,0,0,0,0,4,0,0,0,6,4,4,10,6,0,0,0,9,0,0,4
LGA58510,119,208,13,8,352,17,48,72,417,400,59,878,595,392,31,23,1034,54,75,126,1165,396,217,1774,1200,325,51,29,1605,43,22,67,1667,203,208,2084,1140,204,35,17,1400,43,14,58,1455,105,141,1700,940,149,42,21,1145,41,3,43,1190,103,127,1422,769,120,37,10,935,20,4,23,959,93,83,1135,648,93,27,14,780,16,9,27,803,109,84,997,581,89,25,7,704,23,4,25,729,119,90,942,472,78,23,10,581,19,4,24,606,146,72,826,294,115,25,3,437,18,4,23,461,194,41,702,84,73,5,0,164,3,0,7,167,250,43,461,19,26,0,3,41,0,0,0,41,277,49,372,0,14,0,0,22,0,0,3,21,723,144,887,6843,1883,324,151,9201,301,193,490,9695,3117,1369,14181,59,184,7,9,257,20,79,101,355,398,47,806,472,478,25,19,998,70,109,182,1178,397,123,1704,1083,380,28,43,1531,84,44,126
LGA58540,4,4,0,0,10,0,0,0,10,8,0,19,13,3,0,4,21,0,0,0,20,4,0,21,23,0,0,0,23,0,0,0,26,0,0,28,24,3,0,0,20,0,0,0,27,0,10,30,29,0,0,0,26,0,0,0,29,0,0,30,32,4,0,0,39,0,0,0,41,0,0,44,37,3,3,0,41,0,0,0,47,0,3,50,34,6,0,0,43,0,0,0,43,3,0,43,17,0,0,0,22,0,0,0,22,3,3,25,21,7,0,0,27,0,0,0,30,12,0,37,8,6,0,0,12,0,0,0,12,6,0,22,4,0,0,0,3,0,0,0,3,12,0,17,8,0,0,0,8,0,0,0,8,15,8,26,247,38,9,7,294,7,0,10,303,68,24,398,3,3,0,0,5,0,0,0,5,16,0,28,8,3,0,0,13,0,0,0,13,5,0,15,16,0,0,0,19,0,0,0
LGA58570,59,157,8,10,231,5,22,29,259,301,50,617,613,352,30,17,1012,40,38,84,1090,185,137,1419,1337,321,50,16,1728,52,27,78,1806,148,228,2176,1207,191,49,16,1468,35,6,44,1511,111,182,1805,1026,123,39,17,1204,28,9,36,1241,95,138,1470,920,119,35,17,1091,37,3,39,1132,94,118,1343,709,117,48,13,886,28,8,33,919,91,81,1087,649,103,24,10,793,25,6,34,818,97,73,995,434,109,32,10,587,13,3,20,606,132,72,804,250,92,17,8,372,12,11,20,394,206,54,654,84,62,11,0,164,0,3,0,164,231,40,436,17,35,3,0,60,0,5,3,57,226,20,309,6,22,3,3,33,0,0,0,33,574,114,723,7327,1801,345,138,9614,283,135,416,10029,2486,1325,13842,30,139,0,3,177,11,59,68,245,259,31,537,347,352,16,12,723,50,44,97,823,200,108,1131,1246,352,40,29,1662,59,29,89
LGA58610,12,4,0,0,24,3,0,3,23,14,0,40,16,11,0,0,25,3,0,3,33,4,5,39,34,0,0,0,38,3,0,3,38,3,0,40,43,3,0,0,46,0,0,0,43,0,0,47,30,7,3,0,40,4,0,4,41,3,0,46,33,4,0,0,42,3,0,3,40,7,0,50,43,5,0,0,45,0,0,3,48,8,5,60,33,12,0,0,50,0,0,0,53,5,9,67,44,13,3,0,49,0,0,5,54,8,3,67,34,15,0,0,47,0,0,4,46,35,4,88,12,10,0,0,25,0,0,0,22,42,5,68,9,0,0,0,9,0,0,0,9,38,0,44,0,0,0,0,4,0,0,0,4,59,3,69,341,81,21,10,440,25,4,24,464,240,31,737,7,8,0,0,16,4,5,3,18,15,3,42,21,3,0,0,22,0,0,0,24,4,4,36,16,3,0,0,22,3,0,3
LGA58680,5,0,0,0,5,0,0,0,5,5,0,7,0,0,0,0,6,0,0,0,6,0,0,7,11,0,0,0,11,0,0,0,11,0,0,15,9,0,0,0,9,0,0,0,9,0,0,9,8,0,4,0,15,0,0,0,17,0,0,17,15,3,0,0,19,0,0,0,19,0,0,22,20,5,0,0,20,0,0,0,20,0,0,22,12,0,0,0,19,0,0,0,20,0,0,22,17,0,0,0,17,0,0,0,17,0,3,20,8,3,0,0,9,0,0,0,9,9,0,14,0,0,0,0,8,0,0,0,8,5,0,13,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,7,0,0,0,7,9,0,13,117,15,8,0,136,3,0,3,141,35,6,188,3,0,0,0,3,0,0,0,3,0,0,7,0,0,0,0,3,0,0,0,3,0,0,6,5,0,0,0,5,0,0,0
LGA58760,1057,1249,102,94,2507,247,205,455,2964,2587,312,5855,2682,826,144,163,3815,238,74,312,4124,538,293,4952,3844,513,197,135,4687,185,19,206,4888,309,338,5542,4022,439,192,107,4763,122,26,148,4912,257,314,5491,4395,478,220,127,5222,123,21,146,5367,281,381,6023,4487,509,177,127,5298,106,14,119,5419,386,345,6151,3858,438,204,113,4617,134,16,150,4768,347,296,5409,2880,399,164,63,3508,104,20,124,3630,382,228,4238,2021,387,108,52,2566,70,24,90,2652,516,178,3346,1285,445,85,45,1860,43,26,67,1924,906,150,2990,365,289,37,19,709,12,8,22,729,1299,101,2134,53,95,8,5,157,0,3,3,166,1397,112,1678,16,52,0,4,75,0,3,3,74,2064,270,2408,30961,6124,1639,1055,39774,1381,455,1838,41617,11278,3322,56212,715,1634,77,66,2494,318,591,903,3407,3189,298,6895,2757,1523,137,153,4571,503,236,737,5310,792,385,6487,4225,821,190,143,5371,418,76,488
LGA58820,41,19,0,0,58,5,0,5,71,47,4,121,63,6,5,5,73,9,0,10,79,7,10,102,55,0,4,3,66,0,0,0,68,7,3,79,58,5,8,0,65,4,0,4,67,7,6,84,67,3,3,5,86,3,0,6,89,0,5,93,88,17,6,0,107,0,0,0,114,12,6,123,95,13,8,0,115,0,0,3,120,13,15,149,74,15,5,0,98,0,0,0,99,26,11,138,78,14,6,0,103,6,0,6,106,26,3,127,54,10,10,0,71,0,3,8,80,40,3,123,12,3,8,0,19,0,0,0,19,50,3,78,3,3,0,0,10,0,0,0,10,76,5,92,4,0,0,0,3,0,0,0,3,82,4,94,690,117,56,20,886,39,6,43,924,405,75,1406,25,18,4,0,48,4,3,10,53,66,12,126,49,5,4,7,65,10,0,14,78,13,8,93,49,10,8,6,69,6,0,6
LGA58890,10,3,0,0,10,0,0,0,14,4,0,10,3,0,0,0,8,0,0,0,8,0,0,9,16,0,0,0,14,0,0,0,19,0,0,16,24,0,0,0,20,0,0,0,20,0,0,20,22,4,3,0,24,0,0,0,27,0,0,29,24,0,4,0,27,0,0,4,34,0,0,34,37,0,0,5,42,0,0,0,42,0,9,46,26,3,4,0,32,0,0,0,33,3,0,35,23,8,3,0,34,0,0,0,34,5,0,41,19,4,3,0,26,0,0,0,26,5,0,34,9,5,0,0,16,0,0,0,16,5,0,25,3,3,6,0,12,0,0,0,12,6,0,20,5,0,0,0,6,0,0,0,6,25,0,30,222,32,19,9,280,6,0,7,284,62,15,357,6,0,0,0,8,0,0,0,11,7,0,13,9,0,0,0,10,0,0,0,8,0,0,9,4,0,0,0,7,0,0,0
LGA59030,0,0,0,0,5,0,0,0,4,6,0,5,3,0,0,0,3,0,0,0,3,0,0,3,12,0,0,0,12,0,0,0,12,0,0,12,6,0,0,0,13,0,0,0,13,0,0,12,10,0,0,0,12,0,0,0,12,0,0,12,8,0,0,0,10,0,0,0,10,0,0,13,19,0,0,0,19,0,0,0,19,0,0,19,11,0,0,0,15,0,0,0,15,0,0,20,5,0,0,0,10,0,0,0,11,4,0,9,8,0,0,0,11,0,0,0,11,5,0,14,0,0,0,0,4,0,0,0,4,5,0,7,0,0,0,0,0,0,0,0,0,3,0,8,0,0,0,0,0,0,0,0,0,6,0,8,87,7,4,4,106,0,0,4,107,26,4,141,0,0,0,0,0,0,0,0,0,0,6,0,10,0,0,0,11,0,0,0,11,0,0,14,6,0,0,0,3,0,0,0
LGA59100,3,0,0,0,8,0,0,0,8,7,0,18,9,0,0,0,6,0,0,0,10,0,0,10,16,3,0,0,19,0,0,0,19,0,4,22,11,0,0,0,15,0,0,0,15,0,0,16,18,0,0,0,21,0,0,0,21,0,0,22,19,3,0,0,23,0,0,0,22,0,0,23,34,3,0,0,39,0,0,0,41,0,0,45,17,6,0,0,19,0,0,0,24,7,5,30,23,0,0,0,24,0,0,0,24,10,0,32,15,4,0,0,20,0,0,0,20,6,0,32,15,5,0,3,19,0,0,0,19,9,0,26,4,0,0,0,0,0,0,0,0,15,0,17,5,0,0,0,3,0,0,0,3,12,0,18,176,25,8,6,221,8,3,7,232,66,17,309,3,0,0,0,3,0,0,0,3,8,0,8,5,3,0,0,7,0,0,0,14,0,0,14,16,0,0,0,20,0,0,0
LGA59170,4,3,0,0,7,0,0,0,7,6,0,15,16,3,0,0,22,0,0,0,25,0,0,25,30,7,0,0,42,0,0,0,36,0,0,42,18,4,0,0,21,0,0,0,23,0,0,23,24,0,4,0,29,0,0,0,29,0,0,33,24,9,3,0,35,0,0,0,35,0,0,36,18,4,0,3,27,0,0,0,27,4,3,35,35,4,0,0,38,0,0,0,38,0,0,38,28,3,0,5,37,0,0,0,38,5,0,45,17,3,0,0,23,0,0,0,23,5,0,27,11,6,0,0,22,0,0,0,22,12,0,34,10,0,6,0,11,0,0,0,11,4,0,13,4,7,0,0,7,0,0,0,7,18,3,25,237,45,16,7,310,7,3,3,311,57,10,375,9,0,0,0,9,0,0,0,9,10,0,13,18,3,0,0,23,0,0,0,23,0,0,24,15,3,0,0,24,0,0,0
LGA59250,3,0,0,0,3,0,0,0,7,5,3,17,42,9,8,0,53,0,0,0,56,16,11,82,85,6,12,6,110,8,0,8,120,7,26,147,55,4,3,0,63,0,0,0,69,3,8,74,53,3,12,4,69,5,0,5,76,0,15,93,60,7,3,0,71,0,0,0,71,0,12,84,59,3,6,0,65,5,0,5,69,0,13,80,54,3,4,0,60,0,0,0,60,3,10,81,28,0,4,0,34,0,0,0,32,3,6,45,9,0,0,0,15,0,0,3,16,0,4,20,9,0,0,3,12,0,0,0,13,4,0,18,0,0,0,0,0,0,0,0,0,4,0,7,0,0,0,0,0,0,0,0,0,5,0,4,457,39,49,12,560,18,0,22,586,66,101,752,4,0,0,0,3,0,0,3,3,19,4,27,21,0,0,0,23,0,0,0,23,5,5,37,39,3,4,0,46,0,0,0
LGA59310,16,0,0,0,15,0,0,0,20,7,3,30,13,3,0,0,19,0,0,0,17,0,3,25,40,4,0,0,43,0,0,0,46,3,0,49,35,0,0,0,37,0,0,0,36,7,5,47,31,6,0,0,38,0,0,0,39,0,7,45,35,0,7,0,48,0,0,0,49,4,0,55,43,3,0,0,50,0,0,0,50,0,0,56,40,0,3,0,45,0,0,0,49,3,3,58,50,9,6,0,56,0,0,0,59,6,3,73,19,6,5,0,31,0,0,0,31,10,0,40,6,6,3,0,16,0,0,0,20,15,0,31,5,0,0,0,5,0,0,0,5,10,0,18,4,4,0,0,9,0,0,0,9,18,0,30,342,44,23,8,416,11,3,11,432,96,29,554,4,7,0,6,10,3,0,4,13,10,0,27,28,3,0,3,29,3,0,3,36,3,0,41,23,3,0,0,33,4,0,4
LGA59320,0,0,0,0,0,0,0,0,0,0,0,5,4,3,0,0,6,0,0,0,6,3,0,8,0,0,0,0,0,3,0,3,4,0,0,4,9,0,0,0,13,0,0,0,13,0,0,13,8,0,0,0,11,0,0,0,10,0,0,10,10,0,0,0,15,0,0,0,15,0,4,12,19,0,0,4,18,0,0,0,18,0,0,25,18,0,0,0,24,0,0,0,24,0,0,24,8,4,0,0,9,0,0,0,10,3,0,15,8,5,0,0,11,0,0,0,11,4,0,10,4,3,0,0,7,0,0,0,7,6,0,13,0,0,0,0,5,0,0,0,5,5,0,9,0,0,0,0,0,0,0,0,0,7,0,8,89,19,4,4,115,5,0,4,124,32,5,162,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,11,0,0,0,12,0,0,12,5,0,0,0,5,0,0,0
LGA59330,6,0,0,0,6,0,0,0,6,0,0,8,11,0,0,0,11,0,0,0,10,0,0,17,5,0,0,0,5,0,0,0,5,3,0,7,3,0,0,0,3,0,0,0,3,0,0,7,11,0,0,0,11,0,0,0,11,0,0,19,19,0,0,0,19,0,0,0,19,0,0,19,9,0,0,0,13,0,0,0,13,5,0,20,13,0,0,0,13,0,0,0,15,5,0,21,10,0,0,0,10,0,0,0,10,5,0,14,9,0,0,0,13,0,0,0,13,8,0,22,0,3,0,0,8,0,0,0,8,17,0,23,0,3,0,0,6,0,0,0,6,16,3,21,0,3,0,0,4,0,0,0,4,23,3,23,96,17,3,0,123,3,0,3,119,80,14,213,0,0,0,0,0,0,0,0,0,0,0,5,8,0,0,0,10,0,0,0,10,3,0,11,5,0,0,0,11,0,0,0
LGA59340,59,21,3,4,87,11,0,15,97,106,28,232,154,26,6,7,189,15,0,15,206,47,49,306,204,33,15,9,260,16,0,16,275,39,49,368,202,26,13,13,252,10,3,13,255,27,46,332,212,25,19,8,265,13,0,15,271,25,34,334,195,17,17,13,241,10,0,12,248,34,43,320,177,28,19,4,221,4,0,6,229,24,43,295,166,23,14,9,214,12,3,11,225,30,35,289,136,20,12,5,168,5,0,5,173,30,20,224,90,19,5,6,112,3,5,8,120,47,16,181,32,10,3,0,48,0,6,6,54,56,13,121,4,8,0,0,13,0,0,0,11,37,6,58,0,0,0,0,7,0,0,0,7,28,10,38,1621,249,119,78,2078,87,21,107,2183,531,386,3095,39,27,4,0,70,11,0,16,82,90,22,198,115,30,3,11,158,17,4,22,179,55,47,282,159,21,10,0,186,14,4,21
