LGA_CODE_2021,C11_M_NatPhy_sci_15_19,C11_M_NatPhy_sci_20_24,C11_M_NatPhy_sci_25_34,C11_M_NatPhy_sci_35_44,C11_M_NatPhy_sci_45_54,C11_M_NatPhy_sci_55_64,C11_M_NatPhy_sci_65_74,C11_M_NatPhy_sci_75_84,C11_M_NatPhy_sci_85over,C11_M_NatPhy_sci_Tot,C11_M_InfTec_15_19,C11_M_InfTec_20_24,C11_M_InfTec_25_34,C11_M_InfTec_35_44,C11_M_InfTec_45_54,C11_M_InfTec_55_64,C11_M_InfTec_65_74,C11_M_InfTec_75_84,C11_M_InfTec_85over,C11_M_InfTec_Tot,C11_M_EngRT_15_19,C11_M_EngRT_20_24,C11_M_EngRT_25_34,C11_M_EngRT_35_44,C11_M_EngRT_45_54,C11_M_EngRT_55_64,C11_M_EngRT_65_74,C11_M_EngRT_75_84,C11_M_EngRT_85over,C11_M_EngRT_Tot,C11_M_ArchBuild_15_19,C11_M_ArchBuild_20_24,C11_M_ArchBuild_25_34,C11_M_ArchBuild_35_44,C11_M_ArchBuild_45_54,C11_M_ArchBuild_55_64,C11_M_ArchBuild_65_74,C11_M_ArchBuild_75_84,C11_M_ArchBuild_85over,C11_M_ArchBuild_Tot,C11_M_AgEnv_RS_15_19,C11_M_AgEnv_RS_20_24,C11_M_AgEnv_RS_25_34,C11_M_AgEnv_RS_35_44,C11_M_AgEnv_RS_45_54,C11_M_AgEnv_RS_55_64,C11_M_AgEnv_RS_65_74,C11_M_AgEnv_RS_75_84,C11_M_AgEnv_RS_85over,C11_M_AgEnv_RS_Tot,C11_M_Health_15_19,C11_M_Health_20_24,C11_M_Health_25_34,C11_M_Health_35_44,C11_M_Health_45_54,C11_M_Health_55_64,C11_M_Health_65_74,C11_M_Health_75_84,C11_M_Health_85over,C11_M_Health_Tot,C11_M_Educ_15_19,C11_M_Educ_20_24,C11_M_Educ_25_34,C11_M_Educ_35_44,C11_M_Educ_45_54,C11_M_Educ_55_64,C11_M_Educ_65_74,C11_M_Educ_75_84,C11_M_Educ_85over,C11_M_Educ_Tot,C11_M_MngtCom_15_19,C11_M_MngtCom_20_24,C11_M_MngtCom_25_34,C11_M_MngtCom_35_44,C11_M_MngtCom_45_54,C11_M_MngtCom_55_64,C11_M_MngtCom_65_74,C11_M_MngtCom_75_84,C11_M_MngtCom_85over,C11_M_MngtCom_Tot,C11_M_Soc_cult_15_19,C11_M_Soc_cult_20_24,C11_M_Soc_cult_25_34,C11_M_Soc_cult_35_44,C11_M_Soc_cult_45_54,C11_M_Soc_cult_55_64,C11_M_Soc_cult_65_74,C11_M_Soc_cult_75_84,C11_M_Soc_cult_85over,C11_M_Soc_cult_Tot,C11_M_Creative_art_15_19,C11_M_Creative_art_20_24,C11_M_Creative_art_25_34,C11_M_Creative_art_35_44,C11_M_Creative_art_45_54,C11_M_Creative_art_55_64,C11_M_Creative_art_65_74,C11_M_Creative_art_75_84,C11_M_Creative_art_85over,C11_M_Creative_art_Tot,C11_M_FoodHos_PS_15_19,C11_M_FoodHos_PS_20_24,C11_M_FoodHos_PS_25_34,C11_M_FoodHos_PS_35_44,C11_M_FoodHos_PS_45_54,C11_M_FoodHos_PS_55_64,C11_M_FoodHos_PS_65_74,C11_M_FoodHos_PS_75_84,C11_M_FoodHos_PS_85over,C11_M_FoodHos_PS_Tot,C11_M_MixFld_pr_15_19,C11_M_MixFld_pr_20_24,C11_M_MixFld_pr_25_34,C11_M_MixFld_pr_35_44,C11_M_MixFld_pr_45_54,C11_M_MixFld_pr_55_64,C11_M_MixFld_pr_65_74,C11_M_MixFld_pr_75_84,C11_M_MixFld_pr_85over,C11_M_MixFld_pr_Tot,C11_M_FldStu_ID_15_19,C11_M_FldStu_ID_20_24,C11_M_FldStu_ID_25_34,C11_M_FldStu_ID_35_44,C11_M_FldStu_ID_45_54,C11_M_FldStu_ID_55_64,C11_M_FldStu_ID_65_74,C11_M_FldStu_ID_75_84,C11_M_FldStu_ID_85over,C11_M_FldStu_ID_Tot,C11_M_FldStu_NS_15_19,C11_M_FldStu_NS_20_24,C11_M_FldStu_NS_25_34,C11_M_FldStu_NS_35_44,C11_M_FldStu_NS_45_54,C11_M_FldStu_NS_55_64,C11_M_FldStu_NS_65_74,C11_M_FldStu_NS_75_84,C11_M_FldStu_NS_85over,C11_M_FldStu_NS_Tot,C11_M_Tot_15_19,C11_M_Tot_20_24,C11_M_Tot_25_34,C11_M_Tot_35_44,C11_M_Tot_45_54,C11_M_Tot_55_64,C11_M_Tot_65_74,C11_M_Tot_75_84,C11_M_Tot_85over,C11_M_Tot_Tot,C16_M_NatPhy_sci_15_19,C16_M_NatPhy_sci_20_24,C16_M_NatPhy_sci_25_34,C16_M_NatPhy_sci_35_44,C16_M_NatPhy_sci_45_54,C16_M_NatPhy_sci_55_64,C16_M_NatPhy_sci_65_74,C16_M_NatPhy_sci_75_84,C16_M_NatPhy_sci_85over,C16_M_NatPhy_sci_Tot,C16_M_InfTec_15_19,C16_M_InfTec_20_24,C16_M_InfTec_25_34,C16_M_InfTec_35_44,C16_M_InfTec_45_54,C16_M_InfTec_55_64,C16_M_InfTec_65_74,C16_M_InfTec_75_84,C16_M_InfTec_85over,C16_M_InfTec_Tot,C16_M_EngRT_15_19,C16_M_EngRT_20_24,C16_M_EngRT_25_34,C16_M_EngRT_35_44,C16_M_EngRT_45_54,C16_M_EngRT_55_64,C16_M_EngRT_65_74,C16_M_EngRT_75_84,C16_M_EngRT_85over,C16_M_EngRT_Tot,C16_M_ArchBuild_15_19,C16_M_ArchBuild_20_24,C16_M_ArchBuild_25_34,C16_M_ArchBuild_35_44,C16_M_ArchBuild_45_54,C16_M_ArchBuild_55_64,C16_M_ArchBuild_65_74,C16_M_ArchBuild_75_84,C16_M_ArchBuild_85over,C16_M_ArchBuild_Tot,C16_M_AgEnv_RS_15_19,C16_M_AgEnv_RS_20_24,C16_M_AgEnv_RS_25_34,C16_M_AgEnv_RS_35_44,C16_M_AgEnv_RS_45_54,C16_M_AgEnv_RS_55_64,C16_M_AgEnv_RS_65_74,C16_M_AgEnv_RS_75_84,C16_M_AgEnv_RS_85over,C16_M_AgEnv_RS_Tot
LGA54280,0,17,63,55,31,18,4,0,0,197,7,16,43,13,3,0,0,0,0,79,43,379,958,826,626,358,99,22,9,3322,8,51,107,100,109,70,34,11,0,490,8,11,41,26,21,17,3,0,0,123,3,10,35,53,47,30,8,0,0,183,0,3,39,27,30,21,9,0,0,138,3,25,95,99,102,53,6,4,0,392,4,9,71,51,33,37,6,0,0,216,4,10,22,11,12,6,0,0,0,63,5,18,57,57,45,12,10,6,0,223,0,0,5,0,0,0,0,0,0,3,0,3,8,19,15,9,0,0,0,59,192,234,480,413,393,252,111,61,10,2152,281,787,2019,1758,1473,883,298,108,28,7630,0,19,73,56,34,25,5,4,0,214,7,9,26,24,4,3,0,0,0,75,47,290,985,824,674,477,163,38,5,3501,11,42,128,67,96,84,41,14,4,490,7,8,26,30,24,14,11,0,0,124
LGA54310,0,3,26,38,14,3,0,0,0,89,3,3,17,13,10,3,0,0,0,52,29,231,915,870,712,338,51,6,0,3148,11,65,199,167,129,75,7,0,0,651,3,9,32,36,22,14,5,0,0,116,0,4,36,57,40,26,0,0,0,164,0,4,30,29,21,26,3,0,0,111,7,13,117,112,108,43,4,0,0,396,0,24,50,48,40,21,4,0,0,176,4,9,23,5,8,5,0,0,0,49,4,15,54,38,35,16,0,0,0,164,0,0,0,0,4,0,0,0,0,9,4,4,19,32,19,13,0,0,0,85,181,289,787,803,623,331,73,8,0,3087,232,663,2299,2239,1783,903,153,19,0,8298,0,0,25,39,13,5,3,0,0,83,0,4,24,26,8,4,0,0,0,66,29,184,900,794,549,291,63,8,3,2819,5,35,177,144,83,64,22,5,0,529,0,3,24,35,25,5,4,0,0,97
LGA54340,0,0,0,0,4,0,0,0,0,8,0,0,4,0,0,0,0,0,0,9,6,15,42,33,59,33,17,6,0,207,0,4,9,5,9,6,5,4,0,52,5,4,18,27,21,11,5,4,0,86,0,0,0,4,4,5,0,0,0,13,0,0,9,7,0,4,0,0,0,26,0,3,3,15,13,9,0,0,0,48,0,0,9,4,13,7,0,3,0,33,0,0,3,0,0,0,0,0,0,3,0,0,8,22,13,8,6,0,0,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,19,11,30,23,25,37,18,13,11,181,33,48,132,146,155,117,61,34,11,730,0,0,0,3,0,0,0,0,0,3,0,0,3,6,0,0,0,0,0,10,0,16,52,33,47,42,15,8,3,211,0,3,15,3,9,11,0,0,0,48,6,7,17,15,20,12,4,0,0,85
LGA54410,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,10,9,18,10,7,3,0,61,0,3,0,0,3,3,6,0,0,15,0,0,9,4,7,7,0,0,0,25,0,0,0,0,0,4,0,0,0,3,0,0,0,0,0,0,0,0,0,6,0,3,4,0,4,4,0,0,0,13,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,5,3,5,5,8,5,0,40,11,14,20,24,41,31,25,9,0,173,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,17,13,22,13,9,3,3,78,0,0,0,0,0,0,0,0,0,10,0,0,6,6,5,0,3,0,0,24
LGA54480,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,4,3,0,4,4,6,0,0,0,20,0,0,4,0,0,0,0,0,0,0,0,0,10,3,4,6,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,9,8,4,14,13,15,10,4,0,0,78,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,3,0,0,25,0,0,0,0,4,0,0,0,0,3,0,0,4,7,3,0,3,0,0,32
LGA54550,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,4,10,23,8,18,11,12,6,0,80,0,0,5,0,3,6,6,0,0,18,3,6,16,14,17,15,7,0,0,77,0,0,3,0,3,3,0,0,0,8,0,0,3,0,0,4,0,0,0,9,0,0,9,9,4,9,3,0,0,37,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,3,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,4,3,5,13,12,5,3,0,56,16,23,62,47,61,54,33,13,4,308,0,0,0,0,0,4,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,8,27,12,18,9,10,4,0,89,0,5,4,0,7,0,0,0,0,17,0,5,19,22,17,21,11,5,0,106
LGA54620,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,3,0,10,28,12,19,7,3,0,0,79,0,0,3,0,0,0,3,0,0,13,0,3,7,5,7,0,3,0,0,27,0,0,0,5,3,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,8,0,0,5,0,0,5,0,0,0,3,0,0,0,0,3,0,0,0,0,7,0,0,3,0,4,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,8,20,18,13,6,7,0,0,78,4,19,66,41,52,23,17,0,0,237,0,0,0,0,3,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,18,16,10,10,6,4,0,60,0,0,3,4,4,0,5,0,0,18,0,0,3,3,0,3,0,0,0,23
LGA54690,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,4,5,4,3,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,6,6,0,5,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,12,0,5,11,13,9,10,6,4,0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,9,5,0,0,27,0,0,0,3,0,0,0,0,0,7,0,0,5,0,0,0,0,0,0,5
LGA54760,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,12,7,10,4,0,0,33,0,0,0,0,0,0,0,0,0,8,0,0,12,3,6,4,0,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,3,0,4,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,8,0,0,22,0,0,23,35,15,22,10,4,0,116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,10,7,6,7,4,0,44,0,0,3,4,0,0,0,0,0,9,0,0,14,9,3,10,0,0,0,39
LGA54830,0,14,34,29,12,13,5,0,0,110,17,27,82,41,15,13,4,0,0,204,48,170,530,446,404,295,169,94,15,2171,12,54,134,120,94,88,54,34,5,590,0,19,26,36,20,19,12,0,0,134,0,10,37,34,28,14,10,9,0,139,0,3,24,17,18,12,11,7,0,93,5,17,143,101,67,41,23,0,0,401,10,30,72,61,51,19,13,3,0,252,0,9,34,18,13,3,0,0,0,87,9,17,83,65,54,20,18,0,0,280,3,4,0,0,0,0,0,0,0,5,0,3,16,12,7,7,6,0,0,52,168,187,496,407,266,194,131,90,21,1969,277,576,1700,1387,1056,745,457,233,41,6477,0,8,39,51,35,13,11,3,0,163,6,45,173,111,39,21,4,0,0,394,34,225,791,726,555,367,220,122,21,3059,22,70,231,151,121,104,70,45,4,814,0,14,56,40,34,26,12,6,0,199
LGA54900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,25,19,16,12,7,0,0,80,0,0,0,5,4,3,0,6,0,19,0,4,13,13,11,12,0,0,0,48,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,7,0,0,3,3,4,4,0,0,0,17,0,0,3,3,0,3,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,4,7,4,7,5,3,3,38,9,11,49,57,40,40,15,7,3,232,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,3,4,29,22,10,9,11,0,0,92,0,0,6,3,0,6,0,4,0,21,0,0,12,10,6,8,3,0,0,43
LGA54970,0,5,7,0,5,3,0,0,0,25,0,0,4,0,0,0,0,0,0,7,0,27,43,53,51,28,6,0,0,211,0,0,7,5,0,0,3,0,0,16,0,0,3,4,0,3,0,0,0,13,0,0,0,0,0,0,0,0,0,6,0,0,6,0,3,4,0,0,0,7,0,0,0,9,3,3,0,0,0,20,0,0,0,3,0,0,0,0,0,7,0,0,0,3,0,0,0,0,0,4,0,7,0,5,7,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,3,7,0,0,0,0,0,10,6,8,21,32,30,13,5,0,0,117,7,46,104,123,102,62,19,3,0,460,0,0,16,7,0,0,0,0,0,19,0,0,4,0,0,0,0,0,0,5,3,13,73,38,47,24,7,0,0,196,0,0,9,0,0,3,5,0,0,18,0,0,0,0,0,0,0,0,0,4
LGA55040,0,5,4,3,0,3,0,0,0,19,0,0,3,0,0,0,0,0,0,5,0,36,101,70,65,31,3,0,0,312,0,10,13,14,14,11,0,0,0,60,0,5,7,6,7,5,0,0,0,35,0,0,9,0,3,0,0,0,0,15,0,0,6,3,0,0,0,0,0,18,0,3,10,8,6,5,0,0,0,26,0,3,8,3,7,0,0,0,0,21,0,0,0,0,0,0,0,0,0,7,0,0,9,11,8,0,0,0,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,30,56,146,81,80,30,9,4,3,433,33,124,326,211,199,89,16,3,3,994,0,0,7,4,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,4,0,8,57,29,26,17,5,0,4,146,0,0,7,3,6,5,4,0,0,29,0,0,4,4,0,0,4,0,0,12
LGA55110,4,14,30,41,43,35,28,17,3,210,26,57,91,51,47,27,12,0,0,301,79,317,776,1015,1122,1037,891,399,83,5715,67,179,303,347,365,292,333,178,33,2097,4,13,91,85,66,57,58,25,5,413,8,3,51,82,117,99,57,29,3,448,0,3,47,64,114,140,79,50,8,506,25,48,137,220,236,242,218,96,16,1229,10,40,84,87,90,100,65,32,6,519,6,17,33,28,26,29,25,11,3,175,19,50,136,118,124,75,67,20,10,618,0,0,0,0,3,0,3,0,0,14,4,7,21,38,41,29,30,16,11,191,277,204,370,441,421,439,445,427,174,3214,529,953,2174,2623,2808,2607,2309,1294,357,15658,0,18,48,57,54,53,55,12,16,312,28,70,90,86,51,38,19,3,4,396,84,351,1069,1196,1343,1234,1169,639,147,7234,45,156,444,369,467,345,349,239,58,2474,18,27,74,90,86,64,75,36,13,484
LGA55180,0,3,7,5,8,9,0,0,0,33,0,5,3,4,7,3,0,0,0,23,12,36,54,102,146,116,73,24,4,574,4,20,28,29,37,28,28,11,0,183,4,24,21,34,46,27,11,5,0,174,0,0,5,10,7,3,6,0,0,34,0,4,9,15,29,24,11,0,0,91,3,4,5,26,28,22,16,6,0,108,0,0,8,10,8,11,8,3,0,46,0,0,3,3,3,7,4,0,0,21,3,6,17,23,20,9,7,3,0,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,5,0,0,0,13,24,15,19,41,65,61,50,34,8,321,51,103,178,310,407,316,211,84,19,1697,0,0,3,12,11,18,8,0,0,53,0,4,6,5,7,5,3,0,0,15,4,34,69,79,138,144,94,41,5,611,5,24,35,14,28,33,32,10,0,187,4,15,28,38,46,42,23,6,0,199
LGA55250,0,0,5,5,3,0,0,0,0,10,0,0,0,0,0,0,0,0,0,3,0,13,37,19,27,16,3,0,0,110,0,0,3,4,5,3,0,0,0,23,0,0,10,0,5,0,0,0,0,14,0,0,3,0,0,4,0,0,0,7,0,0,0,0,3,0,0,0,0,7,0,0,5,3,3,3,0,0,0,15,0,4,10,7,6,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,3,3,4,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,24,43,36,28,22,4,3,0,173,16,44,117,75,83,50,14,4,0,403,0,0,0,3,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,5,36,27,24,8,3,0,0,111,0,0,8,3,3,0,0,0,0,10,0,0,0,3,0,5,0,0,0,6
LGA55320,0,72,201,249,304,325,126,43,6,1339,18,95,315,253,178,58,21,0,0,944,50,431,1028,1345,1668,1575,803,503,151,7559,27,142,320,315,411,291,202,137,48,1892,10,37,107,108,93,88,52,29,8,533,7,95,274,287,267,196,147,83,27,1389,0,20,102,143,255,290,156,73,21,1060,27,325,782,1002,982,846,382,191,70,4617,16,144,300,311,311,265,154,68,18,1593,20,93,156,95,97,52,22,11,3,543,10,61,134,129,117,53,52,16,4,582,5,5,0,0,7,4,3,0,0,26,3,15,37,44,49,51,27,17,4,254,221,232,369,374,394,349,269,311,184,2705,414,1776,4136,4652,5143,4440,2429,1492,545,25025,3,106,197,270,290,290,222,58,23,1462,18,81,235,298,228,123,33,7,0,1017,45,435,1252,1344,1570,1509,1135,551,214,8052,18,133,381,345,351,340,241,170,71,2044,3,31,90,108,111,80,69,36,12,537
LGA55390,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,8,0,0,0,0,0,0,0,0,0,6,0,0,0,3,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,6,3,0,0,0,16,0,5,15,5,16,10,5,0,0,49,0,0,3,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,8,16,10,13,9,5,0,0,56,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,3
LGA55460,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,8,0,26,48,42,52,27,16,4,0,223,3,7,7,9,7,11,5,3,0,53,0,6,11,14,10,11,8,0,0,55,0,0,0,6,3,6,0,0,0,7,0,0,4,3,0,8,5,0,0,18,0,4,10,12,8,5,0,0,0,40,0,3,3,8,4,0,0,0,0,25,0,0,0,0,0,0,0,0,0,5,0,0,3,0,7,3,0,0,0,24,0,0,0,0,0,0,0,0,0,5,0,0,6,0,0,0,0,3,0,8,3,13,11,21,25,12,6,12,4,112,20,64,116,118,121,86,31,22,10,583,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,5,22,60,36,48,47,24,6,5,249,4,11,8,9,13,12,3,3,0,61,0,8,3,12,10,17,0,7,0,57
LGA55530,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,4,11,4,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,4,0,0,0,0,11,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,5,3,7,0,24,0,9,12,16,10,22,6,7,0,82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,9,5,7,7,0,0,39,0,0,0,0,0,0,0,0,0,0,0,0,10,9,0,0,0,0,0,23
LGA55600,0,0,6,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,4,19,36,31,30,23,8,4,0,154,0,6,8,10,8,8,3,6,0,39,0,5,15,23,11,10,4,0,0,65,0,0,0,4,6,0,0,0,0,12,0,0,0,0,0,10,0,0,0,15,0,0,11,7,8,9,4,0,0,31,0,0,0,0,4,3,0,0,0,8,0,0,0,0,0,0,0,0,0,4,0,0,0,4,3,4,3,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,4,3,12,20,13,8,0,9,85,20,36,80,88,81,76,39,13,6,433,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,6,0,22,35,27,34,25,14,8,0,160,0,0,3,0,5,4,4,3,0,28,0,0,3,26,16,14,3,0,0,70
LGA55670,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,13,17,7,0,3,0,44,0,0,0,0,3,0,5,0,0,13,3,0,5,4,4,0,0,4,0,26,0,0,0,0,0,0,0,0,0,4,0,0,0,4,4,0,0,0,0,14,0,0,3,0,3,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,7,4,4,9,11,4,7,0,0,46,19,8,15,31,38,20,11,13,0,161,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,6,7,6,8,0,0,0,38,0,0,0,0,0,3,0,0,0,12,0,0,4,6,0,4,0,3,0,18
LGA55740,0,3,24,23,30,35,12,4,0,132,0,5,23,11,11,10,0,0,0,61,5,18,88,94,120,88,60,28,14,502,3,17,31,24,27,32,9,12,4,148,0,0,14,21,7,7,9,8,0,64,0,5,40,38,47,40,26,12,9,206,0,3,12,11,18,22,11,8,4,81,3,23,87,103,92,68,48,12,3,441,0,10,27,47,45,42,34,4,3,221,0,7,26,13,14,12,4,0,0,69,0,6,19,7,9,4,0,0,0,49,0,0,0,0,0,0,0,0,0,0,0,0,3,3,8,4,0,3,0,30,19,33,59,51,38,40,39,28,9,323,31,122,454,434,464,399,260,113,41,2324,0,6,29,26,41,27,24,5,0,164,0,0,15,13,13,4,0,0,0,48,0,18,93,77,95,97,73,26,10,479,0,3,41,26,36,29,13,15,3,167,0,6,10,12,14,6,9,8,0,61
LGA55810,0,0,0,4,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,3,0,4,15,15,10,6,5,0,0,54,0,0,0,6,0,4,3,0,0,20,0,0,0,0,0,4,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,7,21,17,6,7,0,0,69,0,14,34,48,40,23,20,0,0,183,0,0,0,0,3,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,3,4,7,9,6,0,0,24,0,0,0,0,4,0,0,0,0,8,0,0,0,0,0,0,0,0,0,3
LGA55880,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,8,8,5,0,0,0,25,0,0,0,0,0,0,0,0,0,3,0,6,9,5,6,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,5,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,4,0,0,11,3,5,17,19,19,11,5,0,0,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,6,10,4,0,0,0,24,0,0,0,0,0,0,0,0,0,9,0,0,5,6,8,3,0,0,0,17
LGA55950,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,3,6,0,3,0,0,29,0,0,0,0,0,0,0,0,0,5,0,0,6,3,4,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,4,0,14,5,8,13,8,17,9,6,8,0,74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,7,11,5,8,0,0,0,40,0,0,4,0,0,0,0,0,0,8,0,3,0,5,0,4,0,0,0,16
