LGA_CODE_2021,C11_Se_h_NPUR_1,C11_Se_h_NPUR_2,C11_Se_h_NPUR_3,C11_Se_h_NPUR_4,C11_Se_h_NPUR_5,C11_Se_h_NPUR_6more,C11_Se_h_Tot,C11_SDRTHT1S_NPUR_1,C11_SDRTHT1S_NPUR_2,C11_SDRTHT1S_NPUR_3,C11_SDRTHT1S_NPUR_4,C11_SDRTHT1S_NPUR_5,C11_SDRTHT1S_NPUR_6mor,C11_SDRTHT1S_Tot,C11_SDRTHT2S_NPUR_1,C11_SDRTHT2S_NPUR_2,C11_SDRTHT2S_NPUR_3,C11_SDRTHT2S_NPUR_4,C11_SDRTHT2S_NPUR_5,C11_SDRTHT2S_NPUR_6mor,C11_SDRTHT2S_Tot,C11_SDRTHT_NPUR_1,C11_SDRTHT_NPUR_2,C11_SDRTHT_NPUR_3,C11_SDRTHT_NPUR_4,C11_SDRTHT_NPUR_5,C11_SDRTHT_NPUR_6mor,C11_SDRTHT_Tot,C11_F_a_1_2SB_NPUR_1,C11_F_a_1_2SB_NPUR_2,C11_F_a_1_2SB_NPUR_3,C11_F_a_1_2SB_NPUR_4,C11_F_a_1_2SB_NPUR_5,C11_F_a_1_2SB_NPUR_6mor,C11_F_a_1_2SB_Tot,C11_F_a_I_a_3SB_NPUR_1,C11_F_a_I_a_3SB_NPUR_2,C11_F_a_I_a_3SB_NPUR_3,C11_F_a_I_a_3SB_NPUR_4,C11_F_a_I_a_3SB_NPUR_5,C11_F_a_I_a_3SB_NPUR_6mor,C11_F_a_In_a_3SB_Tot,C11_F_a_4_8SB_NPUR_1,C11_F_a_4_8SB_NPUR_2,C11_F_a_4_8SB_NPUR_3,C11_F_a_4_8SB_NPUR_4,C11_F_a_4_8SB_NPUR_5,C11_F_a_4_8SB_NPUR_6mor,C11_F_a_4_8SB_Tot,C11_F_a_9mor_s_b_NPUR_1,C11_F_a_9mor_s_b_NPUR_2,C11_F_a_9mor_s_b_NPUR_3,C11_F_a_9mor_s_b_NPUR_4,C11_F_a_9mor_s_b_NPUR_5,C11_F_a_9m_s_b_NPUR_6mor,C11_F_a_9mor_st_bl_Tot,C11_F_a_AH_NPUR_1,C11_F_a_AH_NPUR_2,C11_F_a_AH_NPUR_3,C11_F_a_AH_NPUR_4,C11_F_a_AH_NPUR_5,C11_F_a_AH_NPUR_6mor,C11_F_a_AH_Tot,C11_F_a_Tot_NPUR_1,C11_F_a_Tot_NPUR_2,C11_F_a_Tot_NPUR_3,C11_F_a_Tot_NPUR_4,C11_F_a_Tot_NPUR_5,C11_F_a_Tot_NPUR_6mor,C11_F_a_Tot_Tot,C11_OD_CCH_NPUR_1,C11_OD_CCH_NPUR_2,C11_OD_CCH_NPUR_3,C11_OD_CCH_NPUR_4,C11_OD_CCH_NPUR_5,C11_OD_CCH_NPUR_6mor,C11_OD_CCH_Tot,C11_OD_IHTSO_NPUR_1,C11_OD_IHTSO_NPUR_2,C11_OD_IHTSO_NPUR_3,C11_OD_IHTSO_NPUR_4,C11_OD_IHTSO_NPUR_5,C11_OD_IHTSO_NPUR_6mor,C11_OD_IHTSO_Tot,C11_OD_H_f_a_s_o_NPUR_1,C11_OD_H_f_a_s_o_NPUR_2,C11_OD_H_f_a_s_o_NPUR_3,C11_OD_H_f_a_s_o_NPUR_4,C11_OD_H_f_a_s_o_NPUR_5,C11_OD_H_f_a_s_o_NPUR_6mor,C11_OD_H_f_a_s_o_Tot,C11_OD_Tot_NPUR_1,C11_OD_Tot_NPUR_2,C11_OD_Tot_NPUR_3,C11_OD_Tot_NPUR_4,C11_OD_Tot_NPUR_5,C11_OD_Tot_NPUR_6mor,C11_OD_Tot_Tot,C11_DS_ns_NPUR_1,C11_DS_ns_NPUR_2,C11_DS_ns_NPUR_3,C11_DS_ns_NPUR_4,C11_DS_ns_NPUR_5,C11_DS_ns_NPUR_6more,C11_Dwg_st_NS_Tot,C11_Tot_NPUR_1,C11_Tot_NPUR_2,C11_Tot_NPUR_3,C11_Tot_NPUR_4,C11_Tot_NPUR_5,C11_Tot_NPUR_6more,C11_Tot_Tot,C16_Se_h_NPUR_1,C16_Se_h_NPUR_2,C16_Se_h_NPUR_3,C16_Se_h_NPUR_4,C16_Se_h_NPUR_5,C16_Se_h_NPUR_6more,C16_Se_h_Tot,C16_SDRTHT1S_NPUR_1,C16_SDRTHT1S_NPUR_2,C16_SDRTHT1S_NPUR_3,C16_SDRTHT1S_NPUR_4,C16_SDRTHT1S_NPUR_5,C16_SDRTHT1S_NPUR_6mor,C16_SDRTHT1S_Tot,C16_SDRTHT2S_NPUR_1,C16_SDRTHT2S_NPUR_2,C16_SDRTHT2S_NPUR_3,C16_SDRTHT2S_NPUR_4,C16_SDRTHT2S_NPUR_5,C16_SDRTHT2S_NPUR_6mor,C16_SDRTHT2S_Tot,C16_SDRTHT_Tot_NPUR_1,C16_SDRTHT_Tot_NPUR_2,C16_SDRTHT_Tot_NPUR_3,C16_SDRTHT_Tot_NPUR_4,C16_SDRTHT_Tot_NPUR_5,C16_SDRTHT_Tot_NPUR_6mor,C16_SDRTHT_Tot_Tot,C16_F_a_1_2SB_NPUR_1,C16_F_a_1_2SB_NPUR_2,C16_F_a_1_2SB_NPUR_3,C16_F_a_1_2SB_NPUR_4,C16_F_a_1_2SB_NPUR_5,C16_F_a_1_2SB_NPUR_6mor,C16_F_a_1_2SB_Tot,C16_F_a_I_a_3SB_NPUR_1,C16_F_a_I_a_3SB_NPUR_2,C16_F_a_I_a_3SB_NPUR_3,C16_F_a_I_a_3SB_NPUR_4,C16_F_a_I_a_3SB_NPUR_5,C16_F_a_I_a_3SB_NPUR_6mor,C16_F_a_In_a_3_st_b_Tot,C16_F_a_4_8SB_NPUR_1,C16_F_a_4_8SB_NPUR_2,C16_F_a_4_8SB_NPUR_3,C16_F_a_4_8SB_NPUR_4,C16_F_a_4_8SB_NPUR_5,C16_F_a_4_8SB_NPUR_6mor,C16_F_a_4_8SB_Tot,C16_F_a_9mor_s_b_NPUR_1,C16_F_a_9mor_s_b_NPUR_2,C16_F_a_9mor_s_b_NPUR_3,C16_F_a_9mor_s_b_NPUR_4,C16_F_a_9mor_s_b_NPUR_5,C16_F_a_9m_s_b_NPUR_6mor,C16_F_a_9mor_st_bl_Tot,C16_F_a_AH_NPUR_1,C16_F_a_AH_NPUR_2,C16_F_a_AH_NPUR_3,C16_F_a_AH_NPUR_4,C16_F_a_AH_NPUR_5,C16_F_a_AH_NPUR_6mor,C16_F_a_AH_Tot,C16_F_a_Tot_NPUR_1,C16_F_a_Tot_NPUR_2,C16_F_a_Tot_NPUR_3,C16_F_a_Tot_NPUR_4,C16_F_a_Tot_NPUR_5,C16_F_a_Tot_NPUR_6mor,C16_F_a_Tot_Tot,C16_OD_CCH_NPUR_1,C16_OD_CCH_NPUR_2,C16_OD_CCH_NPUR_3,C16_OD_CCH_NPUR_4,C16_OD_CCH_NPUR_5,C16_OD_CCH_NPUR_6mor,C16_OD_CCH_Tot,C16_OD_IHTSO_NPUR_1,C16_OD_IHTSO_NPUR_2,C16_OD_IHTSO_NPUR_3,C16_OD_IHTSO_NPUR_4,C16_OD_IHTSO_NPUR_5,C16_OD_IHTSO_NPUR_6mor,C16_OD_IHTSO_Tot,C16_OD_H_f_a_s_o_NPUR_1,C16_OD_H_f_a_s_o_NPUR_2,C16_OD_H_f_a_s_o_NPUR_3,C16_OD_H_f_a_s_o_NPUR_4
LGA55600,178,321,123,113,60,41,837,17,4,0,0,0,0,25,0,0,0,0,0,0,0,17,4,0,0,0,0,25,23,4,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,0,0,0,0,0,0,0,23,4,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,6,0,0,0,0,9,4,5,3,0,0,0,12,0,0,0,0,0,0,4,218,333,126,114,60,39,892,233,297,115,108,67,18,839,10,4,0,0,0,0,15,0,0,0,0,0,0,0,10,4,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,0,0,0,0,14,0,0,0,0,0,0,0,0,0,4,0
LGA55670,91,91,36,39,18,14,286,0,4,0,0,0,5,5,0,0,0,0,0,0,0,0,4,0,0,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,89,96,38,39,18,14,299,87,84,36,24,17,12,256,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA55740,352,660,350,434,179,48,2028,133,66,19,10,3,0,235,93,48,21,15,5,3,184,228,116,36,23,7,3,419,93,52,10,10,0,0,160,275,77,22,0,0,0,378,187,139,23,14,3,0,370,..,..,..,..,..,..,..,0,0,0,0,0,0,0,560,276,56,19,3,0,905,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,4,0,0,0,0,0,0,0,1139,1053,443,484,189,52,3357,319,649,345,447,212,40,2012,169,87,21,5,4,0,292,101,83,27,14,3,0,231,267,168,52,24,8,4,524,48,26,0,5,0,0,75,227,79,8,5,0,0,326,178,148,26,11,3,0,369,..,..,..,..,..,..,..,0,0,0,0,0,0,0,456,256,37,24,0,0,772,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA55810,65,46,40,9,13,18,193,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,6,0,0,0,0,0,0,0,65,49,40,9,13,18,194,51,44,9,13,4,6,130,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0
LGA55880,54,73,26,25,9,5,186,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,73,26,25,9,5,186,49,66,32,32,10,7,194,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0
LGA55950,31,91,27,24,14,3,189,15,0,0,0,0,0,16,0,0,0,0,0,0,0,15,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,4,0,0,0,0,0,0,0,51,93,22,24,14,3,207,47,85,19,26,10,9,193,5,3,0,0,0,0,8,0,0,0,0,0,0,0,5,3,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA56090,2038,4415,1989,2136,959,402,11935,172,74,21,11,0,5,281,5,23,9,8,4,0,47,175,100,24,16,5,5,328,54,32,0,6,0,0,87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,4,0,0,0,0,0,7,57,35,0,6,0,0,95,13,3,0,0,0,0,15,0,0,0,0,0,0,0,6,0,0,0,0,0,6,21,3,0,0,0,0,29,0,0,0,3,0,0,4,2300,4548,2013,2161,967,404,12386,2202,4520,2055,2184,895,423,12282,271,141,31,17,5,3,467,0,3,0,0,0,0,4,270,143,33,17,5,3,472,9,0,0,0,0,0,16,9,4,0,0,0,0,9,0,0,0,0,0,0,0,..,..,..,..,..,..,..,4,0,0,0,0,0,4,25,4,0,0,0,0,30,19,4,0,0,0,0,22,0,3,0,0,0,0,6,3,3,0,0
LGA56160,5,15,4,8,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,16,4,8,0,0,35,11,4,0,0,0,6,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA56230,976,1949,646,743,307,152,4780,71,44,5,4,0,0,128,0,3,0,0,3,0,16,73,51,9,4,3,0,138,41,18,4,0,0,0,68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,0,0,0,0,0,0,0,41,18,4,3,0,0,68,100,56,11,0,0,0,165,4,3,3,0,0,0,17,0,3,0,0,0,0,7,101,64,17,0,5,0,183,0,3,0,0,0,0,4,1193,2087,679,743,318,153,5179,1031,2208,825,802,365,188,5424,199,115,15,5,0,0,339,8,9,0,0,0,0,12,204,121,15,5,0,0,347,9,9,4,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,0,0,0,0,0,0,0,5,9,4,0,0,0,18,107,46,9,0,0,0,165,0,11,0,0,0,0,14,5,6,0,0
LGA56300,126,230,48,45,30,8,489,7,0,0,0,0,0,7,0,0,0,0,0,0,0,7,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,4,5,0,0,0,0,4,0,3,3,0,0,0,12,10,6,4,0,0,0,25,0,0,0,0,0,0,0,147,240,50,43,31,9,519,142,227,54,41,22,9,496,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,10,0,0,0,0,0,0,0,3,3,0,0
LGA56370,71,131,40,32,16,3,302,6,6,0,0,0,0,9,0,0,0,0,0,0,0,6,6,0,0,0,0,9,4,3,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,0,0,0,0,0,0,0,4,3,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,84,143,40,32,16,3,321,77,122,42,28,19,9,299,7,0,0,0,0,0,8,0,0,0,0,0,0,0,7,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA56460,365,627,225,224,122,49,1614,48,19,4,0,0,0,77,0,0,0,0,0,0,0,48,19,4,0,0,0,76,81,28,5,0,8,0,121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,0,0,0,0,0,0,0,81,28,5,0,8,0,121,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,5,0,0,0,0,11,5,0,0,0,0,0,5,501,684,237,227,126,49,1818,449,586,236,214,102,66,1636,51,32,11,7,8,3,100,0,0,0,0,0,0,0,51,32,11,7,8,3,100,10,3,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,0,0,0,0,0,0,0,10,3,0,0,0,0,14,6,6,0,0,0,0,9,0,0,0,0,0,0,0,42,12,0,0
LGA56580,889,1768,1022,1423,669,202,5965,184,100,32,20,6,3,343,105,86,35,26,7,0,261,288,187,76,44,10,3,611,225,111,37,11,6,0,399,4,0,4,0,0,0,11,16,17,3,0,0,0,32,..,..,..,..,..,..,..,0,0,0,0,0,0,0,244,125,46,18,6,0,440,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,4,0,0,0,0,0,4,1427,2085,1141,1479,692,202,7025,817,1748,955,1364,686,192,5758,206,131,55,38,11,4,442,140,171,82,67,22,5,483,345,307,134,97,39,12,927,217,102,26,20,3,0,365,15,12,3,0,0,0,26,12,30,4,0,0,0,54,..,..,..,..,..,..,..,0,0,0,0,0,0,0,241,141,32,22,3,0,443,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA56620,75,59,41,34,33,73,324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,7,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,0,0,0,0,0,0,0,6,7,0,0,0,0,12,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,3,4,0,0,0,0,0,4,92,68,41,34,33,73,346,55,62,48,38,60,81,344,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,12,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,0,0,0,0,0,0,0,12,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA56730,814,1318,493,491,239,135,3486,32,13,0,5,0,0,55,0,10,0,0,0,0,11,36,20,0,7,0,0,65,101,38,4,3,4,0,153,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,0,0,0,0,0,0,0,101,38,4,3,4,0,153,36,21,0,0,0,0,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,21,3,0,0,0,64,4,5,0,0,0,0,5,983,1405,500,503,246,138,3777,984,1365,473,469,229,145,3663,35,20,6,0,0,0,59,0,0,0,0,0,0,0,35,18,6,0,0,0,63,49,15,7,0,3,0,78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,0,0,0,0,0,0,0,51,21,7,0,3,0,79,24,13,0,6,0,0,41,0,0,0,0,0,0,7,0,0,0,0
LGA56790,267,492,129,129,68,24,1101,33,10,3,6,0,0,47,4,4,0,0,0,0,10,34,12,3,0,0,0,54,16,8,7,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,0,0,0,0,0,0,0,16,8,7,0,0,0,25,25,33,6,0,0,0,65,0,0,0,0,0,0,7,6,9,0,0,0,0,16,31,35,5,0,0,0,81,0,4,0,0,0,0,3,351,547,136,131,72,26,1268,258,492,125,119,56,20,1080,28,19,3,0,0,0,49,0,5,0,0,0,0,4,35,20,5,0,0,0,56,44,22,0,0,0,0,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,0,0,0,0,0,0,0,44,22,0,0,0,0,55,53,27,0,0,0,0,79,4,0,0,0,0,0,5,0,5,0,0
LGA56860,31,31,11,4,5,8,86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,34,11,4,5,8,87,29,33,7,10,11,7,92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA56930,47,138,53,82,45,27,395,0,0,4,0,0,0,3,0,0,0,0,0,0,5,0,0,4,0,0,0,6,32,21,8,6,0,0,59,16,9,0,0,0,0,33,0,0,0,0,0,0,0,..,..,..,..,..,..,..,0,0,0,0,0,0,0,47,31,9,5,0,0,94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,98,167,63,89,44,27,489,58,119,64,92,35,24,390,6,0,0,0,0,0,4,16,19,5,7,0,0,49,18,25,5,7,0,0,54,3,12,0,0,0,0,18,26,14,4,0,0,0,47,0,0,0,0,0,0,0,..,..,..,..,..,..,..,0,0,0,0,0,0,0,32,22,3,0,0,0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA57000,41,75,25,34,13,0,188,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4,0,0,0,0,0,0,0,42,75,24,34,13,0,193,50,57,16,13,18,4,160,3,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA57080,78,121,64,46,18,3,335,19,24,11,3,0,0,61,319,305,124,44,20,0,812,337,326,131,53,23,0,875,178,188,67,37,5,0,469,692,686,196,62,15,9,1655,2113,2101,429,141,23,4,4821,..,..,..,..,..,..,..,3,0,0,0,0,0,9,2987,2979,689,240,45,18,6951,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,37,14,0,0,0,65,19,37,14,0,0,0,65,6,13,0,0,0,0,26,3428,3473,895,337,88,20,8249,61,100,53,36,16,9,280,17,21,6,6,5,0,58,194,282,150,102,27,11,768,211,305,157,106,30,11,825,218,186,72,38,20,0,527,620,544,179,77,13,5,1441,2728,2907,754,266,51,22,6730,..,..,..,..,..,..,..,0,3,0,0,0,0,3,3565,3639,1006,380,83,34,8704,0,0,0,0,0,0,9,9,0,0,0,0,0,13,6,3,0,0
LGA57140,88,195,58,43,27,13,418,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,4,20,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,0,0,0,0,0,0,0,20,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,0,3,0,0,0,0,0,0,0,118,195,58,41,27,11,450,117,186,50,33,27,13,421,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,13,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,0,0,0,0,0,0,0,13,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA57210,383,708,239,204,89,46,1670,38,30,10,16,5,3,96,0,0,0,0,0,0,0,38,30,10,16,5,3,93,3,9,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,0,0,0,0,0,0,0,3,9,0,0,0,0,11,7,9,0,0,0,0,19,3,6,0,0,0,0,6,0,0,0,0,0,0,3,8,13,0,3,0,0,25,0,0,0,0,0,0,4,431,755,248,220,98,47,1802,491,733,225,212,106,55,1817,4,0,0,0,0,0,4,0,0,0,0,0,0,0,4,0,0,0,0,0,4,0,3,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,0,0,0,0,0,0,0,0,3,0,0,0,0,7,3,8,0,0,0,0,8,0,0,0,0,0,0,5,0,0,0,3
LGA57280,352,777,485,503,287,167,2568,100,113,53,37,15,16,337,45,72,40,35,21,5,216,151,187,94,70,31,20,549,115,88,26,16,0,0,242,0,0,0,0,0,0,0,28,19,7,8,0,0,65,..,..,..,..,..,..,..,0,0,0,0,0,0,0,139,106,36,17,3,7,302,59,81,20,13,5,0,177,15,12,10,4,0,0,36,26,13,6,3,0,0,55,99,104,38,21,7,0,276,8,6,4,0,0,0,21,744,1186,648,615,327,200,3718,559,1032,578,616,315,183,3275,79,60,28,17,10,3,197,24,47,28,25,13,8,136,106,105,52,40,19,8,336,203,160,38,29,0,0,431,14,19,0,0,0,0,41,18,16,5,9,0,0,45,..,..,..,..,..,..,..,0,0,0,0,0,0,0,238,190,46,32,3,0,513,40,20,0,0,0,0,67,0,0,0,0,0,0,8,0,4,0,0
LGA57350,109,187,36,42,11,20,409,0,3,0,0,0,0,7,0,0,0,0,0,0,0,0,3,0,0,0,0,7,6,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,0,0,0,0,0,0,0,6,0,0,0,0,0,6,4,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,3,0,0,0,0,0,0,0,119,185,39,42,11,20,420,127,152,49,25,12,7,374,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,0,0,0,0,0,0,0,11,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA57420,149,254,72,92,53,19,637,13,12,0,0,0,0,29,5,5,0,0,0,0,9,22,10,0,0,0,0,34,0,0,0,0,0,0,0,8,0,0,0,0,0,8,0,0,0,0,0,0,0,..,..,..,..,..,..,..,0,0,0,0,0,0,0,8,0,0,0,0,0,8,18,0,0,0,0,0,22,5,3,0,0,0,0,9,0,3,0,0,0,0,6,21,12,0,5,0,0,35,0,0,0,0,0,0,0,196,272,77,97,53,19,718,172,230,65,60,29,12,568,10,3,0,0,0,0,13,0,0,0,0,0,0,0,10,3,0,0,0,0,13,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,0,0,0,0,0,0,0,3,4,0,0,0,0,5,10,3,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0
