LGA_CODE_2021,C11_Neg_Ni_inc_CF_1C,C11_Neg_Ni_inc_CF_2C,C11_Neg_Ni_inc_CF_3C,C11_Neg_Ni_inc_Cou_fa_4mor_c,C11_Neg_Ni_inc_Tot,C11_1_149_CF_1C,C11_1_149_CF_2C,C11_1_149_CF_3C,C11_1_149_CF_4mC,C11_1_149_Tot,C11_150_299_CF_1C,C11_150_299_CF_2C,C11_150_299_CF_3C,C11_150_299_CF_4mC,C11_150_299_Tot,C11_300_399_CF_1C,C11_300_399_CF_2C,C11_300_399_CF_3C,C11_300_399_CF_4mC,C11_300_399_Tot,C11_400_499_CF_1C,C11_400_499_CF_2C,C11_400_499_CF_3C,C11_400_499_CF_4mC,C11_400_499_Tot,C11_500_649_CF_1C,C11_500_649_CF_2C,C11_500_649_CF_3C,C11_500_649_CF_4mC,C11_500_649_Tot,C11_650_799_CF_1C,C11_650_799_CF_2C,C11_650_799_CF_3C,C11_650_799_CF_4mC,C11_650_799_Tot,C11_800_999_CF_1C,C11_800_999_CF_2C,C11_800_999_CF_3C,C11_800_999_CF_4mC,C11_800_999_Tot,C11_1000_1499_CF_1C,C11_1000_1499_CF_2C,C11_1000_1499_CF_3C,C11_1000_1499_CF_4mC,C11_1000_1499_Tot,C11_1500_1999_CF_1C,C11_1500_1999_CF_2C,C11_1500_1999_CF_3C,C11_1500_1999_CF_4mC,C11_1500_1999_Tot,C11_2000_2499_CF_1C,C11_2000_2499_CF_2C,C11_2000_2499_CF_3C,C11_2000_2499_CF_4mC,C11_2000_2499_Tot,C11_2500_2999_CF_1C,C11_2500_2999_CF_2C,C11_2500_2999_CF_3C,C11_2500_2999_CF_4mC,C11_2500_2999_Tot,C11_3000_3999_CF_1C,C11_3000_3999_CF_2C,C11_3000_3999_CF_3C,C11_3000_3999_CF_4mC,C11_3000_3999_Tot,C11_4000more_CF_1C,C11_4000more_CF_2C,C11_4000more_CF_3C,C11_4000more_Cou_fa_4mo_ch,C11_4000more_Tot,C11_Par_inc_st_CF_1C,C11_Par_inc_st_CF_2C,C11_Par_inc_st_CF_3C,C11_Par_inc_st_CF_4mC,C11_Par_inc_st_Tot,C11_All_inc_ns_CF_1Ch,C11_All_inc_ns_CF_2C,C11_All_inc_ns_CF_3C,C11_All_inc_ns_CF_4mC,C11_All_inc_ns_Tot,C11_Tot_CF_1C,C11_Tot_CF_2C,C11_Tot_CF_3C,C11_Tot_CF_4mC,C11_Tot_Tot,C16_Neg_Ni_inc_CF_1C,C16_Neg_Ni_inc_CF_2C,C16_Neg_Ni_inc_CF_3C,C16_Neg_Ni_inc_Cou_fa_4mor_c,C16_Neg_Ni_inc_Tot,C16_1_149_CF_1C,C16_1_149_CF_2C,C16_1_149_CF_3C,C16_1_149_CF_4mC,C16_1_149_Tot,C16_150_299_CF_1C,C16_150_299_CF_2C,C16_150_299_CF_3C,C16_150_299_CF_4mC,C16_150_299_Tot,C16_300_399_CF_1C,C16_300_399_CF_2C,C16_300_399_CF_3C,C16_300_399_CF_4mC,C16_300_399_Tot,C16_400_499_CF_1C,C16_400_499_CF_2C,C16_400_499_CF_3C,C16_400_499_CF_4mC,C16_400_499_Tot,C16_500_649_CF_1C,C16_500_649_CF_2C,C16_500_649_CF_3C,C16_500_649_CF_4mC,C16_500_649_Tot,C16_650_799_CF_1C,C16_650_799_CF_2C,C16_650_799_CF_3C,C16_650_799_CF_4mC,C16_650_799_Tot,C16_800_999_CF_1C,C16_800_999_CF_2C,C16_800_999_CF_3C,C16_800_999_CF_4mC,C16_800_999_Tot,C16_1000_1499_CF_1C,C16_1000_1499_CF_2C,C16_1000_1499_CF_3C,C16_1000_1499_CF_4mC,C16_1000_1499_Tot,C16_1500_1999_CF_1C,C16_1500_1999_CF_2C,C16_1500_1999_CF_3C,C16_1500_1999_CF_4mC,C16_1500_1999_Tot,C16_2000_2499_CF_1C,C16_2000_2499_CF_2C,C16_2000_2499_CF_3C,C16_2000_2499_CF_4mC,C16_2000_2499_Tot,C16_2500_2999_CF_1C,C16_2500_2999_CF_2C,C16_2500_2999_CF_3C,C16_2500_2999_CF_4mC,C16_2500_2999_Tot,C16_3000_3999_CF_1C,C16_3000_3999_CF_2C,C16_3000_3999_CF_3C,C16_3000_3999_CF_4mC,C16_3000_3999_Tot,C16_4000more_CF_1C,C16_4000more_CF_2C,C16_4000more_CF_3C,C16_4000more_Cou_fa_4mo_ch,C16_4000more_Tot,C16_Par_inc_st_CF_1C,C16_Par_inc_st_CF_2C,C16_Par_inc_st_CF_3C,C16_Par_inc_st_CF_4mC,C16_Par_inc_st_Tot,C16_All_inc_ns_CF_1Ch,C16_All_inc_ns_CF_2C,C16_All_inc_ns_CF_3C,C16_All_inc_ns_CF_4mC,C16_All_inc_ns_Tot,C16_Tot_CF_1C,C16_Tot_CF_2C,C16_Tot_CF_3C,C16_Tot_CF_4mC,C16_Tot_Tot,C21_Neg_Ni_inc_CF_1C,C21_Neg_Ni_inc_CF_2C,C21_Neg_Ni_inc_CF_3C,C21_Neg_Ni_inc_Cou_fa_4mor_c,C21_Neg_Ni_inc_Tot,C21_1_149_CF_1C,C21_1_149_CF_2C,C21_1_149_CF_3C,C21_1_149_CF_4mC,C21_1_149_Tot,C21_150_299_CF_1C,C21_150_299_CF_2C,C21_150_299_CF_3C,C21_150_299_CF_4mC,C21_150_299_Tot,C21_300_399_CF_1C,C21_300_399_CF_2C,C21_300_399_CF_3C,C21_300_399_CF_4mC,C21_300_399_Tot,C21_400_499_CF_1C,C21_400_499_CF_2C,C21_400_499_CF_3C,C21_400_499_CF_4mC,C21_400_499_Tot,C21_500_649_CF_1C,C21_500_649_CF_2C,C21_500_649_CF_3C,C21_500_649_CF_4mC,C21_500_649_Tot
LGA58540,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,3,0,0,4,0,6,3,4,5,0,6,3,3,0,0,9,5,6,10,0,24,3,4,4,0,10,4,5,0,0,8,3,3,0,0,8,0,4,0,0,3,0,3,0,0,3,0,12,6,0,21,0,0,0,0,0,35,48,23,3,107,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,5,3,4,0,0,3,0,9,0,0,17,9,7,0,5,20,4,9,3,0,15,0,4,0,0,4,3,7,0,0,8,5,3,0,0,10,0,11,4,0,15,0,0,0,0,0,32,52,18,7,107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3
LGA58570,4,5,4,0,14,3,3,0,0,8,13,0,0,0,13,5,3,0,0,9,9,5,0,0,15,23,8,7,0,42,16,16,0,3,33,29,33,10,0,74,123,82,20,5,233,113,106,36,5,257,119,130,21,3,277,203,257,84,19,565,213,274,59,11,560,149,152,47,7,356,131,138,42,17,324,9,10,4,0,22,1168,1214,346,76,2801,10,10,0,0,17,0,3,0,0,5,0,0,3,0,4,4,4,0,0,4,10,8,4,0,22,15,11,0,0,26,16,12,3,0,34,37,20,8,0,69,87,64,21,4,175,91,83,36,8,213,138,162,48,6,349,129,154,27,7,317,228,262,61,8,555,318,473,133,22,935,150,126,45,15,343,6,11,5,0,16,1240,1398,398,59,3087,3,5,0,0,7,0,0,0,0,0,3,0,0,0,8,6,4,0,0,7,5,6,0,0,9,11,0,0,0,17
LGA58610,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,6,0,5,16,10,9,0,0,25,9,0,8,0,15,11,11,8,5,35,8,15,9,0,29,4,6,7,0,14,0,0,5,0,7,0,0,3,0,5,6,5,0,0,4,11,10,6,7,35,0,0,0,0,0,57,71,37,22,191,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,4,0,0,0,3,4,0,0,0,6,9,9,5,0,26,4,14,7,4,29,9,10,4,0,20,0,4,7,0,14,0,3,0,0,3,3,0,0,0,10,4,5,13,0,23,0,0,0,0,0,41,52,40,11,149,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA58680,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,4,4,4,0,0,8,6,3,0,0,11,0,0,0,0,3,0,0,0,0,6,0,3,0,0,3,0,0,0,0,0,0,5,4,0,18,0,0,0,0,0,26,26,14,3,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,4,0,3,3,6,8,0,0,13,0,4,0,0,9,0,0,0,0,4,0,0,0,0,3,0,0,0,0,7,4,4,0,0,7,0,0,0,0,5,14,22,4,8,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA58760,41,59,18,9,127,15,18,8,4,53,25,46,17,13,99,20,28,11,20,73,36,47,10,10,106,103,105,63,43,308,194,185,76,43,500,294,361,141,70,863,1022,1306,526,209,3067,1122,1625,597,230,3579,1081,1276,425,134,2922,844,1400,532,157,2933,788,1179,389,103,2455,280,396,158,58,895,989,1365,562,272,3182,82,97,55,31,263,6930,9494,3598,1405,21426,45,49,20,16,137,17,18,9,0,44,49,36,19,10,111,20,8,14,6,56,49,65,38,16,175,107,88,45,36,274,189,156,61,62,474,286,256,110,64,718,1145,1217,467,228,3061,1337,1668,609,222,3834,1504,1984,674,204,4361,1059,1479,469,120,3135,1192,1633,538,126,3488,653,1189,407,132,2396,1222,1658,644,273,3794,74,90,45,15,222,8945,11605,4161,1549,26266,40,40,7,15,101,11,9,0,0,22,19,7,8,4,44,19,5,5,9,37,34,26,17,13,89,65,33,26,19,140
LGA58820,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,0,0,0,10,4,3,0,0,6,9,12,6,0,23,13,25,12,3,48,24,31,7,3,63,10,12,15,0,39,15,26,9,5,53,18,23,7,0,50,6,4,3,0,11,23,25,18,0,70,4,0,0,0,5,126,169,75,26,389,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,6,7,0,0,0,0,5,9,0,0,0,11,3,6,3,0,16,21,16,3,8,48,21,19,3,0,47,23,22,11,3,56,16,23,8,4,52,21,19,10,4,55,12,14,6,0,35,31,37,23,9,98,3,0,0,0,11,161,156,77,32,432,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
LGA58890,6,5,0,0,6,0,0,0,0,0,0,3,0,0,4,0,0,0,0,3,0,0,0,0,0,4,0,5,0,7,0,0,0,0,11,3,3,5,0,15,5,7,3,6,23,3,3,3,0,11,0,0,0,0,0,7,0,0,0,7,0,0,0,0,5,3,0,0,0,5,5,4,7,0,13,0,3,0,0,4,38,41,25,4,105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,5,8,4,0,19,3,0,0,5,11,0,4,3,0,4,0,4,5,0,4,0,6,0,0,3,0,0,0,0,3,0,9,0,3,16,0,0,0,0,0,22,29,23,4,77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA59030,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,6,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,3,0,0,0,3,6,0,0,11,0,0,0,0,0,10,11,3,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,4,0,0,0,0,0,0,7,0,0,7,0,3,0,0,5,0,3,0,0,0,0,0,0,0,0,11,10,5,3,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA59100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,4,0,14,3,0,0,0,3,8,5,0,0,10,6,0,0,0,14,0,0,0,0,4,0,3,0,0,3,3,0,0,0,3,0,0,0,0,0,5,3,0,0,15,0,4,0,0,4,29,26,16,7,76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,3,0,5,5,0,0,0,4,7,7,4,0,19,3,4,3,6,13,0,3,0,3,10,5,0,0,0,3,0,0,0,0,3,4,3,0,0,10,0,3,0,0,5,0,0,0,0,3,20,26,15,5,72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA59170,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,4,4,10,7,0,16,5,3,4,0,20,9,3,6,0,21,4,0,0,0,12,0,0,0,0,6,7,0,0,0,3,5,0,0,0,6,13,5,0,0,15,0,0,0,0,0,42,33,24,6,103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,4,0,0,10,3,5,8,3,18,3,8,9,0,13,9,4,0,0,9,3,4,5,0,15,0,3,0,0,9,4,5,8,0,14,0,0,0,0,4,29,43,25,7,108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA59250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,4,0,0,7,5,3,0,0,3,0,6,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,9,12,8,5,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,6,0,0,0,0,3,3,0,0,0,4,0,0,0,0,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,6,4,3,17,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA59310,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,3,0,0,0,0,3,3,0,0,0,10,3,0,0,0,8,13,10,5,4,27,12,11,9,0,31,9,9,4,4,22,4,4,0,0,6,0,0,0,0,0,3,0,0,0,3,15,11,3,3,30,0,0,0,0,3,63,52,26,9,156,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,10,0,0,3,0,7,7,13,7,0,27,10,11,7,0,24,0,8,0,0,17,3,3,6,0,17,4,3,3,0,3,6,3,0,0,10,8,9,3,0,33,0,0,0,0,0,45,67,31,8,146,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA59320,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,11,0,0,9,0,0,0,0,6,0,0,0,0,5,5,0,0,0,5,0,0,0,0,5,0,0,0,0,0,4,7,0,0,9,0,0,0,0,3,20,28,7,0,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,4,0,6,0,0,6,5,0,0,0,5,0,6,0,0,8,0,0,0,0,0,0,0,0,0,3,0,0,4,0,6,0,6,0,0,3,4,6,4,0,9,0,0,0,0,0,13,19,17,0,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA59330,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,11,7,6,0,0,10,3,3,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,3,0,12,0,0,0,0,0,23,15,12,0,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,4,0,6,0,0,4,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,7,0,0,0,0,0,13,10,11,0,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA59340,0,0,0,0,0,0,0,0,0,0,4,5,0,0,3,0,0,0,0,0,0,0,0,0,3,7,12,9,5,36,7,9,3,6,18,9,4,6,6,28,31,32,5,14,77,29,35,20,12,97,16,33,16,7,72,28,21,12,3,68,13,34,4,0,56,10,10,5,6,36,46,51,19,22,138,0,6,0,0,10,202,261,114,68,641,0,0,0,0,0,0,0,0,0,0,4,3,0,0,3,0,5,0,0,4,11,8,9,0,15,8,3,0,0,14,10,8,3,3,22,12,10,6,5,28,24,23,11,6,68,19,24,15,3,63,27,35,6,4,79,33,13,13,3,66,36,33,13,0,89,25,29,8,3,66,33,31,17,9,85,3,0,0,0,8,234,220,108,47,606,0,0,0,0,5,0,4,0,0,5,0,0,0,0,6,4,0,0,0,4,6,7,0,0,11,5,5,0,3,16
LGA59350,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,3,10,0,0,0,0,0,4,7,0,3,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,3,6,0,4,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA59360,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,0,0,3,0,3,0,0,5,0,0,0,0,4,5,13,9,0,20,10,4,4,0,18,3,3,0,0,4,11,9,10,0,22,0,4,0,0,14,0,4,0,0,3,13,13,0,5,31,0,0,0,0,5,51,64,23,9,145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,6,0,4,0,0,11,0,3,5,0,8,7,3,3,0,18,4,5,0,0,10,0,6,4,0,12,3,6,0,0,5,7,5,5,0,17,0,0,0,0,3,35,37,15,5,88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA59370,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,4,0,0,14,4,4,0,0,7,3,10,4,0,18,22,19,14,0,57,17,25,10,3,59,11,13,3,3,27,12,16,6,4,31,3,7,4,0,14,0,3,3,0,7,20,30,23,8,81,7,5,0,3,4,116,139,65,15,330,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,3,0,0,0,0,0,0,9,5,0,11,22,14,17,3,50,14,19,16,4,51,13,22,4,6,42,5,9,9,0,19,14,13,5,0,31,8,8,0,0,15,20,18,8,0,53,6,0,0,0,3,109,106,61,15,293,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3
LGA59499,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA59799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
