LGA_CODE_2021,C11_Neg_Ni_inc_1PF_1C,C11_Neg_Ni_inc_1PF_2C,C11_Neg_Ni_inc_1PF_3C,C11_Neg_Ni_inc_1PF_4mor_c,C11_Neg_Ni_inc_Tot,C11_1_149_1PF_1C,C11_1_149_1PF_2C,C11_1_149_1PF_3C,C11_1_149_1PF_4mC,C11_1_149_Tot,C11_150_299_1PF_1C,C11_150_299_1PF_2C,C11_150_299_1PF_3C,C11_150_299_1PF_4mC,C11_150_299_Tot,C11_300_399_1PF_1C,C11_300_399_1PF_2C,C11_300_399_1PF_3C,C11_300_399_1PF_4mC,C11_300_399_Tot,C11_400_499_1PF_1C,C11_400_499_1PF_2C,C11_400_499_1PF_3C,C11_400_499_1PF_4mC,C11_400_499_Tot,C11_500_649_1PF_1C,C11_500_649_1PF_2C,C11_500_649_1PF_3C,C11_500_649_1PF_4mC,C11_500_649_Tot,C11_650_799_1PF_1C,C11_650_799_1PF_2C,C11_650_799_1PF_3C,C11_650_799_1PF_4mC,C11_650_799_Tot,C11_800_999_1PF_1C,C11_800_999_1PF_2C,C11_800_999_1PF_3C,C11_800_999_1PF_4mC,C11_800_999_Tot,C11_1000_1499_1PF_1C,C11_1000_1499_1PF_2C,C11_1000_1499_1PF_3C,C11_1000_1499_1PF_4mC,C11_1000_1499_Tot,C11_1500_1999_1PF_1C,C11_1500_1999_1PF_2C,C11_1500_1999_1PF_3C,C11_1500_1999_1PF_4mC,C11_1500_1999_Tot,C11_2000_2499_1PF_1C,C11_2000_2499_1PF_2C,C11_2000_2499_1PF_3C,C11_2000_2499_1PF_4mC,C11_2000_2499_Tot,C11_2500_2999_1PF_1C,C11_2500_2999_1PF_2C,C11_2500_2999_1PF_3C,C11_2500_2999_1PF_4mC,C11_2500_2999_Tot,C11_3000_3999_1PF_1C,C11_3000_3999_1PF_2C,C11_3000_3999_1PF_3C,C11_3000_3999_1PF_4mC,C11_3000_3999_Tot,C11_4000more_1PF_1C,C11_4000more_1PF_2C,C11_4000more_1PF_3C,C11_4000more_1PF_4mo_ch,C11_4000more_Tot,C11_Par_inc_st_1PF_1C,C11_Par_inc_st_1PF_2C,C11_Par_inc_st_1PF_3C,C11_Par_inc_st_1PF_4mC,C11_Par_inc_st_Tot,C11_All_inc_ns_1PF_1Ch,C11_All_inc_ns_1PF_2C,C11_All_inc_ns_1PF_3C,C11_All_inc_ns_1PF_4mC,C11_All_inc_ns_Tot,C11_Tot_1PF_1C,C11_Tot_1PF_2C,C11_Tot_1PF_3C,C11_Tot_1PF_4mC,C11_Tot_Tot,C16_Neg_Ni_inc_1PF_1C,C16_Neg_Ni_inc_1PF_2C,C16_Neg_Ni_inc_1PF_3C,C16_Neg_Ni_inc_1PF_4mor_c,C16_Neg_Ni_inc_Tot,C16_1_149_1PF_1C,C16_1_149_1PF_2C,C16_1_149_1PF_3C,C16_1_149_1PF_4mC,C16_1_149_Tot,C16_150_299_1PF_1C,C16_150_299_1PF_2C,C16_150_299_1PF_3C,C16_150_299_1PF_4mC,C16_150_299_Tot,C16_300_399_1PF_1C,C16_300_399_1PF_2C,C16_300_399_1PF_3C,C16_300_399_1PF_4mC,C16_300_399_Tot,C16_400_499_1PF_1C,C16_400_499_1PF_2C,C16_400_499_1PF_3C,C16_400_499_1PF_4mC,C16_400_499_Tot,C16_500_649_1PF_1C,C16_500_649_1PF_2C,C16_500_649_1PF_3C,C16_500_649_1PF_4mC,C16_500_649_Tot,C16_650_799_1PF_1C,C16_650_799_1PF_2C,C16_650_799_1PF_3C,C16_650_799_1PF_4mC,C16_650_799_Tot,C16_800_999_1PF_1C,C16_800_999_1PF_2C,C16_800_999_1PF_3C,C16_800_999_1PF_4mC,C16_800_999_Tot,C16_1000_1499_1PF_1C,C16_1000_1499_1PF_2C,C16_1000_1499_1PF_3C,C16_1000_1499_1PF_4mC,C16_1000_1499_Tot,C16_1500_1999_1PF_1C,C16_1500_1999_1PF_2C,C16_1500_1999_1PF_3C,C16_1500_1999_1PF_4mC,C16_1500_1999_Tot,C16_2000_2499_1PF_1C,C16_2000_2499_1PF_2C,C16_2000_2499_1PF_3C,C16_2000_2499_1PF_4mC,C16_2000_2499_Tot,C16_2500_2999_1PF_1C,C16_2500_2999_1PF_2C,C16_2500_2999_1PF_3C,C16_2500_2999_1PF_4mC,C16_2500_2999_Tot,C16_3000_3999_1PF_1C,C16_3000_3999_1PF_2C,C16_3000_3999_1PF_3C,C16_3000_3999_1PF_4mC,C16_3000_3999_Tot,C16_4000more_1PF_1C,C16_4000more_1PF_2C,C16_4000more_1PF_3C,C16_4000more_1PF_4mo_ch,C16_4000more_Tot,C16_Par_inc_st_1PF_1C,C16_Par_inc_st_1PF_2C,C16_Par_inc_st_1PF_3C,C16_Par_inc_st_1PF_4mC,C16_Par_inc_st_Tot,C16_All_inc_ns_1PF_1Ch,C16_All_inc_ns_1PF_2C,C16_All_inc_ns_1PF_3C,C16_All_inc_ns_1PF_4mC,C16_All_inc_ns_Tot,C16_Tot_1PF_1C,C16_Tot_1PF_2C,C16_Tot_1PF_3C,C16_Tot_1PF_4mC,C16_Tot_Tot,C21_Neg_Ni_inc_1PF_1C,C21_Neg_Ni_inc_1PF_2C,C21_Neg_Ni_inc_1PF_3C,C21_Neg_Ni_inc_1PF_4mor_c,C21_Neg_Ni_inc_Tot,C21_1_149_1PF_1C,C21_1_149_1PF_2C,C21_1_149_1PF_3C,C21_1_149_1PF_4mC,C21_1_149_Tot,C21_150_299_1PF_1C,C21_150_299_1PF_2C,C21_150_299_1PF_3C,C21_150_299_1PF_4mC,C21_150_299_Tot,C21_300_399_1PF_1C,C21_300_399_1PF_2C,C21_300_399_1PF_3C,C21_300_399_1PF_4mC,C21_300_399_Tot,C21_400_499_1PF_1C,C21_400_499_1PF_2C,C21_400_499_1PF_3C,C21_400_499_1PF_4mC,C21_400_499_Tot,C21_500_649_1PF_1C,C21_500_649_1PF_2C,C21_500_649_1PF_3C,C21_500_649_1PF_4mC,C21_500_649_Tot
LGA56090,4,0,3,0,12,12,0,0,0,9,16,12,0,0,31,41,13,3,0,65,58,38,16,5,121,23,14,7,0,46,71,41,21,8,145,80,36,11,4,132,154,64,30,4,261,82,41,6,0,129,36,14,7,0,62,31,29,3,3,68,15,14,4,0,29,5,4,3,0,12,71,50,27,13,163,14,12,0,4,33,723,392,168,54,1329,12,13,4,0,30,5,0,0,0,13,17,8,3,3,35,9,9,5,0,30,32,24,9,0,64,47,37,12,5,101,67,30,15,0,119,80,35,18,4,140,142,76,26,7,252,108,46,13,3,169,75,40,9,3,131,25,12,0,0,39,15,14,0,0,34,11,15,4,0,23,76,60,32,14,183,16,3,0,0,17,750,431,154,41,1375,19,8,0,0,27,0,0,0,0,0,14,6,0,0,26,11,11,0,0,31,44,8,4,3,54,41,22,13,0,76
LGA56160,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA56230,7,0,0,0,7,7,0,0,0,10,11,8,0,0,21,35,11,3,7,57,30,29,15,4,79,13,10,5,0,24,20,18,9,7,58,20,14,0,0,40,42,22,5,3,71,33,14,9,0,50,13,8,0,0,22,9,9,0,0,11,0,0,0,0,0,0,0,0,0,0,18,16,4,3,46,13,3,0,0,15,265,151,64,28,512,8,4,3,0,17,5,0,0,0,11,22,10,4,0,28,23,13,3,0,45,37,11,8,6,55,28,33,11,3,72,36,32,8,8,84,38,18,17,0,75,58,39,12,0,103,45,10,7,0,60,17,13,0,0,26,8,5,0,0,7,0,0,0,0,3,0,0,0,0,0,26,22,6,0,63,4,9,0,0,17,366,215,79,23,682,10,3,0,0,13,3,0,0,0,8,5,3,0,0,4,11,4,3,0,22,19,11,0,3,39,45,30,7,0,82
LGA56300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,4,10,0,0,0,13,0,0,0,0,0,5,0,4,0,4,0,0,0,0,6,3,8,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,5,0,0,0,0,4,27,12,6,3,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,3,0,0,8,0,0,0,0,3,4,0,0,0,4,4,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,30,8,0,0,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,0,0,0,0,0,3,0,0,4
LGA56370,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,6,0,0,0,0,0,12,4,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,8,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA56460,0,0,0,0,3,4,3,0,0,5,5,5,0,0,8,16,5,0,0,27,16,13,0,0,28,7,0,0,0,15,20,5,3,0,29,13,8,0,5,19,16,7,0,0,23,11,0,0,0,15,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,3,0,9,3,0,0,0,11,119,50,13,13,195,0,0,0,0,0,0,0,0,0,0,3,0,0,0,7,9,4,0,0,12,18,0,0,0,18,8,8,5,0,20,21,11,3,0,35,13,0,4,4,21,18,13,6,0,41,15,5,0,0,20,6,3,0,0,14,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,11,0,0,23,5,0,4,4,7,131,59,17,17,226,0,4,0,0,3,0,0,0,0,0,0,0,0,0,3,9,6,0,0,13,6,4,0,0,14,14,3,4,0,19
LGA56580,10,13,0,0,22,3,0,0,0,6,5,7,0,0,13,7,0,0,0,14,18,6,0,0,29,13,3,3,0,17,27,11,9,0,39,22,6,4,0,37,39,30,3,0,79,48,20,9,0,75,21,6,3,0,27,26,38,10,0,76,14,5,3,0,27,3,4,3,0,13,38,23,12,7,74,3,0,0,0,6,286,181,69,10,553,10,10,3,0,20,4,0,0,0,5,8,0,0,0,10,3,3,0,0,8,7,0,0,0,16,15,3,0,0,15,22,11,4,0,40,15,10,6,4,34,35,29,10,0,78,32,21,3,0,68,33,10,3,0,49,16,20,0,0,32,25,28,4,0,55,40,10,3,0,56,28,32,3,6,66,3,0,0,0,7,304,184,49,19,551,11,6,0,0,15,6,3,0,0,10,3,0,0,0,6,8,4,4,0,10,11,9,4,0,17,9,5,0,0,19
LGA56620,0,0,0,0,0,4,4,0,0,6,5,4,3,0,16,13,0,0,0,17,4,0,3,0,14,9,4,0,0,16,3,5,0,0,12,4,4,0,0,8,4,0,0,0,8,0,0,3,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,5,0,0,4,0,0,0,0,5,49,33,18,5,107,0,0,0,0,0,4,0,0,0,4,12,7,0,0,17,3,0,0,0,3,13,0,0,0,11,4,0,0,0,7,3,3,0,0,6,0,0,0,0,0,3,0,0,0,3,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,9,0,12,17,10,3,7,29,62,31,8,6,104,0,0,0,0,0,0,0,0,0,0,0,5,0,0,10,0,0,0,0,7,4,5,0,0,10,9,0,0,0,12
LGA56730,3,6,0,0,10,4,6,0,0,11,10,6,4,3,23,18,8,10,3,40,24,29,7,8,70,11,8,0,0,17,29,16,3,9,64,37,8,4,0,54,45,23,4,0,65,17,11,0,0,31,10,0,0,4,19,6,5,4,0,13,0,0,0,0,0,0,0,0,0,0,18,17,6,4,41,4,3,4,3,12,246,138,48,40,476,6,0,4,0,8,3,0,0,0,4,10,5,0,3,18,10,5,5,6,23,17,15,4,0,32,28,20,7,4,57,22,14,7,5,46,34,18,0,4,57,52,20,9,6,82,14,11,4,4,34,22,10,0,0,31,7,7,4,0,15,4,6,0,0,11,7,0,0,0,9,23,17,9,0,47,0,7,4,0,16,260,155,53,33,493,4,4,0,0,11,0,0,0,0,0,4,6,0,0,4,4,0,0,0,8,20,11,6,0,40,26,10,6,0,46
LGA56790,6,0,0,0,6,0,0,0,0,4,4,0,0,0,7,8,3,5,0,18,4,5,0,0,10,4,0,0,0,8,5,5,4,0,14,0,0,0,0,9,8,3,0,0,11,3,4,0,0,7,4,0,0,0,4,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,6,0,0,0,10,0,0,0,0,3,57,28,7,0,103,0,0,0,0,0,0,0,0,0,0,4,0,0,0,6,0,0,0,0,3,5,0,0,0,5,6,0,0,0,7,8,0,0,0,11,4,4,5,0,4,14,5,0,0,20,5,3,0,0,8,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,13,0,0,0,0,0,52,25,10,4,89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,6,0,3,5,0,0,0,6
LGA56860,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,4,0,3,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA56930,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,4,0,0,0,0,0,3,4,0,0,8,0,0,0,0,0,0,0,0,0,0,3,5,0,0,6,0,0,0,0,0,14,15,3,0,39,0,5,0,0,4,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,0,0,0,0,5,0,0,0,5,0,0,0,0,3,0,0,0,0,0,3,0,0,0,3,5,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,5,0,0,5,0,0,0,0,0,5,0,0,0,5,22,17,4,0,40,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,6,0,0,0,0
LGA57000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,4,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,6,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3
LGA57080,9,7,0,0,18,0,0,0,0,0,4,0,0,0,4,9,0,0,0,9,13,4,0,0,18,7,0,0,0,8,21,0,0,0,19,24,6,5,0,32,28,10,0,0,36,25,7,0,0,34,10,0,0,0,5,24,3,0,0,30,11,5,0,0,17,0,0,0,0,0,17,5,0,0,26,4,0,0,0,4,212,43,11,0,259,22,5,0,0,25,8,0,0,0,11,15,0,0,0,17,7,5,0,0,11,11,3,0,0,15,10,6,0,0,22,14,11,0,0,24,15,3,0,0,21,35,10,0,0,45,32,7,0,0,46,31,3,0,0,33,8,5,0,0,17,18,3,0,0,19,12,5,0,0,21,22,13,0,0,33,0,0,0,0,0,274,73,12,3,361,13,6,0,0,24,0,0,0,0,3,9,0,0,0,7,10,3,0,0,15,16,0,0,0,19,12,7,4,0,22
LGA57140,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,7,4,3,0,13,9,4,0,0,7,4,0,0,0,4,9,0,0,0,5,0,0,0,0,0,3,0,0,0,0,3,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,10,3,3,51,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,0,0,0,0,0,0,0,0,4,0,0,0,0,8,7,0,0,0,8,5,5,0,5,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,24,8,6,9,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,5
LGA57210,6,0,0,0,3,0,4,0,0,4,8,4,0,0,13,16,3,4,0,21,8,10,8,0,21,4,0,0,0,14,13,9,6,0,33,13,6,0,0,21,20,10,4,0,32,3,0,0,0,3,3,0,0,0,8,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,12,0,5,0,14,3,0,0,0,4,111,41,25,10,190,0,0,0,0,0,0,0,0,0,0,5,0,0,0,8,6,5,0,0,14,10,3,5,0,17,11,10,0,4,27,14,6,6,0,27,13,0,0,0,20,14,8,0,0,27,10,0,3,0,16,0,0,0,0,5,6,0,0,0,3,4,0,0,0,3,0,0,0,0,4,4,5,0,0,14,6,0,0,0,7,110,44,20,11,181,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,0,4,0,0,3,15,0,0,0,16,15,8,9,0,22
LGA57280,7,0,0,0,0,3,0,0,0,3,12,3,0,3,19,8,6,3,4,16,9,4,4,3,24,4,3,0,0,5,16,7,3,6,32,6,4,0,0,16,28,10,5,3,43,6,9,0,0,18,8,7,4,0,16,28,12,3,0,42,11,4,0,0,18,6,3,3,0,12,22,10,11,3,40,7,11,0,6,27,182,88,36,31,333,3,3,0,0,11,5,0,0,0,5,13,8,0,3,25,12,13,0,0,23,13,9,3,0,22,8,10,4,0,26,17,5,0,3,28,16,10,0,4,24,24,14,7,0,49,28,15,5,0,45,20,14,9,0,39,10,0,0,0,14,16,3,0,3,21,9,3,4,0,15,12,5,4,0,26,12,0,5,4,15,215,101,48,22,382,5,4,3,0,14,0,0,0,0,4,7,0,4,0,8,10,7,6,0,19,10,4,0,0,23,15,5,0,0,23
LGA57350,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,3,0,0,9,3,3,0,0,7,0,0,0,0,4,0,0,0,0,7,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,14,13,5,8,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,4,5,4,0,0,12,0,0,3,0,7,5,5,0,0,6,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,11,3,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0
LGA57420,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,4,0,0,0,0,5,0,0,0,0,0,3,0,5,0,4,6,0,0,0,6,0,0,0,0,7,0,0,0,0,3,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,5,0,0,0,5,0,0,0,0,0,20,10,3,3,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,6,0,0,5,4,0,0,0,6,4,0,0,0,4,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,5,7,0,0,0,0,0,23,9,0,5,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,0,0,0,6,3,3,0,0,8
LGA57490,37,21,9,3,70,38,19,4,0,61,96,50,6,4,159,171,78,27,8,283,302,226,90,28,645,95,34,20,8,167,282,177,84,41,588,235,111,57,21,421,424,231,67,26,748,203,120,38,13,370,67,52,12,5,138,76,39,10,6,127,42,18,7,3,66,13,3,0,0,18,130,125,63,45,360,79,30,13,0,123,2282,1330,504,222,4339,74,46,26,6,154,27,13,6,0,48,104,55,17,7,182,120,63,27,12,220,215,98,40,20,368,310,235,77,24,642,228,187,95,35,548,247,161,64,39,514,535,300,105,48,987,292,167,53,15,534,160,118,30,15,314,71,48,17,4,142,59,37,16,6,116,37,18,3,0,54,194,151,72,35,452,64,13,15,0,91,2732,1718,659,261,5368,64,32,18,8,125,16,13,3,6,39,53,35,14,0,97,94,46,19,4,156,153,73,38,15,275,280,216,85,18,599
LGA57630,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA57700,5,3,4,0,9,3,3,5,0,8,10,9,0,0,16,26,19,4,0,49,35,30,13,0,80,13,3,5,0,17,21,20,13,6,57,28,16,9,4,50,48,35,14,3,96,29,14,3,0,53,12,3,3,0,18,13,3,0,0,18,6,9,6,0,16,0,0,0,0,3,20,14,11,7,50,6,4,0,0,9,279,173,84,24,564,11,9,4,0,28,8,6,0,0,6,16,5,3,0,25,20,17,0,0,40,35,13,0,0,46,35,19,9,7,67,34,26,9,10,74,33,20,18,7,75,103,46,26,6,180,65,34,12,3,110,38,25,3,0,66,16,5,5,0,26,6,5,3,0,21,5,3,0,0,10,32,29,17,5,85,6,9,0,0,20,464,266,107,39,876,13,5,0,0,21,0,0,0,0,0,7,6,3,3,18,12,13,5,3,31,31,18,4,0,49,45,30,5,0,79
LGA57770,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,12,3,0,0,0,3,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,6,0,0,0,0,0,19,3,4,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,6,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,12,5,5,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,0,0,0,4
LGA57840,22,13,4,0,42,16,5,4,0,20,29,10,5,0,47,39,22,4,4,69,69,19,7,0,92,40,10,6,0,52,73,34,6,10,113,70,27,9,3,108,141,58,10,3,224,93,41,17,3,153,47,12,3,0,63,66,31,6,0,105,31,8,3,0,46,10,4,4,0,12,61,39,10,5,120,13,7,0,0,28,814,340,92,36,1290,30,13,7,0,48,6,6,0,0,13,27,14,0,0,38,25,13,0,5,45,30,11,9,0,50,60,27,5,7,97,59,26,3,3,97,71,33,4,0,111,147,67,16,3,237,80,52,5,4,138,82,33,5,0,115,35,14,5,0,51,32,20,4,0,59,25,16,10,0,43,74,39,14,3,126,8,0,3,3,18,777,383,81,38,1282,29,5,0,0,41,4,4,0,0,5,10,6,3,0,23,18,5,5,4,31,22,9,3,3,36,53,13,5,0,76
LGA57910,94,42,10,7,157,66,19,9,0,100,157,73,29,11,266,250,93,35,13,391,397,223,63,28,711,220,50,23,13,304,529,198,69,32,826,470,186,31,22,715,941,341,72,24,1375,464,245,44,22,773,265,109,22,0,398,212,158,27,6,409,103,69,9,4,187,19,16,6,0,45,340,272,97,34,742,102,71,32,17,215,4631,2164,585,243,7621,90,49,14,4,152,43,33,6,6,88,144,50,15,7,214,149,76,25,4,256,269,87,17,12,387,379,199,50,26,650,430,183,37,28,676,454,182,54,18,708,988,400,97,26,1502,580,270,47,25,922,391,189,51,12,646,161,73,16,5,257,173,97,31,7,309,87,37,19,0,144,381,254,92,32,759,94,35,17,0,145,4807,2202,585,217,7810,87,39,14,7,140,34,5,3,0,47,74,37,10,0,118,127,49,10,11,202,228,117,13,11,366,342,161,43,13,560
LGA57980,6,0,0,0,10,4,6,0,0,10,9,6,0,0,11,10,5,0,0,15,19,0,0,0,18,4,0,0,0,8,18,10,3,0,32,17,4,0,0,21,43,30,8,0,72,25,16,3,0,48,14,11,0,0,28,44,17,8,0,72,9,3,0,0,15,0,7,0,0,5,26,18,0,0,44,0,0,0,0,0,254,119,30,3,405,7,11,4,0,15,0,0,0,0,4,4,0,0,0,7,3,3,5,0,11,13,5,0,0,13,18,3,5,0,24,15,4,0,0,21,20,6,0,0,27,51,25,3,3,82,32,19,7,0,54,41,22,0,0,59,15,8,0,0,17,19,18,6,0,43,20,12,0,0,24,18,15,10,0,47,4,3,0,0,3,278,150,38,3,469,10,0,4,0,17,3,0,0,0,4,0,3,0,0,3,7,0,0,0,8,11,0,0,0,11,17,4,4,0,19
